AvgNormIw,ESSRenyi,MaxNormIw,ESSClassic,MinNormIw,VarJ,MaxVanillaIw,VarNormIw,AvgEpLen,AvgRet,MinVanillaIw,VarVanillaIw,VarRet,VarDiscRet,AvgVanillaIw,BatchSize,J,AvgDiscRet,eRenyi2,VanillaAvgRet,Bound
0.010000002,4.599786999456839,0.8898641,1.2606326283535016,9.590085e-38,1190.7247,148.53522,0.007911642,13.13,121.24164996177964,1.6007675e-35,220.4338,26616.44309504547,26616.44309504547,1.6691899,100,1192.6266,121.24164996177964,21.740137,121.24164996177964,674.7846
0.010000002,7.729811045803386,0.3249017,4.629230967607507,4.567809e-28,624.4872,32.819523,0.0020809963,16.94,159.32740656308894,4.6141128e-26,21.233997,29130.04404036306,29130.04404036306,1.0101371,100,618.20166,159.32740656308894,12.936927,159.32740656308894,333.7411
0.010000002,34.113031526728925,0.07230103,34.11435027617376,2.1828752e-07,504.34637,8.361325,0.00019508258,49.14,481.2311135056038,2.524408e-05,2.609034,61154.333057673764,61154.333057673764,1.15646,100,688.9044,481.2311135056038,2.931431,481.2311135056038,445.40417
0.010000002,10.616405485909604,0.30249888,6.5969342352330855,3.25072e-21,1197.0946,44.32488,0.0014301573,65.3,642.791293630455,4.76325e-19,30.706573,86362.43739650278,86362.43739650278,1.4652907,100,1205.0758,642.791293630455,9.419384,642.791293630455,807.3229
0.01,6.054977171185733,0.54981387,2.859964341768304,,1960.2135,26.815985,0.0034308543,84.95,839.2536505633599,,8.161283,66867.78117368495,66867.78117368495,0.48772842,100,1399.4303,839.2536505633599,16.515339,839.2536505633599,818.03046
0.010000002,99.99990463265931,0.09817549,31.633275198459202,4.286493e-08,395.31445,9.119921,0.00021830582,94.37,933.4803201853513,3.981898e-06,1.8838285,46548.60462088188,46548.60462088188,0.9289407,100,1049.213,933.4803201853513,1.000001,933.4803201853513,922.9818
0.010000002,19.173547432485115,0.4279791,5.185282653532023,1.5195054e-07,1339.379,73.98667,0.0018470052,96.03,950.0750302157973,2.6268373e-05,55.198833,65094.81189996778,65094.81189996778,1.728745,100,1227.2423,950.0750302157973,5.215519,950.0750302157973,921.66675
0.010000002,46.83120116450952,0.05374392,46.672084127881774,6.5708536e-11,364.68106,5.504572,0.00011541498,89.88,888.5482747347553,6.7300143e-09,1.2107391,90052.95241084804,90052.95241084804,1.0242223,100,1019.47076,888.5482747347553,2.1353285,888.5482747347553,812.87646
0.010000002,82.29856536370376,0.03617482,81.59167115133333,0.0030674147,305.71533,3.9303975,2.2789396e-05,99.91,988.8551775107954,0.3332749,0.26902524,63885.147424483795,63885.147424483795,1.0865009,100,1019.52386,988.8551775107954,1.215088,988.8551775107954,839.5582
0.01,82.94228799908718,0.021966845,84.74687757586622,0.0005751495,391.0214,2.3298106,1.8180222e-05,106.21,1051.8747874953772,0.061000537,0.20450555,93794.07686266262,93794.07686266262,1.0606031,100,1088.0017,1051.8747874953772,1.2056576,1051.8747874953772,873.62054
0.01,63.58993920581407,0.0442062,56.60801680387111,4.5378754e-05,278.119,4.387991,7.742769e-05,100.9,998.7685784192489,0.004504381,0.76288915,57748.48649505592,57748.48649505592,0.9926189,100,1068.2003,998.7685784192489,1.5725758,998.7685784192489,886.6852
