AvgNormIw,J,VarDiscRet,MaxVanillaIw,AvgRet,AvgVanillaIw,MaxNormIw,VarNormIw,MinVanillaIw,BatchSize,VarVanillaIw,AvgDiscRet,MinNormIw,eRenyi2,ESSClassic,ESSRenyi,VarRet,AvgEpLen,Bound,VarJ
0.01,637.4698,31678.904132859552,47295.71,457.4299988486175,472.95712,1.0,0.010000002,,100,22368846.0,335.6479942728299,,13811.101,1.0,0.007240552581437302,125104.62113117626,46.75,185.95663,
0.01,661.49695,11066.00596830236,4.142028,1006.9398166083545,0.8752937,0.04732158,0.00014181281,4.641734e-05,100,1.0864831,621.1639113395778,5.303059e-07,2.2611296,41.5982620278481,44.225682250854476,86982.36191668399,101.73,532.69165,87.70829
0.01,694.01666,5963.669500186892,2.713859,1144.0555959773517,0.97998947,0.027692737,5.0051993e-05,0.008513616,100,0.48068905,673.71097729241,8.687457e-05,1.4370669,66.86661588340418,69.5861821879419,62237.41211012726,115.44,608.7626,79.29441
0.010000002,704.40564,4428.274083562906,12.022045,1175.8581111040012,1.1738127,0.102418765,0.00015330754,0.00017957049,100,2.1123266,685.7426504932548,1.5298053e-06,1.6728091,39.71808791480177,59.77968350704862,51161.91882520387,118.61,629.776,62.032734
0.01,707.46747,6103.9612194448755,2.9471855,1201.7635020630075,0.9323356,0.03161078,6.0082562e-05,0.0012905288,100,0.52226746,690.9618403677638,1.3841892e-05,1.6206071,62.70309668120103,61.70526938635659,69584.57660486895,121.21,625.2539,70.76927
0.01,716.1608,4778.5396060864905,2.0869138,1236.8446924226585,1.004954,0.020766262,2.9379109e-05,0.003923087,100,0.29670918,702.8452274094611,3.9037477e-05,1.316003,77.46814376128383,75.98767074359706,62607.309784996665,124.72,644.70734,69.54143
0.01,736.069,5731.781612484872,4.6456046,1222.44286458598,0.9694408,0.047920454,0.00018076555,5.626083e-07,100,1.6988629,697.5235255731104,5.803431e-09,2.4533343,35.84770106253727,40.76085298099228,68280.23182175217,123.27,633.8504,90.9042
0.01,741.51294,4212.424925329719,2.6543052,1298.6369079837477,0.87253267,0.030420698,6.77873e-05,0.015993416,100,0.51607364,720.5912588898979,0.00018329878,1.4757806,59.84102573386701,67.76074951463055,64156.32371427086,130.88,666.0056,77.27887
0.010000002,735.96906,2837.583166460436,11.807362,1287.7620549616515,1.1699457,0.10092231,0.00017100877,0.16259077,100,2.3407216,720.0548168018115,0.0013897292,1.4184322,37.13349567818525,70.5003718061982,45774.702239786406,129.8,675.2541,94.21114
0.01,735.63086,3145.7651454550955,2.2525527,1315.4194330551534,1.0519067,0.021413997,3.256317e-05,0.037555456,100,0.36031404,727.2593616447954,0.00035702268,1.3388739,75.62148292563707,74.6896348842626,47973.93622809428,132.56,680.0884,53.225986
