VarRet,VarVanillaIw,AvgRet,IterType,J,AvgNormIw,VarNormIw,MinVanillaIw,ESSRenyi,VarJ,AvgEpLen,renyi2,Bound,VarDiscRet,AvgVanillaIw,delta,ESSClassic,MaxVanillaIw,MinNormIw,EpsThisIter,MaxNormIw,VanillaAvgRet,AvgDiscRet,BatchSize,SamplesThisIter
4063725.09375,4.45117e+07,2935.84232862,1,791024.0,3.26797e-05,2.34162e-06,,nan,17091.0,294.117647059,nan,4690.5,4063725.09375,142.481,0.8,12.0001838498,336751.0,,170,0.0772379,2935.84232862,2935.84232862,100,50000
3128962.188,41657.2,3420.10524344,1,813403.0,3.80517e-05,6.23524e-07,,nan,13306.0,342.465753425,nan,4689.87,3128962.188,9.83543,0.8,9.99930123436,9085.0,,146,0.0351485,3420.10524344,3420.10524344,100,50000
4638714.1071,14920.1,3160.34268096,1,817547.0,3.51617e-05,4.32302e-07,,nan,15828.7,316.455696203,nan,4715.13,4638714.1071,6.53225,0.8,12.002881793,5837.75,,158,0.0314233,3160.34268096,3160.34268096,100,50000
2593165.04791,1.07806e+08,4029.58578809,1,853955.0,4.48029e-05,3.59911e-06,,nan,10844.9,403.225806452,nan,4732.16,2593165.04791,245.205,0.8,12.0000913273,447880.0,,124,0.0818349,4029.58578809,4029.58578809,100,50000
4597152.38638,9.13886e+12,3120.68619874,1,789564.0,3.47222e-05,2.89198e-06,,nan,17795.0,312.5,nan,4732.05,4597152.38638,61724.3,0.8,11.9999963126,1.48127e+08,,160,0.0833271,3120.68619874,3120.68619874,100,50000
4262352.1695,96.1881,3007.58305545,1,790329.0,3.34672e-05,5.42174e-09,,nan,16767.0,301.204819277,nan,4714.85,4262352.1695,4.4577,0.8,6.46720889886,263.082,,166,0.00197515,3007.58305545,3007.58305545,100,50000
4544598.66695,nan,3728.24449941,1,nan,nan,nan,nan,nan,nan,373.134328358,nan,nan,4544598.66695,nan,0.8,nan,nan,nan,134,nan,3728.24449941,3728.24449941,100,50000
4159019.35184,8.94448,3728.2291095,1,842703.0,4.14594e-05,3.39505e-09,,nan,13715.7,373.134328358,nan,4716.15,4159019.35184,2.12803,0.8,3.10573974495,38.014,,134,0.00074061,3728.2291095,3728.2291095,100,50000
4234686.72894,nan,2772.82785334,1,nan,nan,nan,nan,nan,nan,277.777777778,nan,nan,4234686.72894,nan,0.8,nan,nan,nan,180,nan,2772.82785334,2772.82785334,100,50000
4070308.25965,nan,3420.87517746,1,nan,nan,nan,nan,nan,nan,342.465753425,nan,nan,4070308.25965,nan,0.8,nan,nan,nan,146,nan,3420.87517746,3420.87517746,100,50000
3991106.42039,nan,3007.46844522,1,nan,nan,nan,nan,nan,nan,301.204819277,nan,nan,3991106.42039,nan,0.8,nan,nan,nan,166,nan,3007.46844522,3007.46844522,100,50000
3599687.40514,1.04353e+10,3242.05253712,1,811731.0,3.6075e-05,2.74584e-06,,nan,14337.2,324.675324675,nan,4695.14,3599687.40514,2223.94,0.8,12.0000108591,4.90741e+06,,154,0.0796045,3242.05253712,3242.05253712,100,50000
3315075.76809,420183.0,3420.0779301,1,818919.0,3.80518e-05,1.83314e-06,,nan,13546.8,342.465753425,nan,4690.13,3315075.76809,18.2178,0.8,12.001822133,30327.7,,146,0.0633458,3420.0779301,3420.0779301,100,50000
4796209.38262,44.1229,3200.98792233,1,800066.0,3.56125e-05,4.26266e-09,,nan,17266.4,320.512820513,nan,4715.05,4796209.38262,3.62322,0.8,7.38697861804,53.6075,,156,0.000526907,3200.98792233,3200.98792233,100,50000
0.0189361724994,nan,4999.14525877,1,nan,nan,nan,nan,nan,nan,500.0,nan,nan,0.0189361724994,nan,0.8,nan,nan,nan,100,nan,4999.14525877,4999.14525877,100,50000
2336852.52238,0.842,4462.52625582,1,871043.0,4.96032e-05,1.54603e-09,3.06243e-07,nan,10503.7,446.428571429,nan,4740.8,2336852.52238,1.1576,0.8,5.00931329237,27.0035,1.31226e-11,112,0.0011571,4462.52625582,4462.52625582,100,50000
1154476.82453,1.51637,4461.38768255,1,870392.0,4.96032e-05,2.15717e-09,9.27098e-14,nan,7484.23,446.428571429,nan,4727.19,1154476.82453,1.31513,0.8,2.68481619776,24.6034,3.49676e-18,112,0.000927972,4461.38768255,4461.38768255,100,50000
3775293.83237,nan,3728.09985329,1,nan,nan,nan,nan,nan,nan,373.134328358,nan,nan,3775293.83237,nan,0.8,nan,nan,nan,134,nan,3728.09985329,3728.09985329,100,50000
3711470.75365,nan,4095.90254581,1,nan,nan,nan,nan,nan,nan,409.836065574,nan,nan,3711470.75365,nan,0.8,nan,nan,nan,122,nan,4095.90254581,4095.90254581,100,50000
4287293.23719,51.804,3468.5986014,1,813354.0,3.85802e-05,9.94289e-09,,nan,15877.9,347.222222222,nan,4731.2,4287293.23719,2.78478,0.8,11.274600592,282.664,,144,0.00391603,3468.5986014,3468.5986014,100,50000
4190022.23918,nan,2836.03632043,1,nan,nan,nan,nan,nan,nan,284.090909091,nan,nan,4190022.23918,nan,0.8,nan,nan,nan,176,nan,2836.03632043,2836.03632043,100,50000
2439443.39018,nan,3419.28226939,1,nan,nan,nan,nan,nan,nan,342.465753425,nan,nan,2439443.39018,nan,0.8,nan,nan,nan,146,nan,3419.28226939,3419.28226939,100,50000
3607278.34598,nan,3517.43937324,1,nan,nan,nan,nan,nan,nan,352.112676056,nan,nan,3607278.34598,nan,0.8,nan,nan,nan,142,nan,3517.43937324,3517.43937324,100,50000
1809352.37028,nan,4543.64327501,1,nan,nan,nan,nan,nan,nan,454.545454545,nan,nan,1809352.37028,nan,0.8,nan,nan,nan,110,nan,4543.64327501,4543.64327501,100,50000
1957068.81002,1.63431e+07,3784.00390623,1,830827.0,4.20875e-05,3.21847e-06,,nan,10994.6,378.787878788,nan,4694.74,1957068.81002,94.8409,0.8,12.0006972898,179931.0,,132,0.0798481,3784.00390623,3784.00390623,100,50000
4190547.77126,1.03635e+06,3159.54233242,1,793837.0,3.51617e-05,2.42921e-06,,nan,15824.6,316.455696203,nan,4708.64,4190547.77126,22.9663,0.8,10.0017863905,54299.3,,158,0.0831331,3159.54233242,3159.54233242,100,50000
4023002.63385,nan,2544.85649994,1,nan,nan,nan,nan,nan,nan,255.102040816,nan,nan,4023002.63385,nan,0.8,nan,nan,nan,196,nan,2544.85649994,2544.85649994,100,50000
4535996.23085,nan,2835.39253324,1,nan,nan,nan,nan,nan,nan,284.090909091,nan,nan,4535996.23085,nan,0.8,nan,nan,nan,176,nan,2835.39253324,2835.39253324,100,50000
3582041.64941,1.54573e+17,3420.77567676,1,810138.0,3.80518e-05,3.80387e-06,,nan,14913.8,342.465753425,nan,4715.18,3582041.64941,7.6706e+06,0.8,9.99999733655,2.01583e+10,,146,0.0999999,3420.77567676,3420.77567676,100,50000
3219139.04024,nan,2970.91515333,1,nan,nan,nan,nan,nan,nan,297.619047619,nan,nan,3219139.04024,nan,0.8,nan,nan,nan,168,nan,2970.91515333,2970.91515333,100,50000
3165640.72529,734.423,3784.86199633,1,838346.0,4.20875e-05,1.30847e-07,,nan,12434.7,378.787878788,nan,4715.22,3165640.72529,3.15315,0.8,12.0771664752,1196.14,,132,0.0159658,3784.86199633,3784.86199633,100,50000
0.00316787775932,9.11843e-09,4999.27805177,1,899870.0,5.55556e-05,2.8143e-17,0.99811,nan,0.751521,500.0,nan,4749.31,0.00316787775932,1.0,0.8,0.55565526903,1.00144,5.54504e-05,100,5.56352e-05,4999.27805177,4999.27805177,100,50000
3615515.47598,2.49047,4095.87441443,1,858109.0,4.55373e-05,2.68055e-09,3.44038e-27,nan,12222.2,409.836065574,nan,4735.2,3615515.47598,1.38802,0.8,3.10738044278,38.9652,1.1287e-31,122,0.00127835,4095.87441443,4095.87441443,100,50000
3525185.49891,nan,3242.04706339,1,nan,nan,nan,nan,nan,nan,324.675324675,nan,nan,3525185.49891,nan,0.8,nan,nan,nan,154,nan,3242.04706339,3242.04706339,100,50000
2461831.26908,nan,3728.15833743,1,nan,nan,nan,nan,nan,nan,373.134328358,nan,nan,2461831.26908,nan,0.8,nan,nan,nan,134,nan,3728.15833743,3728.15833743,100,50000
3206799.45281,3.57879e+09,3468.47909309,1,833307.0,3.85803e-05,3.83432e-06,,nan,12316.6,347.222222222,nan,4715.36,3206799.45281,1178.66,0.8,10.0000000902,3.04622e+06,,144,0.0997098,3468.47909309,3468.47909309,100,50000
5062879.70463,nan,3044.35735385,1,nan,nan,nan,nan,nan,nan,304.87804878,nan,nan,5062879.70463,nan,0.8,nan,nan,nan,164,nan,3044.35735385,3044.35735385,100,50000
1967675.70615,0.480347,4543.81180913,1,877481.0,5.05051e-05,9.19215e-10,3.4729e-05,nan,9082.43,454.545454545,nan,4738.52,1967675.70615,1.15453,0.8,2.0739074001,5.9128,1.51923e-09,110,0.000258657,4543.81180913,4543.81180913,100,50000
4790733.96598,1.12033e+12,3568.00454494,1,829376.0,3.96825e-05,3.30474e-06,,nan,15727.0,357.142857143,nan,4734.64,4790733.96598,23104.9,0.8,11.9999998113,4.85152e+07,,140,0.0833246,3568.00454494,3568.00454494,100,50000
988557.848885,nan,4543.8434113,1,nan,nan,nan,nan,nan,nan,454.545454545,nan,nan,988557.848885,nan,0.8,nan,nan,nan,110,nan,4543.8434113,4543.8434113,100,50000
4547251.40508,nan,2935.86320612,1,nan,nan,nan,nan,nan,nan,294.117647059,nan,nan,4547251.40508,nan,0.8,nan,nan,nan,170,nan,2935.86320612,2935.86320612,100,50000
3522555.91895,nan,3673.21954772,1,nan,nan,nan,nan,nan,nan,367.647058824,nan,nan,3522555.91895,nan,0.8,nan,nan,nan,136,nan,3673.21954772,3673.21954772,100,50000
2408704.31189,3.80974,4029.66329792,1,852640.0,4.48029e-05,2.45967e-09,,nan,10703.2,403.225806452,nan,4732.15,2408704.31189,1.76325,0.8,3.25073924856,16.4312,,124,0.000417502,4029.66329792,4029.66329792,100,50000
1134523.48201,nan,4543.81435373,1,nan,nan,nan,nan,nan,nan,454.545454545,nan,nan,1134523.48201,nan,0.8,nan,nan,nan,110,nan,4543.81435373,4543.81435373,100,50000
4023159.66841,172.117,3006.97052332,1,793573.0,3.34672e-05,5.37229e-09,,nan,16272.2,301.204819277,nan,4694.67,4023159.66841,5.99033,0.8,3.89174814287,116.769,,166,0.000652374,3006.97052332,3006.97052332,100,50000
1084455.26638,1.38876,4462.44286628,1,873266.0,4.96032e-05,1.82551e-09,3.05022e-17,nan,7031.1,446.428571429,nan,4732.15,1084455.26638,1.36814,0.8,2.8993368365,7.36564,1.10588e-21,112,0.000267048,4462.44286628,4462.44286628,100,50000
0.0101857417215,nan,4999.1876833,1,nan,nan,nan,nan,nan,nan,500.0,nan,nan,0.0101857417215,nan,0.8,nan,nan,nan,100,nan,4999.1876833,4999.1876833,100,50000
3019524.75059,nan,4029.7030268,1,nan,nan,nan,nan,nan,nan,403.225806452,nan,nan,3019524.75059,nan,0.8,nan,nan,nan,124,nan,4029.7030268,4029.7030268,100,50000
2786137.54758,nan,4095.9075697,1,nan,nan,nan,nan,nan,nan,409.836065574,nan,nan,2786137.54758,nan,0.8,nan,nan,nan,122,nan,4095.9075697,4095.9075697,100,50000
0.0272811967964,6.39277e-07,4999.18236086,1,899853.0,5.55556e-05,1.97306e-15,0.989527,nan,2.20436,500.0,nan,4749.22,0.0272811967964,1.0,0.8,0.556281498721,1.00487,5.49736e-05,100,5.58261e-05,4999.18236086,4999.18236086,100,50000
4107262.71152,1.63567e+13,3467.79318849,1,816020.0,3.85802e-05,3.20202e-06,,nan,15365.5,347.222222222,nan,4706.85,4107262.71152,87196.7,0.8,12.000000777,1.88004e+08,,144,0.0831823,3467.79318849,3467.79318849,100,50000
2129009.84697,7.13777,4028.71335917,1,845670.0,4.48029e-05,3.35234e-09,,nan,10681.5,403.225806452,nan,4711.4,2129009.84697,2.06735,0.8,3.16036689134,29.5911,,124,0.000641288,4028.71335917,4028.71335917,100,50000
4523937.80441,nan,3374.50976052,1,nan,nan,nan,nan,nan,nan,337.837837838,nan,nan,4523937.80441,nan,0.8,nan,nan,nan,148,nan,3374.50976052,3374.50976052,100,50000
2740688.91301,nan,4029.69347719,1,nan,nan,nan,nan,nan,nan,403.225806452,nan,nan,2740688.91301,nan,0.8,nan,nan,nan,124,nan,4029.69347719,4029.69347719,100,50000
5110091.15125,2.92726e+06,3160.37962896,1,786357.0,3.51617e-05,2.52419e-06,,nan,18430.9,316.455696203,nan,4720.58,5110091.15125,37.8652,0.8,12.0008441517,83310.8,,158,0.0773627,3160.37962896,3160.37962896,100,50000
0.00768065115756,nan,4999.26412291,1,nan,nan,nan,nan,nan,nan,500.0,nan,nan,0.00768065115756,nan,0.8,nan,nan,nan,100,nan,4999.26412291,4999.26412291,100,50000
3388117.09155,1.87659e+06,3672.30476327,1,828992.0,4.08497e-05,2.89633e-06,,nan,13185.8,367.647058824,nan,4711.81,3388117.09155,32.8813,0.8,12.0008367191,61888.9,,136,0.0768868,3672.30476327,3672.30476327,100,50000
0.00677670538047,2.76276e-08,4999.25128409,1,899866.0,5.55556e-05,8.52713e-17,0.998056,nan,1.09981,500.0,nan,4749.29,0.00677670538047,1.0,0.8,0.555955000035,1.00248,5.54475e-05,100,5.56934e-05,4999.25128409,4999.25128409,100,50000
3489179.77984,1.71242,4164.3369475,1,856930.0,4.62963e-05,1.74616e-09,,nan,12848.9,416.666666667,nan,4745.87,3489179.77984,1.44981,0.8,2.47142374182,24.2987,,120,0.000775924,4164.3369475,4164.3369475,100,50000
1746990.81808,0.872707,4543.81449381,1,874898.0,5.0505e-05,1.24073e-09,3.86066e-07,nan,9248.43,454.545454545,nan,4735.3,1746990.81808,1.33946,0.8,2.2735864433,7.28311,1.45568e-11,110,0.000274613,4543.81449381,4543.81449381,100,50000
3036300.67854,10340.3,3672.29493411,1,825291.0,4.08497e-05,7.64827e-07,,nan,13481.9,367.647058824,nan,4711.72,3036300.67854,4.74978,0.8,10.0220838821,5030.0,,136,0.0432597,3672.29493411,3672.29493411,100,50000
3462004.64826,7.04582e+12,3468.59828348,1,809299.0,3.85802e-05,3.85543e-06,,nan,15124.5,347.222222222,nan,4715.24,3462004.64826,52154.8,0.8,10.0000021096,1.35163e+08,,144,0.0999838,3468.59828348,3468.59828348,100,50000
3289514.19887,3.99042e+10,3728.2529581,1,833304.0,4.14594e-05,4.14005e-06,,nan,12951.9,373.134328358,nan,4718.17,3289514.19887,4070.33,0.8,10.0000017867,9.81249e+06,,134,0.0999476,3728.2529581,3728.2529581,100,50000
2083623.60665,0.623215,4543.86780001,1,875709.0,5.05051e-05,1.22778e-09,1.11009e-09,nan,10069.3,454.545454545,nan,4748.05,2083623.60665,1.13787,0.8,7.04571899216,14.8283,4.92719e-14,110,0.000658165,4543.86780001,4543.86780001,100,50000
3497540.65243,nan,4164.35153688,1,nan,nan,nan,nan,nan,nan,416.666666667,nan,nan,3497540.65243,nan,0.8,nan,nan,nan,120,nan,4164.35153688,4164.35153688,100,50000
2714325.81301,nan,4095.9046621,1,nan,nan,nan,nan,nan,nan,409.836065574,nan,nan,2714325.81301,nan,0.8,nan,nan,nan,122,nan,4095.9046621,4095.9046621,100,50000
3543928.38274,nan,3784.77575186,1,nan,nan,nan,nan,nan,nan,378.787878788,nan,nan,3543928.38274,nan,0.8,nan,nan,nan,132,nan,3784.77575186,3784.77575186,100,50000
3648552.64043,1.51747,4095.91813129,1,847536.0,4.55373e-05,1.57836e-09,,nan,14083.4,409.836065574,nan,4739.5,3648552.64043,1.41196,0.8,2.71863877639,14.2519,,122,0.000459639,4095.91813129,4095.91813129,100,50000
2922840.64055,nan,4095.93366427,1,nan,nan,nan,nan,nan,nan,409.836065574,nan,nan,2922840.64055,nan,0.8,nan,nan,nan,122,nan,4095.93366427,4095.93366427,100,50000
0.039326835565,nan,4999.16783279,1,nan,nan,nan,nan,nan,nan,500.0,nan,nan,0.039326835565,nan,0.8,nan,nan,nan,100,nan,4999.16783279,4999.16783279,100,50000
4288435.3728,280.1,2971.64980588,1,782312.0,3.30688e-05,1.17161e-08,,nan,17998.1,297.619047619,nan,4715.11,4288435.3728,5.11308,0.8,7.91842575643,498.232,,168,0.00322231,2971.64980588,2971.64980588,100,50000
0.021342597836,1.37132e-06,4999.16204527,1,899849.0,5.55556e-05,4.23224e-15,0.989036,nan,1.94822,500.0,nan,4749.2,0.021342597836,1.00003,0.8,0.556374802958,1.0076,5.49449e-05,100,5.5976e-05,4999.16204527,4999.16204527,100,50000
3182050.14668,3.15865,4029.60654141,1,851634.0,4.48029e-05,2.39023e-09,,nan,12053.3,403.225806452,nan,4732.25,3182050.14668,1.62868,0.8,3.61456980271,16.7851,,124,0.000461735,4029.60654141,4029.60654141,100,50000
2914560.38145,150.645,3784.78306969,1,837798.0,4.20875e-05,2.98523e-08,,nan,11950.2,378.787878788,nan,4715.35,2914560.38145,2.9898,0.8,11.8454023141,515.385,,132,0.0072551,3784.78306969,3784.78306969,100,50000
1754734.73171,nan,4543.82305997,1,nan,nan,nan,nan,nan,nan,454.545454545,nan,nan,1754734.73171,nan,0.8,nan,nan,nan,110,nan,4543.82305997,4543.82305997,100,50000
4144594.98726,nan,3420.94441738,1,nan,nan,nan,nan,nan,nan,342.465753425,nan,nan,4144594.98726,nan,0.8,nan,nan,nan,146,nan,3420.94441738,3420.94441738,100,50000
0.0136473341856,nan,4999.21101633,1,nan,nan,nan,nan,nan,nan,500.0,nan,nan,0.0136473341856,nan,0.8,nan,nan,nan,100,nan,4999.21101633,4999.21101633,100,50000
3960086.24254,28.7846,3468.59299476,1,828199.0,3.85802e-05,4.68845e-09,,nan,14208.1,347.222222222,nan,4715.58,3960086.24254,3.02295,0.8,8.5229660296,50.7281,,144,0.000647415,3468.59299476,3468.59299476,100,50000
1275607.27268,1.26866,4462.47199753,1,868425.0,4.96032e-05,1.7081e-09,1.09286e-20,nan,8249.12,446.428571429,nan,4732.21,1275607.27268,1.35184,0.8,2.77774640746,9.52843,4.01004e-25,112,0.000349628,4462.47199753,4462.47199753,100,50000
2955318.93331,nan,4095.82005366,1,nan,nan,nan,nan,nan,nan,409.836065574,nan,nan,2955318.93331,nan,0.8,nan,nan,nan,122,nan,4095.82005366,4095.82005366,100,50000
3481581.577,2.29288,4095.8851331,1,858966.0,4.55373e-05,2.04349e-09,1.49538e-37,nan,11955.2,409.836065574,nan,4733.74,3481581.577,1.52536,0.8,3.13549257338,13.884,4.46454e-42,122,0.000414485,4095.8851331,4095.8851331,100,50000
2336852.75504,0.49153,4462.53205294,1,873558.0,4.96032e-05,1.03665e-09,3.45311e-09,nan,10029.7,446.428571429,nan,4740.87,2336852.75504,1.08011,0.8,2.77770786594,8.71647,1.58581e-13,112,0.000400296,4462.53205294,4462.53205294,100,50000
2768422.4972,nan,4029.67252801,1,nan,nan,nan,nan,nan,nan,403.225806452,nan,nan,2768422.4972,nan,0.8,nan,nan,nan,124,nan,4029.67252801,4029.67252801,100,50000
3489092.14415,21596.1,4164.28351791,1,860632.0,4.62963e-05,1.16231e-06,1.96143e-15,nan,12335.7,416.666666667,nan,4745.88,3489092.14415,6.31062,0.8,24.005732921,4415.26,1.43896e-20,120,0.0323915,4164.28351791,4164.28351791,100,50000
0.00331969659638,1.49046e-07,4999.28316548,1,899871.0,5.55556e-05,4.60023e-16,0.994886,nan,0.769562,500.0,nan,4749.32,0.00331969659638,0.999995,0.8,0.555923838086,1.00556,5.52717e-05,100,5.58648e-05,4999.28316548,4999.28316548,100,50000
2060290.85088,nan,4462.48668022,1,nan,nan,nan,nan,nan,nan,446.428571429,nan,nan,2060290.85088,nan,0.8,nan,nan,nan,112,nan,4462.48668022,4462.48668022,100,50000
0.00619625026897,nan,4999.17920606,1,nan,nan,nan,nan,nan,nan,500.0,nan,nan,0.00619625026897,nan,0.8,nan,nan,nan,100,nan,4999.17920606,4999.17920606,100,50000
2788122.76144,43.3594,4095.89279149,1,854288.0,4.55373e-05,2.17874e-08,,nan,11294.6,409.836065574,nan,4725.7,2788122.76144,2.03145,0.8,21.5668089712,193.389,,122,0.00433505,4095.89279149,4095.89279149,100,50000
0.0209200526587,1.78116e-07,4999.17166639,1,899851.0,5.55556e-05,5.49748e-16,0.996565,nan,1.93089,500.0,nan,4749.21,0.0209200526587,0.999994,0.8,0.55577561073,1.00354,5.53651e-05,100,5.57525e-05,4999.17166639,4999.17166639,100,50000
3862298.70907,nan,3673.15525935,1,nan,nan,nan,nan,nan,nan,367.647058824,nan,nan,3862298.70907,nan,0.8,nan,nan,nan,136,nan,3673.15525935,3673.15525935,100,50000
3643538.21285,nan,3728.23262969,1,nan,nan,nan,nan,nan,nan,373.134328358,nan,nan,3643538.21285,nan,0.8,nan,nan,nan,134,nan,3728.23262969,3728.23262969,100,50000
2060554.73469,nan,4462.51662128,1,nan,nan,nan,nan,nan,nan,446.428571429,nan,nan,2060554.73469,nan,0.8,nan,nan,nan,112,nan,4462.51662128,4462.51662128,100,50000
3052176.61929,3.03169,4095.85070689,1,846644.0,4.55373e-05,2.23891e-09,,nan,13092.3,409.836065574,nan,4733.99,3052176.61929,1.67568,0.8,4.21443396253,15.0801,,122,0.000409807,4095.85070689,4095.85070689,100,50000
3588270.2916,79.3416,4095.89014719,1,851384.0,4.55373e-05,6.58784e-08,3.16647e-23,nan,13201.3,409.836065574,nan,4732.61,3588270.2916,1.58033,0.8,12.0267768799,379.211,9.12424e-28,122,0.010927,4095.89014719,4095.89014719,100,50000
5176746.24505,7174.06,2936.55126419,1,799423.0,3.26797e-05,2.33505e-07,,nan,17222.8,294.117647059,nan,4729.63,5176746.24505,5.72814,0.8,12.052844315,3751.26,,170,0.0214014,2936.55126419,2936.55126419,100,50000
2468324.18569,3.88518,4164.31915757,1,856902.0,4.62963e-05,2.5105e-09,,nan,10874.6,416.666666667,nan,4735.16,2468324.18569,1.82126,0.8,2.52711890884,31.9604,,120,0.000812431,4164.31915757,4164.31915757,100,50000
3715551.26451,35.0038,3467.88478096,1,816369.0,3.85802e-05,4.68431e-09,,nan,14500.8,347.222222222,nan,4700.85,3715551.26451,3.33503,0.8,4.04833031323,74.4713,,144,0.000861497,3467.88478096,3467.88478096,100,50000
3462018.70787,1.83401e+09,3784.84757434,1,845119.0,4.20875e-05,3.48962e-06,,nan,12458.6,378.787878788,nan,4725.91,3462018.70787,964.861,0.8,12.0000339773,1.90605e+06,,132,0.0831424,3784.84757434,3784.84757434,100,50000
3925771.99055,619.973,3420.90982739,1,816602.0,3.80518e-05,9.45842e-08,,nan,14718.5,342.465753425,nan,4723.23,3925771.99055,3.08072,0.8,11.946873888,1152.81,,146,0.0142391,3420.90982739,3420.90982739,100,50000
3435005.68883,2.01495e+09,3784.83415204,1,841862.0,4.20875e-05,3.49185e-06,,nan,12468.7,378.787878788,nan,4722.38,3435005.68883,1011.02,0.8,12.0000462709,1.99786e+06,,132,0.0831689,3784.83415204,3784.83415204,100,50000
0.0221592995889,5.19885e-07,4999.16223967,1,899849.0,5.55556e-05,1.6046e-15,0.994788,nan,1.98623,500.0,nan,4749.2,0.0221592995889,0.999993,0.8,0.55626701898,1.0084,5.52664e-05,100,5.60224e-05,4999.16223967,4999.16223967,100,50000
4287997.09807,nan,3843.19474779,1,nan,nan,nan,nan,nan,nan,384.615384615,nan,nan,4287997.09807,nan,0.8,nan,nan,nan,130,nan,3843.19474779,3843.19474779,100,50000
3691903.98723,2.04802,4095.9200842,1,856092.0,4.55373e-05,2.23728e-09,,nan,12926.4,409.836065574,nan,4743.46,3691903.98723,1.37776,0.8,2.25265958538,34.4413,,122,0.00113834,4095.9200842,4095.9200842,100,50000
3864146.68468,29.8388,3843.22830618,1,842090.0,4.2735e-05,1.09697e-08,,nan,13598.2,384.615384615,nan,4735.12,3864146.68468,2.22883,0.8,9.64994128417,176.892,,130,0.00339169,3843.22830618,3843.22830618,100,50000
2074449.04504,0.399568,4543.80636482,1,878666.0,5.05051e-05,8.83321e-10,5.41088e-08,nan,9310.79,454.545454545,nan,4747.13,2074449.04504,1.07417,0.8,2.6443121311,3.57446,2.54408e-12,110,0.000168064,4543.80636482,4543.80636482,100,50000
2074485.96959,0.494793,4543.84733217,1,879036.0,5.05051e-05,9.76575e-10,3.12633e-05,nan,8981.46,454.545454545,nan,4747.05,2074485.96959,1.13683,0.8,1.9928628084,6.23916,1.38892e-09,110,0.000277183,4543.84733217,4543.84733217,100,50000
4468525.99956,11.9214,3420.97694806,1,832194.0,3.80517e-05,3.21353e-09,,nan,14297.6,342.465753425,nan,4726.65,4468525.99956,2.31765,0.8,3.46059237379,29.574,,146,0.000485554,3420.97694806,3420.97694806,100,50000
3510856.79234,nan,4029.67453877,1,nan,nan,nan,nan,nan,nan,403.225806452,nan,nan,3510856.79234,nan,0.8,nan,nan,nan,124,nan,4029.67453877,4029.67453877,100,50000
3490884.26117,nan,3728.2308154,1,nan,nan,nan,nan,nan,nan,373.134328358,nan,nan,3490884.26117,nan,0.8,nan,nan,nan,134,nan,3728.2308154,3728.2308154,100,50000
1462525.28362,nan,4543.80083101,1,nan,nan,nan,nan,nan,nan,454.545454545,nan,nan,1462525.28362,nan,0.8,nan,nan,nan,110,nan,4543.80083101,4543.80083101,100,50000
3470626.97638,9.33254,3728.21070074,1,838579.0,4.14594e-05,3.63754e-09,,nan,12753.7,373.134328358,nan,4727.93,3470626.97638,2.1,0.8,3.64792023257,37.369,,134,0.000737761,3728.21070074,3728.21070074,100,50000
3871347.24702,nan,4029.67236985,1,nan,nan,nan,nan,nan,nan,403.225806452,nan,nan,3871347.24702,nan,0.8,nan,nan,nan,124,nan,4029.67236985,4029.67236985,100,50000
0.00881179482375,4.85568e-07,4999.27392667,1,899869.0,5.55556e-05,1.49865e-15,0.991885,nan,1.25324,500.0,nan,4749.31,0.00881179482375,1.0,0.8,0.555981258946,1.00509,5.51045e-05,100,5.5838e-05,4999.27392667,4999.27392667,100,50000
3542808.5915,5.25633e+12,3673.21650835,1,838600.0,4.08497e-05,4.01992e-06,,nan,12913.9,367.647058824,nan,4732.2,3542808.5915,46711.2,0.8,10.0000027612,1.13453e+08,,136,0.0992167,3673.21650835,3673.21650835,100,50000
3515659.22924,2.67406,4029.67212239,1,849172.0,4.48029e-05,2.31556e-09,9.61329e-21,nan,13070.3,403.225806452,nan,4732.3,3515659.22924,1.52252,0.8,3.32834898907,21.4573,2.82888e-25,124,0.00063142,4029.67212239,4029.67212239,100,50000
0.01035639949,9.06254e-07,4999.18605333,1,899853.0,5.55555e-05,2.79705e-15,0.990131,nan,1.35904,500.0,nan,4749.22,0.01035639949,1.00001,0.8,0.556530895609,1.00874,5.50069e-05,100,5.60405e-05,4999.18605333,4999.18605333,100,50000
0.00590280816511,4.23296e-07,4999.16314893,1,899849.0,5.55556e-05,1.30652e-15,0.994522,nan,1.02648,500.0,nan,4749.2,0.00590280816511,0.999979,0.8,0.556014935633,1.00739,5.52524e-05,100,5.59673e-05,4999.16314893,4999.16314893,100,50000
1246856.4804,nan,4462.47932467,1,nan,nan,nan,nan,nan,nan,446.428571429,nan,nan,1246856.4804,nan,0.8,nan,nan,nan,112,nan,4462.47932467,4462.47932467,100,50000
4709715.84294,nan,3728.22133112,1,nan,nan,nan,nan,nan,nan,373.134328358,nan,nan,4709715.84294,nan,0.8,nan,nan,nan,134,nan,3728.22133112,3728.22133112,100,50000
0.0104576576098,2.11337e-07,4999.22071198,1,899860.0,5.55556e-05,6.5228e-16,0.993794,nan,1.36414,500.0,nan,4749.26,0.0104576576098,0.999997,0.8,0.555761554292,1.00441,5.52109e-05,100,5.58008e-05,4999.22071198,4999.22071198,100,50000
