LearnableVariance,InitialReturnStd,InitialReturnMean,EmpiricalD2,VarianceInit,MeanIWNorm,MeanIW,MaxIWNorm,OptimizationReturnMean,EpLenMean,MinIWNorm,InitialReturnMin,OptimizationReturnMin,Iteration,ESSClassic,StdIWNorm,OptimizationReturnMax,InitialReturnMax,Bound,InitialBound,EpisodesSoFar,MinIW,ReturnStepMaxmin,EpRewMean,TimestepsSoFar,TimeElapsed,EpThisIter,StdIW,ReturnMeanIW,ReturnStepMax,Weights,MaxIW,J_sample_variance,MeanEntropy,ESSRenyi
True,28.324724,-107.688484,5.890872,-1,0.0068468372,0.68468374,0.0828116,94.04707,150.74,0.00022058045,-201.73557,,70,30.48081,0.010340204,141.19092,-60.54465,-88.59235,-114.41301,7000,0.022058045,0.85822994,-107.68848534435034,2362544,933.9882307052612,100,1.0340205,-72.27119,0.85822994,[-0.131  0.888 -0.915],8.28116,26733.3,0.5499267,16.975416
True,25.496712,-104.77126,7.955805,-1,0.006793117,0.6793117,0.07480553,89.01516,147.72,0.00013735924,-193.7864,,71,27.45581,0.01104214,132.00296,-61.783447,-94.47298,-111.2308,7100,0.013735924,0.8636495,-104.77125518873333,2377316,939.9871225357056,100,1.1042141,-76.25316,0.8636495,[-0.169  0.915 -0.869],7.4805527,26990.432,0.5727778,12.569439
True,23.490795,-112.27064,17.838638,-1,0.0062090284,0.62090296,0.11855848,58.40716,157.01,9.985065e-06,-170.6778,,72,16.920883,0.013758088,99.39934,-71.27846,-91.370834,-117.95989,7200,0.0009985066,0.8554563,-112.27063111528754,2393017,945.8293311595917,100,1.375809,-67.34178,0.8554563,[-0.175  0.877 -0.846],11.855848,21455.723,0.49660265,5.605809
True,28.401237,-111.899864,8.453604,-1,0.0067854733,0.6785474,0.040636443,133.65721,157.28,0.00034594722,-245.55707,,73,44.8999,0.007516812,184.47089,-61.08619,-98.547516,-120.0851,7300,0.034594722,0.86076254,-111.89986402973533,2408745,952.878561258316,100,0.7516812,-74.74888,0.86076254,[-0.159  0.842 -0.922],4.0636444,39062.45,0.5527259,11.829274
True,25.650238,-110.31727,14.491699,-1,0.0064125033,0.6412503,0.05548364,72.982025,153.98,9.422271e-06,-183.29929,,74,30.56294,0.009665529,120.87649,-62.4228,-88.576035,-116.42724,7400,0.00094222714,0.85982835,-110.31726339399815,2424143,959.046507358551,100,0.9665529,-65.3166,0.85982835,[-0.187  0.866 -0.866],5.548364,22646.805,0.5465789,6.900502
True,22.560131,-105.992294,22.866121,-1,0.0050785094,0.50785094,0.057490062,71.64682,149.39,1.9736333e-06,-177.6391,,75,26.19108,0.008525384,116.36742,-61.27168,-78.76128,-111.91358,7500,0.00019736333,0.8677856,-105.99228073328733,2439082,964.4389922618866,100,0.8525384,-50.44647,0.8677856,[-0.126  0.908 -0.872],5.7490063,14016.376,0.47995016,4.373282
True,25.013847,-112.04036,14.938934,-1,0.006671194,0.6671194,0.09242904,103.62544,156.16,1.8379478e-05,-215.6658,,76,23.861189,0.011916825,144.41365,-71.25215,-98.75736,-119.22921,7600,0.0018379479,0.8667399,-112.04035706803202,2454698,971.1349501609802,100,1.1916826,-70.971756,0.8667399,[-0.155  0.868 -0.939],9.242905,39556.992,0.38208258,6.6939178
True,28.34515,-111.88902,10.867782,-1,0.006907114,0.6907114,0.09552644,78.80011,155.84,3.5037094e-05,-190.68913,,77,26.67259,0.011452417,129.2417,-61.447433,-95.98249,-118.24533,7700,0.0035037093,0.86904716,-111.889025927037,2470282,978.0410015583038,100,1.1452417,-75.02809,0.86904716,[-0.174  0.866 -1.037],9.552645,28654.104,0.4040858,9.201509
True,27.053455,-112.589676,6.167276,-1,0.008386532,0.8386532,0.07512488,76.56644,157.83,4.048561e-05,-189.15611,,78,29.955389,0.012824258,117.6612,-71.49491,-98.99412,-118.894875,7800,0.004048561,0.8589131,-112.58967488020659,2486065,984.4048526287079,100,1.2824259,-83.33578,0.8589131,[-0.115  0.832 -1.015],7.5124884,43284.74,0.4087311,16.214615
True,22.809544,-109.125946,16.31384,-1,0.0050461683,0.50461686,0.054820854,73.78251,153.62,1.2730478e-05,-182.90845,,79,25.733797,0.008572458,113.23129,-69.677155,-74.77658,-115.22288,7900,0.0012730479,0.8645474,-109.12593553185462,2501427,991.8079128265381,100,0.8572459,-50.15076,0.8645474,[-0.131  0.864 -1.01 ],5.4820857,14464.467,0.34390345,6.1297646
True,25.557014,-109.323044,14.698872,-1,0.006366412,0.63664126,0.07049708,85.20945,152.39,2.270816e-05,-194.5325,,80,24.750044,0.011100943,134.20775,-60.32475,-87.526405,-115.807465,8000,0.0022708161,0.86383617,-109.32304357022048,2516666,998.4896104335785,100,1.1100943,-62.66573,0.86383617,[-0.255  0.866 -1.075],7.0497084,28783.926,0.27366644,6.803243
True,31.39488,-109.45587,10.780701,-1,0.008243042,0.8243041,0.05155382,89.468216,151.79,3.432748e-05,-198.92409,,81,31.976473,0.012022693,127.81439,-71.109695,-108.22604,-116.086685,8100,0.0034327481,0.8595353,-109.45587444990873,2531845,1004.7106466293335,100,1.2022693,-86.454475,0.8595353,[-0.185  0.886 -1.145],5.155382,41117.887,0.24471925,9.275835
True,20.346226,-99.31728,13.934715,-1,0.0058346554,0.5834656,0.059027717,77.98193,139.91,1.0198281e-06,-177.29922,,82,24.683718,0.010191883,106.35124,-70.94798,-83.04967,-105.22726,8200,0.00010198281,0.86496925,-99.31728670820594,2545836,1010.519978761673,100,1.0191883,-60.988186,0.86496925,[-0.15   0.916 -1.174],5.902772,16002.746,0.2125289,7.1763215
True,24.355057,-101.505585,7.4876113,-1,0.0068790573,0.6879058,0.100710526,84.905075,141.78,0.00039561815,-186.41068,,83,25.304243,0.011818986,125.817,-60.59367,-85.89763,-107.71929,8300,0.039561816,0.8581642,-101.50559542030096,2560014,1016.9091563224792,100,1.1818986,-68.894806,0.8581642,[-0.279  0.927 -1.206],10.071053,30266.42,0.28078142,13.355394
True,25.721737,-101.74801,11.536208,-1,0.0063056555,0.6305656,0.05921625,84.477394,142.67,0.00014617569,-186.22539,,84,37.448845,0.008149458,127.0843,-59.14109,-86.62292,-107.955505,8400,0.014617569,0.85460454,-101.74799981996416,2574281,1023.0691161155701,100,0.8149458,-65.5391,0.85460454,[-0.313  0.919 -1.138],5.921625,18175.365,0.33799878,8.66836
True,28.546108,-106.25291,13.412664,-1,0.00426377,0.426377,0.032812994,127.524124,148.55,2.290671e-06,-233.77704,,85,35.338192,0.0057676053,172.2148,-61.562244,-70.34572,-114.04549,8500,0.00022906713,0.8589753,-106.25291506111621,2589136,1029.1704308986664,100,0.57676053,-41.806763,0.8589753,[-0.235  0.902 -1.081],3.2812996,16649.957,0.25527555,7.4556403
True,27.575378,-105.03638,12.92021,-1,0.0039974893,0.39974892,0.032666963,82.313545,147.45,6.7090155e-06,-187.34991,,86,29.542816,0.0061733937,125.58336,-61.766556,-63.67449,-111.28136,8600,0.00067090156,0.8629745,-105.03636903733015,2603881,1036.0734338760376,100,0.6173394,-41.22704,0.8629745,[-0.16   0.908 -1.164],3.2666965,8865.311,0.2064466,7.7398124
True,27.686441,-102.781425,9.12038,-1,0.006264817,0.62648165,0.06895402,94.83701,143.92,7.601593e-05,-197.61844,,87,26.24561,0.010502046,135.58092,-62.037518,-82.95251,-109.36871,8700,0.0076015936,0.86285174,-102.78143445268273,2618273,1042.0319247245789,100,1.0502046,-63.058937,0.86285174,[-0.266  0.925 -1.212],6.895402,25920.725,0.16748048,10.964455
True,24.379063,-98.78805,4.7132277,-1,0.007944737,0.7944738,0.08188479,108.862335,138.55,9.721872e-05,-207.65039,,88,32.72085,0.011392199,156.5482,-51.102184,-92.8043,-105.70973,8800,0.009721872,0.86950976,-98.78805657461285,2632128,1047.533876657486,100,1.1392199,-77.77735,0.86950976,[-0.323  0.952 -1.251],8.188478,42929.35,0.18065055,21.216883
True,20.39315,-92.434685,14.485318,-1,0.005805881,0.5805881,0.05638442,83.682976,130.36,7.830158e-06,-176.11766,,89,23.701242,0.010416967,115.60582,-60.51184,-73.198044,-98.305275,8900,0.00078301586,0.8566465,-92.43468896523117,2645164,1053.813479423523,100,1.0416967,-50.854828,0.8566465,[-0.352  0.976 -1.238],5.638442,20181.115,0.107699424,6.903542
True,27.729275,-100.09273,8.688572,-1,0.007388937,0.73889375,0.054691333,111.673676,140.43,0.00013516682,-211.76639,,90,31.074373,0.0110045215,151.92863,-59.837753,-88.98475,-107.151596,9000,0.013516682,0.8632495,-100.09272226125002,2659207,1060.185691833496,100,1.1004522,-68.17773,0.8632495,[-0.444  0.969 -1.311],5.4691334,43559.812,0.10042262,11.509371
True,22.805658,-94.076706,17.693327,-1,0.005359179,0.5359179,0.05435568,71.91967,132.79,6.891049e-06,-165.99638,,91,25.610659,0.009133625,116.31651,-49.67987,-69.05243,-99.60991,9100,0.0006891049,0.86296546,-94.07670498758554,2672486,1065.7816467285156,100,0.9133625,-45.777832,0.86296546,[-0.449  0.996 -1.319],5.4355683,15606.311,0.01477625,5.6518483
True,26.222015,-90.29013,5.069161,-1,0.008390154,0.8390154,0.070031606,145.51712,128.17,0.00036927473,-235.80724,,92,37.294487,0.010879288,176.19345,-59.613785,-92.974365,-98.15036,9200,0.036927473,0.8629701,-90.29012234017253,2685303,1072.4467103481293,100,1.0879288,-75.27719,0.8629701,[-0.496  1.016 -1.404],7.0031605,67512.69,0.03746808,19.72713
True,20.705704,-91.566696,7.4849195,-1,0.007951761,0.79517615,0.12631933,67.90331,128.8,0.00010797198,-159.47,,93,24.647745,0.0139034595,99.613174,-59.85683,-91.30403,-96.88235,9300,0.010797198,0.86385363,-91.5666896662116,2698183,1077.4809448719025,100,1.3903459,-76.76112,0.86385363,[-0.525  1.036 -1.381],12.631933,23426.295,0.06939287,13.360197
True,21.602272,-92.35488,14.491212,-1,0.0057530254,0.5753026,0.05204358,80.374084,130.25,5.2190677e-05,-172.72897,,94,29.176533,0.008963304,113.08911,-59.639862,-72.14878,-98.11251,9400,0.005219068,0.8590448,-92.35488566860556,2711208,1082.7219145298004,100,0.8963303,-50.231014,0.8590448,[-0.573  1.018 -1.35 ],5.204358,16610.148,0.042075753,6.900734
True,26.094547,-92.253204,6.586554,-1,0.006312263,0.63122636,0.072001345,107.681305,129.77,0.00031969364,-199.9345,,95,34.702404,0.008658724,139.70505,-60.229454,-71.14647,-98.91769,9500,0.031969365,0.8641371,-92.25319721460342,2724185,1088.9822254180908,100,0.86587244,-54.04255,0.8641371,[-0.463  1.024 -1.377],7.2001348,28325.803,0.091377325,15.182446
True,20.247314,-90.350365,13.264602,-1,0.006031579,0.60315794,0.052667305,61.45439,127.24,0.00015981545,-151.80475,,96,32.71036,0.008650923,102.43729,-49.367462,-72.74106,-95.410515,9600,0.015981546,0.86138475,-90.35036122322083,2736909,1094.2068555355072,100,0.8650924,-54.311653,0.86138475,[-0.533  1.032 -1.328],5.266731,11498.751,0.12049119,7.5388618
True,26.57085,-96.18192,7.471493,-1,0.0077819675,0.7781967,0.067720175,93.22807,134.52,0.00030129708,-189.41,,97,36.117107,0.010349639,129.46344,-59.94657,-84.72571,-102.49559,9700,0.03012971,0.8628433,-96.18192240655422,2750361,1101.0212483406067,100,1.034964,-67.46791,0.8628433,[-0.534  1.06  -1.298],6.772018,37106.81,0.18424976,13.384206
True,25.42933,-93.02294,8.728512,-1,0.006143417,0.61434174,0.051441465,103.66497,130.76,0.00017504285,-196.6879,,98,39.325546,0.007630897,138.13692,-58.550976,-73.53906,-99.5792,9800,0.017504286,0.8659598,-93.0229363194108,2763437,1107.3456888198853,100,0.7630898,-54.1692,0.8659598,[-0.57   1.05  -1.235],5.1441464,22999.244,0.22581343,11.456707
True,20.387955,-90.74252,9.494089,-1,0.006073194,0.6073194,0.050864875,58.782646,127.88,0.00022984331,-149.52518,,99,32.11065,0.008830667,90.36784,-59.157337,-69.28084,-95.7267,9900,0.022984331,0.86387897,-90.74253065675497,2776225,1112.6322438716888,100,0.88306665,-53.923367,0.86387897,[-0.629  1.073 -1.193],5.086488,11360.697,0.28474763,10.532869
True,22.961176,-90.684456,17.87451,-1,0.004549112,0.4549112,0.04673665,73.806854,127.92,8.94085e-06,-164.4913,,100,22.268906,0.008499132,105.195404,-59.2959,-65.53214,-96.167496,10000,0.0008940851,0.86077684,-90.68444926649332,2789017,1118.8774468898773,100,0.8499131,-42.350792,0.86077684,[-0.634  1.051 -1.134],4.673665,9648.3545,0.19497038,5.594559
True,22.24905,-93.18714,7.9273624,-1,0.0076576406,0.76576406,0.05111981,84.55773,131.67,0.00032855524,-177.74487,,101,37.830944,0.009816542,117.96185,-59.78302,-84.31155,-99.11196,10100,0.032855526,0.86207557,-93.18713939160108,2802184,1124.8061833381653,100,0.9816543,-67.62985,0.86207557,[-0.61   1.025 -1.224],5.1119814,28228.51,0.27102652,12.614536
True,24.966293,-96.120316,10.639239,-1,0.0055748317,0.55748326,0.03845717,106.848915,135.58,6.023239e-05,-202.96922,,102,36.620808,0.0073340046,142.55508,-60.41414,-71.23634,-102.88594,10200,0.006023239,0.8632065,-96.12030375376344,2815742,1131.1432456970215,100,0.7334005,-49.168278,0.8632065,[-0.613  1.034 -1.148],3.845717,21721.559,0.2948916,9.399168
True,19.440994,-92.30557,11.298758,-1,0.007462793,0.7462793,0.07350516,62.996265,130.69,0.00017693576,-155.30185,,103,29.515186,0.011532579,96.622696,-58.679153,-87.83368,-97.48231,10300,0.017693577,0.86566985,-92.305583794415,2828811,1137.1074352264404,100,1.153258,-70.43282,0.86566985,[-0.583  1.064 -1.124],7.3505163,19709.213,0.32661366,8.850531
True,22.955616,-94.79634,21.267551,-1,0.00441172,0.44117203,0.05601457,74.01746,133.52,5.5611366e-07,-168.81381,,104,22.873817,0.008101018,109.13566,-59.678154,-68.03382,-100.42347,10400,5.5611366e-05,0.8620189,-94.79634356677532,2842163,1142.4205911159515,100,0.8101018,-42.083336,0.8620189,[-0.585  1.031 -1.092],5.601457,8400.587,0.27363217,4.7019987
True,30.104656,-101.99354,6.9343505,-1,0.008013801,0.8013801,0.051152337,84.9179,142.26,0.00026844913,-186.91144,,105,38.75196,0.0100748325,126.91017,-60.00127,-98.87194,-108.22393,10500,0.026844915,0.8597108,-101.99353651762009,2856389,1148.2276511192322,100,1.0074832,-82.46538,0.8597108,[-0.573  0.993 -1.145],5.115234,32379.637,0.3222084,14.420961
True,22.928381,-95.4446,12.274715,-1,0.006109418,0.61094177,0.08720055,69.706406,134.82,3.891607e-05,-165.151,,106,23.186565,0.011119883,105.62596,-59.52504,-76.48587,-100.94963,10600,0.0038916073,0.8664513,-95.44459793284535,2869871,1154.1347830295563,100,1.1119883,-57.19883,0.8664513,[-0.623  1.014 -1.097],8.720056,17563.324,0.27972862,8.146829
True,23.67194,-95.42502,13.25188,-1,0.00555663,0.555663,0.07307281,87.98797,134.45,1.4458426e-06,-183.41298,,107,25.47017,0.009505186,123.56546,-59.847523,-73.1285,-101.53879,10700,0.00014458426,0.8608117,-95.42501069426537,2883316,1159.284062385559,100,0.95051867,-50.87248,0.8608117,[-0.739  1.036 -1.139],7.3072815,20218.973,0.24963348,7.546099
True,21.686073,-93.94809,9.710151,-1,0.0051316377,0.51316375,0.036026765,101.16639,132.98,0.0001292489,-195.11447,,108,47.02394,0.005446735,135.8951,-59.219376,-66.7124,-100.451904,10800,0.01292489,0.8634207,-93.94808951616287,2896614,1165.8602001667023,100,0.5446735,-46.44579,0.8634207,[-0.861  1.056 -1.169],3.6026764,14007.187,0.32097155,10.298501
True,20.295597,-92.23586,6.9539433,-1,0.006956843,0.69568425,0.09684927,104.79517,131.03,2.5160538e-05,-197.03104,,109,22.484306,0.012917166,137.9827,-59.04834,-79.83488,-98.80356,10900,0.0025160538,0.859649,-92.2358539415896,2909717,1172.0772795677185,100,1.2917165,-62.515633,0.859649,[-0.912  1.049 -1.098],9.684927,38852.785,0.2645299,14.38033
True,23.989971,-101.20246,10.229046,-1,0.006091465,0.6091465,0.071987964,92.70668,142.5,1.9058705e-05,-193.90913,,110,23.234291,0.011072371,135.10529,-58.80385,-81.602264,-107.6661,11000,0.0019058705,0.85901344,-101.20246450245381,2923967,1177.1657552719116,100,1.1072371,-60.929688,0.85901344,[-0.931  1.024 -1.154],7.1987967,26280.56,0.23020492,9.776083
True,20.61046,-93.65199,12.471313,-1,0.005869118,0.5869118,0.0609953,70.6508,132.23,0.00019430925,-164.3028,,111,37.114647,0.0076396754,104.31448,-59.98831,-75.28528,-99.12875,11100,0.019430926,0.8649445,-93.65199772253632,2937190,1183.4022397994995,100,0.7639676,-55.944237,0.8649445,[-0.928  1.055 -1.189],6.09953,11881.306,0.28944376,8.018401
True,24.191225,-99.49786,4.5404196,-1,0.0093789715,0.9378972,0.102017015,109.27742,139.59,0.00023365882,-208.77527,,112,33.23649,0.013292825,150.23624,-58.539032,-101.957565,-106.45703,11200,0.023365883,0.86704886,-99.49785882800818,2951149,1189.1447479724884,100,1.3292824,-87.12877,0.86704886,[-0.99   1.04  -1.129],10.201702,68757.91,0.27278167,22.024397
True,24.946266,-95.08193,18.31538,-1,0.0062697665,0.62697667,0.04519187,62.93736,133.36,1.73091e-05,-158.01929,,113,27.551323,0.0101670595,99.56933,-58.44996,-83.63854,-100.34923,11300,0.00173091,0.8634177,-95.08192596316337,2964485,1195.2064759731293,100,1.0167059,-61.096313,0.8634177,[-0.965  1.065 -1.146],4.519187,14267.702,0.25255862,5.4598923
True,22.825558,-100.83545,1.2112054,-1,0.0097619435,0.9761944,0.024458317,102.481445,141.3,0.003032602,-203.3169,,114,80.60086,0.004789141,144.213,-59.103897,-104.82405,-107.612686,11400,0.3032602,0.8587209,-100.83545529142022,2978615,1201.8852035999298,100,0.4789141,-97.36539,0.8587209,[-0.959  1.027 -1.166],2.4458318,42844.047,0.25184757,82.562386
True,22.473257,-99.29723,3.5583432,-1,0.008904091,0.8904091,0.111874595,51.837505,139.75,0.000293252,-151.13474,,115,28.343975,0.0141574675,92.141365,-58.99337,-96.9464,-104.33505,11500,0.0293252,0.8594247,-99.29722686931491,2992590,1207.62451004982,100,1.4157468,-87.44327,0.8594247,[-0.952  1.036 -1.167],11.18746,24269.162,0.2332929,28.102966
True,27.370653,-102.917206,9.748887,-1,0.0070526237,0.7052624,0.044220537,101.40741,144.04,0.00019012262,-204.32462,,116,41.770157,0.008327037,145.60129,-58.723335,-95.35161,-109.72803,11600,0.019012263,0.8604032,-102.91720695897936,3006994,1214.7843706607819,100,0.83270365,-74.08604,0.8604032,[-0.948  1.013 -1.186],4.422054,27891.094,0.29751688,10.257581
True,23.105907,-101.703186,18.992552,-1,0.005209267,0.5209267,0.048765037,64.02419,142.16,5.4810603e-06,-165.72737,,117,24.835514,0.009062467,96.55855,-69.16882,-75.88713,-107.22742,11700,0.00054810604,0.8641542,-101.70317774310708,3021210,1220.7526772022247,100,0.9062467,-51.81222,0.8641542,[-0.947  0.995 -1.121],4.876504,11573.298,0.2179775,5.265222
True,24.054983,-101.07241,18.068775,-1,0.0041598314,0.41598317,0.05619756,69.330635,141.26,1.8111243e-05,-170.40305,,118,21.274355,0.008002131,111.9349,-58.468147,-65.71268,-106.75251,11800,0.0018111243,0.86692184,-101.07241180852056,3035336,1226.757973432541,100,0.8002131,-41.568054,0.86692184,[-0.839  0.995 -1.201],5.619756,9395.571,0.20026545,5.5344095
True,25.116863,-105.069916,5.3237014,-1,0.0069944263,0.6994427,0.04261196,77.191315,147.23,0.00039644263,-182.26123,,119,41.274048,0.008343122,123.37602,-58.885204,-89.17498,-111.145294,11900,0.039644264,0.8626898,-105.06991275027394,3050059,1233.590006828308,100,0.8343122,-75.15718,0.8626898,[-0.875  0.962 -1.219],4.261196,20421.148,0.2133439,18.783924
True,27.062511,-105.07994,11.379941,-1,0.0067099435,0.6709944,0.052095573,84.14339,147.3,1.3208202e-05,-189.22333,,120,32.222725,0.009731501,129.9809,-59.24244,-84.11061,-111.38738,12000,0.0013208203,0.86582917,-105.07994738578796,3064789,1239.9190618991852,100,0.9731502,-62.832973,0.86582917,[-0.97   0.958 -1.206],5.2095575,27862.926,0.22343996,8.787392
True,21.019732,-96.345665,3.892973,-1,0.007897001,0.78970003,0.10023588,61.759678,136.4,0.0006491704,-158.10535,,121,25.73583,0.013414754,99.511566,-58.593784,-82.43742,-101.615845,12100,0.06491704,0.8564874,-96.34566796004772,3078429,1246.178606748581,100,1.3414755,-72.03903,0.8564874,[-0.887  0.978 -1.195],10.023588,26612.447,0.276597,25.68731
True,21.493,-101.67725,13.358742,-1,0.0040808786,0.40808788,0.04769249,69.643684,142.87,1.8673827e-05,-171.32094,,122,29.640558,0.0062874085,111.71573,-59.60521,-60.408966,-107.38795,12200,0.0018673828,0.86078525,-101.67725737705827,3092716,1253.0332238674164,100,0.6287409,-39.536587,0.86078525,[-0.855  0.988 -1.142],4.769249,7913.6494,0.1970011,7.485735
True,23.873096,-101.1626,11.958343,-1,0.0055854525,0.5585453,0.14780888,61.279453,141.17,1.4089744e-05,-162.44205,,123,11.94383,0.015165841,104.25351,-58.188538,-69.98568,-106.577324,12300,0.0014089744,0.864417,-101.16259487837553,3106833,1260.1057813167572,100,1.5165839,-51.261074,0.864417,[-0.829  1.008 -1.222],14.780889,27039.861,0.15581714,8.362363
True,24.634157,-100.50457,9.966109,-1,0.005468649,0.54686487,0.02668796,86.75043,140.51,5.441937e-05,-187.255,,124,42.73307,0.006330674,128.33543,-58.91957,-72.513336,-106.7464,12400,0.005441937,0.8634514,-100.50456375032664,3120884,1265.9649817943573,100,0.6330674,-52.8084,0.8634514,[-0.813  0.978 -1.263],2.668796,14706.526,0.14844307,10.034006
True,22.090137,-96.680664,10.0164175,-1,0.0071811927,0.7181192,0.072317734,84.13871,135.91,7.181905e-05,-180.81938,,125,30.931889,0.0107308,113.21878,-67.6006,-94.59603,-102.70797,12500,0.007181905,0.8592991,-96.68066096052527,3134475,1271.5137841701508,100,1.0730801,-75.520355,0.8592991,[-0.697  0.972 -1.27 ],7.2317734,22829.416,0.14685258,9.983609
True,24.446495,-101.48155,6.5848217,-1,0.0068793227,0.6879322,0.062317416,102.45717,142.83,5.158714e-05,-203.93872,,126,30.895687,0.010288434,134.75728,-69.18144,-85.23925,-108.2795,12600,0.005158714,0.8623065,-101.48154492020608,3148758,1278.405684709549,100,1.0288435,-67.795074,0.8623065,[-0.722  0.944 -1.272],6.231742,32229.219,0.08669959,15.18644
True,26.421635,-103.6703,7.966706,-1,0.00761398,0.761398,0.07897876,88.13393,145.53,0.00025991714,-191.80423,,127,32.828236,0.010891343,133.69904,-58.105186,-97.721344,-110.06378,12700,0.025991715,0.8632268,-103.670301181674,3163311,1284.5878312587738,100,1.0891342,-79.67554,0.8632268,[-0.701  0.924 -1.332],7.8978763,31840.92,0.13233769,12.552239
True,25.361782,-106.79097,15.667872,-1,0.006683356,0.6683357,0.060065392,60.768078,149.0,1.155257e-05,-167.55905,,128,25.683743,0.011368611,108.46707,-59.091976,-89.52617,-112.37629,12800,0.001155257,0.86174417,-106.79097878307104,3178211,1289.8898439407349,100,1.1368611,-67.41806,0.86174417,[-0.626  0.915 -1.287],6.0065393,19778.037,0.0746994,6.3824873
True,27.75995,-102.26762,2.305657,-1,0.009167281,0.91672814,0.07245774,116.111404,143.36,0.0009037092,-218.37901,,129,50.873047,0.0090085855,158.16861,-60.210407,-101.94383,-109.546906,12900,0.09037092,0.8569586,-102.2676125331223,3192547,1296.5692846775055,100,0.9008586,-90.89066,0.8569586,[-0.608  0.888 -1.344],7.2457743,51497.363,0.11767512,43.371586
True,27.136324,-107.0872,19.590805,-1,0.003719152,0.37191522,0.022297429,81.176125,149.15,5.496185e-07,-188.26332,,130,38.744144,0.0046764337,119.17686,-69.086464,-68.49204,-113.36265,13000,5.496185e-05,0.8584378,-107.08720231458545,3207462,1302.1458928585052,100,0.46764338,-40.71598,0.8584378,[-0.587  0.88  -1.301],2.229743,6441.09,0.05200995,5.1044354
True,29.984203,-109.64332,5.954146,-1,0.00697396,0.69739604,0.068437055,132.02275,152.63,0.00030858495,-241.66608,,131,35.961266,0.009306435,171.60974,-70.056335,-91.63649,-117.69886,13100,0.030858494,0.8609485,-109.64333120644092,3222725,1308.6698262691498,100,0.93064356,-71.98008,0.8609485,[-0.505  0.862 -1.367],6.8437057,46306.758,0.08969046,16.79502
True,30.065268,-113.64114,11.833332,-1,0.0068160635,0.68160635,0.061808776,98.33847,158.22,3.1053652e-05,-211.97961,,132,24.560484,0.011945783,141.88667,-70.09294,-104.098114,-120.70713,13200,0.0031053654,0.8555895,-113.64114686131478,3238547,1315.1936926841736,100,1.1945783,-79.79139,0.8555895,[-0.536  0.845 -1.329],6.1808777,35987.99,0.06318399,8.450706
True,32.849148,-117.862976,17.785856,-1,0.006235379,0.62353796,0.045053657,124.38319,163.74,1.8665894e-06,-242.24615,,133,32.293316,0.00902864,171.5513,-70.694855,-102.099846,-125.93784,13300,0.00018665894,0.86084604,-117.86297075882554,3254921,1320.8297028541565,100,0.902864,-68.04546,0.86084604,[-0.51   0.818 -1.356],4.505366,39294.566,0.045318197,5.622445
True,33.394096,-114.34086,1.0377412,-1,0.009812156,0.9812156,0.015628578,144.38678,159.39,0.005176277,-258.72763,,134,96.10776,0.001974629,197.8521,-60.875534,-121.71597,-122.9651,13400,0.5176277,0.8623659,-114.34085234105586,3270860,1326.9576752185822,100,0.19746289,-112.93048,0.8623659,[-0.473  0.844 -1.374],1.5628579,66969.66,0.04113814,96.363144
True,26.176418,-107.570755,18.160803,-1,0.0064512175,0.6451218,0.10850284,92.32402,150.28,3.956459e-06,-199.89478,,135,18.766884,0.013421846,129.95088,-69.94389,-92.36183,-114.23391,13500,0.00039564588,0.8562642,-107.57074972063303,3285888,1332.7556324005127,100,1.3421845,-63.966446,0.8562642,[-0.461  0.844 -1.378],10.850285,41413.562,-0.05234769,5.5063643
True,39.693287,-115.132286,12.661538,-1,0.0050949035,0.5094904,0.046262406,137.30663,159.55,4.258694e-05,-252.43889,,136,30.618559,0.007669469,192.48157,-59.957314,-84.21187,-123.5469,13600,0.004258694,0.8654549,-115.13227548971773,3301843,1337.6407704353333,100,0.7669469,-54.270042,0.8654549,[-0.48   0.858 -1.471],4.6262407,31561.639,-0.082686424,7.8979344
True,33.381363,-113.32781,6.4261937,-1,0.0085289255,0.8528925,0.07069566,121.849335,157.74,5.766067e-05,-235.17714,,137,34.151466,0.011843026,165.05307,-70.12407,-108.549286,-121.16705,13700,0.005766067,0.8635882,-113.3278136959672,3317617,1344.958012342453,100,1.1843026,-88.676865,0.8635882,[-0.47   0.834 -1.502],7.0695662,66615.7,-0.11961381,15.561311
True,47.44024,-122.97291,1.527013,-1,0.009753099,0.97530985,0.032021623,204.45193,169.48,0.0022793391,-327.42484,,138,72.12193,0.0060637332,256.42853,-70.99632,-129.21991,-133.88705,13800,0.22793391,0.8684315,-122.97290364876389,3334565,1351.9648804664612,100,0.6063733,-115.733025,0.8684315,[-0.441  0.85  -1.539],3.2021625,121626.63,-0.09616789,65.48733
True,39.40102,-111.82816,5.9475017,-1,0.006386336,0.63863355,0.0640175,216.82176,155.05,0.00018691557,-328.6499,,139,33.20485,0.009057813,268.85004,-59.799873,-91.7547,-122.78315,13900,0.018691557,0.8615601,-111.82816484808922,3350070,1359.0969681739807,100,0.90578145,-65.0382,0.8615601,[-0.453  0.856 -1.515],6.40175,93113.79,-0.09306764,16.813782
True,28.67363,-105.59666,5.7893844,-1,0.00815831,0.815831,0.07907966,113.85565,147.56,0.00012169737,-219.45232,,140,34.91844,0.01113786,159.07782,-60.374504,-101.48448,-112.91174,14000,0.012169737,0.8655711,-105.59666516572237,3364826,1365.4552156925201,100,1.113786,-83.883575,0.8655711,[-0.447  0.876 -1.512],7.907966,51180.582,-0.08729844,17.272993
