MaxIWNorm,StdIWNorm,Bound,InitialBound,TimestepsSoFar,ReturnStepMaxmin,J_sample_variance,TimeElapsed,MinIWNorm,Weights,MeanIW,ESSClassic,OptimizationReturnMax,EpThisIter,Iteration,MaxIW,MeanIWNorm,StdIW,ReturnMeanIW,InitialReturnStd,MeanEntropy,InitialReturnMin,InitialReturnMax,MinIW,InitialReturnMean,EpRewMean,OptimizationReturnMin,OptimizationReturnMean,ReturnStepMax,EmpiricalD2,EpLenMean,VarianceInit,ESSRenyi,EpisodesSoFar,LearnableVariance
0.02820454,0.004594967,-419.4978,-428.29822,700000,0.84296656,165826.77,201.0800986289978,0.0018421919,[ 0.334  0.061 -0.229],0.97382796,81.79031,5.356598,100,14,2.8204541,0.0097382795,0.4594967,-403.85522,1.0509273,1.1986053,-416.0658,-410.7092,0.1842192,-414.42932,-414.429351760149,,1.6364429,0.84296656,1.2721393,500.0,-1,78.60774,1400,True
0.0938139,0.012442327,-271.0507,-428.49292,750000,0.8420867,37223.69,242.40682172775269,1.571449e-05,[ 0.341  0.018 -0.22 ],0.4613262,12.085716,4.006531,100,15,9.381391,0.004613262,1.2442328,-191.41884,0.8406858,1.1360341,-416.1116,-412.10507,0.001571449,-414.6225,-414.6225188602507,,1.489086,0.8420867,32.960697,500.0,-1,3.0339165,1500,True
0.03589466,0.0050433828,-419.28534,-428.79202,800000,0.84212893,166051.83,286.4228768348694,0.002057748,[ 0.362  0.004 -0.283],0.973604,78.84346,5.2346497,100,16,3.589466,0.00973604,0.5043384,-404.027,0.85452235,1.1221178,-416.44318,-411.20853,0.2057748,-414.91058,-414.91058757022023,,1.5325937,0.84212893,1.2082161,500.0,-1,82.766655,1600,True
0.07911694,0.011195684,-301.91092,-429.01804,850000,0.842127,53198.23,328.4447522163391,4.0438168e-05,[ 0.374  0.002 -0.297],0.55126643,19.51385,3.6982422,100,17,7.9116945,0.0055126636,1.1195683,-228.74123,0.7270182,1.1755382,-416.27792,-412.57968,0.004043817,-415.14212,-415.142105692625,,1.1358148,0.842127,27.805984,500.0,-1,3.596348,1700,True
0.063519575,0.012188209,-398.9358,-428.43686,900000,0.8424387,129319.49,371.7735335826874,3.2279084e-05,[ 0.383  0.043 -0.243],0.8594603,33.210735,4.708893,100,18,6.3519573,0.008594602,1.2188208,-356.83698,1.0617317,1.2034428,-416.31418,-411.6053,0.0032279084,-414.5597,-414.559738189429,,1.7544448,0.8424387,9.203225,500.0,-1,10.865756,1800,True
0.0271663,0.0053420425,-231.30692,-428.96448,950000,0.8421193,21920.072,410.44870018959045,1.350361e-06,[ 0.344 -0.08  -0.215],0.35401386,30.515171,3.357666,100,19,2.71663,0.003540139,0.5342043,-147.07993,0.6943865,1.1537645,-416.11813,-412.76047,0.0001350361,-415.0939,-415.09386898994444,,1.0242658,0.8421193,36.873272,500.0,-1,2.7119915,1900,True
0.04265738,0.008309806,-269.5628,-429.72018,1000000,0.8419131,36501.105,453.44414830207825,5.218227e-05,[ 0.336 -0.235 -0.265],0.4564272,23.176807,1.6731262,100,20,4.265738,0.0045642722,0.83098066,-189.64766,0.31770197,1.136335,-416.47794,-414.8048,0.005218227,-415.83752,-415.8375539790094,,0.64038116,0.8419131,33.137253,500.0,-1,3.0177517,2000,True
0.09902094,0.0137324035,-391.8505,-428.57034,1050000,0.8421316,109184.27,500.39216709136963,4.0507413e-05,[ 0.369  0.036 -0.283],0.7897691,24.85472,5.9656677,100,21,9.902095,0.007897691,1.3732404,-327.76852,1.0625402,1.1808472,-416.2789,-410.31323,0.0040507414,-414.69434,-414.6943725912273,,1.5845294,0.8421316,21.327776,500.0,-1,4.6887217,2100,True
0.048744753,0.0073147067,-374.4884,-429.0507,1100000,0.8420896,127970.93,545.7656166553497,0.0010116149,[ 0.361 -0.06  -0.238],0.8551331,57.747097,3.704773,100,22,4.8744755,0.008551331,0.7314707,-354.90195,0.7862721,1.1962314,-416.23184,-412.52707,0.101161495,-415.17636,-415.17630434721707,,1.055535,0.8420896,1.9928906,500.0,-1,50.178368,2200,True
0.017742781,0.0022937087,-425.8852,-428.98062,1150000,0.842426,172403.16,592.9352431297302,0.006434588,[ 0.014 -0.02  -0.223],0.9921831,94.926796,3.3640137,100,23,1.7742782,0.009921831,0.22937089,-411.70715,0.7660288,1.1986073,-416.38632,-413.0223,0.64345884,-415.1011,-415.1010906727612,,1.2852288,0.842426,1.0434757,500.0,-1,95.833565,2300,True
0.080830544,0.014303822,-363.5755,-428.7835,1200000,0.8421097,76977.2,634.4899337291718,1.1094492e-05,[ 0.002  0.004 -0.22 ],0.66344213,17.704308,5.459076,100,24,8.083055,0.0066344202,1.4303823,-275.31396,0.91992056,1.1341552,-416.08243,-410.62335,0.0011094492,-414.9141,-414.9140995953977,,1.1683252,0.8421097,40.497364,500.0,-1,2.4692965,2400,True
0.11582375,0.014247357,-310.7806,-428.92426,1250000,0.8429076,53411.66,676.5014851093292,3.056963e-06,[-0.025  0.022 -0.285],0.55235916,13.066561,3.3562012,100,25,11.582376,0.005523592,1.4247358,-229.3282,0.74162316,1.071609,-416.29288,-412.93668,0.0003056963,-415.04782,-415.04780009537933,,1.2450753,0.8429076,34.455006,500.0,-1,2.902336,2500,True
0.05265539,0.009152665,-408.86957,-429.09055,1300000,0.84220606,150203.23,714.4758956432343,0.00045780538,[-0.002 -0.01  -0.347],0.92636263,50.60249,3.1134644,100,26,5.265539,0.009263626,0.9152665,-384.86105,0.6433717,1.0937648,-416.2701,-413.15665,0.04578054,-415.21484,-415.21487321287395,,1.0552378,0.84220606,2.993798,500.0,-1,33.402386,2600,True
0.057890635,0.009731178,-314.76044,-429.43668,1350000,0.84261334,59725.062,752.7937791347504,4.457492e-05,[-0.044 -0.094 -0.325],0.5840975,26.485714,2.2128906,100,27,5.7890635,0.005840976,0.97311777,-242.69315,0.4632389,1.1478742,-416.3014,-414.0885,0.0044574924,-415.55997,-415.55996181845666,,0.74143064,0.84261334,26.971384,500.0,-1,3.7076333,2700,True
0.04235895,0.0072700838,-269.6488,-429.34595,1400000,0.8419736,38429.227,795.9021456241608,0.00021126395,[-0.052 -0.082 -0.271],0.4684087,29.334497,2.8363953,100,28,4.235895,0.004684087,0.72700834,-194.25546,0.58645904,1.1583905,-416.3932,-413.5568,0.021126395,-415.4662,-415.4661946821213,,0.9269943,0.8419736,29.505383,500.0,-1,3.3892121,2800,True
0.085612856,0.012787118,-323.33893,-427.7903,1450000,0.84294087,45354.676,838.5540330410004,2.8006025e-06,[-0.017  0.132 -0.261],0.50940615,13.696551,6.4931335,100,29,8.561286,0.0050940616,1.2787118,-210.59912,1.2854382,1.0918589,-415.9076,-409.41446,0.00028006025,-413.92676,-413.92674287572504,,1.9808514,0.84294087,66.130745,500.0,-1,1.512156,2900,True
0.047689456,0.009071768,-308.16333,-426.98508,1500000,0.843199,53596.86,882.4819440841675,2.7278134e-05,[-3.643e-05  1.861e-01 -3.271e-01],0.5536473,27.138264,9.581848,100,30,4.7689457,0.005536473,0.9071768,-228.69366,1.8177485,1.1473247,-416.021,-406.43915,0.0027278136,-413.11774,-413.11772529676557,,2.9032698,0.843199,32.840885,500.0,-1,3.0449848,3000,True
0.07845176,0.012246248,-321.6985,-427.09637,1550000,0.8428965,57979.59,926.3923118114471,0.00013926298,[-0.016  0.174 -0.272],0.5751707,18.07246,10.206085,100,31,7.845176,0.0057517076,1.2246248,-236.07558,1.9181875,1.1232308,-416.12042,-405.91434,0.013926297,-413.2257,-413.2256821843982,,2.8947403,0.8428965,38.105213,500.0,-1,2.6243129,3100,True
0.102628514,0.013819768,-354.3113,-422.93094,1600000,0.8449825,76896.625,969.0925197601318,3.2988023e-06,[-0.014  0.309 -0.296],0.6648625,18.79509,14.963654,100,32,10.262852,0.0066486243,1.381977,-273.12198,3.4424925,1.0769804,-414.878,-399.91434,0.00032988025,-409.10168,-409.1016754256189,,5.7763143,0.8449825,34.46669,500.0,-1,2.901352,3200,True
0.070779644,0.0076053073,-237.89749,-425.98846,1650000,0.84294236,26947.963,1006.3676562309265,0.00034805102,[-0.047  0.234 -0.342],0.3919942,20.989826,11.873138,100,33,7.077965,0.003919942,0.7605307,-160.46416,2.3188412,1.0784348,-416.0734,-404.20026,0.034805104,-412.1194,-412.1193725179136,,3.9540188,0.84294236,31.171558,500.0,-1,3.2080526,3300,True
0.10445413,0.013430855,-372.88895,-419.23752,1700000,0.8485272,127073.04,1049.0181579589844,0.00042018347,[-0.05   0.352 -0.34 ],0.8542047,28.80019,18.518005,100,34,10.445414,0.008542048,1.3430855,-348.38788,4.157828,1.102294,-415.12854,-396.61053,0.042018346,-405.39987,-405.3999087022245,,9.728632,0.8485272,3.1350675,500.0,-1,31.89724,3400,True
0.08278058,0.011963913,-370.54364,-422.00992,1750000,0.84894747,118281.63,1086.3761930465698,0.00022903852,[-0.06   0.317 -0.317],0.8258531,32.27207,14.831879,100,35,8.278058,0.008258531,1.1963913,-338.64954,3.6708887,1.1305542,-414.31372,-399.48184,0.022903852,-408.19946,-408.1994817957282,,6.114236,0.84894747,5.333409,500.0,-1,18.749735,3500,True
0.06331658,0.007433599,-272.04376,-424.58527,1800000,0.84892285,36566.523,1125.9665215015411,0.00034235464,[ 0.073  0.274 -0.288],0.4570186,27.43004,13.612122,100,36,6.3316584,0.0045701866,0.74335986,-186.76698,2.7132003,1.1308736,-416.06848,-402.45636,0.034235466,-410.71634,-410.71633799791334,,5.3521447,0.84892285,37.8072,500.0,-1,2.6449988,3600,True
0.07440127,0.012940867,-364.7245,-417.4738,1850000,0.8499633,101535.734,1169.144112586975,4.1673597e-05,[ 0.078  0.392 -0.288],0.76166624,25.728956,28.431702,100,37,7.440127,0.0076166624,1.2940868,-309.8426,5.4714065,1.1714039,-415.92264,-387.49094,0.00416736,-403.60974,-403.6097370429337,,12.312901,0.8499633,15.670237,500.0,-1,6.3815246,3700,True
0.03100984,0.005634441,-245.10089,-421.17664,1900000,0.8487421,28654.217,1211.9983055591583,0.00026240124,[ 0.057  0.348 -0.248],0.40575868,34.149952,16.311768,100,38,3.100984,0.0040575867,0.56344414,-164.25348,3.711629,1.1833053,-414.70004,-398.38828,0.026240125,-407.35327,-407.3533055479825,,7.346734,0.8487421,34.206345,500.0,-1,2.9234343,3800,True
0.114332505,0.013212587,-294.88318,-412.95544,1950000,0.8501504,46773.867,1253.470393896103,1.0704635e-05,[ 0.052  0.448 -0.236],0.51672095,13.265628,27.306915,100,39,11.43325,0.0051672095,1.3212585,-203.881,6.0564303,1.1389629,-412.67453,-385.3676,0.0010704636,-399.19962,-399.199606256336,,13.474922,0.8501504,43.765396,500.0,-1,2.2849102,3900,True
0.07683113,0.010168781,-262.5278,-406.2156,2000000,0.85178375,36652.125,1295.0135185718536,1.69622e-05,[ 0.055  0.513 -0.28 ],0.45859623,16.90121,46.758636,100,40,7.683113,0.0045859627,1.016878,-176.12296,7.424253,1.1058347,-408.93564,-362.177,0.00169622,-392.58444,-392.5844422991574,,16.351194,0.85178375,40.179893,500.0,-1,2.488807,4000,True
0.07342432,0.009554095,-218.99724,-390.0832,2049634,0.8609798,33146.36,1336.8747220039368,6.5687564e-06,[ 0.093  0.575 -0.313],0.39364225,14.512061,145.58261,100,41,7.342432,0.0039364225,0.95540947,-137.26164,19.22184,1.0749971,-404.78308,-259.20047,0.00065687567,-376.59045,-376.5904313279688,,28.192646,0.8609798,36.696133,496.34,-1,2.7250829,4100,True
0.09415617,0.012837258,-231.27203,-329.20844,2093141,0.85961676,138902.67,1375.4909226894379,1.09863595e-05,[ 0.057  0.629 -0.344],0.7001976,22.929106,221.87094,100,42,9.415617,0.0070019756,1.2837256,-176.66478,65.102715,1.042119,-391.52094,-169.65,0.001098636,-316.15775,-316.1577498820424,,75.36318,0.85961676,17.507866,435.07,-1,5.7117186,4200,True
0.067558154,0.01083192,-219.21051,-265.5108,2128408,0.8591275,170767.88,1407.3930251598358,0.00016225116,[ 0.066  0.671 -0.377],0.9443967,43.186584,266.06903,100,43,6.7558155,0.009443966,1.0831921,-197.9512,73.973335,1.044734,-372.93994,-106.87091,0.016225116,-253.07947,-253.07947486177088,,119.860466,0.8591275,2.924574,352.67,-1,34.193016,4300,True
0.072958685,0.010426486,-171.97993,-232.18808,2159159,0.86214477,93231.09,1432.2493665218353,0.00016717559,[ 0.098  0.701 -0.374],0.6042048,25.138998,281.89325,100,44,7.295869,0.006042047,1.0426486,-130.09767,62.38912,1.0897864,-366.49365,-84.60042,0.016717559,-219.97162,-219.97161351397634,,146.52203,0.86214477,11.753574,307.51,-1,8.50805,4400,True
0.06745634,0.014075068,-244.63487,-282.0681,2196918,0.8640841,231294.67,1465.8012092113495,5.9884893e-05,[ 0.03   0.679 -0.329],0.9811752,32.703007,249.42198,100,45,6.745634,0.009811752,1.4075068,-212.99837,68.14419,1.1044456,-378.5296,-129.10762,0.0059884894,-269.4505,-269.45048574447634,,109.079124,0.8640841,6.2866564,377.59,-1,15.906707,4500,True
0.051612005,0.008983261,-176.65045,-255.32794,2231082,0.8607261,87944.78,1495.5373136997223,1.9592955e-05,[ 0.029  0.717 -0.314],0.673205,35.963093,256.09418,100,46,5.1612005,0.0067320494,0.89832616,-136.29675,67.71416,1.1071597,-360.4325,-104.33832,0.0019592955,-243.31352,-243.31353768974543,,117.118965,0.8607261,11.281353,341.64,-1,8.864185,4600,True
0.048811298,0.008779393,-143.74529,-194.46921,2256699,0.8613562,63521.27,1517.8006837368011,7.732749e-05,[ 0.049  0.766 -0.312],0.56101966,28.994673,249.04305,100,47,4.8811297,0.005610196,0.87793916,-105.83822,43.634735,1.0808539,-353.9768,-104.93376,0.007732749,-182.67,-182.6699929019809,,171.30682,0.8613562,10.321271,256.17,-1,9.688729,4700,True
0.085580796,0.013162962,-203.3247,-245.70161,2289569,0.8631463,149200.78,1547.6051795482635,1.1936053e-05,[ 0.072  0.712 -0.338],0.81510085,27.717247,245.33304,100,48,8.55808,0.008151009,1.3162962,-164.55148,62.26097,1.0205041,-361.6618,-116.32877,0.0011936054,-233.64621,-233.64621863365173,,128.01558,0.8631463,10.344299,328.7,-1,9.66716,4800,True
0.056771755,0.010581205,-185.53824,-220.217,2318777,0.86514795,159790.66,1574.9089813232422,7.464489e-05,[ 0.07   0.717 -0.398],0.8632508,39.961044,276.1654,100,49,5.6771755,0.008632508,1.0581205,-157.7823,55.70872,1.0416261,-375.63992,-99.4745,0.0074644894,-207.69566,-207.69566710308195,,167.94426,0.86514795,4.9137225,292.08,-1,20.35117,4900,True
0.062411822,0.011424134,-151.74718,-199.71716,2345181,0.8585723,106694.78,1601.0127713680267,1.6880253e-06,[ 0.053  0.753 -0.377],0.7236023,28.632244,223.03505,100,50,6.2411823,0.0072360225,1.1424134,-114.55818,47.13568,1.0007772,-327.84595,-104.8109,0.00016880254,-188.78897,-188.7889750982821,,139.05698,0.8585723,11.580618,264.04,-1,8.635118,5000,True
0.06612037,0.010260031,-126.25243,-168.0886,2367354,0.85827386,56099.72,1619.149492263794,1.4959591e-05,[ 0.024  0.799 -0.418],0.70296067,31.946095,176.4368,100,51,6.612037,0.0070296056,1.026003,-99.81041,40.664192,0.99707025,-268.9341,-92.497314,0.0014959591,-159.12411,-159.12411372661592,,109.81,0.85827386,8.7004175,221.73,-1,11.493701,5100,True
0.15245867,0.016429791,-127.061005,-149.27249,2387198,0.8633541,98556.46,1636.5737042427063,3.178346e-05,[ 0.009  0.854 -0.422],0.8545178,21.29125,151.29211,100,52,15.245868,0.008545179,1.6429791,-104.943146,31.41044,0.9966278,-233.80026,-82.508156,0.0031783462,-141.47917,-141.47916007831694,,92.321106,0.8633541,8.0545025,198.44,-1,12.415416,5200,True
0.05023579,0.009772623,-103.835304,-132.72652,2404842,0.869409,28407.809,1653.8827221393585,3.2195705e-05,[-0.038  0.91  -0.422],0.65374213,30.915255,124.36426,100,53,5.023579,0.006537421,0.9772623,-76.85499,25.512445,1.0031735,-205.7916,-81.42734,0.0032195705,-125.86679,-125.86679523810744,,79.924805,0.869409,15.469675,176.44,-1,6.46426,5300,True
0.12510256,0.0150400605,-98.45136,-123.986664,2421354,0.85924196,47829.324,1668.7547636032104,2.9603088e-05,[ 0.026  0.973 -0.416],0.7508878,19.952553,112.29184,100,54,12.510257,0.0075088786,1.5040061,-75.66636,25.968529,0.9406117,-193.43802,-81.14618,0.002960309,-117.53873,-117.53872801586985,,75.89929,0.85924196,12.486973,165.12,-1,8.008347,5400,True
0.08818138,0.010883774,-92.32556,-113.32683,2436537,0.86605066,14363.634,1681.2603526115417,0.00013791092,[-0.06   1.023 -0.478],0.63737285,25.536943,94.86653,100,55,8.818138,0.0063737277,1.0883774,-72.63004,21.175356,0.9892379,-166.01324,-71.14671,0.013791092,-107.79306,-107.79305307596923,,58.220184,0.86605066,12.667534,151.83,-1,7.8941965,5500,True
0.047614288,0.0101548005,-100.05898,-125.002914,2453036,0.8619099,41021.695,1696.3823561668396,1.4701324e-05,[-0.088  0.973 -0.43 ],0.741324,34.765614,148.07187,100,56,4.761429,0.0074132397,1.01548,-80.18958,27.807352,0.9939625,-218.75551,-70.68364,0.0014701325,-117.71107,-117.71106548696757,,101.04444,0.8619099,7.4249597,164.99,-1,13.468086,5600,True
0.097023435,0.013089851,-92.559814,-112.329414,2468020,0.8629946,45387.367,1709.8259167671204,4.8151363e-05,[-0.089  1.032 -0.425],0.7964698,27.019445,119.92586,100,57,9.702344,0.007964698,1.3089851,-74.435326,23.326887,0.9736162,-190.14742,-70.22156,0.0048151365,-105.99118,-105.99117437064648,,84.15624,0.8629946,8.176982,149.84,-1,12.229451,5700,True
0.12096075,0.015401627,-95.14456,-107.269745,2482286,0.8622527,58635.11,1723.2139179706573,3.0309515e-05,[-0.07   1.094 -0.445],0.8298084,22.497658,136.03915,100,58,12.096075,0.008298084,1.5401627,-78.14734,21.621191,0.932799,-197.96545,-61.926292,0.0030309516,-100.670906,-100.67090023607015,,97.29455,0.8622527,6.6346726,142.66,-1,15.072333,5800,True
0.047652096,0.0090032695,-81.34295,-102.94732,2496069,0.86172915,16981.266,1736.3014552593231,9.852698e-06,[-0.096  1.149 -0.486],0.6501473,34.273758,109.04876,100,59,4.7652097,0.006501473,0.900327,-62.529495,21.13691,0.8892384,-169.93634,-60.88758,0.0009852698,-97.282776,-97.28277545645832,,72.653564,0.86172915,11.030802,137.83,-1,9.065524,5900,True
0.083983056,0.011656909,-69.758865,-103.32785,2509868,0.8631333,26500.941,1749.0975732803345,2.7292603e-05,[-0.26   1.112 -0.53 ],0.57926905,19.803766,120.704,100,60,8.398306,0.005792691,1.1656911,-51.05379,21.449059,0.79540974,-180.36932,-59.66532,0.0027292604,-97.31554,-97.31554664045572,,83.05378,0.8631333,9.679123,137.99,-1,10.331514,6000,True
0.045158226,0.006756917,-72.05066,-98.07841,2522950,0.8579911,9151.448,1759.7520561218262,1.6227492e-05,[-0.213  1.119 -0.624],0.50475544,35.816765,103.7792,100,61,4.515823,0.005047554,0.6756917,-47.156624,19.235353,0.7740478,-164.5039,-60.72471,0.0016227491,-92.59494,-92.59494169414043,,71.908966,0.8579911,20.610132,130.82,-1,4.8519826,6100,True
0.0419363,0.0073386505,-75.20884,-104.519165,2536953,0.8600556,9460.476,1772.2285652160645,0.00017487658,[-0.096  1.056 -0.645],0.5262569,33.960133,99.53574,100,62,4.19363,0.00526257,0.7338651,-52.406643,21.863762,0.79111844,-158.97069,-59.434944,0.017487658,-99.22014,-99.22014131084084,,59.75054,0.8600556,18.516624,140.03,-1,5.4005523,6200,True
0.041378923,0.0072761537,-72.82833,-109.818344,2551603,0.8642262,9847.495,1787.0552949905396,0.00024859994,[-0.125  0.998 -0.628],0.4901923,31.217947,111.49827,100,63,4.1378922,0.004901922,0.72761536,-52.42694,22.135853,0.86704266,-172.32767,-60.8294,0.024859995,-104.07409,-104.07409495577217,,68.25357,0.8642262,12.613977,146.5,-1,7.9277134,6300,True
0.045433674,0.009308946,-77.671524,-114.784676,2567097,0.86398953,10360.38,1800.9314930438995,2.6026705e-06,[-0.107  0.976 -0.552],0.52083665,23.840952,88.960556,100,64,4.5433674,0.005208367,0.93089455,-55.57564,19.81148,0.79777044,-160.54639,-71.58583,0.00026026706,-109.433136,-109.43313488543033,,51.11325,0.86398953,17.047628,154.94,-1,5.8659186,6400,True
0.033781316,0.00622842,-76.09008,-109.56281,2581792,0.86687785,8075.4604,1816.0802564620972,1.1477696e-05,[-0.222  1.018 -0.621],0.49421874,38.636223,99.60363,100,65,3.3781319,0.0049421876,0.622842,-51.76907,22.139832,0.79516757,-159.81757,-60.213936,0.0011477696,-104.23555,-104.23555203825235,,55.582016,0.86687785,20.842829,146.95,-1,4.7978134,6500,True
0.03349983,0.006605334,-67.85544,-108.45281,2596311,0.86318517,10293.001,1828.730978012085,8.4172825e-06,[-0.14   0.956 -0.624],0.45864564,32.529575,113.93934,100,66,3.349983,0.0045864554,0.6605335,-43.541416,21.99475,0.7103286,-176.56703,-62.627693,0.0008417283,-102.567245,-102.56724660143256,,73.99979,0.86318517,17.0662,145.19,-1,5.859535,6600,True
0.03548709,0.0074971803,-77.70676,-112.828545,2611365,0.86427915,15401.1,1842.5102894306183,6.1063215e-06,[-0.286  0.962 -0.709],0.51731586,32.254787,119.09227,100,67,3.5487092,0.0051731593,0.74971807,-50.07783,23.260048,0.6107767,-189.92545,-70.833176,0.0006106322,-106.4977,-106.49770034208893,,83.42774,0.86427915,19.046022,150.54,-1,5.25044,6700,True
0.056734808,0.0072483798,-72.07867,-105.03044,2625410,0.869557,9274.368,1855.4830479621887,8.172405e-06,[-0.219  0.95  -0.808],0.45677102,28.423874,111.36606,100,68,5.673481,0.0045677098,0.72483796,-46.833435,21.644987,0.55541307,-172.49059,-61.124527,0.00081724045,-99.28076,-99.28075930729509,,73.20982,0.869557,19.27838,140.45,-1,5.187158,6800,True
