ESSRenyi,VarianceInit,MinIW,EpisodesSoFar,StdIWNorm,InitialReturnStd,Iteration,InitialReturnMean,ReturnStepMax,Bound,EpThisIter,InitialReturnMax,OptimizationReturnMax,MeanIW,EpRewMean,ReturnMeanIW,J_sample_variance,Weights,MaxIW,EmpiricalD2,MeanIWNorm,ReturnStepMaxmin,ESSClassic,EpLenMean,OptimizationReturnMin,InitialBound,InitialReturnMin,TimeElapsed,MeanEntropy,LearnableVariance,MaxIWNorm,OptimizationReturnMean,StdIW,TimestepsSoFar,MinIWNorm
68.58598,-1,0.22513479,100,0.006538539,0.9913737,1,-414.44156,0.84250474,-395.69196,100,-411.25317,4.861206,0.9141292,-414.44157041624186,-378.94354,146154.1,[0. 0. 0.],3.854657,1.4580238,0.009141291,0.84250474,66.15425,500.0,,-428.31204,-416.11438,19.19546151161194,1.4361676,True,0.03854657,1.6728095,0.65385395,50000,0.0022513478
2.8512325,-1,0.00043719186,200,0.0068555903,0.73477685,2,-414.67273,0.842286,-250.99675,100,-412.1173,4.0737915,0.40727314,-414.67273577451704,-168.83774,29023.139,[ 0.014 -0.036  0.017],3.8627198,35.07255,0.0040727314,0.842286,26.086044,500.0,,-428.5458,-416.1911,38.35175943374634,1.3777632,True,0.038627196,1.518364,0.6855591,100000,4.3719187e-06
3.87695,-1,0.004350862,300,0.00697688,1.3243634,3,-413.79926,0.8431936,-243.99127,100,-410.1221,5.634491,0.4196264,-413.7992385350168,-173.60745,30748.08,[ 0.023  0.072 -0.041],5.588591,25.793472,0.004196264,0.8431936,26.564838,500.0,,-427.65778,-415.7566,57.685141801834106,1.4310337,True,0.05588591,1.9573526,0.69768804,150000,4.350862e-05
88.61942,-1,0.41145027,400,0.0036615422,1.1898627,4,-414.09946,0.8438408,-424.27292,100,-410.55795,5.5725403,0.98864526,-414.09948615565895,-409.53815,170965.36,[0.023 0.042 0.012],2.1903212,1.1284208,0.009886452,0.8438408,87.937904,500.0,,-427.97046,-416.1305,76.6273546218872,1.4201765,True,0.021903211,2.0310059,0.36615422,200000,0.0041145026
2.001128,-1,0.00022665138,500,0.011460459,1.3555385,5,-414.1349,0.8428651,-314.92865,100,-409.79547,6.399994,0.52304727,-414.1348759803176,-216.85808,47872.21,[0.051 0.034 0.001],9.092882,49.971817,0.005230473,0.8428651,17.238724,500.0,,-428.00806,-416.19547,97.17259240150452,1.3553466,True,0.09092882,2.0605884,1.1460459,250000,2.2665138e-06
2.6456788,-1,0.004807614,600,0.0071076145,0.784212,6,-414.69727,0.84215915,-281.45435,100,-411.5526,4.581085,0.47280642,-414.69728496849535,-196.17514,39102.832,[ 0.091 -0.026 -0.064],4.4519997,37.797485,0.004728064,0.84215915,30.67619,500.0,,-428.56842,-416.1337,118.60648155212402,1.4017307,True,0.044519994,1.4364105,0.7107614,300000,4.8076137e-05
2.5646958,-1,0.00018910234,700,0.007719373,0.6027507,7,-415.22437,0.84208775,-240.54686,100,-412.89682,3.3883667,0.3704602,-415.2243635748327,-153.9002,24023.578,[ 0.09  -0.168 -0.017],5.7557483,38.99098,0.0037046021,0.84208775,18.719894,500.0,,-429.10046,-416.2852,139.84568858146667,1.3391235,True,0.057557482,1.0608258,0.77193725,350000,1.8910234e-06
3.0178127,-1,0.00095807784,800,0.014383373,0.34809655,8,-415.5656,0.8418726,-319.57248,100,-414.62573,1.5797424,0.5766951,-415.5656310713291,-239.71045,58194.332,[ 0.11  -0.241 -0.08 ],10.71059,33.13658,0.0057669515,0.8418726,13.849358,500.0,,-429.43912,-416.20547,159.94850397109985,1.2775724,True,0.1071059,0.6398416,1.4383372,400000,9.580778e-06
2.5429575,-1,0.00018627786,900,0.014303821,0.33788663,9,-415.81525,0.8423066,-356.2909,100,-414.86853,1.4815979,0.64744264,-415.81519836589695,-269.2611,73398.61,[ 0.097 -0.304 -0.141],6.859419,39.32429,0.006474426,0.8423066,17.004145,500.0,,-429.69348,-416.35013,181.78324174880981,1.2134846,True,0.06859419,0.534931,1.4303821,450000,1.8627785e-06
3.485205,-1,0.00070693693,1000,0.012953809,0.31867862,10,-415.78442,0.8418628,-247.59146,100,-414.78296,1.5286865,0.41660053,-415.7844005894661,-173.25821,30383.984,[ 0.109 -0.273 -0.205],12.244101,28.692717,0.0041660056,0.8418628,9.373461,500.0,,-429.6614,-416.31165,204.4579713344574,1.1521168,True,0.122441,0.52724427,1.2953811,500000,7.069369e-06
3.3415043,-1,0.0030788553,1100,0.013186504,0.3203722,11,-415.86548,0.842083,-383.4355,100,-414.64224,1.8595886,0.7393995,-415.8654897651076,-307.48602,95798.89,[ 0.109 -0.279 -0.267],8.16495,29.926641,0.0073939944,0.842083,23.920347,500.0,,-429.7489,-416.50183,225.6088728904724,1.2070438,True,0.081649505,0.6363397,1.3186504,550000,3.0788553e-05
85.3711,-1,0.27970117,1200,0.004509135,0.3488614,12,-415.8167,0.84196866,-417.1961,100,-414.784,1.5970154,0.9669535,-415.81673077717426,-402.17456,163741.17,[ 0.115 -0.291 -0.212],2.8517365,1.1713566,0.009669535,0.84196866,82.13836,500.0,,-429.6961,-416.381,245.42767477035522,1.2130165,True,0.028517365,0.5642807,0.45091355,600000,0.0027970118
89.18984,-1,0.33417255,1300,0.003930111,0.28480405,13,-415.87677,0.84189695,-412.68787,100,-415.2099,1.379425,0.9567964,-415.8767836372554,-397.98407,160479.77,[ 0.176 -0.348 -0.206],2.691693,1.1212039,0.009567965,0.84189695,85.56357,500.0,,-429.7631,-416.58932,265.48555517196655,1.2046994,True,0.02691693,0.7125381,0.39301106,650000,0.0033417253
3.8086963,-1,0.011489689,1400,0.014584225,0.22159453,14,-415.9838,0.8418723,-357.8866,100,-415.32715,1.1241455,0.6894926,-415.98382602140305,-286.7563,83283.25,[ 0.173 -0.386 -0.214],10.844618,26.255703,0.006894925,0.8418723,18.267778,500.0,,-429.86554,-416.4513,285.8257429599762,1.2577634,True,0.10844617,0.46746796,1.4584225,700000,0.00011489689
2.2328641,-1,0.00022490816,1500,0.007402032,0.30347604,15,-415.80353,0.8420408,-244.55653,100,-414.6951,1.6495056,0.3647377,-415.8035131160915,-151.68117,23293.49,[ 0.159 -0.328 -0.161],5.118612,44.785526,0.0036473766,0.8420408,19.536919,500.0,,-429.68167,-416.3446,304.95982027053833,1.1922481,True,0.05118612,0.541091,0.7402032,750000,2.2490815e-06
2.8066072,-1,0.0027694388,1600,0.0039709816,0.24723649,16,-415.9347,0.8420863,-209.65782,100,-415.24176,1.1734619,0.30500048,-415.9346585980058,-126.80362,16293.786,[ 0.17  -0.321 -0.227],2.2645876,35.630207,0.003050005,0.8420863,37.104412,500.0,,-429.8152,-416.41522,322.89868450164795,1.1802207,True,0.022645876,0.4805606,0.3970981,800000,2.7694387e-05
2.015326,-1,0.0006000577,1700,0.008245996,0.74656844,17,-415.02216,0.8422358,-277.9016,100,-411.81094,4.5595093,0.43385884,-415.02214406222106,-180.13602,32963.652,[ 0.157 -0.013 -0.239],5.0598083,49.619762,0.0043385886,0.8422358,21.680937,500.0,,-428.90118,-416.37045,339.71068024635315,1.1138297,True,0.05059808,1.3483087,0.8245997,850000,6.000577e-06
2.2895594,-1,0.0005090055,1800,0.0072121643,0.64069974,18,-415.2759,0.8419632,-261.86618,100,-412.82288,3.4405518,0.410135,-415.27590609684586,-170.16582,29442.7,[ 0.162 -0.026 -0.305],5.1151085,43.676525,0.0041013495,0.8419632,24.436306,500.0,,-429.15134,-416.26343,357.8585023880005,1.0653652,True,0.051151082,0.9875229,0.7212165,900000,5.090055e-06
5.619019,-1,0.006441067,1900,0.012992914,1.3734307,19,-413.83276,0.8432722,-324.02835,100,-410.1344,6.0084534,0.64144117,-413.8327972827852,-265.51016,71993.336,[ 0.124  0.133 -0.354],10.476428,17.796701,0.006414412,0.8432722,19.596392,500.0,,-427.70422,-416.14285,378.78659534454346,1.1143359,True,0.104764275,2.310054,1.2992915,950000,6.441067e-05
