OptimizationReturnMin,InitialReturnMean,VarianceInit,TimeElapsed,OptimizationReturnMax,MeanEntropy,InitialReturnMin,MinIWNorm,EmpiricalD2,MeanIW,StdIW,OptimizationReturnMean,ESSClassic,MeanIWNorm,Weights,Iteration,EpisodesSoFar,MinIW,MaxIW,StdIWNorm,InitialReturnStd,TimestepsSoFar,EpRewMean,ReturnStepMaxmin,Bound,EpLenMean,InitialReturnMax,MaxIWNorm,ReturnStepMax,InitialBound,ESSRenyi,LearnableVariance,EpThisIter,ReturnMeanIW,J_sample_variance
,-108.14839,-1,2372.755916118622,116.780365,1.0806928,-181.86469,5.697271e-06,22.927116,0.52129036,0.7540758,73.71629,32.336037,0.0052129035,[ 1.242  1.211 -0.267],69,6900,0.0005697271,4.037365,0.0075407582,21.9188,2786660,-108.14839097484946,0.86937004,-85.81894,152.95,-65.08432,0.04037365,0.86937004,-114.21055,4.3616476,True,100,-56.791958,12329.326
,-104.16212,-1,2386.478184938431,118.982796,1.0800596,-182.96698,5.8555624e-06,18.392624,0.5067306,0.68291134,78.80485,35.508278,0.0050673066,[ 1.17   1.142 -0.338],70,7000,0.00058555626,4.619339,0.006829113,20.221973,2801489,-104.16213062927127,0.8588578,-81.56188,148.29,-63.984184,0.046193387,0.8588578,-110.26103,5.436962,True,100,-55.405766,11102.544
,-121.63772,-1,2401.4758236408234,142.06018,1.1069945,-216.61298,0.0009217137,2.536055,0.89606565,0.7761463,94.97527,57.134617,0.008960657,[ 1.222  1.058 -0.339],71,7100,0.09217137,4.526685,0.007761463,29.832108,2818778,-121.63770452588797,0.8619029,-118.87663,172.89,-74.55279,0.04526685,0.8619029,-128.85814,39.43132,True,100,-107.3781,45705.98
,-117.26425,-1,2416.1067616939545,137.50018,1.1188358,-202.14404,5.6516918e-05,7.1497517,0.7669759,1.2753968,84.87979,26.558985,0.007669759,[ 1.097  1.05  -0.312],72,7200,0.005651692,8.758439,0.012753967,25.674477,2835261,-117.26424813002347,0.8634896,-102.544365,164.83,-64.64387,0.08758439,0.8634896,-124.00239,13.9865,True,100,-84.52725,40644.934
,-112.53663,-1,2429.2103106975555,97.32856,1.0817723,-161.71292,8.79905e-06,15.577041,0.66612726,1.1133302,49.17629,26.36155,0.0066612707,[ 1.092  1.118 -0.3  ],73,7300,0.00087990507,6.890751,0.011133302,21.398823,2851211,-112.53663557320833,0.8588823,-88.132645,159.5,-64.38436,0.06890751,0.8588823,-117.92707,6.4197044,True,100,-66.85782,18487.729
,-100.845566,-1,2442.0640017986298,119.9276,1.120179,-182.00798,0.00038364143,5.375913,0.80437875,0.9366657,81.16241,42.445473,0.008043787,[ 1.075  1.197 -0.337],74,7400,0.038364142,5.706314,0.009366656,21.538101,2865565,-100.84557051941752,0.8640889,-89.75033,143.54,-62.080383,0.05706314,0.8640889,-106.9125,18.601492,True,100,-75.683525,29656.781
,-100.27338,-1,2454.5657007694244,98.78393,1.031147,-161.27354,1.2091677e-05,11.783353,0.4467983,0.91163206,61.000156,19.36823,0.0044679833,[ 0.902  1.228 -0.299],75,7500,0.0012091676,5.1145144,0.009116321,19.61017,2879791,-100.27338600009679,0.8626154,-59.576767,142.26,-62.489616,0.051145144,0.8626154,-105.64918,8.486548,True,100,-41.123367,9620.574
,-94.61757,-1,2466.566661596298,86.07302,1.075763,-148.27417,0.00019648125,12.110922,0.52707106,0.7412069,53.656616,33.583992,0.005270711,[ 0.838  1.195 -0.388],76,7600,0.019648125,4.3927093,0.007412068,18.618082,2893209,-94.61755882784725,0.8603138,-68.26624,134.18,-62.20115,0.043927092,0.8603138,-99.560036,8.2570095,True,100,-51.066067,7577.8896
,-101.62518,-1,2479.317438364029,130.06613,1.0591434,-192.30464,2.0465364e-05,11.746334,0.53471714,0.8810907,90.67945,26.91685,0.005347171,[ 0.758  1.138 -0.343],77,7700,0.0020465364,5.4936934,0.008810907,21.93961,2907640,-101.62518758639693,0.86241704,-76.60967,144.31,-62.23851,0.05493693,0.86241704,-108.03535,8.513294,True,100,-54.640194,18507.963
,-111.13309,-1,2493.6273617744446,117.75346,0.9712361,-181.90752,7.2384535e-07,19.924444,0.64887357,1.1010743,70.77442,25.776697,0.006488735,[ 0.873  1.062 -0.36 ],78,7800,7.238454e-05,6.4827204,0.011010743,22.107933,2923411,-111.13309066444636,0.8657947,-91.6451,157.71,-64.15405,0.064827204,0.8657947,-117.19666,5.0189605,True,100,-64.5792,24093.318
,-101.522,-1,2505.247281074524,130.9958,0.9132298,-194.36195,2.8102946e-05,3.6320274,0.8636768,1.1418647,92.83996,36.390884,0.008636767,[ 0.947  1.101 -0.448],79,7900,0.0028102947,6.3745575,0.011418646,23.398289,2937850,-101.52199840903282,0.8591061,-95.5601,144.39,-63.366146,0.06374557,0.8591061,-108.00073,27.532831,True,100,-83.213005,43381.383
,-106.58834,-1,2519.7175920009613,112.42826,0.9060723,-176.7984,0.00040666014,2.290449,0.95721847,0.90228474,70.21006,52.95164,0.009572185,[ 0.863  1.085 -0.506],80,8000,0.040666014,5.208966,0.009022847,22.140541,2952944,-106.58834117412567,0.86583513,-107.18208,150.94,-64.37014,0.052089658,0.86583513,-112.48162,43.659565,True,100,-98.26306,34281.89
,-95.763405,-1,2531.4783318042755,111.19909,0.94127905,-173.33145,7.070924e-05,9.610412,0.74178535,1.0811578,77.56805,32.00687,0.007417854,[ 0.772  1.118 -0.513],81,8100,0.007070924,6.2290554,0.0108115785,20.229357,2966502,-95.76340057745576,0.8630494,-89.311905,135.58,-62.132362,0.062290553,0.8630494,-101.541115,10.405381,True,100,-71.400604,23863.957
,-107.68471,-1,2545.596168279648,113.84864,0.8741281,-176.98337,1.7504042e-06,22.643799,0.55383086,0.9615941,69.29865,24.9091,0.0055383085,[ 0.776  1.061 -0.478],82,8200,0.00017504042,5.64915,0.009615941,22.64855,2981794,-107.68471292540431,0.86372334,-85.53461,152.92,-63.134727,0.056491498,0.86372334,-113.58416,4.41622,True,100,-57.4618,16081.514
,-107.912384,-1,2558.789232969284,145.37794,0.92657334,-208.09436,8.3491585e-05,8.812942,0.7124209,0.9523633,100.18198,35.880478,0.007124209,[ 0.775  1.001 -0.545],83,8300,0.008349159,7.218817,0.009523632,26.855562,2997113,-107.91238837942481,0.86582726,-91.10885,153.19,-62.716415,0.07218817,0.86582726,-114.84886,11.34695,True,100,-70.5168,35602.36
,-110.70316,-1,2573.0714077949524,108.32186,0.95673007,-180.50053,0.00017137277,10.12628,0.661526,1.0504194,69.797386,28.398272,0.0066152606,[ 0.625  1.003 -0.492],84,8400,0.017137278,7.5976915,0.010504195,24.114344,3012694,-110.70315584897995,0.8597509,-90.293274,155.81,-72.17867,0.075976916,0.8597509,-116.71984,9.875295,True,100,-71.14709,19862.852
,-114.10065,-1,2587.3059532642365,169.40993,0.94081706,-242.4499,2.2337947e-05,12.394894,0.673103,0.95945823,128.34926,32.983288,0.006731029,[ 0.431  0.987 -0.462],85,8500,0.0022337947,5.1575575,0.009594582,26.801817,3028785,-114.10064510926604,0.85975003,-108.620636,160.91,-73.03998,0.051575575,0.85975003,-122.182304,8.067839,True,100,-80.16802,43612.055
,-121.21724,-1,2603.0998532772064,133.58484,0.99095064,-206.05789,0.00017574638,7.4172015,0.7308998,1.108322,84.84065,30.30846,0.007308998,[ 0.468  0.92  -0.478],86,8600,0.017574638,6.1832113,0.011083218,27.68093,3045799,-121.2172330248356,0.85662365,-103.44358,170.14,-72.47306,0.06183211,0.85662365,-128.08583,13.482174,True,100,-84.737274,34274.54
,-118.38062,-1,2617.554518699646,109.91947,1.0567017,-183.47627,0.00019765008,11.119031,0.64606935,0.8110841,65.09565,38.818924,0.006460694,[ 0.438  0.96  -0.428],87,8700,0.019765008,5.152086,0.008110841,24.629635,3062405,-118.38062657877803,0.86249185,-95.10219,166.06,-73.5568,0.051520858,0.86249185,-124.4965,8.993589,True,100,-74.70867,17491.008
,-112.84316,-1,2631.127583026886,103.051575,1.0329739,-173.5844,3.6685167e-05,22.851057,0.5828423,1.1030873,60.74124,21.824839,0.0058284234,[ 0.4    0.993 -0.362],88,8800,0.0036685169,7.18424,0.011030872,23.058453,3078386,-112.84315646544098,0.8607118,-96.194534,159.81,-70.53282,0.071842395,0.8607118,-118.629295,4.3761654,True,100,-68.53515,16106.392
,-132.02788,-1,2647.989222049713,131.00021,0.9447022,-216.61827,7.777716e-06,14.394634,0.67759603,1.2754011,84.5904,22.012648,0.0067759617,[ 0.45   0.913 -0.386],89,8900,0.0007777716,8.724988,0.012754011,26.408714,3096862,-132.02787311181427,0.85193074,-110.07447,184.76,-85.618065,0.087249875,0.85193074,-139.24849,6.947033,True,100,-82.67929,40734.26
,-124.01209,-1,2664.4921338558197,121.59316,0.93110734,-195.90753,2.9317976e-05,15.331555,0.7167739,1.0602254,71.89545,31.368387,0.0071677393,[ 0.466  0.899 -0.474],90,9000,0.0029317976,7.414093,0.010602253,27.5538,3114332,-124.01208126217126,0.86906475,-107.016045,174.7,-74.31437,0.07414093,0.86906475,-130.54234,6.5224953,True,100,-81.4465,29672.219
,-114.79489,-1,2678.872359752655,127.288704,0.83927065,-190.5083,1.4771346e-06,13.760115,0.7174171,1.0959715,75.71341,29.996214,0.007174171,[ 0.474  0.964 -0.488],91,9100,0.00014771346,6.0102334,0.010959716,25.883797,3130501,-114.79488721191883,0.8637132,-97.8461,161.69,-63.219597,0.060102332,0.8637132,-121.14516,7.267381,True,100,-74.289986,29037.672
,-109.01338,-1,2694.506000518799,146.39577,0.7427759,-208.00223,1.1161099e-05,12.67001,0.5274281,0.86116505,98.98884,27.278318,0.005274281,[ 0.52   0.976 -0.58 ],92,9200,0.0011161099,5.0159492,0.00861165,22.774603,3145866,-109.01338607177138,0.85530865,-78.02369,153.65,-61.60646,0.05015949,0.85530865,-115.94679,7.892654,True,100,-53.344254,20916.996
,-103.91191,-1,2707.2156076431274,113.10672,0.6501232,-175.33026,3.250891e-06,19.255713,0.5984601,1.2405256,71.41836,18.879465,0.0059846006,[ 0.528  0.971 -0.676],93,9300,0.00032508912,8.801245,0.012405255,21.053211,3160521,-103.91190846577287,0.8657768,-86.94685,146.55,-62.223545,0.08801244,0.8657768,-109.756256,5.193264,True,100,-61.301105,21404.234
,-108.775246,-1,2721.9803009033203,129.08182,0.7152644,-193.14067,0.00028478273,7.136533,0.7691543,0.8994369,84.36543,42.239365,0.007691543,[ 0.527  0.939 -0.769],94,9400,0.028478274,4.306418,0.008994369,25.054905,3175913,-108.77524087965489,0.858148,-97.6319,153.92,-64.05886,0.043064177,0.858148,-115.21326,14.012406,True,100,-80.433174,29183.148
,-110.42135,-1,2734.9239654541016,108.24271,0.75689155,-171.64151,0.00014356017,14.191803,0.62427306,0.8389087,61.220158,35.6399,0.00624273,[ 0.47   0.93  -0.704],95,9500,0.014356018,4.7047367,0.008389087,22.92481,3191559,-110.42135341137647,0.86136746,-86.11003,156.46,-63.398808,0.047047365,0.86136746,-116.14273,7.046321,True,100,-64.55643,16343.863
,-108.56248,-1,2747.162634372711,108.09866,0.6866169,-180.32732,8.641874e-05,12.153542,0.6329551,1.0767759,71.76485,25.680254,0.006329551,[ 0.429  0.976 -0.662],96,9600,0.008641874,5.643205,0.010767759,24.274862,3206794,-108.5624724367261,0.8579184,-79.81143,152.35,-72.22865,0.05643205,0.8579184,-114.57338,8.228054,True,100,-58.856236,24296.13
,-97.40147,-1,2758.3495535850525,107.82737,0.6607112,-158.94946,3.3636876e-05,7.7142515,0.79577804,1.4079884,61.547993,24.210121,0.007957781,[ 0.419  1.016 -0.732],97,9700,0.0033636875,7.898509,0.014079884,21.204529,3220542,-97.40146856248379,0.8580048,-87.46958,137.48,-51.122093,0.07898509,0.8580048,-102.69978,12.96302,True,100,-72.75375,27844.105
,-93.19178,-1,2771.2138361930847,103.112076,0.6408081,-164.50655,0.00010446481,11.719253,0.6617924,1.0098532,71.314766,30.04372,0.0066179247,[ 0.407  1.065 -0.758],98,9800,0.010446481,4.9622135,0.010098531,20.848244,3233781,-93.19177718535066,0.8592724,-77.05555,132.39,-61.394466,0.049622133,0.8592724,-98.67533,8.532968,True,100,-58.28349,18693.615
,-88.59943,-1,2783.9501461982727,83.64975,0.56868684,-144.8711,4.767851e-06,23.245996,0.50147367,0.8155349,56.271675,27.436533,0.0050147367,[ 0.268  1.108 -0.778],99,9900,0.00047678512,4.6120105,0.008155349,18.430742,3246305,-88.59942302927375,0.85749483,-66.987015,125.24,-61.221344,0.046120103,0.85749483,-93.42847,4.301816,True,100,-43.704247,7752.299
,-95.416954,-1,2797.5380449295044,133.47513,0.47161007,-184.00348,9.755274e-06,14.723528,0.57651377,1.1301525,88.586525,20.648945,0.0057651377,[ 0.259  1.057 -0.85 ],100,10000,0.0009755274,7.4024534,0.011301525,24.330885,3259703,-95.41695518702268,0.86280954,-77.17216,133.98,-50.52835,0.074024536,0.86280954,-101.5504,6.7918506,True,100,-53.637344,21086.107
,-94.13638,-1,2811.2019369602203,115.09393,0.45178157,-174.9909,4.1677813e-05,11.188673,0.53868526,0.8795786,80.854515,27.276821,0.0053868527,[ 0.23   1.08  -0.947],101,10100,0.004167781,6.059609,0.008795786,23.380342,3272980,-94.13639269381761,0.8612324,-72.436714,132.77,-59.896973,0.06059609,0.8612324,-99.96942,8.937611,True,100,-52.925533,13069.93
,-92.773094,-1,2823.5131940841675,106.60657,0.52271414,-167.65158,0.00019022312,9.584484,0.7057943,0.80278635,74.87849,43.59711,0.007057943,[ 0.391  1.065 -0.967],102,10200,0.019022312,3.9638767,0.008027864,21.280195,3286116,-92.77309410914779,0.85617745,-81.7236,131.36,-61.045017,0.039638765,0.85617745,-98.36147,10.43353,True,100,-64.42262,18531.82
,-91.951416,-1,2836.462176322937,126.36856,0.4180721,-177.05905,2.7985934e-07,16.11745,0.5954948,1.0853437,85.10763,23.138292,0.0059549483,[ 0.466  1.066 -0.896],103,10300,2.7985934e-05,6.2793207,0.010853437,20.80114,3299095,-91.95141559123994,0.8658589,-77.18871,129.79,-50.69049,0.0627932,0.8658589,-97.853386,6.2044554,True,100,-53.494347,20903.79
,-94.108986,-1,2849.0470275878906,161.50168,0.34684843,-223.26575,4.715795e-05,11.734441,0.6426658,1.0924059,129.15675,25.711344,0.006426658,[ 0.504  1.05  -1.001],104,10400,0.004715795,8.288633,0.010924059,23.544844,3312405,-94.10899333044887,0.86071813,-84.42638,133.1,-61.764072,0.08288633,0.86071813,-101.551186,8.521923,True,100,-58.932728,43417.363
,-92.23235,-1,2860.7083220481873,180.04779,0.39080828,-232.29025,0.00025062935,7.3427553,0.6912632,0.9436063,140.0579,34.924107,0.0069126314,[ 0.402  1.038 -1.072],105,10500,0.025062937,6.7790394,0.0094360635,26.425112,3325418,-92.23235459387303,0.86724186,-83.13823,130.13,-52.24247,0.06779039,0.86724186,-99.975365,13.618866,True,100,-62.156597,43418.746
,-92.44216,-1,2873.4196939468384,130.63637,0.371839,-191.35515,0.0018259115,1.4892033,0.9705044,0.8251587,98.91299,58.041573,0.009705044,[ 0.458  1.06  -1.028],106,10600,0.18259116,7.1889906,0.008251587,23.721699,3338473,-92.44215841591358,0.8649292,-93.624245,130.55,-60.71878,0.07188991,0.8649292,-98.820656,67.149994,True,100,-85.84037,43806.03
,-92.09064,-1,2884.8288650512695,119.68017,0.36725196,-172.34834,7.358238e-05,11.347864,0.6583702,1.0256908,80.257706,29.178957,0.0065837014,[ 0.444  1.076 -1.047],107,10700,0.0073582376,6.966524,0.010256907,23.32344,3351415,-92.0906370139122,0.8616257,-75.34354,129.42,-52.668175,0.06966524,0.8616257,-97.83558,8.812231,True,100,-55.990776,22215.975
,-85.681076,-1,2895.391425848007,79.68493,0.44632804,-140.86066,6.9342226e-05,11.070087,0.65603197,0.83395535,55.17958,38.22661,0.00656032,[ 0.427  1.117 -1.052],108,10800,0.0069342228,4.6667347,0.008339554,18.443848,3363607,-85.6810728289187,0.85779285,-70.74434,121.92,-61.175728,0.046667345,0.85779285,-90.376434,9.033352,True,100,-55.12207,11396.68
,-86.83518,-1,2907.1687364578247,94.82227,0.34659106,-155.53046,4.118194e-06,18.109592,0.54731584,1.0536156,68.69527,21.250128,0.0054731583,[ 0.478  1.126 -0.973],109,10900,0.00041181938,6.3234563,0.010536156,18.194448,3375953,-86.83519144371152,0.86519253,-66.48888,123.46,-60.708183,0.06323456,0.86519253,-92.01954,5.5219355,True,100,-44.42669,14493.698
,-85.45035,-1,2918.0597121715546,92.55093,0.3529019,-144.03644,8.31858e-05,13.986859,0.51827854,0.8916537,58.586082,25.25364,0.0051827854,[ 0.381  1.125 -1.072],110,11000,0.00831858,7.3747406,0.008916537,16.902184,3388139,-85.45034983843566,0.8622352,-62.95617,121.86,-51.48551,0.073747404,0.8622352,-90.251564,7.149568,True,100,-45.0001,8150.507
,-88.21648,-1,2928.643939971924,120.086205,0.39746407,-171.92502,0.00018050848,9.100744,0.65547377,0.8773965,83.70854,35.819626,0.0065547377,[ 0.387  1.084 -1.066],111,11100,0.018050848,5.830356,0.008773966,20.908125,3400607,-88.21647540166974,0.8646833,-70.83295,124.68,-51.838814,0.05830356,0.8646833,-93.94731,10.988112,True,100,-53.54449,20676.045
,-85.28742,-1,2940.4120588302612,133.63611,0.43197402,-186.04153,0.0002537568,10.620536,0.59094477,0.63496387,100.75412,46.4139,0.0059094476,[ 0.365  1.116 -1.021],112,11200,0.025375681,3.7274528,0.0063496386,22.988312,3412749,-85.28741684779524,0.8674671,-68.491974,121.42,-52.405426,0.03727453,0.8674671,-91.4888,9.415721,True,100,-48.28218,17093.291
,-87.26765,-1,2951.600550174713,110.880394,0.5120758,-162.79419,0.0005062262,9.661993,0.62713224,0.75934166,75.52655,40.550274,0.006271322,[ 0.386  1.152 -0.987],113,11300,0.050622623,3.666641,0.007593416,20.186647,3425118,-87.26764349594713,0.8629037,-70.12727,123.69,-51.913795,0.03666641,0.8629037,-92.694115,10.349832,True,100,-53.259758,14612.539
,-86.521545,-1,2964.1850950717926,106.78963,0.44415545,-158.56839,3.830442e-06,10.786182,0.6795902,1.1397047,72.046844,26.229597,0.006795902,[ 0.436  1.148 -0.907],114,11400,0.00038304421,5.759014,0.011397047,20.176294,3437396,-86.52154761865735,0.8625771,-70.30771,122.78,-51.778763,0.05759014,0.8625771,-91.80715,9.271121,True,100,-52.94853,21751.146
,-85.95224,-1,2974.776235103607,105.17143,0.36657378,-158.57513,8.598234e-06,16.551384,0.6706971,1.100685,72.622894,27.076578,0.0067069717,[ 0.469  1.182 -0.975],115,11500,0.0008598234,4.796465,0.011006851,21.032679,3449555,-85.952240973562,0.86615276,-74.96033,121.59,-53.403706,0.047964647,0.86615276,-91.238075,6.041791,True,100,-53.45574,20159.533
,-83.17171,-1,2985.013895511627,88.476906,0.3650175,-139.61145,3.0285562e-05,10.546009,0.64101624,0.8547644,56.439743,35.9959,0.0064101624,[ 0.484  1.145 -1.052],116,11600,0.0030285562,4.8667927,0.008547644,18.245872,3461385,-83.17171262875199,0.8651085,-67.793015,118.3,-51.134544,0.048667926,0.8651085,-87.825424,9.48226,True,100,-52.680252,10871.5
,-85.06655,-1,2995.590193271637,111.88309,0.3206939,-162.87282,0.00015381319,3.1693485,0.8566311,1.1425127,77.80627,35.986366,0.008566311,[ 0.344  1.166 -1.054],117,11700,0.015381319,7.450909,0.011425126,20.52152,3473425,-85.06655126973986,0.8592838,-79.64215,120.4,-50.98973,0.07450909,0.8592838,-90.495636,31.552227,True,100,-69.97691,28358.896
,-86.7803,-1,3007.58056473732,98.86066,0.23011363,-149.91777,5.6016993e-06,18.734299,0.47305396,0.82723767,63.137466,24.642605,0.00473054,[ 0.35   1.189 -1.098],118,11800,0.0005601699,4.7217937,0.008272376,19.527899,3485640,-86.78029863759875,0.85922873,-63.459908,122.15,-51.057114,0.047217935,0.85922873,-91.77756,5.3378034,True,100,-41.830204,8298.531
,-85.777336,-1,3019.0350420475006,90.632645,0.14980513,-142.0036,9.5143685e-07,18.193115,0.5043714,0.9484249,56.22627,22.046146,0.005043715,[ 0.398  1.16  -1.189],119,11900,9.514369e-05,6.024997,0.009484248,22.656443,3497739,-85.7773285458982,0.8646537,-59.114246,120.99,-51.37096,0.06024997,0.8646537,-90.51078,5.496585,True,100,-38.924465,9280.308
,-81.67416,-1,3030.1070930957794,67.35455,0.19068035,-119.45671,8.290548e-05,14.471196,0.54337525,0.6294539,37.782555,42.699917,0.0054337527,[ 0.367  1.191 -1.269],120,12000,0.008290548,3.6339445,0.006294538,16.532394,3509415,-81.67415792152286,0.85721505,-60.76436,116.76,-52.102158,0.036339443,0.85721505,-85.656044,6.910279,True,100,-45.61684,4818.3223
,-84.920235,-1,3040.507261991501,110.19888,0.112930976,-161.2615,1.3963333e-05,9.579083,0.5405188,0.75169647,76.34127,34.0828,0.005405188,[ 0.413  1.161 -1.228],121,12100,0.0013963333,5.11721,0.0075169643,20.267015,3521468,-84.92023461520672,0.86777157,-62.62321,120.53,-51.06262,0.051172096,0.86777157,-90.295616,10.439412,True,100,-45.986347,10533.761
,-82.574715,-1,3052.410495042801,101.458626,0.16940168,-152.87138,0.00032196805,5.7463613,0.7921198,1.504253,70.29666,21.709469,0.007921199,[ 0.499  1.157 -1.306],122,12200,0.032196805,14.159433,0.015042529,19.31701,3533160,-82.57471741914749,0.86568964,-75.54737,116.92,-51.412758,0.14159434,0.86568964,-87.670425,17.402317,True,100,-63.33215,29248.873
,-83.56236,-1,3065.3452639579773,97.339645,0.22288969,-149.5278,0.00014053068,9.882266,0.6708685,0.9600741,65.96544,32.808155,0.0067086862,[ 0.456  1.144 -1.25 ],123,12300,0.014053068,6.6306124,0.009600741,17.294811,3545130,-83.562364962399,0.8591416,-70.38985,119.7,-52.18816,0.06630612,0.8591416,-88.54663,10.119137,True,100,-54.721287,15420.74
,-89.909355,-1,3077.052869796753,106.518616,0.22181809,-167.67029,1.4957552e-05,12.325656,0.66041654,0.7608455,77.76094,42.968925,0.0066041653,[ 0.408  1.125 -1.196],124,12400,0.0014957552,3.3787093,0.007608455,24.805481,3557824,-89.90935533329845,0.8581323,-74.91994,126.94,-61.15167,0.033787094,0.8581323,-95.49837,8.113158,True,100,-55.298088,17393.516
,-86.23668,-1,3088.978682756424,89.87325,0.20475774,-141.23605,0.00085886824,1.6134486,0.92482954,0.84002244,54.99937,54.79427,0.009248295,[ 0.381  1.161 -1.197],125,12500,0.08588683,6.4079494,0.008400225,18.674482,3570042,-86.23668128669262,0.8683751,-84.13459,122.18,-51.3628,0.06407949,0.8683751,-90.94455,61.979042,True,100,-78.15458,19531.352
,-84.04455,-1,3100.5018141269684,102.40294,0.2633057,-152.55428,6.202891e-05,12.181029,0.6200575,0.7719253,68.50972,39.21816,0.0062005757,[ 0.404  1.174 -1.214],126,12600,0.0062028905,4.7535524,0.0077192527,21.011274,3581950,-84.04455583259464,0.8588901,-70.35277,119.08,-50.151337,0.047535524,0.8588901,-89.1297,8.209487,True,100,-52.604942,11784.131
,-88.06341,-1,3112.771870613098,96.576744,0.2562751,-149.08447,5.59394e-05,9.728247,0.65461624,1.2242272,61.021065,22.23486,0.0065461616,[ 0.46   1.15  -1.156],127,12700,0.00559394,8.059938,0.0122422725,22.12417,3594500,-88.06340791493655,0.86981684,-70.535904,125.5,-52.50773,0.08059938,0.86981684,-93.03289,10.279345,True,100,-55.03602,17766.24
,-81.24556,-1,3123.8140037059784,86.13316,0.23511149,-137.2333,3.1074185e-05,13.378407,0.5632466,0.7489995,55.987743,36.12273,0.0056324657,[ 0.502  1.181 -1.163],128,12800,0.0031074185,3.5294251,0.007489995,17.18781,3606124,-81.24556097984313,0.86456114,-61.139656,116.24,-51.100143,0.03529425,0.86456114,-85.82001,7.474732,True,100,-44.40794,8179.306
,-87.09169,-1,3135.256742477417,92.282486,0.17819203,-144.41971,4.4165066e-05,6.3654213,0.7067233,1.1923574,57.328007,25.997524,0.007067232,[ 0.553  1.144 -1.184],129,12900,0.0044165067,8.795109,0.011923575,20.218216,3618493,-87.09169825479388,0.8631294,-75.008026,123.69,-52.137222,0.08795109,0.8631294,-91.90568,15.709879,True,100,-62.862427,14306.099
,-86.75262,-1,3146.9569566249847,119.4511,0.17325512,-171.66006,7.292458e-05,12.279943,0.5576096,0.9824009,84.90745,24.366678,0.005576096,[ 0.544  1.17  -1.241],130,13000,0.007292458,7.975342,0.009824009,21.541857,3630794,-86.75261328354478,0.8691504,-68.65506,123.01,-52.20896,0.079753414,0.8691504,-92.47461,8.14336,True,100,-48.60359,16701.334
,-85.29006,-1,3159.019119977951,109.910385,0.082191706,-162.51297,9.041111e-06,12.983923,0.36592078,0.52375233,77.222916,32.800888,0.0036592078,[ 0.532  1.136 -1.246],131,13100,0.00090411113,2.4384136,0.0052375235,20.533676,3642851,-85.29005402684211,0.8642547,-49.032623,120.57,-52.602585,0.024384135,0.8642547,-90.70715,7.7018323,True,100,-29.513075,5624.9907
,-90.93582,-1,3170.264778137207,110.61943,0.10986542,-163.76453,0.0012439635,2.0416317,0.82757837,0.72859085,72.828705,56.33535,0.008275783,[ 0.562  1.116 -1.337],132,13200,0.124396354,5.5760045,0.0072859083,21.837713,3655645,-90.93582383200527,0.8646983,-82.22091,127.94,-53.145096,0.055760045,0.8646983,-96.39464,48.98043,True,100,-74.42104,22335.146
,-86.58912,-1,3181.4337027072906,140.96735,0.18602629,-203.01132,0.00023375309,7.345023,0.609445,0.5867275,116.422195,51.898483,0.00609445,[ 0.511  1.115 -1.309],133,13300,0.02337531,2.4638913,0.0058672754,24.359589,3667943,-86.58912454485893,0.86223525,-67.715515,122.98,-62.043972,0.024638912,0.86223525,-93.35617,13.614661,True,100,-49.37567,21227.795
,-88.0929,-1,3191.952535867691,94.298225,0.15677638,-156.7772,0.000102181075,3.5961754,0.78278023,1.4150578,68.68432,23.430735,0.007827803,[ 0.487  1.111 -1.233],134,13400,0.010218108,12.705095,0.014150578,20.54106,3680484,-88.09289251893759,0.8577697,-74.71777,125.41,-62.47898,0.12705095,0.8577697,-93.318794,27.80732,True,100,-64.80758,26936.873
,-85.77524,-1,3202.29972243309,135.86981,0.16172746,-197.45085,0.00015875312,7.902124,0.654898,0.872306,111.67563,36.04708,0.00654898,[ 0.516  1.132 -1.262],135,13500,0.015875312,4.778745,0.00872306,22.174105,3692700,-85.7752327901125,0.86175513,-72.102554,122.16,-61.581047,0.04778745,0.86175513,-92.356926,12.654825,True,100,-53.60094,27874.268
,-85.03203,-1,3212.515312194824,126.80437,0.1498103,-178.81015,0.0002927414,4.446979,0.7847762,1.5364114,93.77812,20.691666,0.007847764,[ 0.407  1.129 -1.257],136,13600,0.029274141,14.316841,0.015364112,20.931765,3704765,-85.03203389599919,0.8689604,-76.56614,120.65,-52.005783,0.1431684,0.8689604,-90.99237,22.487175,True,100,-63.99706,49869.254
,-81.621,-1,3224.094449520111,78.873,0.1529906,-130.3731,0.00010534059,10.43917,0.8120389,1.2995609,48.75209,28.0806,0.00812039,[ 0.379  1.105 -1.269],137,13700,0.010534059,6.5962524,0.012995609,16.15844,3716496,-81.6210069577396,0.8556992,-78.571686,117.31,-51.50009,0.06596252,0.8556992,-85.96678,9.579306,True,100,-64.53063,16324.797
,-85.7606,-1,3235.9825899600983,154.89655,0.0919446,-207.49747,0.00012302291,6.0293913,0.7805672,1.3410381,121.73686,25.306028,0.0078056725,[ 0.375  1.137 -1.266],138,13800,0.012302292,9.531085,0.013410379,22.99143,3728610,-85.7606020873785,0.8690172,-83.233406,121.14,-52.600914,0.095310844,0.8690172,-92.67718,16.585423,True,100,-66.24986,57351.566
