MinIWNorm,OptimizationReturnMean,ReturnStepMaxmin,MeanEntropy,Bound,MeanIW,OptimizationReturnMax,InitialReturnStd,InitialReturnMean,MinIW,StdIWNorm,ReturnMeanIW,TimestepsSoFar,EmpiricalD2,MaxIW,EpThisIter,InitialReturnMin,MeanIWNorm,EpLenMean,ReturnStepMax,EpisodesSoFar,MaxIWNorm,ESSRenyi,TimeElapsed,Iteration,StdIW,OptimizationReturnMin,InitialReturnMax,LearnableVariance,ESSClassic,InitialBound,VarianceInit,J_sample_variance,EpRewMean,Weights
5.149014e-05,1.6152735,0.8421657,1.4665084,-340.9546,0.6016274,4.866394,1.0329072,-414.37094,0.0051490143,0.01106977,-248.89545,50000,44.077652,5.97046,100,-415.98624,0.0060162735,500.0,0.8421657,100,0.059704598,2.2687235,32.393733739852905,1,1.1069771,,-411.11984,True,22.802446,-428.23718,-1,63277.668,-414.37096527695655,[0. 0. 0.]
0.0013439865,2.9116385,0.8441098,1.4834397,-392.40558,0.9070645,10.412018,1.8005872,-413.06613,0.13439865,0.0075212806,-374.98523,100000,1.5783992,4.737801,100,-415.97772,0.009070645,500.0,0.8441098,200,0.04737801,63.355328,68.18281507492065,2,0.75212806,,-405.5657,True,59.257343,-426.93204,-1,143812.3,-413.06608460739255,[0.027 0.14  0.048]
6.0009547e-06,2.4542217,0.84335536,1.43244,-359.62616,0.75329435,8.8151245,1.5673771,-413.5967,0.0006000955,0.020701518,-311.06638,150000,12.26036,17.904306,100,-416.0509,0.007532943,500.0,0.84335536,300,0.17904305,8.156367,105.55613088607788,3,2.0701518,,-407.23578,True,11.692863,-427.46506,-1,99303.85,-413.59667969062923,[0.19  0.107 0.064]
0.0002753755,3.0669317,0.84652,1.43628,-190.28818,0.2829693,7.3730774,1.4976263,-413.13745,0.027537549,0.0033577362,-116.59424,200000,28.215822,2.4004624,100,-416.20435,0.002829693,500.0,0.84652,400,0.024004623,3.5441108,141.56473302841187,4,0.33577365,,-408.83127,True,41.527573,-427.0109,-1,14015.064,-413.1374111533165,[0.155 0.158 0.014]
2.235247e-06,6.3359895,0.8468878,1.3730605,-309.11307,0.5517563,17.798096,3.560648,-408.56638,0.0002235247,0.011272095,-225.23819,250000,36.780235,7.754622,100,-414.90234,0.0055175633,500.0,0.8468878,500,0.07754622,2.7188516,182.24171018600464,5,1.1272095,,-397.10425,True,19.32876,-422.39642,-1,53008.535,-408.5663590608537,[0.145 0.354 0.017]
0.000103782375,7.3283277,0.84678924,1.4212216,-300.4602,0.5578427,16.952362,3.6036773,-407.476,0.010378238,0.01014863,-228.07516,300000,27.406494,7.2810097,100,-414.80435,0.0055784266,500.0,0.84678924,600,0.0728101,3.6487703,222.64290285110474,6,1.0148629,,-397.852,True,23.203363,-421.30283,-1,54131.914,-407.47602317482233,[ 0.066  0.366 -0.046]
4.3609896e-05,6.294357,0.84691936,1.4516593,-361.52686,0.77216893,14.914154,3.3371089,-409.34863,0.0043609897,0.011126425,-317.79678,350000,9.9623575,6.8542643,100,-415.643,0.0077216886,500.0,0.84691936,700,0.068542644,10.037785,266.8450200557709,7,1.1126425,,-400.72885,True,32.506763,-423.20343,-1,104063.03,-409.34865191310644,[0.072 0.307 0.002]
6.4132576e-07,3.8918252,0.84684265,1.3874475,-308.08636,0.5198849,12.091034,2.3310819,-411.8641,6.4132575e-05,0.009841826,-213.87839,400000,46.210537,4.956695,100,-415.75592,0.0051988484,500.0,0.84684265,800,0.04956695,2.1640086,308.20952558517456,8,0.9841826,,-403.6649,True,21.816227,-425.72263,-1,47226.64,-411.8640974275768,[-0.003  0.221  0.033]
0.00024261548,4.393259,0.84684736,1.4128553,-249.65016,0.45243332,11.780548,2.4496505,-411.20648,0.02426155,0.008902306,-184.91664,450000,21.834862,6.5989714,100,-415.59976,0.0045243334,500.0,0.84684736,900,0.06598971,4.579832,348.3667812347412,9,0.89023054,,-403.8192,True,20.526936,-425.0598,-1,35775.066,-411.2064993797243,[-0.026  0.267 -0.032]
0.00022780849,8.230093,0.84848344,1.4339635,-246.24335,0.41765767,18.0831,3.941541,-407.50235,0.022780849,0.0055453395,-168.99731,500000,31.071846,2.482993,100,-415.73242,0.004176576,500.0,0.84848344,1000,0.024829928,3.2183475,389.00700068473816,10,0.55453396,,-397.64932,True,36.19451,-421.3601,-1,30514.805,-407.50233091771605,[-0.162  0.396 -0.006]
1.4673885e-05,10.239131,0.85021394,1.3925637,-261.52377,0.4254379,24.589966,5.4529023,-400.18442,0.0014673885,0.01043601,-167.14612,550000,47.59007,6.9877214,100,-410.42355,0.0042543793,500.0,0.85021394,1100,0.069877215,2.1012788,426.16386699676514,11,1.043601,,-385.8336,True,14.250638,-413.86523,-1,31329.705,-400.1844214476645,[-0.17   0.514  0.015]
4.4234617e-05,18.007483,0.85441315,1.4450138,-340.2904,0.67561173,54.840515,8.911399,-389.68777,0.004423462,0.013130698,-266.2898,600000,29.651167,9.050033,100,-407.69525,0.0067561166,500.0,0.85441315,1200,0.090500325,3.3725486,466.02401638031006,12,1.3130699,,-352.85474,True,20.93233,-403.27762,-1,76834.125,-389.68776998549697,[-0.147  0.605 -0.026]
5.04146e-05,14.552174,0.8518509,1.4394426,-256.5421,0.43888772,37.453186,6.7028937,-394.41382,0.00504146,0.007529409,-170.19643,650000,40.11894,3.9753768,100,-408.96597,0.0043888767,500.0,0.8518509,1300,0.03975377,2.4925883,506.1264605522156,13,0.75294095,,-371.5128,True,25.360321,-408.046,-1,32898.027,-394.41379902884364,[-0.081  0.583  0.026]
5.023031e-06,34.9545,0.8606217,1.4072922,-248.73602,0.45198548,204.28688,36.700123,-369.94586,0.0005023031,0.0077228085,-173.78831,698885,30.836342,3.914616,100,-404.90036,0.004519855,488.85,0.8606217,1400,0.03914616,3.2429268,547.8732678890228,14,0.7722809,,-200.61348,True,25.513758,-383.44257,-1,34099.504,-369.9458626434207,[-0.08   0.683  0.02 ]
3.8441784e-05,20.317314,0.8520944,1.4610184,-323.4138,0.6441259,69.84778,10.118965,-389.73605,0.0038441785,0.009877103,-252.44421,748885,26.959152,4.90107,100,-410.05334,0.006441259,500.0,0.8520944,1500,0.0490107,3.7093155,586.760703086853,15,0.98771036,,-340.20557,True,29.838705,-403.4045,-1,70908.56,-389.73602904811503,[-0.1    0.613 -0.012]
3.1228265e-05,19.811256,0.8533773,1.5137419,-292.9283,0.58300155,54.599762,9.576881,-389.80804,0.0031228266,0.0126659395,-228.20113,798885,22.472698,9.54581,100,-409.6193,0.0058300155,500.0,0.8533773,1600,0.0954581,4.449844,629.1270318031311,16,1.2665939,,-355.01953,True,17.482738,-403.46204,-1,58176.363,-389.80803744852545,[-0.146  0.616  0.042]
1.8813888e-06,13.916078,0.8522441,1.4557304,-214.38255,0.34573463,34.77368,6.630075,-392.49814,0.00018813889,0.0064678453,-136.43132,848885,33.109356,4.4096546,100,-406.4142,0.0034573465,500.0,0.8522441,1700,0.044096544,3.0202944,670.8862013816833,17,0.64678454,,-371.64053,True,22.223598,-406.04526,-1,20000.568,-392.4981329536438,[-0.152  0.618  0.095]
4.595847e-06,15.001699,0.85150105,1.3960398,-284.8026,0.48840058,38.674255,6.1911745,-394.2649,0.00045958467,0.010617138,-193.36191,898885,44.927155,6.153921,100,-409.26657,0.004884006,500.0,0.85150105,1800,0.06153921,2.2258253,709.1862349510193,18,1.0617138,,-370.59232,True,17.465233,-407.9071,-1,40597.49,-394.26486990183594,[-0.147  0.577  0.037]
6.076506e-06,13.034137,0.8510842,1.3352022,-277.21652,0.49059272,32.55609,6.281365,-396.8983,0.0006076506,0.01084145,-195.25157,948885,35.9811,6.9255867,100,-409.9324,0.0049059275,500.0,0.8510842,1900,0.069255866,2.779237,749.4619181156158,19,1.084145,,-377.3763,True,16.996641,-410.5627,-1,40997.98,-396.89826840817926,[-0.117  0.531 -0.023]
6.5492095e-05,16.107407,0.8513696,1.3401504,-221.65373,0.3618888,28.36554,5.640127,-398.0822,0.0065492094,0.005675345,-142.63933,998885,32.753414,3.8200836,100,-414.18964,0.0036188879,500.0,0.8513696,2000,0.038200837,3.0531168,790.4922263622284,20,0.56753457,,-385.8241,True,28.906506,-411.88855,-1,22895.373,-398.0822262531519,[-0.09   0.501 -0.084]
2.5437282e-06,14.314854,0.8510598,1.2768408,-221.63501,0.34865057,34.590576,7.8371053,-388.1344,0.00025437283,0.005867233,-133.61163,1048885,43.05427,3.5278473,100,-402.44928,0.0034865055,500.0,0.8510598,2100,0.035278473,2.32265,836.5398242473602,21,0.5867234,,-367.8587,True,26.096363,-401.5494,-1,20086.887,-388.1344288930297,[-0.106  0.594 -0.079]
0.0001228449,19.699892,0.85318315,1.3041506,-183.25958,0.3062207,89.42453,12.072076,-383.3832,0.012284489,0.0045453086,-115.36036,1098807,25.537766,2.6589022,100,-403.0831,0.003062207,499.22,0.85318315,2200,0.026589021,3.9157693,878.598991394043,22,0.4545309,,-313.65857,True,31.21859,-396.8193,-1,15731.6045,-383.3832087118924,[-0.116  0.615 -0.142]
