MeanIW,ReturnStepMaxmin,InitialReturnMin,OptimizationReturnMax,Weights,MinIW,EmpiricalD2,TimeElapsed,ESSClassic,MaxIW,Bound,J_sample_variance,MeanEntropy,InitialBound,Iteration,MaxIWNorm,EpRewMean,StdIW,EpisodesSoFar,ESSRenyi,MinIWNorm,InitialReturnMax,InitialReturnStd,TimestepsSoFar,EpLenMean,VarianceInit,OptimizationReturnMean,EpThisIter,MeanIWNorm,StdIWNorm,LearnableVariance,ReturnMeanIW,ReturnStepMax,InitialReturnMean,OptimizationReturnMin
0.54880315,0.84865934,-415.01007,15.834778,[-0.027  0.364  0.074],0.004203066,30.308691,721.9877026081085,18.12791,8.197654,-299.14417,52564.91,1.5417609,-423.01187,11,0.08197653,-409.1781901349127,1.1663011,1100,3.2993836,4.203066e-05,-399.1753,3.6274345,550000,500.0,-1,5.831878,100,0.0054880315,0.01166301,True,-222.98521,0.84865934,-409.1782,
0.41153926,0.84893906,-414.7572,19.174866,[-0.04   0.439  0.123],0.009530379,31.929688,797.8228907585144,32.47919,3.794256,-243.91167,29523.973,1.5474343,-420.13586,12,0.03794256,-406.3106267879903,0.59337264,1200,3.1318815,9.530379e-05,-395.58234,4.102037,600000,500.0,-1,8.446576,100,0.0041153925,0.0059337267,True,-165.79027,0.84893906,-406.31058,
0.46968502,0.8499359,-411.84875,32.13388,[-0.01   0.577  0.128],0.00028994516,53.50292,861.2097716331482,20.432394,6.98458,-288.04272,37925.13,1.4839381,-411.64938,13,0.069845796,-397.9210711079836,0.92686236,1300,1.8690569,2.8994516e-06,-379.71487,6.2181687,650000,500.0,-1,13.927682,100,0.0046968497,0.009268623,True,-187.62619,0.8499359,-397.92105,
0.5643158,0.8524434,-410.38583,26.838806,[0.027 0.534 0.065],0.00343138,35.77287,924.6416554450989,19.95328,9.58917,-306.98846,54433.96,1.5395607,-412.91168,14,0.0958917,-399.23216671928765,1.130282,1400,2.7954147,3.4313798e-05,-383.54703,5.931919,700000,500.0,-1,11.153667,100,0.0056431573,0.0113028195,True,-225.17061,0.8524434,-399.23215,
0.5367867,0.8496318,-414.82153,28.625702,[0.101 0.526 0.121],0.004327424,42.239357,995.741760969162,9.619997,13.87481,-301.82205,51665.023,1.4953741,-415.6634,15,0.1387481,-401.83599901139735,1.6453202,1500,2.3674603,4.3274238e-05,-386.19583,5.660229,750000,500.0,-1,12.985535,100,0.0053678667,0.016453203,True,-211.95537,0.8496318,-401.83597,
0.6840652,0.8528197,-406.18066,38.596893,[0.187 0.62  0.076],0.0024763646,15.491075,1072.3062314987183,29.629385,5.712875,-325.96924,78018.68,1.5056947,-405.33563,16,0.057128746,-391.79625322118403,1.0542215,1600,6.45533,2.4763645e-05,-367.58377,7.447004,800000,500.0,-1,14.384412,100,0.0068406523,0.010542215,True,-272.68008,0.8528197,-391.79626,
0.9957185,0.85265714,-411.92477,46.19565,[0.175 0.535 0.087],0.7017178,1.0214462,1127.578236579895,97.67025,1.596319,-411.59534,170013.11,1.50224,-413.71927,17,0.01596319,-399.9884426702559,0.15378293,1700,97.900406,0.007017178,-365.72913,6.352454,850000,500.0,-1,11.936332,100,0.009957185,0.0015378293,True,-397.71805,0.85265714,-399.98843,
0.3368962,0.85301906,-413.9483,30.618591,[0.162 0.54  0.083],0.0001993625,35.39094,1197.4893205165863,26.720161,3.478937,-216.89807,19730.37,1.4399525,-414.1376,18,0.03478937,-400.3393302287161,0.55791605,1800,2.8255818,1.993625e-06,-383.3297,5.8520784,900000,500.0,-1,13.608973,100,0.003368962,0.00557916,True,-134.81174,0.85301906,-400.33932,
0.4384873,0.8512871,-412.62476,28.957031,[0.144 0.518 0.021],0.0019952494,44.78496,1264.369307756424,18.326817,4.9369373,-265.63306,33378.64,1.3822457,-413.43082,19,0.049369372,-399.6766320294142,0.9256637,1900,2.2328923,1.9952493e-05,-383.66772,5.7915926,950000,500.0,-1,12.948126,100,0.004384873,0.009256637,True,-173.58806,0.8512871,-399.67664,
0.40426558,0.8513417,-413.02112,37.462463,[ 0.114  0.575 -0.037],0.007747069,30.046343,1326.052452802658,19.407583,5.4347725,-232.733,28710.273,1.3643806,-406.75146,20,0.054347724,-392.98407795161006,0.82381195,2000,3.328192,7.7470686e-05,-375.55865,6.6268883,1000000,500.0,-1,20.03704,100,0.004042656,0.00823812,True,-157.26778,0.8513417,-392.9841,
0.8790016,0.85614914,-400.60132,190.24535,[ 0.104  0.662 -0.055],0.08229345,2.086085,1398.7187812328339,52.480595,5.8662233,-331.19763,135137.4,1.3521583,-382.7422,21,0.058662232,-369.3888193255663,0.83642274,2100,47.936684,0.0008229345,-210.35597,34.054646,1049006,490.06,-1,31.2125,100,0.008790016,0.008364228,True,-311.91098,0.85614914,-369.38882,
0.47897598,0.8654721,-398.67108,205.67892,[ 0.015  0.688 -0.067],0.0004838006,27.624119,1466.7569017410278,10.259011,12.156071,-240.96236,40198.883,1.2908783,-376.87115,22,0.12156071,-363.5821177300811,1.41663,2200,3.620025,4.8380057e-06,-192.99216,34.580173,1097821,488.15,-1,35.08896,100,0.0047897594,0.014166299,True,-171.11697,0.8654721,-363.58215,
0.76175904,0.8587466,-401.36954,247.26024,[-0.005  0.692 -0.128],0.003709803,18.731945,1515.8584384918213,24.60295,8.022644,-264.59906,149362.17,1.2965126,-341.79367,23,0.080226436,-328.4146979641914,1.3335252,2300,5.338474,3.709803e-05,-154.1093,64.621315,1142338,445.17,-1,72.95484,100,0.0076175905,0.013335251,True,-206.69426,0.8587466,-328.41467,
0.45664978,0.85729325,-384.47955,289.53793,[ 0.08   0.748 -0.122],0.004154632,26.139982,1566.361981868744,20.193544,5.786603,-204.709,34601.14,1.2489585,-292.81802,24,0.05786603,-280.00204644054173,0.9078122,2400,3.8255572,4.154632e-05,-94.94161,77.93484,1181448,391.1,-1,104.4775,100,0.0045664976,0.009078121,True,-139.18436,0.85729325,-280.00204,
0.7892123,0.8597574,-401.92633,272.86154,[ 0.047  0.704 -0.17 ],0.0026627604,14.118735,1617.7440230846405,27.065119,6.7465477,-235.17279,175269.8,1.2073529,-316.7608,25,0.06746548,-303.3632312045991,1.2955568,2500,7.0827875,2.6627604e-05,-129.06479,71.6876,1223386,419.38,-1,98.563095,100,0.0078921225,0.012955569,True,-184.83165,0.8597574,-303.36325,
0.74532807,0.8585726,-372.68396,253.5256,[ 0.037  0.744 -0.212],0.00065481913,9.339568,1670.1372063159943,30.582912,5.722485,-184.82239,130538.34,1.1655277,-257.47256,26,0.05722485,-245.04977760329842,1.1229005,2600,10.707133,6.5481913e-06,-119.158356,65.952385,1257789,344.03,-1,127.63418,100,0.0074532805,0.011229005,True,-146.85744,0.8585726,-245.04976,
0.8014674,0.8593786,-359.97794,241.40607,[ 0.069  0.78  -0.253],0.0023849956,5.5453944,1712.262848854065,29.97111,6.9781117,-179.1395,135188.38,1.1106533,-217.98247,27,0.06978112,-205.98320127040148,1.2251046,2700,18.032982,2.3849956e-05,-118.57188,50.73463,1286605,288.16,-1,153.99474,100,0.008014675,0.012251045,True,-150.88283,0.8593786,-205.9832,
0.73003554,0.86396396,-325.8713,241.75154,[ 0.038  0.774 -0.308],0.0026922384,13.094485,1753.4013612270355,25.510653,8.159362,-164.14636,118691.234,1.0444324,-207.22017,28,0.08159362,-196.35780717477203,1.2474705,2800,7.6368027,2.6922384e-05,-84.11977,49.957977,1314040,274.35,-1,129.51349,100,0.0073003555,0.012474705,True,-124.83944,0.86396396,-196.35782,
0.6217314,0.86076957,-315.0124,230.57416,[ 0.024  0.794 -0.375],0.015224711,9.889349,1789.9457149505615,40.15486,5.6472464,-132.46867,55540.67,1.0962695,-181.47946,29,0.05647246,-170.97906322985887,0.75901127,2900,10.111889,0.00015224711,-84.43824,46.983215,1338013,239.73,-1,144.03333,100,0.006217314,0.0075901123,True,-99.44768,0.86076957,-170.97906,
0.72776186,0.8635045,-294.8016,210.49611,[ 0.023  0.823 -0.323],0.010808381,7.145784,1818.648283958435,34.163334,6.5385447,-136.83081,69614.79,1.0790865,-164.93916,30,0.065385446,-155.11245192557573,1.0102831,3000,13.994266,0.00010808381,-84.3055,37.582203,1359779,217.66,-1,139.68915,100,0.007277618,0.010102831,True,-110.562416,0.8635045,-155.11246,
0.79923964,0.8588958,-265.5251,180.2343,[ 0.231  0.829 -0.34 ],0.004275805,8.961665,1844.8613290786743,27.96446,9.4659,-138.88522,75854.62,1.0604436,-168.32256,31,0.094659,-159.47173320829867,1.2827654,3100,11.158641,4.275805e-05,-85.29079,37.61366,1382093,223.14,-1,106.05336,100,0.007992396,0.012827653,True,-112.38932,0.8588958,-159.47173,
0.5662014,0.8655256,-251.05495,176.30298,[ 0.355  0.873 -0.358],0.00075701845,21.479424,1871.6846044063568,30.521145,3.8652682,-113.94736,32335.371,0.9789009,-148.88177,32,0.03865268,-140.51326878219842,0.8542733,3200,4.655618,7.570184e-06,-74.75196,30.535566,1401843,197.5,-1,110.54167,100,0.005662014,0.008542732,True,-75.162796,0.8655256,-140.51326,
0.5776532,0.8643811,-231.5364,137.11522,[ 0.227  0.865 -0.44 ],0.01921632,9.077245,1900.184306383133,32.124283,4.9838853,-99.71534,25525.854,1.0438086,-142.82275,33,0.049838852,-135.104875472337,0.8396683,3300,11.016559,0.00019216319,-94.42119,24.357332,1420819,189.76,-1,96.43154,100,0.0057765325,0.008396683,True,-76.46255,0.8643811,-135.10487,
0.6287476,0.86475384,-254.3358,171.55785,[ 0.176  0.851 -0.375],0.0020323722,9.443653,1930.7392370700836,35.941715,5.6642704,-107.35639,39963.5,1.0264881,-156.41158,34,0.056642704,-147.93371670037507,0.8393915,3400,10.589123,2.0323721e-05,-82.777954,33.01179,1441601,207.82,-1,106.40208,100,0.006287476,0.008393914,True,-81.30348,0.86475384,-147.93372,
0.6040823,0.86582416,-199.13127,116.222336,[ 0.219  0.907 -0.392],0.00040216758,17.469328,1957.5209093093872,29.06078,5.3338957,-100.143974,20769.135,0.99548346,-135.1119,35,0.053338956,-128.47418478116393,0.9438124,3500,5.7243185,4.021676e-06,-82.908936,26.010118,1459704,181.03,-1,70.65709,100,0.0060408227,0.009438124,True,-72.40079,0.86582416,-128.47418,
0.58810186,0.86214614,-183.38489,110.35867,[ 0.256  0.973 -0.423],0.0038631605,12.319073,1981.1371204853058,27.08155,7.6407986,-82.42276,20024.51,0.9987983,-121.242,36,0.076407984,-115.12916978001594,0.96501607,3600,8.117494,3.8631602e-05,-73.026215,22.99308,1475915,162.11,-1,68.255714,100,0.00588102,0.009650161,True,-60.967625,0.86214614,-115.12917,
0.54211485,0.8595477,-166.20032,92.92802,[ 0.266  1.04  -0.42 ],0.0024494943,18.336584,2003.3692679405212,25.223291,5.367227,-76.7849,12630.883,0.9263902,-109.17151,37,0.05367227,-103.63150222182274,0.9334125,3700,5.4535785,2.4494942e-05,-73.2723,18.075531,1490604,146.89,-1,62.568817,100,0.0054211486,0.009334125,True,-53.061886,0.8595477,-103.6315,
0.5368103,0.8638903,-181.05283,129.57327,[ 0.217  1.098 -0.493],9.366728e-05,18.505657,2023.7412683963776,27.38268,4.8677893,-74.73927,16859.541,0.8268437,-106.829765,38,0.04867789,-100.79467237159609,0.87418413,3800,5.403753,9.366728e-07,-51.479553,22.667807,1504769,141.65,-1,80.258156,100,0.005368103,0.008741842,True,-48.77738,0.8638903,-100.79468,
0.77841485,0.86148334,-147.86386,86.37377,[ 0.2    1.129 -0.592],0.03210711,6.6390243,2039.7903802394867,29.800161,7.6659336,-85.2071,16853.521,0.88379467,-96.888214,39,0.07665934,-91.95942036092282,1.1947303,3900,15.062454,0.0003210711,-61.49009,18.294779,1517756,129.87,-1,55.90444,100,0.0077841487,0.011947302,True,-72.507416,0.86148334,-91.95943,
0.76427895,0.8629625,-159.6439,99.37102,[ 0.337  1.119 -0.535],0.0066806106,5.957011,2056.678339958191,26.582863,8.3852215,-82.0276,26835.2,0.9131428,-101.58458,40,0.08385222,-96.26311468720436,1.2701346,4000,16.786942,6.6806104e-05,-60.272884,20.327776,1531436,136.8,-1,63.380787,100,0.007642789,0.012701346,True,-69.03951,0.8629625,-96.263115,
0.6892511,0.86331165,-151.26825,99.62845,[ 0.494  1.139 -0.506],0.010073952,9.842887,2077.9038746356964,30.011211,8.822211,-82.28993,14485.444,0.95160013,-101.0152,41,0.08822211,-95.97292371228338,1.0525675,4100,10.159621,0.00010073952,-51.6398,18.48194,1545080,136.44,-1,55.295326,100,0.006892511,0.0105256755,True,-66.47061,0.86331165,-95.97291,
0.6145648,0.8638519,-191.5663,131.35931,[ 0.523  1.193 -0.467],0.001474777,11.872461,2094.4270780086517,25.674044,7.1280227,-76.31871,26606.508,0.8584986,-100.17054,42,0.071280226,-93.78499055445194,1.0456607,4200,8.422853,1.47477695e-05,-60.20698,21.010921,1558434,133.54,-1,97.781296,100,0.006145648,0.010456608,True,-54.3164,0.8638519,-93.78499,
0.7389377,0.8641287,-132.17587,80.818695,[ 0.56   1.163 -0.56 ],0.018963711,10.23375,2111.6810669898987,34.064056,5.946389,-80.402374,11556.917,0.92462164,-95.21154,43,0.059463892,-90.80567713692784,1.0280654,4300,9.771588,0.00018963711,-51.357178,15.914683,1571426,129.92,-1,41.370193,100,0.0073893773,0.010280654,True,-66.307915,0.8641287,-90.80567,
0.61649185,0.85348666,-144.71173,82.08214,[ 0.468  1.195 -0.494],0.0054485323,13.15585,2131.322548389435,20.899736,8.901412,-70.25786,14794.487,0.8724319,-97.37135,44,0.08901412,-92.54763193577529,1.1993498,4400,7.601181,5.448532e-05,-62.629593,17.868193,1584562,131.36,-1,52.164097,100,0.0061649187,0.011993498,True,-52.76173,0.85348666,-92.54764,
0.6140396,0.8611744,-145.37091,94.6698,[ 0.513  1.256 -0.547],0.014235858,13.322649,2148.791684627533,26.10986,6.063812,-68.425934,14208.644,0.9038478,-92.65438,45,0.060638115,-87.80869036883115,1.0329692,4500,7.506015,0.00014235858,-50.70111,17.933525,1597097,125.35,-1,57.562218,100,0.006140396,0.010329692,True,-50.739044,0.8611744,-87.80869,
0.64663106,0.85685813,-226.4919,164.85217,[ 0.454  1.197 -0.515],0.0036979963,8.229389,2169.5735743045807,30.60821,4.4599714,-76.59182,42361.312,0.8253125,-102.71663,46,0.044599712,-95.1669120272994,0.97362494,4600,12.15157,3.697996e-05,-61.639717,23.016665,1610576,134.79,-1,131.32498,100,0.0064663105,0.009736249,True,-54.93398,0.85685813,-95.1669,
0.7753745,0.8663807,-142.23389,90.18977,[ 0.454  1.233 -0.594],0.020555727,7.707208,2189.0955595970154,34.57619,5.3926826,-83.19027,15076.311,0.89455336,-92.50505,47,0.053926826,-87.76392676964402,1.0665736,4700,12.974867,0.00020555727,-52.044113,17.091558,1623069,124.93,-1,54.46996,100,0.0077537443,0.010665735,True,-70.028015,0.8663807,-87.76392,
0.6222686,0.86242664,-152.02608,89.571335,[ 0.456  1.203 -0.524],0.007830136,12.059946,2206.4932820796967,35.987995,4.2224393,-72.72589,12161.312,0.9349528,-93.553055,48,0.042224392,-88.48552163794636,0.8299076,4800,8.291911,7.830136e-05,-62.454742,17.292543,1635744,126.75,-1,63.540558,100,0.0062226863,0.008299076,True,-55.127636,0.86242664,-88.48552,
0.5997025,0.8649859,-159.89655,98.560486,[ 0.476  1.145 -0.484],0.0031261863,15.288394,2226.2252295017242,19.815334,9.207098,-80.03874,15870.579,0.90057385,-99.080444,49,0.092070974,-93.75055745586752,1.2063707,4900,6.5409093,3.126186e-05,-61.33606,18.773943,1649071,133.27,-1,66.14599,100,0.005997025,0.012063708,True,-59.19869,0.8649859,-93.75056,
0.58275294,0.8609985,-168.6684,96.05833,[ 0.42   1.077 -0.518],0.017844778,12.689533,2247.6497917175293,32.74032,4.5459747,-74.85356,14158.671,0.91912806,-103.932755,50,0.045459747,-98.31047051146626,0.8352575,5000,7.8805103,0.00017844776,-72.61007,19.61415,1663095,140.24,-1,70.357925,100,0.005827529,0.008352575,True,-54.825665,0.8609985,-98.31048,
0.60911703,0.85604995,-146.09053,85.45691,[ 0.405  1.141 -0.5  ],0.022890575,10.302814,2268.3915345668793,28.219059,6.9738216,-73.081955,10469.342,0.9990806,-102.66037,51,0.06973822,-97.79068610966206,0.97148037,5100,9.706086,0.00022890574,-60.63362,20.117147,1676970,138.75,-1,48.299843,100,0.0060911705,0.009714804,True,-57.45124,0.85604995,-97.790695,
0.5478076,0.85884327,-147.73428,84.11268,[ 0.424  1.127 -0.42 ],0.00014679518,22.18948,2284.5697917938232,22.0939,6.637279,-74.870636,11090.902,0.89904654,-104.62323,52,0.06637279,-99.69875923633576,1.0286734,5200,4.50664,1.4679517e-06,-63.621605,17.564358,1691108,141.38,-1,48.035522,100,0.0054780752,0.010286734,True,-51.67354,0.85884327,-99.69876,
0.5354152,0.8624065,-164.39334,103.43952,[ 0.3    1.109 -0.52 ],0.0032629538,15.712175,2300.4250276088715,33.54185,4.350797,-74.053375,10021.432,0.8865795,-101.593124,53,0.04350797,-96.11335955694318,0.75365275,5300,6.364491,3.2629538e-05,-60.95382,18.863935,1704759,136.51,-1,68.27998,100,0.0053541525,0.007536527,True,-52.33231,0.8624065,-96.11336,
0.5677912,0.8661907,-178.25504,116.52789,[ 0.265  1.041 -0.532],0.013037968,12.797293,2316.5103459358215,37.472225,3.6892917,-81.77371,13299.769,0.9279958,-109.56872,54,0.036892917,-103.62689263373613,0.7334498,5400,7.8141527,0.00013037967,-61.72714,20.375925,1719384,146.25,-1,74.62815,100,0.0056779124,0.007334498,True,-60.517807,0.8661907,-103.626884,
0.5578272,0.85810214,-170.58038,97.30488,[ 0.379  0.992 -0.491],0.0011978075,14.303842,2333.4941024780273,26.29539,5.5526743,-79.33215,13552.085,0.87355375,-114.582405,55,0.05552674,-108.89638601362705,0.9339146,5500,6.991129,1.1978074e-05,-73.275505,20.55332,1734860,154.76,-1,61.684,100,0.005578271,0.009339146,True,-57.827415,0.85810214,-108.89638,
0.7140441,0.8620451,-155.52765,94.092384,[ 0.189  1.025 -0.545],0.011516709,10.274337,2350.8186614513397,29.796553,5.4348955,-87.984085,16426.328,0.912165,-108.14601,56,0.054348953,-102.96176504939794,1.096027,5600,9.732988,0.00011516709,-61.435265,20.807898,1749301,144.41,-1,52.565884,100,0.007140441,0.01096027,True,-71.36668,0.8620451,-102.96177,
0.5663632,0.86863965,-176.51102,115.022896,[ 0.18   1.079 -0.507],0.00013761924,17.249266,2367.4295992851257,21.169846,7.5776596,-79.66661,17880.568,0.8094903,-104.93141,57,0.07577659,-99.04770748004317,1.0929049,5700,5.797348,1.3761924e-06,-61.48812,21.531023,1763319,140.18,-1,77.46332,100,0.005663632,0.010929048,True,-55.230286,0.86863965,-99.04771,
0.8025952,0.8562437,-142.29373,82.38245,[ 0.25   1.089 -0.609],0.012081228,8.636601,2382.8686616420746,21.194324,14.081578,-90.90662,20297.379,0.8658678,-101.336784,58,0.14081578,-96.59366057470442,1.5476242,5800,11.578629,0.00012081228,-59.91128,19.480844,1776953,136.34,-1,45.700073,100,0.008025952,0.015476242,True,-76.967476,0.8562437,-96.59365,
0.7122551,0.8579225,-157.55406,106.035675,[ 0.233  1.051 -0.553],0.0042660963,12.27454,2397.9566922187805,43.7304,3.5878472,-84.628784,15597.435,0.9112714,-100.8877,59,0.035878472,-95.63590070173144,0.807943,5900,8.146945,4.2660962e-05,-51.518387,19.16417,1790474,135.21,-1,61.91816,100,0.007122551,0.00807943,True,-66.22907,0.8579225,-95.635895,
0.39564264,0.85820293,-162.68896,101.86224,[ 0.112  1.098 -0.508],0.00043761087,17.50375,2414.3298354148865,31.316591,3.7057552,-59.712494,6447.2593,0.833168,-102.614296,60,0.037057552,-97.19133814796805,0.58592457,6000,5.7130613,4.376109e-06,-60.82672,21.15956,1804250,137.76,-1,65.49763,100,0.0039564264,0.005859246,True,-37.02417,0.85820293,-97.19134,
0.8401108,0.8630851,-146.8725,95.52404,[-0.025  1.141 -0.586],0.007891361,5.2612286,2430.1517617702484,35.69619,6.040606,-87.0277,20218.453,0.84674674,-96.187874,61,0.06040606,-91.29212449908256,1.1275712,6100,19.006968,7.89136e-05,-51.348457,19.693645,1817121,128.71,-1,55.58037,100,0.008401108,0.011275712,True,-75.79814,0.8630851,-91.29213,
0.7252439,0.8651591,-149.32391,99.35269,[-0.149  1.186 -0.572],0.003595282,13.089419,2450.585175514221,30.019588,7.6717167,-83.42741,16321.94,0.86071235,-98.01889,62,0.07671717,-93.04142893359065,1.1073118,6200,7.639758,3.595282e-05,-49.971226,17.745625,1830299,131.78,-1,56.282486,100,0.0072524394,0.011073119,True,-65.41929,0.8651591,-93.04143,
0.7573717,0.8589456,-154.51318,94.268974,[-0.144  1.248 -0.558],0.0049505476,5.2900605,2469.478996038437,32.192417,5.8998694,-72.110054,22194.783,0.79418916,-91.728714,63,0.058998693,-86.57827691197396,1.0991865,6300,18.903376,4.9505474e-05,-60.24421,18.66097,1842603,123.04,-1,67.934906,100,0.0075737177,0.010991864,True,-60.263977,0.8589456,-86.57828,
0.6401443,0.8631884,-126.63047,75.93656,[-0.009  1.234 -0.625],0.020727595,12.877481,2486.197067260742,35.12663,4.798456,-67.39695,8310.53,0.8674981,-86.32676,64,0.04798456,-82.10574266076088,0.869947,6400,7.7654934,0.00020727595,-50.69391,14.360364,1854286,116.83,-1,44.524727,100,0.0064014434,0.008699469,True,-52.249744,0.8631884,-82.10574,
0.8059978,0.8607418,-139.44234,89.19994,[-0.023  1.197 -0.551],0.0026900815,6.4288206,2503.5119321346283,26.304193,7.656786,-86.3384,17181.08,0.8088376,-97.46301,65,0.07656786,-92.8149256080389,1.3490956,6500,15.554953,2.6900814e-05,-50.242393,18.440823,1867405,131.19,-1,46.62741,100,0.008059978,0.013490956,True,-74.55315,0.8607418,-92.81493,
0.53046346,0.85455954,-154.69226,104.50256,[-0.077  1.242 -0.61 ],0.00050979154,17.359228,2522.949028491974,26.274797,4.7435694,-64.3701,11541.294,0.7048354,-93.15752,66,0.047435693,-88.00111398234964,0.8885744,6600,5.760625,5.097915e-06,-50.1897,19.927292,1879903,124.98,-1,66.691154,100,0.005304634,0.008885743,True,-42.88623,0.85455954,-88.00112,
0.42796907,0.8693259,-154.58449,104.606,[-0.059  1.27  -0.714],0.0007660702,14.03513,2544.4832763671875,25.978523,4.122797,-54.050762,7286.489,0.5993331,-90.12743,67,0.04122797,-84.97461417555809,0.72241044,6700,7.1249785,7.660702e-06,-49.97849,18.30527,1891928,120.25,-1,69.60987,100,0.004279691,0.007224104,True,-34.746513,0.8693259,-84.97461,
0.69095474,0.86210394,-149.39748,99.04726,[-0.019  1.288 -0.82 ],0.002654677,7.086935,2565.0176994800568,25.708853,8.203906,-65.62205,19235.102,0.5584483,-85.21058,68,0.08203906,-80.23065937161445,1.1745642,6800,14.110473,2.654677e-05,-50.35022,15.931948,1903369,114.41,-1,69.166824,100,0.0069095474,0.011745642,True,-52.364864,0.86210394,-80.23065,
0.7386016,0.8582759,-127.48752,76.93366,[ 0.071  1.321 -0.86 ],0.012303412,10.210692,2582.860405445099,37.41544,4.4297943,-71.03142,12085.891,0.63836867,-84.76694,69,0.04429794,-80.51736346349121,0.9552529,6900,9.793655,0.00012303411,-50.553856,18.513094,1914802,114.33,-1,46.97015,100,0.007386016,0.009552529,True,-57.45222,0.8582759,-80.517365,
