ESSClassic,AvgNormIw,VarNormIw,MinNormIw,VarJ,MinVanillaIw,AvgEpLen,VarRet,VanillaAvgRet,VarVanillaIw,MaxNormIw,J,MaxVanillaIw,Bound,ESSRenyi,eRenyi2,AvgDiscRet,AvgVanillaIw,VarDiscRet,AvgRet,BatchSize
31.459220812315642,0.01,0.00022007253,4.548441e-16,170.00174,3.5526608e-14,200.0,5648751.589118238,-2439.1188298349016,1.3426051,0.048268277,-65.05099,3.770101,-859.5251,37.17231860908678,2.6901739,-2439.1188298349016,0.78107226,5648751.589118238,-2439.1188298349016,100
92.23380131274187,0.01,8.505186e-06,0.0008651893,51.803345,0.08583694,200.0,165780.14532261595,-67.35847760040805,0.08371629,0.013010207,-15.903298,1.2907653,-282.23212,91.71550225139335,1.0903282,-67.35847760040805,0.99211746,165780.14532261595,-67.35847760040805,100
74.879644543212,0.01,3.3886514e-05,1.5831667e-07,7.302642,1.5868567e-05,200.0,88.69436342876836,-9.644070547307548,0.34044662,0.01749546,-7.559467,1.753624,-12.670483,73.78825993188539,1.3552291,-9.644070547307548,1.0023308,88.69436342876836,-9.644070547307548,100
90.83206608256195,0.01,1.0195233e-05,0.0039048702,7.4879074,0.38416585,200.0,60.184795756448196,-8.932480543989705,0.09867828,0.017177878,-8.699967,1.6899805,-11.000408,90.19804929136009,1.1086714,-8.932480543989705,0.9838121,60.184795756448196,-8.932480543989705,100
90.86765518623015,0.010000002,1.0151664e-05,0.0003923881,7.609078,0.040805336,200.0,63.9209585604245,-8.809338112165134,0.10978413,0.013068977,-8.351907,1.3590729,-10.815981,88.85565223138843,1.1254208,-8.809338112165134,1.039923,63.9209585604245,-8.809338112165134,100
79.87003224339232,0.01,2.5457994e-05,0.007937919,6.0459566,0.82553923,200.0,38.405074656841684,-7.517015967657797,0.27535075,0.052129827,-7.2420845,5.4214735,-9.32716,88.44356822634683,1.1306645,-7.517015967657797,1.0399945,38.405074656841684,-7.517015967657797,100
98.92735204425625,0.01,1.0952402e-06,0.009114442,7.0385475,0.8870183,200.0,49.55672142427968,-8.50560221434654,0.010373238,0.014023374,-8.421417,1.364756,-10.428039,96.41112941451493,1.0372247,-8.50560221434654,0.9732009,49.55672142427968,-8.50560221434654,100
79.94907605787704,0.010000002,2.533292e-05,6.9629377e-06,7.6480536,0.000678344,200.0,52.66212528597966,-7.399209931148164,0.24043642,0.016078137,-7.1078176,1.5663657,-9.303921,80.58824772653475,1.2408757,-7.399209931148164,0.974221,52.66212528597966,-7.399209931148164,100
99.8154036825713,0.009999999,1.8681371e-07,0.00970768,6.3580284,0.9674441,200.0,40.334909868342095,-6.73704807662602,0.0018553663,0.01206766,-6.7301717,1.2026341,-8.690285,99.76562486062903,1.0023493,-6.73704807662602,0.9965761,40.334909868342095,-6.73704807662602,100
87.49953513071556,0.01,1.4430616e-05,0.00078013,6.48766,0.08077647,200.0,44.063420065472954,-7.271244803992653,0.15471083,0.0137752695,-6.93952,1.4263234,-9.126002,86.06896981945808,1.1618589,-7.271244803992653,1.0354232,44.063420065472954,-7.271244803992653,100
