VarDiscRet,MinVanillaIw,MinNormIw,VarVanillaIw,AvgVanillaIw,ESSRenyi,VarRet,MaxNormIw,BatchSize,AvgEpLen,AvgDiscRet,MaxVanillaIw,Bound,VanillaAvgRet,AvgNormIw,AvgRet,ESSClassic,eRenyi2,VarJ,J,VarNormIw
4230828.776786032,,,12857913.0,358.57925,0.0033730770084680704,4230828.776786032,1.0,100,200.0,-1.0913936421275138e-13,35857.926,570763.4,-1608.5544895009277,0.01,-1.0913936421275138e-13,1.0,29646.521,,1595.5111,0.010000002
109.16748656995702,,,inf,3.2904474e+33,,109.16748656995702,1.0,100,200.0,-6.661338147750939e-16,3.2904474e+35,3.3631e+34,-12.771127450067636,0.01,-6.661338147750939e-16,,inf,,10.220799,0.010000002
91.21265409866552,1.0,0.01,,1.0,nan,91.21265409866552,0.01,100,200.0,-1.0302869668521452e-15,1.0,-1.0621263,-12.632605290246945,0.009999998,-1.0302869668521452e-15,100.0,nan,9.502659,-1.3411045e-07,3.5044917e-18
102.34634054253415,1.0,0.01,,1.0,nan,102.34634054253415,0.01,100,200.0,4.050093593832571e-15,1.0,-1.0643201,-12.647333440444834,0.009999998,4.050093593832571e-15,100.0,nan,10.065927,1.4901161e-07,3.5044917e-18
93.1433564052826,1.0,0.01,,1.0,nan,93.1433564052826,0.01,100,200.0,-2.007283228522283e-15,1.0,-0.95439637,-11.346507013087342,0.009999998,-2.007283228522283e-15,100.0,nan,9.602704,5.9604645e-08,3.5044917e-18
96.56481865062582,1.0,0.01,,1.0,nan,96.56481865062582,0.01,100,200.0,4.440892098500626e-16,1.0,-0.9151246,-10.873415757520947,0.009999998,4.440892098500626e-16,100.0,nan,9.777482,,3.5044917e-18
87.89706372587567,1.0,0.01,,1.0,nan,87.89706372587567,0.01,100,200.0,-2.9753977059954196e-15,1.0,-0.913537,-10.854844343018785,0.009999998,-2.9753977059954196e-15,100.0,nan,9.328349,-5.9604645e-08,3.5044917e-18
97.70137859314492,1.0,0.01,,1.0,nan,97.70137859314492,0.01,100,200.0,1.3677947663381929e-15,1.0,-0.95124334,-11.302711071739116,0.009999998,1.3677947663381929e-15,100.0,nan,9.834854,-2.9802322e-08,3.5044917e-18
101.93295928071873,1.0,0.01,,1.0,nan,101.93295928071873,0.01,100,200.0,-5.861977570020827e-16,1.0,-0.96414757,-11.463301058175361,0.009999998,-5.861977570020827e-16,100.0,nan,10.045577,7.4505806e-08,3.5044917e-18
107.66511395825137,1.0,0.01,,1.0,nan,107.66511395825137,0.01,100,200.0,6.394884621840901e-16,1.0,-1.0267667,-12.200754327655396,0.009999998,6.394884621840901e-16,100.0,nan,10.324168,8.195639e-08,3.5044917e-18
88.85555489879592,1.0,0.01,,1.0,nan,88.85555489879592,0.01,100,200.0,8.526512829121202e-16,1.0,-0.97671705,-11.619402457995843,0.009999998,8.526512829121202e-16,100.0,nan,9.379072,-2.9802322e-08,3.5044917e-18
99.8188632081332,1.0,0.01,,1.0,nan,99.8188632081332,0.01,100,200.0,2.2382096176443156e-15,1.0,-0.9714938,-11.54316472502969,0.009999998,2.2382096176443156e-15,100.0,nan,9.940859,1.4901161e-08,3.5044917e-18
96.90226996193398,1.0,0.01,,1.0,nan,96.90226996193398,0.01,100,200.0,3.1796787425264484e-15,1.0,-0.9709017,-11.53620395716071,0.009999998,3.1796787425264484e-15,100.0,nan,9.794552,-9.313226e-08,3.5044917e-18
