AvgRet,ESSRenyi,VarJ,IterType,AvgVanillaIw,MinNormIw,EpsThisIter,ESSClassic,VarRet,VarVanillaIw,AvgEpLen,BatchSize,Delta,AvgDiscRet,MaxVanillaIw,eRenyi2,J,VanillaAvgRet,MinVanillaIw,VarNormIw,Bound,MaxNormIw,AvgNormIw,VarDiscRet
108.8423725164873,69.52967018320834,390.0018,1,0.9985289,0.0019702478,100,65.71744966163911,27085.56038992746,0.5253861,11.89,100,0.1,108.8423725164873,3.6059482,1.4382349,192.08455,108.8423725164873,0.19673495,5.269353e-05,-117.26549,0.036112607,0.01,27085.56038992746
165.5127307088129,85.02966953446995,316.9826,1,0.9821051,0.0021332467,100,85.16715380359422,37597.10336475888,0.16968095,17.56,100,0.1,165.5127307088129,2.8746,1.1760601,218.92467,165.5127307088129,0.20950724,1.7592078e-05,-207.20067,0.02926978,0.01,37597.10336475888
182.20700691021466,89.75145420947999,293.94138,1,1.055597,0.0042627114,100,83.1328985515366,48444.645851198315,0.22836421,19.23,100,0.1,182.20700691021466,3.9878905,1.1141881,233.15248,182.20700691021466,0.44997048,2.0494243e-05,-308.27002,0.037778534,0.01,48444.645851198315
280.672594089359,83.59915932527971,419.56342,1,1.0123758,0.00096555136,100,82.66100165362901,78418.90969740429,0.21715587,29.08,100,0.1,280.672594089359,2.0483482,1.1961843,365.29895,280.672594089359,0.09775008,2.118791e-05,-208.73413,0.020233082,0.010000002,78418.90969740429
536.1497677225357,67.35870011306737,2690.2205,1,1.0371544,0.0009191568,100,57.36006600224829,781970.3933472695,0.80771583,54.6,100,0.1,536.1497677225357,5.719555,1.4845892,1017.1936,536.1497677225357,0.09533075,7.508822e-05,-810.44446,0.055146612,0.010000002,781970.3933472695
686.8086988245611,76.88158344786527,1530.4347,1,1.0059086,0.000977727,100,74.78127354518757,779859.8826014892,0.3446767,69.69,100,0.1,686.8086988245611,2.7199025,1.3007016,1056.114,686.8086988245611,0.098350406,3.4063938e-05,-654.5747,0.02703926,0.010000002,779859.8826014892
936.6102488802014,55.70702988630228,2930.2866,1,0.98896754,1.370253e-05,100,52.75356509541196,1566359.6993454203,0.8848022,94.62,100,0.1,936.6102488802014,4.5089817,1.7951056,1677.4402,936.6102488802014,0.0013551357,9.046533e-05,-332.2799,0.04559282,0.01,1566359.6993454203
1937.8954704728033,43.32060491177088,2401.854,1,1.0801792,3.402286e-06,100,39.47828020114119,3354082.8948140573,1.8067973,194.63,100,0.1,1937.8954704728033,7.530963,2.3083704,3523.0059,1937.8954704728033,0.00036750786,0.00015485234,1244.0083,0.06971957,0.01,3354082.8948140573
2964.449627543175,51.32197112497952,1172.6149,1,0.9634544,8.786159e-07,100,50.84373300209972,3468643.5520971827,0.9065016,297.08,100,0.1,2964.449627543175,3.591207,1.9484832,4359.346,2964.449627543175,8.465064e-05,9.765764e-05,2265.526,0.03727428,0.010000002,3468643.5520971827
4440.566666679321,84.15084379984746,663.79144,1,1.0310806,0.00066209654,100,82.5642926928038,1734110.0652951598,0.22677603,444.26,100,0.1,4440.566666679321,1.8348683,1.1883422,4767.595,4440.566666679321,0.06826749,2.1331041e-05,3132.4285,0.017795587,0.01,1734110.0652951598
