VarNormIw,AvgEpLen,Bound,MinVanillaIw,ESSClassic,MaxVanillaIw,AvgVanillaIw,VarRet,MinNormIw,Delta,AvgNormIw,BatchSize,VanillaAvgRet,ESSRenyi,IterType,AvgDiscRet,VarJ,EpsThisIter,J,eRenyi2,MaxNormIw,VarVanillaIw,AvgRet,VarDiscRet
0.000586565,102.42,-27580.1,0.00114725,5.59545858298,6960.29,59.1563,461795.148806,6.46454e-08,0.2,0.00333333,400,943.042440419,0.13754700894,,1346.17408461,3106.62,100,1509.37,2908.1,0.392197,184740.0,943.042440419,785803.204848
0.00153104,96.62,2481.49,2.71174e-05,1.63030316322,1168.68,3.73262,321846.699213,1.81624e-08,0.2,0.0025,400,892.912568487,43.763743,1,892.912568487,11072.9,100,3861.43,9.13999,0.782747,3412.98,892.912568487,321846.699213
3.50449e-18,137.23,329.028,1.0,100.0,1.0,1.0,809679.763129,0.01,0.2,0.01,400,1264.68619222,400.0,2,1264.68619222,895.312,100,1264.69,1.0,0.01,,1264.68619222,809679.763129
2.1793e-19,145.19,639.836,1.0,200.000000102,1.0,1.0,834443.99511,0.005,0.2,0.005,400,1338.20700446,400.0,2,1338.20700446,902.88,100,1301.45,1.0,0.005,,1338.20700446,834443.99511
5.43914e-20,138.08,751.13,1.0,299.999969474,1.0,1.0,806298.210999,0.00333333,0.2,0.00333333,400,1271.10394514,400.0,2,1271.10394514,899.858,100,1291.33,1.0,0.00333333,,1271.10394514,806298.210999
0.000437582,96.62,-inf,0.000855666,5.64667916507,36876.7,264.408,321846.699213,8.0904e-09,0.2,0.0025,500,892.912568487,30473.5244004,,1418.08912192,2645.53,100,1193.93,0.0164077,0.348673,4.89472e+06,892.912568487,1050025.44259
0.00124624,98.02,2477.83,3.28017e-05,1.60288704253,1523.91,3.86036,343531.71915,1.69941e-08,0.2,0.002,500,902.492502806,42.7152949431,1,902.492502806,12242.6,100,3874.6,11.7054,0.78952,4642.99,902.492502806,343531.71915
3.50449e-18,146.79,424.48,1.0,100.0,1.0,1.0,696066.880623,0.01,0.2,0.01,500,1352.01875185,500.0,2,1352.01875185,830.124,100,1352.02,1.0,0.01,,1352.01875185,696066.880623
2.1793e-19,130.37,620.831,1.0,200.000000102,1.0,1.0,493855.460445,0.005,0.2,0.005,500,1201.38068204,500.0,2,1201.38068204,771.158,100,1276.7,1.0,0.005,,1201.38068204,493855.460445
5.43914e-20,143.44,752.644,1.0,299.999969474,1.0,1.0,943861.807922,0.00333333,0.2,0.00333333,500,1323.06256795,500.0,2,1323.06256795,841.67,100,1292.15,1.0,0.00333333,,1323.06256795,943861.807922
5.4346e-20,152.46,852.075,1.0,400.0,1.0,1.0,971936.740863,0.0025,0.2,0.0025,500,1400.75612694,500.0,2,1400.75612694,879.814,100,1319.3,1.0,0.0025,,1400.75612694,971936.740863
0.000447443,132.93,1914.17,2.04707e-12,4.43903673243,473.155,2.03682,504287.751434,2.01007e-15,0.2,0.002,500,1225.8667473,32.7064281049,1,1225.8667473,11989.8,100,3548.14,15.2875,0.464603,464.068,1225.8667473,504287.751434
3.50449e-18,233.59,1216.3,1.0,100.0,1.0,1.0,1365214.85036,0.01,0.2,0.01,500,2151.16097845,500.0,2,2151.16097845,1162.57,100,2151.16,1.0,0.01,,2151.16097845,1365214.85036
2.1793e-19,227.62,1459.27,1.0,200.000000102,1.0,1.0,1195805.88868,0.005,0.2,0.005,500,2089.47138477,500.0,2,2089.47138477,1126.35,100,2120.32,1.0,0.005,,2089.47138477,1195805.88868
5.43914e-20,236.68,1596.3,1.0,299.999969474,1.0,1.0,1456326.68401,0.00333333,0.2,0.00333333,500,2168.88412546,500.0,2,2168.88412546,1151.9,100,2136.51,1.0,0.00333333,,2168.88412546,1456326.68401
5.4346e-20,237.48,1680.87,1.0,400.0,1.0,1.0,1360336.29156,0.0025,0.2,0.0025,500,2185.28967982,500.0,2,2185.28967982,1154.25,100,2148.7,1.0,0.0025,,2185.28967982,1360336.29156
8.14363e-05,254.63,2770.65,1.29834e-09,23.4539789952,84.1266,0.968493,1348779.81119,2.68115e-12,0.2,0.002,500,2339.32394058,62.2005794526,1,2339.32394058,3261.32,100,3957.02,8.03851,0.173727,19.0964,2339.32394058,1348779.81119
3.50449e-18,400.88,2763.26,1.0,100.0,1.0,1.0,1304454.79598,0.01,0.2,0.01,500,3698.78275834,500.0,2,3698.78275834,1136.4,100,3698.78,1.0,0.01,,3698.78275834,1304454.79598
2.1793e-19,371.54,2901.48,1.0,200.000000102,1.0,1.0,1685850.28026,0.005,0.2,0.005,500,3427.85436497,500.0,2,3427.85436497,1224.15,100,3563.32,1.0,0.005,,3427.85436497,1685850.28026
5.43914e-20,382.08,3007.5,1.0,299.999969474,1.0,1.0,1508796.32465,0.00333333,0.2,0.00333333,500,3517.03294536,500.0,2,3517.03294536,1223.69,100,3547.89,1.0,0.00333333,,3517.03294536,1508796.32465
5.4346e-20,397.24,3109.03,1.0,400.0,1.0,1.0,1635736.89634,0.0025,0.2,0.0025,500,3664.4170785,500.0,2,3664.4170785,1237.11,100,3577.02,1.0,0.0025,,3664.4170785,1635736.89634
6.19892e-06,390.66,3665.43,4.1716e-05,196.337800587,6.52924,1.00419,1535356.23265,8.30842e-08,0.2,0.002,500,3602.55533443,204.221578278,1,3602.55533443,816.172,100,4320.4,2.44832,0.013004,1.56274,3602.55533443,1535356.23265
3.50449e-18,469.31,3409.96,1.0,100.0,1.0,1.0,464846.503819,0.01,0.2,0.01,500,4345.39576403,500.0,2,4345.39576403,678.379,100,4345.4,1.0,0.01,,4345.39576403,464846.503819
2.1793e-19,451.35,3595.94,1.0,200.000000102,1.0,1.0,975681.109871,0.005,0.2,0.005,500,4170.17307521,500.0,2,4170.17307521,848.962,100,4257.78,1.0,0.005,,4170.17307521,975681.109871
5.43914e-20,458.2,3711.87,1.0,299.999969474,1.0,1.0,733349.759579,0.00333333,0.2,0.00333333,500,4241.208676,500.0,2,4241.208676,850.034,100,4252.26,1.0,0.00333333,,4241.208676,733349.759579
5.4346e-20,461.38,3787.36,1.0,400.0,1.0,1.0,579821.081253,0.0025,0.2,0.0025,500,4264.64043425,500.0,2,4264.64043425,827.921,100,4255.35,1.0,0.0025,,4264.64043425,579821.081253
1.97323e-06,459.59,3994.04,0.00894532,335.048316423,3.39904,1.02892,752949.85941,1.73879e-05,0.2,0.002,500,4247.00264597,338.355594829,1,4247.00264597,378.169,100,4502.88,1.47774,0.00660703,0.52225,4247.00264597,752949.85941
3.50449e-18,470.9,3423.16,1.0,100.0,1.0,1.0,530507.923747,0.01,0.2,0.01,500,4359.09787027,500.0,2,4359.09787027,724.709,100,4359.1,1.0,0.01,,4359.09787027,530507.923747
2.1793e-19,473.51,3711.06,1.0,200.000000102,1.0,1.0,396044.264567,0.005,0.2,0.005,500,4386.63808787,500.0,2,4386.63808787,677.372,100,4372.87,1.0,0.005,,4386.63808787,396044.264567
5.43914e-20,481.2,3859.13,1.0,299.999969474,1.0,1.0,283414.733327,0.00333333,0.2,0.00333333,500,4452.75776103,500.0,2,4452.75776103,633.114,100,4399.5,1.0,0.00333333,,4452.75776103,283414.733327
5.4346e-20,490.83,3969.42,1.0,400.0,1.0,1.0,151107.698548,0.0025,0.2,0.0025,500,4551.1263005,500.0,2,4551.1263005,585.094,100,4437.4,1.0,0.0025,,4551.1263005,151107.698548
0.000443056,482.76,4224.41,2.1617e-27,4.48259952119,211.935,1.17212,239551.859758,3.68854e-30,0.2,0.002,500,4468.88796722,499.999880791,1,4468.88796722,75.6303,100,4642.99,1.0,0.361627,152.174,4468.88796722,239551.859758
3.50449e-18,499.08,3708.78,1.0,100.0,1.0,1.0,8043.92356152,0.01,0.2,0.01,500,4644.76455328,500.0,2,4644.76455328,89.2384,100,4644.76,1.0,0.01,,4644.76455328,8043.92356152
2.1793e-19,498.45,3981.7,1.0,200.000000102,1.0,1.0,21426.0464766,0.005,0.2,0.005,500,4642.31339903,500.0,2,4642.31339903,120.786,100,4643.54,1.0,0.005,,4642.31339903,21426.0464766
5.43914e-20,500.0,4108.23,1.0,299.999969474,1.0,1.0,273.030577924,0.00333333,0.2,0.00333333,500,4658.7881293,500.0,2,4658.7881293,99.3371,100,4648.62,1.0,0.00333333,,4658.7881293,273.030577924
5.4346e-20,500.0,4181.75,1.0,400.0,1.0,1.0,472.589647532,0.0025,0.2,0.0025,500,4653.11932877,500.0,2,4653.11932877,86.7275,100,4649.75,1.0,0.0025,,4653.11932877,472.589647532
1.13588e-08,500.0,4232.97,0.787093,498.587010794,1.14546,1.0038,278.100908817,0.00156822,0.2,0.002,500,4655.59108768,498.639184612,1,4655.59108768,64.8065,100,4652.13,1.00273,0.00228225,0.00286134,4655.59108768,278.100908817
3.50449e-18,497.64,3693.11,1.0,100.0,1.0,1.0,49478.4325951,0.01,0.2,0.01,500,4629.08730113,500.0,2,4629.08730113,221.322,100,4629.09,1.0,0.01,,4629.08730113,49478.4325951
2.1793e-19,497.39,3966.93,1.0,200.000000102,1.0,1.0,44368.1477624,0.005,0.2,0.005,500,4628.44817387,500.0,2,4628.44817387,215.532,100,4628.77,1.0,0.005,,4628.44817387,44368.1477624
5.43914e-20,500.0,4096.53,1.0,299.999969474,1.0,1.0,602.410432044,0.00333333,0.2,0.00333333,500,4653.20748348,500.0,2,4653.20748348,176.921,100,4636.91,1.0,0.00333333,,4653.20748348,602.410432044
5.4346e-20,498.57,4170.09,1.0,400.0,1.0,1.0,18299.9209406,0.0025,0.2,0.0025,500,4641.57447464,500.0,2,4641.57447464,167.359,100,4638.08,1.0,0.0025,,4641.57447464,18299.9209406
6.12325e-08,500.0,4226.95,0.33613,492.476100156,1.22943,0.995968,457.898080446,0.000674982,0.2,0.002,500,4651.9747747,493.511569795,1,4651.9747747,66.7606,100,4648.27,1.01315,0.00246881,0.0151849,4651.9747747,457.898080446
3.50449e-18,500.0,3720.16,1.0,100.0,1.0,1.0,213.382164589,0.01,0.2,0.01,500,4656.04978765,500.0,2,4656.04978765,14.5344,100,4656.05,1.0,0.01,,4656.04978765,213.382164589
2.1793e-19,499.62,3991.58,1.0,200.000000102,1.0,1.0,1719.23292024,0.005,0.2,0.005,500,4650.65562855,500.0,2,4650.65562855,31.047,100,4653.35,1.0,0.005,,4650.65562855,1719.23292024
5.43914e-20,500.0,4112.8,1.0,299.999969474,1.0,1.0,405.787866571,0.00333333,0.2,0.00333333,500,4652.70460318,500.0,2,4652.70460318,27.8678,100,4653.14,1.0,0.00333333,,4652.70460318,405.787866571
5.4346e-20,500.0,4186.39,1.0,400.0,1.0,1.0,277.742482285,0.0025,0.2,0.0025,500,4658.13642712,500.0,2,4658.13642712,25.6103,100,4654.39,1.0,0.0025,,4658.13642712,277.742482285
2.90198e-09,500.0,4236.19,0.888743,499.638318201,1.06762,1.00151,339.435034962,0.00177481,0.2,0.002,500,4655.58135891,499.649532098,1,4655.58135891,23.7275,100,4654.93,1.0007,0.00213203,0.000727688,4655.58135891,339.435034962
3.50449e-18,500.0,3716.66,1.0,100.0,1.0,1.0,604.447520945,0.01,0.2,0.01,500,4652.65473107,500.0,2,4652.65473107,24.4623,100,4652.65,1.0,0.01,,4652.65473107,604.447520945
2.1793e-19,499.52,3990.21,1.0,200.000000102,1.0,1.0,2407.91837679,0.005,0.2,0.005,500,4651.45906128,500.0,2,4651.45906128,38.6197,100,4652.06,1.0,0.005,,4651.45906128,2407.91837679
5.43914e-20,497.43,4104.37,1.0,299.999969474,1.0,1.0,28810.7953767,0.00333333,0.2,0.00333333,500,4630.171528,500.0,2,4630.171528,102.997,100,4644.76,1.0,0.00333333,,4630.171528,28810.7953767
5.4346e-20,500.0,4178.89,1.0,400.0,1.0,1.0,454.094961266,0.0025,0.2,0.0025,500,4653.24795904,500.0,2,4653.24795904,89.9007,100,4646.88,1.0,0.0025,,4653.24795904,454.094961266
1.96995e-08,500.0,4231.33,0.613229,497.554475751,1.11845,0.998317,415.392237918,0.00122853,0.2,0.002,500,4655.84661738,497.461340128,1,4655.84661738,57.8786,100,4650.98,1.0051,0.00224068,0.00490832,4655.84661738,415.392237918
3.50449e-18,500.0,3722.07,1.0,100.0,1.0,1.0,250.425730896,0.01,0.2,0.01,500,4657.8087503,500.0,2,4657.8087503,15.7455,100,4657.81,1.0,0.01,,4657.8087503,250.425730896
2.1793e-19,500.0,3996.97,1.0,200.000000102,1.0,1.0,343.953409458,0.005,0.2,0.005,500,4659.72312898,500.0,2,4659.72312898,17.1795,100,4658.77,1.0,0.005,,4659.72312898,343.953409458
5.43914e-20,500.0,4116.35,1.0,299.999969474,1.0,1.0,451.655395879,0.00333333,0.2,0.00333333,500,4652.58645157,500.0,2,4652.58645157,18.8225,100,4656.71,1.0,0.00333333,,4652.58645157,451.655395879
5.4346e-20,499.29,4185.42,1.0,400.0,1.0,1.0,5369.24961272,0.0025,0.2,0.0025,500,4643.40019875,500.0,2,4643.40019875,40.346,100,4653.38,1.0,0.0025,,4643.40019875,5369.24961272
7.37155e-09,500.0,4235.5,0.741041,499.081970283,1.08856,1.00071,339.234026549,0.00148103,0.2,0.002,500,4654.93477619,499.170786749,1,4654.93477619,31.6791,100,4654.4,1.00166,0.00217558,0.00184551,4654.93477619,339.234026549
3.50449e-18,500.0,3720.65,1.0,100.0,1.0,1.0,334.990495575,0.01,0.2,0.01,500,4656.60757003,500.0,2,4656.60757003,18.211,100,4656.61,1.0,0.01,,4656.60757003,334.990495575
2.1793e-19,500.0,3995.0,1.0,200.000000102,1.0,1.0,311.666761931,0.005,0.2,0.005,500,4657.09028059,500.0,2,4657.09028059,17.8928,100,4656.85,1.0,0.005,,4657.09028059,311.666761931
5.43914e-20,500.0,4116.95,1.0,299.999969474,1.0,1.0,299.128460474,0.00333333,0.2,0.00333333,500,4658.35052646,500.0,2,4658.35052646,17.6819,100,4657.35,1.0,0.00333333,,4658.35052646,299.128460474
5.4346e-20,500.0,4189.62,1.0,400.0,1.0,1.0,341.253197142,0.0025,0.2,0.0025,500,4658.43730273,500.0,2,4658.43730273,17.8653,100,4657.62,1.0,0.0025,,4658.43730273,341.253197142
2.64635e-09,500.0,4239.32,0.892522,499.669505157,1.05956,0.999931,220.136357396,0.00178517,0.2,0.002,500,4658.43775767,499.700368303,1,4658.43775767,16.9758,100,4658.03,1.0006,0.00211926,0.000661497,4658.43775767,220.136357396
3.50449e-18,500.0,3721.82,1.0,100.0,1.0,1.0,349.747349073,0.01,0.2,0.01,500,4657.77010099,500.0,2,4657.77010099,18.6078,100,4657.77,1.0,0.01,,4657.77010099,349.747349073
2.1793e-19,499.43,3991.25,1.0,200.000000102,1.0,1.0,3906.31285603,0.005,0.2,0.005,500,4648.37891423,500.0,2,4648.37891423,46.1389,100,4653.07,1.0,0.005,,4648.37891423,3906.31285603
5.43914e-20,497.98,4106.68,1.0,299.999969474,1.0,1.0,37286.4219684,0.00333333,0.2,0.00333333,500,4635.02509113,500.0,2,4635.02509113,117.457,100,4647.06,1.0,0.00333333,,4635.02509113,37286.4219684
5.4346e-20,500.0,4181.21,1.0,400.0,1.0,1.0,232.67753923,0.0025,0.2,0.0025,500,4655.61317818,500.0,2,4655.61317818,102.071,100,4649.2,1.0,0.0025,,4655.61317818,232.67753923
2.78224e-08,498.92,4231.82,0.574871,496.552936763,1.18078,0.995874,11266.150297,0.00115451,0.2,0.002,500,4646.96766479,496.945735066,1,4646.96766479,67.755,100,4651.68,1.00615,0.00237135,0.00689832,4646.96766479,11266.150297
3.50449e-18,500.0,3721.2,1.0,100.0,1.0,1.0,260.82957553,0.01,0.2,0.01,500,4657.01334627,500.0,2,4657.01334627,16.0693,100,4657.01,1.0,0.01,,4657.01334627,260.82957553
2.1793e-19,500.0,3996.31,1.0,200.000000102,1.0,1.0,218.458591525,0.005,0.2,0.005,500,4659.20753265,500.0,2,4659.20753265,15.4419,100,4658.11,1.0,0.005,,4659.20753265,218.458591525
5.43914e-20,500.0,4117.91,1.0,299.999969474,1.0,1.0,219.863312259,0.00333333,0.2,0.00333333,500,4658.58155268,500.0,2,4658.58155268,15.2175,100,4658.27,1.0,0.00333333,,4658.58155268,219.863312259
5.4346e-20,500.0,4189.83,1.0,400.0,1.0,1.0,376.798067366,0.0025,0.2,0.0025,500,4656.44601373,500.0,2,4656.44601373,16.3572,100,4657.81,1.0,0.0025,,4656.44601373,376.798067366
2.59026e-09,500.0,4238.84,0.901278,499.676944714,1.05156,0.999768,338.180060693,0.00180297,0.2,0.002,500,4655.2207791,499.699475306,1,4655.2207791,16.5153,100,4657.54,1.0006,0.00210361,0.000647264,4655.2207791,338.180060693
3.50449e-18,496.72,3691.58,1.0,100.0,1.0,1.0,94289.7008296,0.01,0.2,0.01,500,4627.4813481,500.0,2,4627.4813481,305.527,100,4627.48,1.0,0.01,,4627.4813481,94289.7008296
2.1793e-19,500.0,3981.09,1.0,200.000000102,1.0,1.0,278.22661359,0.005,0.2,0.005,500,4658.26630676,500.0,2,4658.26630676,216.906,100,4642.87,1.0,0.005,,4658.26630676,278.22661359
5.43914e-20,499.46,4105.64,1.0,299.999969474,1.0,1.0,2883.63924804,0.00333333,0.2,0.00333333,500,4652.2303928,500.0,2,4652.2303928,179.823,100,4645.99,1.0,0.00333333,,4652.2303928,2883.63924804
5.4346e-20,500.0,4180.04,1.0,400.0,1.0,1.0,448.197969951,0.0025,0.2,0.0025,500,4653.99465991,500.0,2,4653.99465991,156.126,100,4647.99,1.0,0.0025,,4653.99465991,448.197969951
3.46891e-08,500.0,4234.88,0.318004,495.709684431,1.14232,1.00338,260.530914084,0.000633868,0.2,0.002,500,4658.85404361,496.190235533,1,4658.85404361,49.183,100,4655.06,1.00768,0.00227695,0.00873097,4658.85404361,260.530914084
3.50449e-18,500.0,3725.58,1.0,100.0,1.0,1.0,252.044843829,0.01,0.2,0.01,500,4661.47269157,500.0,2,4661.47269157,15.7963,100,4661.47,1.0,0.01,,4661.47269157,252.044843829
2.1793e-19,500.0,3997.37,1.0,200.000000102,1.0,1.0,325.858976936,0.005,0.2,0.005,500,4656.81502353,500.0,2,4656.81502353,17.073,100,4659.14,1.0,0.005,,4656.81502353,325.858976936
5.43914e-20,498.68,4113.89,1.0,299.999969474,1.0,1.0,15695.7136304,0.00333333,0.2,0.00333333,500,4644.43096998,500.0,2,4644.43096998,73.6343,100,4654.24,1.0,0.00333333,,4644.43096998,15695.7136304
5.4346e-20,500.0,4187.95,1.0,400.0,1.0,1.0,232.338304171,0.0025,0.2,0.0025,500,4660.94020106,500.0,2,4660.94020106,64.284,100,4655.92,1.0,0.0025,,4660.94020106,232.338304171
4.24384e-09,500.0,4237.88,0.863681,499.470934274,1.10449,0.999844,349.527574015,0.00172763,0.2,0.002,500,4657.23798605,499.421432319,1,4657.23798605,50.8564,100,4656.68,1.00116,0.00220933,0.00106063,4657.23798605,349.527574015
3.50449e-18,500.0,3723.96,1.0,100.0,1.0,1.0,285.280325435,0.01,0.2,0.01,500,4659.94720855,500.0,2,4659.94720855,16.8056,100,4659.95,1.0,0.01,,4659.94720855,285.280325435
2.1793e-19,500.0,3997.1,1.0,200.000000102,1.0,1.0,184.618697271,0.005,0.2,0.005,500,4657.93464888,500.0,2,4657.93464888,15.2844,100,4658.94,1.0,0.005,,4657.93464888,184.618697271
5.43914e-20,500.0,4118.54,1.0,299.999969474,1.0,1.0,267.809711942,0.00333333,0.2,0.00333333,500,4658.90302263,500.0,2,4658.90302263,15.6243,100,4658.93,1.0,0.00333333,,4658.90302263,267.809711942
5.4346e-20,500.0,4190.39,1.0,400.0,1.0,1.0,391.280320364,0.0025,0.2,0.0025,500,4656.74571592,500.0,2,4656.74571592,16.7578,100,4658.38,1.0,0.0025,,4656.74571592,391.280320364
1.57465e-09,500.0,4239.95,0.925536,499.803649467,1.0406,1.00048,236.62965731,0.00185018,0.2,0.002,500,4658.69412021,499.835366593,1,4658.69412021,16.2682,100,4658.6,1.00033,0.0020802,0.000394043,4658.69412021,236.62965731
3.50449e-18,500.0,3723.79,1.0,100.0,1.0,1.0,197.065460586,0.01,0.2,0.01,500,4659.49522064,500.0,2,4659.49522064,13.9677,100,4659.5,1.0,0.01,,4659.49522064,197.065460586
2.1793e-19,500.0,3997.8,1.0,200.000000102,1.0,1.0,248.260086115,0.005,0.2,0.005,500,4659.72769834,500.0,2,4659.72769834,14.8476,100,4659.61,1.0,0.005,,4659.72769834,248.260086115
5.43914e-20,500.0,4118.94,1.0,299.999969474,1.0,1.0,223.698991568,0.00333333,0.2,0.00333333,500,4658.70078132,500.0,2,4658.70078132,14.8651,100,4659.31,1.0,0.00333333,,4658.70078132,223.698991568
5.4346e-20,498.55,4188.07,1.0,400.0,1.0,1.0,18671.6785338,0.0025,0.2,0.0025,500,4646.25291624,500.0,2,4646.25291624,69.4185,100,4656.04,1.0,0.0025,,4646.25291624,18671.6785338
8.27351e-09,500.0,4238.65,0.708988,498.970279683,1.09456,1.00203,292.557797508,0.0014151,0.2,0.002,500,4659.25913207,498.970308898,1,4659.25913207,45.54,100,4657.65,1.00206,0.00218469,0.00207679,4659.25913207,292.557797508
3.50449e-18,499.86,3721.37,1.0,100.0,1.0,1.0,408.854156376,0.01,0.2,0.01,500,4657.3598873,500.0,2,4657.3598873,20.1188,100,4657.36,1.0,0.01,,4657.3598873,408.854156376
2.1793e-19,500.0,3995.24,1.0,200.000000102,1.0,1.0,308.287499065,0.005,0.2,0.005,500,4656.81974707,500.0,2,4656.81974707,18.843,100,4657.09,1.0,0.005,,4656.81974707,308.287499065
5.43914e-20,500.0,4116.42,1.0,299.999969474,1.0,1.0,316.848371478,0.00333333,0.2,0.00333333,500,4656.25556019,500.0,2,4656.25556019,18.4776,100,4656.81,1.0,0.00333333,,4656.25556019,316.848371478
5.4346e-20,500.0,4189.17,1.0,400.0,1.0,1.0,313.283746628,0.0025,0.2,0.0025,500,4658.22080731,500.0,2,4658.22080731,18.275,100,4657.16,1.0,0.0025,,4658.22080731,313.283746628
2.1077e-09,500.0,4238.95,0.927271,499.737126017,1.05336,0.999025,253.121423851,0.00185635,0.2,0.002,500,4658.56996486,499.733054183,1,4658.56996486,17.626,100,4657.65,1.00053,0.00210877,0.000525897,4658.56996486,253.121423851
3.50449e-18,498.68,3713.4,1.0,100.0,1.0,1.0,15464.0607119,0.01,0.2,0.01,500,4649.35274543,500.0,2,4649.35274543,123.731,100,4649.35,1.0,0.01,,4649.35274543,15464.0607119
2.1793e-19,500.0,3992.32,1.0,200.000000102,1.0,1.0,212.804728833,0.005,0.2,0.005,500,4658.92464801,500.0,2,4658.92464801,88.221,100,4654.14,1.0,0.005,,4658.92464801,212.804728833
5.43914e-20,500.0,4114.23,1.0,299.999969474,1.0,1.0,327.794381423,0.00333333,0.2,0.00333333,500,4655.52775375,500.0,2,4655.52775375,72.7821,100,4654.6,1.0,0.00333333,,4655.52775375,327.794381423
5.4346e-20,500.0,4186.86,1.0,400.0,1.0,1.0,333.443767991,0.0025,0.2,0.0025,500,4655.53808202,500.0,2,4655.53808202,63.6838,100,4654.84,1.0,0.0025,,4655.53808202,333.443767991
8.81313e-09,499.77,4236.68,0.773392,498.903144355,1.13411,0.996779,943.606180095,0.00155178,0.2,0.002,500,4654.70840754,499.049625663,1,4654.70840754,46.8545,100,4655.65,1.0019,0.00227556,0.00218911,4654.70840754,943.606180095
3.50449e-18,500.0,3722.6,1.0,100.0,1.0,1.0,318.756824046,0.01,0.2,0.01,500,4658.40892192,500.0,2,4658.40892192,17.7643,100,4658.41,1.0,0.01,,4658.40892192,318.756824046
