Weights,EpisodesSoFar,MinIW,ReturnStepMaxmin,InitialBound,MinD2w0t,InitialReturnMax,MeanD2w0t,ReturnMeanIW,MaxD2w0t,ReturnStepMax,MeanIW,Iteration,EpThisIter,InitialReturnMin,InitialReturnStd,Bound,StdIW,EpRewMean,J_sample_variance,StdD2w0t,TimestepsSoFar,TimeElapsed,EmpiricalD2,MaxIW,EpLenMean,InitialReturnMean
[-0.801 -0.749 -0.516 -0.273 -0.065],25300,0.7754199,97.335304,-288.9203,,40.196842,0.2989892,34.635647,1.0600634,100.0,1.0137942,253,100,-38.375496,17.353582,-288.30615,0.11115246,-123.24662472592665,347.10306,0.4609806,1517674,4413.0798461437225,1.016089,1.6097627,148.07,-2.9563903e-06
[-0.808 -0.751 -0.517 -0.272 -0.067],25400,0.6994269,97.45434,-294.54364,,43.02116,0.32015917,29.59322,1.0468756,100.0,1.0199027,254,100,-34.48733,17.71179,-293.7415,0.10795972,-122.5323935309034,346.35794,0.46986467,1533529,4452.273991584778,1.0147431,1.4822263,158.55,1.0299683e-06
[-0.812 -0.753 -0.517 -0.273 -0.068],25500,0.7642727,97.464294,-294.8184,,40.621952,0.32952031,29.322493,1.0610254,100.0,1.0071021,255,100,-37.580193,18.747412,-294.08585,0.12447907,-125.06777148413701,393.46915,0.47412354,1549817,4493.220779657364,1.0176107,1.650332,162.88,-7.6293946e-07
[-0.815 -0.752 -0.516 -0.272 -0.066],25600,0.854747,97.19959,-282.32492,,41.640656,0.27569664,40.357548,1.0238001,100.0,1.0025275,256,100,-35.705517,16.402256,-281.889,0.06969756,-123.5010926294667,299.6731,0.4483489,1563536,4528.209012746811,1.0077085,1.327549,137.19,-4.4250487e-06
[-0.816 -0.751 -0.515 -0.272 -0.07 ],25700,0.70543975,97.62896,-298.25302,,29.549002,0.3618603,25.982262,1.0377946,100.0,1.0061197,257,100,-33.061382,16.073473,-297.6995,0.09763489,-123.13312140700813,276.8487,0.48330078,1581498,4571.9414319992065,1.012103,1.6047719,179.62,9.536743e-08
[-0.821 -0.751 -0.516 -0.271 -0.072],25800,0.71795404,97.57779,-299.84885,,49.16356,0.34173086,23.944817,1.0255306,100.0,0.9994327,258,100,-41.017857,18.576538,-299.4882,0.084030524,-120.809127877825,356.866,0.47636816,1598487,4613.786992549896,1.0083265,1.5100013,169.89,-1.7166137e-06
[-0.823 -0.751 -0.515 -0.271 -0.072],25900,0.7297615,97.58307,-299.58154,,40.1856,0.35083097,24.783321,1.0542638,100.0,0.9995061,259,100,-40.113575,17.88265,-298.9246,0.12150451,-122.88392351462343,347.39316,0.48141938,1615832,4656.126360177994,1.0180553,1.7106185,173.45,-4.119873e-06
[-0.829 -0.751 -0.515 -0.269 -0.072],26000,0.83106816,97.664795,-301.8283,,31.864418,0.36890954,22.068823,1.0138463,100.0,0.99429846,260,100,-42.797318,18.2022,-301.5221,0.05824749,-122.74605704247674,338.2339,0.48375526,1634218,4700.591094732285,1.0051925,1.32028,183.86,3.7002565e-06
[-0.832 -0.752 -0.516 -0.269 -0.071],26100,0.7358577,97.761856,-304.99957,,33.982315,0.41565585,19.970968,1.0536048,100.0,1.0171847,261,100,-41.33401,17.23007,-304.3198,0.117626175,-127.08366314377177,309.65616,0.4980937,1654746,4752.136962890625,1.0194137,1.7342665,205.28,4.653931e-06
[-0.837 -0.753 -0.516 -0.268 -0.073],26200,0.7806046,97.8911,-310.0464,,28.958801,0.43363875,15.022159,1.0337054,100.0,1.0160724,262,100,-44.380566,18.316633,-309.58768,0.103602685,-119.11317357167476,339.5424,0.49963135,1676229,4804.003552913666,1.0144053,1.6852052,214.83,-1.1825562e-06
[-0.839 -0.754 -0.516 -0.267 -0.075],26300,0.67589736,97.99272,-314.1626,,32.48709,0.46120602,11.001475,1.0296587,100.0,1.0067903,263,100,-39.19998,19.038832,-313.77942,0.09287159,-115.24784182418652,366.52798,0.50209737,1699112,4858.323670625687,1.0115578,1.4703147,228.83,-1.14440915e-07
[-0.843 -0.753 -0.516 -0.267 -0.077],26400,0.7284523,98.017654,-316.4953,,32.61132,0.47398913,9.051235,1.0510709,100.0,1.0054506,264,100,-47.01806,18.506481,-315.97504,0.11850931,-114.8798330416948,347.9554,0.5056433,1722501,4916.097554683685,1.0201532,1.778962,233.89,-4.9591063e-06
[-0.847 -0.752 -0.515 -0.266 -0.077],26500,0.63695496,97.88356,-312.86664,,48.064766,0.45032406,12.4446945,1.0544717,100.0,0.99729764,265,100,-39.69912,19.761452,-312.24,0.11845582,-123.94167437685358,398.64478,0.50394034,1744704,4971.560791730881,1.021561,1.7122089,222.03,5.9127806e-06
[-0.851 -0.751 -0.515 -0.265 -0.079],26600,0.758327,97.919205,-311.34808,,38.19512,0.436688,13.828801,1.0361985,100.0,1.0011737,266,100,-33.196224,16.56806,-310.8027,0.09585748,-116.90912091209094,282.79712,0.5000606,1766338,5024.019224882126,1.0147073,1.6628118,216.34,1.2969971e-06
[-0.856 -0.752 -0.516 -0.263 -0.08 ],26700,0.6940278,98.00986,-315.2475,,37.2737,0.4953577,10.4312935,1.0562732,100.0,1.0026497,267,100,-46.18077,17.536255,-314.63907,0.14553763,-120.88106941714919,305.5711,0.5071216,1790755,5082.805585384369,1.0237515,2.0061078,244.17,1.335144e-06
[-0.862 -0.751 -0.516 -0.262 -0.08 ],26800,0.87737715,97.877106,-311.49738,,34.682247,0.43859902,12.956936,1.0110065,100.0,1.0002456,268,100,-40.657814,17.366571,-311.32605,0.06000452,-122.74302691690849,297.25073,0.49759662,1812617,5135.690624713898,1.0047909,1.3407793,218.62,-4.3296814e-06
[-0.862 -0.752 -0.516 -0.262 -0.08 ],26900,0.8172481,98.049416,-319.24503,,38.21443,0.49765655,5.7955503,1.0136822,100.0,1.0022353,269,100,-43.54734,19.904804,-319.0316,0.06205229,-117.80615672476819,392.07404,0.5019456,1837403,5193.540060997009,1.0061333,1.2794529,247.86,-3.5095215e-06
[-0.865 -0.752 -0.516 -0.261 -0.08 ],27000,0.7338885,98.089066,-317.67776,,34.14912,0.5214396,7.644765,1.0233516,100.0,0.9839571,270,100,-45.715736,19.799828,-317.40112,0.08719765,-117.9118704727371,377.01297,0.50324905,1863291,5256.40859246254,1.0113271,1.3863816,258.88,3.8146972e-08
[-0.868 -0.751 -0.516 -0.26  -0.081],27100,0.7094541,98.053955,-316.1091,,27.883417,0.5034064,9.118665,1.0250347,100.0,1.0110042,271,100,-50.26975,18.224733,-315.8436,0.08244026,-118.2272547858838,327.02298,0.50354517,1888285,5316.6682369709015,1.011235,1.3687141,249.94,1.4686584e-06
[-0.872 -0.752 -0.517 -0.26  -0.081],27200,0.8979244,98.07193,-315.44003,,33.559998,0.50369686,9.60326,1.0093752,100.0,1.0003755,272,100,-40.157925,16.195005,-315.2566,0.04782486,-116.57096126312072,261.85846,0.50126237,1913406,5375.01469039917,1.0041558,1.2588861,251.21,1.1253356e-06
[-0.876 -0.753 -0.518 -0.259 -0.082],27300,0.83415544,98.2095,-319.6469,,37.065098,0.5804023,5.870177,1.0121701,100.0,1.000541,273,100,-42.35288,16.28088,-319.4698,0.059614003,-114.27876910608715,264.24026,0.49567628,1942319,5439.624816656113,1.0062906,1.2193227,289.13,1.5640259e-06
[-0.879 -0.753 -0.518 -0.259 -0.083],27400,0.78627545,98.14282,-320.32056,,33.137848,0.5429824,4.968123,1.0143858,100.0,0.99551797,274,100,-47.32459,18.670952,-320.164,0.060854748,-115.8519534222659,342.2979,0.5005223,1969350,5499.934906244278,1.0068663,1.2688316,270.31,9.536743e-07
[-0.881 -0.752 -0.518 -0.258 -0.083],27500,0.866486,98.16696,-319.52405,,27.016233,0.55119807,5.9492035,1.0179058,100.0,1.0040308,275,100,-43.580944,15.222223,-319.30597,0.06835011,-114.18424670314563,227.3864,0.5003279,1996764,5560.593852519989,1.0089409,1.3981133,274.14,-1.2016296e-06
[-0.884 -0.753 -0.518 -0.257 -0.084],27600,0.77526677,98.26143,-323.14368,,27.968122,0.618289,2.6976721,1.0193743,100.0,1.0028471,276,100,-43.497917,15.658355,-322.87314,0.07046183,-113.48985574217002,244.34792,0.48958677,2027496,5628.558472394943,1.0103226,1.2742419,307.32,1.1253356e-06
[-0.888 -0.753 -0.519 -0.257 -0.085],27700,0.819066,98.368324,-326.02344,,35.8531,0.66277665,-0.022404043,1.0125034,100.0,1.003889,277,100,-42.84337,15.51823,-325.88992,0.06498502,-104.22404972676108,237.89177,0.4757356,2060495,5701.980475187302,1.0073167,1.2955618,329.99,6.4849854e-07
[-0.889 -0.752 -0.518 -0.256 -0.085],27800,0.75520265,98.200714,-323.0978,,28.25469,0.56386113,2.5962741,1.0188503,100.0,0.9959283,278,100,-41.91562,17.59638,-322.7875,0.07748766,-111.9954653553571,295.89026,0.4993434,2088519,5764.230944156647,1.0097443,1.3816733,280.24,1.5258789e-06
[-0.893 -0.753 -0.519 -0.256 -0.086],27900,0.54171723,98.19003,-322.43213,,31.413906,0.56774294,3.6411898,1.049417,100.0,1.0055695,279,100,-51.313614,17.98118,-321.95718,0.14340916,-113.33547704465414,308.0658,0.50364244,2116504,5826.635541200638,1.0234703,1.8238039,279.85,-8.392334e-07
[-0.899 -0.753 -0.519 -0.254 -0.086],28000,0.7988049,98.35359,-327.71176,,34.961487,0.6463137,-1.6669896,1.0137594,100.0,1.0053698,280,100,-41.287838,15.697939,-327.50244,0.06575191,-103.94648648953496,240.57538,0.48136386,2148665,5899.563439130783,1.0081025,1.2265589,321.61,-7.05719e-07
[-0.901 -0.753 -0.519 -0.254 -0.087],28100,0.79784435,98.37129,-326.1301,,24.695053,0.6853733,-0.038208596,1.0174313,100.0,1.017254,281,100,-42.83434,14.863528,-325.96545,0.07218061,-107.12476356442977,215.0429,0.46850947,2182742,5975.4860026836395,1.0101099,1.4269038,340.77,-1.8692017e-06
[-0.906 -0.754 -0.521 -0.254 -0.088],28200,0.8705238,98.434006,-328.11615,,26.29017,0.70223993,-2.0448396,1.0051092,100.0,1.0041157,282,100,-42.959557,14.681425,-328.04834,0.041695926,-99.19268961953895,216.92429,0.45861274,2217793,6053.533266782761,1.0030594,1.1828666,350.51,-1.2779236e-06
[-0.907 -0.753 -0.521 -0.254 -0.087],28300,0.85309714,98.3721,-326.44727,,26.916307,0.67409825,-0.61472416,1.0035748,100.0,0.99551487,283,100,-40.873917,13.616313,-326.40353,0.031208847,-105.70008183350053,184.75356,0.4695046,2251461,6126.602086305618,1.0019362,1.117859,336.68,7.6293946e-07
[-0.91  -0.754 -0.521 -0.254 -0.088],28400,0.72954786,98.37857,-327.76266,,36.256683,0.6697354,-1.6017532,1.0158329,100.0,1.0019181,284,100,-37.272053,15.083359,-327.55408,0.07600559,-103.48018151775865,223.29858,0.47420603,2284765,6201.033042907715,1.0093707,1.2704064,333.04,1.3732911e-06
[-0.912 -0.754 -0.522 -0.253 -0.09 ],28500,0.75753254,98.30698,-325.49738,,29.740547,0.64635926,0.53542066,1.022037,100.0,1.0115921,285,100,-45.83028,15.593434,-325.22714,0.089609474,-111.23713664309554,240.47028,0.48263606,2316867,6270.230797529221,1.011853,1.3590453,321.02,-3.1280517e-06
[-0.917 -0.756 -0.523 -0.253 -0.09 ],28600,0.745,98.42177,-329.077,,26.337746,0.69652545,-2.7565856,1.0180187,100.0,1.0040789,286,100,-52.343605,14.908184,-328.84195,0.079599105,-100.10611572442481,208.89186,0.464154,2351492,6338.602371931076,1.0104271,1.3292192,346.25,2.8991699e-06
[-0.922 -0.756 -0.524 -0.252 -0.09 ],28700,0.8309687,98.34192,-325.2063,,38.024242,0.65105563,0.68703157,1.0084478,100.0,0.99450034,287,100,-43.88155,16.782377,-325.06473,0.050306868,-106.80101417919545,275.27454,0.47862652,2383950,6403.115349769592,1.0051124,1.1953084,324.58,2.5177003e-06
[-0.926 -0.757 -0.525 -0.252 -0.091],28800,0.78899467,98.48657,-333.19843,,29.5026,0.7523722,-6.6963964,1.015033,100.0,1.0030864,288,100,-49.065247,16.440874,-332.97083,0.066757165,-96.0710686707322,262.13934,0.43617526,2421373,6478.690986394882,1.0093989,1.2639728,374.23,4.005432e-07
[-0.93  -0.757 -0.526 -0.251 -0.092],28900,0.87037134,98.3618,-325.6184,,33.931152,0.6464005,0.23307645,1.0055465,100.0,0.9977424,289,100,-39.937756,15.431568,-325.545,0.03997953,-102.94583620541323,235.2527,0.47932765,2453634,6543.469662427902,1.0031767,1.1426898,322.61,6.8664554e-07
[-0.932 -0.758 -0.526 -0.251 -0.092],29000,0.7704538,98.38368,-326.3508,,35.63519,0.68017775,-0.26366803,1.0139897,100.0,0.99700224,290,100,-50.436058,15.906653,-326.17548,0.06587499,-104.33733942217609,248.04993,0.4696563,2487492,6610.825650930405,1.0079241,1.3414775,338.58,-1.335144e-07
[-0.934 -0.757 -0.526 -0.25  -0.093],29100,0.8176322,98.45975,-330.48328,,26.686205,0.71135116,-4.256958,1.0085899,100.0,1.0034437,291,100,-47.970695,14.587852,-330.38742,0.0517214,-95.79506960778858,211.0225,0.4554465,2522955,6681.552010536194,1.0051557,1.2252508,354.63,1.4877319e-06
[-0.938 -0.758 -0.527 -0.25  -0.093],29200,0.8710175,98.48184,-330.78223,,23.188454,0.74062127,-4.503565,1.0050375,100.0,0.9990525,292,100,-50.832794,15.4486685,-330.68796,0.041378673,-95.74795781729489,235.67545,0.4399835,2559912,6753.776529550552,1.0035092,1.183566,369.57,-1.6784668e-06
[-0.939 -0.757 -0.528 -0.25  -0.095],29300,0.7865077,98.500275,-331.22824,,23.065315,0.75571376,-4.925886,1.0065271,100.0,1.0003319,293,100,-47.614594,14.780787,-331.16202,0.04706592,-94.20507163070133,219.03796,0.43158928,2597615,6828.000631809235,1.0039669,1.1519998,377.03,2.1362305e-06
[-0.941 -0.757 -0.528 -0.25  -0.096],29400,0.85695136,98.41443,-329.16678,,31.779394,0.67690337,-3.1788518,1.0040125,100.0,0.9947111,294,100,-42.425613,14.773934,-329.10736,0.036351617,-98.9707602710755,215.15424,0.46856543,2631418,6890.043037891388,1.002181,1.1204498,338.03,1.335144e-06
[-0.943 -0.757 -0.528 -0.249 -0.096],29500,0.83609676,98.3811,-328.38263,,36.663483,0.656722,-2.22047,1.01354,100.0,1.0069509,295,100,-48.69368,16.88134,-328.1787,0.07998214,-101.09431772539503,272.94217,0.47833422,2664087,6949.1151876449585,1.0086055,1.3897789,326.69,6.8664554e-07
[-0.944 -0.757 -0.527 -0.249 -0.096],29600,0.8976486,98.374466,-326.794,,35.237404,0.6807797,-0.9533659,1.0027483,100.0,1.0029054,296,100,-31.172913,13.727016,-326.75095,0.033560075,-106.35264645511104,187.78804,0.46692762,2698091,7009.255336999893,1.0018164,1.1663114,340.04,-2.117157e-06
[-0.944 -0.757 -0.527 -0.249 -0.097],29700,0.6772878,98.48846,-328.4599,,35.134434,0.7384778,-2.0970798,1.0097271,100.0,1.0055399,297,100,-45.818207,13.643972,-328.34412,0.062265676,-94.0963615136896,180.47437,0.4425424,2734880,7073.989826202393,1.0066537,1.248405,367.89,6.1035155e-07
[-0.946 -0.757 -0.528 -0.248 -0.098],29800,0.823722,98.51123,-332.54846,,23.19496,0.77660245,-6.0751896,1.0096102,100.0,1.0003579,298,100,-49.119072,12.727929,-332.4031,0.06368754,-94.54087970924883,152.12921,0.4200102,2773565,7143.888986587524,1.0069047,1.2265265,386.85,-1.3923645e-06
[-0.948 -0.757 -0.528 -0.247 -0.099],29900,0.7957039,98.545044,-332.67758,,25.15248,0.7949072,-6.199932,1.0071377,100.0,1.0057781,299,100,-35.58223,12.532919,-332.59885,0.046415143,-90.17823564792673,154.63994,0.40633422,2813207,7215.423087596893,1.0048503,1.177994,396.42,-9.536743e-07
[-0.95  -0.756 -0.528 -0.246 -0.1  ],30000,0.8716638,98.47655,-329.8009,,27.267853,0.7459833,-3.571256,1.0059754,100.0,1.002556,300,100,-39.852913,14.299016,-329.7242,0.046803806,-97.42365815043158,204.53133,0.43706346,2850430,7277.346993684769,1.0036999,1.2629082,372.23,1.4305115e-06
[-0.951 -0.755 -0.528 -0.246 -0.1  ],30100,0.799122,98.43483,-329.0992,,29.033323,0.71461195,-2.9229462,1.0116973,100.0,1.0013396,301,100,-36.64943,14.156992,-328.98636,0.06568269,-100.59949905285897,197.85504,0.454497,2886030,7334.793509244919,1.0067375,1.2801406,356.0,-9.155273e-07
[-0.953 -0.755 -0.527 -0.245 -0.1  ],30200,0.886377,98.46483,-330.5254,,25.74078,0.732195,-4.3797803,1.0035458,100.0,1.0010122,302,100,-44.9037,14.662192,-330.47412,0.036533788,-97.84245704752213,210.90268,0.4438316,2922595,7395.272897005081,1.0022436,1.1315762,365.65,1.7166137e-06
[-0.955 -0.755 -0.528 -0.245 -0.1  ],30300,0.80085915,98.49437,-331.02972,,24.294544,0.7557438,-4.710183,1.008098,100.0,0.99893343,303,100,-46.939674,14.212967,-330.93726,0.049385745,-95.27486456430813,197.62401,0.43203044,2960280,7456.467867851257,1.0049627,1.2012234,376.85,-1.0681152e-06
[-0.956 -0.754 -0.527 -0.244 -0.1  ],30400,0.7872339,98.46998,-330.54126,,31.225492,0.7572247,-4.2566404,1.0074633,100.0,1.0021627,304,100,-44.87496,14.366935,-330.41925,0.051791344,-100.06836412464722,198.01385,0.4311215,2998040,7519.600005865097,1.0048999,1.2057123,377.6,-1.2969971e-06
[-0.959 -0.756 -0.528 -0.244 -0.101],30500,0.93796414,98.49414,-330.72562,,22.105864,0.7598832,-4.5289006,1.0007696,100.0,1.0005004,305,100,-40.48986,13.285981,-330.69974,0.016281692,-96.07236682778043,178.18568,0.42738935,3036024,7581.751380205154,1.0004475,1.0523452,379.84,-2.2888183e-07
[-0.96  -0.756 -0.529 -0.245 -0.101],30600,0.92319393,98.53667,-332.39304,,23.964756,0.7965966,-6.05244,1.0011423,100.0,0.9989889,306,100,-36.244583,13.036372,-332.3652,0.021377752,-92.22960858011987,169.96477,0.40297493,3075836,7642.538832426071,1.0008087,1.0817565,398.12,6.294251e-07
[-0.961 -0.756 -0.529 -0.244 -0.102],30700,0.8685975,98.54372,-332.50827,,34.249752,0.8011104,-6.1188116,1.0020051,100.0,0.9983523,307,100,-47.857758,12.590599,-332.46835,0.028068293,-91.31824908262064,156.48053,0.39988163,3115863,7702.138895750046,1.001278,1.1006242,400.27,-1.4495849e-06
[-0.963 -0.757 -0.53  -0.244 -0.102],30800,0.89016056,98.525024,-331.94165,,22.062477,0.79361194,-5.5494885,1.0044013,100.0,0.9995397,308,100,-36.458748,11.974499,-331.8719,0.041594278,-94.06517072287778,138.48994,0.4065065,3155471,7762.331862211227,1.0033538,1.2023038,396.08,1.2588501e-06
[-0.963 -0.757 -0.529 -0.244 -0.102],30900,0.86189157,98.56363,-332.54526,,30.116962,0.8155014,-6.0366035,1.0057378,100.0,0.99940205,309,100,-40.19446,13.681847,-332.47522,0.042465262,-88.7826318365784,183.67577,0.39005846,3196162,7822.9737849235535,1.0039579,1.2070799,406.91,-1.9073487e-07
[-0.964 -0.756 -0.529 -0.243 -0.103],31000,0.8560143,98.458336,-331.07333,,26.128777,0.7291312,-4.93885,1.0036258,100.0,1.0016137,310,100,-40.69983,14.854033,-331.01514,0.03333552,-98.61265228695339,218.90129,0.445433,3232573,7877.219266176224,1.0022751,1.1362503,364.11,2.2125244e-06
[-0.967 -0.757 -0.53  -0.243 -0.103],31100,0.73852986,98.5152,-333.1333,,21.897257,0.78306484,-6.601809,1.0160282,100.0,1.0033739,311,100,-38.11644,13.963761,-332.96777,0.07363326,-94.38380574551425,187.60695,0.41741854,3271510,7934.6950697898865,1.0102372,1.2888002,389.37,2.6512146e-06
[-0.969 -0.755 -0.529 -0.242 -0.104],31200,0.94999015,98.54034,-333.35184,,23.176022,0.80659187,-7.0312185,1.0002645,100.0,1.0004184,312,100,-42.786377,12.584061,-333.34445,0.01014833,-92.6822041602516,159.0422,0.39506692,3311836,7994.64187002182,1.0001974,1.057563,403.26,-1.1444092e-06
[-0.969 -0.755 -0.529 -0.242 -0.104],31300,0.88720036,98.56119,-332.16235,,28.671717,0.7950808,-5.6784167,1.0041522,100.0,1.0085506,313,100,-47.227615,13.818666,-332.09604,0.036683433,-87.08737156116045,191.96048,0.40515402,3351529,8052.746460914612,1.0028683,1.1592964,396.93,1.2969971e-06
[-0.97  -0.754 -0.53  -0.242 -0.105],31400,0.72828686,98.509705,-331.91388,,34.52264,0.7718812,-5.524538,1.0082341,100.0,1.0022502,314,100,-47.97838,14.318717,-331.81317,0.057067223,-94.32554420861763,201.88658,0.42241657,3390006,8110.4426872730255,1.0055096,1.3271604,384.77,-7.6293944e-08
[-0.972 -0.754 -0.529 -0.242 -0.104],31500,0.7980166,98.50038,-332.51675,,29.2605,0.7434842,-6.079935,1.0083036,100.0,0.9922916,315,100,-37.063072,16.184843,-332.36935,0.055859018,-92.582334705199,253.96706,0.4393075,3427067,8166.134384870529,1.005368,1.1901054,370.61,-5.1498415e-07
[-0.976 -0.756 -0.531 -0.242 -0.106],31600,0.96781605,98.51257,-333.08807,,31.945942,0.76835585,-6.8539863,1.0004044,100.0,1.0008557,316,100,-43.449066,13.271615,-333.07724,0.012305787,-93.61697970784,177.67926,0.42200455,3465480,8223.599309921265,1.000238,1.0645627,384.13,-1.5830993e-06
[-0.976 -0.755 -0.531 -0.241 -0.105],31700,0.98255545,98.5125,-332.6817,,27.734371,0.7566339,-6.4585376,1.0001158,100.0,1.0014285,317,100,-41.87034,13.499568,-332.67758,0.0063361675,-92.21377298320877,184.28693,0.4291454,3503311,8280.471958398819,1.0000818,1.0349954,378.31,3.2424927e-07
[-0.977 -0.755 -0.531 -0.241 -0.106],31800,0.91885346,98.4987,-329.74963,,26.20197,0.7771664,-3.5472548,1.0009108,100.0,0.9988734,318,100,-36.391846,11.798477,-329.72916,0.017537702,-97.3657240782104,140.30345,0.4164725,3542156,8337.407656908035,1.0006508,1.0609008,388.45,-7.8201293e-07
[-0.977 -0.755 -0.531 -0.241 -0.106],31900,0.8684332,98.53845,-331.66968,,20.59523,0.801347,-5.296751,1.0025036,100.0,0.99974865,319,100,-41.855682,12.242288,-331.62677,0.028528212,-92.37765090727396,150.68462,0.39994752,3582185,8397.238661050797,1.0017884,1.1147546,400.29,1.2588501e-06
[-0.978 -0.753 -0.531 -0.241 -0.106],32000,0.8420135,98.55141,-334.13644,,29.463282,0.7845511,-7.6681485,1.0035458,100.0,1.0024085,320,100,-46.369843,15.104092,-334.05475,0.035917405,-87.87148648011356,230.73965,0.41236666,3621362,8456.4471077919,1.0023263,1.129113,391.77,4.959106e-07
[-0.98  -0.753 -0.532 -0.24  -0.106],32100,0.91483116,98.56085,-332.32376,,27.325207,0.80647534,-5.8887787,1.002448,100.0,1.0026081,321,100,-34.122604,12.433512,-332.28943,0.026652113,-88.46098705037979,156.2251,0.39599156,3661649,8516.762702226639,1.0017517,1.1305805,402.87,-3.0517577e-07
[-0.981 -0.752 -0.531 -0.24  -0.106],32200,0.85841155,98.500885,-331.38647,,29.61157,0.74842787,-5.140536,1.003661,100.0,0.99994034,322,100,-42.66379,13.659275,-331.35568,0.03439153,-93.26445676032266,189.35489,0.43505523,3699021,8574.41714143753,1.0023662,1.132968,373.72,-1.2779236e-06
[-0.983 -0.752 -0.532 -0.24  -0.106],32300,0.9094329,98.57956,-333.0425,,27.243105,0.80728036,-6.5147324,1.002491,100.0,0.999657,323,100,-36.384476,13.216122,-332.9939,0.028243333,-84.75898011573179,174.61855,0.39557347,3739340,8634.956025362015,1.0019891,1.1160227,403.19,9.536743e-08
[-0.983 -0.752 -0.532 -0.24  -0.108],32400,0.89625806,98.52281,-330.55646,,25.413385,0.77017814,-4.268235,1.0011996,100.0,1.0001817,324,100,-45.598724,12.848706,-330.53256,0.020129584,-91.84063218325237,166.09705,0.42112377,3777832,8692.467881917953,1.0008111,1.0951122,384.92,-2.002716e-06
[-0.983 -0.751 -0.532 -0.24  -0.109],32500,0.93256587,98.55719,-332.03702,,24.375988,0.825905,-5.620359,1.0006007,100.0,0.99996233,325,100,-49.663544,13.069334,-331.9999,0.015391853,-91.40722855978402,170.64296,0.379464,3819117,8754.360466003418,1.000417,1.0496167,412.85,2.9945375e-06
[-0.985 -0.752 -0.532 -0.24  -0.109],32600,0.8715501,98.56125,-331.80017,,23.698711,0.809655,-5.360717,1.0020258,100.0,1.0029886,326,100,-32.27717,11.932732,-331.7668,0.029548211,-88.73614173535516,144.9674,0.3934065,3859567,8815.64651966095,1.0014571,1.0924746,404.5,-4.577637e-06
[-0.986 -0.751 -0.533 -0.24  -0.109],32700,0.9102325,98.55504,-332.82938,,25.611012,0.8026793,-6.427443,1.0012374,100.0,0.9991559,327,100,-43.22766,12.804866,-332.80182,0.024144871,-89.24645179381092,165.84703,0.39847845,3899681,8876.637699127197,1.0009065,1.0913787,401.14,6.294251e-07
[-0.986 -0.751 -0.533 -0.24  -0.109],32800,0.8806864,98.46753,-330.62387,,23.326515,0.74663675,-4.3973694,1.0070821,100.0,1.0108119,328,100,-47.58248,12.568259,-330.53934,0.050050076,-99.14389037391076,156.86865,0.4370796,3936920,8933.043911933899,1.0046997,1.2237464,372.39,1.9454956e-06
[-0.989 -0.751 -0.533 -0.24  -0.109],32900,0.9338635,98.50252,-332.55542,,27.939632,0.7315247,-6.3125963,1.0015751,100.0,1.0019311,329,100,-34.74402,13.254918,-332.52087,0.024229001,-90.92433889953067,175.16628,0.4436742,3973474,8988.173915147781,1.001011,1.0892427,365.54,1.5068055e-06
[-0.99  -0.752 -0.533 -0.24  -0.109],33000,0.9285118,98.54231,-333.48825,,26.207632,0.82945055,-7.123538,1.0012136,100.0,0.9988711,330,100,-38.924496,12.256938,-333.45273,0.020285955,-94.86665342981487,150.44016,0.3765828,4014929,9050.785056829453,1.0008115,1.0787524,414.55,-1.4877319e-06
[-0.991 -0.752 -0.534 -0.24  -0.109],33100,0.8747337,98.54396,-332.07864,,24.05964,0.7953324,-5.7159214,1.001736,100.0,0.99777305,331,100,-33.921875,12.714522,-332.055,0.026306724,-90.61530392244313,162.33707,0.40412208,4054669,9110.283565759659,1.0012429,1.0873921,397.4,1.2016296e-06
[-0.991 -0.752 -0.534 -0.24  -0.11 ],33200,0.9367344,98.54361,-333.4081,,28.91061,0.7674698,-7.0613623,1.0007896,100.0,1.0009778,332,100,-46.55171,15.128675,-333.39346,0.017944952,-87.53687531131486,229.4234,0.42274025,4093030,9166.263656139374,1.0005774,1.0651847,383.61,-1.5258789e-07
[-0.991 -0.752 -0.534 -0.239 -0.11 ],33300,0.8055377,98.56624,-332.22348,,28.88541,0.8163289,-5.66923,1.0078422,100.0,0.9992027,333,100,-41.422176,12.932261,-332.1374,0.0533781,-88.27267333307336,167.70425,0.3901976,4133731,9225.993041753769,1.005272,1.1822892,407.01,-4.5776366e-07
[-0.992 -0.75  -0.533 -0.239 -0.11 ],33400,0.8822723,98.57071,-333.49026,,39.140312,0.846787,-7.01651,1.0025085,100.0,1.0021981,334,100,-40.59957,12.859427,-333.46002,0.033770096,-90.78284903008208,165.07445,0.36142242,4176026,9288.875639677048,1.0020089,1.1310816,422.95,-3.2424927e-07
[-0.993 -0.751 -0.533 -0.239 -0.111],33500,0.9712497,98.571594,-332.4011,,29.358198,0.8376845,-5.9755197,1.000313,100.0,0.9998315,335,100,-49.078995,12.631874,-332.39273,0.010654589,-89.70814045678311,161.58499,0.3688647,4217906,9350.34753370285,1.0002248,1.0545244,418.8,4.196167e-07
[-0.993 -0.75  -0.533 -0.239 -0.111],33600,0.8949223,98.500854,-329.61356,,34.437416,0.7615372,-3.3463476,1.0027957,100.0,1.001758,336,100,-37.51481,12.188164,-329.56308,0.03191754,-94.9222579528877,151.31221,0.42715228,4255940,9408.56659078598,1.0020041,1.1223124,380.34,-9.727478e-07
