Iteration,EpLenMean,ReturnStepMaxmin,InitialReturnStd,ReturnStepMax,Bound,ReturnMeanIW,EpisodesSoFar,StdD2w0t,TimestepsSoFar,MeanD2w0t,MinIW,MaxIW,InitialReturnMean,MeanIW,InitialBound,MinD2w0t,Weights,EmpiricalD2,J_sample_variance,StdIW,InitialReturnMin,EpThisIter,TimeElapsed,EpRewMean,InitialReturnMax,MaxD2w0t
342,16.48,86.270515,2.658411,100.0,367.51007,572.4039,34200,0.18083698,563693,0.033382464,0.6166651,1.4603488,-1.8310546e-06,1.0256746,357.17096,,[-0.466  0.899 -0.703  0.528 -1.42 ],1.0190339,5359.567,0.1370007,-4.446579,100,3504.4628398418427,-108.18253382463693,9.308449,1.1055162
343,16.45,86.22034,2.8577042,100.0,370.26538,603.5139,34300,0.19246586,565338,0.035448834,0.4100476,2.8342378,3.4332274e-06,1.0822039,340.30515,,[-0.458  0.893 -0.706  0.526 -1.418],1.1756063,50112.816,0.43558604,-4.0492477,100,3513.1750144958496,-108.13059739549824,8.865036,1.2633312
344,16.78,86.45007,2.8171456,100.0,370.67395,562.56335,34400,0.18964371,567016,0.035300035,0.37620395,2.371036,2.670288e-06,1.029785,362.84192,,[-0.453  0.891 -0.712  0.525 -1.425],1.0894022,23262.912,0.2996391,-4.753929,100,3523.3181989192963,-108.44367304246471,9.238197,1.2265337
345,16.68,86.35109,2.2888565,100.0,348.95712,567.78735,34500,0.18689553,568684,0.03469176,0.47065604,2.5863142,-1.9836425e-06,1.0251151,341.29428,,[-0.459  0.895 -0.708  0.519 -1.429],1.0707543,27402.129,0.317457,-3.6144485,100,3532.952038049698,-108.83459940055317,7.0126495,1.2221243
346,16.3,86.111145,2.5303426,100.0,418.12668,665.7202,34600,0.2461735,570314,0.042743888,0.05869154,8.467968,9.155273e-07,1.1869464,355.3838,,[-0.464  0.899 -0.702  0.516 -1.429],1.7490617,334817.62,1.1080278,-4.218994,100,3541.336654663086,-108.24917615624774,6.0553055,4.2264237
347,16.9,86.53241,2.70334,100.0,362.17847,567.9155,34700,0.18421252,572004,0.03444026,0.60599655,2.3421483,4.5776366e-07,1.0476865,345.11765,,[-0.448  0.892 -0.715  0.525 -1.424],1.0733131,10877.863,0.21693039,-4.326561,100,3552.315705060959,-108.64720722224816,7.1676025,1.2771692
348,16.9,86.48658,2.7164946,100.0,398.85327,648.68384,34800,0.2848517,573694,0.04872675,0.058040008,11.099718,1.8310546e-06,1.2047155,339.74677,,[-0.454  0.889 -0.716  0.522 -1.425],2.3266244,448430.06,1.3506553,-3.9687042,100,3561.649884223938,-108.77255346884608,12.216835,4.978383
349,17.07,86.57448,2.6371436,100.0,334.61313,548.3593,34900,0.1835148,575401,0.034500834,0.7831785,1.4917979,1.5258789e-07,1.013147,329.58325,,[-0.466  0.879 -0.72   0.533 -1.429],1.0172957,3892.7705,0.12268538,-3.8708267,100,3571.6709089279175,-109.15268474735592,7.6004105,1.0580834
350,16.35,86.0863,2.7785592,100.0,378.51556,585.79535,35000,0.1811139,577036,0.033286896,0.68820465,2.0407586,-5.0354006e-06,1.039355,363.85992,,[-0.463  0.879 -0.718  0.529 -1.421],1.0373051,6894.0977,0.16074102,-3.8281326,100,3581.1068589687347,-108.40858927866304,8.006775,1.2595366
351,16.49,86.26141,2.270794,100.0,596.9381,1035.1022,35100,1.2088007,578685,0.11001303,0.0067199147,68.515,3.7384034e-06,1.9644136,360.96115,,[-0.467  0.886 -0.715  0.533 -1.42 ],18.11108,13357746.0,7.3704114,-4.1018753,100,3590.0550553798676,-108.16268071627839,7.1558075,68.394516
352,16.21,86.02288,2.58523,100.0,547.86816,812.8706,35200,0.38340926,580306,0.05934164,0.014639402,16.028675,-1.8310546e-06,1.4702516,396.0093,,[-0.509  0.88  -0.708  0.526 -1.406],4.4879375,1227947.6,2.1756136,-3.9085388,100,3601.609118461609,-108.26902148493868,9.584908,7.502581
353,16.97,86.62165,2.766094,100.0,370.77686,597.9588,35300,0.21504484,582003,0.03972422,0.07681505,4.7483974,-3.0517579e-06,1.1144581,332.748,,[-0.502  0.89  -0.717  0.533 -1.407],1.6436548,148775.1,0.80013776,-4.2375946,100,3612.0903306007385,-108.33789977407973,7.4423065,1.9297814
354,16.6,86.28617,2.9260607,100.0,424.91296,642.3803,35400,0.22127905,583663,0.040496342,0.13257433,4.720396,1.3580322e-05,1.1614938,365.50723,,[-0.521  0.889 -0.714  0.535 -1.431],1.4970717,171513.95,0.81122726,-3.9308624,100,3622.608476638794,-108.54252700230448,8.901573,2.2096872
355,16.31,86.124626,2.473775,100.0,402.43677,590.3401,35500,0.18728428,585294,0.03433493,0.51232135,2.5694032,-1.1062622e-05,1.0465301,384.8067,,[-0.501  0.879 -0.725  0.533 -1.442],1.1266242,28455.49,0.32957417,-4.2504425,100,3633.9416720867157,-108.02470226618652,8.027557,1.4395835
356,15.93,85.79196,2.3144624,100.0,512.87964,802.2185,35600,0.6041139,586887,0.050065987,0.015926247,23.407825,-2.2125244e-06,1.427995,394.82736,,[-0.501  0.882 -0.727  0.541 -1.441],3.9545977,1581805.2,2.5064511,-3.614273,100,3643.3264043331146,-108.36011305103759,6.560707,77.08029
357,16.23,86.017555,2.6718197,100.0,387.32074,581.2832,35700,0.18508899,588510,0.033865683,0.31774586,2.2413535,5.9509275e-06,1.0207272,382.64612,,[-0.489  0.902 -0.719  0.553 -1.441],1.1445549,41494.582,0.3977537,-3.902626,100,3653.9856145381927,-108.46424106391879,7.538803,1.2032833
358,16.67,86.318245,2.3450804,100.0,399.72498,618.7872,35800,0.21553954,590177,0.03964354,0.16049933,5.0830746,-5.264282e-06,1.1203911,357.61835,,[-0.489  0.897 -0.719  0.552 -1.44 ],1.24801,106436.195,0.61228603,-3.6203537,100,3663.5356307029724,-108.89023433673492,6.802307,1.9353261
359,16.75,86.419495,2.8344426,100.0,406.4886,629.4241,35900,0.27069128,591852,0.04677381,0.07772693,11.232269,1.0681152e-05,1.1640117,372.33215,,[-0.494  0.887 -0.731  0.56  -1.443],2.7182117,718804.2,1.7357631,-4.136078,100,3674.6113629341125,-108.46562011451721,7.917961,4.290704
360,16.35,86.10307,2.6370897,100.0,494.18616,764.15875,36000,0.42814815,593487,0.0632954,0.034176894,22.570423,-2.822876e-06,1.3922603,393.09827,,[-0.468  0.893 -0.73   0.555 -1.446],3.9686325,2072044.8,2.8381746,-4.0073013,100,3684.3548164367676,-108.22807088174686,9.139626,10.361746
361,16.31,86.10258,2.4548714,100.0,411.44867,660.0436,36100,0.23401313,595118,0.04201997,0.11875752,7.4124265,1.8310546e-06,1.1704183,371.34637,,[-0.474  0.883 -0.728  0.564 -1.447],1.4259477,299327.62,1.004953,-4.095604,100,3694.431206226349,-108.3088169240548,6.876877,3.0540218
362,16.27,86.09774,2.5568209,100.0,494.9785,850.2133,36200,0.91879964,596745,0.10603834,0.010615326,56.40122,1.4495849e-06,1.5552497,392.38495,,[-0.49   0.883 -0.742  0.568 -1.434],6.2177696,6602273.0,4.997787,-4.1439896,100,3704.1250829696655,-108.064156784127,7.2169952,30.274166
363,16.61,86.32334,2.6686413,100.0,393.39954,625.7914,36300,0.20692109,598406,0.037986673,0.17683268,4.6394405,-1.1062622e-05,1.134775,338.82648,,[-0.483  0.87  -0.75   0.59  -1.436],1.517772,119909.875,0.6862244,-4.19545,100,3714.181652545929,-108.4751948694903,6.098259,1.6313123
364,16.59,86.32669,2.8189657,100.0,393.5541,605.32007,36400,0.21255924,600065,0.038689222,0.08357464,4.892892,3.6621093e-06,1.0970956,369.07916,,[-0.495  0.868 -0.745  0.589 -1.434],1.6816293,182052.0,0.86719114,-4.4681625,100,3723.7504456043243,-108.20694733928337,8.031136,2.1185093
365,16.1,86.001205,2.5870051,100.0,388.66553,582.5318,36500,0.17924039,601675,0.03268809,0.6101765,1.7453591,6.866455e-06,1.0192068,382.35162,,[-0.501  0.861 -0.741  0.585 -1.431],1.027644,8079.579,0.16683954,-3.8392487,100,3732.6137959957123,-107.87302473458561,7.032341,1.2097851
366,16.56,86.293846,2.7185152,100.0,356.3114,575.9442,36600,0.18535918,603331,0.034288265,0.5715125,2.0287192,3.3569336e-06,1.0386244,340.98596,,[-0.501  0.865 -0.739  0.589 -1.433],1.0697687,18357.883,0.26423278,-4.068886,100,3741.5112006664276,-108.18228780665737,9.332115,1.1742343
367,16.1,85.90525,2.2582443,100.0,385.93533,590.41595,36700,0.18211325,604941,0.033201385,0.32455298,1.83396,-3.0517577e-07,1.0270513,375.0152,,[-0.508  0.87  -0.733  0.588 -1.43 ],1.0736814,20956.041,0.2734481,-3.677887,100,3750.2541279792786,-108.5460084836023,8.588486,1.1993463
368,17.01,86.63281,2.9692984,100.0,351.94183,585.88055,36800,0.23213106,606642,0.042377383,0.07655619,5.853903,-6.1798096e-06,1.0971692,334.45416,,[-0.522  0.87  -0.736  0.594 -1.434],1.7630887,212593.38,0.9568246,-4.7490005,100,3758.540198326111,-108.18928505479879,6.9908295,2.402777
369,16.74,86.50403,2.959806,100.0,397.6007,609.0735,36900,0.20293333,608316,0.03739705,0.2205766,3.9914904,-1.8310546e-06,1.1282414,360.92075,,[-0.528  0.864 -0.734  0.598 -1.433],1.3463435,90506.22,0.62910396,-4.7062454,100,3767.5336632728577,-107.79295495238995,8.597778,2.6341634
370,16.32,86.099434,2.3521848,100.0,389.52444,611.52234,37000,0.19159287,609948,0.035098087,0.43395466,2.9238324,-1.6021728e-06,1.0850167,359.77405,,[-0.521  0.87  -0.735  0.609 -1.441],1.2165242,51076.996,0.44207284,-3.6550522,100,3776.466257572174,-108.53572840623409,8.286682,1.739589
371,16.39,86.17374,2.4029176,100.0,529.72876,800.84735,37100,0.52410513,611587,0.07186578,0.005253422,38.420807,8.392334e-06,1.4549439,391.27643,,[-0.514  0.877 -0.731  0.607 -1.441],3.7454212,2390201.2,2.9458776,-4.09523,100,3785.3502011299133,-108.20732906410674,7.554039,11.477829
372,16.87,86.59375,2.9762692,100.0,403.0787,681.33813,37200,0.31223172,613274,0.052911036,0.027326044,11.8501,-9.613037e-06,1.298225,330.4887,,[-0.518  0.884 -0.73   0.589 -1.444],3.4598312,764221.2,1.8571918,-4.424782,100,3796.6468064785004,-107.8740052010807,8.705322,5.0660877
373,16.83,86.408714,2.7511795,100.0,835.1505,1493.2448,37300,6.1445975,614957,0.39400062,0.0010172735,226.4911,-4.8828124e-06,2.8474886,355.73047,,[-0.492  0.883 -0.739  0.588 -1.453],45.759434,73827660.0,16.92012,-4.0020676,100,3806.886784553528,-108.85055174024984,8.718079,326.8077
374,16.16,86.06495,2.4980183,100.0,697.83386,1364.4302,37400,9.917158,616573,0.37969032,0.00071478187,185.45871,-2.4414062e-06,2.5047376,393.20004,,[-0.47   0.902 -0.721  0.56  -1.455],32.481403,64053868.0,15.220543,-4.117264,100,3818.3023014068604,-107.92701012306424,8.391312,781.36523
375,16.61,86.34533,2.487865,100.0,494.35342,956.39374,37500,0.96545273,618234,0.12029464,0.009897068,50.509266,-2.0599366e-06,1.8033158,366.9986,,[-0.497  0.909 -0.747  0.595 -1.459],9.37596,9164755.0,6.1577916,-3.8401413,100,3830.6178710460663,-108.45437729829875,7.664833,30.784586
376,17.04,86.6337,2.9892023,100.0,343.81412,543.443,37600,0.18296172,619938,0.034366786,0.7015439,1.431781,-7.6293944e-08,1.0086284,340.87384,,[-0.477  0.899 -0.772  0.6   -1.469],1.014413,3694.3872,0.11925403,-4.401451,100,3842.226529598236,-108.43429991308203,10.82724,1.0486072
377,16.33,86.151474,2.6868494,100.0,429.4651,621.16504,37700,0.19860126,621571,0.036207754,0.24099703,3.0906112,-6.866455e-06,1.1125264,387.08722,,[-0.477  0.899 -0.771  0.597 -1.472],1.4261838,91248.94,0.6012572,-4.421135,100,3850.4926176071167,-108.08410218215556,7.724869,1.6569467
378,16.1,85.98621,2.0855038,100.0,421.95386,613.0445,37800,0.20149241,623181,0.036452726,0.20126778,5.6366034,1.6784668e-06,1.0786638,397.94357,,[-0.482  0.892 -0.769  0.594 -1.476],1.256314,105888.664,0.61674315,-3.8863678,100,3860.0244014263153,-107.78379573909939,5.932556,2.3400834
379,17.32,86.818695,2.7389524,100.0,1298.1559,2311.4688,37900,11.530877,624913,0.7208567,0.000674316,398.03232,4.577637e-06,4.765319,305.06052,,[-0.487  0.886 -0.772  0.584 -1.474],89.17807,338462820.0,38.998436,-4.5988007,100,3869.715276002884,-108.71415143734038,8.0783615,576.70026
380,16.96,86.60144,2.8886514,100.0,360.37216,589.03186,38000,0.22563139,626609,0.041283026,0.059843175,6.497404,-3.890991e-06,1.0974822,345.57538,,[-0.471  0.887 -0.78   0.559 -1.492],1.8389975,262499.6,1.071444,-4.1494827,100,3882.3206026554108,-108.32996350411952,7.474449,2.2968297
381,16.2,86.03962,2.3449664,100.0,395.9223,597.7994,38100,0.19391331,628229,0.035342533,0.36499718,4.837105,1.2817382e-05,1.0516081,383.2679,,[-0.483  0.884 -0.774  0.557 -1.497],1.2134619,87087.836,0.56318676,-3.6648407,100,3891.1050732135773,-108.36480804180903,7.8062973,1.5711689
382,16.35,86.159584,2.891028,100.0,391.05222,590.8591,38200,0.1941407,629864,0.035566982,0.2862087,2.4855213,-6.408691e-06,1.0543677,372.51086,,[-0.48   0.883 -0.767  0.551 -1.49 ],1.1480371,36454.97,0.36342773,-3.7889175,100,3899.9069821834564,-107.9654856704026,10.5649185,1.3954692
383,16.92,86.55375,2.86963,100.0,413.56262,650.96185,38300,0.27964297,631556,0.049413204,0.1596436,14.6916065,-4.5776366e-07,1.2123927,351.85028,,[-0.481  0.878 -0.772  0.559 -1.491],1.8294742,449850.06,1.3367894,-4.714905,100,3908.1094028949738,-108.33096438820986,7.9296417,3.2924793
384,16.12,85.98608,2.70989,100.0,462.0819,700.42004,38400,0.31320027,633168,0.050175812,0.06134469,10.92923,-1.083374e-05,1.2384858,397.71783,,[-0.487  0.884 -0.765  0.544 -1.488],2.2760036,650349.56,1.5146593,-4.0565414,100,3918.4863233566284,-107.89222996002015,9.291878,5.6730757
385,16.72,86.438705,2.8013115,100.0,388.3863,593.69794,38500,0.19979925,634840,0.03695521,0.25811854,3.8017066,-5.264282e-06,1.0905273,363.58942,,[-0.488  0.891 -0.765  0.532 -1.486],1.2841389,90378.78,0.6050601,-4.2893753,100,3928.3857927322388,-108.14110890844016,7.5597,1.9748149
386,16.88,86.60104,2.5390522,100.0,849.294,1431.9895,38600,2.374557,636528,0.23093973,0.002774607,94.11725,3.2806397e-06,2.83051,328.6822,,[-0.499  0.884 -0.77   0.525 -1.481],31.379221,25869542.0,10.512634,-4.586899,100,3938.22282743454,-107.9407511829152,7.630188,83.869995
387,16.33,86.16029,2.501845,100.0,594.9174,1039.8844,38700,0.93210626,638161,0.11335304,0.0061739134,48.63422,1.1062622e-05,1.9349853,380.51968,,[-0.488  0.899 -0.775  0.518 -1.485],6.9387865,7614782.5,5.443383,-4.272888,100,3950.6064145565033,-107.88982623592905,7.30056,28.97073
388,16.07,85.933426,2.475903,100.0,436.78412,633.8008,38800,0.22533873,639768,0.04018662,0.1438485,5.5398674,-3.5095215e-06,1.1115873,403.8024,,[-0.498  0.9   -0.768  0.49  -1.482],1.4124254,149386.5,0.7103846,-4.100235,100,3960.701749563217,-108.06844877636765,6.973282,2.4129384
389,16.73,86.44768,2.9138122,100.0,392.3183,582.5986,38900,0.19035958,641441,0.03533925,0.26403147,4.0572677,2.670288e-06,1.0660864,367.71222,,[-0.504  0.911 -0.759  0.501 -1.491],1.2047247,65322.117,0.5276981,-4.8778687,100,3969.576497554779,-107.97595097814163,8.400391,1.50828
390,16.84,86.49546,2.693498,100.0,409.27682,663.2043,39000,0.30699655,643125,0.052922826,0.05600335,8.057831,-7.3242186e-06,1.2238789,348.88702,,[-0.496  0.918 -0.756  0.505 -1.478],2.1967125,390237.8,1.2354285,-4.1618347,100,3979.372838973999,-108.50688870981774,6.2165604,4.8373737
391,16.4,86.21676,2.734834,100.0,458.55908,748.0013,39100,0.5360721,644765,0.07396538,0.013695401,19.93497,-7.2479247e-06,1.3682431,379.88107,,[-0.497  0.901 -0.768  0.515 -1.471],5.5305243,2154222.5,2.902095,-3.8030548,100,3990.0011281967163,-107.79796409881997,9.135727,17.093853
392,16.5,86.269646,2.8025756,100.0,410.72278,589.5165,39200,0.18994619,646415,0.0349882,0.26009306,3.0880973,3.6621093e-06,1.0676836,385.34982,,[-0.47   0.908 -0.763  0.5   -1.482],1.2416424,53279.43,0.46551755,-4.8948364,100,4000.086058139801,-107.92565223252306,7.8486404,1.686857
393,17.07,86.61628,2.7802825,100.0,379.6166,615.8942,39300,0.22741374,648122,0.04184258,0.23790604,6.1312046,8.087158e-06,1.1483587,329.75934,,[-0.481  0.904 -0.763  0.494 -1.478],1.4208663,130390.445,0.71559405,-4.089615,100,4010.0474524497986,-108.8370075369368,8.126495,2.3628771
394,17.03,86.674545,2.9914243,100.0,336.5841,571.7987,39400,0.20662668,649825,0.038461886,0.15633194,3.6629517,-5.264282e-06,1.0689069,317.63754,,[-0.48   0.899 -0.767  0.505 -1.475],1.3032289,72744.695,0.5451648,-4.7508545,100,4019.984447002411,-108.1774966548547,8.464577,1.6880941
395,16.37,86.144585,2.5161166,100.0,449.2409,696.731,39500,0.31244862,651462,0.051643394,0.024898246,12.0239935,-8.544922e-06,1.2646137,387.40265,,[-0.485  0.894 -0.769  0.512 -1.472],3.2097278,836804.75,1.8311982,-3.985939,100,4028.9071185588837,-108.44728831208596,6.3065033,5.9930964
396,16.46,86.256645,2.5871916,100.0,554.0338,812.3214,39600,0.3872033,653108,0.062621556,0.025527742,32.797737,-6.027222e-06,1.4868593,387.11908,,[-0.491  0.887 -0.759  0.505 -1.485],3.4058661,1619596.2,2.436072,-4.272766,100,4038.5430483818054,-107.96120310768451,7.917557,10.639982
397,16.53,86.245056,2.8270488,100.0,393.35013,578.3623,39700,0.18631805,654761,0.034417033,0.4709072,2.106127,-7.171631e-06,1.0368389,378.56256,,[-0.498  0.86  -0.777  0.488 -1.482],1.0806365,20762.19,0.27448446,-4.071785,100,4050.1029286384583,-108.52706617153152,10.099815,1.2070647
398,16.43,86.22271,2.7757857,100.0,489.3218,993.9506,39800,0.8697435,656404,0.10285779,0.0014478164,79.437416,-1.2054444e-05,1.8362491,358.99756,,[-0.501  0.857 -0.78   0.493 -1.482],11.941982,16979228.0,8.036784,-4.0482864,100,4058.2965834140778,-108.14107334684095,7.1359863,41.904472
399,16.86,86.48764,2.9774036,100.0,366.23795,556.0502,39900,0.18726054,658090,0.034965537,0.3767777,1.9776156,-2.8991699e-06,1.0185765,359.98935,,[-0.515  0.85  -0.765  0.486 -1.491],1.0523249,12060.837,0.20878084,-4.4619675,100,4069.069530725479,-108.48785758977064,11.070099,1.4583485
400,16.76,86.48805,2.9328465,100.0,413.03326,634.7945,40000,0.23448277,659766,0.042217176,0.2174513,6.7076187,-3.967285e-06,1.1662902,356.38452,,[-0.52   0.845 -0.771  0.488 -1.492],1.326442,145201.36,0.7212262,-4.3873596,100,4077.6928839683533,-108.0254620156807,7.9649887,3.4062262
401,16.54,86.29502,2.6638107,100.0,389.03882,566.0029,40100,0.18280366,661420,0.033806343,0.48745412,1.5113784,-4.9591063e-06,1.01953,381.64642,,[-0.523  0.856 -0.757  0.482 -1.495],1.0316195,7542.061,0.16439512,-4.3835907,100,4087.6147594451904,-108.10455789974395,9.814438,1.0858915
402,17.04,86.65439,3.219221,100.0,563.45984,1044.0269,40200,2.4141622,663124,0.15602128,0.0011325406,91.2347,5.264282e-06,2.0298922,346.34872,,[-0.52   0.858 -0.754  0.484 -1.499],7.932486,17872064.0,8.510483,-4.4043427,100,4095.9556872844696,-108.15214927857136,10.65963,127.73234
403,17.23,86.82299,2.9480681,100.0,366.98572,579.9624,40300,0.22069637,664847,0.04106799,0.13143535,6.0277147,1.9836425e-06,1.0966464,336.87524,,[-0.521  0.848 -0.781  0.503 -1.507],1.384924,108318.766,0.66051,-4.5027237,100,4106.786018371582,-108.16753795450872,8.258392,2.0073335
404,16.2,86.03399,2.6148336,100.0,430.68958,616.9437,40400,0.20532328,666467,0.037145015,0.12937295,4.207829,-1.3732911e-06,1.0905627,398.1233,,[-0.523  0.842 -0.786  0.512 -1.506],1.3561838,124565.28,0.67177594,-3.825386,100,4116.098052740097,-108.02517827124336,8.714218,2.329207
405,15.97,85.897125,2.5729275,100.0,486.80798,692.8892,40500,0.25239676,668064,0.042573534,0.044473886,8.980069,-5.8746336e-06,1.2188963,406.24472,,[-0.501  0.834 -0.793  0.517 -1.505],2.3326063,383845.47,1.2220404,-4.4408035,100,4126.233921051025,-107.74523680807629,7.836426,5.4418683
406,16.72,86.43733,3.2921762,100.0,408.42407,625.31665,40600,0.2080406,669736,0.03807745,0.36855662,20.37472,-9.918213e-07,1.1526575,360.69348,,[-0.487  0.837 -0.801  0.527 -1.502],1.347724,223139.86,0.9851375,-4.598892,100,4137.4010009765625,-108.06811041920061,10.152435,2.9743338
407,16.77,86.47155,2.837985,100.0,365.4851,588.2497,40700,0.21057864,671413,0.03881859,0.18002892,3.7373588,-9.613037e-06,1.0733062,340.37146,,[-0.483  0.833 -0.796  0.516 -1.497],1.2752992,74216.77,0.5253985,-4.5048523,100,4148.725162267685,-108.31141538557013,7.6173706,1.7341206
408,16.74,86.42699,2.7449002,100.0,353.03574,558.21576,40800,0.1836259,673087,0.03416604,0.5899967,1.7343563,-2.3651123e-06,1.0146309,348.56052,,[-0.485  0.838 -0.791  0.507 -1.501],1.0279557,8452.005,0.17520364,-4.0985794,100,4158.761062145233,-108.51453368869112,10.005173,1.1547991
409,16.99,86.63957,2.822318,100.0,699.6992,1475.6425,40900,5.476728,674786,0.40338063,0.00030863797,199.73802,-3.5858154e-06,2.9551857,334.97003,,[-0.481  0.834 -0.795  0.508 -1.5  ],47.814632,85255350.0,19.599417,-4.5293045,100,4168.046002626419,-108.15562632096233,10.832397,296.05988
410,16.64,86.364426,2.5971391,100.0,388.35535,571.75586,41000,0.18858886,676450,0.034948412,0.38413393,2.5932283,-6.866455e-06,1.0377631,374.71368,,[-0.475  0.813 -0.796  0.52  -1.507],1.1139927,29144.656,0.33677045,-4.159584,100,4180.706715583801,-108.09878218687675,10.11261,1.2440643
411,16.63,86.37906,2.8315916,100.0,381.3941,593.8273,41100,0.20083027,678113,0.037026327,0.28669244,3.8951764,2.4414062e-06,1.0781376,353.19293,,[-0.476  0.819 -0.793  0.518 -1.502],1.240165,67927.73,0.5142728,-4.333359,100,4190.143871307373,-108.1720432805131,7.1165085,1.7143183
412,16.39,86.18088,2.885015,100.0,383.86533,580.50903,41200,0.1869214,679752,0.034332428,0.12884183,3.7197495,8.087158e-06,1.0401589,373.64966,,[-0.494  0.827 -0.786  0.513 -1.501],1.1769277,57007.38,0.4746323,-4.2340546,100,4200.539066314697,-108.02192407730628,10.948601,1.4973992
413,16.63,86.35793,2.735549,100.0,390.36508,674.1689,41300,0.2954883,681415,0.05023854,0.026404997,18.43563,9.307862e-06,1.2447354,340.73694,,[-0.501  0.824 -0.784  0.508 -1.501],3.1553092,1112336.4,2.1723993,-3.9767075,100,4209.943604230881,-108.35703910308645,6.649803,3.843503
414,15.99,85.93425,2.278733,100.0,446.13165,661.1325,41400,0.23808688,683014,0.04170882,0.09790764,10.157957,1.2130738e-05,1.1653799,402.43433,,[-0.512  0.814 -0.782  0.508 -1.507],2.0752387,417254.88,1.2659836,-3.597786,100,4220.77773141861,-107.76747238053238,7.7542496,3.0382183
415,16.74,86.4646,2.8337526,100.0,428.8257,628.7526,41500,0.23574023,684688,0.042677194,0.16109261,6.9482985,4.4250487e-06,1.157539,376.7188,,[-0.51   0.803 -0.778  0.504 -1.497],1.7068104,202163.19,0.8836583,-4.3537216,100,4231.073135614395,-108.09737038460631,8.918358,2.3151464
416,16.81,86.54138,3.2111137,100.0,388.31757,579.57623,41600,0.19512576,686369,0.036253937,0.28649426,3.68966,3.3569336e-06,1.0716977,363.442,,[-0.504  0.804 -0.782  0.498 -1.498],1.2476852,50545.523,0.4557454,-4.569351,100,4241.025246620178,-107.75764567921334,10.482628,1.5178918
417,16.75,86.47283,2.8444786,100.0,399.17316,712.70544,41700,0.52233046,688044,0.07340286,0.023753878,50.40898,-6.1798096e-06,1.3305006,342.75723,,[-0.503  0.801 -0.777  0.494 -1.496],3.9751816,2705935.5,3.3103592,-4.503639,100,4250.593095302582,-107.86315504142877,7.9913635,14.026639
418,16.44,86.20627,2.728922,100.0,399.98608,591.5457,41800,0.1909983,689688,0.035109483,0.27452964,3.0117683,-1.8692017e-05,1.0613353,377.78232,,[-0.508  0.791 -0.785  0.511 -1.493],1.1176468,33340.582,0.35268506,-3.8416138,100,4261.1816647052765,-108.21187965952207,8.347458,1.3714187
419,16.42,86.21757,2.7476666,100.0,445.29126,690.06305,41900,0.31518865,691330,0.048981454,0.037751354,20.950787,-5.7983398e-06,1.2634802,386.52887,,[-0.518  0.795 -0.784  0.505 -1.492],3.5584202,1095760.1,2.1142666,-4.2289352,100,4270.692190647125,-108.12037108911363,6.3368073,9.690029
420,16.32,86.14184,2.5295649,100.0,383.23602,583.4908,42000,0.18120234,692962,0.03327672,0.56254196,1.7716444,-2.4414062e-06,1.0354588,367.84357,,[-0.513  0.815 -0.782  0.516 -1.49 ],1.0629231,13254.736,0.22687596,-3.8399353,100,4280.808355331421,-108.15948445871895,7.4387436,1.1030638
421,16.33,86.17505,2.7950628,100.0,393.05304,568.7789,42100,0.18073817,694595,0.033205032,0.68424445,1.5854225,-4.9591063e-06,1.0107845,388.48657,,[-0.516  0.814 -0.78   0.515 -1.499],1.0280528,7547.3623,0.16482161,-4.3733826,100,4289.589809894562,-107.79824068321592,9.389183,1.1062864
422,16.41,86.21347,3.2928321,100.0,380.62735,584.7567,42200,0.19517308,696236,0.0357967,0.41840482,3.4410706,5.722046e-06,1.045181,364.98346,,[-0.52   0.815 -0.783  0.519 -1.5  ],1.1154358,45298.703,0.39326352,-4.4050064,100,4297.915419101715,-107.89002963856191,10.928017,1.5963898
423,16.81,86.51126,2.799324,100.0,367.91632,592.65857,42300,0.21071918,697917,0.038846225,0.20996025,4.8304963,-7.858276e-06,1.0887393,341.6912,,[-0.516  0.806 -0.791  0.523 -1.497],1.371236,98391.86,0.62151724,-4.236786,100,4307.862728834152,-108.11254488004202,7.5062027,1.7805073
424,16.43,86.293785,2.8868334,100.0,476.8162,790.87305,42400,0.48847985,699560,0.05999094,0.015600276,27.148396,-6.3323973e-06,1.4988315,376.87283,,[-0.517  0.802 -0.789  0.528 -1.498],6.2786403,3439535.8,3.9490654,-4.233238,100,4317.28790307045,-107.47149059781799,9.05014,24.79781
425,16.43,86.25867,2.74757,100.0,375.4496,606.4229,42500,0.18880957,701203,0.03474544,0.33553162,2.9877014,-4.348755e-06,1.0923364,343.1717,,[-0.491  0.808 -0.796  0.539 -1.502],1.1274126,30515.785,0.3425802,-4.543022,100,4327.063382863998,-107.61392508001596,10.619331,1.5673494
426,16.13,85.96796,2.6980424,100.0,407.65198,581.4429,42600,0.18228218,702816,0.03326432,0.4600352,1.6762404,,1.018193,400.58356,,[-0.49   0.799 -0.801  0.539 -1.502],1.0577595,12238.206,0.20982729,-3.8135986,100,4336.552896976471,-107.93327853771687,8.318359,1.1936327
427,16.6,86.27514,2.9718995,100.0,543.89954,973.86163,42700,2.2890263,704476,0.12742566,0.027599247,67.58916,2.0599366e-06,1.8288633,337.98276,,[-0.49   0.799 -0.797  0.534 -1.504],7.7753115,8439729.0,5.718631,-3.628502,100,4345.625573635101,-108.52444509971149,10.220245,128.70697
