Iteration,EpLenMean,ReturnStepMaxmin,InitialReturnStd,ReturnStepMax,Bound,ReturnMeanIW,EpisodesSoFar,StdD2w0t,TimestepsSoFar,MeanD2w0t,MinIW,MaxIW,InitialReturnMean,MeanIW,InitialBound,MinD2w0t,Weights,EmpiricalD2,J_sample_variance,StdIW,InitialReturnMin,EpThisIter,TimeElapsed,EpRewMean,InitialReturnMax,MaxD2w0t
84,16.93,86.535774,3.154789,100.0,377.2154,609.55444,8400,0.22263917,139521,0.04081556,0.154342,4.716911,2.2888185e-06,1.133892,337.18506,,[-0.48   0.911 -0.779  0.432 -0.824],1.7159317,176418.14,0.8603771,-4.608162,100,850.7821300029755,-108.50516834042827,10.267731,2.0858788
85,16.25,86.147575,2.9087088,100.0,436.5739,682.20154,8500,0.23839705,141146,0.04208506,0.03282467,9.255245,-4.8828124e-06,1.2370325,358.99805,,[-0.493  0.896 -0.778  0.437 -0.828],2.1919365,459738.38,1.3716,-4.416893,100,860.8896899223328,-107.51329381213348,8.971764,2.4509928
86,16.2,86.08609,3.0182464,100.0,430.76642,624.5443,8600,0.20059833,142766,0.03620166,0.10938765,4.8069572,-4.9591063e-06,1.1113129,389.71332,,[-0.466  0.907 -0.785  0.438 -0.845],1.4990152,130847.54,0.7140016,-4.7659607,100,871.301664352417,-107.5759890755542,8.967949,2.4712176
87,16.95,86.628845,2.702656,100.0,449.32623,671.1867,8700,0.2879048,144461,0.048900966,0.29475424,13.076263,-6.1035157e-06,1.2486639,362.1709,,[-0.443  0.916 -0.787  0.45  -0.835],1.6110078,484535.88,1.3388364,-4.43956,100,880.9380509853363,-108.00461022086171,6.963669,16.184212
88,15.9,85.87994,2.6388996,100.0,416.96918,610.4618,8800,0.18591294,146051,0.033599168,0.39563966,4.3784037,-1.4495849e-06,1.0597739,395.70547,,[-0.438  0.947 -0.751  0.445 -0.821],1.1442856,49399.23,0.4165506,-4.3203354,100,892.5684702396393,-107.3668212228967,7.375,1.6443956
89,16.88,86.494095,2.9242845,100.0,454.5371,896.61383,8900,1.3556508,147739,0.13477468,0.012720977,64.52214,5.645752e-06,1.6963872,339.6857,,[-0.445  0.963 -0.749  0.462 -0.813],8.837661,11289486.0,6.6973643,-4.012459,100,901.2286880016327,-108.6146502465996,8.409836,48.5763
90,16.62,86.35737,2.9867718,100.0,371.66055,594.74506,9000,0.1997231,149401,0.036790483,0.18945463,3.9037137,-4.9591063e-06,1.0793166,345.153,,[-0.44   0.937 -0.763  0.502 -0.812],1.2376077,72187.69,0.5232907,-4.415947,100,911.7876620292664,-108.08090682725907,9.215736,1.9653282
91,16.66,86.37664,2.820148,100.0,379.029,574.8646,9100,0.18823951,151067,0.034914665,0.5338544,2.29743,9.155273e-07,1.0398031,364.7406,,[-0.456  0.944 -0.749  0.488 -0.803],1.05402,17630.115,0.24683857,-3.969017,100,921.5082714557648,-108.3978289642775,7.223068,1.2759717
92,16.57,86.305466,2.806876,100.0,394.0454,596.2757,9200,0.19155677,152724,0.035356168,0.35098046,3.9352207,5.569458e-06,1.0821283,364.21283,,[-0.45   0.929 -0.762  0.486 -0.814],1.2627105,55829.98,0.4865278,-4.3652267,100,930.2373628616333,-108.07189580677061,8.464424,1.4438449
93,16.02,85.9257,2.6428666,100.0,2122.824,2679.1792,9300,1.9723713,154326,0.17276613,0.013216602,586.2632,6.866455e-06,4.812253,403.6847,,[-0.46   0.915 -0.764  0.483 -0.815],9.932728,384764300.0,35.733017,-3.7799454,100,939.3054423332214,-107.65991324317937,7.1852417,147.57889
94,16.56,86.29453,2.444415,100.0,644.0512,1173.9484,9400,2.1274874,155982,0.1899334,0.008074016,82.066925,-2.822876e-06,2.2530706,366.71454,,[-0.422  0.982 -0.702  0.511 -0.772],32.149403,24640644.0,10.240435,-3.7608643,100,951.5575792789459,-108.47937176699716,6.0046997,97.75247
95,17.68,87.002945,2.7482677,100.0,374.73535,693.6296,9500,0.44903675,157750,0.069628455,0.039530836,29.342722,-2.822876e-06,1.3803444,309.5952,,[-0.495  0.971 -0.694  0.525 -0.698],4.5966306,2062881.1,3.1749444,-4.3793716,100,963.9912812709808,-109.29139146782886,7.879944,10.466436
96,17.02,86.63422,2.4562454,100.0,346.4566,559.6494,9600,0.18587221,159452,0.03488455,0.57622117,2.3884835,-2.7465821e-06,1.0379469,332.3305,,[-0.507  0.935 -0.701  0.537 -0.675],1.0589895,18638.576,0.27783516,-3.5510025,100,975.0324835777283,-108.62865694118345,9.631439,1.1638491
97,17.31,86.81598,2.8999813,100.0,343.38937,591.9734,9700,0.23249437,161183,0.042952877,0.15350498,4.164918,5.722046e-06,1.1212583,309.61374,,[-0.497  0.94  -0.697  0.536 -0.649],1.4537613,125920.734,0.71394813,-5.2391205,100,985.2409987449646,-108.97267554531903,7.6641846,2.432886
98,16.82,86.46495,2.8571084,100.0,375.26718,561.6793,9800,0.18517365,162865,0.034542672,0.6137148,1.818146,4.272461e-06,1.0269632,364.6029,,[-0.498  0.954 -0.685  0.509 -0.659],1.0532801,12340.66,0.21640511,-4.404709,100,995.1999304294586,-108.57248782847697,11.899254,1.0957912
99,16.35,86.16117,2.7816648,100.0,472.9329,788.7235,9900,0.6147934,164500,0.08089887,0.029545816,51.03267,9.9182125e-06,1.4268631,380.27844,,[-0.481  0.946 -0.688  0.501 -0.635],5.2265487,5264362.5,4.3885784,-4.0953064,100,1004.8119909763336,-107.99433582609078,7.01503,19.496304
100,16.59,86.33068,3.097779,100.0,491.7365,779.61615,10000,0.3896297,166159,0.061921325,0.025367333,13.269907,7.171631e-06,1.4458858,363.44946,,[-0.471  0.972 -0.679  0.468 -0.616],4.1983137,1351746.5,2.3324206,-4.4572906,100,1015.0937950611115,-108.0838397639885,12.373413,8.853539
101,16.56,86.25487,2.635844,100.0,803.8785,1662.3757,10100,3.2012517,167815,0.23288044,0.0027632944,625.7104,-5.569458e-06,3.0976822,372.86023,,[-0.502  0.923 -0.703  0.48  -0.623],44.458233,122918210.0,21.23755,-3.8544617,100,1024.7012248039246,-108.6892588103772,10.933533,269.97388
102,16.95,86.568184,2.7360094,100.0,441.54535,736.731,10200,0.41389224,169510,0.063636184,0.012052493,20.114923,5.9509275e-06,1.4031262,332.31653,,[-0.534  0.882 -0.679  0.458 -0.62 ],4.3737564,1361067.8,2.4191792,-4.3197327,100,1036.9860599040985,-108.45128646510278,8.475868,9.579473
103,16.8,86.51079,3.0689268,100.0,407.0965,623.8,10300,0.22848165,171190,0.041399635,0.12494887,5.928404,1.6021728e-06,1.153662,354.32037,,[-0.565  0.855 -0.682  0.474 -0.621],1.3538857,151904.98,0.75742054,-4.782112,100,1047.042754650116,-107.92011887317845,10.188095,2.618366
104,17.43,86.99242,2.6898353,100.0,363.3695,586.9719,10400,0.21873099,172933,0.040901158,0.18375611,6.8037863,-6.942749e-06,1.1326435,328.20175,,[-0.554  0.834 -0.713  0.494 -0.637],1.3823524,210529.08,0.96358883,-4.791092,100,1057.945393562317,-107.8975341852237,7.6737747,3.3810074
105,16.53,86.26217,2.5157506,100.0,922.47986,1743.2478,10500,3.239879,174586,0.31093425,0.0018327755,87.28204,5.4931643e-06,3.3692443,382.94318,,[-0.542  0.822 -0.741  0.517 -0.622],33.00296,40213750.0,12.744883,-4.0038376,100,1068.5202825069427,-108.27145141631263,7.9333496,143.46535
106,16.42,86.2308,2.7911396,100.0,375.13464,643.4838,10600,0.2741018,176228,0.04712385,0.051017508,12.929323,-1.2359619e-05,1.1660726,352.60925,,[-0.559  0.833 -0.788  0.502 -0.619],1.9255838,593880.6,1.5318588,-3.689766,100,1079.2536675930023,-108.34009159338433,10.168037,3.547157
107,16.75,86.45057,2.607599,100.0,364.1371,584.4374,10700,0.19742663,177903,0.036616888,0.2503718,4.6973643,-3.2806397e-06,1.0641134,342.13406,,[-0.561  0.843 -0.792  0.477 -0.647],1.2531487,71323.46,0.5301193,-4.042,100,1089.2156541347504,-108.50123677766554,7.555313,1.4615607
108,16.79,86.47562,2.8018131,100.0,353.03186,580.1446,10800,0.18939462,179582,0.03525384,0.40046573,3.2788224,8.31604e-06,1.0670373,333.62057,,[-0.544  0.839 -0.808  0.482 -0.653],1.1528953,46632.414,0.45559603,-4.4303055,100,1098.2954280376434,-108.19947098908128,8.574379,1.4896487
109,16.16,86.01846,2.512551,100.0,421.94092,604.3792,10900,0.18888281,181198,0.034453478,0.26319104,3.4650874,-4.9591063e-06,1.0598142,397.72253,,[-0.547  0.855 -0.807  0.485 -0.636],1.1158612,35893.457,0.3487998,-4.1095047,100,1107.0009818077087,-108.21321290359111,8.12487,1.398591
110,16.42,86.19747,2.7372677,100.0,401.50177,608.50543,11000,0.20043162,182840,0.03683223,0.36379144,3.5192456,-3.0517579e-06,1.0882461,374.3744,,[-0.558  0.844 -0.817  0.47  -0.655],1.2241193,76974.49,0.5275203,-3.4971313,100,1116.67822599411,-108.39711440500338,7.5591125,1.6484892
111,16.81,86.38347,2.6322932,100.0,343.8832,583.29236,11100,0.20735273,184521,0.038225166,0.14020656,6.2507753,9.231568e-06,1.0614094,327.40198,,[-0.581  0.861 -0.814  0.48  -0.587],1.2963176,119446.87,0.6792827,-3.6859894,100,1125.6912229061127,-108.96951442190176,8.023575,1.8529856
112,16.19,86.01817,2.598615,100.0,514.6157,803.1074,11200,0.516404,186140,0.07084619,0.009392562,29.787752,-1.2207031e-06,1.4576,396.15585,,[-0.581  0.852 -0.814  0.498 -0.604],4.9906673,2902260.2,3.3560271,-3.9269638,100,1134.610196352005,-108.14223421834785,7.5917206,15.190015
113,15.99,85.8502,2.5587714,100.0,408.07306,600.07214,11300,0.18473338,187739,0.033494167,0.29910055,3.2209184,5.722046e-06,1.0451868,395.0431,,[-0.599  0.816 -0.821  0.521 -0.623],1.1394142,44088.27,0.40372294,-3.8956528,100,1145.203714132309,-107.92280083792568,9.2099,2.0212748
114,16.6,86.32279,2.4704316,100.0,421.62872,633.8366,11400,0.24449977,189399,0.043574486,0.095782734,10.31572,2.9754638e-06,1.155006,377.6391,,[-0.591  0.834 -0.813  0.534 -0.624],1.6119064,329056.22,1.1305189,-3.955803,100,1154.2351293563843,-108.3536343282666,9.620651,2.7836428
115,16.26,86.0733,2.7236104,100.0,380.95074,583.50085,11500,0.18389003,191025,0.0337041,0.3737579,1.9406302,4.5013426e-06,1.031342,370.45407,,[-0.563  0.817 -0.825  0.502 -0.654],1.0846035,24201.506,0.30021283,-3.800621,100,1165.7662873268127,-108.17385128557648,10.198982,1.1303707
116,15.82,85.73884,2.4521115,100.0,470.43967,668.2805,11600,0.20256244,192607,0.036279246,0.32085073,3.6962628,-5.41687e-06,1.1532491,405.5343,,[-0.57   0.819 -0.816  0.502 -0.673],1.2723312,92789.32,0.55911386,-3.6884995,100,1174.7038476467133,-108.01646092945954,12.203758,1.7693698
117,16.77,86.46425,2.8194208,100.0,429.18436,672.4987,11700,0.30604407,194284,0.05143138,0.02328911,11.461592,-4.272461e-06,1.2504153,359.0007,,[-0.562  0.826 -0.807  0.48  -0.701],2.2598035,533767.1,1.4728236,-4.339035,100,1185.9599022865295,-108.1189592642124,8.588837,5.306375
118,16.36,86.15295,2.7331116,100.0,474.64902,843.30597,11800,0.48364487,195920,0.07718883,0.053157493,47.870102,-6.4849855e-06,1.5599897,376.80212,,[-0.566  0.803 -0.818  0.504 -0.722],4.6547594,5336898.5,4.7522693,-4.1820755,100,1196.376299381256,-107.90275747112713,8.751663,12.45541
119,16.51,86.26025,2.7373903,100.0,393.208,571.44086,11900,0.18509926,197571,0.03418257,0.4825327,2.0507097,2.5177003e-06,1.0269033,383.6156,,[-0.564  0.797 -0.858  0.505 -0.681],1.0745448,17180.072,0.2555614,-4.17128,100,1206.563779592514,-108.24661719448133,6.948044,1.2545729
120,16.62,86.35911,2.970239,100.0,499.66016,767.8111,12000,0.37243545,199233,0.059185214,0.013688539,17.43587,-4.653931e-06,1.4287044,375.706,,[-0.563  0.8   -0.862  0.519 -0.674],3.9169464,1209488.4,2.2129047,-4.5730286,100,1215.216745853424,-108.13618632065304,8.482872,6.6781206
121,16.69,86.423584,3.0074315,100.0,348.8429,555.81805,12100,0.18069659,200902,0.03357782,0.72470564,1.2239687,6.866455e-06,1.0115532,344.22443,,[-0.551  0.831 -0.866  0.512 -0.699],1.0106801,2320.9626,0.09295602,-4.05867,100,1225.4347929954529,-108.07272782253536,6.8855743,1.0248153
122,15.94,85.81942,2.139319,100.0,438.07306,654.6099,12200,0.25718647,202496,0.04430797,0.03080805,10.667836,3.2043456e-06,1.1395271,405.8382,,[-0.552  0.832 -0.864  0.508 -0.711],2.2737975,510759.9,1.3539387,-3.9584122,100,1233.6261401176453,-107.97366826188072,5.8725204,3.2862632
123,16.6,86.35352,3.0873845,100.0,415.31207,640.892,12300,0.23755023,204156,0.042712256,0.1237675,5.540694,-2.9754638e-06,1.1698413,360.3855,,[-0.546  0.858 -0.863  0.502 -0.735],1.5806118,209516.83,0.89782566,-4.3810043,100,1242.9996647834778,-108.03417981259106,11.880592,2.7099335
124,16.21,85.961525,2.5669098,100.0,1189.1145,2032.0856,12400,7.035517,205777,0.35251728,0.002153225,412.55356,4.043579e-06,3.6656535,397.83386,,[-0.546  0.879 -0.849  0.484 -0.708],25.072454,209421150.0,26.47106,-3.5685806,100,1253.3888432979584,-108.59674401885928,9.93087,500.27335
125,16.36,86.16608,2.9025686,100.0,603.0055,962.48035,12500,1.5331548,207413,0.12772886,0.00891204,118.28456,6.5612794e-06,1.7233961,388.56598,,[-0.592  0.899 -0.818  0.415 -0.667],4.793597,13364617.0,6.630736,-4.32238,100,1264.9508249759674,-108.04126400965325,9.147415,83.83681
126,15.84,85.77732,2.3587637,100.0,447.41968,631.55707,12600,0.1977024,208997,0.035285544,0.21057065,4.60689,9.155273e-07,1.0925078,411.34695,,[-0.591  0.831 -0.892  0.434 -0.673],1.4216465,101107.22,0.610204,-3.621788,100,1276.2633872032166,-107.64608550214625,7.1625595,2.84303
127,16.56,86.35701,3.1236389,100.0,407.6217,590.0519,12700,0.19323842,210653,0.035709154,0.44991425,2.5343113,-3.4332274e-06,1.0700049,378.45135,,[-0.584  0.853 -0.888  0.459 -0.663],1.0931088,25317.414,0.2961139,-4.624687,100,1285.4966111183167,-107.65413502850147,9.287018,1.2928449
128,16.64,86.42058,3.1048913,100.0,372.6896,555.49365,12800,0.18318623,212317,0.033984736,0.5849454,1.651356,3.8146973e-06,1.0110184,369.29654,,[-0.597  0.84  -0.909  0.46  -0.679],1.03516,10170.917,0.19499926,-4.4843826,100,1295.5782318115234,-107.60775707350109,10.501495,1.0727493
129,16.97,86.64425,3.0348372,100.0,430.68054,659.30676,12900,0.2625845,214014,0.045608547,0.05707457,11.641027,4.9591063e-06,1.2457217,355.03748,,[-0.603  0.848 -0.9    0.462 -0.685],1.8333626,363576.78,1.2665328,-4.7260056,100,1304.585488319397,-107.84096058697229,8.328308,4.681599
130,15.86,85.794365,2.4656072,100.0,416.55087,589.21545,13000,0.17889199,215600,0.032373246,0.595514,1.6464528,3.0517577e-07,1.0168011,409.8017,,[-0.614  0.855 -0.869  0.435 -0.697],1.0429877,11854.445,0.20360047,-4.1782455,100,1315.6765401363373,-107.5199298197979,7.9107513,1.1003168
131,16.51,86.3139,2.6883118,100.0,390.89078,583.77045,13100,0.19224799,217251,0.035463028,0.55427945,2.2934012,-5.340576e-07,1.0523527,372.83984,,[-0.613  0.868 -0.861  0.434 -0.688],1.0940127,25126.365,0.29710412,-4.469513,100,1324.9674334526062,-107.82327134882688,8.322121,1.3105522
132,16.21,86.05628,2.9900858,100.0,449.08508,661.14014,13200,0.27575076,218872,0.04792456,0.078944206,9.86726,6.1035157e-06,1.175182,396.67468,,[-0.601  0.841 -0.88   0.433 -0.67 ],1.716373,425741.56,1.214188,-4.3148117,100,1334.8241362571716,-107.8310741569654,9.222527,3.4077463
133,16.25,86.04952,2.5893607,100.0,455.4834,654.46216,13300,0.22744916,220497,0.03990103,0.10185958,4.4035735,-8.392334e-07,1.1680086,396.8565,,[-0.601  0.818 -0.922  0.441 -0.682],1.9051523,238285.61,0.9618962,-3.9099655,100,1345.7136952877045,-108.16995091860822,8.693665,5.6109343
134,16.53,86.31196,2.9386299,100.0,470.08365,735.4163,13400,0.30676773,222150,0.052117098,0.06956573,11.237688,-7.93457e-06,1.3415453,375.682,,[-0.63   0.801 -0.92   0.411 -0.694],2.179306,717936.8,1.6430995,-4.4680176,100,1355.6256906986237,-107.9932624546151,9.905251,7.5567765
135,16.76,86.47902,3.0175297,100.0,414.80698,603.984,13500,0.2122974,223826,0.03895043,0.08009109,6.427883,-1.4495849e-06,1.1140188,375.39023,,[-0.62   0.802 -0.929  0.453 -0.694],1.6621566,201990.08,0.91865635,-4.673607,100,1365.6276588439941,-107.98823562564726,6.7899475,2.0407467
136,16.06,85.93058,2.584015,100.0,469.46603,691.58386,13600,0.28855914,225432,0.04962521,0.077802725,6.451986,-1.9073486e-06,1.213204,403.96832,,[-0.674  0.796 -0.935  0.462 -0.693],1.8882065,304359.53,1.0160326,-3.9253006,100,1376.300376176834,-108.0211897987342,7.441841,3.7422173
137,16.16,86.04099,2.6178327,100.0,424.84494,608.14923,13700,0.19661236,227048,0.035694305,0.26322833,6.0105753,-4.4250487e-06,1.0733323,399.0803,,[-0.689  0.78  -0.979  0.477 -0.723],1.4389027,183503.16,0.84627795,-4.201805,100,1386.8249616622925,-107.90525168779192,6.485504,1.5476351
138,16.4,86.21658,2.649294,100.0,442.91748,821.9142,13800,0.36135963,228688,0.054965448,0.033256568,58.47042,-1.9073486e-06,1.5330913,370.54492,,[-0.647  0.787 -0.976  0.477 -0.697],1.8874288,7291932.0,5.5567207,-3.7626114,100,1397.9357883930206,-107.98977004155152,8.048149,13.59267
139,16.21,86.03672,2.9271073,100.0,434.883,621.89575,13900,0.20414199,230309,0.036859777,0.20419967,5.367736,-3.4332274e-06,1.1018603,397.93405,,[-0.643  0.819 -0.934  0.488 -0.711],1.6415732,129211.42,0.7115638,-4.058731,100,1408.7131147384644,-108.06547531895238,8.867775,1.9331632
140,15.82,85.69482,2.3030567,100.0,518.76965,785.76105,14000,0.440957,231891,0.066855095,0.02741576,17.426935,-1.6021728e-06,1.3667781,415.87247,,[-0.694  0.811 -0.937  0.487 -0.705],3.094694,1526383.4,2.280289,-3.3549805,100,1418.7669825553894,-108.29915779545489,9.110992,11.718089
141,16.99,86.62691,3.0618455,100.0,394.3006,609.057,14100,0.24033417,233590,0.043734875,0.043543085,6.3152795,7.171631e-06,1.1406739,358.28882,,[-0.64   0.831 -0.895  0.439 -0.699],1.8519588,253660.48,1.0433273,-4.6510925,100,1430.2391645908356,-108.08289735090968,7.7697983,2.3161466
142,16.45,86.22737,2.6490579,100.0,457.38568,667.61395,14200,0.24637955,235235,0.043393224,0.06334991,12.996977,5.569458e-06,1.215056,388.6736,,[-0.646  0.818 -0.886  0.445 -0.723],2.214242,408020.03,1.2865099,-3.609558,100,1441.0455269813538,-108.17740195388318,7.639641,3.8697073
143,16.44,86.2759,2.9189062,100.0,411.03192,595.8076,14300,0.19338168,236879,0.035513893,0.25394884,3.3970811,1.9836425e-06,1.0768017,383.06958,,[-0.656  0.866 -0.875  0.456 -0.731],1.3346766,90753.22,0.603718,-4.203377,100,1451.7293367385864,-107.62247392481093,7.880661,1.4322308
144,16.35,86.149025,2.5948536,100.0,430.59308,621.8011,14400,0.22030123,238514,0.03972549,0.16910459,6.0581055,5.340576e-06,1.1091297,392.1725,,[-0.619  0.872 -0.871  0.456 -0.709],1.3962429,147411.58,0.7240977,-4.390938,100,1461.7348222732544,-108.06936466994915,6.553444,3.1703122
145,16.16,85.9824,2.6530242,100.0,417.37982,601.05914,14500,0.19691645,240130,0.035727616,0.16410589,4.557749,5.9509275e-06,1.0572845,400.51382,,[-0.609  0.874 -0.852  0.425 -0.707],1.405899,142068.0,0.73424613,-3.8054657,100,1473.1885204315186,-108.15679322359371,8.476997,1.7193787
146,16.71,86.38857,3.0282538,100.0,450.58206,772.36444,14600,0.45987746,241801,0.070181586,0.015712483,22.15094,3.5095215e-06,1.4376153,337.1891,,[-0.604  0.903 -0.843  0.434 -0.701],6.0343776,2269393.5,3.0034602,-4.2662277,100,1482.8852651119232,-108.26663813747076,8.275307,7.6391883
147,16.62,86.35011,2.7912252,100.0,465.68158,753.4328,14700,0.47878954,243463,0.07669346,0.02859026,19.02885,-6.1035155e-07,1.379785,379.3916,,[-0.565  0.913 -0.865  0.435 -0.723],3.5651114,1393269.5,2.2845318,-3.9774628,100,1494.0395674705505,-108.28356444072104,9.24646,21.475815
148,16.5,86.25541,2.8249438,100.0,503.9326,757.79193,14800,0.4355216,245113,0.065722845,0.067197226,17.884851,2.2888183e-07,1.3721693,383.82242,,[-0.549  0.885 -0.912  0.428 -0.716],2.2770808,978581.3,1.8371009,-4.1083145,100,1505.063958644867,-108.21270245271043,8.887207,12.136078
149,16.37,86.222404,2.61446,100.0,421.9516,645.38324,14900,0.27915794,246750,0.049502496,0.106498234,8.610554,6.713867e-06,1.1695019,389.0891,,[-0.563  0.842 -0.964  0.452 -0.734],2.1897798,500011.6,1.403391,-4.053978,100,1516.452940940857,-107.65449725576987,6.1527023,3.4292302
150,16.53,86.23818,2.7139063,100.0,616.10364,1186.2446,15000,1.5704955,248403,0.16585074,0.0027848769,89.12321,-5.1879883e-06,2.2429054,339.485,,[-0.555  0.841 -0.936  0.451 -0.733],26.499601,20515106.0,9.031559,-3.9434052,100,1526.1365723609924,-108.58206328566013,6.9437485,50.024303
151,16.36,86.14877,2.751231,100.0,1775.153,2883.8604,15100,19.809805,250039,0.6097192,0.00030299992,459.68558,-2.822876e-06,5.66063,391.80438,,[-0.601  0.819 -0.912  0.445 -0.747],187.0967,497194620.0,45.168774,-4.2608643,100,1538.8480298519135,-108.07167616050744,7.458145,2865.0469
152,16.07,85.88441,2.3693032,100.0,518.4651,873.1513,15200,0.72741413,251646,0.089293785,0.018577708,25.58557,1.3732911e-06,1.5587983,362.25302,,[-0.541  0.892 -0.889  0.485 -0.734],7.325904,3302029.5,3.4756038,-3.8043747,100,1552.985330581665,-108.34540447627688,7.317787,21.147058
153,16.04,85.97146,2.4769726,100.0,437.4657,621.7298,15300,0.2017156,253250,0.036396217,0.2859519,3.41188,5.569458e-06,1.0851475,403.9425,,[-0.521  0.904 -0.902  0.463 -0.723],1.2413117,59927.97,0.4526034,-3.9885254,100,1563.1089606285095,-107.87963833907071,7.1287613,1.5936815
154,15.84,85.741035,2.4032476,100.0,632.0704,1056.0751,15400,1.1147741,254834,0.12584338,0.0021941895,67.0649,9.918213e-07,1.8936044,412.34674,,[-0.52   0.902 -0.905  0.484 -0.74 ],9.875865,12588294.0,6.8130617,-3.766014,100,1573.2245275974274,-107.81698337246495,7.969963,31.881994
155,16.5,86.24123,2.3037162,100.0,490.11096,711.5438,15500,0.28433695,256484,0.050423976,0.107563764,8.864238,6.1035155e-07,1.2858232,387.8238,,[-0.52   0.898 -0.881  0.512 -0.769],2.1101708,420779.4,1.2531917,-3.7741394,100,1584.298232793808,-108.39477570824367,6.1774597,3.550057
156,16.08,85.92838,2.5217466,100.0,467.7115,654.81647,15600,0.20487083,258092,0.036826767,0.25007185,4.4397836,5.722046e-06,1.1534624,403.86874,,[-0.512  0.886 -0.914  0.516 -0.754],1.4186492,89152.625,0.5729187,-3.5249329,100,1595.6587972640991,-108.15367887313172,8.442055,2.6538148
157,16.16,86.04818,2.7604163,100.0,475.43652,715.8099,15700,0.2909723,259708,0.048739813,0.05871088,8.332523,1.7547608e-06,1.2818785,389.21356,,[-0.526  0.876 -0.91   0.491 -0.779],2.4563782,539436.3,1.4302435,-4.115486,100,1606.7927737236023,-107.69593623983755,11.165344,5.3385
158,16.47,86.21976,2.8927748,100.0,493.27963,751.67834,15800,0.55914015,261355,0.07034757,0.047979254,16.690662,-1.1444092e-06,1.3598678,384.84485,,[-0.52   0.903 -0.902  0.478 -0.771],3.4261072,1492117.0,2.3382516,-3.8889923,100,1618.010686159134,-108.17170578231602,7.204239,22.178276
159,16.5,86.26456,2.6058366,100.0,463.93756,682.3089,15900,0.28349078,263005,0.048321016,0.036755506,7.8874755,-3.0517579e-06,1.2339939,387.3977,,[-0.52   0.913 -0.861  0.448 -0.779],1.9205499,267370.72,0.995961,-4.0429688,100,1629.5683901309967,-108.31926114444597,6.708107,3.4831882
160,15.91,85.844505,2.8891463,100.0,413.07025,602.1901,16000,0.18462949,264596,0.033432964,0.49301916,2.3756948,1.2207031e-06,1.0433767,396.30984,,[-0.516  0.901 -0.863  0.41  -0.792],1.0903087,23592.3,0.28292412,-3.9189987,100,1640.200267314911,-107.54547156778348,9.366524,1.2470756
161,16.38,86.164986,3.2525952,100.0,818.05194,1353.7089,16100,3.0235846,266234,0.18999268,0.0010075629,175.3029,1.2969971e-06,2.5573778,385.6538,,[-0.51   0.897 -0.87   0.424 -0.8  ],31.087315,74258530.0,17.198654,-3.94796,100,1648.6993837356567,-108.19250312065886,11.091957,217.21228
162,16.68,86.37484,3.064905,100.0,449.3528,700.34314,16200,0.43472782,267902,0.06297146,0.011807907,17.383121,1.1672973e-05,1.2923425,376.78976,,[-0.524  0.864 -0.848  0.389 -0.796],3.6816072,1139038.5,2.1337032,-4.0536194,100,1659.858308315277,-108.23049971201152,9.948196,13.4141245
163,16.27,86.14073,2.5610304,100.0,1082.8296,1822.6982,16300,2.3144383,269529,0.25694212,0.00075973716,193.20099,2.5939942e-06,3.4368894,391.21594,,[-0.532  0.863 -0.815  0.366 -0.789],26.044771,59024136.0,15.064103,-4.002083,100,1668.6842603683472,-107.8571026915728,7.1994095,107.73923
164,17.5,86.94456,2.9551938,100.0,311.99796,534.5756,16400,0.18788503,271279,0.03577424,0.5162407,1.667252,1.2054444e-05,1.0203274,304.68994,,[-0.528  0.867 -0.76   0.369 -0.809],1.0544319,9365.303,0.20375276,-4.4538116,100,1681.7481212615967,-108.74598772808707,10.651382,1.0855248
165,16.06,85.9942,2.8251262,100.0,398.0379,575.96893,16500,0.17799762,272885,0.03242367,0.6803043,1.4194943,3.6621093e-06,1.0077808,395.2022,,[-0.535  0.869 -0.756  0.372 -0.806],1.0213554,5572.836,0.14030755,-4.2842407,100,1690.6746439933777,-107.51317109374266,9.572433,1.0555831
166,17.36,86.89037,3.2947884,100.0,370.98975,588.8335,16600,0.21770267,274621,0.040434275,0.11770514,10.074174,6.1798096e-06,1.1345642,340.5712,,[-0.528  0.868 -0.758  0.378 -0.803],1.762475,273544.8,1.1552515,-4.5221176,100,1698.7031161785126,-108.3731387541602,11.095306,2.8221512
167,16.43,86.23122,2.842802,100.0,408.37482,599.4801,16700,0.1987136,276264,0.036418807,0.23914424,2.761713,1.2207031e-06,1.0754651,382.17285,,[-0.507  0.889 -0.754  0.386 -0.804],1.2215708,55616.184,0.45459676,-4.1114883,100,1707.7089536190033,-107.92541084742079,9.382256,1.4701607
168,16.44,86.19362,2.8497505,100.0,384.74506,569.51373,16800,0.18181024,277908,0.03351874,0.5372892,1.4974394,4.577637e-06,1.0177767,378.02795,,[-0.502  0.885 -0.749  0.394 -0.799],1.0317365,8390.117,0.17397226,-3.9216537,100,1717.0596313476562,-108.25468369761775,9.367043,1.0689265
169,16.52,86.28614,2.8051636,100.0,99350.484,156187.39,16900,57638.594,279560,1861.1381,6.035641e-07,31634.521,9.918213e-07,309.91776,381.1388,,[-0.498  0.889 -0.744  0.388 -0.816],302099.97,2425203700000.0,3107.9849,-4.4146347,100,1725.99697804451,-107.85052052775627,6.7695694,6334098.0
