InitialBound,EpRewMean,ReturnStepMax,MinD2w0t,EpisodesSoFar,MinIW,ReturnStepMaxmin,MeanD2w0t,TimeElapsed,MeanIW,InitialReturnMax,MaxD2w0t,EmpiricalD2,ReturnMeanIW,MaxIW,Weights,EpThisIter,InitialReturnMin,Bound,Iteration,TimestepsSoFar,InitialReturnMean,InitialReturnStd,StdIW,EpLenMean,StdD2w0t,J_sample_variance
-11.608704,-132.60560354784226,100.0,,3000,0.3231089,92.66562,0.07497165,376.78859519958496,1.0572351,4.5154953,1.1939195,1.1474378,280.41837,2.303141,[ 0.57  -0.534  0.254  0.438  0.003],100,-1.9484634,-3.9978333,30,126872,1.2283325e-05,1.6129136,0.37169704,36.16,0.2687566,6345.903
-56.70839,-137.25502872992297,100.0,,3100,0.45200184,93.2619,0.08385332,388.5308110713959,1.0618774,6.037628,1.1527722,1.1148813,247.62306,2.2465553,[ 0.581 -0.514  0.258  0.444  0.001],100,-1.7314224,-51.257492,31,130946,-1.2207031e-06,1.4618987,0.35426012,40.74,0.28167453,4006.185
-59.405396,-137.249293390752,100.0,,3200,0.65702975,93.26384,0.08234801,400.39849758148193,1.0247612,6.015358,1.0522951,1.0219039,241.4863,1.442785,[ 0.564 -0.526  0.254  0.44  -0.009],100,-1.829277,-56.944885,32,135021,-7.476807e-06,1.5992053,0.1347274,40.75,0.2764524,641.7712
-82.302414,-139.3113621309115,100.0,,3300,0.7882619,93.57716,0.08713371,413.5857722759247,1.0104978,5.557991,1.0231373,1.0049142,223.68307,1.253401,[ 0.564 -0.522  0.259  0.443 -0.016],100,-2.320465,-81.32956,33,139359,-4.348755e-06,1.754434,0.07005962,43.38,0.28270534,175.08418
-64.001724,-137.43962537342387,100.0,,3400,0.67109776,93.321686,0.08375758,423.7876398563385,1.0408852,5.364418,1.0728757,1.039907,241.44016,1.9199597,[ 0.564 -0.523  0.263  0.443 -0.016],100,-2.1253128,-60.067505,34,143475,2.2888185e-06,1.5590174,0.20116599,41.16,0.27968168,1348.3151
-85.899536,-141.94457492365743,100.0,,3500,0.13932498,93.777084,0.10362092,437.38883113861084,1.2361143,4.8404694,1.8802634,1.6366979,248.83403,10.550125,[ 0.572 -0.52   0.266  0.45  -0.003],100,-1.9852371,-70.702194,35,148037,-3.2806397e-06,1.5579056,1.2350562,45.62,0.33136818,34074.367
-59.0598,-137.7275443080363,100.0,,3600,0.3691957,93.31906,0.08533088,449.8400208950043,1.070078,3.6567078,1.1470752,1.0934237,247.29285,2.1608937,[ 0.541 -0.541  0.251  0.445 -0.005],100,-1.8927383,-52.578094,36,152160,-1.197815e-05,1.4038956,0.31566572,41.23,0.28477645,3341.6404
-70.34984,-138.4301231882473,100.0,,3700,0.8215275,93.411224,0.08440494,463.5410509109497,1.0110233,5.9515457,1.01734,1.0082822,231.42049,1.3980584,[ 0.553 -0.541  0.262  0.456 -0.015],100,-1.9240417,-69.33342,37,156362,-2.5177003e-06,1.6550862,0.0812296,42.02,0.2786448,248.09424
-68.394684,-136.90839255571177,100.0,,3800,0.7833909,93.27382,0.081752464,475.69853472709656,1.0079514,4.4841843,1.0178434,1.006908,238.28143,1.2549107,[ 0.546 -0.538  0.26   0.45  -0.02 ],100,-2.1572723,-67.42578,38,160434,8.69751e-06,1.7165002,0.07180875,40.72,0.2745602,206.39081
-58.544434,-137.56913410653917,100.0,,3900,0.2413115,93.31052,0.08481538,488.10467195510864,1.0701852,4.8387375,1.1624447,1.1282172,246.45432,2.3141594,[ 0.549 -0.536  0.261  0.444 -0.024],100,-1.7814713,-52.219513,39,164547,4.119873e-06,1.5028222,0.34794244,41.13,0.28349394,4042.6123
-62.065216,-136.57701031134044,100.0,,4000,0.31902122,93.23038,0.08697553,499.8644788265228,1.1191933,5.944412,1.4441545,1.3156514,262.7457,4.9985223,[ 0.563 -0.523  0.266  0.449 -0.021],100,-2.0267792,-52.08542,40,168582,1.5258789e-06,1.6508241,0.6905393,40.35,0.2946312,15595.535
-36.19098,-132.4483541589365,100.0,,4100,0.7998904,92.68645,0.07342272,511.3389084339142,1.0351188,5.4091873,1.0740087,1.0208343,273.56287,1.6314267,[ 0.547 -0.549  0.261  0.454 -0.013],100,-2.0708847,-31.661346,41,172204,-6.2561035e-06,1.629853,0.15664868,36.22,0.26275426,1247.3922
-48.547256,-134.94984872936794,100.0,,4200,0.6182128,93.037575,0.07858263,523.5484685897827,1.0290611,6.336998,1.0618942,1.0187154,254.01411,1.8055397,[ 0.536 -0.53   0.255  0.445 -0.003],100,-2.0221558,-45.42369,42,176082,5.9509275e-06,1.6849773,0.15450227,38.78,0.2710166,1031.7155
-58.13437,-136.67926034707045,100.0,,4300,0.6866318,93.17287,0.08135532,535.9306564331055,1.0303429,5.1643753,1.0801907,1.0193585,247.75429,1.7279534,[ 0.533 -0.519  0.254  0.43  -0.001],100,-1.7789993,-54.67607,43,180086,7.6293946e-07,1.3626355,0.14447802,40.04,0.27577794,959.9194
-96.22182,-141.91487314536727,100.0,,4400,0.8272197,93.78894,0.09187869,548.5486574172974,1.0119781,4.988098,1.0151186,1.0060295,212.11346,1.3712755,[ 0.532 -0.517  0.254  0.447  0.004],100,-2.0381165,-95.039185,44,184666,-8.239746e-06,1.7811414,0.08581914,45.8,0.28934446,195.03316
-84.594955,-139.96670545637696,100.0,,4500,0.44403267,93.59126,0.09125519,560.5493257045746,1.0952445,5.2944107,1.2797561,1.1959579,236.73224,4.7399063,[ 0.524 -0.512  0.25   0.444  0.008],100,-1.9898682,-76.25232,45,189034,-6.1035157e-06,1.5888803,0.5636322,43.68,0.29538172,8058.3794
-67.87666,-136.97953239101034,100.0,,4600,0.09941065,93.22722,0.093750335,572.3537220954895,1.2155454,5.806801,1.9991856,1.6731005,281.62067,7.610716,[ 0.489 -0.512  0.24   0.438  0.006],100,-1.8200378,-50.81787,46,193079,1.5258789e-06,1.4985623,1.1399608,40.45,0.32070386,49474.22
-73.9272,-139.7091072358635,100.0,,4700,0.51653796,93.623505,0.08941097,585.8510026931763,1.0367339,4.1930084,1.101694,1.0667602,225.66206,2.3076496,[ 0.507 -0.476  0.251  0.438  0.008],100,-2.1515808,-71.11366,47,197461,-2.2888185e-06,1.5983049,0.28320694,43.82,0.28854465,2433.3542
-55.38446,-137.30121007517792,100.0,,4800,0.46708053,93.30075,0.08451012,596.3956332206726,1.0584673,4.63002,1.1334358,1.0630819,246.84445,1.950632,[ 0.502 -0.49   0.248  0.428  0.009],100,-2.1672058,-49.466858,48,201560,,1.5928797,0.24269082,40.99,0.28287888,2145.3296
-75.27286,-140.1348012982784,100.0,,4900,0.759951,93.63168,0.08850672,609.8258624076843,1.0127087,5.1558456,1.028961,1.0079064,221.05081,1.7216215,[ 0.507 -0.485  0.252  0.444 -0.007],100,-2.1080017,-74.19556,49,205961,-5.340576e-06,1.7777818,0.097574875,44.01,0.28489956,294.3098
-63.012955,-137.04508128982204,100.0,,5000,0.41041356,93.26228,0.08431123,622.2900228500366,1.0600321,4.311325,1.1906785,1.1331345,249.71158,3.3087773,[ 5.003e-01 -4.836e-01  2.535e-01  4.411e-01  1.331e-04],100,-1.9454193,-56.462524,50,210029,-1.04522705e-05,1.438899,0.3950574,40.68,0.28353068,6082.3584
-82.15463,-141.19252032081576,100.0,,5100,0.33959848,93.759445,0.093983956,634.6995911598206,1.0873039,4.8018494,1.2223425,1.1407175,227.42233,2.657251,[ 0.482 -0.49   0.244  0.43   0.004],100,-2.138153,-74.1431,51,214554,1.4495849e-06,1.7687181,0.3757106,45.25,0.29818785,3888.0493
-66.4715,-138.47264028720525,100.0,,5200,0.9376557,93.420166,0.08420685,646.8499910831451,1.0006781,5.999855,1.0021381,1.0004449,229.2865,1.0786284,[ 0.503 -0.477  0.247  0.438  0.009],100,-1.7861633,-66.39493,52,218763,-2.2125244e-06,1.5103344,0.02307317,42.09,0.27773917,24.450787
-61.099457,-136.26253933926057,100.0,,5300,0.13860543,93.20386,0.09194223,658.0786306858063,1.2281467,5.3473587,1.9126828,1.625163,286.55035,5.9773626,[ 0.505 -0.478  0.247  0.436  0.01 ],100,-2.1071548,-39.63977,53,222773,-2.1362305e-06,1.7386551,0.99914813,40.1,0.3154888,38773.777
-55.785995,-134.74121196014212,100.0,,5400,0.6252801,93.050995,0.07921174,670.7116467952728,1.0500919,5.8977814,1.1128154,1.028139,258.78595,1.5140646,[ 0.528 -0.448  0.259  0.449  0.016],100,-2.2023163,-49.5448,54,226651,-9.231568e-06,1.7834752,0.16311148,38.78,0.27322266,1143.1976
-68.93953,-138.0777895262087,100.0,,5500,0.70712817,93.41702,0.084478505,683.5338704586029,1.0167536,6.190346,1.0274227,1.0092263,232.9524,1.2808475,[ 0.544 -0.466  0.267  0.462  0.004],100,-1.8802032,-66.86798,55,230846,-1.083374e-05,1.6530458,0.09349207,41.95,0.2791587,333.04495
-77.83882,-139.48980149469054,100.0,,5600,0.753566,93.58815,0.08737086,696.5420813560486,1.0100447,4.306572,1.0181122,1.0111426,222.54716,1.4490988,[ 0.549 -0.477  0.271  0.463 -0.004],100,-2.2038574,-77.16435,56,235197,-7.705688e-06,1.6239265,0.11425866,43.51,0.28299797,367.9305
-31.574524,-132.79497350388826,100.0,,5700,0.58570415,92.72157,0.07373045,708.3325142860413,1.0183358,3.398262,1.055265,1.013829,268.9086,1.3596845,[ 5.469e-01 -4.817e-01  2.703e-01  4.665e-01  2.176e-04],100,-1.9153671,-28.927368,57,238846,-1.083374e-05,1.2897648,0.12308628,36.49,0.26278475,722.9465
-29.306702,-132.9299600486868,100.0,,5800,0.69568926,92.73386,0.074251235,718.8435304164886,1.0250286,5.1265717,1.0638174,1.0275955,269.06848,1.6894639,[ 0.558 -0.493  0.274  0.464 -0.012],100,-1.9800797,-26.000122,58,242509,-2.822876e-06,1.6238457,0.16937947,36.63,0.26410982,1366.6182
-81.68315,-139.4087666041422,100.0,,5900,0.67795646,93.59776,0.08797728,730.8972296714783,1.0174686,5.5947723,1.0402356,1.021021,224.59497,1.616086,[ 0.558 -0.482  0.274  0.452 -0.004],100,-2.3680801,-79.875946,59,246864,,1.8336413,0.15679546,43.55,0.28483745,808.1919
-35.929688,-134.01519967919822,100.0,,6000,0.44798008,92.99815,0.07934339,742.699800491333,1.0677058,6.561775,1.1503282,1.0642922,264.9831,1.9456481,[ 0.564 -0.482  0.278  0.459  0.005],100,-2.3168411,-29.077057,60,250692,3.4332274e-06,1.9671098,0.28082246,38.28,0.2756868,3315.6262
-58.56192,-136.13001638511702,100.0,,6100,0.6357987,93.201996,0.08123788,754.2857024669647,1.0284721,4.2590637,1.066865,1.0246725,245.9597,1.7770534,[ 0.568 -0.489  0.271  0.445 -0.012],100,-2.204605,-55.80461,61,254697,8.010864e-06,1.531148,0.16667807,40.05,0.27532375,970.6434
-53.52417,-135.64285644967188,100.0,,6200,0.5918826,93.07414,0.079286866,766.1146450042725,1.0315075,4.8061295,1.0575761,1.0169352,252.88277,1.6289756,[ 0.567 -0.501  0.274  0.459 -0.016],100,-1.8427811,-49.345657,62,258614,5.4931643e-06,1.3844264,0.14069629,39.17,0.27197325,882.4714
-25.832458,-132.99774264458043,100.0,,6300,0.52835834,92.77382,0.07506737,775.9258754253387,1.0450318,4.0692215,1.1049159,1.0885946,270.4578,2.0168703,[ 0.582 -0.508  0.279  0.447 -0.015],100,-2.1683197,-20.464722,63,262295,-2.2888183e-07,1.5601372,0.29657042,36.81,0.26637322,3523.8574
-26.495758,-134.0122211333714,100.0,,6400,0.59129095,92.94301,0.078310765,787.8025894165039,1.0584941,5.8946533,1.1254525,1.0608644,265.43063,2.1978946,[ 0.602 -0.502  0.284  0.451 -0.012],100,-2.1728287,-19.933807,64,266093,-9.841919e-06,1.7124317,0.26585573,37.98,0.2732097,3067.5752
-46.333862,-134.11392523033274,100.0,,6500,0.65411067,92.9525,0.077285476,799.5643301010132,1.0234447,5.255829,1.0687975,1.020136,258.27313,1.981111,[ 0.613 -0.502  0.287  0.453  0.011],100,-2.3028793,-43.630554,65,269899,1.4495849e-06,1.68638,0.1561655,38.06,0.26928172,1217.324
-21.933289,-131.209032293792,100.0,,6600,0.4661734,92.61211,0.073433876,809.2541389465332,1.0558357,6.750679,1.1742945,1.0978193,283.56146,2.0307856,[ 0.61  -0.502  0.285  0.436  0.01 ],100,-2.582962,-14.717987,66,273451,1.1444092e-05,1.762407,0.34378317,35.52,0.26566705,6020.043
-22.610199,-132.62848934765552,100.0,,6700,0.08843624,92.72072,0.14345919,820.0685458183289,2.8881226,6.2245483,12.519728,3.8258557,638.93054,177.15369,[ 0.631 -0.499  0.293  0.435 -0.007],100,-1.9768295,153.64694,67,277095,3.5095215e-06,1.5148903,16.703451,36.44,0.5889137,10220651.0
-32.35498,-132.60768704580195,100.0,,6800,0.6058806,92.77736,0.07471208,833.8874790668488,1.0399481,3.793251,1.1024772,1.0578551,269.61676,1.8246458,[ 0.665 -0.482  0.314  0.47   0.075],100,-1.9243088,-27.85379,68,280767,3.0517577e-07,1.3928297,0.22079013,36.72,0.26541746,2288.9417
-21.711304,-132.05724695959898,100.0,,6900,0.49854112,92.6225,0.075180985,844.5688178539276,1.0877615,6.416641,1.2259818,1.1012156,289.03864,2.8895457,[ 0.68  -0.476  0.317  0.467  0.086],100,-1.9457626,-11.8862915,69,284347,-2.2125244e-06,1.403582,0.3632309,35.8,0.27089575,5831.3765
-15.512543,-131.5818365426074,100.0,,7000,0.48651457,92.59737,0.07443611,855.8329710960388,1.0710535,3.8330002,1.2218696,1.1157988,285.8984,3.6230245,[ 0.666 -0.479  0.308  0.477  0.061],100,-2.053543,-9.313843,70,287902,5.0354006e-06,1.4007992,0.44252494,35.55,0.2692624,8776.781
-11.276062,-130.68088182843053,100.0,,7100,0.58909005,92.513275,0.07096209,867.1892123222351,1.0257266,6.0976944,1.0790784,1.0505131,280.5848,2.0005128,[ 0.67  -0.465  0.316  0.468  0.074],100,-2.41436,-8.451813,71,291393,-3.0517579e-06,1.794836,0.23730959,34.91,0.25904414,2783.2866
-27.074707,-131.4305026608487,100.0,,7200,0.19569767,92.61833,0.07704869,879.72700548172,1.1113359,5.2941284,1.501313,1.3317381,297.17987,4.6749377,[ 0.658 -0.472  0.313  0.458  0.081],100,-2.328125,-13.276398,72,294954,1.1138916e-05,1.5225861,0.6860989,35.61,0.27930945,24478.484
25.672974,-127.14223084142364,100.0,,7300,0.38542497,91.807846,0.063924894,889.518388748169,1.0325506,4.4668503,1.1598555,1.0965343,319.0622,2.7329087,[ 0.701 -0.466  0.329  0.453  0.084],100,-2.0695572,29.156952,73,298058,-6.713867e-06,1.357456,0.35809892,31.04,0.24860168,8809.492
-20.240814,-131.01745280671335,100.0,,7400,0.74268585,92.60625,0.07134982,900.9886620044708,1.0116713,6.057968,1.0332575,1.0117924,273.72375,1.4582809,[ 0.701 -0.439  0.326  0.465  0.078],100,-2.5142517,-18.389282,74,301602,8.392334e-07,1.8808303,0.10455444,35.44,0.25833663,566.20605
-8.691559,-130.1400041272392,100.0,,7500,0.5617769,92.37387,0.06891432,912.1715142726898,1.0209672,4.2161713,1.0377898,1.0151426,286.59033,1.360091,[ 0.706 -0.448  0.327  0.46   0.087],100,-2.2293015,-5.618683,75,305015,,1.3484793,0.10691539,34.13,0.25461978,673.9365
-15.181091,-130.29023915548734,100.0,,7600,0.4594411,92.40291,0.07033532,923.4914963245392,1.0438856,4.9171753,1.1541507,1.0999242,290.67917,1.7923481,[ 0.696 -0.441  0.321  0.451  0.077],100,-2.0157242,-9.168243,76,308445,6.1035155e-07,1.4162211,0.29515564,34.3,0.259278,4551.9556
-8.816437,-130.40291352309342,100.0,,7700,0.5328052,92.440414,0.06993259,934.8572330474854,1.0257833,4.989601,1.0761414,1.0309794,284.05423,1.4920223,[ 0.706 -0.427  0.327  0.463  0.078],100,-2.1205597,-6.0531006,77,311895,-1.2893677e-05,1.5303146,0.17970684,34.5,0.25689617,1617.841
-6.375183,-129.4996132952441,100.0,,7800,0.35023117,92.33504,0.069234416,946.7167856693268,1.050066,5.7928925,1.1284448,1.0883392,294.9439,2.4215786,[ 0.717 -0.422  0.327  0.457  0.063],100,-2.2130966,0.46350098,78,315274,-2.5177003e-06,1.4860672,0.2913087,33.79,0.2572451,4127.659
-3.4386597,-129.3893309634397,100.0,,7900,0.5054083,92.34383,0.068557195,957.6387157440186,1.0316986,6.481064,1.0883212,1.0486858,290.2742,1.7438483,[ 0.74  -0.417  0.334  0.45   0.062],100,-2.3775482,0.64627075,79,318654,-4.5776366e-07,1.5137397,0.21114282,33.8,0.25463986,1985.134
8.762817,-129.0283500981328,100.0,,8000,0.2474996,92.20137,0.06976371,968.2449359893799,1.0634127,4.1875687,1.3431013,1.2035578,307.2616,3.433423,[ 0.744 -0.44   0.339  0.455  0.065],100,-1.9263382,15.683044,80,321963,-4.653931e-06,1.2228775,0.51156276,33.09,0.2625363,15567.729
9.793549,-129.05849999465423,100.0,,8100,0.24121942,92.27194,0.07173414,978.3201251029968,1.1165915,4.199211,1.557876,1.2271969,313.69357,6.068856,[ 0.746 -0.408  0.339  0.472  0.063],100,-2.3141098,20.536926,81,325303,7.3242186e-06,1.5089692,0.6836774,33.4,0.26912424,24182.982
20.84375,-127.20433868385344,100.0,,8200,0.6531061,91.93068,0.06350115,989.4208941459656,1.0120915,4.423073,1.0308037,1.0154496,307.2949,1.3043861,[ 0.759 -0.373  0.329  0.462  0.064],100,-2.2200775,23.019073,82,328456,1.9073486e-06,1.4101453,0.11877347,31.53,0.24477059,950.03735
21.931366,-126.72064427806144,100.0,,8300,0.590528,91.84027,0.062816486,999.5361120700836,1.0178967,3.8369827,1.0690017,1.035426,313.22516,1.5392263,[ 0.771 -0.377  0.335  0.47   0.056],100,-2.1550446,24.797485,83,331562,4.5776366e-07,1.3105816,0.17400372,31.06,0.24409328,2124.7698
