ESSClassic,MeanIW,MinIW,TimestepsSoFar,InitialBound,EmpiricalD2,ESSRenyi,StdIWNorm,InitialReturnStd,InitialReturnMin,MeanIWNorm,InitialReturnMean,StdIW,MaxIW,EpLenMean,J_sample_variance,MeanEntropy,EpThisIter,EpRewMean,ReturnMeanIW,InitialReturnMax,EntropyCoefficient,ReturnStepMax,MinIWNorm,Iteration,EpisodesSoFar,Weights,TimeElapsed,Bound,ReturnStepMaxmin,MaxIWNorm
62.12317,0.98817134,0.18429078,1745,13.570628,2.769215,36.111317,0.007716,3.275067,-4.7708664,0.009881713,3.7384034e-06,0.7716,4.005266,17.45,25.535452,1.535568,100,-108.67197648780628,0.37664095,9.20005,9.780006,100.0,0.0018429077,1,100,[-0.689  0.919 -0.673  0.288  0.   ],2.312020778656006,14.884181,86.90667,0.04005266
47.973392,1.1725605,0.14015055,3494,14.26187,2.2977483,43.520866,0.012210903,3.4650006,-4.51799,0.0117256045,-9.841919e-06,1.2210903,9.255733,17.49,36.37875,1.6177698,100,-108.97321476757766,0.46216613,12.544373,9.559998,100.0,0.0014015054,2,200,[-0.676  0.902 -0.652  0.247  0.117],5.709888935089111,15.294203,86.9064,0.092557326
1.3716913,6.946863,0.003944057,5293,14.781289,162.84915,0.61406523,0.58906245,3.0345008,-4.14962,0.069468625,-3.0517577e-07,58.906254,591.5782,17.99,10441.421,1.720081,100,-109.03210882936584,8.722807,9.860619,9.340004,100.0,3.944057e-05,3,300,[-0.679  0.882 -0.618  0.205  0.199],8.87569284439087,20.593914,87.26639,5.9157815
