StdIWNorm,ReturnStepMaxmin,StdIW,ESSRenyi,InitialReturnStd,ReturnStepMax,EpThisIter,ReturnMeanIW,TimestepsSoFar,Weights,EntropyCoefficient,MaxIW,InitialReturnMax,MinIW,InitialReturnMin,MinIWNorm,InitialBound,MeanEntropy,EmpiricalD2,EpisodesSoFar,ESSClassic,TimeElapsed,Bound,Iteration,MeanIWNorm,MaxIWNorm,J_sample_variance,MeanIW,InitialReturnMean,EpRewMean,EpLenMean
0.007600734,86.90667,0.7600734,48.025597,3.275067,100.0,100,0.4640832,1745,[-0.689  0.919 -0.673  0.288  0.   ],4.9915047,4.573967,9.20005,0.23257372,-4.7708664,0.0023257372,6.7880616,1.496669,2.082223,100,64.92101,4.89674186706543,7.492194,1,0.010340097,0.04573967,32.437984,1.0340097,3.7384034e-06,-108.67197648780628,17.45
0.006444667,86.96264,0.6444667,60.221737,3.0015388,100.0,100,0.24139363,3500,[-0.673  0.901 -0.646  0.239  0.078],4.9888296,4.355262,9.300751,0.22552006,-4.5759583,0.0022552006,7.17332,1.582341,1.66053,200,72.435875,12.368495464324951,7.73592,2,0.010447326,0.04355262,13.708929,1.0447326,-7.6293944e-08,-108.97901643722835,17.55
0.59745264,86.65306,59.745274,0.31059462,3.217058,100.0,100,28.97585,5205,[-0.679  0.869 -0.647  0.221  0.163],3.6727378,600.6066,12.207977,0.04731039,-4.296501,0.0004731039,7.504772,1.8062865,321.96307,300,1.4197848,17.834989070892334,28.30814,3,0.07170011,6.0060663,81935.65,7.170011,-3.8146973e-07,-108.50775494240278,17.05
0.007538654,86.755875,0.7538655,60.371464,2.9000561,100.0,100,0.3772696,6928,[-0.623  0.921 -0.578  0.232  0.387],4.979836,5.2026253,11.967575,0.2518445,-4.36306,0.0025184448,8.632516,1.8681438,1.6564118,400,67.27218,24.73469829559326,9.166904,4,0.010808194,0.052026253,20.703985,1.0808194,2.670288e-06,-108.82134543311273,17.23
0.005542727,87.4173,0.5542728,48.73083,3.3144388,100.0,100,0.14294368,8766,[-0.63   0.922 -0.598  0.18   0.449],4.968997,2.5811703,11.80127,0.1624332,-4.3421936,0.001624332,8.947343,1.977801,2.052089,500,71.39221,30.62771987915039,9.407116,5,0.008756026,0.025811702,13.322995,0.8756025,-6.8664554e-07,-109.65790123177521,18.38
0.007405952,87.67,0.74059516,43.551758,3.3405504,100.0,100,0.61173457,10647,[-0.639  0.877 -0.628  0.183  0.559],4.9824977,4.825067,11.993309,0.15233448,-4.9267273,0.0015233448,9.48922,2.074142,2.2961185,600,61.186924,35.62085223197937,10.340363,6,0.009298677,0.048250668,48.56848,0.9298677,-7.705688e-06,-110.05618620662294,18.81
0.005558071,87.51248,0.5558071,52.809353,2.994627,100.0,100,0.33519942,12506,[-0.624  0.902 -0.669  0.219  0.655],4.9970813,2.8405204,11.11528,0.32409656,-4.0248337,0.0032409655,10.000205,2.1823833,1.8936039,700,75.97255,40.697218894958496,10.730895,7,0.009883224,0.028405203,19.340141,0.9883223,4.272461e-06,-110.422950895529,18.59
0.0058730864,87.52284,0.58730865,77.519875,3.3318262,100.0,100,0.034694918,14360,[-0.634  0.894 -0.67   0.182  0.763],4.9974113,4.2479715,11.110619,0.33604366,-4.35273,0.0033604365,10.541561,2.2302392,1.2899917,800,74.74426,45.74341130256653,10.759477,8,0.010103578,0.042479716,14.932962,1.0103579,-1.9836425e-06,-110.12386117959632,18.54
0.0060390397,88.06263,0.603904,43.78931,3.295936,100.0,100,0.16635695,16312,[-0.632  0.908 -0.714  0.209  0.811],4.969225,3.4817054,11.3461,0.20064172,-4.572571,0.0020064171,10.772998,2.3444579,2.2836623,900,67.81075,50.96756982803345,11.244963,9,0.008765195,0.034817055,20.183813,0.8765196,5.340576e-06,-110.77160957282807,19.52
0.06122258,88.547356,6.122258,4.729053,3.3109188,100.0,100,5.069323,18368,[-0.633  0.895 -0.681  0.164  0.925],4.8582563,61.392906,8.600571,0.00068172906,-5.429367,6.8172903e-06,11.435607,2.307353,21.145884,1000,6.208586,56.34044170379639,14.960721,10,0.015751665,0.61392903,2491.212,1.5751665,3.4332274e-06,-111.22878038814761,20.56
0.005849781,88.09834,0.5849781,66.730156,3.2674837,100.0,100,0.13055485,20339,[-0.489  1.    -0.678  0.383  0.888],4.992121,4.780485,11.342239,0.3281757,-4.702759,0.0032817568,11.1586895,2.369394,1.4985728,1100,73.268074,63.24130082130432,11.496033,11,0.0096846,0.04780485,13.783959,0.96846,-6.8664554e-07,-111.44031694600132,19.71
0.024083275,87.878685,2.4083278,15.210247,2.9639542,100.0,100,1.3043407,22261,[-0.515  0.948 -0.71   0.304  0.951],4.9226303,22.717339,7.721939,0.118030615,-4.4420624,0.0011803061,11.589568,2.5085857,6.5745153,1200,22.883247,68.48627781867981,12.993191,12,0.0131189795,0.22717337,75.3826,1.311898,-4.196167e-06,-110.57270841407104,19.22
0.015247105,88.76732,1.5247105,20.79844,3.0291705,100.0,100,0.90225327,24373,[-0.607  0.831 -0.846  0.301  1.09 ],4.995224,12.922697,12.042664,0.059656303,-4.3491745,0.00059656304,12.141493,2.6609232,4.8080525,1300,30.87983,74.65329098701477,13.3139515,13,0.01019113,0.12922697,72.81611,1.0191132,-1.4038086e-05,-112.30279129235213,21.12
0.091603994,88.22504,9.160399,1.9242699,3.4629219,100.0,100,9.396429,26377,[-0.617  0.825 -0.853  0.311  1.242],4.846389,92.39171,11.711449,0.0058905883,-4.146637,5.890588e-05,12.914235,2.721771,51.967762,1400,3.0475116,80.80021834373474,19.77298,14,0.016240807,0.92391706,8547.228,1.6240807,6.8664554e-07,-111.89130574267288,20.04
0.058141455,88.26669,5.8141456,2.8999689,3.629833,100.0,100,4.929966,28365,[-0.661  0.858 -0.936 -0.052  1.303],4.9331765,58.385696,11.770859,0.03925301,-5.0626984,0.0003925301,13.216492,2.89822,34.483128,1500,4.547822,88.26392412185669,16.923355,15,0.012690966,0.58385694,2768.8833,1.2690967,-1.9073486e-06,-110.68969259312003,19.88
1.8641764,88.064865,186.41766,0.02708931,3.877374,100.0,100,102.00437,30317,[-0.608  0.901 -1.036 -0.145  1.479],1.9861689,1873.0728,12.50647,2.4816702e-15,-4.953514,2.48167e-17,14.074212,2.3151705,3691.493,1600,1.0784694,96.17181777954102,81.273895,16,0.19464606,18.730726,987374.06,19.464605,-5.4931643e-06,-110.52467041645035,19.52
0.0086023705,86.38682,0.86023706,56.561142,3.4816303,100.0,100,1.2847457,31984,[-0.676  0.793 -1.052 -0.177  0.896],4.9976234,5.7320957,14.39608,0.06407606,-4.412239,0.0006407606,11.095981,2.2819464,1.7679982,1700,57.00337,102.8181619644165,12.050991,17,0.009904924,0.057320956,102.75484,0.99049246,-2.3651123e-06,-108.16824483610472,16.67
0.010896573,87.032585,1.0896573,55.083977,3.553352,100.0,100,0.4519362,33741,[-0.709  0.748 -0.993 -0.334  0.863],4.9768043,8.031708,12.202255,0.32273751,-5.179283,0.003227375,11.003001,2.3828793,1.81541,1800,50.153107,109.0607750415802,11.763027,18,0.010929992,0.08031707,36.580112,1.0929992,1.1138916e-05,-108.29279472345857,17.57
0.010362494,86.69563,1.0362494,43.14015,2.858723,100.0,100,0.20805044,35452,[-0.705  0.769 -1.013 -0.349  0.964],4.989371,5.824154,9.5600815,0.22362177,-4.406143,0.0022362177,11.59573,2.510739,2.3180263,1900,46.05318,114.22982859611511,12.249882,19,0.009574393,0.05824154,10.437994,0.9574392,3.1280517e-06,-108.55717348569779,17.11
0.11194693,87.67404,11.194694,1.7510805,4.0680995,100.0,100,10.991403,37319,[-0.709  0.77  -0.996 -0.41   1.092],4.7623267,112.8183,13.607697,0.017586308,-5.6905594,0.00017586307,12.10011,2.6844907,57.107597,2000,3.0156786,119.65226650238037,20.348064,20,0.019740311,1.128183,10835.6455,1.9740311,4.272461e-06,-109.05666082769034,18.67
1.3672645,87.85984,136.72646,0.024279865,3.271358,100.0,100,98.03014,39235,[-0.722  0.707 -0.862 -0.437  1.265],2.532013,1374.2963,11.199928,0.019847319,-4.639435,0.00019847318,13.049125,2.8884509,4118.639,2100,1.1286892,126.50785732269287,81.38461,21,0.14608464,13.742962,972910.3,14.608465,3.0517579e-06,-110.35210256577548,19.16
0.03349814,90.44289,3.349814,19.647766,5.2114997,100.0,100,4.935393,41792,[-0.797  0.542 -0.708 -0.463  1.469],4.929737,34.1135,17.222832,0.17852043,-7.570984,0.0017852042,13.868158,2.9383702,5.0896373,2200,12.793558,135.6644606590271,18.125616,22,0.012830457,0.34113497,2068.8184,1.2830458,-1.5258789e-06,-113.79035024457887,25.57
0.009554578,90.735916,0.9554579,52.539303,5.460652,100.0,100,1.3840742,44503,[-0.835  0.728 -0.494 -0.481  1.52 ],4.999877,4.672621,20.337685,0.057648234,-7.2668304,0.0005764823,14.013924,2.8748329,1.903337,2300,52.252098,143.93012261390686,14.822613,23,0.00999508,0.04672621,110.308395,0.9995081,-4.272461e-06,-115.8894398412983,27.11
0.15362838,91.83228,15.362839,0.60432607,7.3893104,100.0,100,48.537174,47631,[-0.95   0.626 -0.421 -0.481  1.456],4.580633,117.461754,28.552776,0.00030712818,-9.343842,3.0712818e-06,13.422399,2.816406,165.47359,2400,3.109143,153.59213542938232,49.195,24,0.027520126,1.1746175,118428.11,2.7520123,-6.828308e-06,-116.23156307420578,31.28
0.06121882,94.00239,6.1218824,4.210754,15.438457,100.0,100,16.71386,52278,[-1.173  0.28  -0.395 -0.595  1.397],4.9393053,60.973324,47.421455,5.9369184e-05,-18.206047,5.936918e-07,12.501311,2.7471595,23.748716,2500,3.967112,166.3667140007019,22.579674,25,0.012442633,0.6097332,30680.969,1.2442632,-3.4332274e-06,-116.12140865820972,46.47
0.014604448,96.04761,1.4604452,38.362934,22.058462,100.0,100,7.391634,60524,[-1.328  0.041 -0.363 -0.573  1.328],4.994292,13.331773,49.400368,0.0609747,-27.828842,0.00060974696,12.089112,2.7341409,2.6066828,2600,32.90897,187.0938355922699,18.38813,26,0.010228458,0.13331772,3509.3845,1.0228457,-5.9509275e-06,-121.72739441850965,82.46
0.1881119,96.88716,18.811192,0.40553653,23.582392,100.0,100,86.461586,71456,[-1.367 -0.075 -0.351 -0.604  1.315],4.521747,186.8068,43.480553,2.3709441e-05,-36.980354,2.370944e-07,12.221356,2.7295337,246.58691,2700,2.497716,213.12303686141968,76.04455,27,0.030107891,1.8680679,665629.0,3.0107894,4.348755e-06,-115.48771643798158,109.32
0.2321656,97.21813,23.216564,0.3668807,23.903301,100.0,100,69.04053,85078,[-1.269 -0.017 -0.202 -0.563  1.311],4.4673505,231.45546,45.130756,0.0011424519,-40.787064,1.1424519e-05,12.143313,2.6718628,272.56815,2800,1.9252583,243.91331243515015,56.14026,28,0.03252848,2.3145545,422636.56,3.2528486,3.6430358e-06,-121.37062825093882,136.22
0.028422657,97.6994,2.8422656,12.121036,19.723072,100.0,100,11.280277,103272,[-1.214 -0.174 -0.187 -0.509  1.253],4.939299,21.868584,33.85937,0.004172625,-46.281464,4.172625e-05,11.816602,2.6999307,8.25012,2900,16.082895,286.9446849822998,20.184896,29,0.012442899,0.21868584,8678.061,1.2442898,3.6811828e-06,-118.31513301310933,181.94
2.0791078,97.74858,207.91077,0.005817327,21.585493,100.0,100,610.9329,121522,[-1.218 -0.231 -0.153 -0.564  1.281],1.743492,2089.9663,38.44343,3.333533e-06,-48.15391,3.333533e-08,11.894523,2.5839882,17190.025,3000,1.11435,327.575222492218,404.98825,30,0.22070958,20.899662,37131836.0,22.070957,-1.5258789e-07,-114.1920591174823,182.5
0.010629418,97.39107,1.0629419,33.191414,21.833143,100.0,100,7.1173177,134954,[-1.249 -0.134 -0.109 -0.55   1.165],4.9519315,7.7428484,48.54874,0.05975693,-49.74804,0.0005975693,11.261672,2.5751834,3.0128274,3100,36.552845,359.7512059211731,16.991112,31,0.008067965,0.07742848,2052.0256,0.8067965,-7.6293946e-07,-108.05576982456225,134.32
0.02530082,97.987976,2.5300817,20.859428,21.288733,100.0,100,6.9248343,155675,[-1.302 -0.214 -0.128 -0.508  1.156],4.937986,21.866446,35.534588,0.06381239,-56.860054,0.0006381239,10.980581,2.6120598,4.7939954,3200,19.61009,406.5983786582947,15.673275,32,0.012496075,0.21866445,3202.764,1.2496076,-8.392334e-07,-104.85048102200953,207.21
0.019207893,97.89436,1.9207894,18.841652,22.132591,100.0,100,9.378312,175598,[-1.297 -0.203 -0.086 -0.493  1.193],4.987836,16.65841,36.8581,0.038082503,-53.761875,0.00038082502,11.268238,2.632615,5.30739,3300,22.964106,451.3009514808655,18.380852,33,0.010487161,0.16658409,4768.0864,1.0487161,2.4032593e-06,-110.13808224716865,199.23
0.04419381,98.17862,4.4193816,4.8489075,16.490845,100.0,100,13.811673,201082,[-1.395 -0.226 -0.045 -0.489  1.214],4.9271193,43.82912,36.767693,0.0022342475,-42.967735,2.2342474e-05,11.730818,2.6017933,20.623203,3400,7.8925605,507.89317536354065,20.126738,34,0.012936686,0.4382912,20546.791,1.2936686,3.0517577e-07,-104.66099690240232,254.84
0.020884234,98.19003,2.0884233,22.003437,17.681288,100.0,100,5.9800177,227352,[-1.429 -0.289  0.01  -0.498  1.183],4.947225,17.409721,37.357704,0.02238353,-55.182724,0.00022383529,11.169544,2.6071773,4.5447445,3500,25.201206,566.788046836853,14.956951,35,0.012122214,0.17409721,3373.962,1.2122213,2.1362305e-06,-106.38862631856095,262.7
