MeanIW,TimeElapsed,J_sample_variance,TimestepsSoFar,EpLenMean,StdIW,EmpiricalD2,Iteration,MinIWNorm,MinIW,InitialReturnMax,ESSClassic,InitialReturnMean,Weights,ReturnMeanIW,EpRewMean,InitialBound,InitialReturnMin,EpThisIter,MeanIWNorm,EpisodesSoFar,MaxIW,InitialReturnStd,MaxIWNorm,ESSRenyi,Bound,StdIWNorm
4.09353,49.539183139801025,28499.402,66200,62.71,35.486355,80.365746,11,8.1091963e-07,8.109197e-05,13.6221695,1.313204,5.340576e-06,[ 0.67  -1.141  0.22  -0.001  0.145],15.6960335,-155.59598975091254,-0.45406705,-4.424431,100,0.040935297,1100,356.51038,3.7374547,3.5651038,1.2443112,11.625414,0.35486355
1.0103132,55.613927125930786,15.941685,72645,64.45,0.27358472,1.071765,12,0.0043133697,0.431337,14.311028,93.168144,8.850097e-06,[ 0.542 -1.247  0.225 -0.024  0.051],0.146393,-157.67435527816318,-0.47702542,-4.125305,100,0.010103132,1200,1.9236253,3.6253955,0.019236254,93.30404,-0.34746188,0.0027358474
4.352864,60.25001001358032,77641.92,79115,64.7,34.83301,465.35654,13,6.567234e-07,6.567234e-05,11.838127,1.5375825,-6.1035157e-06,[ 0.54  -1.222  0.227 -0.02   0.065],28.134354,-156.5811973148771,-0.3946104,-5.1177216,100,0.043528643,1300,350.66415,4.142365,3.5066414,0.214889,19.621902,0.3483301
11.325924,65.1567177772522,630976.5,85170,60.55,110.58283,2337.0674,14,8.797325e-10,8.7973255e-08,13.98761,1.0381014,-1.2207031e-06,[ 0.487 -1.235  0.262 -0.124  0.103],79.571686,-150.95824534823814,-0.46625495,-6.2336807,100,0.11325924,1400,1111.5967,4.7021294,11.115967,0.04278867,57.03148,1.1058284
1.6434393,71.46779036521912,6429.3154,93086,79.16,5.7266507,14.39832,15,8.058205e-05,0.008058205,25.716217,7.6091313,9.918213e-07,[ 0.515 -1.231  0.173 -0.175 -0.077],10.168722,-167.87403519051256,-0.8572063,-6.260605,100,0.016434392,1500,53.2797,5.5278697,0.532797,6.945255,6.916039,0.0572665
2.673133,78.71559000015259,79615.055,102036,89.5,17.736248,124.326614,16,2.3882025e-05,0.0023882026,22.526733,2.2210736,-4.8065185e-06,[ 0.544 -1.256  0.13  -0.173 -0.056],26.49722,-174.5021858917103,-0.7508959,-7.8361664,100,0.02673133,1600,178.59396,6.6857915,1.7859396,0.80433303,18.124645,0.17736246
0.9693742,85.12734794616699,1328.627,109955,79.19,2.5085416,8.057367,17,0.00025411812,0.025411813,17.725754,12.992611,-3.0517579e-06,[ 0.57  -1.235  0.135 -0.145  0.039],3.7951574,-165.79802001847136,-0.59086156,-7.515175,100,0.009693742,1700,22.751816,5.7386923,0.22751816,12.411002,2.117976,0.025085416
1.7037815,92.62272715568542,15215.01,120321,103.66,8.0625725,43.93924,18,6.13337e-05,0.0061333706,19.397064,4.274715,-4.272461e-06,[ 0.541 -1.231  0.114 -0.191  0.076],13.580842,-184.22130322242865,-0.64657295,-9.509819,100,0.017037814,1800,80.246086,6.6135387,0.80246085,2.27587,9.294952,0.08062572
1.0986655,100.17100524902344,1834.9541,131556,112.35,2.0818238,7.5064907,19,0.000231848,0.0231848,22.441826,21.78404,3.0517577e-07,[ 0.521 -1.204  0.092 -0.181  0.153],5.5267663,-191.14670750203615,-0.7480606,-10.682747,100,0.010986655,1900,18.249317,6.9827466,0.18249317,13.321804,3.477231,0.020818237
0.97059005,106.96955895423889,198.97049,141523,99.67,0.9713256,2.7016473,20,0.00051293266,0.05129327,18.692085,49.962116,1.8310546e-06,[ 0.539 -1.197  0.106 -0.205  0.215],2.0584745,-175.99496319907536,-0.6230676,-12.001175,100,0.0097059,2000,4.4870257,8.514204,0.044870257,37.014454,1.0343546,0.009713255
1.2301759,112.53562521934509,2242.8887,151827,103.04,2.72609,7.8291993,21,2.8540384e-05,0.0028540385,22.172935,16.918385,2.1362305e-06,[ 0.537 -1.189  0.095 -0.243  0.212],5.008443,-175.85062103647297,-0.7390958,-13.291595,100,0.012301757,2100,23.628422,8.38387,0.23628421,12.772698,2.9403949,0.027260898
16.313845,119.92991924285889,4847543.5,161768,99.41,158.60251,7987.7817,22,5.292234e-10,5.292234e-08,31.038769,1.0469398,3.2043456e-06,[ 0.546 -1.179  0.051 -0.232  0.187],219.70502,-175.38688071928382,-1.0346224,-12.401894,100,0.16313845,2200,1594.3574,8.895821,15.943574,0.01251912,127.23598,1.5860251
1.3511415,127.62630438804626,5107.0767,171704,99.36,3.4507287,14.551287,23,0.0003266821,0.03266821,21.999184,13.293298,6.027222e-06,[ 0.587 -1.117  0.052 -0.29   0.055],7.194856,-166.03258664505213,-0.73330003,-14.737648,100,0.013511415,2300,30.881702,8.681011,0.30881703,6.8722444,4.3975754,0.034507286
0.97752,134.3938627243042,1855.7162,181586,98.82,1.6568146,4.6852694,24,0.00054565584,0.054565586,27.728207,25.821499,-1.9454956e-06,[ 0.574 -1.083  0.035 -0.304  0.125],5.9010096,-162.26898736294334,-0.92427564,-17.725174,100,0.0097752,2400,14.426344,10.945165,0.14426343,21.34349,3.900375,0.016568147
1.2990983,141.6283323764801,705.7672,192109,105.23,3.554235,5.018229,25,0.00023291819,0.023291819,26.413536,11.785107,3.5858154e-06,[ 0.528 -1.035  0.006 -0.314  0.133],4.2196655,-160.20264495156397,-0.8804476,-22.532677,100,0.012990982,2500,34.68538,11.038474,0.3468538,19.92735,2.2473311,0.03554235
1.0466765,149.88546633720398,881.7129,203630,115.21,1.5013,4.424195,26,0.00055975025,0.055975024,29.163162,32.70796,4.4250487e-06,[ 0.442 -1.034  0.018 -0.321  0.113],4.7154255,-165.2277289022706,-0.97210115,-23.513504,100,0.010466764,2600,10.369879,11.315457,0.10369878,22.602983,2.6707213,0.015013
31.777672,157.3880660533905,71061820.0,215341,117.11,310.13403,2610.8408,27,9.872742e-06,0.0009872742,27.040108,1.0389856,-2.5177003e-06,[ 0.447 -1.002  0.033 -0.342  0.144],843.39325,-162.74629051395806,-0.9013394,-24.729294,100,0.3177767,2700,3117.535,10.902884,31.175348,0.038301837,797.3382,3.1013398
0.9935183,166.76360893249512,10453.458,228861,135.2,3.2399676,17.578981,28,0.00015119908,0.015119909,32.20888,8.594899,5.264282e-06,[ 0.404 -1.116  0.028 -0.359  0.24 ],11.905244,-172.70703686816967,-1.0736241,-24.911392,100,0.0099351825,2800,31.518898,12.066679,0.31518897,5.6886115,7.4038057,0.032399677
1.5380365,176.93209409713745,11383.391,245105,162.44,7.269485,23.570644,29,0.0002759085,0.027590852,25.523563,4.2845755,-1.5258789e-06,[ 0.323 -1.136  0.021 -0.392  0.267],14.765976,-178.81186504364953,-0.9159237,-27.477661,100,0.015380365,2900,70.202126,12.250002,0.70202124,4.242565,10.31921,0.07269485
1.8984866,186.95088815689087,6495.8647,262626,175.21,7.8647375,7.128703,30,0.00041202514,0.041202515,27.776306,5.5061755,-3.4332277e-07,[ 0.309 -1.141  0.004 -0.411  0.327],8.870887,-176.82524146995075,-1.0311196,-30.933578,100,0.018984865,3000,77.35354,12.264266,0.7735354,14.027797,6.117836,0.078647375
2.0263948,197.67924690246582,61143.867,282402,197.76,9.906951,36.53816,31,1.2047453e-05,0.0012047454,28.039783,4.0157633,-5.340576e-07,[ 0.234 -1.114 -0.012 -0.414  0.355],31.741896,-186.93861293281125,-1.1609209,-34.827614,100,0.020263951,3100,97.0122,12.04108,0.970122,2.7368648,24.724503,0.09906951
0.89908236,212.36543726921082,200.64893,306485,240.83,0.64789814,1.5738999,32,0.0024253265,0.24253266,26.315332,65.819984,-3.3187866e-06,[ 0.183 -1.08   0.008 -0.406  0.28 ],2.4420485,-196.68758854045484,-1.2619901,-37.859604,100,0.008990823,3200,4.8866153,12.570204,0.048866153,63.53644,0.8588209,0.006478981
1.0528424,227.27211093902588,262.5786,334304,278.19,1.5090013,3.4172394,33,0.0010477166,0.104771666,24.241262,32.7413,-6.8664554e-07,[ 0.141 -1.036  0.004 -0.389  0.279],4.6619015,-198.3968226186137,-1.1258365,-33.77507,100,0.010528423,3300,10.938383,12.293882,0.10938383,29.263388,2.5807068,0.015090013
2.611351,243.83616042137146,74413.625,367265,329.61,14.26259,78.20538,34,7.741957e-06,0.00077419577,21.947186,3.243499,-3.6621093e-06,[ 0.081 -1.016 -0.002 -0.392  0.279],30.569712,-202.58447863929666,-1.2888838,-38.666397,100,0.02611351,3400,138.20679,11.399523,1.3820678,1.2786844,19.171656,0.1426259
18.202124,257.13225388526917,4421495.5,391584,243.19,165.41171,3342.6704,35,9.526289e-09,9.526289e-07,34.8851,1.1964215,9.918213e-07,[ 0.11  -0.958 -0.029 -0.385  0.274],216.79443,-180.284506746711,-1.1752377,-35.25716,100,0.18202122,3500,1658.283,12.965028,16.582829,0.0299162,148.84703,1.6541172
2.3557656,277.09746646881104,8387.885,432999,414.15,13.967456,48.12532,36,3.8414553e-05,0.0038414556,13.940613,2.7659721,-1.9073486e-06,[ 0.057 -1.035 -0.002 -0.395  0.211],11.323361,-212.1467576423521,-0.7384238,-22.15266,100,0.023557657,3600,139.96721,8.577947,1.399672,2.0779083,6.2007494,0.13967456
1.1621048,296.6761417388916,529.91113,473060,400.61,1.9487416,5.7496367,37,9.886725e-05,0.009886725,21.902107,26.232828,-2.9754638e-06,[ 0.05  -1.02  -0.003 -0.414  0.251],4.7974825,-194.78587441909048,-0.996437,-29.893017,100,0.011621049,3700,13.608374,10.197285,0.13608374,17.392403,2.4081933,0.019487416
26.37321,315.6148111820221,10262655.0,512791,397.31,257.9984,8112.9355,38,2.8680025e-09,2.8680026e-07,29.615393,1.0341352,-1.6784668e-06,[ 0.041 -1.015 -0.016 -0.428  0.23 ],318.60995,-186.80270011283972,-1.2982966,-38.94884,100,0.2637321,3800,2593.3936,9.84478,25.933935,0.012325995,201.67017,2.5799844
0.967413,327.84381651878357,749.65137,536003,232.12,1.6588484,2.7335262,39,0.00052768533,0.052768536,28.171309,25.37887,9.155273e-07,[ 0.054 -0.985 -0.061 -0.418  0.207],5.4692564,-179.4051166874557,-1.2269249,-36.807766,100,0.009674129,3900,13.209537,12.198997,0.13209537,36.582783,3.440734,0.016588483
3.5629988,342.9982430934906,14389.509,563646,276.43,20.241968,21.186846,40,0.0001256168,0.012561681,26.618351,3.0052054,3.967285e-06,[ 0.038 -0.949 -0.049 -0.417  0.176],17.596634,-176.23427417332107,-1.3690369,-41.07122,100,0.035629988,4000,199.65213,13.442547,1.9965212,4.7199097,11.2950535,0.20241971
1.1071117,361.31657886505127,1209.6456,601194,375.48,2.7356029,7.721926,41,0.00015748518,0.015748518,22.358828,14.07355,2.2888183e-07,[ 0.011 -0.927 -0.025 -0.405  0.147],5.3530045,-173.98914960635378,-1.0562549,-31.687653,100,0.011071117,4100,19.55082,11.015621,0.1955082,12.950137,2.4178455,0.027356029
1.1456205,380.1317460536957,1903.3597,645617,444.23,3.1729417,8.915082,42,3.998619e-05,0.003998619,24.333807,11.532913,3.7574769e-06,[ 8.303e-03 -9.102e-01 -4.301e-04 -4.052e-01  1.422e-01],3.0794642,-166.8529673055093,-0.830657,-24.919819,100,0.011456203,4200,25.80453,9.609628,0.2580453,11.216947,0.5992665,0.03172941
0.9889897,399.4175202846527,113.45855,688254,426.37,1.0698436,2.1788514,43,0.0018639481,0.18639481,17.822964,46.078876,-2.4032593e-06,[ 0.003 -0.902 -0.02  -0.413  0.14 ],2.8415992,-165.71903425601573,-1.5603858,-46.8115,100,0.009889897,4300,6.28395,10.720628,0.0628395,45.89574,0.5383277,0.010698437
3.2218018,419.9956591129303,28516.12,732696,444.42,16.19944,84.99087,44,5.867088e-06,0.00058670883,23.599478,3.804963,-7.6293946e-07,[-0.002 -0.888 -0.006 -0.411  0.146],23.007742,-152.98169830848724,-0.85859424,-25.757805,100,0.032218017,4400,142.60971,9.980069,1.426097,1.176597,15.092326,0.16199438
3.9964423,441.97005128860474,267589.62,776703,440.07,31.59864,246.0008,45,1.4938882e-06,0.00014938883,33.579014,1.5744116,-2.0599366e-06,[-0.031 -0.885 -0.015 -0.437  0.142],53.08184,-137.94233113798157,-1.3389466,-40.168327,100,0.039964423,4500,317.89606,11.785692,3.1789606,0.40650275,32.081287,0.3159864
1.2270352,460.62337255477905,1605.2727,817921,412.18,3.5958781,8.791948,46,0.00022974426,0.022974426,19.360838,10.429621,1.5258789e-07,[-0.053 -0.883 -0.027 -0.466  0.153],4.5471344,-122.0598429779078,-0.9180231,-27.540703,100,0.01227035,4600,30.46387,10.83295,0.30463868,11.374043,1.825083,0.035958778
1.0729425,478.1356749534607,372.49762,856495,385.74,1.302156,3.159692,47,0.00070298725,0.070298724,28.985764,40.438366,6.1035155e-07,[-0.077 -0.864 -0.029 -0.469  0.192],3.3425825,-121.13693609253758,-1.0519613,-31.558857,100,0.010729425,4700,7.5762706,11.421739,0.075762704,31.648653,1.4726652,0.01302156
1.0848788,496.58640456199646,192.92816,897390,408.95,0.83745956,1.9874045,48,0.00081924483,0.08192448,19.317894,62.661003,2.2888183e-07,[-0.075 -0.851 -0.015 -0.474  0.167],2.389312,-114.46218743331826,-1.35684,-40.7052,100,0.0108487895,4800,5.3853817,11.0200615,0.053853817,50.316883,0.47650218,0.008374595
1.3264908,516.3682754039764,1066.8248,937421,400.31,2.4785545,7.839767,49,9.232228e-05,0.009232229,20.882763,22.265215,1.2969971e-06,[-0.101 -0.851 -0.024 -0.482  0.16 ],4.9812446,-108.32487267567842,-0.95665574,-28.699707,100,0.013264908,4900,16.595692,10.914737,0.16595691,12.755481,2.302645,0.024785547
1.5284073,533.8563282489777,9341.001,975807,383.86,5.337193,29.139938,50,7.314024e-06,0.0007314024,27.7146,7.579179,1.2207031e-06,[-0.104 -0.863 -0.021 -0.506  0.177],12.3454275,-104.45127223789419,-1.1546125,-34.638397,100,0.015284074,5000,49.524628,11.958735,0.49524626,3.4317162,6.1126614,0.053371936
1.7251406,548.9098026752472,9515.313,1009450,336.43,8.742327,30.816484,51,1.2464964e-06,0.00012464964,26.675358,3.748042,2.3651123e-06,[-0.098 -0.814 -0.014 -0.505  0.135],12.243887,-95.82132355397815,-1.0952686,-32.85812,100,0.017251408,5100,85.72931,13.302049,0.85729307,3.2450166,6.163755,0.08742326
15.607175,568.7520713806152,418382.47,1050588,411.38,141.10709,686.9553,52,3.604304e-07,3.604304e-05,18.930233,1.2085657,-7.6293946e-07,[-0.119 -0.85  -0.016 -0.494  0.12 ],64.927475,-102.82578000931538,-1.2250214,-36.750618,100,0.15607178,5200,1418.8822,11.092894,14.188822,0.14556988,32.81989,1.411071
13.983574,584.6434819698334,2802708.8,1083928,333.4,133.96387,1411.7518,53,2.3896854e-07,2.3896855e-05,31.570736,1.0778408,1.335144e-07,[-0.135 -0.83  -0.014 -0.518  0.145],164.7427,-97.46249795446214,-1.3230758,-39.69228,100,0.13983573,5300,1346.8329,13.535059,13.468328,0.07083398,115.030396,1.3396388
3.5777788,602.4217817783356,315036.0,1118379,344.51,27.71288,236.02309,54,8.9137814e-07,8.9137815e-05,20.79226,1.6393998,8.010864e-07,[-0.153 -0.856 -0.034 -0.543  0.062],56.343266,-96.77454790018484,-1.1271532,-33.81462,100,0.03577779,5400,278.47354,12.34459,2.7847354,0.42368737,39.02675,0.2771288
199.98442,617.1635663509369,302932400.0,1144751,263.72,1986.1038,97497.05,55,2.2040665e-06,0.00022040665,32.569153,1.0037082,2.861023e-07,[-0.115 -0.781 -0.033 -0.522  0.042],1738.3347,-101.60190098805383,-1.1237439,-33.712322,100,1.9998441,5500,19961.463,15.778625,199.61462,0.0010256721,1387.451,19.861036
3.3096752,633.6961181163788,137034.81,1176583,318.32,25.462227,198.80782,56,6.443969e-06,0.00064439693,28.340683,1.6615046,-5.340576e-07,[-0.099 -0.793  0.012 -0.523  0.066],33.649784,-99.27371262610951,-1.2936285,-38.808838,100,0.033096753,5600,256.3968,12.719697,2.563968,0.50299835,15.409731,0.25462228
1.7758352,648.0641891956329,29182.674,1207818,312.35,10.940339,69.980316,57,4.427817e-06,0.00044278175,25.388493,2.567138,-2.2888185e-06,[-0.107 -0.81   0.04  -0.539  0.046],17.788235,-108.7653777063102,-1.0467052,-31.401085,100,0.017758347,5700,109.695946,14.140059,1.0969595,1.4289732,9.032121,0.10940338
2.29546,664.5052225589752,137225.48,1243508,356.9,15.51608,101.176956,58,7.8075245e-05,0.0078075244,32.726692,2.1417692,-1.4495849e-06,[-0.119 -0.83   0.033 -0.524  0.083],41.70452,-104.1236504855333,-1.5090402,-45.27116,100,0.022954602,5800,155.64702,14.938664,1.5564702,0.9883674,26.525589,0.15516081
1.5894717,682.7302978038788,4379.464,1281201,376.93,4.3921647,19.8796,59,1.8252404e-05,0.0018252403,20.265535,11.579768,-3.4713746e-06,[-0.154 -0.838  0.035 -0.526  0.144],9.531466,-99.64747174694105,-1.134028,-34.020744,100,0.015894718,5900,31.618067,11.447567,0.31618065,5.030282,4.47524,0.04392165
0.97056603,698.3378291130066,987.1976,1316733,355.32,1.5280541,3.2547326,60,0.0001582613,0.01582613,25.942127,28.746218,-1.2969971e-06,[-0.151 -0.826  0.013 -0.527  0.124],2.7913165,-100.34903660774748,-1.2813064,-38.439148,100,0.00970566,6000,13.51623,12.500877,0.1351623,30.72449,0.4797299,0.015280539
1.1782919,713.5050451755524,3014.849,1348515,317.82,3.166537,9.34474,61,0.00011280322,0.011280322,28.785475,12.162346,1.9073486e-06,[-0.159 -0.808  0.03  -0.523  0.109],6.6956515,-108.45645971272118,-1.2457335,-37.372066,100,0.011782919,6100,29.515226,14.217835,0.29515225,10.701207,2.8875413,0.031665366
1.9746807,731.8714113235474,8585.746,1388973,404.58,9.204271,31.226606,62,9.580815e-06,0.00095808145,26.071148,4.400195,1.2207031e-06,[-0.181 -0.845  0.037 -0.523  0.102],13.961316,-99.87984465835551,-1.2436993,-37.311005,100,0.019746806,6200,69.950676,11.790592,0.69950676,3.2023973,7.0114236,0.09204271
2.3247473,749.7589194774628,23575.213,1427398,384.25,11.992356,44.309715,63,1.6179594e-06,0.00016179594,26.720488,3.6217732,7.6293946e-07,[-0.181 -0.816  0.018 -0.511  0.065],15.190384,-94.06474950754891,-1.0733783,-32.20137,100,0.023247475,6300,117.80116,12.660893,1.1780117,2.2568414,8.045378,0.11992358
1.2328238,765.4552495479584,1553.2974,1462520,351.22,2.9134724,4.7198,64,5.842897e-05,0.005842897,27.4209,15.186127,3.2043456e-06,[-0.189 -0.824 -0.005 -0.527  0.049],5.435677,-96.57722456988853,-1.2911162,-38.73358,100,0.012328238,6400,24.373524,12.134934,0.24373524,21.187338,2.630707,0.029134724
1.836568,782.8798775672913,7547.39,1497579,350.59,6.4034333,18.235674,65,2.2863018e-05,0.002286302,28.146486,7.600755,5.340576e-07,[-0.165 -0.823  0.001 -0.539  0.014],9.58522,-93.55101463445968,-0.99516803,-29.855051,100,0.01836568,6500,53.63629,12.189278,0.5363629,5.4837565,5.335528,0.06403433
1.1211636,800.5916955471039,223.38855,1536523,389.44,1.1282098,2.270487,66,0.00083797943,0.08379795,31.13102,49.68675,1.8310546e-06,[-0.201 -0.874 -0.004 -0.552 -0.001],1.9703887,-95.98792163788954,-1.1594515,-34.7836,100,0.011211635,6600,6.771921,11.170264,0.06771921,44.04341,0.22330856,0.011282099
1.1760918,818.0869479179382,6037.92,1573621,370.98,4.180012,15.794529,67,2.5901352e-05,0.0025901352,29.153614,7.3356724,3.1661987e-06,[-0.172 -0.902 -0.013 -0.566  0.002],6.8029413,-99.29687335427974,-1.2264878,-36.794724,100,0.0117609175,6700,41.103836,12.37423,0.41103834,6.3313065,1.9285812,0.04180012
3.7289395,836.3567311763763,632385.56,1609387,357.66,33.936012,419.25925,68,4.5883926e-08,4.5883926e-06,37.29757,1.1929902,6.1035155e-07,[-0.177 -0.885 -0.032 -0.567 -0.009],78.56227,-94.17345043252642,-1.2432516,-32.693497,100,0.037289396,6800,341.33594,12.973248,3.4133594,0.23851591,53.10566,0.3393601
1.0116042,854.6964552402496,234.03625,1646639,372.52,0.5737819,1.3990976,69,0.001957238,0.1957238,26.695757,75.659225,2.861023e-07,[-0.174 -0.88  -0.048 -0.552 -0.079],1.5924611,-96.28151131022123,-1.4207164,-42.6215,100,0.010116042,6900,3.3919816,12.89191,0.033919815,71.47465,-0.08801162,0.0057378197
1.6168233,874.3174567222595,14401.811,1686708,400.69,6.337517,44.51708,70,3.6268837e-05,0.003626884,24.79637,6.110857,-1.6784668e-06,[-0.191 -0.879 -0.05  -0.556 -0.072],13.288876,-87.03258753821969,-0.87107635,-26.13224,100,0.016168231,7000,56.649025,9.400598,0.56649023,2.2463288,7.4769673,0.063375175
1.3148503,894.0805606842041,629.6693,1727926,412.18,2.3744142,4.1752324,71,0.00027692277,0.027692277,22.151266,23.468271,9.155273e-07,[-0.194 -0.905 -0.068 -0.551 -0.058],4.119106,-94.9875789644725,-1.4828643,-44.485954,100,0.013148503,7100,19.094393,11.75173,0.19094393,23.950762,1.0891104,0.023744142
1.0014353,911.6181991100311,104.56165,1764686,367.6,0.16509154,1.0315788,72,0.0071953186,0.7195319,21.949736,97.35419,-1.1444092e-06,[-0.19  -0.924 -0.083 -0.56  -0.067],0.0627175,-105.15364001380014,-0.83029366,-24.908772,100,0.010014352,7200,1.5152898,10.286717,0.015152898,96.93879,-0.78058285,0.0016509154
1.0558736,926.4515361785889,174.23984,1800752,360.66,0.8464773,1.6762314,73,0.00093659386,0.093659386,21.995527,60.875477,2.2888183e-07,[-0.19  -0.924 -0.081 -0.559 -0.067],0.77329284,-105.5683932621466,-0.8535733,-25.60721,100,0.010558734,7300,5.6165395,9.774089,0.056165393,59.657635,-0.33182353,0.008464773
1.1083839,943.0728914737701,343.143,1837312,365.6,1.9008241,2.3760684,74,0.00097339373,0.09733938,22.809404,25.373898,-3.0517577e-07,[-0.192 -0.933 -0.085 -0.572 -0.068],2.3779204,-103.56133323478085,-1.2390468,-37.171387,100,0.0110838385,7400,13.112469,12.722799,0.13112469,42.08633,0.46799242,0.019008242
1.5822986,962.1622095108032,1525.7882,1876835,395.23,3.8869135,5.6259217,75,0.00020297892,0.020297892,24.991076,14.215891,6.198883e-07,[-0.189 -0.917 -0.07  -0.562 -0.063],6.369598,-94.83713837326067,-1.3808465,-41.425415,100,0.015822984,7500,27.513676,12.534085,0.27513674,17.774864,3.0943627,0.03886913
69.02931,977.6256358623505,63260196.0,1913749,369.14,682.34827,2781.3604,76,1.5235959e-07,1.5235959e-05,38.080414,1.0130545,2.5939942e-06,[-0.174 -0.897 -0.048 -0.559 -0.058],796.16895,-97.98372863611561,-1.2693446,-34.445766,100,0.69029313,7600,6858.28,11.65232,68.582794,0.03595363,729.22534,6.8234825
1.0756625,994.8118631839752,349.95975,1948629,348.8,1.2252325,2.2935126,77,0.0007197483,0.07197484,26.574625,43.526836,-1.1444092e-06,[-0.124 -0.83  -0.015 -0.533 -0.12 ],3.19599,-92.33455551786236,-1.3476881,-40.43061,100,0.010756625,7700,7.503803,12.620247,0.07503802,43.601242,1.1550059,0.012252323
1.0660259,1012.0455324649811,299.64325,1988592,399.63,0.9465158,1.9189676,78,0.00080603897,0.0806039,36.31743,55.917393,2.0217894e-06,[-0.132 -0.829 -0.013 -0.532 -0.153],1.5165772,-89.12058750198817,-1.3442782,-40.328403,100,0.010660258,7800,5.127492,12.174886,0.051274918,52.111355,-0.3456111,0.009465158
0.99824506,1029.08016371727,1160.5651,2026709,381.17,1.8504635,4.7019944,79,0.00028192363,0.028192364,26.881538,22.541481,5.340576e-07,[-0.137 -0.839 -0.021 -0.542 -0.143],3.6158185,-92.5900662728021,-1.23577,-37.073112,100,0.009982453,7900,15.481134,11.938214,0.15481134,21.26757,0.9361634,0.018504634
