MinIWNorm,EpRewMean,TimeElapsed,ReturnMeanIW,TimestepsSoFar,EpLenMean,InitialBound,InitialReturnMax,J_sample_variance,MinIW,ESSClassic,InitialReturnMin,ESSRenyi,EmpiricalD2,StdIW,MeanIWNorm,Bound,MaxIWNorm,EpThisIter,InitialReturnMean,MeanIW,EpisodesSoFar,ReturnStepMaxmin,InitialReturnStd,Weights,StdIWNorm,ReturnStepMax,MaxIW,Iteration
6.915886e-07,-107.5568281044892,5.781675338745117,97.827255,3540,35.4,-1.130909,33.927227,939843.9,6.915886e-05,1.5699711,-16.716774,1.4579115,68.59127,28.445301,0.03592465,88.4611,2.8565428,100,-1.2207031e-06,3.592465,100,99.00072,12.600159,[-0.563 -1.093 -0.809 -1.04   0.   ],0.28445297,100.0,285.6543,1
1.2877293e-09,-107.39031930927739,14.99696660041809,5910.4907,7333,37.93,-1.2911015,38.733185,3491500500.0,1.2877292e-07,1.0031114,-18.672752,0.00026771938,373525.44,2520.7283,2.537405,5121.4087,253.34663,100,4.615784e-06,253.7405,200,99.0,13.707122,[-0.452 -1.032 -0.722 -0.967 -0.164],25.207277,100.0,25334.664,2
4.4380945e-07,-103.61170679886203,25.520124197006226,45.647614,11580,42.47,-1.1842568,35.52781,234567.75,4.4380948e-05,1.6227379,-23.5028,0.95086455,105.16745,18.181444,0.023350982,33.502884,1.8268017,100,3.7002565e-06,2.3350985,300,99.0,15.141967,[-0.598 -1.129 -0.712 -1.01  -0.241],0.18181443,100.0,182.68018,3
0.00018732212,-104.20592651711512,34.67888307571411,5.837587,15693,41.13,-1.5833094,47.499382,1931.0562,0.018732212,15.527384,-21.552856,14.4220915,6.933807,2.6753557,0.011470242,1.6683884,0.22661257,100,3.2424928e-06,1.1470244,400,99.0,15.837622,[-0.59  -1.152 -0.776 -1.065 -0.346],0.026753556,100.0,22.661257,4
2.7425132e-05,-105.1154729844639,42.88964128494263,4.452034,19627,39.34,-1.221468,36.64406,2574.4863,0.0027425133,16.826591,-18.151466,15.63433,6.3961806,2.2919443,0.010308843,1.3628578,0.20269005,100,6.8664554e-07,1.0308843,500,99.0,14.667732,[-0.624 -1.106 -0.748 -1.004 -0.344],0.022919446,100.0,20.269005,5
4.971637e-06,-105.04834656485316,50.90547156333923,165.97998,23544,39.17,-1.6810036,50.43012,5945352.0,0.0004971637,2.5520556,-18.68509,0.12061464,829.08673,87.23492,0.1411722,117.57738,6.907842,100,3.0517577e-07,14.117219,600,99.0,15.430576,[-0.569 -1.175 -0.797 -1.047 -0.38 ],0.87234926,100.0,690.78424,6
0.00040124683,-105.3004049979925,59.96161198616028,2.7953007,27616,40.72,-1.2180556,36.54161,1786.7952,0.040124685,24.289268,-20.902763,28.581234,3.4987993,2.113358,0.011970204,0.51692176,0.1779188,100,-2.0980835e-06,1.1970204,700,99.0,14.349609,[-0.572 -1.174 -0.72  -1.061 -0.318],0.021133581,100.0,17.791882,7
1.5428337e-07,-105.37964097166473,68.57065153121948,91.881386,31648,40.32,-1.0660957,31.983025,889068.4,1.5428337e-05,1.2406349,-20.513985,0.18875098,529.7986,55.66829,0.062393695,67.34256,5.600386,100,5.1879883e-06,6.2393703,800,99.0,14.369331,[-0.576 -1.198 -0.693 -1.089 -0.35 ],0.5566829,100.0,560.03864,8
0.0005114547,-104.33163070454682,77.43792223930359,3.3856738,35896,42.48,-1.2472053,37.416283,875.5275,0.05114547,42.822906,-23.838005,33.355816,2.997978,1.3952879,0.012075104,1.2261717,0.08973228,100,4.3869018e-06,1.2075104,900,99.0,14.397865,[-0.469 -1.137 -0.597 -1.114 -0.394],0.013952878,100.0,8.973228,9
3.5194317e-12,-103.52225687926831,86.46158576011658,1259.5104,40075,41.79,-1.3956178,41.86848,159298430.0,3.5194317e-10,1.0473593,-20.739777,0.011866923,8426.784,411.43414,0.4232866,1131.3962,41.357777,100,-1.8692017e-06,42.32865,1000,99.0,16.1133,[-0.47  -1.176 -0.625 -1.11  -0.368],4.1143413,100.0,4135.778,10
1.6731735e-09,-104.7798936971914,95.25363326072693,185.19843,44332,42.57,-1.0513802,31.541409,3407161.8,1.6731735e-07,1.0491097,-22.505707,0.1276723,783.25525,152.16629,0.15668193,155.77376,15.296681,100,3.0517577e-07,15.668196,1100,99.0,14.141801,[-0.366 -1.197 -0.589 -1.148 -0.685],1.5216627,100.0,1529.6682,11
2.8589528e-07,-103.08317302743237,104.65252685546875,1089.9055,48496,41.64,-1.0529438,31.588135,119607570.0,2.8589528e-05,1.0104449,-23.220291,0.0011894619,84071.63,709.89935,0.71723,784.60504,71.35122,100,-5.989075e-06,71.72299,1200,99.0,15.058031,[-0.358 -1.222 -0.557 -1.13  -0.782],7.098994,100.0,7135.122,12
0.0017364926,-103.49542228759738,114.78063988685608,0.7161721,53012,45.16,-0.99714875,29.914524,173.54076,0.17364927,70.34266,-26.032188,62.20752,1.6075227,0.61259794,0.0094345035,-0.54809666,0.028044993,100,2.2506713e-06,0.9434502,1300,99.0,14.071659,[-0.362 -1.22  -0.541 -1.072 -0.786],0.006125979,100.0,2.8044994,13
0.0020619463,-103.15408877963964,123.32061123847961,1.2196367,57517,45.05,-1.4293115,42.879456,395.72626,0.20619464,65.24135,-25.157692,69.967354,1.429238,0.72498095,0.009932456,-0.48912036,0.03871581,100,3.5858154e-06,0.99324554,1400,99.0,15.141651,[-0.363 -1.222 -0.532 -1.066 -0.786],0.0072498103,100.0,3.871581,14
0.00015424182,-100.96704630696365,133.41377902030945,4.017019,62343,48.26,-1.4199898,42.599655,2154.743,0.015424182,13.643205,-25.56945,17.308784,5.777413,3.2816374,0.0130436905,0.603899,0.28060502,100,-9.536743e-07,1.3043691,1500,99.0,15.622952,[-0.365 -1.234 -0.531 -1.066 -0.776],0.032816373,100.0,28.060503,15
2.363244e-05,-103.51233765588226,141.77255392074585,66.455864,66849,45.06,-1.4235183,42.705612,435014.75,0.002363244,2.9510505,-22.993782,0.93899745,106.49656,25.79513,0.044981156,51.765537,2.320054,100,2.0980835e-06,4.498115,1600,99.0,14.768818,[-0.345 -1.211 -0.54  -1.052 -0.76 ],0.2579513,100.0,232.0054,16
0.00010489188,-101.98382217772124,151.1211657524109,10.193756,71282,44.33,-1.3372519,40.11738,12005.26,0.010489188,10.912913,-24.126831,5.7276554,17.45915,5.502127,0.019257218,4.606188,0.44027063,100,-5.607605e-06,1.9257219,1700,99.0,15.049347,[-0.397 -1.22  -0.552 -1.09  -0.742],0.055021267,100.0,44.027065,17
0.00087908923,-104.3777027399909,159.07956433296204,1.5650108,75631,43.49,-1.4326519,42.9796,254.79134,0.08790892,71.04779,-21.58796,58.82539,1.6999463,0.56264794,0.008813961,-0.30291104,0.030637369,100,1.0299683e-06,0.8813961,1800,99.0,14.12457,[-0.394 -1.214 -0.539 -1.055 -0.758],0.005626479,100.0,3.063737,18
9.493205e-05,-103.00103879018405,168.7781584262848,16.815897,80226,45.95,-1.4018745,42.05635,28096.87,0.009493206,8.331951,-22.508698,4.814992,20.768467,5.0221343,0.015140934,10.4271965,0.38980132,100,3.8146973e-06,1.5140936,1900,99.0,15.371735,[-0.398 -1.2   -0.546 -1.054 -0.76 ],0.050221346,100.0,38.980133,19
0.0059716,-103.33796252569735,177.4685504436493,0.123586476,84991,47.65,-1.6678042,50.03408,245.74911,0.59716,97.3468,-27.816994,96.81968,1.0328479,0.16639401,0.010078912,-1.5713868,0.016046306,100,-1.411438e-06,1.0078913,2000,99.0,15.165947,[-0.35  -1.188 -0.503 -1.071 -0.75 ],0.00166394,100.0,1.6046307,20
0.0023797387,-103.8424025790595,185.9057056903839,0.98155046,89441,44.5,-1.1862622,35.587822,249.56438,0.23797388,68.66148,-22.189568,74.31798,1.3455695,0.638358,0.009448914,-0.39449644,0.039780464,100,-1.4495849e-06,0.94489133,2100,99.0,13.987013,[-0.347 -1.191 -0.506 -1.07  -0.75 ],0.006383579,100.0,3.9780464,21
0.00058563834,-102.46984061474261,195.81015706062317,4.593772,94327,48.86,-1.1109715,33.329063,954.65356,0.058563836,27.551277,-26.784653,23.982693,4.1696734,1.8398081,0.011345616,2.3251984,0.15103287,100,-2.5177003e-06,1.1345615,2200,99.0,14.747792,[-0.338 -1.214 -0.52  -1.089 -0.761],0.01839808,100.0,15.103287,22
0.0014743222,-104.6697574963224,203.66581964492798,1.816807,98514,41.87,-1.0147066,30.441322,505.1362,0.14743222,41.53883,-19.05381,36.450855,2.74342,1.421095,0.011978886,0.13611388,0.08901194,100,4.15802e-06,1.1978886,2300,99.0,13.900653,[-0.365 -1.191 -0.503 -1.061 -0.747],0.014210949,100.0,8.901194,23
0.00020687337,-104.52172389986947,212.33412909507751,5.7721834,102821,43.07,-1.1158324,33.475056,3368.7146,0.020687338,22.423027,-22.763138,15.987303,6.254964,2.7823808,0.014958817,2.9814878,0.16389632,100,2.9754638e-06,1.4958818,2400,99.0,13.405656,[-0.356 -1.197 -0.519 -1.073 -0.702],0.027823806,100.0,16.389633,24
3.9774422e-06,-105.35268092112132,220.71791648864746,58.06625,107616,47.95,-0.941427,28.242912,252953.02,0.00039774424,2.3820415,-23.490227,1.7091265,58.509422,29.575493,0.04619998,50.865112,2.7612307,100,3.3569336e-06,4.619998,2500,99.0,12.6518135,[-0.345 -1.249 -0.516 -1.092 -0.707],0.2957549,100.0,276.12308,25
0.0005012009,-101.76067716759964,230.22839260101318,3.6377988,112188,45.72,-1.1960115,35.88035,735.99023,0.05012009,44.028828,-23.81865,29.234747,3.420587,1.3007326,0.011536509,1.4257958,0.075441524,100,1.14440915e-07,1.1536508,2600,99.0,14.814433,[-0.404 -1.291 -0.533 -1.141 -0.784],0.013007326,100.0,7.5441523,26
8.414221e-05,-104.26196151022715,239.7063009738922,3.1671584,116936,47.48,-0.90248895,27.074501,954.9225,0.008414221,24.600523,-21.991302,19.032194,5.254255,1.9038745,0.010874926,1.0984714,0.12271715,100,-5.569458e-06,1.0874927,2700,99.00001,13.293336,[-0.373 -1.301 -0.547 -1.141 -0.765],0.019038744,100.0,12.271715,27
5.6205804e-09,-103.47378178204838,249.57822561264038,370.9864,121882,49.46,-1.179064,35.37207,13871251.0,5.6205806e-07,1.0672379,-26.50335,0.014281329,7002.1494,119.01045,0.12360771,272.32324,11.964445,100,4.9209593e-06,12.360773,2800,99.0,13.094077,[-0.373 -1.306 -0.557 -1.118 -0.763],1.1901042,100.0,1196.4446,28
0.0004853764,-102.57108603121497,258.6256790161133,10.276736,126403,45.21,-1.7625439,52.876495,6891.485,0.04853764,4.3565454,-21.997932,11.967484,8.355975,7.764987,0.016572354,5.1817856,0.7745825,100,5.9509275e-06,1.6572354,2900,99.0,15.386086,[-0.336 -1.262 -0.539 -1.14  -0.782],0.07764986,100.0,77.45825,29
1.9448166e-06,-103.56165380973528,266.8028609752655,42.50385,130847,44.44,-1.0788279,32.36474,159854.78,0.00019448166,1.6544131,-22.222038,0.8203483,121.89944,17.02526,0.022081995,30.592754,1.7107666,100,-3.1661987e-06,2.2081995,3000,99.0,14.854804,[-0.322 -1.232 -0.532 -1.142 -0.748],0.17025262,100.0,171.07666,30
2.354337e-05,-102.7000186832577,275.63649702072144,29.317274,135298,44.51,-1.610184,48.30548,80441.29,0.0023543371,6.2064404,-24.79911,20.213842,4.947105,6.032985,0.015519118,25.735891,0.5981681,100,-1.2207031e-06,1.5519118,3100,99.0,16.719526,[-0.291 -1.204 -0.545 -1.144 -0.72 ],0.060329847,100.0,59.816807,31
