InitialReturnMax,TimestepsSoFar,StdIWNorm,InitialReturnStd,MeanIW,EpLenMean,ESSRenyi,Bound,StdIW,ReturnMeanIW,MeanIWNorm,InitialReturnMean,EpRewMean,InitialReturnMin,ESSClassic,J_sample_variance,EmpiricalD2,TimeElapsed,Weights,MinIWNorm,EpisodesSoFar,EpThisIter,InitialBound,MaxIW,MinIW,MaxIWNorm,Iteration
45.11342,22079,0.010819401,9.429205,1.0631431,21.34,53.950275,-0.3021598,1.08194,1.7451694,0.010631431,1.5258789e-07,-107.68905775446414,-7.9206924,49.12378,557.5443,1.8535587,40.892972469329834,[ 0.609 -0.243 -0.602 -1.062  0.166],0.00030094158,1100,100,-1.5037806,8.454339,0.03009416,0.08454339,11
39.6795,24066,0.3387486,6.964461,4.3402843,19.87,4.8448496,5.9112625,33.874863,11.920299,0.043402847,7.05719e-06,-107.97193688501639,-6.249153,1.6151383,12281.863,20.640476,45.1901478767395,[ 0.664 -0.283 -0.646 -1.034  0.116],0.00039656422,1200,100,-1.322643,341.27002,0.039656423,3.4127002,12
47.735355,26201,0.025747873,9.564864,1.3667752,21.35,26.12852,2.6369526,2.5747874,5.7498264,0.013667753,4.9591063e-06,-108.20253558849456,-7.754265,21.983543,2620.1814,3.8272357,49.2337908744812,[ 0.669 -0.232 -0.571 -1.099  0.133],1.819899e-05,1300,100,-1.5911735,21.227213,0.0018198991,0.21227212,13
42.30884,28275,0.2599211,8.340573,3.3286355,20.74,0.39347702,87.8384,25.992107,110.32119,0.033286348,4.8828124e-06,-107.91304969027422,-7.064125,1.6135582,1223228.0,254.14445,52.795340061187744,[ 0.631 -0.25  -0.633 -1.132  0.073],4.0085574e-06,1400,100,-1.4102898,261.40054,0.00040085573,2.6140053,14
46.9363,30763,2.4199653,12.599776,25.076445,24.88,0.057250306,845.26013,241.99657,910.6482,0.2507645,3.852844e-06,-106.5989901465036,-10.346222,1.0623683,83413420.0,1746.7156,57.10922455787659,[ 0.63  -0.305 -0.557 -1.128  0.027],1.7610198e-06,1500,100,-1.5645393,2432.8662,0.00017610198,24.328661,15
26.750938,32744,0.12427442,6.4346495,2.7954874,19.81,2.6282723,24.223558,12.427442,29.72381,0.02795487,-6.8664554e-07,-107.9955475692477,-6.263527,4.816307,88602.73,38.04781,61.583556175231934,[ 0.559 -0.221 -0.586 -1.133 -0.097],3.628273e-05,1600,100,-0.8916987,118.87963,0.003628273,1.1887963,16
31.731579,34792,0.010236217,8.148509,1.0684136,20.48,60.86235,1.0914719,1.0236217,2.4472733,0.010684135,8.31604e-06,-107.67160240574012,-6.9698715,52.140083,589.1016,1.6430519,64.76335120201111,[ 0.616 -0.122 -0.557 -1.098 -0.09 ],0.0011507827,1700,100,-1.0577111,6.9522376,0.11507827,0.06952237,17
37.628307,36722,0.010539795,7.3825064,1.059744,19.3,50.693367,-0.47902513,1.0539795,1.2826178,0.010597441,-6.8664554e-07,-107.42778913645547,-6.158287,50.272705,165.6355,1.9726447,68.73589015007019,[ 0.621 -0.095 -0.561 -1.074 -0.163],0.00016589044,1800,100,-1.2542778,6.429701,0.016589044,0.064297006,18
34.54243,38700,0.02148758,7.7943497,1.2691522,19.78,43.94896,4.431661,2.1487582,6.1684914,0.012691522,5.569458e-06,-107.02277811105473,-7.200371,25.863377,4150.347,2.2753668,71.8298225402832,[ 0.585 -0.085 -0.531 -1.108 -0.168],0.00013402985,1900,100,-1.1514088,20.959946,0.013402985,0.20959945,19
54.351624,40882,0.025790572,11.907194,0.9514676,21.82,15.953224,4.1230335,2.5790575,8.658971,0.009514676,-1.5640259e-06,-106.8438820046503,-8.49736,11.979769,10376.714,6.2683253,75.15008425712585,[ 0.64  -0.11  -0.54  -1.12  -0.311],0.00023203286,2000,100,-1.8117224,24.192467,0.023203287,0.24192466,20
45.92805,42755,0.004241888,7.58229,1.0000558,18.73,79.72823,-0.95506084,0.4241888,0.7594913,0.0100005595,-1.0299683e-06,-107.50929123058441,-6.6182404,84.75179,130.6869,1.2542608,78.28411531448364,[ 0.676 -0.09  -0.57  -1.119 -0.371],0.002915955,2100,100,-1.5309361,2.115045,0.2915955,0.021150451,21
47.93394,44742,0.0074025514,8.567411,1.0545065,19.87,63.880695,-0.17232537,0.7402552,1.8267863,0.010545066,4.997253e-06,-107.24941038792787,-7.2760696,66.98853,320.37943,1.5654181,81.16578459739685,[ 0.672 -0.104 -0.566 -1.113 -0.367],0.0029743295,2200,100,-1.5977931,5.534766,0.29743296,0.055347662,22
51.856743,46898,0.18562387,10.71925,2.7696862,21.56,1.3075204,80.18729,18.56239,95.304085,0.02769686,5.1498414e-06,-106.72936448740926,-8.318207,2.1778634,944508.3,76.480644,84.92845034599304,[ 0.684 -0.101 -0.544 -1.138 -0.352],2.593032e-05,2300,100,-1.7285529,187.37033,0.002593032,1.8737032,23
44.34367,49057,0.015423442,9.862526,1.1268578,21.59,33.96341,1.9360251,1.5423442,4.472349,0.011268578,-6.1035157e-06,-107.00281584470842,-8.688652,34.80229,1309.9705,2.944345,89.17849016189575,[ 0.81  -0.173 -0.547 -1.158 -0.311],0.00043456446,2400,100,-1.4781286,9.719968,0.043456446,0.09719968,24
48.981106,51306,0.02325532,10.352303,1.2246215,22.49,33.1707,1.4944546,2.3255322,4.329304,0.012246216,1.7166137e-06,-107.50262529189663,-8.174858,21.71022,2355.5833,3.0147088,92.54243540763855,[ 0.787 -0.211 -0.569 -1.158 -0.251],0.0006228971,2500,100,-1.6327019,22.984158,0.06228971,0.22984158,25
47.86759,53429,0.0138495155,10.18334,1.0861145,21.23,41.253113,1.829567,1.3849516,4.313798,0.010861145,6.1035155e-07,-107.0522514056765,-9.192863,38.080868,2293.31,2.4240594,96.57467293739319,[ 0.764 -0.248 -0.596 -1.184 -0.246],0.00012586382,2600,100,-1.5955857,9.396465,0.012586383,0.09396465,26
40.306675,55694,0.039562084,11.052604,1.2932293,22.65,11.9209385,12.368137,3.9562087,16.25949,0.012932292,-4.272461e-06,-107.09433789309689,-9.166374,9.653888,25801.766,8.388601,100.04495096206665,[ 0.739 -0.276 -0.606 -1.181 -0.363],4.5586617e-05,2700,100,-1.3435601,40.098503,0.004558662,0.40098503,27
42.940437,57666,0.089267395,7.633905,1.6136086,19.72,2.1852658,16.584568,8.92674,26.26719,0.016136084,-6.3323973e-06,-107.66387402551781,-7.5919952,3.1640775,72803.55,45.761024,103.38206505775452,[ 0.703 -0.205 -0.556 -1.177 -0.376],2.6594409e-05,2800,100,-1.4313543,89.56406,0.002659441,0.89564055,28
49.20172,59906,0.0058110096,11.199633,0.986812,22.4,73.42283,0.57575834,0.58110094,2.4897652,0.00986812,2.3269654e-06,-106.7629475605753,-8.925049,74.252045,653.1404,1.3619742,107.02620816230774,[ 0.663 -0.261 -0.556 -1.179 -0.281],0.0017743143,2900,100,-1.6400552,5.5036902,0.17743143,0.055036902,29
53.968903,62059,0.010347771,11.255795,1.1632583,21.53,63.448,0.7496593,1.0347772,3.0081244,0.011632582,-5.722046e-07,-106.74532688864474,-8.057465,55.825367,1008.71924,1.5760938,111.06003761291504,[ 0.616 -0.231 -0.558 -1.177 -0.305],0.00040189165,3000,100,-1.7989639,7.765025,0.040189166,0.07765025,30
49.150856,64418,0.027853526,11.473328,1.4122684,23.59,14.010094,8.681593,2.7853527,13.058722,0.014122684,2.7465821e-06,-106.82493715602038,-9.471512,20.450787,16004.694,7.137711,114.77305507659912,[ 0.595 -0.208 -0.553 -1.181 -0.24 ],0.0011157077,3100,100,-1.6383591,25.377449,0.111570776,0.2537745,31
63.515995,66865,0.015689505,13.203032,1.1556817,24.47,57.314106,2.089088,1.5689505,4.8856926,0.011556816,-4.7302246e-06,-106.97483084298243,-9.835701,35.17324,3270.086,1.7447711,118.15155482292175,[ 0.615 -0.21  -0.548 -1.217 -0.138],0.0006929402,3200,100,-2.1172047,15.91707,0.06929402,0.1591707,32
54.289223,69145,0.06732244,11.252141,1.6860155,22.8,3.6710558,22.007944,6.7322435,31.452833,0.016860155,-6.2179565e-06,-107.64732043052167,-7.787735,5.901805,118133.42,27.24012,121.542405128479,[ 0.649 -0.259 -0.555 -1.246 -0.146],4.637044e-05,3300,100,-1.8096471,67.30813,0.004637044,0.6730813,33
45.84126,71521,0.14543581,11.209902,2.413331,23.76,4.6117373,52.47576,14.543583,59.59122,0.024133308,4.310608e-06,-106.4924119579619,-10.690933,2.67975,390658.94,21.683804,125.06022882461548,[ 0.674 -0.212 -0.584 -1.238 -0.139],1.78349e-06,3400,100,-1.5280378,146.65508,0.000178349,1.4665507,34
52.97875,73794,0.025131164,11.46416,1.1595601,22.73,31.740097,4.008634,2.5131164,7.1431923,0.011595599,-3.8146973e-07,-107.16423354009237,-9.410973,17.552488,8180.3794,3.150589,129.25732350349426,[ 0.723 -0.275 -0.582 -1.28  -0.289],0.0004238476,3500,100,-1.7659585,25.449139,0.042384762,0.2544914,35
49.730892,76111,0.0045565455,11.705567,1.0892715,23.17,80.09452,-0.35775447,0.45565456,1.4945126,0.010892715,-1.8310546e-06,-106.90398675449264,-9.428131,85.10752,381.02185,1.2485249,133.0733892917633,[ 0.728 -0.293 -0.573 -1.323 -0.344],0.00427691,3600,100,-1.6576982,2.5556138,0.427691,0.025556138,36
44.9398,78449,0.006888935,11.097266,1.0640683,23.38,67.19188,1.4335314,0.6888935,3.2610066,0.010640684,5.7983398e-06,-107.28211249971217,-8.755821,70.46492,778.23645,1.4882752,137.01900434494019,[ 0.698 -0.268 -0.555 -1.303 -0.336],0.000618163,3700,100,-1.4979877,5.5026917,0.0618163,0.055026915,37
47.368313,80612,0.033714782,9.652582,1.3515545,21.63,11.862461,8.640669,3.371478,13.225035,0.013515544,-2.7465821e-06,-106.74178304975737,-8.52095,13.845384,22644.277,8.429954,140.89465999603271,[ 0.703 -0.283 -0.582 -1.299 -0.391],8.953082e-05,3800,100,-1.5789467,31.679306,0.008953082,0.31679305,38
46.829975,82752,0.10780749,9.268334,1.9931839,21.4,1.8733146,38.154118,10.780747,49.55917,0.019931838,3.0899048e-06,-106.84048777756001,-8.307793,3.305217,248123.02,53.381317,144.84961485862732,[ 0.687 -0.23  -0.548 -1.317 -0.4  ],9.0196634e-05,3900,100,-1.560996,108.14188,0.009019664,1.0814188,39
50.195675,84930,0.045178153,10.289219,1.2509364,21.78,4.7839556,13.330271,4.5178156,20.980095,0.012509363,8.31604e-06,-107.10357459311345,-8.575317,7.120847,48123.03,20.903204,149.41166162490845,[ 0.732 -0.273 -0.624 -1.337 -0.357],1.8237744e-05,4000,100,-1.6731809,43.63092,0.0018237744,0.4363092,40
53.126656,87042,0.19207703,10.755816,2.5284584,21.12,1.0739793,69.66892,19.207703,86.757,0.02528458,1.4686584e-05,-107.26509019680763,-7.086487,1.7033333,748888.2,93.111664,153.87676310539246,[ 0.779 -0.241 -0.639 -1.363 -0.355],1.2666899e-05,4100,100,-1.7708738,193.28539,0.00126669,1.9328538,41
49.41433,89063,0.049763802,9.483399,1.5553374,20.21,7.3021197,12.615947,4.9763803,18.711416,0.015553374,5.1498414e-06,-106.82594710068685,-7.650612,8.899076,46436.09,13.6946535,157.7347857952118,[ 0.798 -0.188 -0.648 -1.389 -0.337],1.4480235e-05,4200,100,-1.6471393,43.417305,0.0014480236,0.43417305,42
32.84378,90927,0.03215242,6.921073,1.4072502,18.64,16.255526,7.974152,3.2152426,10.689537,0.0140725,2.4414062e-06,-107.18265631112737,-6.61145,16.076727,9710.367,6.1517544,161.55095410346985,[ 0.858 -0.19  -0.684 -1.427 -0.421],3.163554e-05,4300,100,-1.0947903,29.665665,0.0031635542,0.29665664,43
26.406353,92891,0.028984077,7.7759657,1.4430358,19.64,27.65783,8.286981,2.898408,9.960683,0.014430358,-2.670288e-07,-107.1713904766456,-6.687294,19.863863,4421.3037,3.6156127,165.21026420593262,[ 0.839 -0.216 -0.741 -1.403 -0.5  ],0.00031742113,4400,100,-0.88021195,22.901785,0.031742115,0.22901784,44
46.61365,94709,0.101578996,6.827084,2.0113394,18.18,3.8053489,19.478664,10.1579,27.443827,0.020113392,3.013611e-06,-107.3174121393844,-5.690399,3.7727754,81430.24,26.2788,168.79345870018005,[ 0.823 -0.187 -0.738 -1.351 -0.547],0.00016499968,4500,100,-1.5537854,102.413574,0.016499968,1.0241357,45
52.406807,96770,0.0049930876,9.635027,1.024779,20.61,82.92222,-0.67907584,0.49930876,1.2392881,0.010247791,-9.422302e-06,-106.8828677792474,-7.69973,80.814705,371.9896,1.2059494,172.64908146858215,[ 0.806 -0.164 -0.732 -1.397 -0.556],0.003159936,4600,100,-1.7469032,3.6105046,0.3159936,0.036105044,46
49.342907,98624,0.41313255,7.3161354,5.017379,18.54,3.4539988,194.95166,41.313255,203.80164,0.05017379,-2.9373168e-06,-107.49056202832793,-5.9335327,1.4535041,4213735.0,28.95195,176.9459240436554,[ 0.786 -0.147 -0.73  -1.384 -0.513],3.465419e-05,4700,100,-1.6447666,415.9842,0.003465419,4.159842,47
45.486427,100598,0.008299678,8.890646,1.0915798,19.74,72.43177,0.102681994,0.8299678,1.8842239,0.010915797,-7.476807e-06,-107.21923427456498,-7.1759186,63.366867,776.9312,1.3806096,181.79564905166626,[ 0.782 -0.183 -0.752 -1.428 -0.635],0.0014947638,4800,100,-1.5162219,7.7381754,0.14947638,0.07738175,48
42.82389,102718,0.15198782,9.968268,2.4342628,21.2,0.62227535,38.574646,15.198784,56.67027,0.02434263,3.0517579e-06,-107.28179036423724,-7.688278,2.5010211,303185.78,160.70056,186.2045612335205,[ 0.748 -0.171 -0.74  -1.437 -0.661],3.9996883e-07,4900,100,-1.42746,152.17506,3.9996885e-05,1.5217506,49
45.7644,104658,0.005367179,8.452094,1.0371879,19.4,78.18671,-1.0419272,0.53671783,0.68327534,0.01037188,-8.392334e-06,-107.09584132834706,-6.565483,78.878075,170.71053,1.2789898,191.14313292503357,[ 0.728 -0.211 -0.722 -1.457 -0.719],0.0013266711,5000,100,-1.5254886,3.300643,0.13266711,0.03300643,50
42.463455,106644,0.106034935,9.406903,2.014124,19.86,3.36547,36.283264,10.603494,43.99889,0.020141238,-5.455017e-06,-107.17563495294364,-6.707489,3.482418,207874.34,29.713533,194.57974243164062,[ 0.737 -0.196 -0.713 -1.463 -0.728],1.2359466e-05,5100,100,-1.4154539,107.32201,0.0012359467,1.07322,51
53.98693,108860,0.011233592,12.795958,1.1641479,22.16,53.33494,3.4524436,1.1233593,5.9165616,0.011641478,-3.3187866e-06,-106.5270648715512,-9.57637,51.78252,3552.8215,1.8749435,199.87779545783997,[ 0.788 -0.192 -0.68  -1.483 -0.713],0.0016311308,5200,100,-1.7995679,9.847532,0.16311309,0.09847532,52
50.926853,110888,0.014145577,9.775218,1.0603622,20.28,45.37702,3.182982,1.4145578,5.703023,0.010603623,-2.5939942e-06,-107.41625490984285,-7.3845215,35.97584,3171.572,2.2037585,204.20695400238037,[ 0.76  -0.175 -0.695 -1.469 -0.717],0.0017598766,5300,100,-1.6975644,10.255788,0.17598766,0.102557875,53
55.51999,112910,0.006096494,10.351351,1.0698843,20.22,69.879715,0.062484503,0.60964936,2.2763567,0.010698842,4.043579e-06,-107.09712254156244,-6.80542,75.488625,550.933,1.4310304,207.50679445266724,[ 0.799 -0.167 -0.691 -1.48  -0.671],0.0034694793,5400,100,-1.8506625,3.963097,0.34694794,0.03963097,54
51.909767,115060,0.015339122,9.9842615,1.1020826,21.5,25.942501,3.345613,1.5339124,6.7428193,0.011020826,6.67572e-06,-107.70383064272404,-7.949539,34.046112,5952.127,3.8546784,211.21766018867493,[ 0.851 -0.187 -0.704 -1.496 -0.663],0.00010178325,5500,100,-1.730319,14.754764,0.010178325,0.14754763,55
34.859406,116880,0.005848321,6.5195217,0.9904077,18.2,73.76018,-0.68054026,0.5848321,0.6724284,0.009904077,-1.1062622e-05,-107.08135656194854,-5.759651,74.14624,87.74067,1.3557451,215.5199270248413,[ 0.866 -0.155 -0.676 -1.484 -0.654],0.0015714183,5600,100,-1.1619914,3.1632006,0.15714183,0.031632006,56
40.572613,118786,0.013344077,8.207501,1.08852,19.06,61.87483,2.8233986,1.3344077,4.542711,0.0108852,1.2397766e-05,-106.96673338941311,-7.105522,39.955074,2834.3318,1.6161661,218.58128786087036,[ 0.845 -0.164 -0.67  -1.494 -0.649],0.00035896857,5700,100,-1.3524079,12.972335,0.035896856,0.12972334,57
63.371986,120749,0.019397665,9.29422,1.1425369,19.63,61.40261,8.5679035,1.9397669,11.263672,0.0114253685,-7.3242186e-06,-107.07581260128254,-7.0713654,25.75707,16040.014,1.6285952,223.58635473251343,[ 0.9   -0.201 -0.686 -1.516 -0.722],0.00035130067,5800,100,-2.112407,19.950994,0.03513007,0.19950993,58
63.326385,122808,0.023685005,10.550623,1.1829138,20.59,26.543882,10.412641,2.3685002,14.509785,0.011829138,-3.2806397e-06,-106.41166388461363,-7.9365616,19.963894,22035.555,3.7673464,227.8129425048828,[ 0.844 -0.167 -0.672 -1.497 -0.76 ],0.00017510187,5900,100,-2.1108828,23.364048,0.017510187,0.23364048,59
43.168625,124907,0.004556306,10.28167,1.0424693,20.99,76.22861,-0.31396377,0.4556306,1.3341529,0.010424692,-5.760193e-06,-106.82171440099388,-7.8576736,83.96104,328.57986,1.3118435,232.46026587486267,[ 0.882 -0.149 -0.658 -1.508 -0.809],0.0010858787,6000,100,-1.43896,3.2357407,0.108587876,0.032357406,60
48.226475,126790,0.073263355,8.759989,1.4541348,18.83,1.7324901,15.314706,7.326335,27.52789,0.014541348,4.005432e-06,-106.87281161991456,-5.7345963,3.790142,83235.125,57.72039,236.53242325782776,[ 0.881 -0.142 -0.646 -1.519 -0.829],4.4377707e-06,6100,100,-1.6075451,72.910576,0.0004437771,0.7291058,61
41.15104,128569,0.009758738,6.527214,1.059783,17.79,61.67066,2.0685096,0.9758739,3.8152175,0.01059783,1.9073486e-06,-107.22928647256596,-5.310463,54.114964,1316.1749,1.6215167,240.46304726600647,[ 0.924 -0.14  -0.672 -1.544 -0.82 ],0.0030107384,6200,100,-1.3716995,8.614633,0.30107385,0.086146325,62
48.076664,130560,0.10321874,9.930098,2.0233696,19.91,2.4491844,39.002598,10.321875,49.242653,0.020233693,2.0599366e-06,-107.42181893649345,-6.7336884,3.7004747,252315.31,40.829918,244.5251944065094,[ 0.906 -0.122 -0.679 -1.54  -0.794],0.00016795158,6300,100,-1.6025534,104.436584,0.016795158,1.0443658,63
44.201454,132512,0.012121256,8.267573,1.022595,19.52,35.34861,1.3997657,1.2121257,3.8779247,0.010225951,-2.632141e-06,-106.89674271886537,-6.624817,41.579395,1906.0101,2.8289654,248.732764005661,[ 0.893 -0.125 -0.669 -1.568 -0.778],0.0006979064,6400,100,-1.4733846,9.640837,0.06979065,0.09640837,64
36.843452,134553,0.00390727,8.247377,1.0390221,20.41,92.865204,-0.38497967,0.390727,0.88944024,0.010390219,6.3705443e-06,-107.4680314403331,-7.16346,87.61052,152.1433,1.0768296,253.22461485862732,[ 0.879 -0.156 -0.675 -1.572 -0.789],0.0029125516,6500,100,-1.2281088,3.3080797,0.29125518,0.033080798,65
45.93205,136525,0.18825029,9.30839,2.570098,19.72,1.1366363,23.869265,18.82503,38.230236,0.025700971,9.536743e-07,-107.1542402801992,-6.356476,1.829817,149961.6,87.97889,258.2189486026764,[ 0.848 -0.143 -0.674 -1.566 -0.804],3.7018457e-05,6600,100,-1.5310674,189.45972,0.0037018459,1.8945972,66
41.449432,138625,0.026206875,9.474057,1.1943364,21.0,50.99504,7.524411,2.6206877,9.459199,0.0119433645,-8.163453e-06,-107.69663682374386,-7.471817,17.197536,12269.817,1.9609749,262.78650164604187,[ 0.789 -0.151 -0.652 -1.549 -0.777],0.00012316443,6700,100,-1.3816559,26.634731,0.012316443,0.26634732,67
48.788906,140662,0.0038557714,10.492446,1.0520413,20.37,83.86972,0.06829655,0.38557717,1.8441095,0.010520413,8.69751e-06,-106.5548587616993,-7.3801117,88.15816,336.70343,1.1923255,268.3679575920105,[ 0.772 -0.14  -0.655 -1.523 -0.838],0.0043550185,6800,100,-1.6262883,3.0576792,0.43550187,0.030576792,68
43.30909,142822,0.006657921,9.848705,1.1358687,21.6,64.07402,-0.41115606,0.6657921,1.3923466,0.011358688,-2.784729e-06,-106.95065845059995,-8.564178,74.428314,395.79846,1.5606949,272.7752709388733,[ 0.744 -0.128 -0.651 -1.525 -0.863],0.0012669741,6900,100,-1.4436392,4.359406,0.12669742,0.04359406,69
37.47547,144742,0.017994687,7.255044,0.93679255,19.2,20.46682,2.8686478,1.7994689,5.6298656,0.009367925,2.632141e-06,-107.66403722040312,-6.1752396,21.322912,2548.9414,4.885957,276.6099488735199,[ 0.725 -0.142 -0.661 -1.525 -0.871],9.278409e-05,7000,100,-1.2491798,14.519932,0.009278409,0.14519931,70
39.355595,146808,0.027859591,8.70476,1.0325277,20.66,16.703768,4.469614,2.7859592,7.679414,0.010325277,3.2043456e-06,-107.36488799087635,-7.3352966,12.076935,7971.3486,5.9866734,280.6634130477905,[ 0.743 -0.126 -0.67  -1.534 -0.91 ],4.6943063e-05,7100,100,-1.3118498,26.996359,0.0046943063,0.2699636,71
44.524384,148779,0.003923049,9.298877,1.0413674,19.71,84.26757,-0.41643,0.3923049,1.2003332,0.010413673,-4.7302246e-06,-106.51725052202315,-7.5669937,87.571915,259.71426,1.1866962,285.0534157752991,[ 0.724 -0.115 -0.652 -1.507 -0.953],0.002837974,7200,100,-1.484151,2.333093,0.2837974,0.023330929,72
39.526997,150735,0.01776668,8.436698,1.1328312,19.56,40.078987,1.2746253,1.776668,3.355827,0.011328311,-4.7302246e-06,-107.46725224280519,-6.455475,28.904242,885.51434,2.495073,289.23573780059814,[ 0.722 -0.126 -0.654 -1.516 -0.971],0.0006069043,7300,100,-1.3175713,15.339828,0.06069043,0.15339828,73
40.324657,152722,0.0021591957,9.8622675,0.9696944,19.87,94.20398,-1.0887558,0.21591958,0.29613268,0.009696945,1.9836425e-06,-106.38648525310236,-8.001526,95.2761,118.64002,1.0615263,292.2996561527252,[ 0.725 -0.141 -0.659 -1.501 -0.97 ],0.0052914126,7400,100,-1.3441534,2.01151,0.52914125,0.020115098,74
44.36077,154935,0.005670986,11.10538,0.98826903,22.13,73.43601,-0.5453938,0.5670986,1.1801393,0.009882689,3.967285e-06,-107.25073517144509,-8.087196,75.22863,466.23398,1.3617297,294.7091529369354,[ 0.727 -0.141 -0.658 -1.495 -0.971],0.0005352599,7500,100,-1.4786887,3.879053,0.053525988,0.03879053,75
52.866188,156772,0.019192025,6.972421,0.8941808,18.37,20.688328,6.125076,1.9192028,9.999383,0.008941809,1.6021728e-06,-107.53479777201676,-5.8028793,17.83577,9021.386,4.8336434,299.10939860343933,[ 0.712 -0.152 -0.665 -1.497 -0.975],0.0002915387,7600,100,-1.7622048,17.917591,0.029153869,0.17917591,76
33.49567,158795,0.016519196,7.7273846,1.1518531,20.23,36.242622,1.6263123,1.6519196,3.4809437,0.011518531,5.0354006e-06,-107.02399876300143,-7.089508,32.71438,966.0909,2.7591822,303.55229139328003,[ 0.724 -0.126 -0.666 -1.492 -0.983],0.00046316488,7700,100,-1.1165173,14.765053,0.04631649,0.14765052,77
49.683605,161019,0.01973145,11.481369,1.1922283,22.24,23.86231,3.6231534,1.9731451,7.013434,0.011922283,1.4495849e-06,-107.07978138434912,-8.262276,26.744799,8452.754,4.190709,307.1977369785309,[ 0.721 -0.115 -0.675 -1.475 -0.995],0.00028141687,7800,100,-1.6561189,18.367706,0.028141689,0.18367706,78
46.550396,163104,0.0589426,10.151953,1.7031311,20.85,6.055829,9.786633,5.89426,16.092072,0.017031314,1.1444092e-06,-106.78093168705635,-7.684044,7.705705,14399.726,16.513016,311.5800919532776,[ 0.718 -0.143 -0.685 -1.478 -0.994],0.00014763602,7900,100,-1.5516788,56.195183,0.014763602,0.5619518,79
