MinIW,InitialBound,MinD2w0t,MaxD2w0t,StdD2w0t,Bound,InitialReturnMin,InitialReturnMax,EpLenMean,MeanD2w0t,InitialReturnStd,ReturnMeanIW,EpisodesSoFar,ReturnStepMaxmin,StdIW,Iteration,TimestepsSoFar,EpThisIter,InitialReturnMean,EpRewMean,EmpiricalD2,MeanIW,Weights,TimeElapsed,J_sample_variance,MaxIW,ReturnStepMax
0.7859874,-100.81914,,1.0155339,0.2755904,-100.173004,-19.320732,43.338593,41.11,0.08248561,14.856337,183.34146,1100,93.83597,0.08889955,11,41102,100,4.959106e-07,-106.1467594759561,1.0095432,1.0105133,[-0.63  -1.086 -0.802 -0.998  0.036],125.27104759216309,361.98947,1.2791702,100.0
0.3918283,-80.5311,,1.2274661,0.2794855,-71.62669,-19.203194,50.370594,39.1,0.08135124,13.690806,211.76921,1200,93.53086,0.35662812,12,45012,100,-3.929138e-06,-106.92171430762457,1.1193016,1.101139,[-0.626 -1.086 -0.804 -1.002  0.035],137.3606996536255,3351.4016,2.7323358,100.0
0.6954871,-69.749344,,1.0352515,0.26580703,-67.64404,-16.012138,43.62657,37.32,0.075488664,11.787761,214.77509,1300,93.174324,0.14989775,13,48744,100,-2.708435e-06,-108.70708263830277,1.0180509,1.0236682,[-0.645 -1.099 -0.812 -0.995  0.024],149.75332307815552,809.8073,1.653895,100.0
0.8276609,-58.014557,,1.0202626,0.2626471,-56.631226,-16.283012,36.96026,36.75,0.07397713,12.266272,217.78323,1400,93.072876,0.08997074,14,52419,100,8.392334e-07,-108.9115557876473,1.010041,1.0130277,[-0.647 -1.095 -0.804 -0.993  0.033],161.621723651886,396.6493,1.3103329,100.0
0.66953325,-84.112015,,1.0498785,0.2729791,-81.315125,-18.633324,41.190594,39.3,0.07972646,14.601228,199.42407,1500,93.557,0.1679596,15,56349,100,-4.8446655e-06,-106.95512398078834,1.0230943,1.0352321,[-0.646 -1.092 -0.8   -0.993  0.043],174.47000741958618,867.0574,1.7949903,100.0
0.5213291,-58.008026,,1.0685153,0.2623828,-54.64589,-16.365639,46.13544,36.25,0.07335169,13.36546,220.83379,1600,93.085526,0.15414768,16,59974,100,2.4032593e-06,-107.20113387035525,1.0235313,1.0335693,[-0.655 -1.103 -0.81  -0.996  0.055],186.29991555213928,884.2086,1.484885,100.0
0.44645053,-73.30385,,1.1137171,0.26824385,-68.4886,-17.567749,50.16392,36.55,0.07531355,14.822152,221.86555,1700,93.17737,0.29529294,17,63629,100,-2.2888183e-07,-106.40851910563062,1.0620455,1.0564103,[-0.672 -1.104 -0.809 -0.996  0.056],196.82103991508484,2805.9084,2.5663085,100.0
0.79590285,-82.7422,,1.0194067,0.26865086,-81.54401,-17.452705,48.641693,38.64,0.077747814,13.819411,200.76523,1800,93.46234,0.098654024,18,67493,100,-1.7547608e-06,-106.98762747492246,1.0103008,1.0114396,[-0.669 -1.11  -0.819 -1.005  0.069],209.08326935768127,493.99188,1.4328315,100.0
0.7517777,-81.53824,,1.0217438,0.267661,-80.48697,-18.229416,41.377537,38.33,0.077121526,14.8373375,202.26324,1900,93.416664,0.101929545,19,71326,100,-1.14440915e-07,-107.00517573718467,1.0079658,1.0127214,[-0.67  -1.111 -0.816 -1.005  0.078],221.04722213745117,524.955,1.3438036,100.0
0.6298208,-62.999496,,1.043716,0.26743266,-61.0766,-16.859322,32.80339,37.85,0.07653002,11.779576,211.3789,2000,93.23995,0.13944018,20,75111,100,3.2424928e-06,-109.00909977093475,1.0214114,1.0215465,[-0.666 -1.105 -0.813 -0.999  0.081],233.18564176559448,686.052,1.4760487,100.0
0.6913619,-59.092896,,1.0432189,0.26118255,-57.046814,-14.252876,40.37414,36.02,0.07276711,11.976832,222.7078,2100,93.00061,0.12986098,21,78713,100,-7.6293944e-08,-108.04994069182547,1.0131768,1.0203735,[-0.675 -1.104 -0.819 -1.004  0.078],243.6539967060089,783.4792,1.5879124,100.0
0.63047034,-75.456375,,1.0500519,0.26991916,-72.60385,-19.241776,38.588055,38.56,0.07802625,13.5893955,205.12134,2200,93.41076,0.16475917,22,82569,100,-2.9754638e-06,-107.76083967289858,1.0292927,1.0303982,[-0.693 -1.104 -0.828 -1.005  0.079],256.30141830444336,903.3551,1.6140704,100.0
0.41951615,-46.82222,,1.1271226,0.26870066,-40.395447,-16.798782,37.942997,35.78,0.07456578,12.761095,231.78265,2300,93.021065,0.29595396,23,86147,100,-7.6293946e-07,-106.96922398544228,1.0662571,1.0712472,[-0.682 -1.103 -0.824 -1.013  0.084],268.27849888801575,3447.9128,2.4627883,100.0
0.635318,-73.363174,,1.067647,0.26597288,-70.008865,-16.557892,44.16504,36.96,0.075138204,14.021587,214.33492,2400,93.266174,0.21747027,24,89843,100,1.2207031e-06,-105.96205727228003,1.0321084,1.0386554,[-0.676 -1.094 -0.821 -1.005  0.057],279.2956976890564,1585.945,2.0942957,100.0
0.729574,-43.704926,,1.0390528,0.25431743,-41.351044,-14.248421,43.7829,34.14,0.068845354,11.754018,236.68347,2500,92.70654,0.11825499,25,93257,100,-6.4849854e-07,-107.42924018931448,1.017343,1.0179569,[-0.666 -1.097 -0.821 -1.012  0.072],290.81023645401,723.18945,1.4304236,100.0
0.59248525,-58.788635,,1.0710744,0.26986194,-54.20926,-15.421837,37.58918,37.75,0.0771054,12.008243,215.19647,2600,93.25153,0.17438082,26,97032,100,-2.0980835e-06,-108.50300681264207,1.032652,1.0414572,[-0.675 -1.094 -0.815 -1.01   0.072],302.49676275253296,1194.8323,1.8497736,100.0
0.7261787,-25.054138,,1.0729175,0.25280893,-21.17389,-15.296898,40.574234,32.98,0.06717245,13.607224,249.58612,2700,92.49381,0.17122462,27,100330,100,6.8664554e-07,-107.29012192565915,1.0289458,1.0385104,[-0.658 -1.097 -0.806 -1.019  0.079],313.7576835155487,1336.9158,1.653284,100.0
0.5578508,-71.37807,,1.1409937,0.26788917,-67.59621,-18.228493,45.972885,36.72,0.07540168,13.608205,220.72484,2800,93.16155,0.33044523,28,104002,100,-2.5177003e-06,-107.19406002233274,1.0553175,1.0559944,[-0.648 -1.087 -0.801 -1.013  0.095],324.94034934043884,3073.9739,3.673514,100.0
0.7240591,-56.712265,,1.0343968,0.25969177,-54.844864,-18.418953,36.064354,35.81,0.072131105,13.527321,220.38387,2900,93.05295,0.12199846,29,107583,100,-2.2888183e-07,-106.48186665722754,1.0163094,1.0148342,[-0.642 -1.096 -0.8   -1.007  0.099],336.7563169002533,572.7239,1.551199,100.0
0.6310319,-57.656143,,1.076599,0.26329964,-54.762177,-17.177307,34.903152,36.39,0.073760726,12.326472,221.86142,3000,93.05413,0.19295073,30,111222,100,-1.7547608e-06,-108.18654762098107,1.0247121,1.0356637,[-0.636 -1.087 -0.795 -1.008  0.095],348.64115500450134,1263.9125,2.2674725,100.0
0.5733654,-63.555878,,1.0929685,0.26587915,-58.685745,-18.219086,44.23463,36.19,0.07425508,12.959754,226.14977,3100,93.05885,0.23937726,31,114841,100,-3.8146973e-07,-107.50531882335108,1.0469729,1.0543609,[-0.617 -1.095 -0.796 -1.013  0.107],359.2165837287903,2121.3052,2.1737494,100.0
0.63436764,-60.926743,,1.0528357,0.2660353,-59.01277,-18.227875,34.059113,37.47,0.07571589,12.412079,212.48076,3200,93.22415,0.14996003,32,118588,100,2.8991699e-06,-108.21081311164824,1.0258112,1.0203072,[-0.615 -1.103 -0.801 -1.025  0.122],370.78105211257935,820.8971,1.4896079,100.0
0.5587077,-68.78912,,1.1699994,0.2727142,-61.575195,-19.280792,44.693787,36.91,0.0769599,16.029678,221.29388,3300,93.2785,0.31215155,33,122279,100,3.2806397e-06,-105.59030974822686,1.0882251,1.0768162,[-0.617 -1.108 -0.802 -1.019  0.117],382.5391159057617,3155.6067,2.3134847,100.0
0.46260276,-43.42598,,1.0853796,0.26013258,-40.141174,-15.134544,41.967003,34.99,0.071346246,12.527121,231.73999,3400,92.873856,0.22581263,34,125778,100,-2.0599366e-06,-107.17997921833297,1.0494674,1.0350993,[-0.614 -1.112 -0.791 -1.015  0.13 ],393.84625577926636,1691.0236,1.8161753,100.0
0.8480129,-70.858185,,1.0138389,0.2651476,-70.12741,-15.682419,36.66534,37.83,0.07585617,13.614315,205.78003,3500,93.317215,0.06338975,35,129561,100,-5.531311e-06,-107.48990256738831,1.0039274,1.0063796,[-0.616 -1.115 -0.784 -1.011  0.123],405.81443786621094,315.7708,1.2990682,100.0
0.54336107,-80.271835,,1.2774079,0.28054482,-69.37308,-16.528038,43.090378,38.65,0.0811057,13.271267,220.79886,3600,93.41324,0.48514348,36,133426,100,1.7166137e-06,-107.96451069505196,1.1029358,1.1248934,[-0.626 -1.118 -0.789 -1.013  0.126],417.948753118515,6028.686,4.7339377,100.0
0.84174657,-50.7153,,1.0139629,0.25528422,-50.12181,-15.283104,40.62606,34.86,0.069887325,11.418056,228.44572,3700,92.822136,0.05717816,37,136912,100,-7.019043e-06,-107.69165837034495,1.0036192,1.0061331,[-0.654 -1.108 -0.781 -1.006  0.145],428.28478240966797,217.93478,1.187339,100.0
0.44205552,-62.470978,,1.0665449,0.26768702,-58.087418,-14.913139,35.73347,37.02,0.07568352,12.998209,219.17513,3800,93.17258,0.18363544,38,140614,100,-2.4795531e-06,-107.865809201251,1.0326941,1.0393002,[-0.659 -1.099 -0.779 -1.001  0.147],439.3340904712677,1443.7249,1.6983442,100.0
0.68617463,-86.92279,,1.0459177,0.2759554,-84.359146,-19.593063,49.001904,40.18,0.08157016,14.100071,195.73427,3900,93.62171,0.17390642,39,144632,100,-3.852844e-06,-108.04984994906972,1.0201948,1.0250045,[-0.649 -1.108 -0.773 -1.007  0.132],450.749680519104,1132.882,1.6395303,100.0
0.7002236,-60.83998,,1.0491401,0.26545966,-57.740326,-16.172577,31.564991,37.15,0.07520255,11.6679735,217.92642,4000,93.12605,0.11339124,40,148347,100,-6.4849854e-07,-109.10871668617479,1.0171428,1.0288069,[-0.635 -1.112 -0.765 -1.014  0.14 ],461.75149297714233,614.4294,1.4562804,100.0
0.55514604,-94.25064,,1.0790919,0.27929807,-90.410904,-19.70008,41.550476,40.44,0.08283763,15.143126,194.39781,4100,93.72987,0.23718904,41,152391,100,1.0681152e-06,-106.56207126103125,1.0448465,1.050281,[-0.624 -1.105 -0.761 -1.006  0.135],472.85611033439636,1870.7742,2.3503642,100.0
0.62452555,-51.088898,,1.0422585,0.26043206,-47.768234,-18.263962,32.698868,35.39,0.07187459,12.085735,228.4004,4200,92.92867,0.14518918,42,155930,100,-2.861023e-06,-107.43518863281466,1.0219433,1.0324483,[-0.615 -1.111 -0.76  -1.019  0.146],483.5456802845001,1010.4707,1.6021404,100.0
0.6230932,-68.88472,,1.0421544,0.26788405,-66.605774,-16.599075,48.52987,38.16,0.07700016,11.959347,208.24469,4300,93.31839,0.12908034,43,159746,100,3.4332274e-06,-108.40549448914672,1.0154854,1.0263541,[-0.62  -1.117 -0.77  -1.021  0.159],495.68876004219055,564.2549,1.4923794,100.0
0.5282297,-77.777115,,1.1525433,0.27652842,-70.265305,-16.752914,39.046585,38.4,0.07971927,13.078986,216.42638,4400,93.370445,0.2882615,44,163586,100,-2.4414062e-06,-108.08901196930354,1.0629195,1.0871896,[-0.632 -1.104 -0.767 -1.013  0.15 ],507.0230522155762,2950.6167,2.2764113,100.0
0.4905392,-57.91855,,1.146507,0.2727465,-51.251404,-16.210396,38.98179,36.64,0.076643206,12.620476,228.23169,4500,93.108635,0.2765429,45,167250,100,2.5558472e-06,-107.93071159777033,1.0605209,1.0762457,[-0.613 -1.088 -0.76  -1.004  0.134],519.8101835250854,2929.531,2.136068,100.0
0.57137936,-46.904144,,1.1303703,0.26463374,-40.958725,-15.823471,30.883606,35.55,0.07318466,12.57545,233.99037,4600,92.91556,0.23150013,46,170805,100,3.4332274e-06,-108.1512166416963,1.0545026,1.054685,[-0.617 -1.087 -0.752 -1.015  0.119],530.8125152587891,2269.4487,1.764243,100.0
0.64204293,-93.01495,,1.0897775,0.27448225,-89.54855,-17.527313,55.649727,39.82,0.08073241,14.942312,195.32959,4700,93.66397,0.20408137,47,174787,100,-5.340576e-07,-106.24027151956821,1.0374273,1.0446973,[-0.615 -1.11  -0.754 -1.025  0.108],542.7179079055786,960.11816,1.7108645,100.0
0.66854763,-85.03549,,1.0211898,0.268164,-83.6185,-17.60138,37.041264,38.58,0.07754074,14.164068,198.73425,4800,93.52109,0.08986926,48,178645,100,2.2888183e-07,-105.6881886918681,1.0073454,1.0168217,[-0.587 -1.105 -0.746 -1.028  0.11 ],553.8009705543518,431.10785,1.2799739,100.0
0.6794425,-58.301834,,1.0340625,0.2631183,-57.01822,-17.18541,37.582375,36.72,0.07407254,12.405385,214.81851,4900,93.164116,0.1556289,49,182317,100,-4.043579e-06,-107.14706428942121,1.0193998,1.0197585,[-0.595 -1.096 -0.745 -1.022  0.104],565.2643103599548,697.0344,1.4938543,100.0
0.25251424,-75.75394,,1.3666283,0.29854086,-64.9718,-18.722305,31.208778,38.92,0.08651533,12.74092,226.00632,5000,93.490944,0.70295644,50,186209,100,-3.967285e-06,-107.20811661346866,1.1934409,1.18923,[-0.588 -1.088 -0.744 -1.02   0.113],578.0461323261261,12728.961,5.472162,100.0
0.7438605,-72.78168,,1.0324591,0.26541626,-71.106674,-16.816727,53.419193,37.54,0.07562048,14.372015,208.42589,5100,93.306915,0.1368528,51,189963,100,-5.264282e-06,-106.85919891478144,1.0137467,1.0200702,[-0.589 -1.092 -0.737 -1.021  0.068],590.6923887729645,699.662,1.8188825,100.0
0.87128323,-89.78508,,1.0068634,0.26995903,-89.489716,-18.159737,43.832752,39.43,0.078991465,13.244049,195.15189,5200,93.53831,0.06333689,52,193906,100,4.348755e-06,-107.6772729226557,1.003047,1.00444,[-0.597 -1.086 -0.733 -1.017  0.076],602.6008186340332,277.01282,1.3345257,100.0
0.783406,-90.43791,,1.0169038,0.2730831,-89.98718,-18.414131,36.328465,40.28,0.080834895,13.739221,189.95386,5300,93.67537,0.10296,53,197934,100,,-107.23819910734424,1.0087955,1.0069698,[-0.6   -1.083 -0.732 -1.014  0.08 ],614.5675537586212,375.0585,1.2742268,100.0
0.54508877,-71.57507,,1.1986047,0.27065116,-67.745316,-15.555885,51.01285,36.79,0.07623474,13.361566,223.12794,5400,93.1518,0.4836348,54,201613,100,-1.1444092e-06,-107.57767593552333,1.0734103,1.0792218,[-0.594 -1.078 -0.729 -1.015  0.084],625.4067118167877,5617.045,6.1238947,100.0
0.6231917,-44.76538,,1.0845704,0.2593288,-42.529907,-18.142044,33.521545,35.56,0.07175246,13.449699,222.60614,5500,93.025024,0.15934452,55,205169,100,3.2043456e-06,-106.23502799183635,1.0266485,1.0241482,[-0.595 -1.055 -0.722 -1.012  0.093],635.7739140987396,799.73486,1.7022126,100.0
0.6011245,-83.00224,,1.0460933,0.27013245,-81.19545,-18.083878,40.287216,38.57,0.07809449,14.201682,202.80824,5600,93.45499,0.19267078,56,209026,100,-2.4414062e-06,-106.93584980503014,1.0283855,1.0268028,[-0.616 -1.056 -0.727 -1.007  0.097],647.5026726722717,1173.6403,1.5986882,100.0
0.66098654,-85.96739,,1.0337727,0.27290803,-83.73192,-17.605469,36.026806,39.59,0.08002371,13.630775,196.26259,5700,93.59486,0.11402216,57,212985,100,2.0599366e-06,-106.9948503260257,1.0141159,1.0216935,[-0.615 -1.052 -0.732 -1.009  0.101],657.7324464321136,499.99985,1.503232,100.0
0.63074005,-74.49815,,1.1254642,0.2751125,-66.836075,-17.167503,46.052124,37.98,0.07885153,14.144659,217.8922,5800,93.332726,0.26736832,58,216783,100,-2.0599366e-06,-107.62169998436266,1.0653073,1.0849311,[-0.604 -1.048 -0.721 -1.006  0.098],669.2087581157684,2166.002,2.1697137,100.0
0.48167005,-44.121994,,1.0834965,0.26144662,-37.625076,-16.668846,44.833824,34.7,0.07138458,12.430366,238.15468,5900,92.83992,0.18772759,59,220253,100,-3.2806397e-06,-106.87767993630221,1.0396286,1.0572536,[-0.608 -1.041 -0.729 -1.004  0.116],681.5043408870697,1437.1403,1.8106256,100.0
0.57981306,-105.02652,,1.0936613,0.28232402,-100.977646,-20.58216,43.89476,41.64,0.08508458,14.521636,187.67314,6000,93.88333,0.21492156,60,224417,100,1.1825562e-06,-106.52915591556427,1.0496073,1.0497833,[-0.603 -1.024 -0.714 -0.997  0.099],693.7795329093933,1032.1034,1.9410089,100.0
0.67068845,-74.256805,,1.0625688,0.2651864,-70.62723,-16.40915,49.84238,36.73,0.07465829,14.554063,218.06989,6100,93.185,0.16650617,61,228090,100,5.8746336e-06,-106.79259259456448,1.024807,1.0422924,[-0.594 -1.036 -0.725 -1.008  0.105],704.7282326221466,1003.30505,1.8090761,100.0
0.6344595,-85.24162,,1.1215442,0.27436206,-79.513016,-17.394936,44.521282,38.88,0.07964675,13.487466,209.76494,6200,93.4238,0.22050747,62,231978,100,3.0517579e-06,-108.40187238358646,1.0499911,1.0609797,[-0.583 -1.028 -0.724 -1.001  0.097],716.6721348762512,1604.5907,1.7175496,100.0
0.8193512,-68.34213,,1.0188174,0.26393276,-67.259735,-18.315659,44.39938,37.26,0.0748908,13.583035,209.62225,6300,93.26037,0.0961859,63,235704,100,-3.3950805e-06,-106.93253401821622,1.0073638,1.0131619,[-0.577 -1.044 -0.725 -1.001  0.094],728.5604512691498,417.98608,1.4115714,100.0
0.79947907,-83.147705,,1.0118114,0.26422033,-82.57219,-18.293098,53.898724,37.58,0.075321265,15.117653,206.00398,6400,93.316956,0.05991136,64,239462,100,-2.1362305e-06,-106.78449633755055,1.0030155,1.0060986,[-0.571 -1.036 -0.721 -0.995  0.096],740.4206359386444,327.35464,1.1786982,100.0
0.61953986,-45.384506,,1.0803806,0.260161,-40.842224,-15.741127,38.420166,34.93,0.071288414,10.166837,237.51376,6500,92.76892,0.2295031,65,242955,100,-1.2207031e-06,-108.82601699936755,1.0417545,1.0401036,[-0.58  -1.033 -0.723 -0.995  0.096],751.1287264823914,1924.4995,2.0518386,100.0
0.8283221,-57.424652,,1.0150188,0.25433394,-55.927933,-15.972313,60.213448,34.41,0.069140166,12.751239,233.38707,6600,92.736465,0.070529245,66,246396,100,-3.5858154e-06,-107.76413423515818,1.0058237,1.0110029,[-0.564 -1.029 -0.717 -0.998  0.114],761.6476356983185,403.785,1.2866237,100.0
0.5707613,-80.58336,,1.0612237,0.27192622,-78.36427,-19.478905,40.414482,38.8,0.07886394,13.603266,203.04585,6700,93.465,0.21371487,67,250276,100,2.670288e-06,-107.38020420559542,1.0389123,1.0280844,[-0.575 -1.031 -0.724 -1.     0.116],773.1392922401428,1334.1876,1.7832658,100.0
0.7945711,-52.037155,,1.0156406,0.2586265,-51.28981,-17.095993,45.65135,35.77,0.07178884,12.777937,220.78984,6800,92.99385,0.07816109,68,253853,100,7.6293944e-08,-107.42001961068807,1.0053151,1.0064149,[-0.578 -1.026 -0.716 -0.991  0.112],783.917893409729,443.39926,1.2010176,100.0
0.56718826,-81.116394,,1.0755553,0.2745539,-76.57887,-18.151726,36.06327,39.01,0.0798536,13.356196,206.6764,6900,93.45295,0.20628087,69,257754,100,-9.536743e-07,-108.19603395285168,1.0407066,1.051202,[-0.581 -1.035 -0.72  -0.996  0.109],795.7976348400116,1469.1829,1.7843635,100.0
0.741719,-75.023254,,1.021714,0.26540536,-74.009766,-18.138702,41.842266,37.72,0.07581383,12.393433,208.18033,7000,93.27731,0.11147919,70,261526,100,-1.3732911e-06,-107.9298211574548,1.0114552,1.0143942,[-0.573 -1.039 -0.717 -1.008  0.102],808.0672867298126,499.35922,1.3909932,100.0
0.5911877,-67.81618,,1.088851,0.27408925,-65.00078,-16.34343,44.65957,38.76,0.07944086,12.391872,208.06828,7100,93.37507,0.27917442,71,265402,100,3.2043456e-06,-109.01137137106811,1.0509956,1.0437571,[-0.565 -1.037 -0.714 -1.011  0.109],819.9776327610016,2081.0847,2.0611913,100.0
0.635592,-89.52663,,1.057136,0.2749823,-86.17404,-18.30603,42.24772,39.63,0.080674075,14.203865,198.38443,7200,93.602264,0.16739647,72,269365,100,-1.9073487e-07,-106.95656519022856,1.0258987,1.0344225,[-0.567 -1.043 -0.724 -1.021  0.12 ],831.4432485103607,1198.3445,1.5746218,100.0
0.43894938,-87.85071,,1.1739854,0.27734855,-81.10988,-17.36538,58.852135,38.18,0.07970982,14.452651,217.69563,7300,93.35867,0.35928702,73,273183,100,4.7683716e-06,-107.69300520530193,1.0880065,1.0823462,[-0.571 -1.062 -0.736 -1.031  0.127],843.3999073505402,4237.5596,2.530754,100.0
0.7406558,-61.20723,,1.0345604,0.26018432,-59.679413,-16.048943,51.82383,35.88,0.07234383,13.849131,220.62164,7400,93.04347,0.13830756,74,276771,100,1.7929077e-06,-106.8601796704242,1.0162404,1.0163163,[-0.57  -1.055 -0.726 -1.017  0.139],855.7156677246094,763.02234,1.4928019,100.0
0.6477258,-52.815903,,1.0279917,0.25640407,-51.96579,-15.63044,45.656757,34.99,0.07033475,13.016237,226.61328,7500,92.88504,0.11702569,75,280270,100,8.659363e-06,-106.9828044693354,1.0123806,1.0113304,[-0.575 -1.064 -0.729 -1.02   0.149],865.9548287391663,645.4796,1.5430703,100.0
0.7137464,-86.72815,,1.0360825,0.27333695,-85.1631,-19.137291,39.496643,39.94,0.08053131,12.193446,196.54375,7600,93.557335,0.121721625,76,284264,100,-2.0599366e-06,-108.69004697489532,1.01368,1.018066,[-0.581 -1.06  -0.725 -1.014  0.144],877.920576095581,481.33215,1.5028634,100.0
0.70557934,-82.578125,,1.0399797,0.26880977,-79.905136,-16.935715,65.29121,38.15,0.077252336,14.477784,207.75783,7700,93.35263,0.113391295,77,288079,100,5.531311e-06,-107.72355932174882,1.0183846,1.0273353,[-0.583 -1.047 -0.724 -1.007  0.14 ],889.0016148090363,698.92615,1.4314888,100.0
0.5484435,-60.01201,,1.1508801,0.26691362,-52.11946,-16.99862,37.852768,35.99,0.07430482,12.088161,233.21019,7800,93.01016,0.2864846,78,291678,100,-2.708435e-06,-107.78722292162993,1.0606898,1.0766331,[-0.586 -1.059 -0.732 -1.012  0.128],899.7860534191132,2537.5283,2.1438925,100.0
0.4503549,-83.34152,,1.1113642,0.2744251,-77.76187,-18.69194,43.141308,38.81,0.07959021,13.3384905,209.44293,7900,93.44241,0.24172135,79,295559,100,-5.760193e-06,-107.8472644652485,1.0584072,1.0651445,[-0.603 -1.042 -0.721 -1.001  0.111],911.3688840866089,1607.4928,1.8683887,100.0
0.72875583,-89.63382,,1.0569413,0.27424195,-87.44734,-19.270836,55.243507,39.8,0.080646984,14.099663,195.84154,8000,93.62192,0.15521036,80,299539,100,3.6621093e-06,-107.02634974911645,1.0195165,1.0264657,[-0.589 -1.046 -0.726 -1.008  0.094],923.2631244659424,814.95874,1.7097447,100.0
0.6824305,-54.57437,,1.0350088,0.26085278,-53.13684,-17.170341,36.0475,36.09,0.07275715,12.975012,219.12506,8100,93.07077,0.13291448,81,303148,100,-2.4032593e-06,-106.99309241146779,1.0170271,1.013295,[-0.595 -1.033 -0.715 -1.002  0.095],933.8394730091095,689.9911,1.6417915,100.0
0.31985506,-73.910034,,1.3416097,0.2838904,-66.20703,-16.92308,38.552135,38.17,0.08149889,12.4824915,224.65195,8200,93.31413,0.5934315,82,306965,100,4.234314e-06,-108.51485247993085,1.1613055,1.1245989,[-0.599 -1.04  -0.719 -0.999  0.094],945.6923971176147,8784.578,3.6374016,100.0
0.6630634,-65.43344,,1.0295937,0.264136,-63.826492,-16.418282,43.45849,37.17,0.07484958,11.858373,213.36995,8300,93.19212,0.11360116,83,310682,100,-2.822876e-06,-107.93929935705927,1.0110178,1.0199324,[-0.608 -1.055 -0.72  -0.996  0.118],958.1443927288055,517.3687,1.5029452,100.0
0.76855963,-95.51683,,1.029565,0.2783688,-93.98418,-20.204178,34.072826,41.63,0.08388619,13.7105665,185.69038,8400,93.79552,0.10918576,84,314845,100,4.4631956e-06,-108.33197917326393,1.0116029,1.0190316,[-0.621 -1.045 -0.72  -0.993  0.114],970.51673412323,599.4755,1.5911014,100.0
