MeanIWNorm,EpisodesSoFar,J_sample_variance,ReturnMeanIW,MaxIWNorm,StdIWNorm,EpRewMean,MinIW,StdIW,ReturnStepMaxmin,EpLenMean,ESSClassic,MaxIW,MinIWNorm,EpThisIter,InitialReturnMin,InitialBound,Iteration,ESSRenyi,TimestepsSoFar,ReturnStepMax,TimeElapsed,EmpiricalD2,Bound,MeanIW,InitialReturnMax,Weights,InitialReturnMean,InitialReturnStd
0.10550633,100,1017736.3,101.73144,9.806822,0.97533476,-121.62483749719935,6.3446487e-07,97.53347,99.023315,45.73,1.1566378,980.6822,6.3446484e-09,100,-16.882248,-0.85430795,1,0.18040077,4573,100.0,8.196325302124023,554.32135,81.61755,10.550634,25.629276,[-0.365 -0.68  -0.484 -0.253  0.   ],1.2969971e-06,8.854463
0.022205168,200,20470.11,21.295832,1.2281492,0.123971455,-117.37468886276847,8.359472e-05,12.397144,99.04964,48.75,3.1084976,122.81492,8.359472e-07,100,-18.474213,-0.97544426,2,2.5119941,9448,100.0,19.150845050811768,39.80901,15.141289,2.220517,29.263508,[-0.354 -0.698 -0.428 -0.329 -0.211],5.989075e-06,10.061759
0.03316679,300,177526.2,43.525555,2.572847,0.25586036,-117.67876989891441,0.00029409406,25.586039,99.00002,55.43,1.6525841,257.2847,2.9409405e-06,100,-17.163452,-1.2353437,3,0.6254483,14991,100.0,30.04483938217163,159.88531,27.905178,3.3166788,37.060257,[-0.325 -0.781 -0.394 -0.38  -0.272],-1.9073486e-06,10.460479
0.011108818,400,772.45215,3.4194417,0.10989248,0.0154222725,-116.98243838262766,0.02925483,1.5422271,99.002815,58.25,34.160572,10.989248,0.0002925483,100,-21.432327,-1.324749,4,30.647676,20816,100.0,42.23630690574646,3.26289,1.0264938,1.1108818,39.742325,[-0.3   -0.765 -0.346 -0.436 -0.314],-4.7302246e-06,11.369873
0.008892027,500,2103.5156,4.2511506,0.13217652,0.015003318,-115.81405379717059,0.013520841,1.5003319,99.0001,60.54,25.994913,13.217652,0.00013520841,100,-21.129196,-1.3955774,5,24.894648,26870,100.0,54.35793662071228,4.0169277,1.4541068,0.88920265,41.86716,[-0.327 -0.772 -0.331 -0.454 -0.324],-5.302429e-06,11.509721
0.018133868,600,2277.3425,10.076012,0.99533176,0.10032282,-110.90250862067951,0.0011662692,10.032283,99.000015,66.87,3.163872,99.53318,1.1662692e-05,100,-22.317013,-0.96414626,6,7.495919,33557,100.0,67.06636166572571,13.340592,6.5544786,1.813387,28.924473,[-0.343 -0.759 -0.317 -0.478 -0.335],2.4414062e-06,13.063653
0.26087728,700,10428537.0,322.44885,25.571684,2.543846,-112.53424527266165,0.0010213836,254.3846,99.0,72.58,1.0407523,2557.1685,1.0213836e-05,100,-25.451424,-0.9557092,7,0.020437341,40815,100.0,81.1444799900055,4893.0044,255.59695,26.08773,28.671284,[-0.372 -0.73  -0.281 -0.473 -0.332],3.4332277e-07,12.910809
0.010496144,800,1074.5427,5.3756766,0.16371714,0.018597424,-109.27795621722714,0.05420362,1.8597424,99.0,85.62,24.15812,16.371714,0.0005420362,100,-31.972084,-1.0932715,8,20.106255,49377,100.0,98.3587715625763,4.9735765,2.937526,1.0496144,32.798,[-0.387 -0.718 -0.245 -0.506 -0.273],-4.8446655e-06,14.896812
0.015759476,900,47930.242,23.168268,0.9439015,0.09358692,-107.89570867890163,0.022342138,9.358691,99.00001,102.37,2.757462,94.39015,0.00022342138,100,-33.24891,-1.3129107,9,9.965106,59614,100.0,117.46347689628601,10.035016,19.00923,1.5759478,39.387207,[-0.381 -0.732 -0.228 -0.495 -0.251],-3.3950805e-06,16.822542
0.019656776,1000,123879.62,34.748413,1.3897674,0.13786054,-108.81463453194908,0.016729416,13.786053,99.0,138.53,1.9925255,138.97675,0.00016729416,100,-40.7127,-1.6745532,10,4.6169205,73467,100.0,140.85871362686157,21.659458,26.955074,1.9656777,50.23668,[-0.37  -0.765 -0.201 -0.517 -0.254],2.670288e-06,15.9526
0.45109093,1100,10152092.0,445.10278,25.983112,3.1376276,-106.49951500701103,3.7343965e-05,313.7628,99.0,219.29,2.0250711,2598.3113,3.7343963e-07,100,-35.960033,-1.1986678,11,0.034934577,95396,100.0,177.7473223209381,2862.4934,380.9713,45.109093,35.686543,[-0.372 -0.743 -0.185 -0.483 -0.278],1.335144e-07,16.935413
0.009409263,1200,854.031,1.9972789,0.0963159,0.011234111,-94.88912878580496,0.0204346,1.123411,99.0,258.52,41.228672,9.63159,0.00020434598,100,-45.059288,-1.5019763,12,46.120197,121248,100.0,220.5181360244751,2.1682475,-0.21437669,0.9409263,35.019917,[-0.384 -0.728 -0.158 -0.482 -0.299],2.2888183e-07,17.468473
0.010630987,1300,556.9567,3.34728,0.06390482,0.011291017,-93.40888681008317,0.005639104,1.1291016,99.0,292.59,46.991917,6.3904824,5.639104e-05,100,-36.139523,-1.3384753,13,37.915382,150507,100.0,269.9616618156433,2.637452,1.1735654,1.0630988,40.15425,[-0.384 -0.726 -0.148 -0.484 -0.318],-3.0517577e-07,15.642408
0.09145082,1400,508014.53,104.826225,6.3197184,0.6551625,-93.98215523351584,0.00056256674,65.51626,99.0,269.15,1.9111592,631.97186,5.625667e-06,100,-45.236423,-1.5078827,14,0.16117421,177422,100.0,314.74738597869873,620.44666,67.26677,9.145083,28.529238,[-0.389 -0.728 -0.154 -0.494 -0.337],-1.8119812e-06,17.556892
0.010464888,1500,352.92987,2.332639,0.03492268,0.0072278194,-100.37075531725101,0.07339798,0.72278196,99.0,280.35,67.70345,3.4922683,0.0007339798,100,-44.182438,-1.4727466,15,64.76025,205457,100.0,360.7191107273102,1.5441571,0.50254154,1.0464888,31.008074,[-0.381 -0.714 -0.167 -0.469 -0.331],1.411438e-06,16.22648
0.010326276,1600,5542.672,8.277903,0.2641336,0.028030727,-99.8750272507278,0.017011814,2.8030727,99.0,268.45,11.949524,26.41336,0.00017011813,100,-47.471893,-1.5823953,16,10.725424,232302,100.0,403.0503282546997,9.323641,3.4461122,1.0326276,27.092949,[-0.387 -0.715 -0.17  -0.464 -0.354],1.1253356e-06,16.677588
0.027984433,1700,100332.95,32.828033,1.6813116,0.17005871,-92.72136826400829,0.004024711,17.00587,99.0,333.89,2.6365225,168.13116,4.024711e-05,100,-40.814728,-1.3604918,17,1.4235358,265691,100.0,455.1906135082245,70.24762,21.425236,2.7984433,28.615107,[-0.387 -0.728 -0.174 -0.456 -0.373],-9.155273e-07,13.259696
0.011016212,1800,358.73172,3.793926,0.13573961,0.018109046,-81.93747593073775,0.025917025,1.8109045,99.0,388.92,27.010565,13.573961,0.00025917025,100,-46.387375,-1.5462447,18,38.461823,304583,100.0,515.7837417125702,2.5999808,1.3006887,1.1016214,31.70775,[-0.383 -0.714 -0.171 -0.434 -0.334],1.1825562e-06,14.538522
0.027075352,1900,15985.029,15.350732,1.7037557,0.1707761,-87.59408811557655,0.00039761147,17.077614,99.0,392.63,2.4519553,170.37558,3.9761144e-06,100,-35.14774,-1.1715921,19,1.967739,343846,100.0,576.17857837677,50.819748,6.9986954,2.7075355,25.16415,[-0.387 -0.717 -0.168 -0.434 -0.362],-6.67572e-07,11.584905
0.014341151,2000,2391.3188,8.333611,0.20243679,0.03378917,-78.50766178204344,0.01718147,3.3789167,99.0,384.99,15.26438,20.24368,0.00017181468,100,-43.483116,-1.4494374,20,13.136204,382345,100.0,636.2270226478577,7.6125493,4.3344903,1.4341153,21.713848,[-0.397 -0.707 -0.153 -0.435 -0.356],-5.0544736e-07,13.579628
0.011586939,2100,214.98915,0.7916792,0.05148123,0.007954993,-86.49664924974618,0.33745193,0.7954993,99.0,388.18,67.96487,5.148123,0.0033745193,100,-33.45148,-1.1150514,21,71.43041,421163,100.0,694.8065576553345,1.3999639,-0.52764803,1.158694,23.929502,[-0.396 -0.7   -0.16  -0.421 -0.368],-1.8310546e-06,12.038955
0.0109684495,2200,162.02704,1.4401002,0.059337243,0.0106711965,-74.3886237673756,0.045058683,1.0671197,99.0,423.2,51.373386,5.9337244,0.0004505868,100,-34.41146,-1.1470504,22,42.862797,463483,100.0,759.6079988479614,2.3330255,-0.31193006,1.0968449,20.319195,[-0.38  -0.714 -0.158 -0.431 -0.377],-1.6784668e-06,10.894529
0.016049322,2300,44905.49,20.848986,0.7640175,0.07943958,-84.0265022001426,0.004450713,7.9439583,99.0,395.51,3.9216175,76.40176,4.4507127e-05,100,-35.592354,-1.1864127,23,1.7586343,503034,100.0,819.3359541893005,56.862305,11.902598,1.6049324,30.117943,[-0.376 -0.715 -0.163 -0.426 -0.379],-8.010864e-07,11.761329
0.012948589,2400,7574.9893,8.29005,0.5536813,0.0556777,-76.4496808562367,0.0064404495,5.5677695,99.0,413.91,5.1310525,55.368134,6.440449e-05,100,-41.550438,-1.385016,24,8.200018,544425,100.0,883.6526970863342,12.195095,3.453374,1.294859,21.376904,[-0.38  -0.692 -0.147 -0.423 -0.405],-1.2397766e-06,12.533931
0.01075216,2500,217.7835,1.5680366,0.05088367,0.007978943,-81.47013955534533,0.18256469,0.79789436,99.0,431.37,64.48784,5.088367,0.0018256468,100,-42.79801,-1.4266026,25,62.01281,587562,100.0,949.3882095813751,1.61257,-0.24356079,1.075216,18.63749,[-0.371 -0.686 -0.13  -0.415 -0.402],-2.0980835e-06,11.0293865
0.00999572,2600,126.17911,1.3822927,0.034152597,0.007706852,-84.80537202314802,0.10087643,0.7706852,99.0,423.81,62.716976,3.4152598,0.0010087643,100,-31.531706,-1.0510572,26,52.69492,629943,100.0,1012.5314865112305,1.8977162,-0.06561828,0.999572,24.064732,[-0.366 -0.687 -0.132 -0.415 -0.423],-5.912781e-07,10.438663
0.010127587,2700,163.99771,0.382765,0.02553292,0.003982291,-78.38149830668844,0.3979248,0.3982291,99.0,434.6,86.608894,2.553292,0.003979248,100,-45.65085,-1.5216969,27,86.50023,673403,100.0,1074.6891055107117,1.1560663,-1.2533693,1.0127587,23.23536,[-0.372 -0.683 -0.126 -0.415 -0.426],-1.9454956e-06,11.553649
0.02047163,2800,6026.157,8.765039,1.0086474,0.10328828,-82.19548889900182,0.0011154609,10.328827,99.0,426.95,3.7798016,100.864746,1.1154609e-05,100,-38.683655,-1.2894553,28,6.1052723,716098,100.0,1136.9216668605804,16.379286,3.5464425,2.047163,23.708979,[-0.373 -0.683 -0.125 -0.418 -0.426],9.536743e-08,10.714725
0.025894405,2900,6714.5996,10.823345,0.823906,0.10008729,-76.45246608650476,0.00034612307,10.00873,99.0,411.59,6.2735853,82.3906,3.4612306e-06,100,-32.95777,-1.0985932,29,3.1814923,757257,100.0,1196.6604051589966,31.431791,4.66419,2.5894403,25.363556,[-0.372 -0.664 -0.136 -0.407 -0.436],-7.4386594e-07,12.35392
0.010491339,3000,1592.2909,4.6278644,0.1805014,0.020884454,-82.11602796575755,0.02543806,2.0884454,99.0,354.37,20.150572,18.05014,0.00025438057,100,-36.528297,-1.2176096,30,29.702251,792694,100.0,1248.9912219047546,3.366748,2.3937082,1.0491339,23.901237,[-0.374 -0.658 -0.14  -0.418 -0.424],3.0517577e-07,13.696533
0.011916731,3100,2431.6743,5.752585,0.17159253,0.025316149,-80.8959327441558,0.015238584,2.5316153,99.0,371.22,18.138409,17.159254,0.00015238584,100,-38.463684,-1.2821238,31,10.181008,829816,100.0,1302.3941910266876,9.822209,1.7343602,1.1916732,27.845297,[-0.39  -0.661 -0.141 -0.421 -0.458],-8.392334e-07,12.544239
0.015662268,3200,19493.178,14.426846,0.63329285,0.07467418,-75.55773884299253,0.00022487642,7.4674187,99.0,369.2,4.2137766,63.329285,2.248764e-06,100,-40.85639,-1.3618791,32,2.5760138,866736,100.0,1355.5557146072388,38.819668,5.941594,1.5662268,22.90515,[-0.404 -0.651 -0.133 -0.42  -0.453],3.8146973e-07,14.031044
