J_sample_variance,ESSRenyi,ReturnStepMaxmin,ESSClassic,InitialReturnStd,TimeElapsed,InitialBound,EpRewMean,MeanIWNorm,MinIW,Weights,ReturnMeanIW,ReturnStepMax,EpLenMean,EntropyCoefficient,EpisodesSoFar,MaxIWNorm,Iteration,MeanEntropy,EmpiricalD2,StdIWNorm,MinIWNorm,MeanIW,EpThisIter,Bound,StdIW,InitialReturnMin,Stepper,MaxIW,TimestepsSoFar,InitialReturnMax,InitialReturnMean
25.186686,36.35755,86.90667,62.27303,3.275067,2.292494058609009,13.882788,-108.67197648780628,0.009875073,0.18544653,[-0.689  0.919 -0.673  0.288  0.   ],0.37157068,100.0,17.45,10.0,100,0.04039952,1,1.5361378,2.7504601,0.0076862816,0.0018544652,0.9875074,100,15.224354,0.7686282,-4.7708664,1.0,4.0399523,1745,9.20005,3.7384034e-06
2658.4211,1.361105,86.99316,4.14221,3.3128467,5.650618314743042,15.020371,-108.91273033025267,0.026954712,0.004333848,[-0.676  0.902 -0.653  0.247  0.117],6.3359103,100.0,17.6,10.0,200,1.1394886,2,1.5862604,73.46972,0.12966786,4.333848e-05,2.6954713,100,19.275658,12.966786,-4.670555,1.0,113.94886,3505,10.229973,-7.400513e-06
284720.16,0.051663052,86.66867,1.069946,2.5674627,9.113065481185913,15.595304,-109.28879662594318,0.33728766,0.0069827293,[-0.735  0.841 -0.594  0.257  0.167],52.203545,100.0,17.2,10.0,300,32.606495,3,1.7249745,1935.6193,3.243274,6.982729e-05,33.728764,100,57.692715,324.3274,-3.8791122,1.0,3260.6494,5225,8.019363,1.1444092e-05
6.7642317,28.741266,87.61399,57.755898,2.6916928,12.695008277893066,16.87728,-110.0029485430614,0.008375393,0.102601185,[-0.67   0.877 -0.506  0.347  0.306],-0.1781289,100.0,18.76,10.0,400,0.05026573,4,1.8727212,3.479318,0.0071629183,0.0010260119,0.8375392,100,17.854317,0.71629184,-4.440857,1.0,5.026573,7101,11.174103,5.645752e-06
22.090553,30.972702,87.77858,48.29768,2.9235382,15.50507926940918,18.468523,-110.62260214751359,0.008721433,0.07599075,[-0.668  0.879 -0.496  0.339  0.454],-0.12597834,100.0,19.01,10.0,500,0.06204371,5,2.0026252,3.2286496,0.009023597,0.0007599075,0.8721433,100,19.435455,0.9023598,-4.153969,1.0,6.2043715,9002,7.7605896,-1.2969971e-06
62894.5,0.16490172,88.65262,1.1841766,3.1736073,18.32835340499878,19.724068,-111.89229117136748,0.05178102,1.0496742e-06,[-0.678  0.851 -0.484  0.314  0.584],26.438133,100.0,20.76,10.0,600,4.7548313,6,1.8759072,606.4218,0.4730157,1.0496742e-08,5.1781025,100,37.755623,47.30158,-4.671753,1.0,475.48315,11078,9.065651,2.3651123e-06
