InitialBound,TimeElapsed,EmpiricalD2,Iteration,J_sample_variance,EntropyCoefficient,InitialReturnMean,MeanEntropy,Weights,Bound,StdIW,ReturnMeanIW,MaxIW,EpisodesSoFar,ReturnStepMaxmin,ReturnStepMax,MinIWNorm,StdIWNorm,InitialReturnMax,MeanIW,InitialReturnStd,EpRewMean,ESSRenyi,EpLenMean,MeanIWNorm,TimestepsSoFar,InitialReturnMin,EpThisIter,ESSClassic,MinIW,MaxIWNorm
13.882788,2.2761595249176025,2.7504601,1,25.186686,10.0,3.7384034e-06,1.5361378,[-0.689  0.919 -0.673  0.288  0.   ],15.224354,0.7686282,0.37157068,4.0399523,100,86.90667,100.0,0.0018544652,0.0076862816,9.20005,0.9875074,3.275067,-108.67197648780628,36.35755,17.45,0.009875073,1745,-4.7708664,100,62.27303,0.18544653,0.04039952
15.020371,5.5801100730896,73.46972,2,2658.4211,10.0,-7.400513e-06,1.5862604,[-0.676  0.902 -0.653  0.247  0.117],19.275658,12.966786,6.3359103,113.94886,200,86.99316,100.0,4.333848e-05,0.12966786,10.229973,2.6954713,3.3128467,-108.91273033025267,1.361105,17.6,0.026954712,3505,-4.670555,100,4.14221,0.004333848,1.1394886
15.595304,8.997815608978271,1935.6193,3,284720.16,10.0,1.1444092e-05,1.7249745,[-0.735  0.841 -0.594  0.257  0.167],57.692715,324.3274,52.203545,3260.6494,300,86.66867,100.0,6.982729e-05,3.243274,8.019363,33.728764,2.5674627,-109.28879662594318,0.051663052,17.2,0.33728766,5225,-3.8791122,100,1.069946,0.0069827293,32.606495
16.87728,12.595319032669067,3.479318,4,6.7642317,10.0,5.645752e-06,1.8727212,[-0.67   0.877 -0.506  0.347  0.306],17.854317,0.71629184,-0.1781289,5.026573,400,87.61399,100.0,0.0010260119,0.0071629183,11.174103,0.8375392,2.6916928,-110.0029485430614,28.741266,18.76,0.008375393,7101,-4.440857,100,57.755898,0.102601185,0.05026573
18.468523,15.445453882217407,3.2286496,5,22.090553,10.0,-1.2969971e-06,2.0026252,[-0.668  0.879 -0.496  0.339  0.454],19.435455,0.9023598,-0.12597834,6.2043715,500,87.77858,100.0,0.0007599075,0.009023597,7.7605896,0.8721433,2.9235382,-110.62260214751359,30.972702,19.01,0.008721433,9002,-4.153969,100,48.29768,0.07599075,0.06204371
