EpisodesSoFar,Bound,InitialReturnMean,MinIWNorm,InitialReturnMax,ESSClassic,InitialReturnMin,MaxIW,InitialReturnStd,J_sample_variance,ReturnMeanIW,MeanIWNorm,EmpiricalD2,TimeElapsed,MaxIWNorm,TimestepsSoFar,EpRewMean,EpLenMean,MeanIW,StdIWNorm,MinIW,EpThisIter,Iteration,InitialBound,StdIW,ESSRenyi,Weights
7700,0.23736408,-2.0599366e-06,0.000295534,7.886635,55.66353,-4.461128,4.7687373,2.8650239,16.152452,0.6926613,0.008422034,2.9995008,417.9060719013214,0.04768737,129357,-107.64186708857831,16.35,0.8422034,0.0075164377,0.029553402,100,77,-0.2628899,0.7516438,33.338882,[ 0.728  0.395  0.991  0.265 -0.575]
7800,-0.14708701,6.1035155e-07,0.0027647892,7.7909317,91.146095,-4.1855774,2.0398085,2.557864,9.535609,0.12934405,0.010126388,1.1330194,424.01049041748047,0.020398084,131024,-108.31326649514483,16.67,1.0126387,0.0031561186,0.27647892,100,78,-0.25969714,0.31561187,88.259735,[ 0.739  0.4    1.047  0.303 -0.57 ]
7900,0.44605547,1.8310546e-06,0.00025435622,6.821327,37.92951,-4.0371475,7.845139,2.469154,41.09927,0.8424324,0.010857277,3.0389347,429.0851068496704,0.07845139,132630,-108.04984875337588,16.06,1.0857278,0.013889127,0.025435623,100,79,-0.22737576,1.3889128,32.90627,[ 0.732  0.393  1.059  0.288 -0.565]
8000,-0.29027346,5.340576e-07,0.005247216,9.666512,95.12238,-4.0216827,1.506221,2.9909933,9.923941,0.042744722,0.009879959,1.0681663,434.66199231147766,0.01506221,134275,-108.25456633618238,16.45,0.9879959,0.002237265,0.5247216,100,80,-0.32221654,0.2237265,93.618385,[ 0.759  0.44   1.012  0.296 -0.588]
8100,5.2634706,3.7384034e-06,4.762986e-06,8.421532,4.738565,-4.7498703,101.147804,2.5831492,7296.346,7.9108524,0.026917687,88.93923,440.367773771286,1.0114781,135923,-107.60625314349528,16.48,2.691769,0.12069046,0.00047629862,100,81,-0.28071398,12.069044,1.1243632,[ 0.757  0.434  1.007  0.297 -0.589]
8200,0.98747206,-5.1116945e-06,0.00017707437,8.829048,11.129985,-4.1705933,31.546457,2.816567,565.47565,2.0226417,0.011566567,12.371937,446.60499000549316,0.31546456,137566,-107.92177694211676,16.43,1.1566569,0.03268397,0.017707437,100,82,-0.29430676,3.2683973,8.0828085,[ 0.763  0.484  1.032  0.279 -0.6  ]
8300,-0.23177102,-1.121521e-05,0.0099995965,6.9529266,99.99998,-4.405693,1.0000355,2.4355457,5.991794,-6.791204e-06,0.010000004,1.0,453.2523903846741,0.010000355,139135,-107.49965601970877,15.69,1.0000004,1.8446768e-07,0.99995965,100,83,-0.23177543,1.845089e-05,100.0,[ 0.782  0.551  0.998  0.297 -0.574]
8400,-0.28441572,-2.2125244e-06,0.01,8.532402,100.0,-4.5223846,1.0,2.9665256,8.889166,-2.2947788e-06,0.010000002,1.0,458.46385502815247,0.01,140781,-108.01656553223822,16.46,1.0,1.8626451e-09,1.0,100,84,-0.28441572,,100.0,[ 0.782  0.551  0.998  0.297 -0.574]
8500,2.0607848,4.9591063e-06,1.4032524e-05,7.464226,5.1133537,-4.0752716,60.454155,2.604905,1131.1582,3.3104613,0.014002659,25.227146,463.9871973991394,0.60454154,142397,-107.64887666724835,16.16,1.4002659,0.060319833,0.0014032524,100,85,-0.24880257,6.031984,3.9639838,[ 0.782  0.551  0.998  0.297 -0.574]
8600,0.014040291,-3.7384034e-06,0.0014215943,7.918686,52.592617,-3.5875092,7.066051,2.7094395,13.614297,0.3738534,0.009815356,1.8581903,469.9461615085602,0.07066051,143987,-108.15134474483992,15.9,0.9815357,0.009318943,0.14215943,100,86,-0.26395997,0.9318943,53.8158,[ 0.737  0.532  1.015  0.218 -0.596]
8700,-0.30438325,1.6021728e-06,0.01,9.131546,100.0,-4.4525146,1.0,2.858743,8.25496,1.6316772e-06,0.010000002,1.0,474.766405582428,0.01,145635,-108.18751715740017,16.48,1.0,1.8626451e-09,1.0,100,87,-0.30438325,,100.0,[ 0.731  0.515  1.003  0.227 -0.594]
8800,-0.16674732,6.8664554e-07,0.0041756546,7.889656,91.72478,-3.9763641,2.1668062,2.5351098,7.2723365,0.105509594,0.010090703,1.071727,479.4582178592682,0.021668062,147245,-108.01823137066008,16.1,1.0090703,0.0030308766,0.41756546,100,88,-0.26298785,0.30308768,93.30734,[ 0.731  0.515  1.003  0.227 -0.594]
8900,-0.289541,-7.858276e-06,0.009995299,8.687309,99.99999,-4.601631,1.0003649,2.8542533,8.22923,3.5963953e-05,0.009999847,1.0,485.19198727607727,0.010003649,148882,-107.81517475065974,16.37,0.9999848,1.6768912e-06,0.99952996,100,89,-0.28958482,0.00016769055,100.0,[ 0.729  0.511  0.992  0.218 -0.601]
9000,-0.25240692,7.095337e-06,0.009999939,7.5724564,100.00001,-3.7208786,1.0000075,2.467272,6.1489196,8.314848e-06,0.010000003,1.0,489.95421838760376,0.010000075,150481,-107.79362187395255,15.99,1.0000002,3.091486e-08,0.999994,100,90,-0.25240818,3.0882454e-06,100.0,[ 0.729  0.511  0.992  0.218 -0.601]
9100,36.195538,-2.5177003e-06,5.7526535e-08,6.6432495,1.048247,-3.6661453,1043.7501,2.7157426,226877.95,47.485085,0.10686426,2599.1687,495.90387988090515,10.437501,152119,-108.186925450378,16.38,10.686427,1.0382751,5.7526536e-06,100,91,-0.22144417,103.827515,0.03847384,[ 0.729  0.511  0.992  0.218 -0.601]
9200,0.3650282,9.155273e-07,0.0003960076,8.962517,32.867973,-4.276596,9.339047,2.6787026,34.020294,0.9790232,0.011417218,4.2238865,502.5863208770752,0.09339047,153727,-107.43393081088416,16.08,1.1417217,0.016316937,0.039600763,100,92,-0.29874966,1.6316937,23.67488,[ 0.787  0.567  0.987  0.338 -0.641]
9300,1.3665998,1.5258789e-07,7.552726e-05,7.168747,23.62883,-3.945076,21.426146,2.7644835,261.86353,1.9224865,0.01367199,5.4116364,508.93980264663696,0.21426146,155334,-108.00354779879054,16.07,1.367199,0.024579633,0.0075527267,100,93,-0.23895812,2.4579632,18.478699,[ 0.767  0.535  0.971  0.331 -0.641]
9400,-0.21815418,-4.5776366e-07,0.0020792072,9.072144,91.554115,-3.94458,2.7674212,2.8582585,9.241254,0.09611978,0.010727935,1.0800389,513.776029586792,0.027674211,156954,-108.13714325254014,16.2,1.0727935,0.0032583643,0.20792073,100,94,-0.30240524,0.32583642,92.58926,[ 0.793  0.547  0.944  0.377 -0.636]
9500,-0.2538036,6.8664554e-07,0.01,7.614128,100.0,-3.494606,1.0,2.3033135,5.358841,7.003546e-07,0.010000002,1.0,518.9989025592804,0.01,158550,-108.22536333756501,15.96,1.0,1.8626451e-09,1.0,100,95,-0.2538036,,100.0,[ 0.795  0.557  0.947  0.387 -0.643]
9600,0.021203756,-4.7302246e-06,0.00034048117,7.036667,45.43412,-3.7540665,7.388651,2.4360142,12.403784,0.38313606,0.008525758,2.381021,524.1684544086456,0.073886506,160209,-108.71740803717493,16.59,0.8525759,0.009343348,0.034048118,100,96,-0.2345604,0.9343349,41.99879,[ 0.795  0.557  0.947  0.387 -0.643]
9700,142.45534,1.2054444e-05,5.1217448e-08,7.5674515,1.0451056,-4.352356,2693.292,2.4911819,2785738.0,167.23553,0.2753409,9650.568,529.508691072464,26.932919,161850,-107.83061069392319,16.41,27.534092,2.6792257,5.121745e-06,100,97,-0.25223634,267.92258,0.010362084,[ 0.815  0.59   0.936  0.39  -0.663]
9800,0.92643213,9.918213e-07,8.8434186e-05,7.97966,24.6051,-4.2985916,14.028592,2.6663654,101.34299,1.6219221,0.010904677,6.8368416,535.9459545612335,0.14028592,163478,-107.90787837340179,16.28,1.0904678,0.019088473,0.008843419,100,98,-0.26598763,1.9088476,14.626637,[ 0.857  0.648  0.875  0.477 -0.66 ]
9900,-0.22904935,-7.3242186e-06,0.009999,6.8714294,99.99999,-4.2452927,1.000065,2.4658434,6.1417956,-1.6987324e-06,0.009999972,1.0,541.9941627979279,0.01000065,165123,-108.1809971808582,16.45,0.9999971,2.7956003e-07,0.9999,100,99,-0.22905499,2.7955159e-05,100.0,[ 0.875  0.678  0.896  0.523 -0.645]
10000,1.4163926,-6.5612794e-06,7.4375654e-05,7.651161,16.335335,-4.0298767,21.26702,2.8411343,300.13422,1.9869795,0.013693595,5.005315,546.680504322052,0.21267019,166758,-108.0726298872687,16.35,1.3693595,0.030990206,0.0074375654,100,100,-0.25504532,3.0990207,19.978764,[ 0.875  0.678  0.896  0.523 -0.645]
10100,-0.077447176,-3.2043456e-06,0.0022405358,7.699257,86.63513,-3.8696442,3.1285875,2.827128,13.069668,0.2031166,0.010506191,1.1951103,553.3826858997345,0.031285875,168405,-108.01873108429372,16.47,1.0506191,0.004126487,0.22405359,100,101,-0.2566451,0.41264865,83.674286,[ 0.911  0.687  0.836  0.537 -0.702]
10200,0.20022285,4.272461e-06,0.000497308,8.3953705,39.07681,-4.479721,8.450095,2.817748,57.67964,0.70430475,0.008985168,3.2446287,558.769926071167,0.08450095,170077,-108.15683074945667,16.72,0.89851683,0.011219099,0.0497308,100,102,-0.27984142,1.1219101,30.820168,[ 0.908  0.691  0.842  0.525 -0.701]
10300,0.5766412,1.3732911e-06,1.465889e-05,6.8801575,26.316385,-4.5186005,10.302492,2.8487163,76.33755,1.1303694,0.009935806,5.829603,564.030285358429,0.10302492,171748,-108.3364961159781,16.71,0.9935807,0.016625531,0.001465889,100,103,-0.22933722,1.6625531,17.153826,[ 0.909  0.7    0.868  0.51  -0.697]
10400,-0.13731684,-1.5258789e-06,0.0025930332,6.941353,78.79504,-3.85038,2.6653237,2.3936388,7.859148,0.13371797,0.010268433,1.3721588,572.4905827045441,0.026653238,173400,-108.39317791880259,16.52,1.0268433,0.005326888,0.25930333,100,104,-0.23137999,0.53268886,72.87786,[ 0.871  0.673  0.849  0.494 -0.77 ]
10500,-0.28411445,-1.1062622e-05,0.01,8.523102,100.0,-3.9192963,1.0,2.438651,6.00709,-1.1060387e-05,0.010000002,1.0,577.4782283306122,0.01,174996,-108.13092523158348,15.96,1.0,1.8626451e-09,1.0,100,105,-0.28411445,,100.0,[ 0.875  0.685  0.854  0.49  -0.769]
10600,0.78441757,1.7547608e-06,3.3775323e-05,9.772469,27.162039,-4.348503,15.281561,2.8542116,114.80108,1.6115303,0.013044388,6.447084,582.335257768631,0.15281561,176630,-108.0042639448612,16.34,1.3044391,0.021360997,0.0033775324,100,106,-0.32574722,2.1360998,15.510888,[ 0.875  0.685  0.854  0.49  -0.769]
10700,8.289606,4.5013426e-06,2.0679909e-06,10.398048,1.633704,-4.20417,222.90675,2.8254063,17504.629,13.421152,0.028534971,219.19731,589.4489345550537,2.2290676,178229,-107.67488641599644,15.99,2.853497,0.2214185,0.0002067991,100,107,-0.34659714,22.14185,0.45621,[ 0.871  0.702  0.85   0.453 -0.784]
10800,49.684303,3.2043456e-06,8.6293556e-07,9.509796,1.1249042,-3.8072052,1176.9398,2.6723342,424718.25,65.82373,0.12484253,2592.247,595.4731435775757,11.769398,179906,-108.51041547344944,16.77,12.484253,1.1704375,8.6293556e-05,100,108,-0.31699,117.043755,0.03857657,[ 0.856  0.718  0.743  0.399 -0.781]
10900,2.6946087,-5.340576e-07,8.646239e-06,7.6103287,5.7859664,-3.959877,55.30507,2.677645,1200.0472,3.4658785,0.014741804,9.243752,602.7695319652557,0.5530507,181503,-107.72566798129748,15.97,1.4741806,0.059486795,0.0008646239,100,109,-0.2536782,5.9486785,10.818118,[ 0.874  0.737  0.811  0.445 -0.679]
11000,0.015311629,3.3569336e-06,0.0012588176,9.318184,46.54923,-3.8231506,8.333284,2.5391896,12.923027,0.45116645,0.012025787,1.9690812,609.2703945636749,0.083332844,183121,-108.23008890197544,16.18,1.2025788,0.012886477,0.12588176,100,110,-0.31060278,1.2886478,50.785107,[ 0.941  0.772  0.769  0.441 -0.843]
11100,1.1233444,-6.942749e-06,0.00021793034,7.8672943,17.874268,-4.151779,19.467361,2.5179348,248.01634,1.776006,0.010260172,6.1939507,614.4309539794922,0.19467361,184739,-107.88070783421776,16.18,1.0260173,0.021992784,0.021793034,100,111,-0.26225013,2.1992784,16.144785,[ 0.938  0.76   0.757  0.45  -0.845]
11200,0.6412466,7.400513e-06,7.8875455e-05,5.9877396,22.949497,-4.23687,15.932725,2.5142763,118.848236,1.3023715,0.01184627,10.971949,621.3849503993988,0.15932724,186373,-107.94123388936812,16.34,1.184627,0.021706145,0.007887546,100,112,-0.19958392,2.170615,9.114151,[ 0.9    0.726  0.799  0.436 -0.869]
11300,-0.28018856,-2.0599366e-06,0.01,8.405594,100.0,-3.7419891,1.0,2.5163453,6.3959527,-2.0824373e-06,0.010000002,1.0,629.8796944618225,0.01,187998,-108.10351482011289,16.25,1.0,1.8626451e-09,1.0,100,113,-0.28018856,,100.0,[ 0.873  0.688  0.804  0.407 -0.833]
11400,-0.30883798,5.7983398e-06,0.01,9.265312,100.0,-4.4576035,1.0,2.5373702,6.503281,5.7742e-06,0.010000002,1.0,634.7209224700928,0.01,189652,-108.27779223143051,16.54,1.0,1.8626451e-09,1.0,100,114,-0.30883798,,100.0,[ 0.873  0.688  0.804  0.407 -0.833]
11500,0.46156746,3.1280517e-06,0.000145644,8.018585,14.514909,-4.385643,23.716732,2.7100422,79.196075,1.1523107,0.011742579,6.6785216,640.010692358017,0.23716731,191318,-108.11779456550066,16.66,1.1742578,0.028497154,0.0145644,100,115,-0.26728302,2.8497157,14.973373,[ 0.873  0.688  0.804  0.407 -0.833]
11600,1.4669232,5.7983398e-06,5.8371992e-05,6.868599,12.4150715,-3.6440125,32.636806,2.2236626,196.5453,2.2572455,0.015854944,11.915567,646.3741765022278,0.32636806,192945,-108.33316619028925,16.27,1.5854944,0.042111896,0.0058371993,100,116,-0.22894752,4.2111897,8.392383,[ 0.886  0.722  0.763  0.384 -0.819]
11700,3.3308945,-3.4332274e-06,4.312485e-05,9.964607,4.3868375,-4.3432083,80.25221,3.0032806,3323.9592,5.4136324,0.017510425,39.317997,654.4540350437164,0.8025221,194604,-107.74981991476982,16.59,1.7510428,0.0817485,0.0043124855,100,117,-0.33215702,8.1748495,2.5433645,[ 0.87   0.717  0.754  0.321 -0.824]
11800,-0.23733485,1.1444092e-05,0.009996541,7.12146,100.00001,-4.2995987,1.0003167,2.7391703,7.5789537,4.6923757e-05,0.010000028,0.99999803,661.6899039745331,0.010003167,196278,-108.12531269013209,16.74,1.0000029,1.1248268e-06,0.9996541,100,118,-0.23737057,0.0001124816,100.0002,[ 0.892  0.704  0.728  0.354 -0.811]
11900,-0.048941493,-2.2888185e-06,0.0013110255,8.217987,57.41163,-4.549713,6.674899,2.8324006,26.290922,0.32630843,0.009178624,1.8765181,665.3863897323608,0.06674899,197940,-107.97488059413224,16.62,0.9178625,0.007905388,0.13110255,100,119,-0.2739352,0.7905389,53.290184,[ 0.892  0.704  0.728  0.354 -0.811]
12000,-0.08167201,9.994506e-06,0.001631566,10.82563,64.90532,-6.6739044,4.7963467,2.9783251,16.237593,0.3514726,0.009291841,1.4407942,669.7948138713837,0.047963466,199623,-107.66712456827787,16.83,0.92918414,0.006832541,0.1631566,100,120,-0.36084437,0.68325406,69.406166,[ 0.889  0.693  0.713  0.359 -0.811]
12100,-0.099253744,-7.705688e-06,0.0007699157,9.662437,56.36663,-4.387886,4.9145765,2.8928945,11.553585,0.33620164,0.008911023,1.8279169,676.2441146373749,0.049145766,201279,-108.44364933973834,16.56,0.8911024,0.007840177,0.07699157,100,121,-0.32208896,0.7840178,54.707085,[ 0.889  0.682  0.743  0.373 -0.819]
12200,-0.17468488,9.155273e-07,0.00227571,8.0056,70.91808,-4.397003,4.5887837,2.5313087,7.375421,0.13902724,0.010616707,1.3820295,681.0781359672546,0.045887835,202927,-108.34038080195232,16.48,1.0616707,0.0067986525,0.227571,100,122,-0.26685238,0.6798653,72.35735,[ 0.895  0.697  0.745  0.364 -0.82 ]
12300,-0.25386652,7.3242186e-06,0.009995716,7.617775,100.00001,-3.798973,1.0008441,2.4553778,6.0896564,5.9338287e-05,0.009999732,1.0,686.3955554962158,0.010008441,204544,-108.05223439204536,16.17,0.9999731,2.000637e-06,0.99957156,100,123,-0.25391856,0.0002000673,100.0,[ 0.897  0.707  0.749  0.356 -0.817]
12400,0.2522514,-6.4849855e-06,0.0004456455,8.139969,28.883661,-4.2884293,11.923225,2.842327,75.56295,0.7584597,0.012180221,3.4806118,691.4030630588531,0.11923225,206168,-108.06033275287176,16.24,1.2180221,0.019112334,0.044564553,100,124,-0.2713388,1.9112335,28.730581,[ 0.897  0.707  0.749  0.356 -0.817]
12500,-0.24580742,-3.8146973e-06,0.01,7.3741074,100.0,-4.454071,1.0,2.8827057,8.393931,-3.8295984e-06,0.010000002,1.0,696.607129573822,0.01,207837,-107.78193991518162,16.69,1.0,1.8626451e-09,1.0,100,125,-0.24580742,,100.0,[ 0.901  0.726  0.76   0.345 -0.816]
12600,3.99183,-2.7465821e-06,1.500698e-05,6.31723,3.7058108,-4.023094,102.38843,2.482324,3210.1868,4.940259,0.019997247,20.286104,701.313351392746,1.0238843,209459,-107.95585648853864,16.22,1.9997247,0.10193622,0.001500698,100,126,-0.21057709,10.193623,4.929483,[ 0.901  0.726  0.76   0.345 -0.816]
12700,-0.084308565,1.8310546e-06,0.0014192123,9.33783,71.27577,-4.4607773,2.6260755,2.8868985,8.897754,0.30453163,0.007862886,1.5606046,708.1310284137726,0.026260754,211094,-107.69986638779112,16.35,0.7862886,0.0049915467,0.14192124,100,127,-0.31125915,0.4991547,64.07773,[ 0.875  0.697  0.836  0.385 -0.855]
12800,-0.27597052,4.196167e-06,0.009997148,8.280251,100.000015,-4.2513504,1.0002624,3.0001423,9.091948,3.784895e-05,0.009999946,1.0,712.462771654129,0.010002623,212730,-107.75645837391065,16.36,0.99999464,1.1284765e-06,0.99971485,100,128,-0.27600414,0.00011284768,100.0,[ 0.883  0.71   0.847  0.393 -0.851]
12900,-0.33478996,5.9509275e-06,0.01,10.043877,100.0,-4.647331,1.0,3.244314,10.631891,5.9381127e-06,0.010000002,1.0,716.9455599784851,0.01,214390,-107.77100612220734,16.6,1.0,1.8626451e-09,1.0,100,129,-0.33478996,,100.0,[ 0.883  0.71   0.847  0.393 -0.851]
13000,-0.21796738,1.6784668e-06,0.009998189,6.539444,100.00002,-3.9258575,1.0000927,2.6161797,6.9137173,1.40964985e-05,0.010000042,1.0,721.3962421417236,0.010000927,216010,-107.82452618306422,16.2,1.0000043,4.6552384e-07,0.9998189,100,130,-0.21797973,4.6556983e-05,100.0,[ 0.883  0.71   0.847  0.393 -0.851]
13100,-0.13524187,-6.3323973e-06,0.0022090366,5.9527206,90.36915,-4.3466415,1.9514148,2.6540847,7.872376,0.08032955,0.0091625545,1.1803039,726.1122272014618,0.019514147,217656,-108.10077283014313,16.46,0.91625535,0.0029911513,0.22090366,100,131,-0.19843036,0.29911515,84.72394,[ 0.883  0.71   0.847  0.393 -0.852]
13200,-0.0058612525,6.1798096e-06,0.0036762778,6.575691,80.43639,-4.043953,3.2278295,2.8651888,10.061413,0.2455635,0.009993815,1.3157572,731.7445123195648,0.032278296,219302,-108.18454362249336,16.46,0.9993815,0.00492867,0.3676278,100,132,-0.21918353,0.49286693,76.00187,[ 0.885  0.716  0.85   0.387 -0.852]
13300,-0.013209164,2.9754638e-06,0.001864164,7.4129868,70.88853,-4.701439,3.5101347,2.754022,12.932477,0.29242408,0.010317168,1.5298796,737.3788621425629,0.035101347,220977,-107.75434298090165,16.75,1.0317168,0.006611569,0.1864164,100,133,-0.24709655,0.66115695,65.364624,[ 0.886  0.711  0.836  0.388 -0.854]
13400,2.2226923,4.5776366e-07,1.631816e-05,7.990692,2.376634,-3.9794846,154.46028,2.6323032,1729.5452,3.8953078,0.023920424,39.433556,742.9092457294464,1.5446028,222617,-107.72963893970585,16.4,2.3920426,0.15330794,0.001631816,100,134,-0.26635596,15.330795,2.5359113,[ 0.902  0.728  0.827  0.406 -0.848]
13500,2.1748295,-7.6293944e-08,0.00010248044,9.090668,20.759459,-4.2124176,21.209154,2.8833635,323.1933,3.025388,0.013807826,7.8787885,749.9318704605103,0.21209154,224274,-108.34645618711069,16.57,1.3807825,0.02697683,0.010248044,100,135,-0.30302235,2.697683,12.6923065,[ 0.919  0.714  0.845  0.465 -0.86 ]
13600,0.014830291,-3.4332274e-06,0.0005869046,10.395378,68.0298,-3.9780502,3.2015047,2.9239755,15.234931,0.49528152,0.008993569,1.9224744,755.9388935565948,0.032015048,225873,-107.85410075719648,15.99,0.899357,0.006165315,0.058690462,100,136,-0.34651604,0.6165315,52.016296,[ 0.92   0.691  0.914  0.488 -0.848]
13700,-0.21141042,4.043579e-06,0.0018702777,8.118721,81.43248,-4.1393127,2.3894014,2.614916,5.686505,0.09338926,0.009380906,1.268517,761.3390936851501,0.023894014,227547,-108.52590098697226,16.74,0.9380907,0.004479432,0.18702777,100,137,-0.27062,0.4479432,78.83221,[ 0.904  0.674  0.906  0.478 -0.845]
13800,-0.29111952,7.93457e-06,0.009997007,8.73465,99.99999,-4.0385437,1.0002962,2.7303336,7.5304484,3.5211444e-05,0.010000101,0.99999815,765.5836224555969,0.010002962,229142,-107.87589344887304,15.95,1.00001,1.0098896e-06,0.9997008,100,138,-0.29114705,0.00010098707,100.00018,[ 0.908  0.683  0.912  0.477 -0.844]
13900,-0.2445938,-4.043579e-06,0.01,7.3376923,100.0,-4.39283,1.0,2.9599497,8.8498,-4.0456653e-06,0.010000002,1.0,769.5407416820526,0.01,230834,-108.36576181756747,16.92,1.0,1.8626451e-09,1.0,100,139,-0.2445938,,100.0,[ 0.908  0.683  0.912  0.477 -0.844]
14000,-0.02043724,4.8828124e-06,0.0005477907,7.656891,47.5499,-3.8585587,6.503191,2.4649966,11.620984,0.38662624,0.00866284,2.5436761,773.848619222641,0.06503191,232476,-108.5045922569694,16.42,0.866284,0.009098266,0.05477907,100,140,-0.25522482,0.9098266,39.31318,[ 0.908  0.683  0.912  0.477 -0.844]
14100,-0.03292826,1.0528564e-05,0.0010997645,8.153946,71.77114,-4.6018143,3.6621082,2.7458231,11.114107,0.29654247,0.010745329,1.4694017,778.7339158058167,0.036621083,234131,-107.62256597816464,16.55,1.074533,0.006738938,0.109976456,100,141,-0.2717877,0.6738938,68.05491,[ 0.911  0.69   0.865  0.475 -0.831]
14200,0.15600505,-2.822876e-06,0.00050881325,8.251389,47.67506,-4.351738,5.858099,2.9634519,37.18041,0.59865,0.010102986,2.5899982,783.3345222473145,0.058580987,235766,-107.89487294321349,16.35,1.0102986,0.01058421,0.050881326,100,142,-0.2750491,1.0584211,38.610065,[ 0.914  0.702  0.87   0.469 -0.831]
14300,0.058320373,-8.010864e-06,0.0011064542,8.422577,44.15167,-4.641556,9.749155,3.0589306,33.472443,0.4404459,0.011634779,1.852527,788.8241293430328,0.09749155,237423,-107.89671610540233,16.57,1.1634779,0.013085482,0.11064542,100,143,-0.28076056,1.3085482,53.98032,[ 0.918  0.72   0.876  0.459 -0.831]
14400,2.7089114,-2.670288e-06,9.154466e-05,6.696747,4.6983128,-3.9755707,61.485336,2.5612743,1705.1073,3.7017438,0.013548702,19.781832,793.1809401512146,0.6148533,239063,-108.08138252830588,16.4,1.3548702,0.061020665,0.009154466,100,144,-0.2232276,6.1020675,5.0551434,[ 0.915  0.706  0.87   0.469 -0.83 ]
14500,0.15624073,7.705688e-06,0.00043750947,8.049774,39.614834,-3.5705185,9.007696,2.5574076,39.1475,0.55921257,0.010770488,2.2554047,798.3681058883667,0.09007696,240629,-107.88908977067902,15.66,1.0770488,0.013297549,0.04375095,100,145,-0.2683181,1.3297551,44.33794,[ 0.904  0.678  0.954  0.508 -0.815]
14600,-0.23727483,-9.155273e-07,0.009997285,7.1191483,100.00001,-4.2213974,1.0002586,2.7401042,7.584115,3.0137599e-05,0.010000124,1.0,803.233336687088,0.010002585,242250,-108.07054376660204,16.21,1.0000124,9.264664e-07,0.99972856,100,146,-0.23730583,9.264551e-05,100.0,[ 0.904  0.654  0.983  0.531 -0.829]
14700,0.07455492,9.918213e-07,0.00065950875,6.7822876,56.858006,-3.7003021,3.7709458,2.5649953,13.767411,0.42697823,0.009983523,2.4300733,806.9912784099579,0.037709456,243872,-108.60279255126662,16.22,0.99835235,0.008696373,0.06595088,100,147,-0.2260753,0.8696373,41.151024,[ 0.904  0.654  0.983  0.531 -0.829]
14800,0.7300374,-9.9182125e-06,7.052999e-05,8.450638,11.266106,-4.5346146,28.467314,2.8505864,179.84969,1.6896636,0.011252207,11.605604,811.5912728309631,0.28467312,245528,-107.89852243107323,16.56,1.1252207,0.031578794,0.0070529995,100,148,-0.28169784,3.1578794,8.616527,[ 0.903  0.634  0.962  0.52  -0.831]
14900,3.322578,2.1362305e-06,6.0672497e-05,7.1913834,3.7194192,-4.1367645,79.19442,2.5426354,2728.7854,4.7265472,0.015419218,34.30305,818.3084423542023,0.7919442,247127,-107.72444463812454,15.99,1.541922,0.078450225,0.00606725,100,149,-0.2397106,7.845021,2.9151926,[ 0.86   0.59   0.979  0.491 -0.843]
15000,3.8816998,6.1035155e-07,0.00068934646,7.847763,5.2885895,-3.3337402,59.34152,2.2475338,2173.9326,4.818153,0.013993242,12.815122,824.8944652080536,0.59341514,248726,-108.25287330615096,15.99,1.3993242,0.05921742,0.06893465,100,150,-0.2615915,5.921743,7.8032813,[ 0.846  0.578  0.969  0.421 -0.8  ]
15100,-0.27646163,1.3732911e-06,0.002522242,11.142715,75.107346,-4.399544,3.516511,3.0220525,14.801147,0.14976192,0.010081156,1.3168471,832.4131429195404,0.03516511,250362,-107.80179213143276,16.36,1.0081156,0.005803697,0.2522242,100,151,-0.37142253,0.58036965,75.938965,[ 0.868  0.605  0.903  0.402 -0.686]
15200,-0.2945703,1.0528564e-05,0.01,8.837425,100.0,-4.1037674,1.0,2.8300862,8.090291,1.0536984e-05,0.010000002,1.0,837.4739518165588,0.01,251963,-107.66147737648278,16.01,1.0,1.8626451e-09,1.0,100,152,-0.2945703,,100.0,[ 0.863  0.59   0.909  0.41  -0.683]
15300,1.2576399,-7.6293946e-07,6.7642504e-06,9.236351,2.5814924,-4.411499,126.25691,2.7637172,1233.6167,3.483612,0.020518985,52.273438,841.8000826835632,1.2625691,253616,-108.17971728829221,16.53,2.0518985,0.1260495,0.00067642506,100,153,-0.30787915,12.604951,1.9130175,[ 0.863  0.59   0.909  0.41  -0.683]
15400,1.8678725,5.7983398e-06,7.5865944e-05,6.204094,12.909176,-3.7835846,30.053564,2.3747387,195.36249,2.6034517,0.017084248,12.651577,848.4338600635529,0.30053562,255249,-108.43192771419575,16.33,1.7084248,0.044374425,0.0075865947,100,154,-0.20679733,4.437443,7.904153,[ 0.875  0.649  0.928  0.421 -0.705]
15500,-0.26569158,-1.9836425e-06,0.01,7.970688,100.0,-4.1931305,1.0,2.8002596,7.9206605,-1.9744039e-06,0.010000002,1.0,854.8317267894745,0.01,256886,-107.97212233204847,16.37,1.0,1.8626451e-09,1.0,100,155,-0.26569158,,100.0,[ 0.85   0.605  0.965  0.447 -0.693]
15600,0.2216363,-5.264282e-06,0.00024306442,7.2462006,26.030634,-3.7989502,15.179819,2.6778507,37.41834,0.68877184,0.010210732,3.7403107,859.6062178611755,0.15179819,258491,-107.41415223048672,16.05,1.0210731,0.017212357,0.024306443,100,156,-0.24154532,1.7212356,26.735746,[ 0.85   0.605  0.965  0.447 -0.693]
