EpisodesSoFar,Bound,InitialReturnMean,MinIWNorm,InitialReturnMax,ESSClassic,InitialReturnMin,MaxIW,InitialReturnStd,J_sample_variance,ReturnMeanIW,MeanIWNorm,EmpiricalD2,TimeElapsed,MaxIWNorm,TimestepsSoFar,EpRewMean,EpLenMean,MeanIW,StdIWNorm,MinIW,EpThisIter,Iteration,InitialBound,StdIW,ESSRenyi,Weights
23700,-0.0073951185,-1.1444092e-05,0.0016402934,7.0898895,48.29045,-3.7965164,8.514295,2.5452085,17.583126,0.3125371,0.0121904425,1.8326498,1295.267034292221,0.08514295,392229,-108.38326894021726,16.72,1.2190442,0.012614622,0.16402934,100,237,-0.2363411,1.2614622,54.5658,[ 0.938  0.497  0.959  0.592 -0.945]
23800,0.052063048,2.2125244e-06,0.0020067017,6.871605,70.79911,-3.9828644,3.541927,2.5724528,10.551253,0.3328119,0.0100088455,1.5023189,1299.8577427864075,0.03541927,393892,-108.41280301832278,16.63,1.0008847,0.006427889,0.20067017,100,238,-0.2290513,0.64278895,66.56377,[ 0.942  0.494  0.944  0.606 -0.947]
23900,1.7625425,-8.010864e-06,6.0600218e-05,7.176216,7.0961976,-4.131134,37.259254,2.6253173,716.3575,2.8425293,0.014596156,20.383953,1304.2838125228882,0.37259254,395562,-108.46841674064983,16.7,1.4596158,0.052813195,0.006060022,100,239,-0.23921521,5.281319,4.90582,[ 0.937  0.483  0.934  0.603 -0.95 ]
24000,-0.2508813,5.1879883e-06,0.009999922,7.5266266,99.999985,-3.831932,1.0000074,2.4104564,5.869,6.247312e-06,0.010000003,1.0,1310.4090325832367,0.010000073,397250,-108.78358569824455,16.88,1.0000004,3.6603463e-08,0.9999922,100,240,-0.25088242,3.6609772e-06,100.0,[ 0.914  0.455  0.936  0.621 -0.956]
24100,0.46665135,-3.8146973e-07,5.9383343e-05,7.500389,50.45812,-4.1293793,6.517457,2.6468258,50.380188,0.8655142,0.013258579,2.5452013,1314.2346580028534,0.06517457,398947,-108.70950715818303,16.97,1.325858,0.013137649,0.0059383344,100,241,-0.25001338,1.3137649,39.289623,[ 0.914  0.455  0.936  0.621 -0.956]
24200,-0.24776027,-1.7547608e-06,0.01,7.4327545,100.0,-3.6381989,1.0,2.4254267,5.9421153,-1.7732382e-06,0.010000002,1.0,1320.8602395057678,0.01,400598,-108.61641483376725,16.51,1.0,1.8626451e-09,1.0,100,242,-0.24776027,,100.0,[ 0.895  0.434  0.97   0.611 -0.984]
24300,-0.20347182,-3.4332274e-06,0.0033919807,8.3040695,84.66945,-4.0597534,2.1723762,2.6678882,8.485973,0.09684776,0.0093042515,1.1771393,1325.1776044368744,0.02172376,402301,-108.70563370039916,17.03,0.93042517,0.0039591044,0.33919808,100,243,-0.27680573,0.39591047,84.95171,[ 0.895  0.434  0.97   0.611 -0.984]
24400,1.3241959,7.019043e-06,0.00017911922,7.3424606,16.143103,-4.25383,33.50695,2.404859,471.17056,2.149474,0.016247619,11.369984,1330.0258529186249,0.3350695,403946,-108.1603110598103,16.45,1.6247618,0.037031017,0.017911922,100,244,-0.24474168,3.7031019,8.795088,[ 0.896  0.439  0.975  0.608 -0.983]
24500,5.516082,-3.4332274e-06,1.6874064e-07,7.860649,1.7861662,-4.088867,281.90796,2.8545806,7104.7603,8.672266,0.037934735,145.09433,1336.645605802536,2.8190796,405631,-108.11101136506008,16.85,3.7934735,0.28129527,1.6874064e-05,100,245,-0.26202506,28.129528,0.6892068,[ 0.879  0.438  0.988  0.57  -0.976]
24600,-0.216364,-2.7465821e-06,0.009998042,6.4914017,100.0,-4.1856384,1.0001822,2.399392,5.815289,1.6056001e-05,0.010000096,1.0,1342.516620874405,0.010001821,407253,-107.97740743306798,16.22,1.0000095,6.7817945e-07,0.9998042,100,246,-0.2163828,6.7814515e-05,100.0,[ 0.886  0.416  0.948  0.587 -1.011]
24700,4.32007,2.9754638e-06,2.280367e-05,8.469017,5.9684224,-4.450035,66.55924,2.9122498,2458.7935,5.670289,0.017073859,22.876259,1347.48557639122,0.66559243,408919,-108.19760965760662,16.66,1.7073859,0.067770205,0.002280367,100,247,-0.28229758,6.777021,4.371344,[ 0.886  0.416  0.948  0.587 -1.011]
24800,0.42685112,2.4414062e-06,0.00039200843,8.275497,42.25566,-4.008316,10.353722,2.644071,75.22071,0.90058404,0.010688387,2.949317,1353.2542431354523,0.10353722,410527,-108.03023755024445,16.08,1.0688387,0.012494659,0.039200842,100,248,-0.2758475,1.2494658,33.906155,[ 0.915  0.428  0.961  0.639 -1.025]
24900,-0.046387404,9.231568e-06,0.0010986014,8.960121,58.910236,-4.01593,6.5735846,2.717851,13.081089,0.35199273,0.009389533,1.7791398,1358.1691517829895,0.06573585,412213,-108.73298615351774,16.86,0.9389532,0.007841794,0.109860145,100,249,-0.2986615,0.7841793,56.20694,[ 0.905  0.404  0.997  0.629 -1.016]
25000,-0.048234373,-2.3651123e-06,0.0009463526,9.76017,63.871525,-3.9888,5.0574684,2.9640718,31.92189,0.39122522,0.010769408,1.8245914,1363.666829586029,0.050574683,413921,-108.68854776746035,17.08,1.0769408,0.008099588,0.09463526,100,250,-0.3253414,0.8099588,54.806793,[ 0.893  0.392  0.986  0.614 -1.023]
25100,2.3899863,-1.5258789e-06,5.6695957e-05,6.5230637,3.8035133,-4.236267,71.44252,2.405019,1580.6892,3.6990845,0.014121886,36.24798,1368.3440387248993,0.7144252,415557,-108.31661112289633,16.36,1.4121888,0.071019866,0.0056695957,100,251,-0.217437,7.1019864,2.7587745,[ 0.892  0.399  1.001  0.608 -1.026]
25200,0.41840613,5.0354006e-06,0.00011706334,6.3283234,23.030983,-4.7098236,11.088934,2.733483,65.2675,0.9343348,0.010930037,5.9819736,1374.7195465564728,0.11088934,417259,-108.09460836502494,17.02,1.0930037,0.01998128,0.011706335,100,252,-0.21093903,1.9981282,16.71689,[ 0.878  0.404  1.035  0.582 -1.056]
25300,-0.083987385,-5.264282e-06,0.0017211924,6.658043,84.266975,-3.6626892,2.7958958,2.6017945,12.682015,0.16926244,0.0111786015,1.3021098,1380.2160880565643,0.027958957,418896,-108.45307103590599,16.37,1.1178603,0.004830199,0.17211924,100,253,-0.2219401,0.4830199,76.79844,[ 0.872  0.401  1.07   0.57  -1.055]
25400,-0.12142536,-5.340576e-07,0.0012121763,6.4180374,66.83202,-4.131012,4.1057963,2.7212858,10.443928,0.13848767,0.0100978045,1.4760262,1385.151692867279,0.041057963,420562,-107.91910913856098,16.66,1.0097804,0.0071136756,0.12121763,100,254,-0.21393512,0.7113676,67.74947,[ 0.872  0.404  1.077  0.562 -1.056]
25500,0.9491418,3.4332274e-06,5.220788e-05,7.1735077,18.832386,-3.645218,20.911573,2.3111644,234.30698,1.6949059,0.012069809,9.727076,1389.5900061130524,0.20911573,422193,-108.15984682521659,16.31,1.206981,0.02505758,0.005220788,100,255,-0.2391135,2.5057578,10.280582,[ 0.87   0.403  1.059  0.564 -1.057]
25600,-0.1286915,2.9754638e-06,0.0022440953,6.9478073,79.12509,-4.031395,3.2848468,2.4830968,11.031704,0.13066956,0.0105890455,1.2541704,1396.3744654655457,0.032848466,423827,-108.02355372948672,16.34,1.0589044,0.0054389085,0.22440954,100,256,-0.23159063,0.5438909,79.73398,[ 0.871  0.395  1.018  0.565 -1.07 ]
25700,0.07607651,8.392334e-07,0.0017093859,7.491699,78.16851,-3.8243713,3.166144,2.3238268,10.052361,0.36534494,0.009635759,1.341788,1401.2371962070465,0.03166144,425449,-108.43845412912724,16.22,0.9635757,0.0050922716,0.1709386,100,257,-0.2497225,0.50922716,74.52742,[ 0.874  0.398  1.032  0.572 -1.07 ]
25800,-0.19268766,-3.3569336e-06,0.001906355,8.107162,80.856766,-4.369377,2.4871,2.6622403,8.932471,0.10553402,0.009809103,1.2178202,1406.0809650421143,0.024871,427125,-108.33673709876666,16.76,0.98091024,0.0047728596,0.1906355,100,258,-0.2702421,0.47728595,82.11393,[ 0.872  0.397  1.013  0.555 -1.066]
25900,-0.15762809,-7.2479247e-06,0.001982992,9.046967,74.05585,-3.9925156,2.961707,2.6080425,11.01447,0.20129082,0.009519118,1.416541,1410.5621786117554,0.029617071,428757,-108.32129937833687,16.32,0.95191187,0.005634258,0.19829921,100,259,-0.30157283,0.56342584,70.5945,[ 0.87   0.389  1.011  0.557 -1.065]
26000,-0.11400825,1.1901855e-05,0.00028573722,7.869278,55.895226,-3.6410599,5.4272857,2.4277031,10.514177,0.2429502,0.010027812,1.8518595,1414.8877475261688,0.054272857,430353,-108.05529512605739,15.96,1.002781,0.008907617,0.028573722,100,260,-0.26229733,0.89076173,53.99978,[ 0.867  0.381  1.005  0.562 -1.065]
26100,0.062996894,5.9509275e-06,0.0013204702,7.5487366,77.9037,-4.2815323,2.7882137,2.7656138,13.621078,0.36969054,0.0096437,1.4856056,1419.4728705883026,0.027882136,432024,-108.39440717917445,16.71,0.96437,0.005135993,0.13204703,100,261,-0.25161862,0.51359934,67.312614,[ 0.854  0.366  1.009  0.539 -1.067]
26200,-0.25655764,-1.3580322e-05,0.009999567,7.696396,99.99999,-4.1732025,1.0000377,2.539707,6.51529,-1.1086464e-05,0.009999996,1.0,1424.1263210773468,0.010000376,433664,-108.22467272217266,16.4,0.9999997,1.6095825e-07,0.99995667,100,262,-0.25656012,1.6094134e-05,100.0,[ 0.856  0.374  1.014  0.534 -1.067]
26300,0.018400162,2.4414062e-06,0.0012052999,6.800949,61.776108,-3.7529907,6.992918,2.482674,13.164837,0.31174076,0.010998275,1.6743557,1428.391053199768,0.069929175,435280,-108.36658490902708,16.16,1.0998275,0.008651306,0.120529994,100,263,-0.22669587,0.8651306,59.724464,[ 0.856  0.374  1.014  0.534 -1.067]
26400,4.09639,1.0147095e-05,1.9235753e-05,8.218872,4.7359667,-4.4739456,63.094902,2.63474,2714.6248,5.172609,0.014869442,15.431897,1432.919483423233,0.630949,436926,-108.00457239943903,16.46,1.4869443,0.0666891,0.0019235754,100,264,-0.27395225,6.6689105,6.4800844,[ 0.859  0.382  1.017  0.524 -1.068]
26500,-0.26849496,-1.0681152e-06,0.009999209,8.055115,100.000015,-4.1973724,1.0000896,2.6832027,7.272461,8.881092e-06,0.010000069,1.0,1439.1729969978333,0.010000897,438577,-107.98677735997394,16.51,1.0000069,3.6459923e-07,0.9999209,100,265,-0.26850492,3.645473e-05,100.0,[ 0.919  0.402  0.991  0.547 -1.169]
26600,2.8509004,4.4250487e-06,2.37419e-06,8.680695,1.866451,-4.014595,250.43312,2.3932292,3208.5676,5.6203146,0.03430995,91.60293,1443.421555519104,2.504331,440171,-107.94080392006553,15.94,3.4309952,0.24878295,0.000237419,100,266,-0.2893521,24.878292,1.0916681,[ 0.919  0.402  0.991  0.547 -1.169]
26700,1.2176762,-6.790161e-06,2.1152713e-05,6.871689,15.189629,-3.916832,25.35702,2.4758122,221.83208,1.9413607,0.012800188,9.981921,1449.635154247284,0.2535702,441768,-108.13025040557315,15.97,1.2800189,0.030245954,0.0021152713,100,267,-0.22906311,3.0245953,10.018111,[ 0.922  0.424  0.97   0.51  -1.18 ]
26800,14.063012,-3.8146973e-07,1.5349073e-07,6.1960754,2.5870492,-4.608719,331.48694,2.8414237,42738.78,17.500254,0.059132524,276.9677,1455.532291173935,3.3148694,443437,-107.99513531745326,16.69,5.913252,0.36285436,1.5349073e-05,100,268,-0.20653623,36.28544,0.3610529,[ 0.909  0.389  0.99   0.482 -1.194]
26900,0.20316494,-4.4250487e-06,0.0007658071,6.3539124,35.384945,-4.402275,10.852031,2.680156,23.82916,0.5753165,0.012892992,3.0874484,1461.431470155716,0.10852031,445099,-108.26674431428494,16.62,1.2892994,0.017422535,0.07658071,100,269,-0.21180148,1.7422535,32.389206,[ 0.907  0.409  0.977  0.443 -1.22 ]
27000,0.12319946,3.8146973e-06,0.00018838137,7.035591,46.30106,-3.921341,6.092436,2.6217716,28.05196,0.47681767,0.0107197715,2.2735817,1466.1326479911804,0.06092436,446760,-108.44058737877542,16.61,1.0719773,0.011544442,0.018838137,100,270,-0.23451589,1.1544443,43.983463,[ 0.904  0.4    0.968  0.453 -1.22 ]
27100,-0.16838707,-7.019043e-06,0.0025698463,8.843552,83.831924,-3.7208633,2.7925267,2.4633527,8.618245,0.15567933,0.01013683,1.208529,1471.6815497875214,0.027925266,448366,-108.20300339647837,16.06,1.0136831,0.004451709,0.25698465,100,271,-0.29479212,0.4451709,82.745224,[ 0.892  0.38   0.982  0.441 -1.218]
27200,-0.33708802,-5.645752e-06,0.01,10.112473,100.0,-4.142044,1.0,2.7264314,7.508513,-5.5730343e-06,0.010000002,1.0,1476.3102722167969,0.01,449968,-107.87159948296022,16.02,1.0,1.8626451e-09,1.0,100,272,-0.33708802,,100.0,[ 0.892  0.377  0.977  0.446 -1.219]
27300,5.1215496,-3.5858154e-06,1.0121215e-05,7.60244,2.3393488,-4.346344,208.8668,2.6359172,7039.594,8.309837,0.03271324,158.28928,1480.5199365615845,2.088668,451578,-107.59944037818866,16.1,3.271324,0.21136637,0.0010121216,100,273,-0.25341827,21.136637,0.63175476,[ 0.892  0.377  0.977  0.446 -1.219]
27400,0.8707834,6.2561035e-06,0.00019184251,7.5066605,15.286434,-4.2095795,21.060646,2.6242146,219.83609,1.5604365,0.010681264,7.596444,1486.7235281467438,0.21060646,453231,-108.35282823449423,16.53,1.0681266,0.025144676,0.019184252,100,274,-0.25021577,2.5144677,13.164054,[ 0.877  0.348  1.023  0.48  -1.251]
27500,-0.29108202,3.4332274e-06,0.009999847,8.732628,100.00001,-3.5899048,1.0000172,2.4405892,6.0166473,5.580485e-06,0.009999997,1.0,1492.064465045929,0.010000171,454807,-108.26438060659464,15.76,0.99999976,6.1113994e-08,0.99998474,100,275,-0.29108417,6.1115984e-06,100.0,[ 0.872  0.353  1.058  0.481 -1.253]
27600,-0.22895831,-2.4414062e-06,0.01,6.868675,100.0,-4.3013916,1.0,2.9757137,8.944315,-2.4586916e-06,0.010000002,1.0,1496.4760591983795,0.01,456489,-108.2835811710236,16.82,1.0,1.8626451e-09,1.0,100,276,-0.22895831,,100.0,[ 0.872  0.353  1.058  0.481 -1.253]
27700,11.582205,7.476807e-06,2.3671723e-06,8.469681,1.5313222,-4.0952606,347.76077,2.583636,31998.328,17.89461,0.043163963,499.91714,1500.962023973465,3.4776077,458071,-107.53851413932964,15.82,4.316396,0.34612826,0.00023671723,100,277,-0.28231522,34.612827,0.20003314,[ 0.872  0.353  1.058  0.481 -1.253]
27800,0.08636102,-5.0354006e-06,0.001342675,7.743744,64.1521,-4.0337296,2.933261,3.0076954,12.481213,0.42649162,0.009455627,1.7363287,1507.2146747112274,0.029332608,459727,-108.01313323794415,16.56,0.9455627,0.007068329,0.1342675,100,278,-0.25812984,0.70683295,57.59278,[ 0.893  0.395  1.056  0.51  -1.234]
27900,-0.08265528,4.653931e-06,0.0026561634,7.3606033,81.16606,-3.8626099,3.5687175,2.6882577,9.142042,0.18833193,0.009896222,1.2198693,1512.3413181304932,0.035687175,461376,-108.35767839209983,16.49,0.9896222,0.004767082,0.26561636,100,279,-0.24534881,0.4767082,81.976,[ 0.887  0.387  1.048  0.511 -1.237]
28000,0.7596041,-9.155273e-07,1.246984e-05,6.9889374,5.3934345,-3.5832596,61.97969,2.2642725,514.41156,1.8394091,0.014813355,21.48379,1517.13312625885,0.6197969,463010,-108.24455479281835,16.34,1.4813356,0.06204136,0.001246984,100,280,-0.23296548,6.204137,4.654672,[ 0.881  0.381  1.044  0.505 -1.24 ]
28100,-0.051006228,7.095337e-06,0.002011841,7.883049,84.29194,-3.8404007,2.3850322,2.7219472,12.349592,0.25450063,0.010336411,1.3517487,1522.8470168113708,0.023850322,464637,-108.24646126934391,16.27,1.0336411,0.0044620875,0.2011841,100,281,-0.26276124,0.44620878,73.97825,[ 0.886  0.389  1.062  0.487 -1.247]
28200,-0.09839955,-5.7983398e-06,0.0041492134,7.5047226,90.5158,-4.589676,2.5477915,2.8478534,11.078382,0.16863665,0.010176292,1.1394975,1527.3108303546906,0.025477914,466318,-107.9654874045815,16.81,1.0176293,0.003294029,0.41492134,100,282,-0.2501632,0.32940292,87.75798,[ 0.892  0.396  1.043  0.488 -1.247]
28300,-0.19786613,-7.6293946e-07,0.0016371906,8.245384,72.20127,-4.562851,2.9979422,2.813902,10.530237,0.13245268,0.009828845,1.4443994,1532.1127479076385,0.02997942,467960,-108.0255431171444,16.42,0.9828845,0.0060987747,0.16371906,100,283,-0.27484694,0.60987747,69.23293,[ 0.887  0.392  1.045  0.479 -1.248]
28400,-0.28678915,-4.5013426e-06,0.01,8.6035385,100.0,-4.652321,1.0,2.7243457,7.4970303,-4.5262277e-06,0.010000002,1.0,1536.5339736938477,0.01,469610,-107.92003996730706,16.5,1.0,1.8626451e-09,1.0,100,284,-0.28678915,,100.0,[ 0.884  0.385  1.04   0.48  -1.249]
28500,-0.1631983,-5.4931643e-06,0.0025778927,8.601036,78.25121,-4.622154,3.797744,2.8994184,14.544387,0.16127206,0.0107342815,1.2808287,1540.9739782810211,0.03797744,471251,-107.7438240233091,16.41,1.0734279,0.0056590675,0.25778928,100,285,-0.2867067,0.5659067,78.074455,[ 0.884  0.385  1.04   0.48  -1.249]
28600,1.3247442,-8.392334e-06,5.5690765e-05,8.1718445,21.88935,-4.238594,17.552088,2.6411726,159.1757,2.0540433,0.012311835,7.1682568,1545.6705627441406,0.17552087,472873,-107.9349784602604,16.22,1.2311834,0.023257414,0.0055690766,100,286,-0.27240318,2.3257413,13.950393,[ 0.874  0.375  1.046  0.475 -1.251]
28700,0.84900415,2.9754638e-06,7.471932e-05,7.0039062,23.364336,-4.399254,16.184744,2.7047417,84.830795,1.4048666,0.009759088,5.6688695,1551.8536612987518,0.16184744,474543,-108.23270346770501,16.7,0.9759089,0.017674536,0.007471932,100,287,-0.23346058,1.7674534,17.640202,[ 0.875  0.384  1.008  0.441 -1.252]
28800,-0.11101028,7.6293946e-07,0.0019230234,8.883865,85.495415,-3.7583694,2.5690632,2.4250557,8.266477,0.21549231,0.009732863,1.2156594,1558.352661371231,0.025690632,476152,-108.10614096695438,16.09,0.9732864,0.0040088696,0.19230235,100,288,-0.29612806,0.40088692,82.25989,[ 0.851  0.363  1.007  0.416 -1.272]
28900,0.37248433,9.9182125e-06,0.00036772087,6.816017,34.67237,-3.745781,11.028767,2.6271205,53.013306,0.78377485,0.011334124,3.277016,1563.4634897708893,0.11028767,477789,-108.40432112651919,16.37,1.1334125,0.015557674,0.036772087,100,289,-0.22719067,1.5557673,30.515568,[ 0.853  0.368  0.998  0.406 -1.271]
29000,-0.033207744,8.7738035e-06,0.0017257169,6.4722824,66.71953,-3.3725433,4.1716084,2.1466148,10.886355,0.23289254,0.01064126,1.5213122,1569.2465245723724,0.041716084,479364,-108.04777904487702,15.75,1.064126,0.0075155576,0.17257169,100,290,-0.21573396,0.75155586,65.73273,[ 0.841  0.354  1.028  0.395 -1.282]
29100,0.38184047,-9.613037e-06,0.00024024065,8.877052,22.232533,-4.179146,13.723813,2.9816606,35.52511,0.9843261,0.01085247,4.1457047,1573.7359628677368,0.13723813,481008,-107.70462752660184,16.44,1.0852469,0.020297054,0.024024066,100,291,-0.29591137,2.0297053,24.121351,[ 0.845  0.362  1.031  0.392 -1.282]
29200,-0.31041262,-5.340576e-06,0.01,9.312218,100.0,-4.5226974,1.0,2.829329,8.085962,-5.321577e-06,0.010000002,1.0,1577.6931476593018,0.01,482611,-107.56995647535987,16.03,1.0,1.8626451e-09,1.0,100,292,-0.31041262,,100.0,[ 0.849  0.376  1.036  0.385 -1.283]
29300,1.8513281,6.1798096e-06,9.834439e-05,7.282997,10.747273,-4.679184,37.03385,2.6273851,539.8417,2.6461396,0.013570972,10.718906,1581.6736369132996,0.3703385,484223,-107.58081300056455,16.12,1.357097,0.03910862,0.0098344395,100,293,-0.24276048,3.9108615,9.329309,[ 0.849  0.376  1.036  0.385 -1.283]
29400,-0.28882036,-6.5612794e-06,0.01,8.664413,100.0,-3.911171,1.0,2.683099,7.2717385,-6.556511e-06,0.010000002,1.0,1587.3312420845032,0.01,485857,-108.33884378021588,16.34,1.0,1.8626451e-09,1.0,100,294,-0.28882036,,100.0,[ 0.843  0.367  1.083  0.387 -1.278]
29500,0.16178751,-8.69751e-06,0.00032796123,8.806587,35.404,-4.2409363,8.965357,2.5056958,21.175358,0.6765332,0.011589241,3.07477,1591.1111905574799,0.08965357,487475,-107.88409284013534,16.18,1.1589242,0.01565423,0.032796122,100,295,-0.29356164,1.5654233,32.52276,[ 0.843  0.367  1.083  0.387 -1.278]
29600,3.5943675,7.93457e-06,7.249099e-07,6.2941284,3.7653596,-4.086426,145.42105,2.6859171,3937.751,6.1989374,0.034849185,154.11444,1596.4916183948517,1.4542105,489086,-107.92093760040021,16.11,3.4849179,0.17617936,7.249099e-05,100,296,-0.20979634,17.617935,0.64886844,[ 0.846  0.364  1.059  0.39  -1.281]
29700,-0.09518951,1.6021728e-06,0.002758926,6.421356,84.98932,-4.1904526,2.8757663,2.754088,9.393471,0.1378932,0.010395107,1.1857936,1602.4446740150452,0.028757662,490780,-108.3331365193597,16.94,1.0395108,0.004368647,0.27589262,100,297,-0.21404365,0.43686467,84.3317,[ 0.853  0.385  1.097  0.401 -1.283]
29800,2.8620358,-2.5177003e-06,4.5876906e-05,8.09285,5.400521,-4.067833,56.138054,2.7096796,1318.6953,4.140061,0.013848019,22.44494,1607.3125483989716,0.5613805,492453,-108.44229122577867,16.73,1.3848021,0.057958104,0.004587691,100,298,-0.26976418,5.7958107,4.455347,[ 0.854  0.388  1.099  0.397 -1.283]
29900,-0.27929074,-4.272461e-06,0.01,8.378593,100.0,-3.8459244,1.0,2.4927301,6.2764688,-4.2766333e-06,0.010000002,1.0,1613.3747236728668,0.01,494056,-107.91570858124355,16.03,1.0,1.8626451e-09,1.0,100,299,-0.27929074,,100.0,[ 0.858  0.406  1.055  0.364 -1.295]
30000,0.91715187,-6.6375733e-06,2.144817e-05,7.506729,3.4344923,-3.836876,117.195564,2.4376256,96.660225,1.6301804,0.022053361,8.119976,1617.01460313797,1.1719556,495661,-108.04146770624332,16.05,2.205336,0.1169377,0.002144817,100,300,-0.25023097,11.69377,12.315308,[ 0.858  0.406  1.055  0.364 -1.295]
30100,0.21694815,2.4414062e-06,0.0007733125,8.425484,42.8936,-4.3131866,9.40522,2.666604,19.098862,0.66120553,0.012006223,2.5022004,1623.6485934257507,0.094052196,497316,-108.30360836209574,16.55,1.2006224,0.013853278,0.07733125,100,301,-0.280847,1.3853279,39.964825,[ 0.868  0.433  1.012  0.359 -1.336]
30200,0.2088418,1.6021728e-06,0.0002960729,8.8563385,28.658058,-4.246689,13.004258,3.0082343,74.143425,0.7060869,0.011651452,2.8371027,1628.2856452465057,0.13004258,498987,-108.48701366359981,16.71,1.1651452,0.018383538,0.02960729,100,302,-0.29520968,1.838354,35.247227,[ 0.874  0.448  0.982  0.359 -1.341]
30300,0.52684754,6.713867e-06,0.00035541374,8.059845,22.927288,-3.8392715,17.46324,2.6612175,28.783894,0.98591864,0.011317754,2.9197724,1633.2944123744965,0.17463239,500617,-108.37471907034063,16.3,1.1317754,0.020750768,0.035541374,100,303,-0.26865476,2.075077,34.249245,[ 0.876  0.442  0.98   0.374 -1.342]
30400,0.2663437,-4.5013426e-06,1.5306316e-05,7.0146637,17.027971,-3.6565552,21.650806,2.5655656,172.94936,1.1376975,0.012714493,13.887299,1638.9211559295654,0.21650806,502232,-108.08928105759634,16.15,1.2714493,0.02806619,0.0015306317,100,304,-0.23382661,2.8066192,7.2008247,[ 0.881  0.451  0.954  0.383 -1.343]
30500,-0.21202277,-3.1280517e-06,0.0034122008,7.9410324,89.87049,-3.7790527,2.044315,2.6054947,7.968714,0.07071538,0.009980041,1.1409256,1644.7506279945374,0.02044315,503858,-107.91429533513427,16.26,0.99800414,0.003350565,0.34122008,100,305,-0.2647042,0.3350565,87.64813,[ 0.859  0.43   0.948  0.364 -1.349]
30600,1.7702595,6.1035155e-07,2.7555865e-05,9.502525,7.36991,-4.263176,54.189255,2.7291672,1614.9635,3.384865,0.015767273,25.983479,1649.3442385196686,0.5418925,505485,-107.6835134003022,16.27,1.5767273,0.055898685,0.0027555865,100,306,-0.31675026,5.589868,3.8485994,[ 0.861  0.436  0.947  0.364 -1.349]
30700,-0.09623712,-6.942749e-06,0.0015721475,7.5968323,52.816643,-3.8349686,7.8100963,2.5892954,8.626302,0.22060838,0.010407026,1.5655701,1655.6341953277588,0.078100964,507128,-108.08245152596625,16.43,1.0407027,0.009836388,0.15721475,100,307,-0.2532347,0.9836388,63.874496,[ 0.874  0.422  0.97   0.398 -1.345]
30800,-0.18047893,2.7465821e-06,0.001256648,7.64489,73.17347,-4.061241,3.8789237,2.6667352,10.446542,0.10854652,0.010651038,1.2863885,1660.2401993274689,0.038789235,508730,-107.99570308898649,16.02,1.0651039,0.0064490736,0.1256648,100,308,-0.25482696,0.64490736,77.737015,[ 0.879  0.43   0.972  0.394 -1.345]
30900,-0.13264579,-7.476807e-06,0.0018795261,7.630913,69.69469,-3.6735535,3.464185,2.5466597,7.5792146,0.17410502,0.009216738,1.4543232,1665.1182172298431,0.03464185,510324,-107.96162131873545,15.94,0.9216739,0.0060776668,0.18795261,100,309,-0.25437126,0.6077667,68.760506,[ 0.877  0.424  0.968  0.395 -1.345]
31000,1.8362792,2.2888185e-06,9.975491e-05,7.2936554,6.882112,-3.7753983,35.65294,2.551059,681.11847,2.8164334,0.009988781,16.253273,1669.5547778606415,0.35652938,511954,-108.05433418372203,16.3,0.9988782,0.036742453,0.009975491,100,310,-0.24311958,3.6742454,6.152607,[ 0.875  0.418  0.963  0.398 -1.345]
31100,-0.029219508,-9.460449e-06,0.00023284345,7.1071396,56.21834,-3.9206467,5.30714,2.6635582,12.527122,0.32132155,0.009515163,2.1894274,1675.1221096515656,0.0530714,513569,-108.03792730116915,16.15,0.9515163,0.008396983,0.023284346,100,311,-0.23691414,0.8396984,45.67404,[ 0.885  0.402  1.016  0.409 -1.356]
31200,-0.26853266,8.392334e-07,0.009999957,8.056046,100.0,-3.7798996,1.0000064,2.5828488,6.7384944,2.1979213e-06,0.01,1.0,1679.6443519592285,0.010000064,515180,-107.97431797024318,16.11,1.0,2.1210859e-08,0.9999957,100,312,-0.26853406,2.1258982e-06,100.0,[ 0.876  0.389  1.019  0.39  -1.361]
31300,-0.23108384,-4.653931e-06,0.009999479,6.9325104,100.00001,-3.937729,1.0000377,2.5546277,6.592037,-1.4901161e-07,0.009999996,1.0,1684.1290545463562,0.010000376,516788,-107.77538975617009,16.08,0.99999976,1.5321983e-07,0.99994797,100,313,-0.23108837,1.5322801e-05,100.0,[ 0.876  0.389  1.019  0.39  -1.361]
31400,0.14780968,6.1798096e-06,0.00038975436,7.1899414,29.759699,-4.216812,12.857952,2.3135917,21.107462,0.6454349,0.010904866,4.3111844,1688.724986076355,0.12857951,518411,-108.0240509537876,16.23,1.0904866,0.01675326,0.038975436,100,314,-0.23965855,1.6753259,23.195482,[ 0.876  0.389  1.019  0.39  -1.361]
31500,0.21969062,-3.3569336e-06,0.0003800148,7.5192184,61.088406,-4.374588,4.8280506,2.6797125,26.180841,0.55796146,0.010343662,1.8214875,1693.8562004566193,0.048280504,520042,-107.60773947898146,16.31,1.0343663,0.008255331,0.03800148,100,315,-0.250644,0.8255331,54.900185,[ 0.884  0.404  1.026  0.391 -1.363]
31600,-0.06586601,-1.2207031e-06,0.004291616,6.046936,85.936516,-3.936325,2.8793812,2.5002713,8.207962,0.15243658,0.010012722,1.1729771,1699.223084449768,0.028793812,521640,-107.78168410968931,15.98,1.0012721,0.0040505086,0.42916158,100,316,-0.20156576,0.4050509,85.25316,[ 0.877  0.391  1.047  0.388 -1.364]
