InitialReturnMin,StdIWNorm,MeanIW,Weights,ReturnStepMaxmin,InitialReturnStd,ReturnMeanIW,J_sample_variance,EpThisIter,StdIW,EpRewMean,InitialReturnMean,MaxIWNorm,Iteration,InitialReturnMax,MinIWNorm,TimestepsSoFar,EpisodesSoFar,EmpiricalD2,ESSRenyi,EntropyCoefficient,Bound,MeanEntropy,MaxIW,MeanIWNorm,ESSClassic,TimeElapsed,MinIW,ReturnStepMax,EpLenMean,InitialBound
-6.584465,0.00079120323,1.0,[-0.793  0.987 -0.671 -0.207  1.971],91.25585,4.7512736,0.050741613,24.290445,100,0.07912033,-118.7672885649205,-3.967285e-06,0.012695114,44,15.084961,0.0082794335,93505,4400,1.0049903,99.50344,10.0,33.523613,3.3976955,1.2695115,0.01,99.37788,255.99850749969482,0.8279433,100.0,29.08,33.395893
-6.9535065,9.313226e-10,1.0,[-0.795  0.973 -0.668 -0.211  1.979],91.26468,5.301496,3.9041042e-06,28.389757,100,,-118.52005759089654,3.890991e-06,0.01,45,15.465782,0.01,96460,4500,1.0,100.0,10.0,33.461433,3.3976955,1.0,0.009999999,100.0,265.83220195770264,1.0,100.0,29.55,33.461433
-6.3653336,0.012087983,0.99999976,[-0.795  0.973 -0.668 -0.211  1.979],91.19961,5.2834787,0.83363867,68.78289,100,1.2087984,-118.41091619283667,-3.7384034e-06,0.10323232,46,27.443443,0.0015991764,99380,4600,3.1910098,31.338043,9.999998,34.329296,3.5129776,10.323232,0.009999998,40.63068,274.1303975582123,0.15991765,100.0,29.2,33.062172
-6.3172073,9.313226e-10,1.0,[-0.803  0.96  -0.655 -0.239  2.094],91.21549,4.596247,5.990267e-06,21.338877,100,,-120.22320669304133,5.9509275e-06,0.01,47,20.095352,0.01,102382,4700,1.0,100.0,10.0,34.459938,3.5129776,1.0,0.009999999,100.0,283.38056206703186,1.0,100.0,30.02,34.459938
-7.4357452,0.004459542,1.0000005,[-0.803  0.96  -0.655 -0.239  2.094],91.49973,5.5312605,0.23654993,46.96958,100,0.4459542,-118.75986065720006,8.69751e-06,0.033776768,48,22.199188,0.0031566024,105385,4800,1.1462117,87.24391,9.999995,35.02341,3.5579102,3.3776767,0.010000004,83.41153,290.6647615432739,0.31566024,100.0,30.03,34.389812
-6.5221863,1.052844e-07,0.9999997,[-0.799  0.964 -0.647 -0.248  2.139],91.615906,4.4177127,5.6549907e-06,19.71328,100,1.05199415e-05,-120.21401288355848,9.155273e-07,0.01000031,49,11.097984,0.009999812,108460,4900,1.0,100.0,9.999997,35.20917,3.5579107,1.000031,0.009999998,99.99999,298.39411640167236,0.99998116,100.0,30.75,35.20917
-7.4325027,0.0010017059,0.99990594,[-0.799  0.964 -0.647 -0.248  2.139],92.20726,5.702921,0.06519762,35.693016,100,0.10017059,-123.56715276905504,1.1444092e-06,0.014349353,50,20.409416,0.00781407,111993,5000,1.0124949,98.76593,9.99906,35.05909,3.56818,1.4349353,0.00999906,99.00637,305.3279130458832,0.78140706,100.0,35.33,34.898792
-7.784401,9.313226e-10,1.0,[-0.8    0.953 -0.626 -0.271  2.149],92.0062,5.8376794,6.824732e-06,34.422726,100,,-121.00751476166772,6.790161e-06,0.01,51,21.442612,0.01,115335,5100,1.0,100.0,10.0,34.967052,3.56818,1.0,0.009999999,100.0,312.274090051651,1.0,100.0,33.42,34.967052
-8.339142,1.9968637e-07,1.0000002,[-0.8    0.953 -0.626 -0.271  2.149],92.43472,6.968073,1.2144446e-05,49.044434,100,1.9972163e-05,-122.65663367915141,-3.6621093e-06,0.010000665,52,39.75019,0.009999628,118914,5200,1.0,100.0,9.999998,34.3568,3.56818,1.0000665,0.010000003,99.999985,319.3906660079956,0.9999628,100.0,35.79,34.35679
-7.679634,0.002798516,0.9999831,[-0.8    0.953 -0.626 -0.271  2.149],92.383705,5.025816,0.1816478,30.941906,100,0.27985162,-123.7881893340002,-2.2125244e-06,0.018573608,53,18.316872,0.0056849592,122453,5300,1.0892899,91.802925,9.99983,35.552345,3.6008544,1.8573608,0.00999983,92.73689,327.85419154167175,0.5684959,100.0,35.39,35.071236
-8.207809,0.0038060588,0.9999978,[-0.808  0.955 -0.605 -0.283  2.182],92.44832,7.394001,1.3197585,123.74313,100,0.38060588,-124.25255256925988,-1.2969971e-06,0.023241328,54,34.65798,0.0046785176,126246,5400,1.142704,87.51173,9.999978,36.34005,3.6255322,2.324133,0.009999978,87.34681,339.72764348983765,0.4678518,100.0,37.93,34.85328
-7.259987,0.007907805,1.0000004,[-0.842  0.891 -0.525 -0.287  2.207],91.80316,5.778104,0.2570863,48.506554,100,0.79078054,-120.10934632246736,7.6293944e-08,0.076452,55,25.739983,0.0028932104,129483,5500,1.3898723,71.94906,9.999996,36.141388,3.6895835,7.6452007,0.0100000035,61.52583,349.7413070201874,0.28932104,100.0,32.37,35.397324
-8.166252,0.0026132565,0.99999887,[-0.845  0.882 -0.505 -0.293  2.271],92.58833,6.7195296,0.4835347,55.6337,100,0.26132566,-124.84973318059943,-2.4795531e-06,0.02993215,56,32.172626,0.00688218,133214,5600,1.034452,96.66955,9.999989,36.379402,3.698665,2.993215,0.009999988,93.60745,360.4470000267029,0.688218,100.0,37.31,35.823414
-9.386124,0.005359365,0.9999994,[-0.867  0.836 -0.457 -0.324  2.28 ],93.42067,7.372291,0.14861701,49.6065,100,0.5359365,-128.5397715640167,-9.841919e-06,0.035663597,57,32.326862,0.0039588297,137614,5700,1.2814932,78.033966,9.999994,36.38927,3.7460508,3.5663598,0.009999993,77.6863,372.6259331703186,0.39588296,100.0,44.0,35.909077
-9.372566,0.002012564,0.9999995,[-0.878  0.807 -0.438 -0.376  2.327],92.87084,7.0365705,0.56984246,65.70497,100,0.20125641,-125.90727711521608,9.689331e-06,0.018509919,58,23.665955,0.0056947395,141605,5800,1.0365964,96.46956,9.999995,37.271774,3.750512,1.850992,0.009999995,96.107254,381.65961623191833,0.569474,100.0,39.91,36.671654
-10.329498,2.0051844e-05,0.9999956,[-0.911  0.798 -0.358 -0.394  2.332],93.32227,9.613751,0.010755286,93.641365,100,0.0020051862,-128.51860776065823,-8.239746e-06,0.010042876,59,41.574814,0.009949426,146129,5900,1.0000042,99.99958,9.999956,36.129898,3.750514,1.0042876,0.009999955,99.99961,391.0240886211395,0.9949426,100.0,45.24,36.119286
-9.378281,0.0064749457,1.000001,[-0.911  0.797 -0.358 -0.395  2.332],93.29355,7.8716207,0.6305959,156.84398,100,0.64749455,-127.10340271397784,-2.2888183e-07,0.036773387,60,40.444817,0.0011059523,150346,6000,1.9691201,50.784103,9.99999,37.01457,3.8275821,3.6773388,0.010000009,70.45983,399.7478325366974,0.110595234,100.0,42.17,36.156982
-11.855019,9.313226e-10,1.0,[-0.935  0.756 -0.325 -0.422  2.408],93.85908,9.200557,5.662441e-07,85.50531,100,,-131.93703768310357,6.1035155e-07,0.01,61,27.0206,0.01,155390,6100,1.0,100.0,10.0,37.375137,3.8275821,1.0,0.009999999,100.0,412.6893730163574,1.0,100.0,50.44,37.375137
-10.305862,9.313226e-10,1.0,[-0.935  0.756 -0.325 -0.422  2.408],93.68682,8.391594,-7.748604e-06,71.13016,100,,-129.98846134243433,-7.820129e-06,0.01,62,26.172348,0.01,160158,6200,1.0,100.0,10.0,37.4034,3.8275821,1.0,0.009999999,100.0,424.76086497306824,1.0,100.0,47.68,37.4034
-7.8826065,9.313226e-10,1.0,[-0.935  0.756 -0.325 -0.422  2.408],93.121124,6.2550464,3.9050356e-06,39.520813,100,,-127.93558857434283,3.967285e-06,0.01,63,20.960709,0.01,164308,6300,1.0,100.0,10.0,37.577137,3.8275821,1.0,0.009999999,100.0,435.60798621177673,1.0,100.0,41.5,37.577137
-9.096832,9.313226e-10,1.0,[-0.935  0.756 -0.325 -0.422  2.408],93.626686,7.6326795,-7.8082085e-06,58.846256,100,,-130.4075743262439,-7.781982e-06,0.01,64,24.112633,0.01,168957,6400,1.0,100.0,10.0,37.47206,3.8275821,1.0,0.009999999,100.0,447.29168176651,1.0,100.0,46.49,37.47206
-10.81321,9.313226e-10,1.0,[-0.935  0.756 -0.325 -0.422  2.408],93.58114,8.561912,-9.23872e-06,74.04681,100,,-127.62722546201617,-9.307862e-06,0.01,65,27.685268,0.01,173401,6500,1.0,100.0,10.0,37.35297,3.8275821,1.0,0.009999999,100.0,457.74468088150024,1.0,100.0,44.44,37.35297
-11.968651,0.00344872,0.99999994,[-0.935  0.756 -0.325 -0.422  2.408],93.31951,9.671677,1.7672619,196.09381,100,0.344872,-126.249991508998,-5.645752e-06,0.0199724,66,32.96509,0.0041922135,177846,6600,1.1599518,86.21048,9.999999,38.96312,3.8379319,1.9972401,0.009999999,89.37055,466.2688322067261,0.41922137,100.0,44.45,37.17698
-11.842796,0.35310915,4.260067,[-0.975  0.665 -0.206 -0.522  2.419],93.615326,10.027411,132.99745,1734180.4,100,35.310917,-127.23219912132596,-6.1035157e-06,3.5529492,67,37.0651,8.553301e-06,182483,6700,45.0625,2.21914,0.38385826,126.12242,3.69597,355.29492,0.04260067,1.4346281,475.8275706768036,0.00085533014,100.0,46.37,37.14381
-22.68657,0.09243751,2.116091,[-1.315  0.254 -0.053 -0.837  2.277],95.61336,19.565243,64.706604,157291.55,100,9.243751,-132.24888041267525,9.155273e-07,0.75712216,68,55.214355,5.4139582e-05,190293,6800,60.02799,1.6658896,3.275577,62.337875,3.6301646,75.71222,0.02116091,4.9795403,493.84090781211853,0.0054139583,100.0,78.1,35.119225
-30.116562,0.01234818,1.012516,[-1.47  -0.019  0.21  -1.075  2.211],96.40158,20.507734,8.23177,2824.0723,100,1.234818,-130.6119356614538,-2.5558472e-06,0.08028035,69,57.11325,0.00015863084,200346,6900,2.845037,35.14893,9.87562,40.459957,3.5885677,8.028035,0.01012516,40.204044,519.4312438964844,0.015863083,100.0,100.53,34.39787
-33.628883,0.0058792154,0.99998343,[-1.542 -0.313  0.248 -1.082  2.17 ],96.76671,16.813416,2.2032104,438.11908,100,0.58792156,-134.13186784157995,-2.822876e-06,0.027843926,70,45.322617,0.0008426397,212358,7000,1.3715215,72.91173,9.999834,35.960804,3.5527456,2.7843926,0.009999834,74.3128,545.3505463600159,0.08426397,100.0,120.12,34.37492
-37.228577,0.010754254,1.0000021,[-1.559 -0.332  0.227 -1.089  2.134],97.018776,21.226091,6.314423,1099.7423,100,1.0754254,-130.13705021306023,-3.8146973e-06,0.10598261,71,40.439476,0.001733186,225495,7100,1.5251017,65.5694,9.999979,39.942596,3.529294,10.598261,0.010000023,46.370686,570.7797961235046,0.1733186,100.0,131.37,34.179466
-43.75357,0.001946674,0.9999861,[-1.64  -0.495  0.204 -1.101  2.11 ],97.41981,21.38037,1.4056879,485.91348,100,0.1946674,-131.42468479366084,-5.207062e-06,0.016976083,72,40.15367,0.0069111376,242129,7200,1.0328028,96.823906,9.999861,35.15742,3.5234404,1.6976082,0.00999986,96.348724,611.108327627182,0.69111377,100.0,166.34,33.83448
-45.278034,8.22128e-06,1.00001,[-1.654 -0.518  0.184 -1.113  2.105],97.51056,18.722918,0.0020915866,354.13116,100,0.00082213,-129.0970471335055,-2.7465821e-06,0.01002333,73,34.30477,0.009971271,259464,7300,1.0000002,99.99998,9.9999,33.72685,3.5234377,1.002333,0.0100000985,99.999954,644.5839548110962,0.9971271,100.0,173.35,33.725136
-44.814255,0.8105599,8.981037,[-1.654 -0.518  0.184 -1.113  2.105],97.33341,22.718203,317.41458,9899874.0,100,81.055984,-128.47864190322292,8.773804e-07,8.152218,74,53.786327,1.5746608e-07,274882,7400,1954.32,0.051168695,0.0034188465,238.16743,3.4595828,815.2218,0.08981038,1.2127842,680.4408810138702,1.5746607e-05,100.0,154.18,33.4415
