InitialReturnMin,StdIWNorm,MeanIW,Weights,ReturnStepMaxmin,InitialReturnStd,ReturnMeanIW,J_sample_variance,EpThisIter,StdIW,EpRewMean,InitialReturnMean,MaxIWNorm,Iteration,InitialReturnMax,MinIWNorm,TimestepsSoFar,EpisodesSoFar,EmpiricalD2,ESSRenyi,EntropyCoefficient,Bound,MeanEntropy,MaxIW,MeanIWNorm,ESSClassic,TimeElapsed,MinIW,ReturnStepMax,EpLenMean,InitialBound
-4.7708664,0.0069918064,0.9999975,[-0.689  0.919 -0.673  0.288  0.   ],86.90667,3.275067,0.21325299,17.812418,100,0.69918066,-108.67197648780628,3.7384034e-06,0.044431657,1,9.20005,0.0012725486,1745,100,1.9362651,51.64582,9.999975,14.416421,1.4629933,4.443166,0.009999975,67.16566,3.5883939266204834,0.12725486,100.0,17.45,13.882788
-4.819847,0.0073339944,1.0000037,[-0.684  0.93  -0.69   0.255  0.044],86.66606,2.9426758,0.23666511,12.629137,100,0.7333994,-108.44505024600385,-4.5776366e-07,0.05150708,2,9.33857,0.003049389,3449,200,1.6078318,62.19556,9.999963,15.299857,1.545796,5.150708,0.010000036,65.024956,8.856338739395142,0.3049389,100.0,17.04,14.318646
-3.9403992,0.01022467,1.0000031,[-0.674  0.94  -0.699  0.245  0.127],86.683716,2.9278734,0.3800261,11.753128,100,1.0224671,-108.53493622070741,7.6293945e-06,0.08520179,3,10.985001,0.0009949829,5160,300,2.5447469,39.29664,9.9999695,15.5087,1.5712842,8.52018,0.010000029,48.889423,14.432071685791016,0.099498294,100.0,17.11,15.091801
-4.483429,9.313226e-10,1.0,[-0.667  0.968 -0.725  0.219  0.152],86.871895,3.0431204,2.0861626e-06,9.354122,100,,-108.62742825148938,2.0599366e-06,0.01,4,9.533218,0.01,6901,400,1.0,100.0,10.0,15.39507,1.5712842,1.0,0.009999999,100.0,20.22826838493347,1.0,100.0,17.41,15.39507
-4.1947784,0.0030675102,0.9999961,[-0.667  0.968 -0.725  0.219  0.152],86.38117,2.7942433,0.047885474,9.731244,100,0.306751,-108.32612475288174,2.2125244e-06,0.020927979,5,9.739258,0.0057775,8572,500,1.1018195,90.758965,9.999961,15.790836,1.6083783,2.092798,0.009999962,91.399574,24.67595362663269,0.57775,100.0,16.71,15.388203
-4.0398483,0.0058085537,0.999999,[-0.664  0.976 -0.733  0.222  0.189],86.25969,2.996673,0.15411575,9.003531,100,0.58085537,-107.94616628838905,4.653931e-06,0.0381863,6,11.30513,0.0029816,10220,600,1.3182362,75.85894,9.9999895,16.293715,1.6572281,3.8186302,0.00999999,74.7723,30.22964072227478,0.29816,100.0,16.48,15.706949
-3.8863602,0.0058685867,0.99999964,[-0.66   0.978 -0.75   0.2    0.238],86.27341,2.636688,0.19748172,9.645268,100,0.5868587,-108.5088953474292,-2.670288e-06,0.032458726,7,8.218109,0.0013303519,11876,700,1.711622,58.424114,9.999996,16.781515,1.694243,3.2458727,0.009999995,74.38243,36.615147829055786,0.1330352,100.0,16.56,16.298342
-4.5229263,0.024176318,1.0000024,[-0.666  0.959 -0.719  0.209  0.275],86.72408,3.2196128,1.2087067,210.2752,100,2.4176316,-108.58220562066572,1.1138916e-05,0.24059181,8,9.217796,0.0010854747,13594,800,6.994125,14.297714,9.999976,18.970947,1.8574878,24.059181,0.010000024,14.6093855,43.010491132736206,0.10854747,100.0,17.18,16.63518
-4.879013,4.8520793e-05,1.0000019,[-0.676  0.951 -0.692  0.225  0.439],86.25437,2.8283978,-0.0015675053,8.067318,100,0.00485208,-108.32909125273765,-6.1035155e-07,0.010090128,9,9.884491,0.009850156,15246,900,1.0000311,99.99689,9.999981,18.252071,1.8583164,1.0090128,0.01000002,99.997635,48.671332359313965,0.9850156,100.0,16.52,18.245396
-5.2065277,0.028324874,0.99999726,[-0.676  0.951 -0.691  0.224  0.439],87.46104,3.4626572,2.3256721,565.3209,100,2.8324876,-109.23911263285278,-5.645752e-06,0.2811077,10,9.395912,0.00025861824,17077,1000,14.149458,7.0674086,9.999972,20.698948,1.9551444,28.110771,0.009999971,11.082751,54.73202967643738,0.025861826,100.0,18.31,18.269962
-4.4709473,0.023004953,0.99999917,[-0.67   0.976 -0.764  0.172  0.536],86.87222,3.261561,2.346308,136.52272,100,2.3004951,-108.65537295762759,9.918213e-07,0.17845945,11,11.156448,0.0008006713,18815,1100,18.449747,5.4201283,9.999991,21.793901,2.104496,17.845945,0.009999992,15.892471,60.19655895233154,0.08006713,100.0,17.38,19.179564
-3.9631119,0.00420231,0.99999845,[-0.649  1.03  -0.823  0.178  0.686],86.70681,2.8504074,0.09981355,11.317119,100,0.420231,-108.8988025639311,-1.5258789e-07,0.024995713,12,7.9042816,0.004206542,20528,1200,1.296376,77.138115,9.999985,21.567411,2.176762,2.4995713,0.009999985,84.99105,65.90816164016724,0.4206542,100.0,17.13,20.781485
-4.4126205,9.313226e-10,1.0,[-0.646  1.013 -0.819  0.193  0.758],86.608086,2.8462484,-9.398907e-06,8.182959,100,,-108.64996525526708,-9.384155e-06,0.01,13,10.915382,0.01,22230,1300,1.0,100.0,10.0,21.403765,2.176762,1.0,0.009999999,100.0,70.19022989273071,1.0,100.0,17.02,21.403765
-4.502739,0.0059579136,0.9999752,[-0.646  1.013 -0.819  0.193  0.758],86.67732,2.9201648,-0.05248786,10.07318,100,0.59579134,-108.74046387129805,4.272461e-06,0.045044422,14,8.992729,0.0030044725,23942,1400,1.4579577,68.589096,9.999752,22.260082,2.2675078,4.504442,0.009999751,73.80155,74.04995155334473,0.30044726,100.0,17.12,21.467867
-4.003769,0.013854985,1.0000024,[-0.651  1.004 -0.848  0.22   0.848],87.390205,3.1727335,0.5517093,48.20639,100,1.3854985,-109.85623926775499,6.1035155e-07,0.1220179,15,13.399376,0.0010419354,25773,1500,3.0567086,32.714928,9.999976,23.3085,2.3537738,12.20179,0.010000023,34.251305,79.64274525642395,0.10419354,100.0,18.31,22.228432
-4.6910706,0.017171783,1.0000014,[-0.716  0.988 -0.761  0.145  0.935],87.755684,3.0552256,0.79908025,67.05277,100,1.7171785,-109.87722141030166,-9.918213e-07,0.14296812,16,9.709869,0.0009586038,27655,1600,8.208722,12.182164,9.999986,25.116022,2.5244298,14.296812,0.010000013,25.324831,84.37274217605591,0.095860384,100.0,18.82,23.214075
-4.8804398,9.313226e-10,1.0,[-0.713  1.003 -0.775  0.107  1.106],88.12615,3.5728705,5.6140125e-06,12.894347,100,,-110.36396889431086,5.645752e-06,0.01,17,10.615074,0.01,29615,1700,1.0,100.0,10.0,24.890467,2.5244298,1.0,0.009999999,100.0,90.21691942214966,1.0,100.0,19.6,24.890467
-5.0026855,9.313226e-10,1.0,[-0.713  1.003 -0.775  0.107  1.106],87.958885,3.1569853,1.4342368e-06,10.067228,100,,-111.01618577248988,1.4495849e-06,0.01,18,10.961456,0.01,31559,1800,1.0,100.0,10.0,24.878916,2.5244298,1.0,0.009999999,100.0,95.10981607437134,1.0,100.0,19.44,24.878916
-4.7636414,0.000642936,0.9999948,[-0.713  1.003 -0.775  0.107  1.106],87.892265,3.469522,0.057845533,12.911832,100,0.0642936,-110.66960404002215,-2.1362305e-06,0.011786096,19,10.459076,0.008907742,33485,1900,1.0033224,99.66886,9.9999485,24.99906,2.5290558,1.1786096,0.009999949,99.588326,100.4437243938446,0.89077425,100.0,19.26,24.895658
-5.1567535,9.313226e-10,1.0,[-0.719  0.996 -0.774  0.103  1.11 ],87.79095,3.2668617,-4.8428774e-06,10.780187,100,,-110.50521519208198,-4.8065185e-06,0.01,20,11.599144,0.01,35391,2000,1.0,100.0,10.0,24.903915,2.5290558,1.0,0.009999999,100.0,107.75966453552246,1.0,100.0,19.06,24.903915
-4.9596863,0.009567052,1.0000004,[-0.719  0.996 -0.774  0.103  1.11 ],88.51674,3.8394027,0.11896954,29.278921,100,0.9567051,-111.36482664500501,-2.7465821e-06,0.07300826,21,10.980576,0.0017939548,37440,2100,2.0676336,48.364468,9.999996,25.996931,2.640428,7.300826,0.010000003,52.211582,113.10255289077759,0.17939548,100.0,20.49,24.924536
-5.4550476,0.002463181,1.0000001,[-0.735  0.995 -0.784  0.076  1.221],89.099815,3.3900669,-0.05710271,11.455934,100,0.2463181,-111.69933300838012,6.6375733e-06,0.021765362,22,8.629272,0.0065385113,39593,2200,1.0514877,95.10335,9.999999,26.3643,2.6716359,2.1765363,0.010000002,94.27979,119.82434678077698,0.65385115,100.0,21.53,26.116646
-5.0985184,0.016734201,1.0000012,[-0.736  1.004 -0.78   0.06   1.252],89.10601,3.4117403,-0.4235955,13.0736685,100,1.6734202,-112.47074508840811,3.0517579e-06,0.1653766,23,13.167969,0.0014475946,41785,2300,2.618332,38.192253,9.999989,26.797674,2.793155,16.53766,0.010000011,26.313513,126.87988519668579,0.14475946,100.0,21.92,26.27743
-5.7916107,0.004796985,1.0000038,[-0.746  0.993 -0.783  0.026  1.374],88.58884,3.4777825,0.26261714,20.17375,100,0.4796985,-112.16486216687898,9.155273e-07,0.04325553,24,12.963768,0.004939404,43881,2400,1.1846296,84.41457,9.999962,28.299273,2.8507094,4.325553,0.010000038,81.29361,133.47806453704834,0.4939404,100.0,20.96,27.499424
-5.8050003,9.313226e-10,1.0,[-0.745  1.002 -0.754  0.014  1.432],89.85796,4.7887816,9.940937e-06,23.16407,100,,-114.65051008207493,9.9182125e-06,0.01,25,22.596512,0.01,46309,2500,1.0,100.0,10.0,27.75389,2.8507094,1.0,0.009999999,100.0,140.9748730659485,1.0,100.0,24.28,27.75389
-5.2507935,9.313226e-10,1.0,[-0.745  1.002 -0.754  0.014  1.432],89.31556,3.714033,-1.0460615e-05,13.933373,100,,-113.97452476061686,-1.04522705e-05,0.01,26,12.9147415,0.01,48581,2600,1.0,100.0,10.0,28.076593,2.8507094,1.0,0.009999999,100.0,145.5097324848175,1.0,100.0,22.72,28.076593
-5.262253,9.313226e-10,1.0,[-0.745  1.002 -0.754  0.014  1.432],89.14835,3.8389266,-1.6987324e-06,14.886219,100,,-113.09218934684414,-1.6784668e-06,0.01,27,11.702057,0.01,50788,2700,1.0,100.0,10.0,28.117025,2.8507094,1.0,0.009999999,100.0,150.01244497299194,1.0,100.0,22.07,28.117025
-5.3080826,2.1021562e-05,0.999896,[-0.745  1.002 -0.754  0.014  1.432],89.43861,3.514965,0.0018107779,12.493951,100,0.0021021587,-113.82130985809306,-2.8991699e-06,0.010055249,28,10.78389,0.00995307,53091,2800,1.0000006,99.99994,9.99896,28.152761,2.8513381,1.0055249,0.00999896,99.99955,154.41700887680054,0.995307,100.0,23.03,28.147629
-5.593445,0.0041430113,0.9999986,[-0.745  1.002 -0.754  0.013  1.432],89.11078,3.2724292,-0.024417102,13.497629,100,0.41430113,-113.25742499249507,-7.171631e-06,0.027778335,29,9.75946,0.0044309027,55307,2900,1.2268771,81.50776,9.999987,28.753742,2.9138532,2.7778335,0.009999987,85.35004,159.15519952774048,0.44309026,100.0,22.16,28.188059
-4.887619,0.0016221433,1.0000004,[-0.749  1.003 -0.745  0.011  1.495],89.18204,3.6880653,0.028899606,15.576356,100,0.16221434,-113.58928845293588,5.264282e-06,0.019472642,30,13.127724,0.0072894297,57504,3000,1.028779,97.20261,9.999996,28.960035,2.937499,1.9472643,0.010000003,97.4361,164.66588735580444,0.728943,100.0,21.97,28.700945
-5.460846,0.0012856779,0.9999995,[-0.745  1.02  -0.734  0.003  1.519],89.26989,3.4858296,0.0025249342,14.166766,100,0.12856779,-113.46241567667981,,0.016707633,31,12.0920105,0.00787735,59752,3100,1.0112137,98.89107,9.999995,29.127926,2.9530735,1.6707634,0.009999995,98.37392,172.19646668434143,0.787735,100.0,22.48,28.971924
-6.0803375,0.0060109915,1.000002,[-7.473e-01  1.020e+00 -7.342e-01  4.320e-04  1.534e+00],89.609184,3.551301,0.20527774,18.645329,100,0.60109913,-114.07715421057071,-4.5013426e-06,0.034722373,32,8.598251,0.0029665395,62074,3200,1.505751,66.41204,9.99998,30.205055,3.0351534,3.4722373,0.01000002,73.458176,179.0035524368286,0.29665396,100.0,23.22,29.244122
-4.861206,9.313226e-10,1.0,[-0.753  1.03  -0.757 -0.018  1.616],89.84633,3.726485,7.867813e-06,14.02696,100,,-115.75751350606168,7.858276e-06,0.01,33,14.299522,0.01,64510,3300,1.0,100.0,10.0,29.874891,3.0351534,1.0,0.009999999,100.0,186.00175070762634,1.0,100.0,24.36,29.874891
-5.823738,9.313226e-10,1.0,[-0.753  1.03  -0.757 -0.018  1.616],89.88475,3.9005332,1.0434538e-05,15.367837,100,,-114.07114393342576,1.04522705e-05,0.01,34,12.950005,0.01,66905,3400,1.0,100.0,10.0,29.919878,3.0351534,1.0,0.009999999,100.0,191.9400885105133,1.0,100.0,23.95,29.919878
-5.706688,9.313226e-10,1.0,[-0.753  1.03  -0.757 -0.018  1.616],89.77133,3.4712706,6.577e-06,12.171433,100,,-114.97569851379862,6.5612794e-06,0.01,35,8.803482,0.01,69326,3500,1.0,100.0,10.0,30.05809,3.0351534,1.0,0.009999999,100.0,197.81525874137878,1.0,100.0,24.21,30.05809
-5.217064,9.313226e-10,1.0,[-0.753  1.03  -0.757 -0.018  1.616],90.63565,4.05792,6.645918e-06,16.633045,100,,-117.45322105592602,6.6375733e-06,0.01,36,11.48378,0.01,72004,3600,1.0,100.0,10.0,29.968748,3.0351534,1.0,0.009999999,100.0,204.60174298286438,1.0,100.0,26.78,29.968748
-6.591133,9.313226e-10,1.0,[-0.753  1.03  -0.757 -0.018  1.616],90.37559,4.4605937,-8.638948e-06,20.097874,100,,-115.64311528949771,-8.69751e-06,0.01,37,14.494522,0.01,74569,3700,1.0,100.0,10.0,29.868374,3.0351534,1.0,0.009999999,100.0,210.96263885498047,1.0,100.0,25.65,29.868374
-5.764702,0.008835822,1.0000005,[-0.753  1.03  -0.757 -0.018  1.616],89.700195,4.350359,0.21623231,27.068336,100,0.88358223,-114.37665550657556,-4.043579e-06,0.042062033,38,18.836319,0.0016536838,76940,3800,3.2846613,30.44454,9.999995,30.640879,3.1562603,4.2062035,0.0100000035,56.157166,216.2190945148468,0.1653684,100.0,23.71,29.723652
-5.936554,9.313226e-10,1.0,[-0.763  0.999 -0.683 -0.06   1.737],90.66152,5.3744326,-1.3411045e-06,29.176289,100,,-116.16193334366321,-1.2969971e-06,0.01,39,24.80178,0.01,79584,3900,1.0,100.0,10.0,30.735876,3.1562603,1.0,0.009999999,100.0,222.6647584438324,1.0,100.0,26.44,30.735876
-6.365532,0.0072130347,1.0000006,[-0.763  0.999 -0.683 -0.06   1.737],90.52361,4.332356,0.20035544,27.239712,100,0.7213035,-116.63298570827816,-1.3580322e-05,0.04812707,40,18.353325,0.0017018142,82240,4000,1.6397156,60.986187,9.999994,31.831299,3.241435,4.812707,0.010000006,65.77744,227.35049319267273,0.17018142,100.0,26.56,30.950811
-5.3448486,0.012828498,1.0000001,[-0.765  1.001 -0.684 -0.088  1.822],90.75699,4.021066,-0.25816783,40.56768,100,1.2828499,-118.08468922693378,1.2817382e-05,0.11299842,41,13.213036,0.0014481352,84975,4100,2.2230265,44.98372,9.999999,32.471245,3.3386095,11.299842,0.01,37.797134,232.9269733428955,0.14481352,100.0,27.35,31.97393
-6.618515,0.0069117914,1.0000039,[-0.789  0.983 -0.662 -0.19   1.92 ],91.183075,4.903798,0.6673745,97.09656,100,0.69117916,-118.53156338881854,1.7547608e-06,0.068015024,42,20.179024,0.004669972,87867,4200,1.1923828,83.865685,9.999961,33.83148,3.3898728,6.8015027,0.010000039,67.67159,239.9069323539734,0.46699724,100.0,28.92,32.71346
-7.0281754,9.313226e-10,1.0,[-0.793  0.987 -0.671 -0.207  1.971],90.82448,5.483222,1.4081597e-06,30.369421,100,,-116.50138781483489,1.4495849e-06,0.01,43,28.500595,0.01,90597,4300,1.0,100.0,10.0,32.948708,3.3898728,1.0,0.009999999,100.0,248.30797243118286,1.0,100.0,27.3,32.948708
