MinD2w0t,ReturnMeanIW,Weights,MeanD2w0t,TimeElapsed,J_sample_variance,TimestepsSoFar,EpisodesSoFar,ReturnStepMax,MaxIW,Iteration,MinIW,EmpiricalD2,InitialReturnMax,InitialReturnMin,InitialReturnStd,EpThisIter,ReturnStepMaxmin,EpRewMean,InitialReturnMean,StdIW,MaxD2w0t,StdD2w0t,MeanIW,Bound,EpLenMean,InitialBound
,8.698353,[-1.029 -0.761 -0.191 -0.767 -0.29 ],0.595493,340.6948540210724,84.1343,117541,2300,100.0,23.620537,23,0.0071877944,12.108573,3.8293116,-9.682382,1.8462447,100,96.24388,-102.47269315671619,-5.531311e-07,2.986529,113.89519,2.7678008,1.6507337,-1.9627371,74.36,-2.3647938
,9.354518,[-1.028 -0.751 -0.217 -0.779 -0.288],0.13028,355.9077637195587,4.183201,124055,2400,100.0,1.0,24,1.0,1.0,3.8032088,-8.483379,2.0350354,100,95.8353,-103.0743618364514,-2.1457672e-07,,1.0,0.3366056,1.0,-0.6958599,65.14,-0.6958599
,10.272097,[-1.028 -0.751 -0.217 -0.779 -0.288],0.27931866,371.27276492118835,18.207193,130677,2500,100.0,6.616613,25,0.03125082,2.6710413,4.190598,-8.104111,1.7828186,100,95.90991,-102.31272837994835,-1.7166138e-07,0.88059455,16.912052,0.9528515,1.0801193,-0.1590271,66.22,-0.58461285
,9.172929,[-1.027 -0.756 -0.241 -0.765 -0.284],0.15094353,386.53584456443787,6.2228584,137449,2600,100.0,2.9879842,26,0.36012638,1.2442145,4.069745,-16.058075,2.4094167,100,95.9559,-103.07307243493986,4.196167e-07,0.40273538,1.621178,0.38291985,0.96663165,-0.9418621,67.72,-1.0418425
,9.016355,[-1.028 -0.761 -0.232 -0.764 -0.283],0.21565859,403.4816131591797,8.1744795,144560,2700,100.0,7.371442,27,0.015083113,1.8603786,3.6293616,-3.6893148,1.6293111,100,96.11243,-102.66786250182192,,0.85276675,7.696165,0.58675206,1.0550511,-1.2285881,71.11,-1.5518599
,10.5370455,[-1.025 -0.771 -0.252 -0.762 -0.282],0.1479445,418.6383888721466,9.30991,150851,2800,100.0,4.059395,28,0.20229483,1.284546,3.729454,-12.212527,2.3803859,100,95.70805,-103.54819457986112,2.2411346e-07,0.4806137,1.8510915,0.39305207,1.0306357,0.3912182,62.91,0.1720295
,9.668831,[-1.029 -0.777 -0.24  -0.771 -0.283],0.25285238,434.5424690246582,11.030838,157606,2900,100.0,12.007851,29,0.04224316,3.2456317,4.0893064,-4.919933,1.7993171,100,95.96915,-102.36707581002658,-1.1920929e-08,1.1583174,26.627665,0.8650459,1.0922681,-0.65049076,67.55,-1.0865831
,7.6958475,[-1.046 -0.764 -0.221 -0.76  -0.251],0.20506524,453.57492995262146,5.53117,165387,3000,100.0,8.32011,30,0.039747313,1.6610283,3.3742628,-3.3057246,1.5856255,100,96.35135,-103.04559642388365,-5.245209e-07,0.79998493,2.867617,0.49442714,1.0331434,-2.4467926,77.81,-2.606709
,33.36949,[-1.035 -0.754 -0.214 -0.77  -0.246],3413573.8,469.4822063446045,47999.33,171794,3100,100.0,2638.8022,31,1.7264307e-07,450746240.0,3.7085457,-8.313681,2.0721908,100,95.80936,-102.2121798399376,3.1471254e-07,115.381905,39091454000.0,253042750.0,11.997227,10.6043415,64.07,-0.13613701
,2.4478579,[-0.998 -0.734 -0.187 -0.671 -0.267],0.2477,499.75335812568665,3.0760381,184179,3200,100.0,1.0,32,1.0,1.0,3.9898643,-3.7353973,1.7450724,100,97.317795,-104.17062603663071,-9.059906e-08,,1.0,0.43167335,1.0,-7.60252,123.85,-7.60252
,4.1173506,[-0.998 -0.734 -0.187 -0.671 -0.267],0.20992,521.691073179245,2.3595848,194675,3300,100.0,1.0,33,1.0,1.0,2.8892326,-2.9855933,1.5283945,100,97.02547,-103.62363963796801,4.2915346e-08,,1.0,0.40725034,1.0,-5.9330273,104.96,-5.9330273
,4.579558,[-0.998 -0.734 -0.187 -0.671 -0.267],0.19848,544.2465498447418,2.5691953,204599,3400,100.0,1.0,34,1.0,1.0,4.2472334,-3.2760801,1.5948365,100,96.894165,-104.49144663477097,-7.5340273e-07,,1.0,0.39884725,1.0,-5.47082,99.24,-5.47082
,3.730261,[-0.998 -0.734 -0.187 -0.671 -0.267],0.2154,567.7128300666809,3.8329563,215369,3500,100.0,1.0,35,1.0,1.0,3.96045,-5.3517437,1.9479804,100,97.079956,-103.39415750907244,-2.0742416e-07,,1.0,0.4110929,1.0,-6.320117,107.7,-6.320117
,4.841866,[-0.998 -0.734 -0.187 -0.671 -0.267],0.5384635,590.3228847980499,5.86225,225519,3600,100.0,13.599117,36,0.048087783,3.071869,3.0439363,-3.5848765,1.6235701,100,96.92932,-105.08710496151059,-3.33786e-08,1.1784152,66.1691,2.6185539,1.2548407,-5.340298,101.5,-5.559409
,2.449048,[-0.993 -0.742 -0.2   -0.661 -0.257],0.23978,618.0643050670624,2.6658874,237508,3700,100.0,1.0,37,1.0,1.0,3.8417113,-3.2445703,1.6245703,100,97.27283,-103.53512661671131,-6.67572e-08,,1.0,0.4269499,1.0,-7.60133,119.89,-7.60133
,3.0627837,[-0.993 -0.742 -0.2   -0.661 -0.257],0.22282,641.5123052597046,2.0156689,248649,3800,100.0,1.0,38,1.0,1.0,3.5911126,-2.5587826,1.412626,100,97.15196,-102.94461491633803,-9.536743e-08,,1.0,0.4161278,1.0,-6.987594,111.41,-6.987594
,3.01647,[-0.993 -0.742 -0.2   -0.661 -0.257],0.37709686,665.9356713294983,3.4049907,260267,3900,100.0,11.053558,39,0.09866347,2.173369,3.1304932,-3.1835275,1.4924845,100,97.2094,-104.01590685305833,-9.536743e-09,1.1327274,7.8014016,0.7947472,1.1390136,-7.142503,116.18,-7.2262497
,1.3007416,[-0.996 -0.748 -0.19  -0.654 -0.258],0.2789,694.1819803714752,2.1768825,274212,4000,100.0,1.0,40,1.0,1.0,3.2025332,-2.5480409,1.4680307,100,97.53262,-102.31310959383921,-5.9604645e-08,,1.0,0.44844544,1.0,-8.749637,139.45,-8.749637
,1.7395282,[-0.996 -0.748 -0.19  -0.654 -0.258],0.25932,721.2282118797302,3.0514996,287178,4100,100.0,1.0,41,1.0,1.0,3.9074504,-3.171771,1.7380981,100,97.41928,-102.47800933665476,-9.536743e-09,,1.0,0.43826675,1.0,-8.31085,129.66,-8.31085
,0.95868367,[-0.996 -0.748 -0.19  -0.654 -0.258],0.29408,751.6462876796722,3.000517,301882,4200,100.0,1.0,42,1.0,1.0,3.4336295,-3.5108328,1.7235174,100,97.60458,-102.59048239523074,-7.081032e-07,,1.0,0.45562232,1.0,-9.091694,147.04,-9.091694
,2.0541122,[-0.996 -0.748 -0.19  -0.654 -0.258],0.26082,777.7261657714844,3.168401,314923,4300,100.0,1.0,43,1.0,1.0,4.010557,-3.2698922,1.7710779,100,97.39548,-104.6225506213345,-2.3365021e-07,,1.0,0.43908504,1.0,-7.9962654,130.41,-7.9962654
,2.9855487,[-0.996 -0.748 -0.19  -0.654 -0.258],0.22756,802.1757504940033,2.9142222,326301,4400,100.0,1.0,44,1.0,1.0,3.3303478,-3.1191797,1.6985524,100,97.16891,-104.17088548081276,1.001358e-07,,1.0,0.41924566,1.0,-7.064829,113.78,-7.064829
,2.1641686,[-0.996 -0.748 -0.19  -0.654 -0.258],0.25222,828.8577380180359,3.6624513,338912,4500,100.0,1.0,45,1.0,1.0,4.4310393,-3.6824932,1.9041604,100,97.36395,-103.1610459434446,4.3392183e-07,,1.0,0.4342859,1.0,-7.8862095,126.11,-7.8862095
,1.7627838,[-0.996 -0.748 -0.19  -0.654 -0.258],0.25736,855.8090214729309,2.6351306,351780,4600,100.0,1.0,46,1.0,1.0,3.9042437,-2.9117641,1.6151716,100,97.45528,-99.38712364679766,1.001358e-07,,1.0,0.4371785,1.0,-8.287594,128.68,-8.287594
,2.6827464,[-0.996 -0.748 -0.19  -0.654 -0.258],0.24302,881.6561126708984,2.925859,363931,4700,100.0,1.0,47,1.0,1.0,3.4631472,-3.5612693,1.7019402,100,97.2928,-103.72086232878934,1.7166138e-07,,1.0,0.42891434,1.0,-7.3676314,121.51,-7.3676314
,0.69958556,[-0.996 -0.748 -0.19  -0.654 -0.258],0.29854,912.9233739376068,3.0265443,378858,4800,100.0,1.0,48,1.0,1.0,3.6194355,-3.649125,1.7309763,100,97.63135,-102.14894853159673,9.155273e-07,,1.0,0.45761123,1.0,-9.350792,149.27,-9.350792
,1.1966019,[-0.996 -0.748 -0.19  -0.654 -0.258],0.2815,942.1799240112305,2.9905314,392933,4900,100.0,1.0,49,1.0,1.0,4.62327,-3.2685075,1.720647,100,97.535385,-103.072112557932,-5.2690507e-07,,1.0,0.4497213,1.0,-8.853776,140.75,-8.853776
,1.2958224,[-0.996 -0.748 -0.19  -0.654 -0.258],0.28398,971.6816391944885,3.4657648,407132,5000,100.0,1.0,50,1.0,1.0,4.039081,-3.391984,1.8523247,100,97.55513,-102.57853365211848,5.626678e-07,,1.0,0.45093068,1.0,-8.754556,141.99,-8.754556
,2.523467,[-0.996 -0.748 -0.19  -0.654 -0.258],0.2454,999.1987745761871,3.203141,419402,5100,100.0,1.0,51,1.0,1.0,4.251607,-3.5461507,1.780761,100,97.31514,-103.36653110489979,7.152558e-08,,1.0,0.43032366,1.0,-7.526911,122.7,-7.526911
,0.5803176,[-0.996 -0.748 -0.19  -0.654 -0.258],0.30456,1029.6849212646484,2.506431,434630,5200,100.0,1.0,52,1.0,1.0,3.7329593,-2.7167168,1.5752354,100,97.681915,-100.3589064522452,-4.7683717e-08,,1.0,0.46022728,1.0,-9.47006,152.28,-9.47006
,1.4092774,[-0.996 -0.748 -0.19  -0.654 -0.258],1.1398413,1056.5286362171173,4.5871053,448518,5300,100.0,5.7049627,53,0.0035798978,6.649261,3.8285232,-3.3356247,1.72176,100,97.52458,-102.45317506906751,2.4318695e-07,0.81258214,95.13917,4.4310217,0.98400843,-8.772224,138.88,-8.887995
,4.4094896,[-0.995 -0.74  -0.197 -0.667 -0.257],0.19802,1077.5229182243347,3.2312562,458419,5400,100.0,1.0,54,1.0,1.0,3.9372654,-2.964003,1.7885593,100,96.869934,-105.44876408020025,4.9114226e-07,,1.0,0.39849588,1.0,-5.640888,99.01,-5.640888
,3.8346071,[-0.995 -0.74  -0.197 -0.667 -0.257],0.20872,1099.436017036438,2.6668262,468855,5500,100.0,1.0,55,1.0,1.0,3.6839242,-3.297543,1.6248565,100,96.98508,-105.1384363359359,-1.0967255e-07,,1.0,0.4064025,1.0,-6.2157707,104.36,-6.2157707
,5.0896,[-0.995 -0.74  -0.197 -0.667 -0.257],0.18394,1118.8385829925537,2.2572417,478052,5600,100.0,1.0,56,1.0,1.0,3.2481267,-3.0747995,1.4948812,100,96.71736,-104.9668645583786,-2.3841858e-08,,1.0,0.38742745,1.0,-4.9607778,91.97,-4.9607778
,2.8278139,[-0.995 -0.74  -0.197 -0.667 -0.257],0.23776,1143.7695846557617,2.6161509,489940,5700,100.0,1.0,57,1.0,1.0,3.0239968,-3.879909,1.6093445,100,97.2359,-104.8578726789363,3.1232832e-07,,1.0,0.42570424,1.0,-7.2225637,118.88,-7.2225637
,3.5178103,[-0.995 -0.74  -0.197 -0.667 -0.257],0.21796,1166.0865647792816,2.7725515,500838,5800,100.0,1.0,58,1.0,1.0,4.067667,-3.2352529,1.6567518,100,97.08087,-104.57351670808268,1.4305114e-08,,1.0,0.41284594,1.0,-6.5325675,108.98,-6.5325675
,3.7072873,[-0.995 -0.74  -0.197 -0.667 -0.257],0.21266,1189.328105688095,3.2393916,511471,5900,100.0,1.0,59,1.0,1.0,3.7245154,-3.4989,1.7908094,100,97.040985,-104.15129998962884,1.0728836e-07,,1.0,0.40919366,1.0,-6.3430905,106.33,-6.3430905
,3.596727,[-0.995 -0.74  -0.197 -0.667 -0.257],0.30757794,1212.114622592926,3.427105,522267,6000,100.0,5.3545895,60,0.058668245,1.7073576,4.0180693,-3.2211676,1.6382086,100,97.052185,-105.14268649734512,-2.2888183e-07,0.62065643,5.8239403,0.6413705,0.96968853,-6.5087037,107.96,-6.5834866
,1.8258183,[-0.995 -0.746 -0.196 -0.657 -0.257],0.25178,1238.9429152011871,2.336833,534856,6100,100.0,1.0,61,1.0,1.0,4.157786,-3.2045522,1.5210079,100,97.38402,-101.718409369906,7.9631803e-07,,1.0,0.4340367,1.0,-8.22456,125.89,-8.22456
,2.9601293,[-0.995 -0.746 -0.196 -0.657 -0.257],0.22962,1262.4645352363586,2.6191225,546337,6200,100.0,1.0,62,1.0,1.0,3.7565033,-3.23954,1.6102581,100,97.17262,-104.90027509686966,1.66893e-07,,1.0,0.4205969,1.0,-7.0902486,114.81,-7.0902486
,2.0779486,[-0.995 -0.746 -0.196 -0.657 -0.257],0.2526,1288.7049555778503,3.0000029,558967,6300,100.0,1.0,63,1.0,1.0,3.854433,-3.3680768,1.7233697,100,97.35617,-103.80749528088587,-4.9114226e-07,,1.0,0.4344975,1.0,-7.9724293,126.3,-7.9724293
,1.3997717,[-0.995 -0.746 -0.196 -0.657 -0.257],0.27606,1317.14572930336,2.8795166,572770,6400,100.0,1.0,64,1.0,1.0,3.8584971,-3.2203164,1.6884081,100,97.50813,-102.96138636489937,3.2901764e-07,,1.0,0.44704807,1.0,-8.650606,138.03,-8.650606
,2.275443,[-0.995 -0.746 -0.196 -0.657 -0.257],0.25864,1342.886812210083,3.1869051,585702,6500,100.0,1.0,65,1.0,1.0,3.2421942,-3.480537,1.7762421,100,97.38728,-104.27783399066253,5.8174135e-07,,1.0,0.43788627,1.0,-7.774935,129.32,-7.774935
,2.1937468,[-0.995 -0.746 -0.196 -0.657 -0.257],0.24986,1367.8386936187744,2.4674993,598195,6600,100.0,1.0,66,1.0,1.0,4.0824604,-3.0022235,1.5629537,100,97.32377,-104.70584777747334,-1.04904174e-07,,1.0,0.43293083,1.0,-7.8566313,124.93,-7.8566313
,2.3374832,[-0.995 -0.746 -0.196 -0.657 -0.257],0.24066,1392.2523715496063,2.1737037,610228,6700,100.0,1.0,67,1.0,1.0,4.1652503,-3.246027,1.4669584,100,97.2737,-103.86314918118012,1.1920929e-07,,1.0,0.4274824,1.0,-7.7128944,120.33,-7.7128944
,1.99806,[-0.995 -0.746 -0.196 -0.657 -0.257],0.25984,1419.0666463375092,3.1024127,623220,6800,100.0,1.0,68,1.0,1.0,4.0350084,-3.4709735,1.7525378,100,97.42316,-102.43183993519742,3.33786e-08,,1.0,0.4385426,1.0,-8.052318,129.92,-8.052318
,2.4943583,[-0.995 -0.746 -0.196 -0.657 -0.257],0.24538,1444.6041986942291,3.5029168,635489,6900,100.0,1.0,69,1.0,1.0,3.7838736,-3.6214013,1.8622266,100,97.271545,-106.03215141182099,7.152558e-08,,1.0,0.43032432,1.0,-7.55602,122.69,-7.55602
,1.6295407,[-0.995 -0.746 -0.196 -0.657 -0.257],0.26636,1473.503343820572,2.7280507,648807,7000,100.0,1.0,70,1.0,1.0,3.8459773,-3.0391898,1.6434021,100,97.46463,-102.23985154231563,1.8596648e-07,,1.0,0.44204134,1.0,-8.420837,133.18,-8.420837
,2.2650454,[-0.995 -0.746 -0.196 -0.657 -0.257],0.24338,1498.9276895523071,2.7996585,660976,7100,100.0,1.0,71,1.0,1.0,4.0511994,-3.1441083,1.664831,100,97.314285,-102.5669921707672,-4.7683717e-08,,1.0,0.42910615,1.0,-7.7853327,121.69,-7.7853327
,0.34423152,[-0.995 -0.746 -0.196 -0.657 -0.257],0.31406,1531.2112622261047,2.5662818,676679,7200,100.0,1.0,72,1.0,1.0,3.1145265,-3.479733,1.593932,100,97.7287,-99.81686732913788,4.2200088e-07,,1.0,0.46413702,1.0,-9.706146,157.03,-9.706146
,3.3175993,[-0.995 -0.746 -0.196 -0.657 -0.257],0.33238187,1554.038774728775,3.8375762,687871,7300,100.0,13.835184,73,0.14568083,1.9433985,3.6034403,-3.0788026,1.7363461,100,97.17326,-102.2238993800762,5.5551527e-07,0.74441046,7.639598,0.68081063,0.96320546,-6.8213224,111.92,-6.934643
,0.95367414,[-0.995 -0.752 -0.187 -0.65  -0.256],0.29478,1584.0223698616028,3.0325093,702610,7400,100.0,1.0,74,1.0,1.0,3.8428597,-3.5142756,1.7326813,100,97.61139,-102.3337046665523,8.106232e-08,,1.0,0.45594704,1.0,-9.096704,147.39,-9.096704
,1.3198999,[-0.995 -0.752 -0.187 -0.65  -0.256],0.27316,1613.4236378669739,2.6115797,716268,7500,100.0,1.0,75,1.0,1.0,4.309932,-2.847076,1.6079379,100,97.48259,-103.62380882684903,5.1498415e-07,,1.0,0.4455894,1.0,-8.730478,136.58,-8.730478
,1.1702605,[-0.995 -0.752 -0.187 -0.65  -0.256],0.26848,1641.4131231307983,2.832836,729692,7600,100.0,1.0,76,1.0,1.0,3.98567,-2.8684626,1.6746664,100,97.462204,-103.21655468630834,1.4305115e-07,,1.0,0.443158,1.0,-8.880117,134.24,-8.880117
,0.7914934,[-0.995 -0.752 -0.187 -0.65  -0.256],0.30094,1671.5674455165863,3.522504,744739,7700,100.0,1.0,77,1.0,1.0,3.6011715,-3.5290918,1.8674258,100,97.64603,-101.86633167757905,1.0728836e-07,,1.0,0.45867324,1.0,-9.258884,150.47,-9.258884
,0.7110446,[-0.995 -0.752 -0.187 -0.65  -0.256],0.30184,1701.7795600891113,3.1948104,759831,7800,100.0,1.0,78,1.0,1.0,3.553379,-3.4629865,1.7784438,100,97.62723,-103.58977552855966,2.9802322e-07,,1.0,0.4590522,1.0,-9.339334,150.92,-9.339334
,0.69323814,[-0.995 -0.752 -0.187 -0.65  -0.256],0.29116,1732.1145660877228,2.740606,774389,7900,100.0,1.0,79,1.0,1.0,4.0452356,-2.9218998,1.6471795,100,97.59198,-102.49007980917035,4.7683716e-07,,1.0,0.45428678,1.0,-9.35714,145.58,-9.35714
,0.8479245,[-0.995 -0.752 -0.187 -0.65  -0.256],0.2968,1763.0760889053345,3.1212351,789229,8000,100.0,1.0,80,1.0,1.0,3.5071316,-3.1900716,1.7578461,100,97.618515,-102.5063718872842,-9.536743e-08,,1.0,0.45685402,1.0,-9.202454,148.4,-9.202454
,-0.100604005,[-0.995 -0.752 -0.187 -0.65  -0.256],0.32668,1796.342155456543,2.4447837,805563,8100,100.0,1.0,81,1.0,1.0,4.3408275,-3.137628,1.5557429,100,97.74013,-102.89374027689804,-4.7683715e-09,,1.0,0.46898836,1.0,-10.150982,163.34,-10.150982
,0.7033097,[-0.995 -0.752 -0.187 -0.65  -0.256],0.2935,1826.5025157928467,2.4391232,820238,8200,100.0,1.0,82,1.0,1.0,3.8610802,-3.0102773,1.5539409,100,97.6797,-96.87673555793344,-5.2928925e-07,,1.0,0.45536855,1.0,-9.347068,146.75,-9.347068
,0.391461,[-0.995 -0.752 -0.187 -0.65  -0.256],0.32262,1858.787854194641,3.331657,836369,8300,100.0,1.0,83,1.0,1.0,4.4259114,-3.3822203,1.8161335,100,97.72902,-102.51090500392633,2.9563904e-07,,1.0,0.4674869,1.0,-9.658916,161.31,-9.658916
,0.7924931,[-0.995 -0.752 -0.187 -0.65  -0.256],0.3023,1888.4686627388,3.3130903,851484,8400,100.0,1.0,84,1.0,1.0,3.8355904,-3.7931843,1.8110659,100,97.664856,-100.90405111456585,-9.536743e-08,,1.0,0.45925793,1.0,-9.257885,151.15,-9.257885
,0.5123029,[-0.995 -0.752 -0.187 -0.65  -0.256],0.29578,1917.6519095897675,2.8248804,866273,8500,100.0,1.0,85,1.0,1.0,2.9961605,-3.242288,1.6723133,100,97.65088,-99.76028389074423,4.720688e-07,,1.0,0.4563947,1.0,-9.5380745,147.89,-9.5380745
,1.13713,[-0.995 -0.752 -0.187 -0.65  -0.256],0.28712,1947.217955827713,2.81962,880629,8600,100.0,1.0,86,1.0,1.0,3.927354,-3.0248127,1.6707555,100,97.54811,-104.21673335093426,-2.9087067e-07,,1.0,0.45241344,1.0,-8.913248,143.56,-8.913248
,0.56101286,[-0.995 -0.752 -0.187 -0.65  -0.256],0.31178,1978.387945175171,3.3933225,896218,8700,100.0,1.0,87,1.0,1.0,4.5620394,-3.4218898,1.8328637,100,97.67157,-103.54418098168927,5.531311e-07,,1.0,0.46321607,1.0,-9.489365,155.89,-9.489365
