StdD2w0t,TimeElapsed,InitialReturnMax,Weights,EpisodesSoFar,MinIW,InitialReturnMin,EmpiricalD2,Iteration,InitialBound,MaxIW,InitialReturnMean,EpRewMean,ReturnStepMaxmin,EpLenMean,InitialReturnStd,Bound,MeanIW,TimestepsSoFar,ReturnStepMax,MaxD2w0t,EpThisIter,StdIW,MeanD2w0t,ReturnMeanIW,J_sample_variance,MinD2w0t
0.34483707,1123.7078957557678,-1.4902658,[-1.032 -1.678 -0.815 -1.033 -0.193],8500,1.0,-9.352959,1.0,85,-39.38746,1.0,-6.054125,-109.24967460555976,99.0,68.97,1.6594791,-39.38746,1.0,430948,100.0,1.0,100,,0.13794,-6.054125,2.7816877,
0.33475977,1136.544862985611,-3.145166,[-1.032 -1.678 -0.815 -1.033 -0.193],8600,1.0,-9.915642,1.0,86,-39.451794,1.0,-6.118458,-110.60187090269032,99.0,64.3,1.6380981,-39.451794,1.0,437378,100.0,1.0,100,,0.1286,-6.1184573,2.7104702,
0.350694,1149.7252445220947,-1.8140295,[-1.032 -1.678 -0.815 -1.033 -0.193],8700,0.5678009,-15.875186,1.04297,87,-39.706123,1.7131542,-6.3727875,-111.93189983466553,99.0,67.49,1.9613467,-39.668953,1.020838,444127,100.0,1.1093426,100,0.20494667,0.13849998,-6.3004456,3.2775493,
0.33725545,1163.8977308273315,-2.7071807,[-1.032 -1.68  -0.817 -1.028 -0.194],8800,0.9995111,-13.1019535,0.9999981,88,-39.379093,1.0005225,-6.045757,-111.64792549338642,99.0,65.43,1.8170391,-39.379055,1.0000314,450670,100.0,1.0,100,0.00018410865,0.13085999,-6.0457215,3.3347688,
0.33486307,1178.2057111263275,-2.8265417,[-1.032 -1.68  -0.817 -1.028 -0.194],8900,1.0,-10.14441,1.0,89,-39.711376,1.0,-6.3780403,-110.03845613934386,99.0,64.35,1.582641,-39.711376,1.0,457105,100.0,1.0,100,,0.1287,-6.37804,2.5300524,
0.34149933,1193.1885402202606,-2.4330091,[-1.032 -1.68  -0.817 -1.028 -0.194],9000,0.68761224,-11.576683,1.019477,90,-39.358055,1.5436189,-6.0247188,-111.16984739998996,99.0,66.0,1.7305152,-39.334328,1.0048935,463705,100.0,1.0345455,100,0.14276828,0.13316615,-5.983002,2.8094869,
0.35008126,1209.605293750763,-2.5065472,[-1.033 -1.682 -0.815 -1.027 -0.194],9100,0.64069283,-10.459211,1.0234716,91,-39.37964,1.4491372,-6.046302,-111.92528174663872,99.0,69.49,1.8294573,-39.351826,0.98793405,470654,100.0,1.0444158,100,0.12337391,0.140647,-5.990208,3.184168,
0.33597788,1224.0139605998993,-2.8778338,[-1.033 -1.681 -0.818 -1.027 -0.194],9200,1.0,-12.075407,1.0,92,-39.745243,1.0,-6.4119086,-112.32040227058653,99.0,64.85,1.5819919,-39.745243,1.0,477139,100.0,1.0,100,,0.1297,-6.4119086,2.5279782,
0.34372318,1239.780489206314,-3.1850064,[-1.033 -1.681 -0.818 -1.027 -0.194],9300,1.0,-12.060946,1.0,93,-39.48739,1.0,-6.1540513,-111.61226675776685,99.00001,68.44,1.7190052,-39.48739,1.0,483983,100.0,1.0,100,,0.13688,-6.1540513,2.9848268,
0.35199648,1254.4872798919678,-2.7691045,[-1.033 -1.681 -0.818 -1.027 -0.194],9400,0.5040472,-9.681425,1.0570893,94,-39.345566,1.689506,-6.012232,-111.2637929776219,99.0,67.91,1.5720918,-39.301384,0.9744647,490774,100.0,1.1212767,100,0.23050523,0.13951299,-5.9232745,2.4880633,
0.35353887,1270.1048376560211,-2.7824836,[-1.033 -1.678 -0.82  -1.032 -0.194],9500,0.5249261,-11.253399,1.0187427,95,-39.468334,1.460995,-6.1349974,-110.2389140728045,99.0,71.34,1.7026033,-39.420113,0.97237873,497908,100.0,1.0430492,100,0.14522125,0.14421768,-6.0679355,2.7847743,
0.34135517,1285.6525719165802,-1.6317534,[-1.032 -1.682 -0.822 -1.031 -0.202],9600,1.0,-11.411705,1.0,96,-39.35889,1.0,-6.025554,-112.03780526896304,99.0,67.33,1.6819693,-39.35889,1.0,504641,100.0,1.0,100,,0.13466,-6.025554,2.8575964,
0.3467996,1300.1728677749634,-2.8991346,[-1.032 -1.682 -0.822 -1.031 -0.202],9700,0.59179544,-10.014327,1.018431,97,-39.56585,1.4332577,-6.232512,-110.55200063525781,99.00001,68.47,1.634677,-39.54928,1.0070621,511488,100.0,1.0355053,100,0.16331209,0.13813537,-6.2003555,2.6632235,
0.33772057,1315.8087196350098,-3.0286674,[-1.032 -1.68  -0.823 -1.034 -0.203],9800,0.9997508,-10.392755,0.9999981,98,-39.312706,1.0003746,-5.9793706,-110.03732295283291,99.00009,65.65,1.569542,-39.31268,1.0000087,518053,100.0,1.0,100,0.00010051233,0.13129999,-5.979346,2.4881837,
0.33484712,1329.632934808731,-1.9250221,[-1.032 -1.68  -0.823 -1.034 -0.203],9900,0.7976253,-12.993568,1.0036056,99,-39.589428,1.211951,-6.2560906,-110.17510353042924,99.0,64.08,1.5593029,-39.572052,0.99434173,524461,100.0,1.006002,100,0.058881138,0.12838322,-6.2353497,2.2605128,
0.33865806,1344.2838459014893,-3.220931,[-1.034 -1.682 -0.824 -1.033 -0.205],10000,1.0,-13.090767,1.0,100,-39.796207,1.0,-6.462871,-112.33976802393607,99.0,66.08,1.7675804,-39.796207,1.0,531069,100.0,1.0,100,,0.13216,-6.462871,3.1558993,
0.3415174,1359.043308019638,-2.5146837,[-1.034 -1.682 -0.824 -1.033 -0.205],10100,0.7022826,-10.183912,1.016974,101,-39.132988,1.3635155,-5.799652,-108.82686347965215,99.0,66.06,1.585184,-39.11142,0.99187404,537675,100.0,1.0308902,100,0.118181534,0.13324471,-5.757893,2.4800274,
0.33993,1374.237263917923,-2.372719,[-1.035 -1.683 -0.821 -1.033 -0.206],10200,0.754486,-9.931996,1.0074829,102,-39.444164,1.37858,-6.1108274,-112.0943693645776,99.0,65.9,1.6137803,-39.42894,1.0020156,544265,100.0,1.0169088,100,0.088199235,0.13244672,-6.0813317,2.602548,
0.34214428,1389.3450133800507,-3.3228133,[-1.034 -1.68  -0.818 -1.033 -0.204],10300,1.0,-12.286488,1.0,103,-39.64591,1.0,-6.3125725,-111.34686028814436,99.0,67.7,1.5603237,-39.64591,1.0,551035,100.0,1.0,100,,0.1354,-6.3125725,2.459202,
0.33923015,1404.4403743743896,-2.889915,[-1.034 -1.68  -0.818 -1.033 -0.204],10400,0.5209138,-10.668947,1.0201302,104,-39.64212,1.3275158,-6.3087835,-111.0007955586258,99.000015,64.75,1.5345532,-39.591736,0.9643894,557510,100.0,1.0347366,100,0.12276443,0.13084216,-6.2299805,2.1923497,
0.3407531,1419.0124623775482,-2.560716,[-1.033 -1.682 -0.821 -1.035 -0.214],10500,0.58968776,-20.778273,1.0373515,105,-39.740593,1.5547351,-6.407259,-110.84448553764915,99.0,64.37,2.2962384,-39.68164,1.0120342,563947,100.0,1.0846016,100,0.18888447,0.13097385,-6.323047,3.953968,
0.35201392,1435.4497306346893,-2.056283,[-1.036 -1.684 -0.821 -1.03  -0.216],10600,0.7436666,-13.43699,1.0171402,106,-39.427727,1.5574421,-6.0943913,-108.91339991093656,99.0,71.05,1.858085,-39.40541,1.0123961,571052,100.0,1.0392437,100,0.13020885,0.14326267,-6.052492,3.1629121,
0.34694955,1450.7379312515259,-2.4385366,[-1.037 -1.685 -0.818 -1.03  -0.217],10700,1.0,-9.17598,1.0,107,-39.68438,1.0,-6.3510423,-110.6889440974569,99.0,69.98,1.4440162,-39.68438,1.0,578050,100.0,1.0,100,,0.13996,-6.3510423,2.1062453,
0.3431932,1465.9328570365906,-2.6960564,[-1.037 -1.685 -0.818 -1.03  -0.217],10800,0.99995345,-13.90737,1.0,108,-39.402668,1.0000688,-6.069331,-113.42437986185483,99.00009,68.19,1.7583976,-39.402668,1.0000017,584869,100.0,1.0,100,2.10954e-05,0.13638,-6.0693307,3.1231334,
0.33891594,1481.1056582927704,-3.2248328,[-1.037 -1.685 -0.818 -1.03  -0.217],10900,1.0,-10.354187,1.0,109,-39.444717,1.0,-6.1113825,-109.65579867796617,99.0,66.2,1.4918499,-39.444717,1.0,591489,100.0,1.0,100,,0.1324,-6.1113825,2.248097,
0.3391216,1495.958122253418,-1.9771421,[-1.037 -1.685 -0.818 -1.03  -0.217],11000,0.99987006,-10.523628,0.99999803,110,-39.608227,1.0001235,-6.274893,-112.14794667465921,99.00001,66.29,1.6299199,-39.60821,0.99999344,598118,100.0,1.0,100,4.2696633e-05,0.13258,-6.2748785,2.6834345,
0.3477743,1511.080534696579,-2.845263,[-1.037 -1.685 -0.818 -1.03  -0.217],11100,0.666033,-10.749538,1.018117,111,-39.50292,1.353196,-6.169582,-111.58341085618869,99.00001,68.96,1.5803304,-39.486412,0.9994295,605014,100.0,1.0355886,100,0.12200441,0.1391007,-6.1389356,2.5155604,
0.3413037,1526.295171737671,-2.572772,[-1.038 -1.686 -0.818 -1.026 -0.217],11200,1.0,-11.743078,1.0,112,-39.64735,1.0,-6.314013,-112.51179313950769,99.0,67.3,1.7160174,-39.64735,1.0,611744,100.0,1.0,100,,0.1346,-6.314013,2.9744601,
0.3480041,1541.6219305992126,-2.6074038,[-1.038 -1.686 -0.818 -1.026 -0.217],11300,0.6122177,-12.230082,1.0182235,113,-39.562588,1.3037649,-6.229252,-111.00534559542471,99.0,68.85,1.7804807,-39.539818,0.9918088,618629,100.0,1.0363346,100,0.120058976,0.13906054,-6.182967,3.1449852,
0.34459487,1557.2171957492828,-1.712656,[-1.037 -1.685 -0.821 -1.026 -0.218],11400,0.5578748,-15.572782,1.0188655,114,-39.57438,1.4186722,-6.2410436,-110.71670832297463,99.0,66.81,1.8896295,-39.52798,1.0078278,625310,100.0,1.0437745,100,0.13223016,0.13532466,-6.1633782,3.518726,
0.3386368,1571.71954870224,-1.8149989,[-1.04  -1.686 -0.826 -1.024 -0.223],11500,0.99934363,-12.330682,0.9999981,115,-39.567223,1.0009283,-6.233887,-112.46561574640795,99.0,66.07,1.8687754,-39.567158,0.99998736,631917,100.0,1.0,100,0.00030314553,0.13214,-6.2338243,3.527222,
0.3419651,1585.350857257843,-1.829679,[-1.04  -1.686 -0.826 -1.024 -0.223],11600,1.0,-10.416746,1.0,116,-39.480183,1.0,-6.146847,-110.88707355813786,99.0,67.61,1.707073,-39.480183,1.0,638678,100.0,1.0,100,,0.13522,-6.146847,2.9435334,
0.34251145,1599.4814286231995,-1.7003037,[-1.04  -1.686 -0.826 -1.024 -0.223],11700,0.6470385,-18.401005,1.0245967,117,-39.742756,1.3794508,-6.409421,-112.48153774694025,99.00001,66.12,2.0756621,-39.71157,0.9865921,645290,100.0,1.0432892,100,0.13622814,0.13369998,-6.3549366,3.3082423,
0.3441867,1615.7485513687134,-2.9219508,[-1.041 -1.688 -0.823 -1.023 -0.223],11800,0.5210984,-10.229933,1.0221477,118,-39.760643,1.4792674,-6.4273086,-111.51910016847907,99.00001,66.49,1.5635145,-39.72977,0.9955197,651939,100.0,1.0432345,100,0.14138496,0.13478385,-6.3817444,2.3927588,
0.35870427,1633.0042898654938,-2.6793165,[-1.044 -1.688 -0.822 -1.026 -0.225],11900,0.5940646,-9.49212,1.0505188,119,-39.58687,2.0767822,-6.253534,-111.23590183847013,99.000015,70.77,1.492724,-39.5507,1.0050569,659016,100.0,1.1200906,100,0.2432926,0.1456145,-6.1859794,2.2525039,
0.34406695,1648.0945057868958,-3.1752224,[-1.046 -1.685 -0.82  -1.031 -0.227],12000,0.5463561,-16.1948,1.038095,120,-39.78494,1.5834903,-6.451602,-111.80613770967057,99.00002,65.82,1.8119175,-39.73551,0.9911193,665598,100.0,1.0657002,100,0.18075435,0.13395266,-6.362798,2.6102927,
0.34275195,1662.2941417694092,-2.109803,[-1.047 -1.688 -0.817 -1.029 -0.228],12100,1.0,-9.550425,1.0,121,-39.45549,1.0,-6.1221533,-111.5464483748249,99.00001,67.98,1.6209266,-39.45549,1.0,672396,100.0,1.0,100,,0.13596,-6.1221533,2.6539426,
0.34691632,1676.3250679969788,-2.4046946,[-1.047 -1.688 -0.817 -1.029 -0.228],12200,0.9996881,-9.471926,0.9999979,122,-39.25248,1.0005544,-5.9191456,-111.44181928176475,99.0,69.96,1.5112336,-39.25244,1.0000167,679392,100.0,1.0,100,0.0001305375,0.13991998,-5.9191093,2.3068018,
0.34643304,1691.5659203529358,-1.3624132,[-1.047 -1.688 -0.817 -1.029 -0.228],12300,1.0,-10.237018,1.0,123,-39.280113,1.0,-5.946776,-110.84211080120512,99.0,69.73,1.5443275,-39.280113,1.0,686365,100.0,1.0,100,,0.13946,-5.946776,2.409038,
0.35527447,1706.2534973621368,-1.8249518,[-1.047 -1.688 -0.817 -1.029 -0.228],12400,0.5565473,-12.219657,1.043742,124,-39.500797,1.6609608,-6.1674623,-109.03647070739399,99.0,70.12,1.838241,-39.434956,1.0077466,693377,100.0,1.0932469,100,0.20946749,0.14346749,-6.068718,2.9820178,
0.33707887,1721.9819741249084,-2.4156976,[-1.052 -1.689 -0.813 -1.031 -0.233],12500,0.9996555,-12.380877,1.0000019,125,-39.94086,1.0004231,-6.607525,-110.36963594387932,99.000015,65.35,1.8750712,-39.940826,1.000003,699912,100.0,1.0000035,100,0.0001330787,0.1307,-6.6074924,3.5512362,
0.34825954,1737.2263033390045,-2.4150958,[-1.052 -1.689 -0.813 -1.031 -0.233],12600,0.7077842,-12.103588,1.0142599,126,-39.52588,1.3368411,-6.192544,-113.3637571858306,99.000145,69.06,1.8420974,-39.50704,0.99591076,706818,100.0,1.0289491,100,0.11485283,0.13941503,-6.1549134,3.3257437,
0.3499793,1752.734207868576,-2.5331435,[-1.052 -1.689 -0.817 -1.029 -0.233],12700,1.0,-10.323242,1.0,127,-39.51978,1.0,-6.1864433,-111.67991620324148,99.00003,71.45,1.6640681,-39.51978,1.0,713963,100.0,1.0,100,,0.1429,-6.1864433,2.7970936,
0.351609,1768.8779120445251,-3.059445,[-1.052 -1.689 -0.817 -1.029 -0.233],12800,1.0,-9.504904,1.0,128,-39.488026,1.0,-6.154689,-112.04807231774717,99.0,72.26,1.4732155,-39.488026,1.0,721189,100.0,1.0,100,,0.14452,-6.1546884,2.1922867,
0.34757096,1783.0863463878632,-2.2242565,[-1.052 -1.689 -0.817 -1.029 -0.233],12900,0.6204504,-10.65607,1.0282056,129,-39.698387,1.6247323,-6.3650513,-113.08787234148856,99.0,68.12,1.714059,-39.658215,0.9945226,728001,100.0,1.0594453,100,0.14997537,0.13803342,-6.306716,2.864364,
0.34853235,1799.8992879390717,-3.017929,[-1.054 -1.691 -0.817 -1.026 -0.237],13000,1.0,-9.291812,1.0,130,-39.63152,1.0,-6.2981825,-112.58437472595371,99.0,70.75,1.4045662,-39.63152,1.0,735076,100.0,1.0,100,,0.1415,-6.298182,1.9927335,
0.3480967,1815.1483957767487,-2.6021364,[-1.054 -1.691 -0.817 -1.026 -0.237],13100,1.0,-10.141601,1.0,131,-39.422367,1.0,-6.0890326,-112.77571536559827,99.0,70.54,1.6583588,-39.422367,1.0,742130,100.0,1.0,100,,0.14108,-6.0890326,2.7779331,
0.3519588,1830.1505303382874,-2.2449079,[-1.054 -1.691 -0.817 -1.026 -0.237],13200,0.61491376,-9.865423,1.0257378,132,-39.355614,1.6503601,-6.022276,-111.80538727750262,99.0,70.12,1.5011162,-39.324993,0.9748469,749142,100.0,1.0572401,100,0.14942127,0.1421412,-5.9590597,2.3216558,
0.3464555,1844.023239850998,-2.308666,[-1.054 -1.691 -0.821 -1.026 -0.237],13300,0.5997716,-15.711608,1.0248647,133,-39.798576,1.562213,-6.4652424,-110.74766558184741,99.0,67.8,1.9701359,-39.71528,0.9940531,755922,100.0,1.0493045,100,0.14872374,0.13721953,-6.3538284,3.508191,
0.34736937,1859.9328258037567,-2.6726007,[-1.062 -1.699 -0.826 -1.027 -0.236],13400,1.0,-9.607706,1.0,134,-39.708244,1.0,-6.374907,-114.41367651674148,99.0,70.18,1.4992781,-39.708244,1.0,762940,100.0,1.0,100,,0.14036,-6.374907,2.2705398,
0.3424716,1875.1835310459137,-2.4556694,[-1.062 -1.699 -0.826 -1.027 -0.236],13500,1.0,-13.509159,1.0,135,-39.518353,1.0,-6.1850157,-112.55809828746095,99.00001,67.85,1.8612343,-39.518353,1.0,769725,100.0,1.0,100,,0.1357,-6.1850157,3.4991848,
0.34373605,1889.3296461105347,-1.8946214,[-1.062 -1.699 -0.826 -1.027 -0.236],13600,0.9997949,-9.6197605,1.0,136,-39.303967,1.0001978,-5.9706326,-111.25848546771708,99.0,68.45,1.6236855,-39.303947,0.9999963,776570,100.0,1.0,100,6.749814e-05,0.1369,-5.9706097,2.6628976,
0.35057443,1903.495225429535,-3.1909313,[-1.062 -1.699 -0.826 -1.027 -0.236],13700,0.99995077,-10.391865,1.0,137,-39.621086,1.000058,-6.2877483,-112.94983581795563,99.0,71.75,1.4459321,-39.621082,0.9999992,783745,100.0,1.0,100,1.8296387e-05,0.1435,-6.2877464,2.111835,
0.35086983,1918.417150259018,-2.31869,[-1.062 -1.699 -0.826 -1.027 -0.236],13800,0.737311,-12.836566,1.0166153,138,-39.510212,1.3624716,-6.176877,-110.23129850047276,99.0,70.6,1.7957442,-39.495415,1.0020285,790805,100.0,1.0339261,100,0.124240264,0.14226645,-6.1489625,3.1141737,
0.36603686,1935.4942162036896,-2.2209063,[-1.063 -1.7   -0.825 -1.025 -0.236],13900,0.42431504,-16.122152,1.0800588,139,-39.58913,3.4244146,-6.255796,-113.09724084572234,99.0,72.55,1.9356942,-39.504818,1.0016128,798060,100.0,1.1928022,100,0.35557845,0.15072976,-6.1266,2.9009545,
0.34999543,1951.1535878181458,-1.5480518,[-1.065 -1.704 -0.825 -1.02  -0.235],14000,0.9997663,-11.621368,1.0,140,-39.54239,1.000254,-6.209055,-112.26225083919967,99.0,71.46,1.6239467,-39.54237,0.9999924,805206,100.0,1.0,100,9.0933616e-05,0.14292,-6.2090354,2.6638422,
0.34938315,1966.1490578651428,-1.6086588,[-1.065 -1.704 -0.825 -1.02  -0.235],14100,0.99873006,-11.850917,1.0000001,141,-39.6438,1.0011398,-6.310464,-112.59643101782443,99.0,71.16,1.680812,-39.643715,1.0000296,812322,100.0,1.0000002,100,0.00039419392,0.14232,-6.3103776,2.8533564,
0.3514209,1981.3220446109772,-2.1091561,[-1.065 -1.704 -0.825 -1.02  -0.235],14200,0.6520335,-12.51756,1.0209651,142,-39.6325,1.409035,-6.2991652,-113.78959162002324,99.0,69.87,1.6974096,-39.610962,0.9762216,819309,100.0,1.0389788,100,0.13085839,0.14162534,-6.257298,2.7983959,
0.35961103,1997.1696121692657,-2.6088157,[-1.066 -1.704 -0.822 -1.022 -0.237],14300,0.756683,-15.585549,1.0145879,143,-39.817318,1.336086,-6.483981,-113.04564557665141,99.0,75.05,1.8612486,-39.80058,0.9909067,826814,100.0,1.0289721,100,0.11353242,0.15112789,-6.453156,3.0581455,
0.35218817,2013.3789784908295,-2.1301465,[-1.066 -1.705 -0.82  -1.021 -0.237],14400,1.0,-9.52149,1.0,144,-39.611595,1.0,-6.2782598,-113.8242350198816,99.00001,72.54,1.475021,-39.611595,1.0,834068,100.0,1.0,100,,0.14508,-6.2782598,2.1976635,
0.35013145,2027.6845247745514,-3.0734067,[-1.066 -1.705 -0.82  -1.021 -0.237],14500,0.73703074,-9.7823715,1.0171853,145,-39.522957,1.3468317,-6.1896205,-113.2982126556954,99.0001,70.07,1.5449691,-39.502857,1.005339,841075,100.0,1.0290318,100,0.12005176,0.14135098,-6.148452,2.4446375,
0.35323718,2042.7602915763855,-2.734235,[-1.067 -1.705 -0.817 -1.021 -0.238],14600,1.0,-8.982042,1.0,146,-39.30877,1.0,-5.975435,-114.36011126206904,99.0,73.06,1.4379876,-39.30877,1.0,848381,100.0,1.0,100,,0.14612,-5.9754343,2.0886953,
0.3641426,2060.563064098358,-2.657765,[-1.067 -1.705 -0.817 -1.021 -0.238],14700,1.0,-9.128181,1.0,147,-39.328545,1.0,-5.9952083,-115.40972016345779,99.00001,78.68,1.4710599,-39.328545,1.0,856249,100.0,1.0,100,,0.15736,-5.995208,2.1858761,
0.35119322,2075.5035486221313,-2.1785643,[-1.067 -1.705 -0.817 -1.021 -0.238],14800,0.7916858,-10.349901,1.013837,148,-39.515194,1.5682845,-6.1818604,-112.97485777254118,99.000015,70.9,1.7032636,-39.50014,1.0037047,863339,100.0,1.0333536,100,0.13558486,0.14275062,-6.151614,2.7852938,
0.35594487,2091.3055832386017,-2.0745153,[-1.067 -1.706 -0.814 -1.02  -0.238],14900,0.9999374,-10.421273,1.0,149,-39.721916,1.0000672,-6.3885818,-114.95721204741453,99.000015,74.43,1.5140373,-39.72191,0.999999,870782,100.0,1.0,100,2.3966828e-05,0.14886,-6.3885746,2.3154302,
0.3555158,2107.4566628932953,-2.751866,[-1.067 -1.706 -0.814 -1.02  -0.238],15000,0.63264793,-11.103796,1.0194534,150,-39.596943,1.453906,-6.2636065,-115.13194169906369,99.000015,72.27,1.5523648,-39.574173,0.9982206,878009,100.0,1.0367246,100,0.11612737,0.14612815,-6.216244,2.417892,
0.35596418,2123.3386328220367,-2.3821766,[-1.067 -1.706 -0.818 -1.019 -0.238],15100,0.99998844,-8.612289,1.0,151,-39.327362,1.0000159,-5.9940248,-111.45007154299938,99.0,74.44,1.4496675,-39.32736,0.99999994,885453,100.0,1.0,100,4.6911982e-06,0.14888,-5.994024,2.1227639,
0.35504526,2138.8357923030853,-2.234292,[-1.067 -1.706 -0.818 -1.019 -0.238],15200,0.7668128,-9.623155,1.0115254,152,-39.782013,1.3764153,-6.448678,-115.71872504815008,99.0,72.99,1.5692599,-39.753906,0.99723935,892752,100.0,1.023234,100,0.09578425,0.14678934,-6.4126034,2.5245683,
0.3502463,2155.7949454784393,-3.0170255,[-1.066 -1.702 -0.817 -1.02  -0.241],15300,1.0,-9.403008,1.0,153,-39.552338,1.0,-6.2190037,-114.2299723225069,99.0,71.58,1.5207418,-39.552338,1.0,899910,100.0,1.0,100,,0.14316,-6.2190037,2.3360157,
0.353193,2170.9266242980957,-2.5484834,[-1.066 -1.702 -0.817 -1.02  -0.241],15400,1.0,-9.668414,1.0,154,-39.408012,1.0,-6.0746765,-114.0938882218264,99.00001,73.04,1.5536122,-39.408012,1.0,907214,100.0,1.0,100,,0.14608,-6.0746765,2.4380918,
0.36249176,2188.6049466133118,-2.7028844,[-1.066 -1.702 -0.817 -1.02  -0.241],15500,0.5165986,-10.995009,1.084012,155,-39.33544,1.9926299,-6.0021057,-112.56047831957076,99.0,71.84,1.671349,-39.262543,0.95929563,914398,100.0,1.1581066,100,0.23854639,0.14841844,-5.8939686,2.3638854,
0.35386285,2205.0175833702087,-2.1021862,[-1.077 -1.707 -0.817 -1.019 -0.24 ],15600,0.72742057,-10.848305,1.0110886,156,-39.289833,1.2557552,-5.9564967,-111.34931419941863,99.0,72.3,1.6552403,-39.276604,0.98673487,921628,100.0,1.021786,100,0.08808508,0.14548482,-5.9308567,2.8303876,
0.35754794,2221.8621623516083,-2.9057405,[-1.077 -1.708 -0.815 -1.019 -0.24 ],15700,0.6731496,-9.559794,1.0107696,157,-39.59233,1.328312,-6.2589946,-114.97062104112618,99.0,73.99,1.4489372,-39.54931,0.98845124,929027,100.0,1.0268703,100,0.1093672,0.14900184,-6.1767406,2.1557121,
0.35627112,2238.330307006836,-1.7984436,[-1.085 -1.718 -0.821 -1.023 -0.243],15800,1.0,-10.126435,1.0,158,-39.59536,1.0,-6.2620254,-114.62723843080111,99.0,74.59,1.6237171,-39.59536,1.0,936486,100.0,1.0,100,,0.14918,-6.2620244,2.6630874,
0.35972375,2254.3527793884277,-2.9000034,[-1.085 -1.718 -0.821 -1.023 -0.243],15900,1.0,-10.316433,1.0,159,-39.687042,1.0,-6.3537083,-115.61354884044569,99.000015,76.37,1.435795,-39.687042,1.0,944123,100.0,1.0,100,,0.15274,-6.3537083,2.0823302,
0.35499695,2269.1962003707886,-1.6410534,[-1.085 -1.718 -0.821 -1.023 -0.243],16000,0.77526206,-9.762336,1.0132043,160,-39.452457,1.4302497,-6.119121,-115.32292980670927,99.0,72.75,1.728883,-39.438263,0.99637616,951398,100.0,1.0242367,100,0.115504906,0.14648178,-6.0912805,2.9193428,
0.36681673,2287.0164003372192,-2.780058,[-1.086 -1.718 -0.818 -1.023 -0.243],16100,1.0,-9.077845,1.0,161,-39.232567,1.0,-5.8992324,-114.50513613553336,99.000015,80.11,1.5777795,-39.232567,1.0,959409,100.0,1.0,100,,0.16022,-5.899232,2.5145335,
0.36691713,2304.856299161911,-2.1672635,[-1.086 -1.718 -0.818 -1.023 -0.243],16200,0.63038445,-9.168182,1.0298693,162,-39.649414,1.5481219,-6.31608,-115.14302080606699,99.0,77.22,1.4338127,-39.62847,0.98429877,967131,100.0,1.0895029,100,0.17069311,0.15679367,-6.275919,1.9909246,
0.3603848,2322.234848022461,-3.0026336,[-1.086 -1.718 -0.817 -1.018 -0.246],16300,0.999969,-9.825005,1.0,163,-39.7235,1.0000533,-6.3901634,-116.5541559394746,99.0,76.7,1.5930502,-39.723495,1.0000001,974801,100.0,1.0,100,1.2563749e-05,0.1534,-6.390161,2.563431,
0.3594503,2338.0891683101654,-2.7294402,[-1.086 -1.718 -0.817 -1.018 -0.246],16400,1.0,-9.487799,1.0,164,-39.45689,1.0,-6.123556,-115.263841405878,99.0,76.22,1.5364714,-39.45689,1.0,982423,100.0,1.0,100,,0.15244,-6.1235557,2.3845901,
0.36867842,2355.2066292762756,-2.4790182,[-1.086 -1.718 -0.817 -1.018 -0.246],16500,0.9990587,-10.519073,1.0000001,165,-39.491035,1.0007907,-6.1577015,-114.7310499824357,99.0,81.13,1.5211877,-39.490967,1.0000086,990536,100.0,1.0000002,100,0.00033135645,0.16226,-6.1576324,2.336919,
0.3547771,2370.980459213257,-2.517083,[-1.086 -1.718 -0.817 -1.018 -0.246],16600,1.0,-9.752789,1.0,166,-39.420208,1.0,-6.086874,-115.00978642651597,99.0,73.84,1.6822736,-39.420208,1.0,997920,100.0,1.0,100,,0.14768,-6.0868735,2.858631,
0.36569697,2386.5660717487335,-2.2191143,[-1.086 -1.718 -0.817 -1.018 -0.246],16700,0.68606424,-10.4466305,1.018475,167,-39.104427,1.4496431,-5.7710915,-114.21269090258049,99.0,77.63,1.5517906,-39.084576,1.0024618,1005683,100.0,1.0297198,100,0.13262537,0.15677392,-5.729988,2.4398813,
0.36199617,2402.1178998947144,-2.6379783,[-1.086 -1.719 -0.814 -1.018 -0.246],16800,1.0,-8.946804,1.0,168,-39.19703,1.0,-5.8636913,-114.81692180852609,99.0,77.55,1.4033178,-39.19703,1.0,1013438,100.0,1.0,100,,0.1551,-5.8636913,1.9891926,
0.368454,2419.455812931061,-1.9178185,[-1.086 -1.719 -0.814 -1.018 -0.246],16900,1.0,-9.106817,1.0,169,-39.325344,1.0,-5.992009,-116.08091224316145,99.0,81.0,1.3621714,-39.325344,1.0,1021538,100.0,1.0,100,,0.162,-5.992009,1.8742534,
0.37156564,2437.218841075897,-2.5799744,[-1.086 -1.719 -0.814 -1.018 -0.246],17000,1.0,-10.242417,1.0,170,-39.614002,1.0,-6.280668,-113.97367751302274,99.0,82.72,1.5591847,-39.614002,1.0,1029810,100.0,1.0,100,,0.16544,-6.280668,2.4556127,
0.36487845,2453.901715040207,-2.494285,[-1.086 -1.719 -0.814 -1.018 -0.246],17100,0.7154074,-9.979027,1.0183129,171,-39.241665,1.4288611,-5.908329,-114.65051597638826,99.00001,77.19,1.6244721,-39.219353,0.98928577,1037529,100.0,1.029823,100,0.13301982,0.15590522,-5.8660564,2.5553112,
