MinIWNorm,InitialBound,Bound,TimeElapsed,EpLenMean,ReturnMeanIW,EntropyCoefficient,MinIW,EpisodesSoFar,Weights,MeanEntropy,J_sample_variance,InitialReturnMean,TimestepsSoFar,EpRewMean,Iteration,MaxIWNorm,EpThisIter,InitialReturnMax,ReturnStepMax,StdIW,InitialReturnStd,ESSRenyi,MeanIW,StdIWNorm,MaxIW,InitialReturnMin,ReturnStepMaxmin,MeanIWNorm,ESSClassic,EmpiricalD2
0.0041999603,1.0670102,1.1251456,60.0449538230896,16.64,0.122903705,0.96606886,0.41999605,1300,[-0.703  0.957 -0.742  0.223  0.021],1.4414077,10.295247,-9.384155e-06,22187,-107.76000112623805,13,0.025276298,100,11.173004,100.0,0.37382933,2.9654188,91.07425,1.0345201,0.0037382937,2.5276299,-4.0490875,86.40736,0.010345202,88.45034,1.0980052
0.00019019685,1.1768047,3.4535735,65.02219462394714,16.51,3.264214,0.62922907,0.019019686,1400,[-0.705  0.953 -0.745  0.196  0.022],1.5094227,385.86404,-2.5939942e-06,23838,-108.30125932445043,14,0.38254896,100,7.938011,100.0,4.1113005,2.4914656,12.108255,1.4632599,0.041112997,38.254898,-4.317276,86.29043,0.0146325985,11.2431135,8.258828
3.1386205e-06,1.2289141,3.0382957,70.47865414619446,16.82,2.9012446,0.8353955,0.00031386205,1500,[-0.622  1.067 -0.654  0.172  0.09 ],1.3608583,277.20245,-6.1035155e-07,25520,-108.71605443264036,15,0.21060103,100,8.415237,100.0,2.9712079,2.8557997,7.8715568,1.17985,0.02971208,21.060104,-4.0954666,86.45647,0.0117985,13.620639,12.703967
4.515064e-06,1.0349902,5.3779497,75.54884576797485,17.46,5.789723,0.46505615,0.00045150644,1600,[-0.639  1.007 -0.629  0.217 -0.058],1.114224,2833.3296,-2.1362305e-06,27266,-108.16192863045403,16,0.53924096,100,9.775978,100.0,6.099017,3.0045812,12.278888,1.7655971,0.060990173,53.924095,-4.6054993,86.96357,0.017655972,7.7323747,8.14406
0.003259592,0.767724,0.9952703,80.40379595756531,16.81,0.2535964,0.9998886,0.3259592,1700,[-0.635  1.06  -0.621  0.2   -0.305],1.13365,12.761509,-3.3569336e-06,28947,-107.97429804842788,17,0.038564995,100,10.394897,100.0,0.4777783,2.8430312,78.19135,0.9998886,0.0047777826,3.8564997,-4.6265717,86.52119,0.009998886,81.41182,1.2789139
0.01,0.71886003,0.71886003,84.92023706436157,17.27,-7.4356794e-06,1.0,1.0,1800,[-0.626  1.068 -0.637  0.228 -0.285],1.13365,10.189064,-7.400513e-06,30674,-108.46443680891676,18,0.01,100,12.443474,100.0,,3.176031,100.0,1.0,9.313226e-10,1.0,-4.7753906,86.81298,0.009999999,100.0,1.0
0.01,0.9450165,0.9450165,88.30184483528137,16.64,-9.596348e-06,1.0,1.0,1900,[-0.626  1.068 -0.637  0.228 -0.285],1.13365,6.3471475,-9.613037e-06,32338,-108.39556474205202,19,0.01,100,5.6587143,100.0,,2.5067263,100.0,1.0,9.313226e-10,1.0,-4.096924,86.31708,0.009999999,100.0,1.0
2.0556936e-05,0.85485137,1.9581659,92.18027377128601,16.13,1.9567399,0.7856552,0.0020556937,2000,[-0.626  1.068 -0.637  0.228 -0.285],1.0913011,320.9702,-1.0070801e-05,33951,-108.08092686088453,20,0.41892487,100,8.363655,100.0,4.430866,2.6257784,10.60822,1.2412373,0.044308662,41.892487,-3.6447678,85.96321,0.012412374,7.276495,9.426652
0.002120243,0.7225919,0.9269534,99.34051537513733,16.71,0.30426553,0.988825,0.2120243,2100,[-0.663  1.017 -0.655  0.275 -0.328],1.0943501,10.702762,-8.850097e-06,35622,-108.47163248094635,21,0.07424227,100,11.061012,100.0,0.93238074,3.0124362,64.40254,1.0112379,0.0093238065,7.424227,-4.3827667,86.38113,0.010112379,54.05057,1.5527338
0.00013671599,0.68402016,1.254445,104.55205273628235,17.09,0.9466673,0.9734095,0.013671598,2200,[-0.655  1.033 -0.668  0.274 -0.325],1.0639626,88.01302,-7.6293945e-06,37331,-108.45055800108923,22,0.09038246,100,12.3096695,100.0,1.353477,3.5807352,31.777122,0.9730495,0.01353477,9.038246,-4.516098,86.66443,0.009730496,34.074097,3.146918
0.0013624696,0.71992075,1.5321783,111.49319195747375,16.78,1.2926435,0.86340773,0.13624696,2300,[-0.665  1.034 -0.721  0.289 -0.355],1.1866581,161.34947,-1.1825561e-05,39009,-108.28926272739996,23,0.20292881,100,10.3209,100.0,2.3032546,2.8943443,19.205006,1.1468682,0.023032548,20.292881,-4.258072,86.44719,0.011468683,19.867815,5.206976
0.01,0.82161576,0.82161576,117.82046151161194,17.14,1.7732382e-06,1.0,1.0,2400,[-0.648  1.025 -0.684  0.26  -0.232],1.1866581,8.573323,1.7547608e-06,40723,-108.64172347215494,24,0.01,100,10.951324,100.0,,2.9133468,100.0,1.0,9.313226e-10,1.0,-4.084152,86.69003,0.009999999,100.0,1.0
4.8806614e-06,0.7232412,3.7518609,122.92500972747803,16.56,4.9117727,0.5924581,0.00048806614,2500,[-0.648  1.025 -0.684  0.26  -0.232],1.1295357,2730.1082,7.2479247e-06,42379,-108.45191280768397,25,0.37328535,100,13.902725,100.0,5.0720706,2.5523717,6.419123,1.523475,0.050720714,37.328537,-3.9841614,86.271614,0.01523475,8.275344,15.578452
6.789322e-07,0.9013556,21.337355,129.55938577651978,16.92,27.478771,0.0043949736,6.789323e-05,2600,[-0.667  1.105 -0.7    0.26  -0.289],1.0179172,72248.29,-1.3732911e-06,44071,-108.40890154856305,26,4.846661,100,6.84536,100.0,48.534996,2.934556,0.1378416,6.427294,0.48535,484.6661,-4.3814774,86.53617,0.06427293,1.7234402,725.4704
0.0060868207,0.74090606,0.77797973,135.75254082679749,15.93,0.0640853,0.9772403,0.6086821,2700,[-0.765  1.04  -0.679  0.179 -0.401],1.0180688,7.3371935,-1.0681152e-05,45664,-108.43382755910532,27,0.015771082,100,8.310013,100.0,0.16170892,2.4947555,97.17116,1.0230227,0.001617089,1.5771081,-3.3241043,85.74896,0.010230226,97.56231,1.029112
0.002882321,0.6940042,0.96543753,140.8975670337677,16.71,0.32769537,0.97964597,0.2882321,2800,[-0.765  1.038 -0.676  0.185 -0.401],1.0138204,18.05295,-4.5013426e-06,47335,-108.04229255160791,28,0.028659608,100,9.721802,100.0,0.38438055,3.1076298,83.12111,0.979436,0.003843805,2.8659608,-4.2236404,86.44607,0.00979436,86.65378,1.2030638
2.3606986e-05,0.74735224,2.850082,145.6038863658905,17.26,4.0554557,0.5782701,0.0023606988,2900,[-0.75   1.054 -0.669  0.209 -0.405],1.0489783,734.54663,-8.392334e-07,49061,-108.72547757388325,29,0.4353439,100,7.9940186,100.0,6.176333,2.994695,2.1626565,1.5477142,0.06176333,43.53439,-4.443863,86.79123,0.015477141,5.908414,46.23943
0.0030852472,0.63952315,0.7926135,150.8772234916687,16.6,0.23496175,0.9874843,0.30852473,3000,[-0.788  1.    -0.648  0.198 -0.37 ],1.0508958,15.305977,-5.1116945e-06,50721,-107.9297911723894,30,0.03249875,100,12.283501,100.0,0.536266,3.0502126,72.736786,1.0125947,0.0053626597,3.249875,-4.4619446,86.34555,0.010125947,78.096214,1.3748201
0.0042608376,0.69848627,0.839816,155.11404275894165,17.23,0.1541035,0.9995422,0.42608374,3100,[-0.789  0.993 -0.635  0.207 -0.368],1.0540781,11.980729,-4.196167e-06,52444,-108.32316520985549,31,0.01693406,100,10.572159,100.0,0.2643469,3.1834583,91.76248,0.99954206,0.002643469,1.693406,-4.857506,86.786865,0.009995421,93.46287,1.08977
2.5396621e-05,0.76750803,4.994495,159.43133401870728,16.14,6.8945384,0.5046308,0.0025396622,3200,[-0.792  0.993 -0.649  0.212 -0.365],1.0390245,5363.099,1.5258789e-07,54058,-107.761447119082,32,0.8909912,100,8.597107,100.0,8.998724,2.5276136,1.3972214,1.6839283,0.08998724,89.09912,-3.964264,86.037766,0.016839284,3.3832774,71.57062
0.01,0.7437812,0.7437812,164.536235332489,16.58,-6.0237944e-06,1.0,1.0,3300,[-0.76   1.072 -0.662  0.271 -0.38 ],1.0390245,8.04664,-6.027222e-06,55716,-108.17647391199607,33,0.01,100,8.857117,100.0,,2.822441,100.0,1.0,9.313226e-10,1.0,-5.7369385,86.30037,0.009999999,100.0,1.0
0.0015961536,0.65344083,0.97520864,168.3910412788391,17.18,0.37564588,0.9899512,0.15961537,3400,[-0.76   1.072 -0.662  0.271 -0.38 ],1.0992303,33.02725,-9.689331e-06,57434,-108.08605733692485,34,0.0635424,100,11.567215,100.0,0.8022125,3.7623596,62.268692,1.0100996,0.008022124,6.3542404,-6.2269287,86.76989,0.010100996,61.321846,1.6059434
0.0051668105,0.6680824,0.7151504,173.46099519729614,16.98,0.0658101,0.9949068,0.5166811,3500,[-0.73   1.044 -0.671  0.287 -0.32 ],1.0982538,11.723414,4.272461e-06,59132,-108.6416041126673,35,0.017724257,100,12.934563,100.0,0.28045616,3.2528894,94.58594,1.0051062,0.0028045615,1.7724257,-4.9817505,86.55864,0.0100510605,92.77656,1.0572397
0.0026558205,0.74374354,0.84471893,178.26721119880676,17.09,0.14793631,0.99585676,0.26558205,3600,[-0.733  1.038 -0.666  0.287 -0.321],1.0976493,13.108221,4.5013426e-06,60841,-108.42116372279106,36,0.02691508,100,10.635445,100.0,0.44156212,3.111753,80.016464,1.0041518,0.004415621,2.691508,-4.6658783,86.67485,0.010041518,83.796425,1.2497427
1.9879853e-07,0.84928626,15.296937,183.2286729812622,16.69,21.789032,0.0054580574,1.9879853e-05,3700,[-0.734  1.03  -0.657  0.298 -0.321],1.1097479,49674.55,9.918213e-07,62510,-108.49684160755142,37,5.455144,100,7.45092,100.0,54.21832,2.3882697,0.14608233,6.2106624,0.54218316,545.5144,-3.9363174,86.36308,0.06210662,1.2951561,684.54553
0.0033799326,0.8712567,0.93527025,189.6680555343628,17.04,0.08349715,0.9953144,0.33799326,3800,[-0.679  1.051 -0.661  0.441 -0.309],1.102394,8.38129,4.272461e-06,64214,-108.72027177881604,38,0.01743674,100,7.1548615,100.0,0.24631163,2.745323,94.409195,0.9953034,0.0024631165,1.7436742,-4.1137924,86.61878,0.009953035,94.22907,1.0592189
0.009999143,0.8150109,0.8150146,195.69731903076172,17.19,4.913658e-06,0.99999475,0.99991435,3900,[-0.675  1.056 -0.668  0.451 -0.317],1.102394,6.847118,-4.577637e-06,65933,-109.2923403175588,39,0.0100014545,100,8.621353,100.0,4.1910287e-05,2.6035798,100.0,1.0000052,4.1906978e-07,1.0001454,-3.8199997,86.678345,0.010000053,100.0,1.0
0.009997648,0.8638717,0.8638919,200.4408679008484,15.94,2.4572015e-05,0.99999815,0.9997648,4000,[-0.675  1.056 -0.668  0.451 -0.317],1.102394,5.099129,2.2888185e-06,67527,-107.87791297045531,40,0.010002696,100,7.155739,100.0,8.3975516e-05,2.2468057,100.0,0.99999815,8.39698e-07,1.0002697,-4.041237,85.84094,0.009999981,100.0,1.0
0.0016968534,0.8373629,1.1778353,205.27712416648865,17.34,0.36217195,0.99822277,0.16968535,4100,[-0.675  1.056 -0.668  0.451 -0.317],1.1244044,10.075359,-1.2207031e-06,69261,-108.61358380865808,41,0.04060613,100,7.950897,100.0,0.51239985,2.8291554,74.651985,1.0017788,0.0051239985,4.060613,-4.6636124,86.874886,0.010017788,79.26303,1.3395491
6.595818e-05,0.7920157,1.8771781,211.08515691757202,16.8,2.327782,0.64152545,0.0065958183,4200,[-0.688  1.029 -0.706  0.481 -0.295],1.1284251,467.62878,4.4250487e-06,70941,-108.36820323017733,42,0.41837287,100,9.971794,100.0,4.4441266,2.7748222,8.00913,1.4439064,0.044441264,41.837288,-4.224251,86.48103,0.014439065,9.548218,12.485752
0.009999954,0.84677553,0.84677607,216.94384026527405,17.39,4.114583e-06,0.99999905,0.99999547,4300,[-0.69   1.    -0.675  0.51  -0.29 ],1.1284251,6.5955796,2.5177003e-06,72680,-108.77085854264969,43,0.010000086,100,8.449562,100.0,2.5747e-06,2.5553086,100.0,1.000001,2.5714455e-08,1.0000087,-4.078018,86.873825,0.010000008,100.00001,1.0
0.0015614791,0.80337894,1.0525645,221.83933973312378,17.29,0.4435376,0.8996528,0.15614791,4400,[-0.69   1.    -0.675  0.51  -0.29 ],1.1309991,15.700592,-2.8991699e-06,74409,-108.89808250138114,44,0.054285534,100,9.751297,100.0,0.86943275,2.9720466,63.320114,1.1057464,0.0086943265,5.4285536,-4.171585,86.79901,0.011057463,61.795326,1.579277
0.00066557585,0.8687322,1.0570561,226.21305894851685,16.39,0.23904678,0.9901106,0.066557586,4500,[-0.688  1.008 -0.692  0.495 -0.288],1.1112196,5.995416,-8.468628e-06,76048,-108.3300718454811,45,0.01999152,100,7.867752,100.0,0.34749326,2.5257425,86.3535,0.99006134,0.0034749324,1.9991521,-5.0707397,86.15008,0.009900613,89.0323,1.1580306
2.7560358e-05,0.7472472,5.6256895,230.78748178482056,17.34,9.841147,0.13325222,0.002756036,4600,[-0.69   0.994 -0.72   0.518 -0.308],1.1743424,8687.101,-8.544922e-06,77782,-108.33201035907015,46,2.0795708,100,10.918915,100.0,20.758226,3.121846,0.69305515,3.0155115,0.20758227,207.95709,-4.692383,86.85734,0.030155113,2.0666738,144.28867
0.01,0.87149584,0.87149584,235.81759905815125,16.62,-3.5762787e-06,1.0,1.0,4700,[-0.671  1.007 -0.794  0.518 -0.245],1.1743424,8.017291,-3.5858154e-06,79444,-108.39240038479647,47,0.01,100,9.085289,100.0,,2.817289,100.0,1.0,9.313226e-10,1.0,-4.0879974,86.384285,0.009999999,100.0,1.0
0.0011344,0.87057084,1.4471195,239.17591452598572,16.83,0.713085,0.94937533,0.11344,4800,[-0.671  1.007 -0.794  0.518 -0.245],1.1895871,42.253902,-1.2054444e-05,81127,-108.38209536209283,48,0.06089359,100,9.112785,100.0,0.81831396,2.9892278,59.03912,1.051951,0.008183139,6.0893593,-4.101944,86.49257,0.01051951,62.30024,1.6937922
0.009995924,0.8723697,0.8724159,244.0163414478302,16.59,4.4588465e-05,0.99999475,0.9995925,4900,[-0.686  0.984 -0.827  0.485 -0.229],1.1895871,7.6649985,-7.781982e-06,82786,-108.24480168810817,49,0.010005014,100,9.516289,100.0,0.00020426241,2.7546084,100.0,1.0000052,2.0426262e-06,1.0005014,-3.618019,86.339966,0.010000053,99.999985,1.0
0.000238287,0.84927726,1.4961896,247.9951319694519,16.63,0.98984355,0.93469584,0.0238287,5000,[-0.686  0.984 -0.827  0.485 -0.229],1.1417148,32.930138,-7.3242186e-06,84449,-107.79044859847778,50,0.1154746,100,10.209076,100.0,1.3336314,2.7415125,36.821274,1.0675341,0.013336314,11.54746,-4.663933,86.427055,0.01067534,39.052437,2.7158213
2.3092493e-06,0.8611648,15.021167,255.20866513252258,16.89,22.80112,0.036755223,0.00023092494,5100,[-0.681  0.96  -0.891  0.546 -0.277],1.0889016,50488.57,1.5182495e-05,86138,-108.29921216043833,51,3.5150354,100,8.416954,100.0,34.98188,2.9111457,0.12872308,4.303475,0.34981877,351.50354,-4.2500153,86.527954,0.043034744,1.4908329,776.8614
0.01,0.85549843,0.85549843,261.387314081192,16.61,-3.7755817e-06,1.0,1.0,5200,[-0.716  1.017 -0.774  0.431 -0.33 ],1.0889016,5.5231214,-3.7384034e-06,87799,-108.507104124904,52,0.01,100,7.0019836,100.0,,2.338352,100.0,1.0,9.313226e-10,1.0,-3.5864868,86.30351,0.009999999,100.0,1.0
0.002929226,0.80825776,0.85892075,266.28222155570984,16.55,0.083562374,0.99202824,0.29292262,5300,[-0.716  1.017 -0.774  0.431 -0.33 ],1.0887293,6.370728,7.6293944e-08,89454,-108.461668516363,53,0.025208022,100,8.419319,100.0,0.3837457,2.551223,84.837944,0.9919963,0.003837457,2.5208023,-4.218498,86.25177,0.009919962,86.98326,1.1787179
0.003472858,0.6497135,0.8731184,271.17345213890076,17.07,0.25587276,0.9968887,0.3472858,5400,[-0.713  1.024 -0.784  0.428 -0.33 ],1.086398,21.947618,-9.155274e-06,91161,-108.19778022623777,54,0.022152144,100,13.170197,100.0,0.3378607,3.691911,88.83717,1.0031161,0.0033786069,2.2152145,-4.763489,86.664024,0.01003116,89.81161,1.1256549
5.6436206e-06,0.7057357,2.5495415,276.1035189628601,16.66,2.885096,0.6847121,0.0005643621,5500,[-0.721  1.017 -0.779  0.404 -0.333],1.0611787,428.4463,3.3569336e-06,92827,-108.80556674189386,55,0.28451905,100,11.419968,100.0,4.013902,2.6699588,12.8442955,1.3787568,0.040139023,28.451904,-3.626686,86.349754,0.013787568,10.553685,7.7855573
4.9321e-06,0.698797,25.65504,282.6072344779968,16.8,38.357136,0.0009679649,0.00049321004,5600,[-0.744  1.012 -0.802  0.335 -0.358],1.0909305,143995.0,3.6621093e-06,94507,-108.13459108509858,56,7.547832,100,10.871559,100.0,75.06369,3.0751321,0.08138011,7.940315,0.7506369,754.7832,-4.241928,86.50882,0.079403155,1.1065805,1228.8015
0.009997155,0.7811167,0.7811407,288.7005658149719,16.06,2.2877008e-05,0.9999953,0.99971545,5700,[-0.734  1.054 -0.877  0.396 -0.328],1.0909308,8.345675,-5.8746336e-06,96113,-108.11587359611416,57,0.010003072,100,9.294235,100.0,0.00011181844,2.8744009,100.0,0.9999953,1.1181764e-06,1.0003072,-3.810089,85.90427,0.009999952,100.00001,1.0
0.01,0.8539915,0.8539915,293.4744668006897,16.63,-1.0877848e-06,1.0,1.0,5800,[-0.734  1.054 -0.877  0.396 -0.328],1.0909308,7.173281,-1.0681152e-06,97776,-108.42012876493136,58,0.01,100,7.1081467,100.0,,2.6648731,100.0,1.0,9.313226e-10,1.0,-4.036209,86.36292,0.009999999,100.0,1.0
2.2828192e-05,0.8182757,4.071889,297.89143562316895,16.25,5.2374625,0.45109922,0.0022828192,5900,[-0.734  1.054 -0.877  0.396 -0.328],1.1113195,2394.3206,-1.3732911e-06,99401,-107.93894423977252,59,0.8533772,100,8.179611,100.0,8.547286,2.7075777,2.6755288,1.796068,0.08547285,85.33772,-4.19532,86.074554,0.017960679,4.228864,37.37579
0.003265171,0.7239745,0.8402152,304.036484003067,16.51,0.14882514,0.9875181,0.3265171,6000,[-0.779  1.051 -0.897  0.309 -0.308],1.1176753,11.579526,2.9754638e-06,101052,-107.93938721247942,60,0.02277373,100,11.620438,100.0,0.3329114,3.2149622,88.24764,0.9874395,0.003329114,2.277373,-3.9773865,86.28043,0.009874396,89.79338,1.1331748
0.0013111904,0.84262383,1.0793812,308.2349855899811,17.04,0.31735837,0.9959381,0.13111904,6100,[-0.774  1.05  -0.897  0.332 -0.301],1.117674,12.085047,1.15966795e-05,102756,-108.01741151082899,61,0.044762153,100,8.251892,100.0,0.7122546,2.968155,61.37266,1.0040702,0.0071225455,4.4762154,-4.862236,86.67792,0.010040701,66.524666,1.62939
0.0008273589,0.9221244,1.1409385,311.9901626110077,16.05,0.3636411,0.94244516,0.082735896,6200,[-0.801  1.027 -0.889  0.31  -0.301],1.1044943,14.427636,-2.670288e-06,104361,-108.13442554188818,62,0.08373748,100,5.8664093,100.0,1.1722126,2.3405023,55.01984,1.0592775,0.011722125,8.373748,-3.8170624,85.93936,0.010592773,44.951965,1.8175262
0.01,0.8169296,0.8169296,316.1445002555847,17.06,-5.2563846e-06,1.0,1.0,6300,[-0.797  1.043 -0.895  0.283 -0.314],1.1044943,10.703008,-5.264282e-06,106067,-108.39368038381959,63,0.01,100,8.626785,100.0,,3.2551463,100.0,1.0,9.313226e-10,1.0,-4.32769,86.64707,0.009999999,100.0,1.0
0.0034188235,0.77949023,0.8505032,320.22732758522034,16.43,0.11454297,0.9772801,0.34188235,6400,[-0.797  1.043 -0.895  0.283 -0.314],1.1040401,10.961797,-4.119873e-06,107710,-108.25374555677946,64,0.020557292,100,9.75,100.0,0.3473082,2.837756,89.78174,1.022982,0.0034730816,2.0557292,-3.8174896,86.18405,0.01022982,89.66486,1.1138122
0.00040436877,0.79227245,2.0540192,323.98297142982483,15.99,2.0286725,0.66454166,0.04043688,6500,[-0.796  1.048 -0.904  0.28  -0.315],1.1426849,165.40218,-2.8991699e-06,109309,-107.96656097938252,65,0.30706596,100,9.352943,100.0,3.3475475,2.6842432,18.04032,1.4086577,0.033475474,30.706598,-4.350792,85.86674,0.014086575,15.043652,5.543139
8.953659e-06,0.80057234,2.6861017,330.2565052509308,16.95,2.7214844,0.9677222,0.0008953659,6600,[-0.75   1.111 -0.814  0.31  -0.276],0.9663421,663.7006,-8.468628e-06,111004,-108.29957265176675,66,0.3008439,100,10.263123,100.0,3.0970354,2.9985473,12.424974,0.9671898,0.030970355,30.08439,-4.3590546,86.57608,0.009671898,8.886181,8.048306
0.0029563631,0.6194441,0.80240375,336.2967321872711,16.64,0.21732347,0.99351126,0.29563633,6700,[-0.787  1.159 -0.757  0.231 -0.453],0.95654356,13.676874,-6.713867e-06,112668,-108.171025146518,67,0.023020247,100,10.406738,100.0,0.32204,3.2209713,90.19673,1.0065099,0.0032203998,2.3020248,-4.153557,86.35492,0.010065099,90.71343,1.1086876
6.350796e-05,0.7214454,3.271718,341.8994200229645,16.43,3.69595,0.67248344,0.0063507967,6800,[-0.789  1.131 -0.784  0.235 -0.462],0.95846415,362.42487,1.3732911e-06,114311,-108.28116942948033,68,0.36365092,100,7.052986,100.0,4.376335,2.6528225,4.838651,1.3967777,0.04376335,36.365093,-4.249115,86.19875,0.013967775,9.244944,20.666916
9.04557e-06,0.68818533,1.9832226,347.9598047733307,16.33,2.7381618,0.60726815,0.000904557,6900,[-0.805  1.118 -0.864  0.23  -0.461],0.91995513,294.56375,5.722046e-06,115944,-107.70665033107369,69,0.31527668,100,8.108536,100.0,4.3914843,2.8480248,4.2336698,1.4987848,0.043914847,31.527668,-4.3625107,86.179955,0.014987848,10.432885,23.62017
5.4985834e-05,0.6352756,1.387399,354.84097814559937,16.45,1.1739177,0.9434158,0.0054985834,7000,[-0.842  1.074 -0.839  0.222 -0.499],0.88539165,148.06552,2.670288e-06,117589,-107.8672226963418,70,0.1526952,100,8.540466,100.0,1.8775078,2.6770446,20.960598,1.0582482,0.018775076,15.26952,-4.383148,86.27523,0.010582482,24.109959,4.7708564
0.00999679,0.62675196,0.626785,362.44088792800903,17.08,4.6998262e-05,0.99999464,0.999679,7100,[-0.88   1.092 -0.854  0.186 -0.534],0.8853917,7.388577,9.307862e-06,119297,-108.61218181654799,71,0.010004798,100,7.759468,100.0,0.0001420767,2.7044935,100.0,1.0000054,1.4207426e-06,1.0004798,-4.1255035,86.667465,0.010000053,100.0,1.0
0.009993815,0.5542331,0.5543197,366.96293783187866,16.42,0.00011938065,0.99995744,0.9993815,7200,[-0.88   1.092 -0.854  0.186 -0.534],0.8854,7.3798537,3.4332274e-06,120939,-107.87474432907435,72,0.0100138495,100,9.93486,100.0,0.0003405874,2.7026207,100.0,1.0000426,3.4058305e-06,1.001385,-4.549675,86.23454,0.010000426,99.99997,1.0
