ESSRenyi,TimestepsSoFar,InitialBound,MaxIW,EpRewMean,EpThisIter,ReturnStepMaxmin,Weights,InitialReturnMax,ReturnStepMax,MeanIWNorm,InitialReturnMean,StdIWNorm,TimeElapsed,ESSClassic,InitialReturnMin,J_sample_variance,MeanIW,ReturnMeanIW,EmpiricalD2,MeanEntropy,MaxIWNorm,EntropyCoefficient,Iteration,EpisodesSoFar,Bound,InitialReturnStd,MinIWNorm,StdIW,MinIW,EpLenMean
36.35755,1745,13.882788,4.0399523,-108.67197648780628,100,86.90667,[-0.689  0.919 -0.673  0.288  0.   ],9.20005,100.0,0.009875073,3.7384034e-06,0.0076862816,2.3780267238616943,62.27303,-4.7708664,25.186686,0.9875074,0.37157068,2.7504601,1.5361378,0.04039952,10.0,1,100,15.224354,3.275067,0.0018544652,0.7686282,0.18544653,17.45
1.361105,3505,15.020371,113.94886,-108.91273033025267,100,86.99316,[-0.676  0.902 -0.653  0.247  0.117],10.229973,100.0,0.026954712,-7.400513e-06,0.12966786,5.744414329528809,4.14221,-4.670555,2658.4211,2.6954713,6.3359103,73.46972,1.5862604,1.1394886,10.0,2,200,19.275658,3.3128467,4.333848e-05,12.966786,0.004333848,17.6
0.051663052,5225,15.595304,3260.6494,-109.28879662594318,100,86.66867,[-0.735  0.841 -0.594  0.257  0.167],8.019363,100.0,0.33728766,1.1444092e-05,3.243274,9.229699611663818,1.069946,-3.8791122,284720.16,33.728764,52.203545,1935.6193,1.7249745,32.606495,10.0,3,300,57.692715,2.5674627,6.982729e-05,324.3274,0.0069827293,17.2
28.741266,7101,16.87728,5.026573,-110.0029485430614,100,87.61399,[-0.67   0.877 -0.506  0.347  0.306],11.174103,100.0,0.008375393,5.645752e-06,0.0071629183,12.856021165847778,57.755898,-4.440857,6.7642317,0.8375392,-0.1781289,3.479318,1.8727212,0.05026573,10.0,4,400,17.854317,2.6916928,0.0010260119,0.71629184,0.102601185,18.76
30.972702,9002,18.468523,6.2043715,-110.62260214751359,100,87.77858,[-0.668  0.879 -0.496  0.339  0.454],7.7605896,100.0,0.008721433,-1.2969971e-06,0.009023597,15.640998840332031,48.29768,-4.153969,22.090553,0.8721433,-0.12597834,3.2286496,2.0026252,0.06204371,10.0,5,500,19.435455,2.9235382,0.0007599075,0.9023598,0.07599075,19.01
