MinIW,EpisodesSoFar,EpRewMean,TimestepsSoFar,StdD2w0t,EpLenMean,ReturnStepMaxmin,InitialReturnMax,Bound,MaxD2w0t,EpThisIter,ReturnMeanIW,InitialReturnStd,MinD2w0t,MeanD2w0t,TimeElapsed,InitialBound,StdIW,InitialReturnMin,MaxIW,InitialReturnMean,EmpiricalD2,Iteration,J_sample_variance,ReturnStepMax,MeanIW,Weights
0.88403064,7600,-122.80031263198532,363274,0.29722607,48.84,99.05739,-54.60268,-377.7296,1.0059289,100,-80.766,8.585506,,0.09779489,1123.8484301567078,-377.971,0.044318758,-99.15458,1.1250154,-81.236404,1.0022415,76,76.74989,100.0,0.9945205,[-0.412 -0.687 -0.472 -0.26   0.012]
0.760778,7700,-121.36861896463655,368159,0.29872954,48.85,99.23119,-59.685246,-383.263,1.0201403,100,-78.232956,8.36015,,0.098296925,1138.497570514679,-384.31012,0.092820756,-96.95055,1.2530887,-80.34077,1.0103649,77,105.73956,100.0,0.9718189,[-0.415 -0.686 -0.471 -0.261  0.01 ]
0.9263566,7800,-121.36342718964308,373160,0.30014777,50.01,99.07197,-60.087387,-372.94775,1.0014952,100,-79.255035,8.636789,,0.100061476,1154.8116500377655,-373.0783,0.024744093,-97.95139,1.0776151,-79.45414,1.0006336,78,77.46487,100.0,0.9970776,[-0.41  -0.69  -0.468 -0.259  0.008]
0.8389958,7900,-122.92318004531549,378096,0.29924116,49.36,99.264595,-59.186596,-381.02994,1.0119921,100,-79.57061,9.31249,,0.09903744,1171.125638961792,-381.9188,0.06732767,-99.39162,1.2205198,-81.01771,1.0055524,79,110.94377,100.0,0.9798331,[-0.411 -0.693 -0.47  -0.259  0.009]
0.848387,8000,-121.07783052612166,382942,0.2963537,48.46,99.000015,-31.341106,-386.65674,1.0070592,100,-79.57652,10.4066925,,0.0970848,1186.3278942108154,-387.053,0.045843456,-98.046265,1.1281178,-80.33755,1.0031023,80,110.411446,100.0,0.99026906,[-0.409 -0.684 -0.465 -0.26   0.013]
0.82002413,8100,-119.86292590202709,387911,0.299871,49.69,99.07909,-53.31319,-379.6416,1.0122669,100,-77.701256,9.928211,,0.09961213,1200.5114006996155,-380.21738,0.04982346,-98.25702,1.0921458,-78.674934,1.0042835,81,118.074715,100.0,0.98566985,[-0.415 -0.686 -0.468 -0.261  0.015]
0.69610417,8200,-120.7353607119765,392763,0.29735816,48.52,99.13752,-59.73883,-370.98953,1.0211871,100,-78.22846,8.302999,,0.09748161,1215.8964750766754,-371.85675,0.10541018,-98.59996,1.2729342,-79.89834,1.0137336,82,115.374664,100.0,0.9768141,[-0.412 -0.694 -0.469 -0.263  0.015]
0.8203871,8300,-121.74567020512569,397623,0.29686776,48.6,99.16736,-58.130424,-382.34457,1.0167403,100,-79.66314,8.665377,,0.09740899,1229.904825925827,-382.8789,0.07355172,-99.617386,1.2858794,-80.70929,1.0069132,83,87.117,100.0,0.9876016,[-0.416 -0.694 -0.468 -0.259  0.013]
0.89310765,8400,-121.18171813468827,402755,0.30398712,51.32,99.113174,-53.90361,-381.6693,1.0074075,100,-77.96367,9.475071,,0.10281153,1244.0455310344696,-381.9802,0.053023733,-95.71391,1.1964916,-78.59749,1.0033078,84,82.61526,100.0,0.99341345,[-0.42  -0.691 -0.466 -0.257  0.011]
0.7577461,8500,-120.86157438896977,407748,0.30090126,49.93,99.10612,-54.282497,-377.29532,1.0184621,100,-77.71952,9.273577,,0.10022152,1258.6296689510345,-378.15057,0.0986815,-99.35856,1.3233558,-79.26218,1.0117663,85,110.46948,100.0,0.9798905,[-0.423 -0.69  -0.465 -0.258  0.014]
0.7437917,8600,-121.81666963890497,412596,0.2973842,48.48,99.08078,-49.1748,-378.71478,1.0278286,100,-78.8311,8.956778,,0.09744449,1273.174857378006,-379.69507,0.114481784,-97.278885,1.4265401,-80.80666,1.0152428,86,112.25852,100.0,0.97436845,[-0.429 -0.691 -0.465 -0.255  0.013]
0.8896772,8700,-122.39590179044745,417873,0.3074961,52.77,99.163475,-59.493805,-380.51123,1.002468,100,-78.214386,9.296905,,0.10562164,1288.9785103797913,-380.64856,0.030914573,-98.49301,1.1023569,-78.47895,1.0011635,87,87.96639,100.0,0.99672896,[-0.436 -0.695 -0.466 -0.253  0.011]
0.8989751,8800,-124.09520338571747,423277,0.31074065,54.04,99.09222,-55.026257,-384.87405,1.0025917,100,-79.07828,8.843646,,0.10817115,1305.238314628601,-385.0155,0.03543633,-97.17825,1.0918714,-79.362274,1.0014443,88,89.84034,100.0,0.994677,[-0.439 -0.697 -0.469 -0.254  0.01 ]
0.7071797,8900,-123.89610377118841,428310,0.30235273,50.33,99.08147,-55.00549,-376.9152,1.030009,100,-79.25605,9.966403,,0.101151586,1321.0386612415314,-377.9699,0.096242845,-95.66073,1.311705,-81.235306,1.0146943,89,114.72258,100.0,0.9726553,[-0.44  -0.696 -0.469 -0.253  0.007]
0.8272309,9000,-121.15385472597113,433573,0.30764234,52.63,99.104195,-51.734215,-387.39096,1.0110785,100,-76.81516,10.48883,,0.105518855,1338.7564997673035,-387.90283,0.06858278,-96.40816,1.2265425,-77.81556,1.0054464,90,114.89015,100.0,0.9874175,[-0.444 -0.689 -0.466 -0.249  0.005]
0.7656602,9100,-122.51834082492088,438876,0.3087864,53.03,99.22315,-60.433872,-379.5066,1.0087012,100,-77.51387,9.473312,,0.1063599,1355.475219488144,-380.0716,0.071693406,-96.476166,1.1747785,-78.52916,1.0052481,91,104.273705,100.0,0.98641855,[-0.445 -0.69  -0.465 -0.247  0.001]
0.92666703,9200,-121.94178652622841,444348,0.31234625,54.72,99.05593,-48.060528,-377.0765,1.0024179,100,-76.74122,10.088717,,0.109495856,1372.5694525241852,-377.1632,0.026830705,-97.51875,1.1174634,-76.917984,1.0010142,92,97.59521,100.0,0.9981708,[-0.447 -0.694 -0.465 -0.249  0.004]
0.86982363,9300,-121.15665172139262,449505,0.30458057,51.57,99.184875,-55.522297,-385.3664,1.0050116,100,-77.88035,8.584198,,0.10328538,1389.5353381633759,-385.6072,0.04494244,-94.01358,1.1950245,-78.37789,1.0021285,93,78.21016,100.0,0.9938156,[-0.447 -0.692 -0.463 -0.249  0.004]
0.6831775,9400,-120.07572004240521,454461,0.3011342,49.56,99.02279,-46.081974,-381.28604,1.0321263,100,-75.83643,10.0629015,,0.0998851,1405.302136182785,-382.92343,0.11288678,-98.02956,1.549796,-78.95406,1.0172321,94,103.392136,100.0,0.96097404,[-0.444 -0.69  -0.46  -0.25   0.006]
0.871445,9500,-123.9310363759003,459930,0.31282148,54.69,99.10073,-60.630238,-394.24246,1.0089759,100,-77.674324,8.7453165,,0.1096249,1423.4764177799225,-394.69788,0.059716057,-95.87291,1.2407668,-78.57824,1.0045009,95,86.013954,100.0,0.9870352,[-0.45  -0.692 -0.458 -0.251  0.008]
0.8808899,9600,-122.63346445699136,465612,0.31794104,56.82,99.0729,-50.017406,-394.808,1.006576,100,-75.4887,9.502641,,0.11384344,1442.1328954696655,-395.28766,0.052638616,-95.67477,1.1844788,-76.32114,1.0034276,96,103.53751,100.0,0.98666424,[-0.451 -0.691 -0.458 -0.253  0.012]
0.7858938,9700,-125.23493181858989,471295,0.3180074,56.83,99.11516,-45.573635,-394.70657,1.007123,100,-77.92391,9.975677,,0.11388067,1460.1610701084137,-395.1259,0.05193156,-96.78556,1.1149185,-78.69357,1.0023686,97,119.17076,100.0,0.98735505,[-0.449 -0.688 -0.457 -0.253  0.017]
0.9042115,9800,-122.71793888822373,476970,0.31758744,56.75,99.128815,-45.412033,-388.34814,1.0040618,100,-75.9304,9.925632,,0.11363611,1477.6031963825226,-388.5782,0.042326994,-98.83506,1.1687131,-76.37824,1.001895,98,103.27463,100.0,0.9943461,[-0.453 -0.693 -0.462 -0.254  0.016]
0.82917523,9900,-123.01759571443084,482561,0.31552088,55.91,99.060844,-40.841442,-385.1742,1.0069174,100,-76.71038,9.980515,,0.11195428,1495.266310453415,-385.44815,0.055148896,-95.40978,1.166402,-77.22427,1.0033393,99,122.6754,100.0,0.9901164,[-0.45  -0.692 -0.459 -0.255  0.018]
0.7890929,10000,-122.99842467963119,488109,0.31444526,55.48,99.06638,-50.363503,-384.57495,1.0060742,100,-77.11543,9.550962,,0.111091115,1513.523736000061,-384.79248,0.048655674,-97.61075,1.0940368,-77.56313,1.0029624,100,116.09499,100.0,0.9914507,[-0.446 -0.692 -0.458 -0.256  0.015]
0.84828174,10100,-124.06038538608826,493563,0.31204125,54.54,99.073296,-47.7847,-383.72037,1.0034274,100,-78.45284,9.910423,,0.10918523,1529.1690196990967,-383.99896,0.042724684,-95.99628,1.1049087,-78.89471,1.001589,101,95.48726,100.0,0.99554884,[-0.445 -0.694 -0.46  -0.257  0.015]
0.80988,10200,-120.4619545861872,498922,0.3100142,53.59,99.0,-27.007982,-390.05878,1.0083458,100,-75.89617,11.1298,,0.107413664,1545.8818373680115,-390.6352,0.06674985,-96.07019,1.1682363,-76.9018,1.003813,102,148.70581,100.0,0.9851091,[-0.449 -0.695 -0.463 -0.257  0.013]
0.8719208,10300,-122.31056770116558,504444,0.31383547,55.22,99.04559,-44.758034,-393.756,1.0046315,100,-77.085075,11.548915,,0.11058062,1563.9301221370697,-394.01755,0.048572015,-97.14109,1.2082207,-77.58523,1.002159,103,129.43614,100.0,0.99398524,[-0.449 -0.69  -0.461 -0.257  0.008]
0.94207716,10400,-122.69888210399168,509840,0.31044427,53.96,99.20835,-61.121628,-385.273,1.0023024,100,-77.942184,8.484401,,0.107978076,1580.6813416481018,-385.37723,0.026327312,-93.63435,1.0919853,-78.147896,1.0008332,104,69.54766,100.0,0.9981283,[-0.448 -0.694 -0.461 -0.258  0.01 ]
0.9373889,10500,-122.22431292752708,515481,0.31659448,56.41,99.11443,-28.50496,-395.31128,1.0036261,100,-76.19011,10.58318,,0.11289609,1598.1688151359558,-395.4941,0.035723615,-96.82598,1.182731,-76.527596,1.0012554,105,102.23819,100.0,0.99784803,[-0.447 -0.691 -0.459 -0.258  0.009]
0.9180725,10600,-121.47727756719286,521034,0.31448963,55.53,99.17834,-50.48381,-382.27078,1.0031414,100,-75.932976,9.938728,,0.111161485,1615.7247178554535,-382.4945,0.03862986,-96.738495,1.1825293,-76.30431,1.0015815,106,112.224205,100.0,0.9938772,[-0.448 -0.69  -0.457 -0.258  0.012]
0.82452875,10700,-122.84249988599089,526514,0.31323987,54.8,99.13298,-54.320194,-392.68442,1.0148966,100,-76.60684,9.507178,,0.109896176,1632.2040464878082,-393.33167,0.07071382,-96.43567,1.3255895,-77.8578,1.005656,107,86.9014,100.0,0.98412204,[-0.447 -0.685 -0.456 -0.257  0.013]
0.9011127,10800,-121.2224520385781,531885,0.30972716,53.71,99.1933,-56.993958,-382.7984,1.0008047,100,-77.09679,8.763143,,0.107450224,1647.9225568771362,-382.8476,0.024051629,-95.01432,1.0480262,-77.19436,1.0004883,108,80.369644,100.0,0.99840665,[-0.452 -0.686 -0.457 -0.257  0.018]
0.74582887,10900,-123.01835978005994,537491,0.31655017,56.06,99.06941,-51.32017,-381.54092,1.0092697,100,-75.901,10.173317,,0.11248746,1663.0053565502167,-382.1756,0.075127326,-96.851944,1.2136505,-77.071304,1.0058224,109,128.59795,100.0,0.9824293,[-0.453 -0.686 -0.458 -0.258  0.016]
0.880534,11000,-121.44568191686295,542882,0.31050357,53.91,99.00192,-45.52384,-388.073,1.0029056,100,-76.92854,10.879325,,0.10793928,1678.5956134796143,-388.248,0.036856487,-97.496864,1.127624,-77.28811,1.0017772,110,134.52803,100.0,0.99373907,[-0.456 -0.684 -0.46  -0.256  0.01 ]
0.81024015,11100,-122.45414257252268,548203,0.3092214,53.21,99.069756,-45.55612,-385.68024,1.009886,100,-77.456345,9.651626,,0.106711484,1694.8570311069489,-386.29117,0.06939693,-97.73512,1.2127502,-78.55909,1.0052994,111,102.19044,100.0,0.98567396,[-0.454 -0.684 -0.458 -0.256  0.013]
0.81963474,11200,-122.15512934190536,553617,0.3115966,54.14,99.0013,-28.39653,-384.46155,1.0084499,100,-76.74262,10.211073,,0.10858289,1711.3265445232391,-384.92377,0.058081284,-98.17134,1.2036546,-77.694435,1.0051675,112,128.65094,100.0,0.9857699,[-0.452 -0.683 -0.454 -0.255  0.013]
0.82843983,11300,-123.27430422800666,559323,0.31846285,57.06,99.00008,-10.510077,-400.37567,1.0070784,100,-76.25999,11.965534,,0.114303105,1728.0242114067078,-400.90375,0.06330492,-96.41438,1.1852854,-77.12198,1.0040001,113,169.90059,100.0,0.9854079,[-0.452 -0.685 -0.454 -0.256  0.019]
0.85601574,11400,-123.09754278327779,564621,0.30840653,52.98,99.19301,-55.33106,-381.80756,1.0133551,100,-77.97996,8.991193,,0.10617385,1743.4570560455322,-382.34232,0.061366227,-96.1252,1.1757872,-78.9596,1.0048771,114,70.852165,100.0,0.9880895,[-0.447 -0.683 -0.451 -0.258  0.021]
0.70755213,11500,-122.84070595388657,570288,0.31809783,56.67,99.1159,-52.823734,-384.17804,1.0251586,100,-74.77373,10.214525,,0.11372663,1760.412525177002,-385.35822,0.09894096,-95.9521,1.2309899,-76.65313,1.0094543,115,119.905975,100.0,0.9745772,[-0.451 -0.678 -0.449 -0.257  0.021]
0.9030769,11600,-124.55764384083167,575858,0.31507766,55.7,99.13105,-59.018726,-383.71805,1.0044944,100,-77.8397,8.849606,,0.11155725,1776.4938094615936,-384.08954,0.038241975,-95.176765,1.1148683,-78.43632,1.0019339,116,88.74229,100.0,0.99206436,[-0.46  -0.675 -0.451 -0.255  0.018]
0.8597217,11700,-122.52158882586288,581352,0.3131421,54.94,99.01899,-35.14653,-400.87567,1.0077546,100,-77.083824,9.655474,,0.11002098,1791.6001813411713,-401.2095,0.046141636,-95.158905,1.1321756,-77.74304,1.0024884,117,85.65956,100.0,0.992657,[-0.456 -0.674 -0.447 -0.256  0.018]
0.8101879,11800,-122.05434912780176,587073,0.31902218,57.21,99.000946,-49.508953,-391.80463,1.0092937,100,-74.63591,10.772481,,0.11467383,1807.8476922512054,-392.6845,0.06837138,-97.553024,1.189802,-75.94614,1.0047783,118,115.37095,100.0,0.98326826,[-0.459 -0.675 -0.448 -0.257  0.017]
0.7922729,11900,-122.85058057541136,592840,0.32014468,57.67,99.036354,-31.945723,-393.61893,1.0072908,100,-75.59713,10.872671,,0.11559566,1824.449547290802,-394.02304,0.062556155,-97.267914,1.1169829,-76.40451,1.003778,119,155.44962,100.0,0.9839124,[-0.467 -0.678 -0.451 -0.257  0.021]
0.93035877,12000,-122.59304190310758,598615,0.31981674,57.75,99.02422,-52.52437,-393.13293,1.0020994,100,-75.70006,9.759871,,0.115566544,1839.9033880233765,-393.2301,0.027921539,-96.31104,1.0959815,-75.89875,1.0010331,120,100.30188,100.0,0.9962721,[-0.467 -0.675 -0.453 -0.256  0.019]
0.8863237,12100,-122.93691048344495,604391,0.31981364,57.76,99.00072,-48.54893,-395.59998,1.0025378,100,-76.02807,9.463925,,0.1155778,1856.247139930725,-395.713,0.029821146,-95.75998,1.0548412,-76.24599,1.0010561,121,102.13737,100.0,0.9955888,[-0.467 -0.672 -0.452 -0.255  0.02 ]
0.8696347,12200,-121.9469219351394,609834,0.3122276,54.43,99.08502,-49.558434,-384.92596,1.0080183,100,-76.75835,8.924374,,0.10912988,1871.3171923160553,-385.36923,0.060984522,-97.152306,1.2099333,-77.63715,1.004628,122,84.6968,100.0,0.9882239,[-0.466 -0.673 -0.453 -0.255  0.018]
0.8726729,12300,-123.34929310732977,615642,0.32075435,58.08,99.00047,-29.598421,-392.7917,1.0053583,100,-75.834724,10.29306,,0.11628008,1888.1425607204437,-393.05585,0.042869363,-97.91726,1.1309977,-76.31749,1.0019985,123,102.32928,100.0,0.9948447,[-0.466 -0.674 -0.452 -0.255  0.024]
0.7201646,12400,-123.98944131633144,621129,0.3137234,54.87,99.080025,-48.141693,-390.42554,1.0173403,100,-77.08863,9.053881,,0.11014209,1904.31804561615,-391.24695,0.08672244,-96.902756,1.2297401,-78.651146,1.007425,124,78.829384,100.0,0.9805095,[-0.468 -0.671 -0.452 -0.255  0.021]
0.84284294,12500,-122.13055297869104,627044,0.32378238,59.15,99.00195,-33.04449,-392.02057,1.0105221,100,-73.60817,11.484464,,0.11860265,1921.0566577911377,-392.7043,0.05439202,-95.64839,1.1588695,-74.80462,1.0038786,125,117.249016,100.0,0.98560226,[-0.472 -0.671 -0.451 -0.256  0.015]
0.7938322,12600,-123.18561583018578,632745,0.31865707,57.01,99.1313,-50.322838,-394.62042,1.0095611,100,-75.66142,9.969773,,0.11431728,1936.8556106090546,-395.19492,0.06639408,-97.56287,1.1958323,-76.75052,1.0045451,126,101.42736,100.0,0.9846269,[-0.469 -0.667 -0.446 -0.257  0.013]
0.75789785,12700,-122.91336894451939,638627,0.32336563,58.82,99.15656,-55.44987,-387.8892,1.013428,100,-74.26798,10.135398,,0.11807282,1954.860995054245,-388.55936,0.07314611,-97.34568,1.2106586,-75.576164,1.0067968,127,120.82141,100.0,0.9794369,[-0.469 -0.669 -0.446 -0.259  0.014]
0.90563333,12800,-122.5004679262127,644424,0.32044327,57.97,99.00023,-53.73161,-396.33276,1.0040636,100,-75.53163,9.091575,,0.11604346,1972.1825003623962,-396.50128,0.036958575,-98.31856,1.0980241,-75.871704,1.0018942,128,93.77809,100.0,0.9939058,[-0.469 -0.663 -0.444 -0.261  0.012]
0.8798753,12900,-123.07251239248177,650195,0.31972662,57.71,99.00004,-33.53363,-396.66632,1.002315,100,-76.14036,10.302168,,0.11548943,1988.1452112197876,-396.825,0.032706805,-92.72151,1.0942855,-76.418274,1.0010073,129,110.11978,100.0,0.9968722,[-0.465 -0.66  -0.441 -0.261  0.011]
0.8933429,13000,-121.64385204580309,655822,0.3163269,56.27,99.04687,-53.35781,-382.71796,1.0034356,100,-75.8445,10.560217,,0.11264315,2004.3620977401733,-382.8727,0.042641774,-96.567444,1.0991638,-76.157265,1.0021088,130,107.35649,100.0,0.99717844,[-0.467 -0.66  -0.442 -0.262  0.009]
0.7861736,13100,-122.56472483185007,661198,0.3106028,53.76,99.08162,-57.054398,-386.09103,1.0099459,100,-77.3874,8.937869,,0.10780845,2019.4452974796295,-386.54175,0.057492144,-95.3741,1.1304109,-78.31786,1.0044588,131,87.443954,100.0,0.98701346,[-0.467 -0.66  -0.441 -0.261  0.008]
0.8514158,13200,-123.50026082739652,666812,0.31616676,56.14,99.08391,-52.54801,-382.30127,1.0065004,100,-76.94768,9.225314,,0.11244438,2035.7477214336395,-382.5497,0.04775652,-98.26909,1.1150447,-77.44544,1.0032026,132,84.35459,100.0,0.9937494,[-0.467 -0.663 -0.44  -0.263  0.008]
0.75158066,13300,-121.9260482564244,672342,0.3148196,55.3,99.10466,-50.215088,-387.3684,1.0111593,100,-75.75998,10.647223,,0.111015245,2051.765776157379,-388.06958,0.07584733,-97.69464,1.2367728,-77.109665,1.0062245,133,111.37378,100.0,0.9833984,[-0.473 -0.666 -0.442 -0.264  0.007]
0.71663463,13400,-124.27168872315171,678312,0.32590678,59.7,99.04903,-56.239216,-395.40802,1.0208377,100,-73.99902,9.955604,,0.12000466,2069.4256348609924,-396.4973,0.0892661,-96.92236,1.2602514,-76.09057,1.0090753,134,111.5633,100.0,0.9681186,[-0.472 -0.669 -0.44  -0.266  0.004]
0.907079,13500,-122.51679522966457,684238,0.32355717,59.26,99.03274,-42.817665,-395.15497,1.0029916,100,-74.564674,10.092957,,0.1186417,2085.9923899173737,-395.40155,0.037826367,-97.49133,1.1237096,-74.99483,1.0015,135,101.7765,100.0,0.9934847,[-0.471 -0.667 -0.438 -0.268 -0.003]
0.88623714,13600,-122.1523294690216,689992,0.3193785,57.54,99.04398,-43.60424,-397.78006,1.0047194,100,-75.715645,10.44384,,0.11517429,2102.959904193878,-398.00665,0.045929316,-93.91932,1.1452763,-76.13427,1.0018041,136,97.32968,100.0,0.99694026,[-0.475 -0.667 -0.44  -0.269 -0.002]
0.72627306,13700,-125.0394894822005,696222,0.33135304,62.3,99.108444,-44.63764,-401.60666,1.0170733,100,-74.22876,10.770785,,0.12501137,2119.607570171356,-402.2887,0.06996727,-96.76688,1.1892333,-75.59202,1.006641,137,144.18466,100.0,0.97718513,[-0.477 -0.668 -0.44  -0.269 -0.002]
0.86613977,13800,-118.78465962554492,702008,0.32027915,57.86,99.0,-37.631233,-382.26614,1.0046376,100,-72.88488,11.443072,,0.11585955,2137.3914065361023,-382.46545,0.046761323,-91.68409,1.1656857,-73.289566,1.0025984,138,146.63647,100.0,0.992091,[-0.477 -0.664 -0.44  -0.27   0.002]
0.82332534,13900,-118.99473528820727,707788,0.32081136,57.8,99.00007,-24.073742,-394.35864,1.0262773,100,-72.331474,12.566488,,0.11598568,2155.958744764328,-395.0774,0.07588369,-97.36942,1.2631453,-73.806854,1.0102252,139,152.42041,100.0,0.9809948,[-0.474 -0.661 -0.439 -0.27   0.005]
0.82585627,14000,-118.88672221985031,713363,0.31522667,55.75,99.00145,-38.042397,-397.6575,1.0104558,100,-73.81094,10.747949,,0.111668475,2171.754431247711,-398.06647,0.060109008,-96.51938,1.2799857,-74.6,1.0036107,140,110.42724,100.0,0.9911956,[-0.481 -0.66  -0.439 -0.268  0.008]
0.8174667,14100,-123.00253959170182,719634,0.33158365,62.71,99.05756,-43.7818,-396.55835,1.0080398,100,-73.330376,10.410006,,0.12556833,2187.275538444519,-396.84222,0.055940337,-96.60685,1.1562946,-73.87409,1.0027143,141,137.77547,100.0,0.9884117,[-0.482 -0.66  -0.437 -0.267  0.008]
0.91199887,14200,-122.8417678563694,725633,0.32515597,59.99,99.00047,-28.495514,-395.12836,1.0044839,100,-74.80362,10.771804,,0.1200635,2205.648849248886,-395.2977,0.043047782,-98.13808,1.2270852,-75.11853,1.0018021,142,103.61666,100.0,0.99815905,[-0.481 -0.662 -0.438 -0.269  0.007]
0.88563627,14300,-122.65907145799947,731590,0.32467058,59.57,99.066505,-42.159523,-387.3054,1.0079721,100,-74.31835,10.489791,,0.11940233,2223.2731263637543,-387.67963,0.054751992,-91.76421,1.1936433,-75.08383,1.0035934,143,104.530266,100.0,0.99039984,[-0.482 -0.663 -0.437 -0.268  0.006]
0.72156215,14400,-123.48867294880692,737676,0.32846284,60.86,99.05555,-44.075672,-388.52048,1.0189292,100,-73.332,10.633328,,0.12227692,2241.366878271103,-389.58682,0.10028697,-97.58162,1.2787659,-75.134796,1.0091772,144,132.57298,100.0,0.97323203,[-0.48  -0.659 -0.434 -0.269  0.009]
0.8523106,14500,-121.56156912142485,743508,0.32140142,58.32,99.02141,-50.638363,-387.0771,1.0069118,100,-74.618164,9.348738,,0.11679178,2257.725323200226,-387.34573,0.04505387,-94.04407,1.1727571,-75.1458,1.0024076,145,90.46132,100.0,0.99369884,[-0.48  -0.666 -0.435 -0.269  0.012]
0.7382803,14600,-121.73875914440998,749142,0.31682763,56.34,99.00431,-49.39716,-383.15225,1.0077116,100,-75.57358,9.931483,,0.11290074,2274.5189101696014,-383.51483,0.062250715,-95.28558,1.1968313,-76.28548,1.0038772,146,92.895004,100.0,0.9913899,[-0.483 -0.663 -0.434 -0.269  0.01 ]
0.83517605,14700,-121.23905765167427,754916,0.32016632,57.74,99.00013,-30.09962,-386.43912,1.0095431,100,-74.305504,11.562181,,0.115683146,2291.298605442047,-386.8803,0.06492677,-97.19141,1.2555366,-75.084785,1.0046178,147,136.87288,100.0,0.9889168,[-0.484 -0.661 -0.432 -0.268  0.005]
0.81955975,14800,-120.95671760338614,760603,0.31826743,56.87,99.12324,-45.485367,-387.62823,1.00839,100,-74.610275,9.859461,,0.11401602,2307.953102350235,-388.1369,0.0626229,-96.988655,1.2234473,-75.54111,1.0044419,148,100.070244,100.0,0.9875447,[-0.489 -0.66  -0.434 -0.266  0.008]
0.7732684,14900,-122.54140957040185,766708,0.32828027,61.05,99.02928,-40.455452,-392.20847,1.0118582,100,-73.28284,11.0797415,,0.12242534,2325.6950788497925,-392.8123,0.06932659,-97.243515,1.2013091,-74.36789,1.0047356,149,140.15604,100.0,0.9822361,[-0.491 -0.666 -0.435 -0.268  0.011]
0.78904104,15000,-122.57031479950886,772479,0.32053545,57.71,99.07924,-44.43122,-389.2927,1.0202434,100,-74.5557,10.623419,,0.11578158,2343.334469795227,-390.25708,0.09255015,-95.19864,1.3274472,-76.16054,1.0103202,150,95.836296,100.0,0.98234075,[-0.49  -0.671 -0.435 -0.27   0.007]
0.93350047,15100,-122.74667070872862,778806,0.33267266,63.27,99.00004,-23.110844,-393.99252,1.0025721,100,-73.246826,12.426743,,0.12662148,2362.458846092224,-394.09796,0.030236976,-94.89591,1.1172341,-73.4684,1.001244,151,144.10818,100.0,0.99848896,[-0.498 -0.672 -0.437 -0.267  0.007]
0.83735126,15200,-122.46317757993698,785226,0.33507207,64.2,99.00808,-24.454786,-396.10132,1.0050466,100,-72.508514,13.192444,,0.12860562,2380.531351327896,-396.4408,0.05254809,-97.37869,1.1705987,-73.136986,1.0025476,152,161.97934,100.0,0.9940865,[-0.499 -0.673 -0.437 -0.268  0.008]
0.88940686,15300,-123.44727816544136,791487,0.33150843,62.61,99.08526,-47.924374,-400.9912,1.0068847,100,-73.983536,10.960128,,0.12542458,2399.8097467422485,-401.31305,0.048354615,-94.64749,1.1665214,-74.61638,1.002899,153,123.10301,100.0,0.991575,[-0.503 -0.675 -0.439 -0.269  0.005]
0.7827916,15400,-122.42900641329317,797681,0.33090615,61.94,99.0,-28.762085,-391.01276,1.0288523,100,-72.24599,12.753772,,0.12442622,2418.438205718994,-391.8308,0.0929384,-95.24657,1.3874506,-73.93111,1.0116278,154,158.64159,100.0,0.9788008,[-0.503 -0.678 -0.439 -0.27   0.008]
0.8617783,15500,-124.00933903412287,804447,0.3428257,67.66,99.05972,-35.41754,-393.52002,1.0089469,100,-71.44625,12.513708,,0.13562307,2439.140459537506,-393.9294,0.05673324,-95.83419,1.1726819,-72.253494,1.0036001,155,147.61095,100.0,0.98894936,[-0.506 -0.674 -0.436 -0.267  0.008]
0.9062062,15600,-122.1393322118467,810920,0.33602408,64.73,99.00003,-31.388683,-394.16534,1.0033271,100,-71.92658,11.544568,,0.12958485,2456.991328716278,-394.45685,0.037196636,-92.53433,1.1004256,-72.39215,1.0015593,156,131.16772,100.0,0.99362445,[-0.505 -0.674 -0.434 -0.269  0.006]
0.8184979,15700,-121.05489351723318,817099,0.329518,61.79,99.06226,-45.641697,-391.58423,1.0039805,100,-72.393936,10.29309,,0.12373356,2474.1661491394043,-391.82166,0.045051597,-94.324234,1.1142974,-72.85513,1.0021306,157,113.105194,100.0,0.99261343,[-0.508 -0.676 -0.436 -0.269  0.009]
0.9163131,15800,-121.35823788746602,823187,0.32709655,60.88,99.144554,-38.23501,-400.146,1.0017723,100,-73.47991,11.624996,,0.12179375,2491.2483344078064,-400.2135,0.023633122,-97.00156,1.0885086,-73.611404,1.0004979,158,127.89542,100.0,0.9992206,[-0.51  -0.677 -0.438 -0.27   0.006]
0.863379,15900,-123.93565676449434,829601,0.33509392,64.14,99.000046,-28.715878,-391.22568,1.0091273,100,-72.96655,11.509619,,0.12854572,2507.7226617336273,-391.58276,0.055759422,-95.048096,1.1655762,-73.68309,1.0036854,159,124.57278,100.0,0.9905683,[-0.51  -0.676 -0.437 -0.27   0.006]
0.87042606,16000,-122.60107235589565,835962,0.33370695,63.61,99.00074,-27.712982,-399.00946,1.009486,100,-72.813484,10.971473,,0.12740451,2525.2883162498474,-399.365,0.05227934,-90.94221,1.1755508,-73.48329,1.002817,160,104.24353,100.0,0.99443626,[-0.507 -0.673 -0.434 -0.272  0.007]
