Bound,MeanIW,TimeElapsed,MinIW,EntropyCoefficient,MaxIW,InitialBound,StdIWNorm,ESSClassic,InitialReturnMean,EpLenMean,MaxIWNorm,InitialReturnMin,EpisodesSoFar,MeanIWNorm,EpThisIter,MeanEntropy,EpRewMean,MinIWNorm,StdIW,EmpiricalD2,ReturnStepMax,Iteration,InitialReturnStd,ESSRenyi,Weights,InitialReturnMax,ReturnMeanIW,J_sample_variance,ReturnStepMaxmin,TimestepsSoFar
8.411163,1.0,103.08593082427979,1.0,5.0,1.0,8.411163,9.313226e-10,100.0,1.5258789e-07,18.64,0.01,-4.7937164,1700,0.009999999,100,1.7633089,-109.88747178916226,0.01,,1.0,100.0,17,3.6895282,100.0,[-0.761  0.779 -0.51   0.197  0.344],12.161438,1.2572855e-07,13.750119,87.60764,30234
8.70181,1.0000004,108.00475263595581,0.37369636,4.999998,3.4619954,8.521386,0.004464022,83.383736,3.3569336e-06,19.14,0.034619953,-4.7289124,1800,0.0100000035,100,1.770422,-110.24911898010755,0.0037369635,0.4464022,1.1555384,100.0,18,3.1967878,86.53974,[-0.761  0.779 -0.51   0.197  0.344],8.854858,0.16699103,11.112984,87.89041,32148
8.495395,1.0022088,113.37157535552979,0.803208,4.988968,1.3468319,8.474164,0.0009610843,99.08877,5.0354006e-06,18.26,0.013468319,-4.302376,1900,0.010022088,100,1.7734163,-110.13061648861628,0.00803208,0.09610844,1.0092961,100.0,19,2.889038,99.07896,[-0.766  0.772 -0.494  0.217  0.351],11.3385315,0.027581654,8.941109,87.31929,33974
8.728884,1.0010865,117.96392941474915,0.6242605,4.9945707,2.220441,8.482954,0.0022850041,95.04809,-6.3323973e-06,17.58,0.02220441,-4.8930054,2000,0.010010865,100,1.7811644,-109.1740423569824,0.006242605,0.22850041,1.0463357,100.0,20,3.34169,95.571625,[-0.767  0.774 -0.5    0.213  0.354],11.523628,0.22565195,17.869078,86.937416,35732
9.321496,0.9999952,124.53461837768555,0.113719136,4.9999757,6.6690626,8.580151,0.008875347,55.93701,2.4414062e-06,18.49,0.066690624,-4.565605,2100,0.009999951,100,1.8365821,-109.8087007552316,0.0011371913,0.8875347,2.363847,100.0,21,3.2463143,42.30392,[-0.781  0.757 -0.52   0.195  0.362],9.770218,0.63934743,34.89618,87.488914,37581
8.684162,1.0,131.0991895198822,1.0,5.0,1.0,8.684162,9.313226e-10,100.0,8.392334e-07,19.16,0.01,-4.774292,2200,0.009999999,100,1.8365821,-109.88628887609121,0.01,,1.0,100.0,22,3.7107904,100.0,[-0.792  0.755 -0.464  0.112  0.418],14.962448,8.9779496e-07,13.909057,87.87939,39497
8.909489,1.0,136.53251457214355,1.0,5.0,1.0,8.909489,9.313226e-10,100.0,-2.7465821e-06,19.38,0.01,-5.167984,2300,0.009999999,100,1.8365821,-110.37593908037451,0.01,,1.0,100.0,23,3.3295867,100.0,[-0.792  0.755 -0.464  0.112  0.418],8.202545,-2.734363e-06,11.198129,88.00372,41435
9.865581,0.99997437,141.81250524520874,0.24812664,4.9998717,7.397937,8.799901,0.009686025,51.59322,-6.790161e-06,18.7,0.07397936,-4.828575,2400,0.009999745,100,1.8955089,-110.02573462373005,0.0024812664,0.9686026,2.0553968,100.0,24,3.3412976,48.652405,[-0.792  0.755 -0.464  0.112  0.418],11.490067,0.9373763,65.573845,87.627556,43305
9.463669,0.9999934,150.11127424240112,0.4419822,4.999967,1.922328,9.105553,0.002803347,92.71376,-8.010864e-06,20.12,0.01922328,-5.5408707,2500,0.009999934,100,1.8942105,-110.55461209873128,0.004419822,0.28033468,1.0894537,100.0,25,4.0082607,91.78912,[-0.815  0.73  -0.433  0.039  0.477],11.159523,0.38094375,23.572866,88.35903,45317
9.143346,1.0,157.57450985908508,1.0,5.0,1.0,9.143346,9.313226e-10,100.0,,20.26,0.01,-4.5755615,2600,0.009999999,100,1.8942105,-111.2179256091362,0.01,,1.0,100.0,26,3.452086,100.0,[-0.823  0.721 -0.434 -0.001  0.475],9.831184,-3.7252903e-09,12.037271,88.34819,47343
9.028513,1.0,163.42263436317444,1.0,5.0,1.0,9.028513,9.313226e-10,100.0,1.6021728e-06,19.2,0.01,-5.0240326,2700,0.009999999,100,1.8942105,-109.57689436971246,0.01,,1.0,100.0,27,3.6851766,100.0,[-0.823  0.721 -0.434 -0.001  0.475],13.276215,1.6037375e-06,13.717705,87.9435,49263
42.282845,8.692809,168.858633518219,0.04333244,0.0022804758,784.251,9.034539,0.77956724,1.2281358,1.2969971e-06,19.16,7.8425097,-4.998062,2800,0.0869281,100,1.9378253,-109.85206239818075,0.00043332437,77.95672,598.25885,100.0,28,3.4902027,0.16715173,[-0.823  0.721 -0.434 -0.001  0.475],13.095421,52.95527,281023.62,87.90894,51179
9.044119,1.0,176.16857266426086,1.0,5.0,1.0,9.044119,9.313226e-10,100.0,2.670288e-06,20.1,0.01,-5.337158,2900,0.009999999,100,1.9378253,-110.19075564427386,0.01,,1.0,100.0,29,4.2977004,100.0,[-0.896  0.624 -0.407 -0.13   0.519],19.350319,2.682209e-06,18.656796,88.34249,53189
9.350919,0.99999726,182.18218660354614,0.7692405,4.999986,1.3571368,9.286044,0.0009996891,99.01051,1.5258789e-06,20.39,0.0135713685,-6.300125,3000,0.009999973,100,1.9470152,-110.44564520209553,0.007692405,0.09996891,1.0103813,100.0,30,4.138794,98.972534,[-0.896  0.624 -0.407 -0.13   0.519],12.092529,0.02104045,17.86329,88.55199,55228
137.24501,33.445034,188.99634337425232,3.8778103e-07,4.0576144e-14,3269.8574,9.052804,3.252868,1.0460768,-8.31604e-06,21.22,32.698574,-5.6617737,3100,0.3344503,100,1.8259088,-111.27816873335607,3.87781e-09,325.2867,1069.2404,100.0,31,4.318504,0.093524344,[-0.895  0.625 -0.403 -0.123  0.528],20.467903,159.5545,2508474.8,88.82177,57350
9.339036,0.99931926,196.10148167610168,0.0313465,4.9965973,6.9583373,8.7282505,0.0071170283,66.3477,5.264282e-06,18.12,0.06958337,-5.9846344,3200,0.009993191,100,1.8059311,-108.67250490231065,0.000313465,0.71170294,1.5692905,100.0,32,3.6103537,63.723064,[-0.997  0.864 -0.425 -0.211  0.407],12.038979,0.81823885,60.62308,87.365425,59162
9.103406,1.0000014,202.71488213539124,0.16484879,4.999993,5.587128,8.689628,0.009230476,53.99525,6.942749e-06,17.7,0.05587128,-4.8923187,3300,0.010000015,100,1.8570985,-108.51243524264592,0.0016484879,0.92304766,2.026922,100.0,33,3.2380438,49.33589,[-1.018  0.808 -0.435 -0.277  0.387],10.20105,0.30203533,18.572378,87.089584,60932
9.370418,1.0015944,207.76226949691772,0.18612295,4.992034,4.401411,8.76861,0.0063607683,71.26027,-1.3732911e-06,18.53,0.04401411,-5.5018005,3400,0.010015943,100,1.8942766,-109.00251599492314,0.0018612295,0.6360768,1.3547581,100.0,34,3.7778447,73.81391,[-1.015  0.834 -0.473 -0.297  0.438],15.506424,0.51574343,59.24065,87.58762,62785
14.408733,1.8490349,211.50995755195618,0.00048173984,2.1391382,66.23946,8.836922,0.06923757,6.65714,8.087158e-06,18.63,0.66239464,-5.3183365,3500,0.01849035,100,1.7702197,-109.00841181005109,4.8173983e-06,6.9237566,9.84565,100.0,35,4.422715,10.15677,[-1.01   0.816 -0.485 -0.357  0.475],19.034073,12.612812,16002.784,87.65322,64648
8.706652,0.999995,216.27336502075195,0.20594859,4.999975,4.727514,8.380234,0.0076498454,63.083244,6.2561035e-06,18.51,0.047275137,-4.9889603,3600,0.009999949,100,1.7884214,-108.83508598291247,0.0020594858,0.76498455,1.5874547,100.0,36,3.7485652,62.993923,[-0.939  0.739 -0.564 -0.255  0.351],14.1261215,0.35785937,39.27375,87.610466,66499
8.93779,1.0000042,221.10902762413025,0.16988719,4.999979,3.5117035,8.5886345,0.0074626743,64.229774,4.577637e-06,18.81,0.035117034,-5.746376,3700,0.010000041,100,1.8186401,-108.72184868554561,0.0016988718,0.74626744,1.7979912,100.0,37,3.6345148,55.617626,[-0.935  0.772 -0.592 -0.256  0.37 ],10.604309,0.31860185,25.396849,87.8092,68380
10.347187,1.0000604,227.0525393486023,0.027642665,4.9996977,18.807829,8.779753,0.020186696,19.706244,4.119873e-06,17.9,0.18807828,-5.094757,3800,0.010000603,100,1.8915806,-108.67123420609936,0.00027642664,2.0186696,5.9138646,100.0,38,3.349669,16.909416,[-0.932  0.801 -0.613 -0.286  0.4  ],9.403549,1.6521218,265.70154,87.22957,70170
9.075251,1.0,233.32675981521606,1.0,5.0,1.0,9.075251,9.313226e-10,100.0,-3.4332274e-06,16.96,0.01,-4.0300217,3900,0.009999999,100,1.8915806,-108.3133018357312,0.01,,1.0,100.0,39,3.031068,100.0,[-0.956  0.827 -0.681 -0.322  0.473],11.479454,-3.4347177e-06,9.280175,86.5911,71866
8.996269,1.0,238.4071033000946,1.0,5.0,1.0,8.996269,9.313226e-10,100.0,-7.5531007e-06,17.41,0.01,-4.5869217,4000,0.009999999,100,1.8915806,-108.47054719595987,0.01,,1.0,100.0,40,3.179862,100.0,[-0.956  0.827 -0.681 -0.322  0.473],13.848778,-7.5399876e-06,10.213658,86.91788,73607
9.065351,1.0,243.3064820766449,1.0,5.0,1.0,9.065351,9.313226e-10,100.0,2.2125244e-06,17.15,0.01,-4.3171234,4100,0.009999999,100,1.8915806,-108.62088693027134,0.01,,1.0,100.0,41,3.235503,100.0,[-0.956  0.827 -0.681 -0.322  0.473],11.776627,2.2184104e-06,10.574222,86.720024,75322
9.047825,1.0,248.97586488723755,1.0,5.0,1.0,9.047825,9.313226e-10,100.0,-1.9073486e-06,18.63,0.01,-4.999756,4200,0.009999999,100,1.8915806,-108.39709738409269,0.01,,1.0,100.0,42,3.8111534,100.0,[-0.956  0.827 -0.681 -0.322  0.473],12.302292,-1.9297004e-06,14.671607,87.7147,77185
167.82442,12.009204,254.44442677497864,0.007904595,8.274343e-05,1050.4105,8.837333,1.0458589,1.3013483,-5.264282e-06,18.81,10.504105,-5.3604813,4300,0.12009205,100,2.0811126,-109.13214352787276,7.9045945e-05,104.58589,2614.5977,100.0,43,4.0259504,0.038246803,[-0.956  0.827 -0.681 -0.322  0.473],18.616951,199.55568,3824275.0,87.74687,79066
10.080775,1.0436839,262.26808166503906,0.201244,4.7862825,6.3154,9.75904,0.007595093,65.37761,-5.1879883e-06,18.21,0.063154,-5.1281433,4400,0.0104368385,100,2.1327412,-108.3501561676539,0.00201244,0.7595094,1.4238316,100.0,44,4.1969123,70.233025,[-0.965  0.876 -0.703 -0.433  0.662],19.395546,0.64432764,65.33332,87.47675,80887
10.278524,0.999999,269.597843170166,0.9710134,4.9999948,1.0417699,10.264459,0.0001526148,99.97669,-1.6021728e-06,18.29,0.010417698,-5.3612366,4500,0.00999999,100,2.1348228,-108.21016173889284,0.009710134,0.015261483,1.0002061,100.0,45,3.404738,99.97939,[-0.984  0.935 -0.677 -0.468  0.714],11.977371,0.0037084762,11.7824,87.539024,82716
11.134376,0.9999945,275.87493896484375,0.26343328,4.9999723,9.332083,10.133577,0.010332536,48.364677,-5.569458e-06,18.22,0.093320824,-5.668953,4600,0.009999945,100,2.2226732,-108.17837337167533,0.0026343327,1.0332537,1.5523131,100.0,46,4.159977,64.41999,[-0.984  0.935 -0.677 -0.468  0.716],16.215942,0.6945294,45.89659,87.4882,84538
10.619926,0.99999297,281.79884600639343,0.98975754,4.9999647,1.016377,10.613252,5.26153e-05,99.99722,-7.019043e-06,17.66,0.010163769,-3.9907303,4700,0.009999929,100,2.2234025,-108.80032793938341,0.009897575,0.005261532,1.000026,100.0,47,3.3987486,99.9974,[-0.984  0.927 -0.67  -0.435  0.804],15.00322,0.0031062327,11.746405,87.05492,86304
10.822739,0.9999984,287.831885099411,0.81274587,4.999992,1.3620491,10.670845,0.0010639328,98.880714,-5.264282e-06,18.33,0.013620491,-5.8432083,4800,0.009999984,100,2.230469,-108.39846190841146,0.008127458,0.10639328,1.0125824,100.0,48,4.0239286,98.75739,[-0.984  0.926 -0.67  -0.436  0.804],13.384857,0.11937247,18.494297,87.54663,88137
11.259487,1.0000007,294.23879647254944,0.20423165,4.999996,6.525085,10.639359,0.008461422,58.276566,-5.1879883e-06,19.37,0.06525085,-6.02446,4900,0.010000007,100,2.2968612,-108.75026063430376,0.0020423164,0.8461423,1.6204611,100.0,49,4.216627,61.71083,[-0.977  0.935 -0.666 -0.417  0.812],15.389412,0.42820093,58.20156,88.14334,90074
10.963971,1.0000004,300.726193189621,0.7266059,4.999998,1.3069752,10.852143,0.0014109934,98.04795,1.2207031e-06,19.72,0.013069753,-5.8565445,5000,0.0100000035,100,2.3102732,-109.70032187450325,0.0072660586,0.14109935,1.0250887,100.0,50,4.168759,97.552536,[-0.989  0.893 -0.634 -0.428  0.878],18.964928,0.052655466,17.645708,88.23218,92046
11.986616,0.9997227,307.22159457206726,0.48186824,4.998614,5.228036,11.124713,0.006539745,70.031944,3.3569336e-06,18.96,0.05228036,-6.129486,5100,0.009997228,100,2.370113,-108.9588045617174,0.004818682,0.6539745,1.2109809,100.0,51,3.9691179,82.57768,[-0.992  0.886 -0.62  -0.43   0.891],12.799675,0.6088479,44.596027,87.84092,93942
11.985316,0.99999624,313.8565013408661,0.26678377,4.9999814,4.0354595,11.394503,0.0064445795,70.65494,6.1035157e-06,20.2,0.040354595,-6.0028534,5200,0.0099999625,100,2.4218707,-110.22995063778917,0.0026678378,0.64445794,1.5745773,100.0,52,4.115196,63.509106,[-0.99   0.899 -0.638 -0.411  0.951],13.682068,0.44829282,38.66632,88.439064,95962
14.691129,1.4510347,320.0572943687439,0.027080508,3.1848435,43.87568,11.273981,0.044062186,9.783811,-1.0986329e-05,22.19,0.4387568,-6.6891174,5300,0.0145103475,100,2.340875,-110.43221196376753,0.00027080506,4.4062185,9.31377,100.0,53,5.6579504,10.736791,[-1.007  0.933 -0.681 -0.446  1.003],25.060852,9.785205,10296.72,89.31668,98181
12.169115,0.9999941,327.3065378665924,0.1391583,4.9999704,10.831868,11.162989,0.012553467,38.821182,2.1362305e-06,19.56,0.10831868,-6.7955017,5400,0.00999994,100,2.4833982,-108.57048696699418,0.0013915829,1.2553468,3.9009955,100.0,54,4.2417674,25.634481,[-1.041  0.888 -0.587 -0.601  0.922],16.241646,0.82149005,61.938126,88.244064,100137
13.04673,1.0000045,334.6157109737396,0.19296226,4.999977,7.3428583,11.466589,0.009773189,51.147137,-4.5776366e-07,20.61,0.07342858,-6.446869,5500,0.0100000445,100,2.5683632,-109.17403422930701,0.0019296225,0.97731894,2.170516,100.0,55,5.155604,46.071995,[-1.017  0.908 -0.54  -0.583  1.064],28.512047,1.6051688,171.56519,88.74562,102198
12.450292,1.000094,342.55831265449524,0.47468275,4.99953,2.1826568,12.199635,0.0031987505,90.71934,9.155273e-07,21.99,0.021826567,-7.546173,5600,0.01000094,100,2.5974097,-109.81541401376481,0.0047468273,0.31987506,1.0834774,100.0,56,5.045317,92.29542,[-1.028  0.874 -0.528 -0.676  1.149],19.265472,0.13291353,33.15787,89.331055,104397
13.719645,1.0000545,350.0080180168152,0.17332794,4.9997277,6.294726,12.423106,0.0069320113,67.545876,1.1291504e-05,21.29,0.06294726,-6.792488,5700,0.010000545,100,2.640431,-109.51268552257613,0.0017332793,0.6932012,1.5011867,100.0,57,5.409391,66.61397,[-1.042  0.867 -0.544 -0.712  1.178],16.918617,1.2091811,143.64482,89.03706,106526
18.400639,1.3708705,358.4917960166931,0.007255591,3.4506667,70.17508,12.35118,0.06963481,3.7310102,2.3651123e-06,23.3,0.70175076,-8.243912,5800,0.013708705,100,2.7246056,-110.79512924355141,7.255591e-05,6.9634814,22.022602,100.0,58,6.572104,4.5407896,[-1.055  0.818 -0.526 -0.811  1.221],25.52929,12.992415,16810.23,89.6889,108856
13.634357,0.99999964,367.02555871009827,0.34795207,4.999998,3.3921895,12.583331,0.0055496846,76.453156,-5.41687e-06,25.26,0.033921894,-8.75267,5900,0.009999997,100,2.7639024,-110.48131766490341,0.0034795206,0.5549685,1.3239312,100.0,59,7.523168,75.53262,[-1.164  0.766 -0.36  -0.718  1.306],31.190727,1.0111417,130.27441,90.51406,111382
13.473651,0.9999931,376.41453552246094,0.3140207,4.9999657,5.0640984,12.768692,0.0061540217,72.53076,-3.1280517e-06,27.43,0.05064098,-9.198166,6000,0.00999993,100,2.794017,-112.62424097945308,0.003140207,0.6154022,1.3749106,100.0,60,6.7837796,72.732,[-1.196  0.725 -0.302 -0.715  1.345],31.524513,0.735813,53.415775,91.06,114125
19.836214,1.5211518,384.75123929977417,0.023560202,2.969181,73.94107,12.655454,0.073465616,4.110983,5.1498414e-06,30.83,0.7394107,-11.404213,6100,0.015211518,100,2.8782392,-112.13269710037163,0.00023560201,7.346562,14.874617,100.0,61,10.932419,6.7228622,[-1.226  0.674 -0.239 -0.718  1.375],39.4391,16.360443,32284.92,91.931755,117208
18.677559,1.0557839,395.6037633419037,0.028070416,4.7287173,18.613787,12.53937,0.021196516,19.87801,1.9836425e-06,44.76,0.18613787,-15.346741,6200,0.01055784,100,2.8849738,-115.41190752914,0.00028070415,2.1196516,4.977521,100.0,62,15.380023,20.090322,[-1.211  0.425 -0.273 -0.665  1.459],55.554813,9.166827,6245.0664,93.976746,121684
3661.711,112.35188,412.2318079471588,6.100984e-05,,11155.5625,12.422364,11.098878,1.0143199,3.8146972e-08,73.67,111.555626,-24.498322,6300,1.123519,100,2.856697,-124.36507406423388,6.1009837e-07,1109.8878,34236.27,100.0,63,19.011833,0.002920879,[-1.174  0.248 -0.189 -0.599  1.466],60.075134,4032.2354,1624253800.0,95.625275,129051
25.178429,1.448589,443.1661162376404,0.030080214,3.1926427,60.730804,12.908807,0.060328256,5.45135,1.6403199e-06,121.52,0.60730803,-31.125961,6400,0.014485887,100,2.8678596,-135.5301585848436,0.00030080214,6.032826,10.615883,100.0,64,20.264147,9.4198475,[-0.998 -0.1   -0.235 -0.43   1.438],41.24041,20.501366,24000.072,96.769485,141203
42.5793,2.8495002,488.6084141731262,0.009616749,0.7865789,159.71957,12.938261,0.15997024,3.075341,-3.3569336e-06,205.23,1.5971957,-42.031033,6500,0.028495004,100,2.9153047,-141.25375332273504,9.616749e-05,15.997023,123.56526,100.0,65,22.06833,0.8092889,[-1.141 -0.242 -0.214 -0.46   1.449],40.83001,55.86007,254277.84,97.62346,161726
15.431395,1.0000037,555.1988985538483,0.08608731,4.9999814,5.736343,13.111936,0.008510238,57.9967,5.3596495e-06,294.59,0.05736343,-43.937782,6600,0.010000037,100,2.8983855,-147.87211667094869,0.0008608731,0.8510237,1.8350414,100.0,66,18.925806,54.494682,[-1.202 -0.338 -0.152 -0.421  1.496],33.90761,2.9235127,382.86758,97.99608,191185
14.561495,1.0001895,617.7499442100525,0.0463445,4.999052,5.242232,12.95206,0.008411704,58.57204,-4.043579e-06,310.24,0.05242232,-46.195946,6700,0.010001894,100,2.86723,-137.30553146512696,0.000463445,0.8411703,1.8577635,100.0,67,18.929111,53.828163,[-1.216 -0.375 -0.125 -0.45   1.479],39.606136,2.3268964,631.8375,98.11484,222209
13.858511,0.8741542,686.2650234699249,0.13466811,4.4087543,4.448247,12.520602,0.0069277924,61.422123,1.9454956e-06,331.76,0.04448247,-54.46646,6800,0.008741542,100,2.855458,-128.6556416408553,0.001346681,0.69277924,1.5919423,100.0,68,18.668373,62.816345,[-1.224 -0.382 -0.12  -0.453  1.448],43.390995,3.5602157,487.79187,98.22441,255385
13.667196,1.0001789,761.6583693027496,0.038877644,4.9991055,8.044419,12.510866,0.010968022,45.402027,-2.670288e-07,360.19,0.080444194,-52.992733,6900,0.010001788,100,2.828987,-125.58544855611484,0.00038877642,1.0968022,2.1894464,100.0,69,19.087294,45.673645,[-1.266 -0.431 -0.105 -0.465  1.436],36.878464,2.1385322,980.6194,98.30267,291404
14.019757,1.0000087,833.2304155826569,0.18419781,4.9999566,4.490873,12.335863,0.0061598187,72.49387,-2.0980835e-06,330.93,0.04490873,-54.27208,7000,0.010000085,100,2.8076854,-119.41407297796742,0.001841978,0.61598194,1.4004304,100.0,70,19.481869,71.40662,[-1.28  -0.428 -0.126 -0.487  1.41 ],42.534874,2.122301,441.41837,98.278305,324497
16.025936,1.014297,906.6815085411072,0.010217143,4.9290237,16.509186,12.373922,0.02029766,19.981525,-9.918213e-07,325.93,0.16509186,-49.935135,7100,0.01014297,100,2.783027,-115.98498347510102,0.00010217143,2.0297658,4.070637,100.0,71,16.435432,24.56618,[-1.284 -0.447 -0.123 -0.493  1.389],36.119118,5.6666045,2216.6887,98.288284,357090
12.570738,1.0000081,988.2712452411652,0.5444399,4.9999595,1.7905906,12.094598,0.0026987973,93.21108,1.8501282e-06,370.89,0.017905906,-54.61617,7200,0.010000081,100,2.78516,-99.95983339905051,0.005444399,0.26987976,1.0969815,100.0,72,15.719866,91.15924,[-1.369 -0.496 -0.104 -0.524  1.364],39.570908,0.55182534,261.52264,98.46097,394179
16.759739,1.0684128,1066.842169046402,0.005393404,4.6693745,15.006972,12.2370615,0.019804033,22.543795,2.5558472e-06,345.36,0.15006971,-50.662224,7300,0.010684128,100,2.8183603,-92.96550585087277,5.393404e-05,1.9804035,5.1204305,100.0,73,18.802353,19.529608,[-1.397 -0.51  -0.097 -0.525  1.366],33.23003,7.4211044,2793.7446,98.461624,428715
