ESSClassic,ReturnMeanIW,MeanIW,Iteration,InitialReturnStd,J_sample_variance,EpisodesSoFar,StdIW,MinIW,InitialBound,InitialReturnMean,MeanIWNorm,Weights,TimestepsSoFar,Bound,TimeElapsed,InitialReturnMax,MaxIWNorm,ESSRenyi,ReturnStepMax,StdIWNorm,EntropyCoefficient,MaxIW,EpThisIter,ReturnStepMaxmin,EpLenMean,MinIWNorm,EmpiricalD2,EpRewMean,InitialReturnMin,MeanEntropy
67.0009,0.39227933,1.0127031,1,3.275067,24.822857,100,0.71071047,0.22782262,6.7880616,3.7384034e-06,0.01012703,[-0.689  0.919 -0.673  0.288  0.   ],1745,7.4859934,4.215197801589966,9.20005,0.03908244,44.080235,100.0,0.007107105,4.9873133,3.9082444,100,86.90667,17.45,0.0022782262,2.2685905,-108.67197648780628,-4.7708664,1.5149666
8.37297,2.123872,1.3099813,2,2.5469906,420.17267,200,4.333483,0.07095066,7.2572737,-1.9836425e-06,0.013099815,[-0.678  0.901 -0.663  0.235  0.096],3376,8.726673,11.475246906280518,9.5267105,0.4300518,7.9355865,100.0,0.04333483,4.699432,43.00518,100,86.0441,16.31,0.00070950657,12.601463,-108.52515285821556,-4.2038574,1.6448972
1.0044556,2353.0125,501.24008,3,3.2129986,554685900.0,300,4976.0903,0.005021788,7.861968,-4.043579e-06,5.012401,[-0.709  0.817 -0.671  0.177  0.226],5098,1903.6665,18.21424388885498,10.875427,500.12695,6.508613e-05,100.0,49.760902,,50012.695,100,86.82183,17.22,5.021788e-05,1536425.6,-108.13257339963725,-4.617607,1.8173002
86.900665,0.14080685,0.9999649,4,3.3640888,14.798959,400,0.38823774,0.27720708,8.77852,-5.264282e-06,0.009999649,[-0.635  0.822 -0.665  0.369  0.398],6895,8.875344,26.50220036506653,9.239288,0.025818529,83.20244,100.0,0.0038823772,4.9999647,2.581853,100,87.265465,17.97,0.0027720707,1.2018878,-109.2727379225669,-4.483696,1.8144476
32.195274,0.5232115,0.9559863,5,3.0621047,52.3094,500,1.3873488,0.08092466,8.755611,-1.197815e-05,0.009559862,[-0.638  0.838 -0.679  0.344  0.395],8692,9.524511,32.740301847457886,9.498428,0.109412335,29.634491,100.0,0.013873487,4.9561796,10.941234,100,87.255035,17.97,0.00080924656,3.3744464,-109.12848483325708,-4.324898,1.9335275
67.66146,0.19531086,0.96527046,6,2.9458296,19.287169,600,0.66732657,0.3276328,9.323495,-1.9073486e-06,0.009652705,[-0.662  0.756 -0.731  0.377  0.514],10468,9.79153,38.41972589492798,10.324188,0.049581703,62.633106,100.0,0.0066732657,4.9653907,4.9581704,100,87.1052,17.76,0.003276328,1.5965997,-109.56301312548,-3.803543,2.020196
95.07935,-0.009765163,1.0215205,7,2.7195628,7.6070514,700,0.23238872,0.67858016,9.781307,2.2125244e-06,0.010215205,[-0.651  0.784 -0.713  0.423  0.601],12272,9.860708,43.13483715057373,9.590233,0.020545436,94.24804,100.0,0.002323887,4.9785256,2.0545437,100,87.2161,18.04,0.0067858016,1.06103,-110.14526559540369,-3.825653,2.0487509
80.93194,0.07308832,0.97262686,8,3.1205099,12.9791565,800,0.47210592,0.3365155,9.927615,-6.8664554e-07,0.009726268,[-0.652  0.789 -0.723  0.411  0.63 ],14114,10.220809,48.113508462905884,9.484161,0.028506624,76.17514,100.0,0.0047210595,4.9727015,2.8506625,100,87.496216,18.42,0.0033651548,1.3127643,-109.67976449862986,-4.3183136,2.113527
60.518894,0.27120155,0.93236494,9,2.8623786,20.408392,900,0.7530696,0.23708136,10.253223,5.0354006e-06,0.009323649,[-0.648  0.806 -0.725  0.384  0.695],16069,10.799234,53.0856728553772,9.432526,0.050689578,47.948708,100.0,0.0075306953,4.9328203,5.068958,100,88.0692,19.55,0.0023708136,2.085562,-110.98493771677366,-3.9013367,2.2263324
85.8605,0.08116546,1.003794,10,3.2873192,12.426923,1000,0.4073474,0.3423097,10.783237,-4.043579e-06,0.01003794,[-0.633  0.827 -0.721  0.404  0.807],17937,11.0563755,57.96938967704773,10.452637,0.029504668,80.56973,100.0,0.004073474,4.996207,2.9504669,100,87.6206,18.68,0.003423097,1.2411609,-109.95728760449714,-4.3847046,2.2744007
19.742691,1.609411,1.0010631,11,2.985586,153.83191,1100,2.0183692,0.05180046,10.976993,2.2125244e-06,0.01001063,[-0.633  0.818 -0.754  0.368  0.855],19938,12.197769,65.4784951210022,11.850388,0.19351758,25.960682,100.0,0.020183692,4.998937,19.351759,100,88.2402,20.01,0.0005180046,3.851979,-111.3343066738415,-4.422966,2.2732089
7.304792,4.6279707,1.8342122,12,3.1479218,1638.1558,1200,6.5339274,0.017893473,11.032647,-9.460449e-06,0.018342122,[-0.959  0.978 -0.785  0.315  0.854],21833,13.155384,73.56495881080627,10.001633,0.55920416,5.8267794,100.0,0.065339275,4.2316647,55.920418,100,87.7316,18.95,0.00017893473,17.16214,-110.23366345125875,-4.6778717,2.3415246
85.92315,0.09532824,0.9911665,13,3.0462391,10.01666,1300,0.40118465,0.47821727,11.256929,5.0354006e-06,0.009911665,[-0.982  0.962 -0.874  0.121  0.922],23602,11.603251,80.1870105266571,13.52095,0.023009224,77.61773,100.0,0.004011846,4.991174,2.3009224,100,87.02868,17.69,0.004782173,1.2883655,-109.08465639445758,-4.706932,2.4081495
96.1786,0.056610778,1.0179445,14,3.4247465,11.689126,1400,0.20290643,0.6419325,11.683212,-6.408691e-06,0.010179444,[-0.978  0.95  -0.842  0.106  0.989],25465,11.728034,85.106778383255,10.725853,0.01914209,96.305626,100.0,0.0020290643,4.9820876,1.914209,100,87.52589,18.63,0.006419325,1.038361,-109.92717095550375,-5.117859,2.4158034
100.0,-1.937151e-07,1.0,15,3.2229629,10.492414,1500,,1.0,11.703127,-2.2888183e-07,0.009999999,[-0.975  0.961 -0.855  0.09   0.997],27267,11.703127,90.5247528553009,11.2767105,0.01,100.0,100.0,9.313226e-10,5.0,1.0,100,87.26134,18.02,0.01,1.0,-109.6304235549985,-4.9749527,2.4158034
69.31025,0.08768436,0.9198473,16,3.12951,8.667485,1600,0.61208785,0.308841,11.790581,-9.002685e-06,0.009198473,[-0.975  0.961 -0.855  0.09   0.997],29118,12.044464,95.90692257881165,8.652832,0.053409535,67.717545,100.0,0.0061208783,4.9204865,5.340954,100,87.49955,18.51,0.0030884098,1.4767222,-109.54690059580739,-4.759453,2.5012321
77.86274,0.4639492,1.0002776,17,3.234184,33.961296,1700,0.5333568,0.31500536,12.090846,1.1444092e-06,0.010002775,[-0.963  0.985 -0.872  0.105  1.083],31017,12.607537,101.00965976715088,12.45948,0.03756269,67.413185,100.0,0.0053335675,4.9997225,3.7562692,100,87.68261,18.99,0.0031500536,1.4833894,-110.67881249195607,-3.9149857,2.5300243
