Bound,MaxNormIw,VarDiscRet,VarVanillaIw,ESSClassic,AvgEpLen,AvgDiscRet,AvgVanillaIw,EpsThisIter,MaxVanillaIw,ESSRenyi,VanillaAvgRet,Delta,MinVanillaIw,IterType,AvgNormIw,VarNormIw,J,eRenyi2,VarJ,AvgRet,BatchSize,VarRet,MinNormIw
4638.63,0.00333333,83365.7415361,,299.999969474,495.12,4620.98183797,1.0,100,1.0,500.0,4620.98183797,1.0,1.0,2,0.00333333,5.43914e-20,4638.63,1.0,247.99,4620.98183797,500,83365.7415361,0.00333333
4631.28,0.0025,107007.226227,,400.0,493.88,4609.23023497,1.0,100,1.0,500.0,4609.23023497,1.0,1.0,2,0.0025,5.4346e-20,4631.28,1.0,269.761,4609.23023497,500,107007.226227,0.0025
4638.81,0.002,49.6408099355,,500.000006643,500.0,4668.91214002,1.0,100,1.0,500.0,4668.91214002,1.0,1.0,1,0.002,5.43187e-20,4638.81,1.0,241.77,4668.91214002,500,49.6408099355,0.002
4659.38,0.01,8757.98955856,,100.0,499.04,4659.38097269,1.0,100,1.0,500.0,4659.38097269,1.0,1.0,2,0.01,3.50449e-18,4659.38,1.0,93.115,4659.38097269,500,8757.98955856,0.01
4658.36,0.005,12612.6677249,,200.000000102,498.84,4657.3342841,1.0,100,1.0,500.0,4657.3342841,1.0,1.0,2,0.005,2.1793e-19,4658.36,1.0,102.857,4657.3342841,500,12612.6677249,0.005
4654.59,0.00333333,36078.9567772,,299.999969474,497.76,4647.04106162,1.0,100,1.0,500.0,4647.04106162,1.0,1.0,2,0.00333333,5.43914e-20,4654.59,1.0,137.795,4647.04106162,500,36078.9567772,0.00333333
4646.05,0.0025,88343.4630222,,400.0,494.99,4620.44828212,1.0,100,1.0,500.0,4620.44828212,1.0,1.0,2,0.0025,5.4346e-20,4646.05,1.0,190.589,4620.44828212,500,88343.4630222,0.0025
4643.81,0.002,59325.8085945,,500.000006643,496.36,4634.82279362,1.0,100,1.0,500.0,4634.82279362,1.0,1.0,1,0.002,5.43187e-20,4643.81,1.0,202.054,4634.82279362,500,59325.8085945,0.002
4642.72,0.01,67185.8603286,,100.0,497.25,4642.71674899,1.0,100,1.0,500.0,4642.71674899,1.0,1.0,2,0.01,3.50449e-18,4642.72,1.0,257.903,4642.71674899,500,67185.8603286,0.01
4655.87,0.005,49.9554867898,,200.000000102,500.0,4669.02543368,1.0,100,1.0,500.0,4669.02543368,1.0,1.0,2,0.005,2.1793e-19,4655.87,1.0,182.906,4669.02543368,500,49.9554867898,0.005
4658.7,0.00333333,1553.03965947,,299.999969474,499.63,4664.36751261,1.0,100,1.0,500.0,4664.36751261,1.0,1.0,2,0.00333333,5.43914e-20,4658.7,1.0,151.102,4664.36751261,500,1553.03965947,0.00333333
4658.24,0.0025,12679.3760209,,400.0,498.83,4656.86982566,1.0,100,1.0,500.0,4656.86982566,1.0,1.0,2,0.0025,5.4346e-20,4658.24,1.0,142.347,4656.86982566,500,12679.3760209,0.0025
4656.77,0.002,32186.0761937,,500.000006643,498.11,4650.87054363,1.0,100,1.0,500.0,4650.87054363,1.0,1.0,1,0.002,5.43187e-20,4656.77,1.0,150.305,4650.87054363,500,32186.0761937,0.002
4657.83,0.01,11613.7020957,,100.0,498.89,4657.82568214,1.0,100,1.0,500.0,4657.82568214,1.0,1.0,2,0.01,3.50449e-18,4657.83,1.0,107.227,4657.82568214,500,11613.7020957,0.01
4657.49,0.005,12626.2520049,,200.000000102,498.84,4657.16054205,1.0,100,1.0,500.0,4657.16054205,1.0,1.0,2,0.005,2.1793e-19,4657.49,1.0,109.539,4657.16054205,500,12626.2520049,0.005
4653.99,0.00333333,33810.8360883,,299.999969474,497.82,4646.98423984,1.0,100,1.0,500.0,4646.98423984,1.0,1.0,2,0.00333333,5.43914e-20,4653.99,1.0,138.497,4646.98423984,500,33810.8360883,0.00333333
4653.17,0.0025,32297.6467322,,400.0,498.11,4650.72709677,1.0,100,1.0,500.0,4650.72709677,1.0,1.0,2,0.0025,5.4346e-20,4653.17,1.0,149.605,4650.72709677,500,32297.6467322,0.0025
4656.38,0.002,16.287996676,,500.000006643,500.0,4669.18041039,1.0,100,1.0,500.0,4669.18041039,1.0,1.0,1,0.002,5.43187e-20,4656.38,1.0,133.976,4669.18041039,500,16.287996676,0.002
4657.31,0.01,12864.2949151,,100.0,498.83,4657.31002259,1.0,100,1.0,500.0,4657.31002259,1.0,1.0,2,0.01,3.50449e-18,4657.31,1.0,112.852,4657.31002259,500,12864.2949151,0.01
4654.62,0.005,29427.8090705,,200.000000102,498.2,4651.92285135,1.0,100,1.0,500.0,4651.92285135,1.0,1.0,2,0.005,2.1793e-19,4654.62,1.0,144.713,4651.92285135,500,29427.8090705,0.005
4645.31,0.00333333,52301.7294003,,299.999969474,495.62,4626.68209898,1.0,100,1.0,500.0,4626.68209898,1.0,1.0,2,0.00333333,5.43914e-20,4645.31,1.0,177.184,4626.68209898,500,52301.7294003,0.00333333
4650.84,0.0025,299.806060444,,400.0,499.87,4667.44761924,1.0,100,1.0,500.0,4667.44761924,1.0,1.0,2,0.0025,5.4346e-20,4650.84,1.0,153.986,4667.44761924,500,299.806060444,0.0025
4651.71,0.002,11095.1507452,,500.000006643,498.68,4655.16819036,1.0,100,1.0,500.0,4655.16819036,1.0,1.0,1,0.002,5.43187e-20,4651.71,1.0,145.497,4655.16819036,500,11095.1507452,0.002
4669.45,0.01,21.8355574837,,100.0,500.0,4669.45436585,1.0,100,1.0,500.0,4669.45436585,1.0,1.0,2,0.01,3.50449e-18,4669.45,1.0,4.64943,4669.45436585,500,21.8355574837,0.01
4659.5,0.005,28508.1485416,,200.000000102,498.04,4649.53718422,1.0,100,1.0,500.0,4649.53718422,1.0,1.0,2,0.005,2.1793e-19,4659.5,1.0,119.254,4649.53718422,500,28508.1485416,0.005
4652.31,0.00333333,44925.5431089,,299.999969474,496.75,4637.95096635,1.0,100,1.0,500.0,4637.95096635,1.0,1.0,2,0.00333333,5.43914e-20,4652.31,1.0,156.236,4637.95096635,500,44925.5431089,0.00333333
4656.52,0.0025,44.3765648585,,400.0,500.0,4669.12788152,1.0,100,1.0,500.0,4669.12788152,1.0,1.0,2,0.0025,5.4346e-20,4656.52,1.0,135.54,4669.12788152,500,44.3765648585,0.0025
4645.62,0.002,124720.294532,,500.000006643,492.97,4602.01627717,1.0,100,1.0,500.0,4602.01627717,1.0,1.0,1,0.002,5.43187e-20,4645.62,1.0,199.667,4602.01627717,500,124720.294532,0.002
4656.34,0.01,11484.6442618,,100.0,498.74,4656.34127905,1.0,100,1.0,500.0,4656.34127905,1.0,1.0,2,0.01,3.50449e-18,4656.34,1.0,106.629,4656.34127905,500,11484.6442618,0.01
4633.48,0.005,108667.419294,,200.000000102,493.94,4610.62297167,1.0,100,1.0,500.0,4610.62297167,1.0,1.0,2,0.005,2.1793e-19,4633.48,1.0,244.945,4610.62297167,500,108667.419294,0.005
4644.6,0.00333333,730.085823284,,299.999969474,499.76,4666.83978639,1.0,100,1.0,500.0,4666.83978639,1.0,1.0,2,0.00333333,5.43914e-20,4644.6,1.0,201.213,4666.83978639,500,730.085823284,0.00333333
4646.48,0.0025,31982.1736324,,400.0,498.12,4652.11682911,1.0,100,1.0,500.0,4652.11682911,1.0,1.0,2,0.0025,5.4346e-20,4646.48,1.0,195.681,4652.11682911,500,31982.1736324,0.0025
4645.61,0.002,27325.3941642,,500.000006643,497.26,4642.12424533,1.0,100,1.0,500.0,4642.12424533,1.0,1.0,1,0.002,5.43187e-20,4645.61,1.0,189.859,4642.12424533,500,27325.3941642,0.002
4635.53,0.01,56007.3463845,,100.0,496.47,4635.5274181,1.0,100,1.0,500.0,4635.5274181,1.0,1.0,2,0.01,3.50449e-18,4635.53,1.0,235.472,4635.5274181,500,56007.3463845,0.01
4630.71,0.005,54806.6956509,,200.000000102,495.56,4625.88596379,1.0,100,1.0,500.0,4625.88596379,1.0,1.0,2,0.005,2.1793e-19,4630.71,1.0,234.257,4625.88596379,500,54806.6956509,0.005
4635.87,0.00333333,20351.093151,,299.999969474,497.71,4646.19097208,1.0,100,1.0,500.0,4646.19097208,1.0,1.0,2,0.00333333,5.43914e-20,4635.87,1.0,208.214,4646.19097208,500,20351.093151,0.00333333
4628.27,0.0025,102416.997636,,400.0,493.31,4605.47643311,1.0,100,1.0,500.0,4605.47643311,1.0,1.0,2,0.0025,5.4346e-20,4628.27,1.0,240.907,4605.47643311,500,102416.997636,0.0025
4636.43,0.002,24.576992024,,500.000006643,500.0,4669.04301856,1.0,100,1.0,500.0,4669.04301856,1.0,1.0,1,0.002,5.43187e-20,4636.43,1.0,216.102,4669.04301856,500,24.576992024,0.002
4668.75,0.01,47.8290565761,,100.0,500.0,4668.74636688,1.0,100,1.0,500.0,4668.74636688,1.0,1.0,2,0.01,3.50449e-18,4668.75,1.0,6.88118,4668.74636688,500,47.8290565761,0.01
4650.39,0.005,77661.3415256,,200.000000102,496.12,4632.03676154,1.0,100,1.0,500.0,4632.03676154,1.0,1.0,2,0.005,2.1793e-19,4650.39,1.0,196.985,4632.03676154,500,77661.3415256,0.005
4649.96,0.00333333,20090.0005583,,299.999969474,497.92,4649.08736361,1.0,100,1.0,500.0,4649.08736361,1.0,1.0,2,0.00333333,5.43914e-20,4649.96,1.0,180.274,4649.08736361,500,20090.0005583,0.00333333
4649.64,0.0025,32295.591123,,400.0,497.95,4648.67220316,1.0,100,1.0,500.0,4648.67220316,1.0,1.0,2,0.0025,5.4346e-20,4649.64,1.0,179.91,4648.67220316,500,32295.591123,0.0025
4647.66,0.002,42272.2204589,,500.000006643,497.05,4639.77605222,1.0,100,1.0,500.0,4639.77605222,1.0,1.0,1,0.002,5.43187e-20,4647.66,1.0,185.147,4639.77605222,500,42272.2204589,0.002
4665.61,0.01,862.942630878,,100.0,499.74,4665.61462374,1.0,100,1.0,500.0,4665.61462374,1.0,1.0,2,0.01,3.50449e-18,4665.61,1.0,29.2286,4665.61462374,500,862.942630878,0.01
4655.57,0.005,20195.5875485,,200.000000102,497.62,4645.51668159,1.0,100,1.0,500.0,4645.51668159,1.0,1.0,2,0.005,2.1793e-19,4655.57,1.0,102.591,4645.51668159,500,20195.5875485,0.005
4660.05,0.00333333,29.5530254863,,299.999969474,500.0,4669.02947654,1.0,100,1.0,500.0,4669.02947654,1.0,1.0,2,0.00333333,5.43914e-20,4660.05,1.0,84.0635,4669.02947654,500,29.5530254863,0.00333333
4657.86,0.0025,31956.5989601,,400.0,498.12,4651.27163214,1.0,100,1.0,500.0,4651.27163214,1.0,1.0,2,0.0025,5.4346e-20,4657.86,1.0,114.994,4651.27163214,500,31956.5989601,0.0025
4659.96,0.00200001,27.7593146827,6.28332e-13,500.000006643,500.0,4668.35468093,1.0,100,1.0,500.0,4668.35468093,1.0,0.999996,1,0.002,2.59111e-18,4659.96,1.0,102.966,4668.35468093,500,27.7593146827,0.00199999
4649.21,0.01,36395.7367743,,100.0,497.99,4649.20684813,1.0,100,1.0,500.0,4649.20684813,1.0,1.0,2,0.01,3.50449e-18,4649.21,1.0,189.82,4649.20684813,500,36395.7367743,0.01
4647.94,0.005,22664.0931042,,200.000000102,497.79,4646.67202559,1.0,100,1.0,500.0,4646.67202559,1.0,1.0,2,0.005,2.1793e-19,4647.94,1.0,170.986,4646.67202559,500,22664.0931042,0.005
4647.86,0.00333333,31896.5258022,,299.999969474,497.88,4647.68743839,1.0,100,1.0,500.0,4647.68743839,1.0,1.0,2,0.00333333,5.43914e-20,4647.86,1.0,173.253,4647.68743839,500,31896.5258022,0.00333333
4646.75,0.0025,59288.9448003,,400.0,497.42,4643.43754298,1.0,100,1.0,500.0,4643.43754298,1.0,1.0,2,0.0025,5.4346e-20,4646.75,1.0,192.848,4643.43754298,500,59288.9448003,0.0025
4641.95,0.002,99026.5412547,,500.000006643,495.07,4622.74278269,1.0,100,1.0,500.0,4622.74278269,1.0,1.0,1,0.002,5.43187e-20,4641.95,1.0,222.377,4622.74278269,500,99026.5412547,0.002
4643.53,0.01,66798.0732329,,100.0,497.26,4643.5278728,1.0,100,1.0,500.0,4643.5278728,1.0,1.0,2,0.01,3.50449e-18,4643.53,1.0,257.158,4643.5278728,500,66798.0732329,0.01
4656.16,0.005,34.4602908754,,200.000000102,500.0,4668.78974634,1.0,100,1.0,500.0,4668.78974634,1.0,1.0,2,0.005,2.1793e-19,4656.16,1.0,182.323,4668.78974634,500,34.4602908754,0.005
4656.91,0.00333333,12443.7595187,,299.999969474,498.85,4658.40382567,1.0,100,1.0,500.0,4658.40382567,1.0,1.0,2,0.00333333,5.43914e-20,4656.91,1.0,162.076,4658.40382567,500,12443.7595187,0.00333333
4660.0,0.0025,36.2444766139,,400.0,500.0,4669.29561346,1.0,100,1.0,500.0,4669.29561346,1.0,1.0,2,0.0025,5.4346e-20,4660.0,1.0,140.496,4669.29561346,500,36.2444766139,0.0025
4661.67,0.002,52.7535820372,,500.000006643,500.0,4668.30855175,1.0,100,1.0,500.0,4668.30855175,1.0,1.0,1,0.002,5.43187e-20,4661.67,1.0,125.749,4668.30855175,500,52.7535820372,0.002
4642.24,0.01,72164.6110202,,100.0,497.15,4642.24196533,1.0,100,1.0,500.0,4642.24196533,1.0,1.0,2,0.01,3.50449e-18,4642.24,1.0,267.288,4642.24196533,500,72164.6110202,0.01
4655.11,0.005,49.3549802837,,200.000000102,500.0,4667.97620616,1.0,100,1.0,500.0,4667.97620616,1.0,1.0,2,0.005,2.1793e-19,4655.11,1.0,189.503,4667.97620616,500,49.3549802837,0.005
4643.52,0.00333333,62221.78371,,299.999969474,494.98,4620.33538482,1.0,100,1.0,500.0,4620.33538482,1.0,1.0,2,0.00333333,5.43914e-20,4643.52,1.0,211.525,4620.33538482,500,62221.78371,0.00333333
4638.96,0.0025,67067.9359067,,400.0,495.46,4625.28524513,1.0,100,1.0,500.0,4625.28524513,1.0,1.0,2,0.0025,5.4346e-20,4638.96,1.0,224.096,4625.28524513,500,67067.9359067,0.0025
4644.61,0.002,78.1366392285,,500.000006643,500.0,4667.21886065,1.0,100,1.0,500.0,4667.21886065,1.0,1.0,1,0.002,5.43187e-20,4644.61,1.0,200.794,4667.21886065,500,78.1366392285,0.002
4669.72,0.01,27.1791708848,,100.0,500.0,4669.71632547,1.0,100,1.0,500.0,4669.71632547,1.0,1.0,2,0.01,3.50449e-18,4669.72,1.0,5.18724,4669.71632547,500,27.1791708848,0.01
4659.96,0.005,35672.0217655,,200.000000102,498.01,4650.20419648,1.0,100,1.0,500.0,4650.20419648,1.0,1.0,2,0.005,2.1793e-19,4659.96,1.0,133.29,4650.20419648,500,35672.0217655,0.005
4661.65,0.00333333,1652.85371694,,299.999969474,499.62,4665.04115308,1.0,100,1.0,500.0,4665.04115308,1.0,1.0,2,0.00333333,5.43914e-20,4661.65,1.0,111.334,4665.04115308,500,1652.85371694,0.00333333
4658.03,0.0025,35829.3523784,,400.0,497.7,4647.15821184,1.0,100,1.0,500.0,4647.15821184,1.0,1.0,2,0.0025,5.4346e-20,4658.03,1.0,134.921,4647.15821184,500,35829.3523784,0.0025
4652.61,0.002,65278.8470012,,500.000006643,496.17,4630.92341612,1.0,100,1.0,500.0,4630.92341612,1.0,1.0,1,0.002,5.43187e-20,4652.61,1.0,166.15,4630.92341612,500,65278.8470012,0.002
4665.12,0.01,1199.49447592,,100.0,499.68,4665.12374514,1.0,100,1.0,500.0,4665.12374514,1.0,1.0,2,0.01,3.50449e-18,4665.12,1.0,34.4601,4665.12374514,500,1199.49447592,0.01
4665.35,0.005,1203.77288666,,200.000000102,499.68,4665.57543545,1.0,100,1.0,500.0,4665.57543545,1.0,1.0,2,0.005,2.1793e-19,4665.35,1.0,34.4916,4665.57543545,500,1203.77288666,0.005
4664.66,0.00333333,1894.74140504,,299.999969474,499.46,4663.28822273,1.0,100,1.0,500.0,4663.28822273,1.0,1.0,2,0.00333333,5.43914e-20,4664.66,1.0,37.6739,4663.28822273,500,1894.74140504,0.00333333
4658.26,0.0025,41376.9458226,,400.0,496.92,4639.06049717,1.0,100,1.0,500.0,4639.06049717,1.0,1.0,2,0.0025,5.4346e-20,4658.26,1.0,106.903,4639.06049717,500,41376.9458226,0.0025
4656.02,0.002,33810.0795067,,500.000006643,497.69,4647.07565812,1.0,100,1.0,500.0,4647.07565812,1.0,1.0,1,0.002,5.43187e-20,4656.02,1.0,125.924,4647.07565812,500,33810.0795067,0.002
4603.87,0.01,116219.745678,,100.0,493.28,4603.87087236,1.0,100,1.0,500.0,4603.87087236,1.0,1.0,2,0.01,3.50449e-18,4603.87,1.0,339.201,4603.87087236,500,116219.745678,0.01
4622.98,0.005,41626.5224319,,200.000000102,497.09,4642.09485896,1.0,100,1.0,500.0,4642.09485896,1.0,1.0,2,0.005,2.1793e-19,4622.98,1.0,280.177,4642.09485896,500,41626.5224319,0.005
4628.73,0.00333333,48511.2651147,,299.999969474,496.87,4640.22716342,1.0,100,1.0,500.0,4640.22716342,1.0,1.0,2,0.00333333,5.43914e-20,4628.73,1.0,261.548,4640.22716342,500,48511.2651147,0.00333333
4627.72,0.0025,101692.621691,,400.0,495.29,4624.70283313,1.0,100,1.0,500.0,4624.70283313,1.0,1.0,2,0.0025,5.4346e-20,4627.72,1.0,276.546,4624.70283313,500,101692.621691,0.0025
4631.14,0.002,61999.9792174,,500.000006643,497.36,4644.80039133,1.0,100,1.0,500.0,4644.80039133,1.0,1.0,1,0.002,5.43187e-20,4631.14,1.0,271.118,4644.80039133,500,61999.9792174,0.002
4650.24,0.01,35129.7905224,,100.0,498.03,4650.23900433,1.0,100,1.0,500.0,4650.23900433,1.0,1.0,2,0.01,3.50449e-18,4650.24,1.0,186.49,4650.23900433,500,35129.7905224,0.01
4650.7,0.005,30810.7680604,,200.000000102,498.15,4651.16447013,1.0,100,1.0,500.0,4651.16447013,1.0,1.0,2,0.005,2.1793e-19,4650.7,1.0,180.668,4651.16447013,500,30810.7680604,0.005
4654.84,0.00333333,1357.30026075,,299.999969474,499.54,4663.12720968,1.0,100,1.0,500.0,4663.12720968,1.0,1.0,2,0.00333333,5.43914e-20,4654.84,1.0,149.14,4663.12720968,500,1357.30026075,0.00333333
4637.01,0.0025,178753.320798,,400.0,491.08,4583.49366259,1.0,100,1.0,500.0,4583.49366259,1.0,1.0,2,0.0025,5.4346e-20,4637.01,1.0,248.753,4583.49366259,500,178753.320798,0.0025
4642.36,0.002,2265.62384004,,500.000006643,499.54,4663.76643163,1.0,100,1.0,500.0,4663.76643163,1.0,1.0,1,0.002,5.43187e-20,4642.36,1.0,223.753,4663.76643163,500,2265.62384004,0.002
4622.19,0.01,74404.898051,,100.0,495.11,4622.18602685,1.0,100,1.0,500.0,4622.18602685,1.0,1.0,2,0.01,3.50449e-18,4622.19,1.0,271.405,4622.18602685,500,74404.898051,0.01
4642.25,0.005,2272.45885994,,200.000000102,499.38,4662.30406975,1.0,100,1.0,500.0,4662.30406975,1.0,1.0,2,0.005,2.1793e-19,4642.25,1.0,195.851,4662.30406975,500,2272.45885994,0.005
4649.85,0.00333333,1354.90849224,,299.999969474,499.55,4665.0566419,1.0,100,1.0,500.0,4665.0566419,1.0,1.0,2,0.00333333,5.43914e-20,4649.85,1.0,161.662,4665.0566419,500,1354.90849224,0.00333333
4654.45,0.0025,56.2470011887,,400.0,500.0,4668.24578083,1.0,100,1.0,500.0,4668.24578083,1.0,1.0,2,0.0025,5.4346e-20,4654.45,1.0,140.279,4668.24578083,500,56.2470011887,0.0025
4657.28,0.002,31.417519642,,500.000006643,500.0,4668.60821788,1.0,100,1.0,500.0,4668.60821788,1.0,1.0,1,0.002,5.43187e-20,4657.28,1.0,125.622,4668.60821788,500,31.417519642,0.002
4635.53,0.01,71290.4084058,,100.0,496.4,4635.52598927,1.0,100,1.0,500.0,4635.52598927,1.0,1.0,2,0.01,3.50449e-18,4635.53,1.0,265.664,4635.52598927,500,71290.4084058,0.01
4647.65,0.005,7798.92645269,,200.000000102,499.1,4659.77334066,1.0,100,1.0,500.0,4659.77334066,1.0,1.0,2,0.005,2.1793e-19,4647.65,1.0,198.233,4659.77334066,500,7798.92645269,0.005
4646.62,0.00333333,36305.3013563,,299.999969474,497.57,4644.5500128,1.0,100,1.0,500.0,4644.5500128,1.0,1.0,2,0.00333333,5.43914e-20,4646.62,1.0,195.398,4644.5500128,500,36305.3013563,0.00333333
4652.21,0.0025,31.2919916033,,400.0,500.0,4668.99826282,1.0,100,1.0,500.0,4668.99826282,1.0,1.0,2,0.0025,5.4346e-20,4652.21,1.0,169.52,4668.99826282,500,31.2919916033,0.0025
4655.61,0.002,54.9842840188,,500.000006643,500.0,4669.17948334,1.0,100,1.0,500.0,4669.17948334,1.0,1.0,1,0.002,5.43187e-20,4655.61,1.0,151.811,4669.17948334,500,54.9842840188,0.002
4657.78,0.01,11444.3279997,,100.0,498.9,4657.78324024,1.0,100,1.0,500.0,4657.78324024,1.0,1.0,2,0.01,3.50449e-18,4657.78,1.0,106.442,4657.78324024,500,11444.3279997,0.01
4662.71,0.005,60.6045660246,,200.000000102,500.0,4667.64766605,1.0,100,1.0,500.0,4667.64766605,1.0,1.0,2,0.005,2.1793e-19,4662.71,1.0,75.6258,4667.64766605,500,60.6045660246,0.005
4664.08,0.00333333,643.653329379,,299.999969474,499.78,4666.82037073,1.0,100,1.0,500.0,4666.82037073,1.0,1.0,2,0.00333333,5.43914e-20,4664.08,1.0,63.4744,4666.82037073,500,643.653329379,0.00333333
4653.29,0.0025,73682.3358002,,400.0,495.13,4620.89555911,1.0,100,1.0,500.0,4620.89555911,1.0,1.0,2,0.0025,5.4346e-20,4653.29,1.0,146.996,4620.89555911,500,73682.3358002,0.0025
4656.57,0.002,31.8713979304,,500.000006643,500.0,4669.70444258,1.0,100,1.0,500.0,4669.70444258,1.0,1.0,1,0.002,5.43187e-20,4656.57,1.0,131.665,4669.70444258,500,31.8713979304,0.002
4654.94,0.01,13175.153394,,100.0,498.63,4654.93922056,1.0,100,1.0,500.0,4654.93922056,1.0,1.0,2,0.01,3.50449e-18,4654.94,1.0,114.208,4654.93922056,500,13175.153394,0.01
4652.11,0.005,35008.2208752,,200.000000102,498.03,4649.27212194,1.0,100,1.0,500.0,4649.27212194,1.0,1.0,2,0.005,2.1793e-19,4652.11,1.0,154.463,4649.27212194,500,35008.2208752,0.005
4656.45,0.00333333,1337.33959827,,299.999969474,499.66,4665.1406699,1.0,100,1.0,500.0,4665.1406699,1.0,1.0,2,0.00333333,5.43914e-20,4656.45,1.0,128.004,4665.1406699,500,1337.33959827,0.00333333
4648.36,0.0025,70615.0800174,,400.0,495.28,4624.09693748,1.0,100,1.0,500.0,4624.09693748,1.0,1.0,2,0.0025,5.4346e-20,4648.36,1.0,173.096,4624.09693748,500,70615.0800174,0.0025
4648.68,0.002,32263.2976758,,500.000006643,498.11,4649.94950625,1.0,100,1.0,500.0,4649.94950625,1.0,1.0,1,0.002,5.43187e-20,4648.68,1.0,174.236,4649.94950625,500,32263.2976758,0.002
4650.21,0.01,31647.2196371,,100.0,498.13,4650.21403171,1.0,100,1.0,500.0,4650.21403171,1.0,1.0,2,0.01,3.50449e-18,4650.21,1.0,177.005,4650.21403171,500,31647.2196371,0.01
4659.78,0.005,21.045165136,,200.000000102,500.0,4669.35065379,1.0,100,1.0,500.0,4669.35065379,1.0,1.0,2,0.005,2.1793e-19,4659.78,1.0,125.568,4669.35065379,500,21.045165136,0.005
4659.74,0.00333333,9580.84975641,,299.999969474,498.99,4659.64429388,1.0,100,1.0,500.0,4659.64429388,1.0,1.0,2,0.00333333,5.43914e-20,4659.74,1.0,116.933,4659.64429388,500,9580.84975641,0.00333333
4653.17,0.0025,67249.9639456,,400.0,496.39,4633.48217135,1.0,100,1.0,500.0,4633.48217135,1.0,1.0,2,0.0025,5.4346e-20,4653.17,1.0,164.404,4633.48217135,500,67249.9639456,0.0025
4642.48,0.002,116146.645603,,500.000006643,492.73,4599.71155751,1.0,100,1.0,500.0,4599.71155751,1.0,1.0,1,0.002,5.43187e-20,4642.48,1.0,212.314,4599.71155751,500,116146.645603,0.002
4641.16,0.01,63676.8655929,,100.0,497.05,4641.1639826,1.0,100,1.0,500.0,4641.1639826,1.0,1.0,2,0.01,3.50449e-18,4641.16,1.0,251.078,4641.1639826,500,63676.8655929,0.01
4653.53,0.005,918.095223249,,200.000000102,499.73,4665.89279809,1.0,100,1.0,500.0,4665.89279809,1.0,1.0,2,0.005,2.1793e-19,4653.53,1.0,179.241,4665.89279809,500,918.095223249,0.005
4658.86,0.00333333,19.5143098117,,299.999969474,500.0,4669.52632779,1.0,100,1.0,500.0,4669.52632779,1.0,1.0,2,0.00333333,5.43914e-20,4658.86,1.0,146.566,4669.52632779,500,19.5143098117,0.00333333
4639.61,0.0025,191546.122657,,400.0,490.77,4581.86358182,1.0,100,1.0,500.0,4581.86358182,1.0,1.0,2,0.0025,5.4346e-20,4639.61,1.0,254.225,4581.86358182,500,191546.122657,0.0025
4639.54,0.002,47855.3740243,,500.000006643,496.86,4639.22700112,1.0,100,1.0,500.0,4639.22700112,1.0,1.0,1,0.002,5.43187e-20,4639.54,1.0,247.345,4639.22700112,500,47855.3740243,0.002
4633.63,0.01,72946.2188626,,100.0,496.27,4633.62693739,1.0,100,1.0,500.0,4633.62693739,1.0,1.0,2,0.01,3.50449e-18,4633.63,1.0,268.732,4633.62693739,500,72946.2188626,0.01
4649.44,0.005,1325.04199872,,200.000000102,499.66,4665.24627153,1.0,100,1.0,500.0,4665.24627153,1.0,1.0,2,0.005,2.1793e-19,4649.44,1.0,192.391,4665.24627153,500,1325.04199872,0.005
4649.88,0.00333333,32590.8777381,,299.999969474,498.1,4650.75132164,1.0,100,1.0,500.0,4650.75132164,1.0,1.0,2,0.00333333,5.43914e-20,4649.88,1.0,188.233,4650.75132164,500,32590.8777381,0.00333333
4644.83,0.0025,73499.8821438,,400.0,495.96,4629.68623868,1.0,100,1.0,500.0,4629.68623868,1.0,1.0,2,0.0025,5.4346e-20,4644.83,1.0,211.758,4629.68623868,500,73499.8821438,0.0025
4645.73,0.002,36006.7616933,,500.000006643,498.0,4649.32835165,1.0,100,1.0,500.0,4649.32835165,1.0,1.0,1,0.002,5.43187e-20,4645.73,1.0,207.378,4649.32835165,500,36006.7616933,0.002
4643.05,0.01,69773.242977,,100.0,497.2,4643.04960203,1.0,100,1.0,500.0,4643.04960203,1.0,1.0,2,0.01,3.50449e-18,4643.05,1.0,262.822,4643.04960203,500,69773.242977,0.01
4638.51,0.005,62362.7042152,,200.000000102,496.27,4633.98066093,1.0,100,1.0,500.0,4633.98066093,1.0,1.0,2,0.005,2.1793e-19,4638.51,1.0,255.789,4633.98066093,500,62362.7042152,0.005
4648.63,0.00333333,45.0121252863,,299.999969474,500.0,4668.85360116,1.0,100,1.0,500.0,4668.85360116,1.0,1.0,2,0.00333333,5.43914e-20,4648.63,1.0,209.375,4668.85360116,500,45.0121252863,0.00333333
4644.68,0.0025,70518.5414795,,400.0,496.27,4632.84435277,1.0,100,1.0,500.0,4632.84435277,1.0,1.0,2,0.0025,5.4346e-20,4644.68,1.0,224.452,4632.84435277,500,70518.5414795,0.0025
4649.42,0.002,37.4832055673,,500.000006643,500.0,4668.37444504,1.0,100,1.0,500.0,4668.37444504,1.0,1.0,1,0.002,5.43187e-20,4649.42,1.0,200.998,4668.37444504,500,37.4832055673,0.002
4668.31,0.01,67.9506281199,,100.0,500.0,4668.30530524,1.0,100,1.0,500.0,4668.30530524,1.0,1.0,2,0.01,3.50449e-18,4668.31,1.0,8.20189,4668.30530524,500,67.9506281199,0.01
