VanillaAvgRet,VarDiscRet,AvgVanillaIw,VarJ,AvgNormIw,IterType,AvgEpLen,AvgRet,ESSRenyi,AvgDiscRet,delta,MinVanillaIw,VarNormIw,renyi2,SamplesThisIter,BatchSize,ESSClassic,EpsThisIter,VarRet,MaxNormIw,MaxVanillaIw,VarVanillaIw,MinNormIw,J,Bound
68.4382970682,88.791605087,0.944396,259.79,8.474e-07,1,7.62660158633,68.4382970682,nan,68.4382970682,0.7,1.45221e-16,5.44295e-12,nan,50000,100,42.1884441563,6556,88.791605087,0.000345463,385.006,6.76029,1.30306e-22,12972.1,74.1682
68.4717730478,90.9380578168,0.946956,259.858,8.47917e-07,1,7.63125763126,68.4717730478,nan,68.4717730478,0.7,1.52909e-20,5.25149e-12,nan,50000,100,42.8537983119,6552,90.9380578168,0.000100268,111.979,6.54991,1.36917e-26,12990.9,74.1562
68.4326230034,91.9605488136,0.947303,261.676,8.474e-07,1,7.62660158633,68.4326230034,nan,68.4326230034,0.7,2.22396e-22,5.44375e-12,nan,50000,100,45.1986302934,6556,91.9605488136,0.000101906,113.92,6.80297,1.98942e-28,12994.3,74.4747
68.1095719525,89.5010458152,0.947459,267.922,8.43284e-07,1,7.58955676988,68.1095719525,nan,68.1095719525,0.7,5.31434e-11,5.44477e-12,nan,50000,100,41.4604216841,6588,89.5010458152,0.000179241,201.384,6.87311,4.73001e-17,12936.5,74.1517
68.3520317069,89.8359084302,0.941801,264.194,8.46367e-07,1,7.61730652041,68.3520317069,nan,68.3520317069,0.7,7.44474e-14,5.27738e-12,nan,50000,100,39.8818980383,6564,89.8359084302,0.000203768,226.744,6.53459,6.69036e-20,12965.9,74.2857
68.5434314931,88.9596431883,0.946473,263.737,8.48695e-07,1,7.63825236786,68.5434314931,nan,68.5434314931,0.7,1.27339e-16,5.3954e-12,nan,50000,100,45.9962844136,6546,88.9596431883,0.000259934,289.881,6.71022,1.14184e-22,12995.7,74.137
68.4583426278,88.6639935333,0.944781,262.15,8.47659e-07,1,7.62892889838,68.4583426278,nan,68.4583426278,0.7,6.67628e-19,5.46294e-12,nan,50000,100,42.2896267247,6554,88.6639935333,0.000113242,126.217,6.78651,5.98997e-25,12997.6,74.2777
68.3769682147,89.2551645461,0.958691,264.725,8.46625e-07,1,7.61962816215,68.3769682147,nan,68.3769682147,0.7,3.25248e-18,5.6695e-12,nan,50000,100,47.2863347295,6562,89.2551645461,0.000169732,192.199,7.26974,2.87229e-24,12977.4,74.3645
68.314249308,87.5883030798,0.949561,260.09,8.45852e-07,1,7.61266747868,68.314249308,nan,68.314249308,0.7,5.77399e-19,5.22789e-12,nan,50000,100,42.8037770963,6568,87.5883030798,0.000156494,175.682,6.58846,5.14336e-25,12957.6,74.1198
68.7722535989,87.6933065859,0.94557,251.557,8.51557e-07,1,7.66400980993,68.7722535989,nan,68.7722535989,0.7,3.73705e-13,5.14846e-12,nan,50000,100,43.7456649616,6524,87.6933065859,0.000115185,127.902,6.34801,3.36549e-19,13024.8,74.1468
68.3527484772,91.5826950571,0.939639,260.42,8.46367e-07,1,7.61730652041,68.3527484772,nan,68.3527484772,0.7,4.72502e-21,5.34019e-12,nan,50000,100,41.344781493,6564,91.5826950571,0.000143611,159.437,6.58204,4.256e-27,12977.4,74.08
68.1187500454,91.6310186334,0.960115,273.689,8.4354e-07,1,7.59186152445,68.1187500454,nan,68.1187500454,0.7,1.60949e-15,5.70154e-12,nan,50000,100,40.9969671346,6586,91.6310186334,0.00023032,262.15,7.38631,1.41407e-21,12939.4,74.2998
68.4962791284,88.2288589306,0.943042,255.83,8.48177e-07,1,7.63358778626,68.4962791284,nan,68.4962791284,0.7,6.82461e-17,5.18683e-12,nan,50000,100,39.8846436914,6550,88.2288589306,0.000120214,133.659,6.41197,6.13809e-23,12992.2,74.1704
68.6840786454,88.3736897914,0.958087,254.631,8.50514e-07,1,7.65462339253,68.6840786454,nan,68.6840786454,0.7,2.55083e-14,5.54925e-12,nan,50000,100,49.3090466201,6532,88.3736897914,0.000351719,396.204,7.04176,2.26442e-20,13026.7,74.3062
68.3514230386,90.3524034605,0.948025,278.733,8.46367e-07,1,7.61730652041,68.3514230386,nan,68.3514230386,0.7,1.89611e-13,5.63626e-12,nan,50000,100,43.3913761063,6564,90.3524034605,0.000346759,388.409,7.07153,1.69279e-19,12972.4,74.1368
68.3125914452,88.1961376886,0.950245,257.841,8.45852e-07,1,7.61266747868,68.3125914452,nan,68.3125914452,0.7,6.09861e-14,5.26796e-12,nan,50000,100,40.1034115837,6568,88.1961376886,9.9254e-05,111.504,6.64852,5.42862e-20,12959.3,74.2563
68.1037611047,91.0268541934,0.956524,268.353,8.43284e-07,1,7.58955676988,68.1037611047,nan,68.1037611047,0.7,1.09133e-19,5.57412e-12,nan,50000,100,46.5223046223,6588,91.0268541934,0.00017953,203.638,7.17167,9.62134e-26,12941.9,73.8474
68.4213404221,88.841672731,0.954021,254.724,8.47142e-07,1,7.62427569381,68.4213404221,nan,68.4213404221,0.7,1.29914e-11,5.22998e-12,nan,50000,100,44.2026374979,6558,88.841672731,9.86331e-05,111.077,6.6329,1.1536e-17,12970.6,74.2586
68.2279111278,90.7579258211,0.954114,264.03,8.44823e-07,1,7.60340632603,68.2279111278,nan,68.2279111278,0.7,2.47696e-14,5.39292e-12,nan,50000,100,43.5892671993,6576,90.7579258211,0.000121142,136.813,6.8785,2.19323e-20,12948.4,74.2895
68.6245088146,90.8950543184,0.941099,262.565,8.49733e-07,1,7.64759865402,68.6245088146,nan,68.6245088146,0.7,3.59291e-21,5.58305e-12,nan,50000,100,39.6641431381,6538,90.8950543184,0.000204093,226.037,6.84821,3.24409e-27,13034.7,74.3087
68.500922705,87.3358628737,0.942751,257.921,8.48177e-07,1,7.63358778626,68.500922705,nan,68.500922705,0.7,1.53798e-13,5.24056e-12,nan,50000,100,39.1748748138,6550,87.3358628737,0.000157018,174.526,6.47439,1.38369e-19,12987.7,74.2141
68.271501106,89.3610638916,0.943352,262.051,8.45337e-07,1,7.60803408399,68.271501106,nan,68.271501106,0.7,2.54102e-12,5.23329e-12,nan,50000,100,44.4863650402,6572,89.3610638916,0.000101794,113.597,6.51722,2.27701e-18,12954.7,74.3373
68.6447955343,90.3745751281,0.951567,255.867,8.49993e-07,1,7.64993880049,68.6447955343,nan,68.6447955343,0.7,2.45635e-19,5.38669e-12,nan,50000,100,43.7513672346,6536,90.3745751281,0.000134733,150.833,6.75102,2.19415e-25,13023.1,74.3249
68.5176428133,89.3280853938,0.943378,258.277,8.48435e-07,1,7.63591936469,68.5176428133,nan,68.5176428133,0.7,4.24809e-14,5.24272e-12,nan,50000,100,44.6213030264,6548,89.3280853938,0.000120412,133.887,6.48172,3.82056e-20,13000.3,74.3536
68.4135832639,90.6663198528,0.953189,259.648,8.47141e-07,1,7.62427569381,68.4135832639,nan,68.4135832639,0.7,1.25648e-20,5.48843e-12,nan,50000,100,41.8452410005,6558,90.6663198528,0.000104257,117.308,6.94854,1.11669e-26,12993.0,74.41
68.5568021741,92.2795964831,0.941451,264.464,8.48954e-07,1,7.64058679707,68.5568021741,nan,68.5568021741,0.7,4.00851e-18,5.53528e-12,nan,50000,100,41.5452967405,6544,92.2795964831,0.00040147,445.211,6.80718,3.61467e-24,13015.4,74.2463
68.413949888,89.8648712535,0.948484,261.42,8.47142e-07,1,7.62427569381,68.413949888,nan,68.413949888,0.7,1.94599e-19,5.37303e-12,nan,50000,100,42.2476442793,6558,89.8648712535,0.000121991,136.585,6.73546,1.73807e-25,12985.9,73.8922
68.4384788914,87.2770338804,0.951395,258.849,8.47401e-07,1,7.62660158633,68.4384788914,nan,68.4384788914,0.7,2.41369e-18,5.37848e-12,nan,50000,100,38.3707884267,6556,87.2770338804,0.000144425,162.149,6.77961,2.14985e-24,12983.9,73.975
68.4549222459,90.5469579286,0.942366,260.462,8.47659e-07,1,7.62892889838,68.4549222459,nan,68.4549222459,0.7,2.13888e-16,5.46287e-12,nan,50000,100,41.9149959127,6554,90.5469579286,0.000143091,159.078,6.75177,1.92393e-22,13001.1,74.4332
68.4402645218,89.2260163793,0.947428,256.943,8.474e-07,1,7.62660158633,68.4402645218,nan,68.4402645218,0.7,3.30294e-16,5.15678e-12,nan,50000,100,40.3823147879,6556,89.2260163793,8.52338e-05,95.2949,6.44606,2.95422e-22,12980.0,74.24
