VarRet,VarVanillaIw,AvgRet,AvgEpLen,VanillaAvgRet,IterType,AvgDiscRet,VarNormIw,EpsThisIter,AvgNormIw,MinVanillaIw,MaxNormIw,eRenyi2,BatchSize,MaxVanillaIw,VarDiscRet,ESSClassic,Bound,Delta,ESSRenyi,MinNormIw,J,AvgVanillaIw,VarJ
8213.60394098,0.327803,-90.5947504044,124.4,-90.5947504044,1,-90.5947504044,2.97961e-05,100,0.01,0.655463,0.0335815,1.15237,100,3.52231,8213.60394098,77.2211754406,-115.31,0.7,86.7777219623,0.00624916,-85.9949,1.04888,73.9176
1385.50741732,0.0283933,-67.537605917,97.52,-67.537605917,1,-67.537605917,2.79083e-06,100,0.01,0.899103,0.0191749,1.01728,100,1.93408,1385.50741732,97.3113873963,-94.6027,0.7,98.3018035691,0.0089139,-67.0664,1.00865,34.6124
10511.7577011,0.501082,-94.0691753156,127.42,-94.0691753156,1,-94.0691753156,5.04783e-05,100,0.01,0.0649241,0.0341645,1.43588,100,3.4039,10511.7577011,66.6784566606,-115.154,0.7,69.6437227932,0.000651633,-82.4312,0.996328,75.1629
4980.70641675,0.231197,-77.1774571341,108.12,-77.1774571341,1,-77.1774571341,2.32372e-05,100,0.01,0.0385632,0.0180288,1.23404,100,1.79831,4980.70641675,81.297648444,-102.157,0.7,81.0344924187,0.00038661,-71.8212,0.997469,49.1899
6037.56904037,0.0924976,-82.9028870581,115.52,-82.9028870581,1,-82.9028870581,9.20806e-06,100,0.01,0.43169,0.0296448,1.07009,100,2.97118,6037.56904037,91.6455981987,-109.605,0.7,93.4503078245,0.00430716,-81.3571,1.00226,71.9592
8240.20901423,0.990716,-90.4147854488,124.54,-90.4147854488,1,-90.4147854488,7.46639e-05,100,0.01,5.6122e-07,0.0322897,1.85003,100,3.71949,8240.20901423,57.4986068807,-108.047,0.7,54.0531199013,4.87208e-09,-70.904,1.15191,28.3517
8264.77602707,0.185235,-89.449567561,122.59,-89.449567561,1,-89.449567561,1.94682e-05,100,0.01,0.0138509,0.0169574,1.1714,100,1.65409,8264.77602707,83.8409480824,-112.514,0.7,85.3678177495,0.000141997,-82.9582,0.975438,81.7858
6090.88402723,0.736031,-80.9760140546,113.08,-80.9760140546,1,-80.9760140546,8.21447e-05,100,0.01,2.30051e-05,0.0260435,1.73063,100,2.46523,6090.88402723,55.1501366979,-103.288,0.7,57.7824406325,2.43033e-07,-67.3629,0.946582,38.8071
8395.65778555,0.117881,-86.9236108327,118.66,-86.9236108327,1,-86.9236108327,1.13018e-05,100,0.01,0.111964,0.0237268,1.11891,100,2.42318,8395.65778555,89.9371429798,-112.179,0.7,89.3728299654,0.0010963,-83.2926,1.02129,83.8529
6033.37904359,0.27497,-82.9183828244,115.11,-82.9183828244,1,-82.9183828244,2.86248e-05,100,0.01,0.0436615,0.0206549,1.26921,100,2.0244,6033.37904359,77.9189062692,-107.13,0.7,78.7894060538,0.000445479,-76.3647,0.980102,60.4603
8383.92947565,0.0877991,-87.4651383512,119.97,-87.4651383512,1,-87.4651383512,8.87165e-06,100,0.01,0.733795,0.0200781,1.13645,100,1.9974,8383.92947565,91.9261736203,-111.88,0.7,87.9933084617,0.00737618,-82.768,0.994816,79.7257
4988.80276543,0.160164,-75.8130746457,106.44,-75.8130746457,1,-75.8130746457,1.52161e-05,100,0.01,0.281298,0.0234344,1.14155,100,2.40428,4988.80276543,86.9081992159,-101.251,0.7,87.6003707604,0.0027418,-72.0743,1.02596,57.2719
8305.28313766,0.0124143,-89.1963755751,121.99,-89.1963755751,1,-89.1963755751,1.26205e-06,100,0.01,0.801184,0.0148224,1.02212,100,1.47008,8305.28313766,98.7659970606,-116.212,0.7,97.8359505197,0.00807811,-88.6037,0.991797,88.9641
3778.38481522,0.245231,-73.2441716754,103.99,-73.2441716754,1,-73.2441716754,2.2494e-05,100,0.01,0.000345416,0.0179915,1.22232,100,1.87855,3778.38481522,81.7868245263,-97.9205,0.7,81.8115118633,3.30817e-06,-67.7287,1.04413,35.4189
3783.32169485,0.0500959,-74.1244411701,104.77,-74.1244411701,1,-74.1244411701,4.75006e-06,100,0.01,0.825385,0.0209356,1.03271,100,2.14999,3783.32169485,95.5086631217,-100.893,0.7,96.8324754522,0.0080372,-73.1434,1.02696,55.1241
3766.63021908,0.0696247,-74.4931642936,105.08,-74.4931642936,1,-74.4931642936,6.77587e-06,100,0.01,0.605996,0.0198303,1.07242,100,2.01015,3766.63021908,93.713599488,-100.748,0.7,93.2466962238,0.0059782,-72.4679,1.01368,50.9786
7204.64469004,0.576782,-85.8291842228,118.1,-85.8291842228,1,-85.8291842228,6.6113e-05,100,0.01,0.00149667,0.0289825,1.65528,100,2.70706,7204.64469004,60.440520798,-104.582,0.7,60.4128096697,1.60237e-05,-69.448,0.934033,39.9413
4988.57959483,0.316,-76.2940442444,106.24,-76.2940442444,1,-76.2940442444,3.18608e-05,100,0.01,0.00823315,0.020131,1.30204,100,2.00485,4988.57959483,76.0212408209,-99.885,0.7,76.8026274336,8.26705e-05,-68.7244,0.995899,45.7476
7309.43280512,0.215375,-82.0573611008,113.15,-82.0573611008,1,-82.0573611008,1.9684e-05,100,0.01,0.0692384,0.0190927,1.22336,100,1.99714,7309.43280512,83.6909986033,-104.799,0.7,81.742362033,0.000661921,-74.5943,1.04602,62.6383
3776.36051001,0.283012,-73.6977423166,103.74,-73.6977423166,1,-73.6977423166,3.05651e-05,100,0.01,0.0156438,0.0180289,1.258,100,1.73484,3776.36051001,76.7698962351,-97.3489,0.7,79.4911344149,0.000162574,-66.7199,0.962255,27.9944
6078.32353078,0.418334,-82.4274906582,114.33,-82.4274906582,1,-82.4274906582,4.0827e-05,100,0.01,0.00366069,0.0215099,1.39723,100,2.17734,6078.32353078,71.2155582515,-106.675,0.7,71.5702560286,3.6164e-05,-74.3947,1.01225,47.5055
3809.42998691,0.0701646,-72.6523631197,102.53,-72.6523631197,1,-72.6523631197,7.18794e-06,100,0.01,0.726811,0.0214894,1.07133,100,2.12315,3809.42998691,93.3567052071,-98.8531,0.7,93.3417484664,0.00735638,-70.5876,0.988,52.8823
2576.81107833,0.170498,-71.5189821139,101.86,-71.5189821139,1,-71.5189821139,1.8982e-05,100,0.01,0.0491342,0.0169984,1.19773,100,1.611,2576.81107833,84.180615428,-96.6342,0.7,83.4915988935,0.000518435,-66.7478,0.94774,23.4902
8267.72166554,0.0971166,-90.0203458956,123.52,-90.0203458956,1,-90.0203458956,1.11152e-05,100,0.01,0.131468,0.0151988,1.11814,100,1.42069,8267.72166554,90.0868098332,-112.951,0.7,89.4340115881,0.00140647,-84.0747,0.934736,83.6843
4912.62540737,0.164459,-79.2870023498,110.8,-79.2870023498,1,-79.2870023498,1.81966e-05,100,0.01,0.374568,0.0223442,1.15077,100,2.12421,4912.62540737,84.7352587455,-104.481,0.7,86.8985575346,0.00394001,-75.1865,0.950678,54.6547
3768.59305592,2.07898,-74.1114290643,105.07,-74.1114290643,1,-74.1114290643,0.000159201,100,0.01,0.767458,0.132838,1.1688,100,15.1801,3768.59305592,38.8185568626,-99.5579,0.7,85.5574970392,0.00671586,-70.0347,1.14275,52.1262
11592.6326021,0.569565,-96.6068987261,130.45,-96.6068987261,1,-96.6068987261,6.35908e-05,100,0.01,3.2164e-06,0.0289576,1.70653,100,2.74055,11592.6326021,61.3666789127,-113.614,0.7,58.5984269405,3.39857e-08,-77.94,0.9464,68.3897
6138.1926327,0.593614,-79.9661801095,111.09,-79.9661801095,1,-79.9661801095,5.10846e-05,100,0.01,0.000135296,0.0235113,1.59507,100,2.53445,6138.1926327,66.412641863,-102.467,0.7,62.6933090431,1.2551e-06,-67.9784,1.07797,41.3681
7225.04711268,0.131675,-84.651205688,116.64,-84.651205688,1,-84.651205688,1.28832e-05,100,0.01,0.0310262,0.019854,1.12814,100,2.00719,7225.04711268,88.6883680104,-110.439,0.7,88.6413423139,0.000306894,-81.4342,1.01097,81.7156
6086.76429872,0.157907,-81.2786644709,113.09,-81.2786644709,1,-81.2786644709,1.53495e-05,100,0.01,0.264029,0.0208019,1.14815,100,2.10987,6086.76429872,86.8085535437,-105.612,0.7,87.0968984517,0.00260315,-76.3508,1.01427,66.6565
4922.55959207,0.21879,-78.5417976707,110.03,-78.5417976707,1,-78.5417976707,1.95755e-05,100,0.01,0.0341569,0.0160419,1.22574,100,1.69595,4922.55959207,83.766305328,-103.194,0.7,81.5833809153,0.000323089,-72.9608,1.0572,48.4847
8323.03812338,0.213955,-88.1058238064,120.69,-88.1058238064,1,-88.1058238064,2.19518e-05,100,0.01,0.20454,0.040231,1.14408,100,3.9718,8323.03812338,82.1474826309,-111.571,0.7,87.4063169723,0.00207182,-82.3612,0.987248,79.4593
6131.15222905,0.791338,-80.0746499185,111.13,-80.0746499185,1,-80.0746499185,6.9654e-05,100,0.01,0.482706,0.0868574,1.20379,100,9.25795,6131.15222905,59.1865045241,-104.69,0.7,83.0706501907,0.00452871,-74.7277,1.06588,63.0045
8299.32341724,4.97891,-89.4429805212,122.94,-89.4429805212,1,-89.4429805212,0.000347316,100,0.01,0.170366,0.18766,1.48459,100,22.4686,8299.32341724,22.5305118643,-109.86,0.7,67.3587596095,0.00142292,-76.5866,1.19731,76.4451
6142.70767262,0.5389,-79.3335671748,110.32,-79.3335671748,1,-79.3335671748,5.81998e-05,100,0.01,0.000447237,0.0257207,1.54334,100,2.47501,6142.70767262,63.444625103,-101.778,0.7,64.7944628076,4.64776e-06,-67.8523,0.962263,50.7229
7225.13384429,0.563474,-84.1690373604,115.96,-84.1690373604,1,-84.1690373604,4.23136e-05,100,0.01,0.0010757,0.0298055,1.48718,100,3.43948,7225.13384429,70.4768736626,-104.088,0.7,67.2414749472,9.32172e-06,-70.7878,1.15398,49.3378
4977.258301,0.228393,-77.1146377932,107.44,-77.1146377932,1,-77.1146377932,2.21608e-05,100,0.01,0.154969,0.0205995,1.22445,100,2.09125,4977.258301,82.0080904233,-100.485,0.7,81.6692419301,0.0015265,-70.2669,1.01519,47.6622
6046.86659612,0.396157,-82.3160756862,114.6,-82.3160756862,1,-82.3160756862,3.92497e-05,100,0.01,0.0311473,0.0244303,1.3697,100,2.45439,6046.86659612,72.0164564846,-102.714,0.7,73.0085760582,0.000310031,-70.7545,1.00465,35.3999
7227.8743927,0.442524,-84.2116935793,116.0,-84.2116935793,1,-84.2116935793,4.17405e-05,100,0.01,0.0373842,0.023489,1.43851,100,2.41854,7227.8743927,70.7598474515,-107.333,0.7,69.5162218865,0.000363077,-74.5798,1.02965,53.6557
3767.38566331,0.136083,-74.5167620264,105.19,-74.5167620264,1,-74.5167620264,1.41931e-05,100,0.01,0.120948,0.0172046,1.14792,100,1.68464,3767.38566331,87.6798948961,-99.6815,0.7,87.1144636187,0.0012352,-70.4232,0.979181,50.6131
1364.66105041,0.0531215,-67.1875098936,96.31,-67.1875098936,1,-67.1875098936,5.53147e-06,100,0.01,0.275604,0.0131794,1.0424,100,1.29155,1364.66105041,94.8081430096,-93.9943,0.7,95.9321341923,0.00281236,-66.1209,0.979974,25.2712
4976.62153404,0.607188,-77.5492118397,107.95,-77.5492118397,1,-77.5492118397,7.01493e-05,100,0.01,0.000523796,0.0246431,1.57419,100,2.29269,4976.62153404,59.0152350238,-98.2107,0.7,63.5245737771,5.63005e-06,-63.9478,0.930357,21.5943
4955.36140471,0.292525,-77.5352446337,108.5,-77.5352446337,1,-77.5352446337,3.48178e-05,100,0.01,0.0206399,0.0231669,1.28713,100,2.12348,4955.36140471,74.3662654657,-99.7127,0.7,77.6919638731,0.000225178,-68.7314,0.916602,42.3545
4922.52241331,0.186904,-78.1603938268,109.46,-78.1603938268,1,-78.1603938268,1.62141e-05,100,0.01,0.190614,0.0225272,1.16796,100,2.41863,4922.52241331,86.1682832307,-102.611,0.7,85.6190087368,0.00177539,-73.0979,1.07365,49.7371
4959.98695928,0.100873,-77.0945234625,107.8,-77.0945234625,1,-77.0945234625,1.01985e-05,100,0.01,0.276575,0.017265,1.1093,100,1.71706,4959.98695928,90.829416659,-102.502,0.7,90.1467056013,0.00278094,-73.7395,0.994536,56.4593
8286.77428479,0.562974,-88.8457373589,122.17,-88.8457373589,1,-88.8457373589,6.05024e-05,100,0.01,0.00609834,0.0278999,1.5695,100,2.6913,8286.77428479,62.5401220337,-107.681,0.7,63.7146955178,6.32199e-05,-73.4695,0.964624,64.0706
10511.2738473,0.202202,-93.8900600298,127.45,-93.8900600298,1,-93.8900600298,1.98997e-05,100,0.01,0.715645,0.0359613,1.19714,100,3.62498,10511.2738473,83.5416786778,-116.114,0.7,83.5324453924,0.00709951,-86.2346,1.00802,81.2935
6083.06627355,0.498613,-81.5322880952,113.55,-81.5322880952,1,-81.5322880952,5.04936e-05,100,0.01,0.000141978,0.0209565,1.48404,100,2.08249,6083.06627355,66.6717146107,-101.912,0.7,67.3837194965,1.42875e-06,-68.6448,0.993719,39.5673
8342.55147216,0.330311,-87.6813927026,119.15,-87.6813927026,1,-87.6813927026,2.94282e-05,100,0.01,0.0467423,0.0290876,1.35215,100,3.08168,8342.55147216,77.4389962065,-109.294,0.7,73.9561243099,0.000441195,-77.5395,1.05945,65.2911
3777.93169761,0.106042,-74.4313007878,105.29,-74.4313007878,1,-74.4313007878,9.69399e-06,100,0.01,0.699819,0.0246472,1.08427,100,2.57784,3777.93169761,91.2433359985,-100.163,0.7,92.2277781852,0.00669111,-71.7276,1.04589,46.6056
2603.75251934,0.0803759,-70.5945936492,99.86,-70.5945936492,1,-70.5945936492,7.59916e-06,100,0.01,0.298971,0.0141559,1.08167,100,1.45586,2603.75251934,93.0032030391,-96.9802,0.7,92.4497767833,0.00290703,-68.581,1.02844,37.1876
7278.06665736,0.205955,-83.2802620201,114.98,-83.2802620201,1,-83.2802620201,2.40655e-05,100,0.01,0.0101508,0.0185338,1.19628,100,1.71456,7278.06665736,80.7592473752,-104.185,0.7,83.592528119,0.000109726,-74.3164,0.925099,70.4218
3802.38882174,0.0304045,-75.2131099205,105.79,-75.2131099205,1,-75.2131099205,2.95977e-06,100,0.01,0.861821,0.0177036,1.02891,100,1.79433,3802.38882174,97.1532222037,-102.032,0.7,97.190204058,0.00850309,-74.3314,1.01354,57.3268
7216.37193921,0.142331,-85.6632006671,117.72,-85.6632006671,1,-85.6632006671,1.40542e-05,100,0.01,0.744183,0.0280075,1.10642,100,2.81852,7216.37193921,87.7858129022,-111.406,0.7,90.3818702024,0.00739491,-82.681,1.00634,74.8027
6098.44143423,0.164878,-80.756365014,112.16,-80.756365014,1,-80.756365014,1.3887e-05,100,0.01,0.319633,0.0198572,1.17109,100,2.16369,6098.44143423,87.913566327,-105.977,0.7,85.390307111,0.00293342,-76.425,1.08962,63.3541
4975.73517825,0.402171,-77.2083644909,108.36,-77.2083644909,1,-77.2083644909,3.68424e-05,100,0.01,0.00143266,0.022177,1.33392,100,2.31704,4975.73517825,73.2740459248,-99.4743,0.7,74.9672019921,1.37124e-05,-67.9368,1.0448,30.765
9354.73737057,0.199517,-93.2010031666,126.78,-93.2010031666,1,-93.2010031666,2.07135e-05,100,0.01,0.0173497,0.0193114,1.19959,100,1.8953,9354.73737057,82.9832132316,-117.558,0.7,83.3619252228,0.000176779,-87.6488,0.981439,84.317
6112.57737913,0.0442701,-81.3187219495,112.95,-81.3187219495,1,-81.3187219495,4.05583e-06,100,0.01,0.867549,0.0187039,1.03068,100,1.95411,6112.57737913,96.1397186728,-108.104,0.7,97.0232513919,0.00830384,-80.3801,1.04476,73.1821
4968.40081465,0.418785,-76.9369028765,107.71,-76.9369028765,1,-76.9369028765,3.9139e-05,100,0.01,0.00016366,0.0192148,1.42241,100,1.98759,4968.40081465,72.0733260596,-98.483,0.7,70.3030051099,1.58216e-06,-65.9145,1.03441,19.1521
4961.64841976,0.436335,-76.4388423434,106.62,-76.4388423434,1,-76.4388423434,4.56369e-05,100,0.01,0.00374932,0.021991,1.43151,100,2.15029,4961.64841976,68.8797522566,-100.277,0.7,69.8562022532,3.83443e-05,-67.6041,0.977804,35.157
7230.78525705,0.203779,-84.3196565332,116.23,-84.3196565332,1,-84.3196565332,1.80675e-05,100,0.01,0.362737,0.0278567,1.17107,100,2.95842,7230.78525705,84.8270758146,-108.988,0.7,85.3919151892,0.00341556,-79.4356,1.06201,72.4169
7202.80103816,0.22319,-85.4528459147,118.11,-85.4528459147,1,-85.4528459147,2.23756e-05,100,0.01,0.14869,0.0304111,1.23892,100,3.03726,7202.80103816,81.8652802089,-108.511,0.7,80.7154092233,0.00148878,-78.1151,0.998734,64.9413
4973.65215295,0.186992,-76.8135916132,107.02,-76.8135916132,1,-76.8135916132,1.62997e-05,100,0.01,0.396315,0.0240524,1.1518,100,2.57621,4973.65215295,86.10542623,-101.623,0.7,86.8206348211,0.00370014,-72.3167,1.07108,50.1448
7189.96122883,0.951475,-84.9051383078,117.23,-84.9051383078,1,-84.9051383078,7.27417e-05,100,0.01,0.0561273,0.0755306,1.29446,100,8.63833,7189.96122883,58.1346954824,-106.752,0.7,77.2522585991,0.000490758,-75.6792,1.14369,58.5911
10458.331201,0.47865,-95.3824268319,128.53,-95.3824268319,1,-95.3824268319,5.36649e-05,100,0.01,0.00078284,0.0278641,1.43599,100,2.63154,10458.331201,65.3047174552,-120.045,0.7,69.6383228741,8.28914e-06,-87.3203,0.944417,96.5929
10382.7743747,0.353002,-96.3474727181,130.53,-96.3474727181,1,-96.3474727181,3.57836e-05,100,0.01,1.09982e-06,0.0202948,1.35087,100,2.01573,10382.7743747,73.8412431365,-115.182,0.7,74.0263870646,1.10732e-08,-83.4427,0.993224,90.1214
4913.68095468,0.241253,-77.9173769914,109.2,-77.9173769914,1,-77.9173769914,2.5533e-05,100,0.01,0.210698,0.0268442,1.22273,100,2.60937,4913.68095468,79.8226622442,-103.269,0.7,81.7842652746,0.00216759,-73.0726,0.972042,48.8118
4942.4021229,0.506358,-78.3955923639,109.77,-78.3955923639,1,-78.3955923639,6.73255e-05,100,0.01,8.00936e-06,0.0246403,1.55492,100,2.13691,4942.4021229,60.0052004912,-99.6654,0.7,64.3119969904,9.23547e-08,-65.6146,0.867239,26.5723
2561.59387607,0.062919,-71.8268872131,102.41,-71.8268872131,1,-71.8268872131,6.34561e-06,100,0.01,0.0856878,0.0160309,1.0516,100,1.59629,2561.59387607,94.0891632123,-98.2018,0.7,95.0930422739,0.000860528,-70.1985,0.995759,43.6311
6090.40194898,0.257547,-81.2045392729,112.76,-81.2045392729,1,-81.2045392729,3.55253e-05,100,0.01,0.0500943,0.0235606,1.26004,100,2.00607,6090.40194898,73.9809138018,-104.404,0.7,79.3625871312,0.000588341,-73.7503,0.85145,60.1256
4984.0314949,0.181134,-78.2152555324,109.43,-78.2152555324,1,-78.2152555324,1.67119e-05,100,0.01,0.455546,0.0270539,1.12428,100,2.81654,4984.0314949,85.8039410343,-104.07,0.7,88.9460424637,0.00437569,-75.115,1.04109,58.4477
3804.19976958,0.03217,-72.1551006809,101.91,-72.1551006809,1,-72.1551006809,3.23124e-06,100,0.01,0.549326,0.0160697,1.04715,100,1.60342,3804.19976958,96.9002007726,-98.7868,0.7,95.497213785,0.00550541,-70.8424,0.997793,54.6167
8285.00767944,0.373576,-88.5651968919,121.34,-88.5651968919,1,-88.5651968919,3.32793e-05,100,0.01,0.0443361,0.0462121,1.23054,100,4.89618,8285.00767944,75.2181922844,-111.372,0.7,81.2652040313,0.000418461,-81.08,1.0595,78.1895
2569.69653637,0.0686227,-70.6706613435,100.59,-70.6706613435,1,-70.6706613435,6.85413e-06,100,0.01,0.713295,0.0229558,1.04528,100,2.29694,2569.69653637,93.6456001816,-97.579,0.7,95.6677772357,0.00712872,-69.6598,1.00059,43.9679
4931.15691229,0.133211,-78.74898036,109.36,-78.74898036,1,-78.74898036,1.29624e-05,100,0.01,0.188992,0.0174719,1.15618,100,1.7712,4931.15691229,88.6267178189,-102.982,0.7,86.4914266484,0.0018643,-73.6191,1.01374,54.0824
1352.42630893,0.0293635,-65.8226044945,94.33,-65.8226044945,1,-65.8226044945,3.03834e-06,100,0.01,0.372277,0.0147144,1.01944,100,1.44654,1352.42630893,97.0798790048,-92.9008,0.7,98.0928016001,0.00378686,-65.3286,0.983074,30.4823
4978.62671955,0.224431,-76.8238990237,107.29,-76.8238990237,1,-76.8238990237,2.38282e-05,100,0.01,0.0292988,0.0183778,1.21145,100,1.78356,4978.62671955,80.9127462412,-102.218,0.7,82.5458978213,0.000301894,-72.1615,0.970501,58.0406
