MinNormIw,VarNormIw,AvgRet,MaxVanillaIw,Delta,Bound,VarVanillaIw,MinVanillaIw,MaxNormIw,ESSRenyi,IterType,AvgDiscRet,eRenyi2,EpsThisIter,AvgVanillaIw,VarDiscRet,VarJ,J,AvgEpLen,VanillaAvgRet,AvgNormIw,VarRet,BatchSize,ESSClassic
0.005,2.179301e-19,4999.851623919957,1.0,0.9,4882.0024,,1.0,0.005,500.0,2,4999.851623919957,1.0,100,1.0,0.02436538818714304,0.17412871,4999.8535,500.0,4999.851623919957,0.0049999994,0.02436538818714304,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.849718871293,1.0,0.9,4903.627,,1.0,0.0033333334,500.0,2,4999.849718871293,1.0,100,1.0,0.02094570803531491,0.16470434,4999.852,500.0,4999.849718871293,0.0033333336,0.02094570803531491,500,299.999969473632
0.0025,5.434597e-20,4999.864923892985,1.0,0.9,4916.522,,1.0,0.0025,500.0,2,4999.864923892985,1.0,100,1.0,0.015489345674297597,0.15560013,4999.8555,500.0,4999.864923892985,0.0024999997,0.015489345674297597,500,400.0
0.002,5.431875e-20,4999.819962206719,1.0,0.9,4925.313,,1.0,0.002,500.0,1,4999.819962206719,1.0,100,1.0,0.03253286211085897,0.16127154,4999.8486,500.0,4999.819962206719,0.0020000003,0.03253286211085897,500,500.00000664260017
0.01,3.5044917e-18,4999.859192928205,1.0,0.9,4833.193,,1.0,0.01,500.0,2,4999.859192928205,1.0,100,1.0,0.025213790621735892,0.15797804,4999.8594,500.0,4999.859192928205,0.009999998,0.025213790621735892,500,100.0
0.005,2.179301e-19,4999.812161963196,1.0,0.9,4881.985,,1.0,0.005,500.0,2,4999.812161963196,1.0,100,1.0,0.032459049176252405,0.17059739,4999.836,500.0,4999.812161963196,0.0049999994,0.032459049176252405,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.852440886947,1.0,0.9,4903.6157,,1.0,0.0033333334,500.0,2,4999.852440886947,1.0,100,1.0,0.017479866253971476,0.15884931,4999.841,500.0,4999.852440886947,0.0033333336,0.017479866253971476,500,299.999969473632
0.0025,5.434597e-20,4999.868010213974,1.0,0.9,4916.514,,1.0,0.0025,500.0,2,4999.868010213974,1.0,100,1.0,0.017137682976816632,0.1526503,4999.8477,500.0,4999.868010213974,0.0024999997,0.017137682976816632,500,400.0
0.002,5.431875e-20,4999.860597286287,1.0,0.9,4925.3154,,1.0,0.002,500.0,1,4999.860597286287,1.0,100,1.0,0.021441420449326423,0.15137106,4999.851,500.0,4999.860597286287,0.0020000003,0.021441420449326423,500,500.00000664260017
0.01,3.5044917e-18,4999.839239524597,1.0,0.9,4833.1724,,1.0,0.01,500.0,2,4999.839239524597,1.0,100,1.0,0.06408099266721014,0.2518557,4999.839,500.0,4999.839239524597,0.009999998,0.06408099266721014,500,100.0
0.005,2.179301e-19,4999.8444065455415,1.0,0.9,4881.9907,,1.0,0.005,500.0,2,4999.8444065455415,1.0,100,1.0,0.025780964189247853,0.2109121,4999.842,500.0,4999.8444065455415,0.0049999994,0.025780964189247853,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.842443172887,1.0,0.9,4903.617,,1.0,0.0033333334,500.0,2,4999.842443172887,1.0,100,1.0,0.025581062819009407,0.1951885,4999.8423,500.0,4999.842443172887,0.0033333336,0.025581062819009407,500,299.999969473632
0.0025,5.434597e-20,4999.84530037106,1.0,0.9,4916.5093,,1.0,0.0025,500.0,2,4999.84530037106,1.0,100,1.0,0.019032588199465482,0.18244371,4999.843,500.0,4999.84530037106,0.0024999997,0.019032588199465482,500,400.0
0.0019912848,2.3906701e-12,4999.868321231237,1.0015745,0.9,4925.3135,5.976239e-07,0.99560666,0.0020032208,499.9988675143143,1,4999.868321231237,1.0000023,100,0.9999642,0.027257163854738052,0.17894813,4999.849,500.0,4999.868321231237,0.002,0.027257163854738052,500,499.9996634711762
0.01,3.5044917e-18,4999.840265402946,1.0,0.9,4833.174,,1.0,0.01,500.0,2,4999.840265402946,1.0,100,1.0,0.029480397852224054,0.17084427,4999.8403,500.0,4999.840265402946,0.009999998,0.029480397852224054,500,100.0
0.005,2.179301e-19,4999.834142778103,1.0,0.9,4881.986,,1.0,0.005,500.0,2,4999.834142778103,1.0,100,1.0,0.032991501360244355,0.17588447,4999.837,500.0,4999.834142778103,0.0049999994,0.032991501360244355,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.86597825836,1.0,0.9,4903.622,,1.0,0.0033333334,500.0,2,4999.86597825836,1.0,100,1.0,0.016808322929884444,0.16233885,4999.847,500.0,4999.86597825836,0.0033333336,0.016808322929884444,500,299.999969473632
0.0025,5.434597e-20,4999.842118208388,1.0,0.9,4916.512,,1.0,0.0025,500.0,2,4999.842118208388,1.0,100,1.0,0.03900475713156871,0.1715313,4999.8457,500.0,4999.842118208388,0.0024999997,0.03900475713156871,500,400.0
0.002,5.431875e-20,4999.852911925433,1.0,0.9,4925.312,,1.0,0.002,500.0,1,4999.852911925433,1.0,100,1.0,0.022596431122932036,0.16739213,4999.8477,500.0,4999.852911925433,0.0020000003,0.022596431122932036,500,500.00000664260017
0.01,3.5044917e-18,4999.851795168539,1.0,0.9,4833.185,,1.0,0.01,500.0,2,4999.851795168539,1.0,100,1.0,0.02854706773181707,0.16808237,4999.8516,500.0,4999.851795168539,0.009999998,0.02854706773181707,500,100.0
0.005,2.179301e-19,4999.872527624798,1.0,0.9,4882.011,,1.0,0.005,500.0,2,4999.872527624798,1.0,100,1.0,0.019632214160026553,0.15476923,4999.8623,500.0,4999.872527624798,0.0049999994,0.019632214160026553,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.887732346569,1.0,0.9,4903.6455,,1.0,0.0033333334,500.0,2,4999.887732346569,1.0,100,1.0,0.011261507476844988,0.14082351,4999.8706,500.0,4999.887732346569,0.0033333336,0.011261507476844988,500,299.999969473632
0.0025,5.434597e-20,4999.881641557102,1.0,0.9,4916.54,,1.0,0.0025,500.0,2,4999.881641557102,1.0,100,1.0,0.013034068082364137,0.1346137,4999.8735,500.0,4999.881641557102,0.0024999997,0.013034068082364137,500,400.0
0.002,5.431875e-20,4999.872818475141,1.0,0.9,4925.3384,,1.0,0.002,500.0,1,4999.872818475141,1.0,100,1.0,0.016444314378172713,0.13323793,4999.874,500.0,4999.872818475141,0.0020000003,0.016444314378172713,500,500.00000664260017
0.01,3.5044917e-18,4999.843270119163,1.0,0.9,4833.177,,1.0,0.01,500.0,2,4999.843270119163,1.0,100,1.0,0.035484548663464135,0.1874254,4999.8433,500.0,4999.843270119163,0.009999998,0.035484548663464135,500,100.0
0.005,2.179301e-19,4999.848762161633,1.0,0.9,4881.9946,,1.0,0.005,500.0,2,4999.848762161633,1.0,100,1.0,0.029726562847612707,0.17968337,4999.8457,500.0,4999.848762161633,0.0049999994,0.029726562847612707,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.8438114223,1.0,0.9,4903.6196,,1.0,0.0033333334,500.0,2,4999.8438114223,1.0,100,1.0,0.027543570531501145,0.17496584,4999.8447,500.0,4999.8438114223,0.0033333336,0.027543570531501145,500,299.999969473632
0.0025,5.434597e-20,4999.860201772869,1.0,0.9,4916.5156,,1.0,0.0025,500.0,2,4999.860201772869,1.0,100,1.0,0.02537739934951574,0.171122,4999.849,500.0,4999.860201772869,0.0024999997,0.02537739934951574,500,400.0
0.002,5.431875e-20,4999.86278924218,1.0,0.9,4925.3164,,1.0,0.002,500.0,1,4999.86278924218,1.0,100,1.0,0.01636725126614933,0.16339493,4999.852,500.0,4999.86278924218,0.0020000003,0.01636725126614933,500,500.00000664260017
0.01,3.5044917e-18,4999.843287815874,1.0,0.9,4833.1763,,1.0,0.01,500.0,2,4999.843287815874,1.0,100,1.0,0.02912045492169657,0.16981342,4999.843,500.0,4999.843287815874,0.009999998,0.02912045492169657,500,100.0
0.005,2.179301e-19,4999.85115308027,1.0,0.9,4881.996,,1.0,0.005,500.0,2,4999.85115308027,1.0,100,1.0,0.018435159370000075,0.1534989,4999.847,500.0,4999.85115308027,0.0049999994,0.018435159370000075,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.855940652626,1.0,0.9,4903.625,,1.0,0.0033333334,500.0,2,4999.855940652626,1.0,100,1.0,0.02865423373846186,0.1586779,4999.85,500.0,4999.855940652626,0.0033333336,0.02865423373846186,500,299.999969473632
0.0025,5.434597e-20,4999.849788898691,1.0,0.9,4916.5166,,1.0,0.0025,500.0,2,4999.849788898691,1.0,100,1.0,0.026103500908212916,0.15920407,4999.85,500.0,4999.849788898691,0.0024999997,0.026103500908212916,500,400.0
0.002,5.431875e-20,4999.867178447871,1.0,0.9,4925.3184,,1.0,0.002,500.0,1,4999.867178447871,1.0,100,1.0,0.02611159537679736,0.15967081,4999.854,500.0,4999.867178447871,0.0020000003,0.02611159537679736,500,500.00000664260017
0.01,3.5044917e-18,4999.862763704487,1.0,0.9,4833.196,,1.0,0.01,500.0,2,4999.862763704487,1.0,100,1.0,0.023717441640520375,0.15321562,4999.8623,500.0,4999.862763704487,0.009999998,0.023717441640520375,500,100.0
0.005,2.179301e-19,4999.845935444326,1.0,0.9,4882.003,,1.0,0.005,500.0,2,4999.845935444326,1.0,100,1.0,0.025487430460167135,0.15628435,4999.854,500.0,4999.845935444326,0.0049999994,0.025487430460167135,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.851964979092,1.0,0.9,4903.6284,,1.0,0.0033333334,500.0,2,4999.851964979092,1.0,100,1.0,0.024216610755237844,0.15580787,4999.8535,500.0,4999.851964979092,0.0033333336,0.024216610755237844,500,299.999969473632
0.0025,5.434597e-20,4999.867929164935,1.0,0.9,4916.524,,1.0,0.0025,500.0,2,4999.867929164935,1.0,100,1.0,0.02770441816699474,0.15843192,4999.8574,500.0,4999.867929164935,0.0024999997,0.02770441816699474,500,400.0
0.002,5.431875e-20,4999.863487235855,1.0,0.9,4925.323,,1.0,0.002,500.0,1,4999.863487235855,1.0,100,1.0,0.01601867538423304,0.15250543,4999.859,500.0,4999.863487235855,0.0020000003,0.01601867538423304,500,500.00000664260017
0.01,3.5044917e-18,4999.8791265101745,1.0,0.9,4833.2124,,1.0,0.01,500.0,2,4999.8791265101745,1.0,100,1.0,0.02223711823180686,0.14837785,4999.879,500.0,4999.8791265101745,0.009999998,0.02223711823180686,500,100.0
0.005,2.179301e-19,4999.887064258902,1.0,0.9,4882.0317,,1.0,0.005,500.0,2,4999.887064258902,1.0,100,1.0,0.015006873439340257,0.13583578,4999.883,500.0,4999.887064258902,0.0049999994,0.015006873439340257,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.868494617757,1.0,0.9,4903.6533,,1.0,0.0033333334,500.0,2,4999.868494617757,1.0,100,1.0,0.024584018263080116,0.14304356,4999.8784,500.0,4999.868494617757,0.0033333336,0.024584018263080116,500,299.999969473632
0.0025,5.434597e-20,4999.8336013026865,1.0,0.9,4916.5337,,1.0,0.0025,500.0,2,4999.8336013026865,1.0,100,1.0,0.024336062425174783,0.147455,4999.867,500.0,4999.8336013026865,0.0024999997,0.024336062425174783,500,400.0
0.002,5.431875e-20,4999.831763360757,1.0,0.9,4925.325,,1.0,0.002,500.0,1,4999.831763360757,1.0,100,1.0,0.037038046410858345,0.15788838,4999.861,500.0,4999.831763360757,0.0020000003,0.037038046410858345,500,500.00000664260017
0.01,3.5044917e-18,4999.841495197407,1.0,0.9,4833.175,,1.0,0.01,500.0,2,4999.841495197407,1.0,100,1.0,0.0277686320243482,0.16579153,4999.8413,500.0,4999.841495197407,0.009999998,0.0277686320243482,500,100.0
0.005,2.179301e-19,4999.867115241081,1.0,0.9,4882.003,,1.0,0.005,500.0,2,4999.867115241081,1.0,100,1.0,0.016321858373711376,0.1482875,4999.854,500.0,4999.867115241081,0.0049999994,0.016321858373711376,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.837261453527,1.0,0.9,4903.6235,,1.0,0.0033333334,500.0,2,4999.837261453527,1.0,100,1.0,0.05441158099249511,0.18076558,4999.8486,500.0,4999.837261453527,0.0033333336,0.05441158099249511,500,299.999969473632
0.0025,5.434597e-20,4999.83825444561,1.0,0.9,4916.512,,1.0,0.0025,500.0,2,4999.83825444561,1.0,100,1.0,0.025111785872316834,0.175335,4999.8457,500.0,4999.83825444561,0.0024999997,0.025111785872316834,500,400.0
0.001995203,1.0523246e-12,4999.851896543078,1.0011559,0.9,4925.3125,2.6309274e-07,0.9976219,0.002002271,499.9989271186962,1,4999.851896543078,1.0000021,100,1.0000204,0.027296985360364272,0.17311296,4999.848,500.0,4999.851896543078,0.002,0.027296985360364272,500,499.99983527520345
0.01,3.5044917e-18,4999.8800946194915,1.0,0.9,4833.2134,,1.0,0.01,500.0,2,4999.8800946194915,1.0,100,1.0,0.016482342112754504,0.12775536,4999.88,500.0,4999.8800946194915,0.009999998,0.016482342112754504,500,100.0
0.005,2.179301e-19,4999.837922734872,1.0,0.9,4882.0083,,1.0,0.005,500.0,2,4999.837922734872,1.0,100,1.0,0.02808440825353708,0.15001015,4999.8594,500.0,4999.837922734872,0.0049999994,0.02808440825353708,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.818446601467,1.0,0.9,4903.62,,1.0,0.0033333334,500.0,2,4999.818446601467,1.0,100,1.0,0.030698395033236025,0.15968366,4999.845,500.0,4999.818446601467,0.0033333336,0.030698395033236025,500,299.999969473632
0.0025,5.434597e-20,4999.8671891834065,1.0,0.9,4916.517,,1.0,0.0025,500.0,2,4999.8671891834065,1.0,100,1.0,0.01262449979320825,0.14945677,4999.8506,500.0,4999.8671891834065,0.0024999997,0.01262449979320825,500,400.0
0.001994301,1.2270792e-12,4999.863567241558,1.0012016,0.9,4925.3184,3.06786e-07,0.9971742,0.0020023559,499.99988079073887,1,4999.863567241558,1.0000002,100,1.0000237,0.018389497939408733,0.14668922,4999.854,500.0,4999.863567241558,0.002,0.018389497939408733,500,499.99980450519337
0.01,3.5044917e-18,4999.857867018992,1.0,0.9,4833.191,,1.0,0.01,500.0,2,4999.857867018992,1.0,100,1.0,0.021537094613050995,0.14601327,4999.8574,500.0,4999.857867018992,0.009999998,0.021537094613050995,500,100.0
0.005,2.179301e-19,4949.853584292491,1.0,0.9,4857.0044,,1.0,0.005,500.0,2,4949.853584292491,1.0,100,1.0,249985.23100545,352.65817,4974.8555,495.01,4949.853584292491,0.0049999994,249985.23100545,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.842379875415,1.0,0.9,4886.96,,1.0,0.0033333334,500.0,2,4999.842379875415,1.0,100,1.0,0.02251537226950789,288.18506,4983.185,500.0,4999.842379875415,0.0033333336,0.02251537226950789,500,299.999969473632
0.0025,5.434597e-20,4999.833514303436,1.0,0.9,4904.013,,1.0,0.0025,500.0,2,4999.833514303436,1.0,100,1.0,0.03068906163127353,249.67964,4987.3467,500.0,4999.833514303436,0.0024999997,0.03068906163127353,500,400.0
0.00037451112,2.0076e-07,4999.858202817606,1.5428903,0.9,4917.462,0.051005743,0.18877116,0.0030610056,474.8879582282868,1,4999.858202817606,1.0528799,100,1.0080937,0.018131862465745604,132.16711,4993.943,500.0,4999.858202817606,0.002,0.018131862465745604,500,476.14974340198364
0.01,3.5044917e-18,4999.845321402373,1.0,0.9,4833.1787,,1.0,0.01,500.0,2,4999.845321402373,1.0,100,1.0,0.020084556154538524,0.14100172,4999.845,500.0,4999.845321402373,0.009999998,0.020084556154538524,500,100.0
0.005,2.179301e-19,4999.857324554274,1.0,0.9,4882.0005,,1.0,0.005,500.0,2,4999.857324554274,1.0,100,1.0,0.026656876247647607,0.1522324,4999.8516,500.0,4999.857324554274,0.0049999994,0.026656876247647607,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.852845079741,1.0,0.9,4903.627,,1.0,0.0033333334,500.0,2,4999.852845079741,1.0,100,1.0,0.017939560318409802,0.14618348,4999.852,500.0,4999.852845079741,0.0033333336,0.017939560318409802,500,299.999969473632
0.0025,5.434597e-20,4999.852455255192,1.0,0.9,4916.518,,1.0,0.0025,500.0,2,4999.852455255192,1.0,100,1.0,0.02233299296858119,0.146817,4999.8516,500.0,4999.852455255192,0.0024999997,0.02233299296858119,500,400.0
0.002,5.431875e-20,4999.83448633989,1.0,0.9,4925.3135,,1.0,0.002,500.0,1,4999.83448633989,1.0,100,1.0,0.035031524058232094,0.15565969,4999.849,500.0,4999.83448633989,0.0020000003,0.035031524058232094,500,500.00000664260017
0.01,3.5044917e-18,4999.866105641777,1.0,0.9,4833.1997,,1.0,0.01,500.0,2,4999.866105641777,1.0,100,1.0,0.017822847448708067,0.13281879,4999.866,500.0,4999.866105641777,0.009999998,0.017822847448708067,500,100.0
0.005,2.179301e-19,4999.868797818499,1.0,0.9,4882.0166,,1.0,0.005,500.0,2,4999.868797818499,1.0,100,1.0,0.017418240446505584,0.13207725,4999.8677,500.0,4999.868797818499,0.0049999994,0.017418240446505584,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.85711969089,1.0,0.9,4903.6387,,1.0,0.0033333334,500.0,2,4999.85711969089,1.0,100,1.0,0.016091453139923054,0.13024443,4999.864,500.0,4999.85711969089,0.0033333336,0.016091453139923054,500,299.999969473632
