eRenyi2,VarRet,Bound,MaxNormIw,ESSClassic,AvgRet,MinNormIw,VarVanillaIw,AvgEpLen,MinVanillaIw,VarJ,VarNormIw,J,VarDiscRet,AvgVanillaIw,ESSRenyi,AvgNormIw,BatchSize,MaxVanillaIw,AvgDiscRet
11.551348,27539029.446854245,-895.33765,0.124665685,11.11358592987744,-11109.808944419648,,14.684606,500.0,,68.67262,0.00080787827,-20.840252,1078377.2646623666,1.3482121,8.656998500553067,0.01,100,16.807579,-2188.2589842550574
1.1495118,1613192.3852184932,-272.6462,0.014743218,84.0768363919717,-233.66358916870377,9.727789e-05,0.17384668,500.0,0.009273393,10.300445,1.9130106e-05,-10.117,59012.206416794,0.95328885,86.99345128242781,0.01,100,1.4054546,-53.16180422337974
1.0012639,177.08845593281202,-249.78558,0.010242045,99.88403152286293,-9.15516353718223,0.007848868,0.0011770143,500.0,0.78638536,9.375718,1.1725328e-07,-8.412205,99.67298055324619,1.0019093,99.8737738430162,0.01,100,1.02616,-8.618016834503196
1.0000201,57.0385048782827,-249.41853,0.0100296,99.99873022873435,-8.626412275670177,0.009863317,1.2921526e-05,500.0,0.9867285,7.4941497,1.2911127e-09,-8.600228,56.77708804758878,1.0004023,99.99798540359339,0.009999999,100,1.0033635,-8.604833287151006
1.0002685,68.56154026128847,-249.478,0.010123717,99.96892794483898,-8.714654290983981,0.009349214,0.00031386115,500.0,0.93454826,8.007842,3.141119e-08,-8.603952,66.9733232469464,0.9996009,99.97316127309954,0.01,100,1.0119677,-8.665233513370616
1.0000415,57.58727717759795,-248.78792,0.010043907,99.99722366208746,-7.999168699540601,0.009773286,2.7874952e-05,500.0,0.9775764,7.4985614,2.7860831e-09,-7.962307,57.11578815874208,1.0002536,99.99585168881563,0.010000002,100,1.0046453,-7.972709745454903
1.0000688,67.24277320239298,-249.0728,0.010080212,99.99358966042917,-8.286264234837986,0.009714655,6.487691e-05,500.0,0.971169,8.083087,6.491656e-09,-8.23812,66.46346871020151,0.9996948,99.99312209708094,0.01,100,1.0077136,-8.253782161718826
1.0000407,71.64824851709662,-249.56914,0.010050529,99.99611249905126,-8.780469516680546,0.00977757,3.9143597e-05,500.0,0.97764695,8.373203,3.9152415e-09,-8.736561,71.00499935791215,0.9998874,99.99593512846484,0.01,100,1.0049397,-8.746770439971499
1.000126,61.23017249649391,-249.0883,0.01029924,99.98800905689022,-8.30182920230063,0.009750529,0.00012122361,500.0,0.97547585,7.7440968,1.2111852e-08,-8.250923,60.772334538097,1.0004337,99.98740116560077,0.01,100,1.0303707,-8.273614238604658
1.000078,61.12550850330622,-249.71513,0.010065032,99.99069862005298,-8.930698386409752,0.0095693795,9.390371e-05,500.0,0.9567531,7.7173767,9.3939985e-09,-8.867813,60.37916259171765,0.9998068,99.992204320237,0.01,100,1.0063088,-8.886254922914093
1.000154,83.2427671882822,-248.71216,0.01009269,99.9856911421771,-7.936699571513141,0.009397952,0.00014453942,500.0,0.9394485,8.754288,1.4464607e-08,-7.8565693,80.53142682465501,0.9996311,99.98460053159155,0.01,100,1.0088967,-7.892435625814474
1.0002269,80.65243929663504,-248.62537,0.010126282,99.97674537824162,-7.8591875534944196,0.009252331,0.00023406658,500.0,0.92384875,8.544403,2.3476863e-08,-7.757011,77.81541775100618,0.99850374,99.977319617363,0.01,100,1.011113,-7.810259600812672
1.0000173,58.31130494953359,-249.988,0.010048015,99.9985434890807,-9.196044059271482,0.009837308,1.48646295e-05,500.0,0.9841951,7.5588336,1.485058e-09,-9.165605,57.86673396882166,1.0004721,99.99827149517932,0.01,100,1.0052758,-9.16990779497807
1.0000409,70.09042482571971,-249.45358,0.0100542065,99.99586325082662,-8.664462475995279,0.009746581,4.1835825e-05,500.0,0.9742468,8.251583,4.187112e-09,-8.620556,69.24852417669393,0.999578,99.99591128855086,0.01,100,1.0049964,-8.630308194917369
1.0000664,46.02741025830615,-248.71541,0.0100794025,99.99406600123648,-7.9288271739040646,0.009737789,5.979671e-05,500.0,0.97338367,6.716292,5.9845284e-09,-7.896428,45.89693393037444,0.9995941,99.9933604834331,0.01,100,1.0075312,-7.912208271387191
1.0000014,55.594062143913476,-249.57207,0.010010755,99.99985120595996,-8.7785548853964,0.00994338,1.571501e-06,500.0,0.99419755,7.388846,1.5719367e-10,-8.74643,55.15987541117787,0.9998588,99.99985694905718,0.01,100,1.0009341,-8.747336945920063
1.0000098,66.03125324209257,-249.91335,0.0100960275,99.99939343970131,-9.120242119509554,0.009978436,6.3315447e-06,500.0,0.99780047,8.058566,6.332088e-10,-9.08781,65.58457811709974,0.99995685,99.99902249338096,0.009999998,100,1.0095592,-9.090210405959569
1.0000082,45.592389123839524,-248.74236,0.010074706,99.99922567577502,-7.948996048921585,0.009950405,7.810949e-06,500.0,0.995111,6.6991644,7.8098467e-10,-7.924279,45.32791157013566,1.0000708,99.99917746266783,0.009999999,100,1.0075419,-7.926125484175526
1.0000056,53.54859029067335,-249.30757,0.010078076,99.99955748632242,-8.513886879565678,0.009964779,4.7340695e-06,500.0,0.9964548,7.261225,4.734289e-10,-8.488732,53.27726043447751,0.9999768,99.99943971947827,0.01,100,1.0077842,-8.490071279628642
1.000001,67.33905401529027,-250.05888,0.0100119645,99.99992371363548,-9.264830183404158,0.00996956,8.3340694e-07,500.0,0.9970545,8.1357565,8.3324646e-11,-9.236042,66.85362791178618,1.0000988,99.99990463265931,0.01,100,1.0012953,-9.236438282960757
1.0000618,59.68531309449369,-250.68256,0.010062925,99.99189544081102,-9.896178772560926,0.009648636,8.174199e-05,500.0,0.9645499,7.6465483,8.1795095e-09,-9.842434,59.13311321878658,0.9996749,99.99382534008906,0.01,100,1.0059654,-9.857243250151377
1.0000308,52.762245558623235,-248.62732,0.010136034,99.9969403800046,-7.837412613284617,0.009890104,3.0818854e-05,500.0,0.98891246,7.185346,3.082493e-09,-7.8029146,52.31069030462583,0.999901,99.99692449491981,0.010000002,100,1.0135031,-7.810858312257138
1.0000893,58.92457232626672,-249.47118,0.010075124,99.99201110452972,-8.687906913900184,0.009544198,8.0669204e-05,500.0,0.9537971,7.5899878,8.077455e-09,-8.634681,58.401227493169436,0.9993475,99.99107202137183,0.01,100,1.006855,-8.656006435282041
1.0000117,50.364789679018976,-248.32053,0.010031462,99.99797298459919,-7.5272792668148,0.009780675,2.0602338e-05,500.0,0.97737175,7.0381064,2.063168e-09,-7.4950814,50.010024557852624,0.9992886,99.99883176261035,0.01,100,1.0024326,-7.4973025830706685
1.0000098,46.33691006484655,-247.62503,0.010047056,99.9991154760504,-6.831833171360573,0.009896504,9.177149e-06,500.0,0.9901874,6.7502203,9.167197e-10,-6.8123145,46.061140686486155,1.0005426,99.99902249338096,0.01,100,1.0052507,-6.814527769787523
1.0000144,52.79135995338393,-248.83652,0.010032892,99.99827561955333,-8.043457642040512,0.009812282,1.7478766e-05,500.0,0.98113745,7.2060065,1.7481997e-09,-8.023109,52.57308687943025,0.99990743,99.99855758840225,0.01,100,1.0031964,-8.02611817332295
