Weights,StdD2w0t,InitialReturnStd,ReturnMeanIW,EpThisIter,InitialReturnMin,MinIW,InitialReturnMean,MeanIW,EpRewMean,Iteration,Bound,MeanEntropy,TimestepsSoFar,EmpiricalD2,ReturnStepMax,MaxIW,J_sample_variance,EpisodesSoFar,EpLenMean,MeanD2w0t,ReturnStepMaxmin,MinD2w0t,MaxD2w0t,InitialReturnMax,StdIW,InitialBound,TimeElapsed
[-0.63  -0.296 -0.312 -0.413  0.254 -0.126  0.195 -0.486  0.343 -0.105
  0.56  -0.304],0.29093596,55.082355,-522.9325,20,-62.42511,0.34507227,-2.1362304e-05,0.8077082,325.9442642425615,21,-1102.0815,1.1626306,13281,1.2652185,9.35986,1.8881807,70644.3,420,35.2,0.07979599,9.159699,,1.4434161,172.70703,0.36641613,-1180.1705,97.66969728469849
[-0.631 -0.296 -0.302 -0.424  0.241 -0.107  0.219 -0.474  0.343 -0.105
  0.56  -0.256],0.28299585,42.145596,-580.8681,20,-61.45526,0.15071128,2.2888185e-06,0.89562225,305.18804319754366,22,-1110.612,1.1615018,13941,1.3984597,9.36,2.014759,68585.37,440,33.0,0.074475534,9.136245,,2.124283,98.751465,0.38732624,-1153.845,101.85802364349365
[-0.631 -0.28  -0.306 -0.385  0.242 -0.106  0.213 -0.509  0.343 -0.105
  0.56  -0.257],0.34307495,37.47924,-496.51755,20,-50.431595,0.11310682,-6.1035157e-06,0.76136106,299.30643683514324,23,-1075.041,1.1240228,14588,1.9961306,9.359644,2.6906843,90021.34,460,32.35,0.08738376,9.144615,,3.294885,93.20253,0.43229958,-1152.1099,106.12383008003235
[-0.62  -0.268 -0.313 -0.365  0.25  -0.1    0.229 -0.556  0.343 -0.105
  0.56  -0.295],0.38006154,28.59473,-327.48584,20,-56.033173,0.058083102,5.340576e-06,0.52939004,316.7248724869089,24,-900.03577,1.1518637,15273,3.1271508,9.356533,2.6116288,56901.844,480,34.25,0.09111065,9.138351,,7.8057327,69.70795,0.37043574,-1132.1118,111.36804485321045
[-0.616 -0.263 -0.319 -0.361  0.248 -0.056  0.208 -0.576  0.343 -0.105
  0.56  -0.267],0.37581638,60.421505,-343.3729,20,-72.19345,0.09177557,-8.392334e-06,0.5966147,364.3878817806349,25,-959.6138,1.1601886,16060,2.9719167,9.359908,3.0167377,90540.9,500,39.35,0.099901296,9.160441,,6.1377535,152.117,0.5013787,-1156.1283,116.34755897521973
[-0.61  -0.286 -0.327 -0.346  0.267 -0.05   0.154 -0.635  0.343 -0.105
  0.56  -0.259],0.40444082,60.143295,-423.7984,20,-75.388245,0.0940792,-1.373291e-05,0.69984406,358.593082874001,26,-1033.04,1.1765032,16834,3.1153798,9.359512,4.0262046,96923.516,520,38.7,0.105302565,9.17243,,7.2425003,98.58032,0.48135215,-1135.968,121.21611189842224
[-0.608 -0.293 -0.335 -0.343  0.273 -0.025  0.096 -0.648  0.343 -0.105
  0.56  -0.242],0.36401954,63.922405,-415.63364,20,-71.761475,0.08770684,-2.2888184e-05,0.67128104,343.55367644417186,27,-1052.3593,1.1850686,17575,2.4083343,9.359829,2.2434533,47650.344,540,37.05,0.092437156,9.185579,,8.925057,222.16843,0.33575085,-1192.4543,126.28569531440735
[-0.595 -0.293 -0.318 -0.34   0.282 -0.053  0.134 -0.591  0.343 -0.105
  0.56  -0.234],0.35027882,43.120586,-399.7607,20,-79.719315,0.10204294,-8.392334e-06,0.64801717,338.6166113456374,28,-966.4177,1.2231543,18306,2.5657077,9.359568,2.258395,61245.566,560,36.55,0.09276154,9.169384,,4.8549943,72.82446,0.3783808,-1128.7534,131.4995985031128
[-0.592 -0.326 -0.319 -0.349  0.273 -0.046  0.067 -0.625  0.343 -0.105
  0.56  -0.196],0.4260956,43.21514,-339.19046,20,-85.50525,0.071042016,-3.1280517e-05,0.5509763,327.95336071161944,29,-955.49414,1.1920246,19014,3.17907,9.359753,2.9251287,72061.945,580,35.4,0.10929014,9.168686,,4.6044774,66.55548,0.40817362,-1129.9323,136.35899710655212
[-0.569 -0.358 -0.318 -0.348  0.268 -0.03  -0.004 -0.608  0.343 -0.105
  0.56  -0.227],0.33694503,54.010628,-445.39975,20,-67.68408,0.41009727,1.7547607e-05,0.7090512,333.9867802898124,30,-1041.8143,1.248207,19735,1.567914,9.359545,1.5881131,22305.004,600,36.05,0.09273041,9.169542,,1.9521542,120.8298,0.23515087,-1154.811,141.5935959815979
[-0.569 -0.342 -0.316 -0.319  0.296 -0.013  0.022 -0.584  0.343 -0.105
  0.56  -0.171],0.3215389,48.91986,-462.92154,20,-64.269104,0.1319636,9.155274e-06,0.69725037,288.8311215754376,31,-1054.6287,1.2801144,20359,1.8254764,9.359732,1.7249112,49662.355,620,31.2,0.07945305,9.155085,,3.7765136,158.45573,0.3167047,-1188.5587,146.57424974441528
[-0.558 -0.322 -0.315 -0.291  0.324  0.034  0.037 -0.613  0.343 -0.105
  0.56  -0.139],0.35053635,78.18917,-378.42368,20,-105.08319,0.13845345,-6.1035157e-06,0.63397,395.83897155459806,32,-1024.3356,1.3250755,21212,1.8265349,9.359837,1.8819463,61102.566,640,42.65,0.10506235,9.202368,,2.715466,217.57211,0.36837435,-1169.2815,152.2643187046051
[-0.55  -0.329 -0.314 -0.301  0.316  0.046 -0.003 -0.63   0.343 -0.105
  0.56  -0.094],0.3600261,37.698463,-350.33774,20,-95.66113,0.1577887,-9.155274e-06,0.55130696,307.2471296845762,33,-904.1604,1.3869972,21876,2.527414,9.359254,3.196515,31779.514,660,33.2,0.090332374,9.14961,,4.878388,52.377808,0.2729641,-1126.1969,156.63038849830627
[-0.54  -0.359 -0.317 -0.286  0.325  0.045 -0.068 -0.682  0.343 -0.105
  0.56  -0.032],0.2841055,51.44106,-531.4045,20,-65.612564,0.15375826,1.2207031e-05,0.8262531,310.08011273065813,34,-1072.5677,1.3666987,22546,1.5054393,9.359607,2.3647923,138536.62,680,33.5,0.07486775,9.15264,,2.6205902,110.77249,0.554712,-1157.5157,162.2693920135498
[-0.537 -0.327 -0.326 -0.294  0.32   0.092 -0.071 -0.689  0.343 -0.105
  0.56  -0.052],0.2923861,61.00203,-555.7335,20,-79.73543,0.5075667,6.866455e-06,0.91759026,385.84643977973985,35,-1114.5933,1.3703619,23379,1.1096758,9.357082,1.7096512,29127.145,700,41.65,0.08807403,9.170956,,1.248655,151.29523,0.22879885,-1147.697,167.35958814620972
[-0.514 -0.332 -0.329 -0.318  0.298  0.086 -0.086 -0.691  0.343 -0.105
  0.56  -0.049],0.39182162,56.373974,-286.11716,20,-82.26962,0.12671909,-6.866455e-06,0.47466192,344.72876001374885,36,-903.5017,1.3915064,24124,1.973737,9.359846,1.5753024,13368.842,720,37.25,0.107769065,9.14908,,2.8847175,91.19855,0.206534,-1136.1771,172.43171954154968
[-0.517 -0.318 -0.329 -0.371  0.245  0.089 -0.061 -0.706  0.343 -0.105
  0.56  -0.027],0.34500095,53.433506,-436.5725,20,-96.47774,0.053803246,2.2125245e-05,0.67299396,299.1821403332064,37,-1028.7332,1.3374026,24771,1.9702673,9.35782,2.2971492,108574.38,740,32.35,0.08737697,9.138757,,3.0873213,112.77205,0.46750638,-1161.8346,176.90046191215515
[-0.528 -0.296 -0.34  -0.327  0.292  0.114 -0.076 -0.727  0.343 -0.105
  0.56  -0.082],0.31093127,100.36737,-453.66455,20,-103.58046,0.18552844,5.340576e-06,0.7384412,386.7051252595228,38,-1079.4856,1.3258038,25606,1.284783,9.35972,1.7454919,42087.637,760,41.75,0.09280046,9.165073,,2.2594128,291.94748,0.2601069,-1196.4237,182.2521243095398
[-0.507 -0.271 -0.342 -0.348  0.276  0.181 -0.017 -0.713  0.343 -0.105
  0.56  -0.093],0.40761155,94.050064,-386.9666,20,-135.29642,0.11129479,-1.0681152e-05,0.66482013,423.70602871818664,39,-1065.5334,1.3038707,26520,2.3848052,9.359578,2.3928802,66371.57,780,45.7,0.116384536,9.183354,,7.4810934,302.51,0.39963815,-1180.9299,188.48171973228455
[-0.515 -0.278 -0.322 -0.362  0.268  0.149  0.023 -0.662  0.343 -0.105
  0.56  -0.115],0.33227652,78.286385,-447.32114,20,-79.20006,0.09576189,-1.6021728e-05,0.7281998,354.8795699574453,40,-1065.2466,1.2341003,27287,1.4426169,9.359813,2.687532,66094.52,800,38.35,0.09462394,9.147595,,1.8692881,174.32657,0.4007102,-1169.8389,193.67399740219116
[-0.504 -0.297 -0.319 -0.365  0.263  0.124  0.002 -0.664  0.343 -0.105
  0.56  -0.185],0.3730553,70.346306,-374.58163,20,-97.353,0.22444543,6.1035157e-06,0.63465947,414.21756221582126,41,-1004.70374,1.2219623,28180,1.6197739,9.359786,1.6092845,60331.723,820,44.65,0.11413284,9.194192,,2.9863102,152.22485,0.35285795,-1138.5355,199.65477395057678
[-0.484 -0.353 -0.298 -0.369  0.274  0.061 -0.047 -0.631  0.343 -0.105
  0.56  -0.197],0.3159376,67.00801,-490.71475,20,-96.618576,0.25113466,-5.340576e-06,0.7922243,347.09231911493725,42,-1079.4961,1.1622725,28930,1.4225502,9.359446,2.171474,83884.46,840,37.5,0.08925369,9.1521435,,1.7770475,147.93375,0.44209117,-1162.1746,204.94927287101746
[-0.529 -0.342 -0.302 -0.376  0.263  0.071 -0.073 -0.645  0.343 -0.105
  0.56  -0.257],0.3869058,64.560165,-395.75693,20,-91.98537,0.06202511,-1.2207031e-05,0.6497793,361.5268142880822,43,-1008.9617,1.1087738,29711,2.3034854,9.359329,2.5529933,115427.016,860,39.05,0.10503066,9.156769,,4.810065,116.65439,0.5067825,-1143.3911,210.33247637748718
[-0.503 -0.359 -0.291 -0.394  0.255  0.021 -0.069 -0.631  0.343 -0.105
  0.56  -0.31 ],0.37052968,61.483646,-417.52783,20,-79.31938,0.2564357,-1.6021728e-05,0.6771061,352.839465577563,44,-1036.4817,1.1033062,30473,1.7954361,9.357771,1.9501975,33539.53,880,38.1,0.10418684,9.163988,,2.4082959,123.95172,0.2693969,-1149.2338,215.68543887138367
[-0.423 -0.374 -0.278 -0.337  0.286  0.04  -0.051 -0.588  0.343 -0.105
  0.56  -0.316],0.3366599,66.740555,-451.50293,20,-95.708954,0.052742627,6.1035157e-06,0.7427169,378.79566612407604,45,-1043.3159,1.0984659,31290,1.6176741,9.359958,2.854895,78085.4,900,40.85,0.097113304,9.185731,,3.160139,147.49472,0.4061592,-1150.2063,221.01474738121033
[-0.443 -0.347 -0.293 -0.335  0.296  0.083 -0.039 -0.622  0.343 -0.105
  0.56  -0.32 ],0.3286432,91.148094,-379.95248,20,-126.85025,0.16604108,-9.9182125e-06,0.6586022,362.66085725043405,46,-1031.0364,1.0935173,32073,1.6664016,9.359336,3.746909,61609.055,920,39.15,0.0923575,9.167399,,4.118259,256.1884,0.48724476,-1197.9114,226.20829606056213
[-0.446 -0.344 -0.298 -0.34   0.291  0.106 -0.06  -0.621  0.343 -0.105
  0.56  -0.325],0.405719,91.13672,-366.21115,20,-98.848465,0.16094099,3.6621095e-05,0.6150034,399.38841973196793,47,-1054.2842,1.071007,32934,2.5080535,9.359677,2.1615012,38896.395,940,43.05,0.11588274,9.194955,,5.5464945,220.7503,0.28815085,-1169.99,231.3068881034851
[-0.417 -0.342 -0.292 -0.34   0.29   0.138 -0.075 -0.61   0.343 -0.105
  0.56  -0.348],0.32671404,75.19578,-439.57846,20,-99.24719,0.080038995,-2.2888185e-06,0.7345063,373.2817070499054,48,-1045.6444,1.043299,33740,1.5403047,9.355416,3.943351,50659.473,960,40.3,0.09464636,9.169732,,2.7589805,164.73978,0.35595095,-1159.3796,236.12145471572876
[-0.396 -0.345 -0.295 -0.33   0.302  0.165 -0.07  -0.635  0.343 -0.105
  0.56  -0.376],0.34075606,79.57449,-403.59067,20,-80.08739,0.21493727,3.3569337e-05,0.6892982,368.80386901329575,49,-1032.2062,1.0006856,34536,1.530539,9.359676,2.1230466,46096.094,980,39.8,0.09839657,9.173182,,2.4888217,193.17395,0.41046846,-1172.0488,241.32420802116394
[-0.382 -0.315 -0.298 -0.312  0.319  0.218 -0.017 -0.633  0.343 -0.105
  0.56  -0.418],0.37347347,86.827095,-413.06442,20,-118.61415,0.31827837,-9.9182125e-06,0.68797207,371.7263201204008,50,-1086.5488,0.9997066,35338,1.9552794,9.359089,2.6603553,30796.566,1000,40.1,0.10366438,9.180878,,4.213532,237.49866,0.2808094,-1186.7114,247.09031081199646
[-0.375 -0.339 -0.287 -0.327  0.305  0.173 -0.015 -0.63   0.343 -0.105
  0.56  -0.419],0.3230662,118.29831,-479.5378,20,-137.4397,0.25535834,-7.6293945e-06,0.8184429,436.73945819019565,51,-1106.2277,0.996338,36281,1.2062244,9.359016,1.6596947,45847.707,1020,47.15,0.10382029,9.166519,,1.7054316,288.6988,0.30586347,-1174.2703,253.0138304233551
[-0.349 -0.337 -0.294 -0.345  0.292  0.158 -0.017 -0.641  0.343 -0.105
  0.56  -0.423],0.38788882,75.819084,-365.9439,20,-90.656586,0.2149957,-1.0681152e-05,0.6248681,394.2828344611042,52,-1027.638,0.98295146,37131,1.840723,9.359245,2.9999778,41638.7,1040,42.5,0.11537727,9.19524,,3.0900397,179.39935,0.31707862,-1156.9806,258.5221025943756
[-0.351 -0.324 -0.294 -0.366  0.269  0.167  0.009 -0.669  0.343 -0.105
  0.56  -0.436],0.3033601,78.16475,-456.48322,20,-77.85329,0.19775566,-2.2888185e-06,0.7308536,355.5082372395513,53,-1062.978,1.0161984,37899,1.3663371,9.359863,1.5712006,51667.51,1060,38.4,0.08683429,9.156189,,2.0495145,214.93698,0.31244907,-1186.0349,263.99663949012756
[-0.377 -0.329 -0.313 -0.362  0.268  0.16  -0.028 -0.712  0.343 -0.105
  0.56  -0.403],0.36065942,86.413,-384.66,20,-163.43274,0.06519235,-2.4414063e-05,0.67933065,440.73484864013415,54,-1025.0986,0.9978753,38849,1.6779912,9.359884,1.5827758,62468.902,1080,47.5,0.11454155,9.197372,,2.72306,197.28082,0.39358008,-1144.0448,270.59351110458374
[-0.378 -0.332 -0.308 -0.365  0.267  0.144 -0.01  -0.725  0.343 -0.105
  0.56  -0.421],0.28485495,54.22747,-514.62286,20,-80.91344,0.37415308,2.975464e-05,0.82006335,344.8092859097626,55,-1091.8748,0.9863162,39593,1.187384,9.359958,2.0145853,40895.613,1100,37.2,0.08048489,9.178176,,1.5396745,173.47498,0.29904962,-1173.5881,274.9148910045624
[-0.435 -0.25  -0.318 -0.358  0.283  0.162  0.006 -0.694  0.343 -0.105
  0.56  -0.433],0.31568575,68.33264,-473.74738,20,-104.555664,0.1452419,1.5258789e-06,0.82546777,414.98074950661504,56,-1064.3774,0.94738495,40488,1.2609918,9.359741,1.8922389,57530.45,1120,44.75,0.09855669,9.186882,,1.7250255,173.68552,0.4175014,-1145.3076,281.375027179718
[-0.475 -0.247 -0.325 -0.361  0.29   0.157 -0.023 -0.723  0.343 -0.105
  0.56  -0.472],0.36660266,80.1004,-328.6246,20,-90.683624,0.041597266,-9.155274e-06,0.5718893,405.58710887952554,57,-986.08545,0.9000688,41364,1.920236,9.359386,2.3759186,47422.902,1140,43.8,0.11027546,9.160574,,3.400192,215.20987,0.34376878,-1163.9165,287.09094738960266
[-0.497 -0.206 -0.319 -0.341  0.305  0.176  0.038 -0.67   0.343 -0.105
  0.56  -0.519],0.44341835,81.47309,-346.05148,20,-140.69424,0.118199185,-3.8146973e-05,0.61560905,438.4989696777335,58,-1035.6024,0.890381,42309,3.172524,9.35938,3.6657796,63516.2,1160,47.25,0.13152522,9.201423,,5.954007,213.59573,0.3837721,-1149.581,292.77455019950867
[-0.525 -0.178 -0.304 -0.356  0.296  0.197  0.116 -0.647  0.343 -0.105
  0.56  -0.529],0.3447504,95.541466,-402.2591,20,-111.629654,0.07907632,8.392334e-06,0.6745723,407.95087941564935,59,-1033.0208,0.8368579,43189,1.3884201,9.359907,1.7521455,90583.234,1180,44.0,0.10611308,9.183315,,1.8307805,208.8052,0.44178006,-1162.1392,298.37206172943115
[-0.534 -0.164 -0.311 -0.35   0.31   0.213  0.128 -0.652  0.343 -0.105
  0.56  -0.582],0.4017336,102.80672,-295.26456,20,-114.292816,0.085935146,-2.8991699e-05,0.5927796,521.9345556244382,60,-964.9757,0.80177337,44314,2.0326946,9.3595085,3.282273,44999.652,1200,56.25,0.13774855,9.198166,,4.5311217,256.0897,0.4085251,-1127.4119,304.67742395401
[-0.503 -0.159 -0.298 -0.347  0.309  0.202  0.177 -0.601  0.343 -0.105
  0.56  -0.617],0.35018885,68.12682,-396.333,20,-75.60663,0.21735632,3.0517579e-06,0.69080424,422.8001849456318,61,-1009.7469,0.84736484,45225,1.4882152,9.359979,1.8620129,33890.617,1220,45.55,0.10986768,9.204246,,1.7107831,157.29614,0.3082665,-1136.7542,310.9035840034485
[-0.525 -0.147 -0.312 -0.342  0.313  0.195  0.149 -0.64   0.343 -0.105
  0.56  -0.572],0.34962332,53.31476,-451.83252,20,-84.13336,0.27986595,-3.1280517e-05,0.7478255,391.94630405434253,62,-1034.7307,0.88951564,46070,1.5320636,9.358978,1.9500229,47771.363,1240,42.25,0.10510506,9.194693,,1.8661361,90.75275,0.31267962,-1121.3915,316.4475243091583
[-0.544 -0.128 -0.321 -0.333  0.321  0.194  0.125 -0.623  0.343 -0.105
  0.56  -0.529],0.30295834,81.883995,-530.1045,20,-112.68431,0.295461,6.866455e-06,0.9189164,418.7675301029908,63,-1131.4974,0.88091594,46973,1.2157611,9.359091,1.9303126,57721.44,1260,45.15,0.09517274,9.190968,,1.508517,268.9729,0.3934926,-1173.6843,322.65213894844055
[-0.539 -0.116 -0.337 -0.338  0.321  0.198  0.106 -0.65   0.343 -0.105
  0.56  -0.538],0.3919294,67.75417,-376.67462,20,-98.00482,0.07626751,7.6293945e-06,0.6500883,391.70896953524664,64,-1008.58887,0.8461146,47818,1.9699348,9.35942,2.302609,72605.695,1280,42.25,0.11368601,9.183017,,4.009565,134.03363,0.45001116,-1139.7101,327.4184374809265
[-0.537 -0.114 -0.342 -0.322  0.341  0.216  0.085 -0.639  0.343 -0.105
  0.56  -0.573],0.38731617,98.08372,-348.84772,20,-120.19058,0.27204815,,0.6634541,473.4549810941652,65,-1037.9688,0.8245233,48840,1.4862772,9.359457,1.8220886,18344.643,1300,51.1,0.12861083,9.171072,,2.2910705,288.83142,0.27941284,-1154.459,333.31783080101013
[-0.532 -0.11  -0.344 -0.344  0.318  0.213  0.078 -0.642  0.343 -0.105
  0.56  -0.594],0.41292414,85.92164,-389.1253,20,-105.13428,0.12727132,2.1362304e-05,0.73823225,483.1894780436854,66,-1050.9305,0.82777315,49882,2.2948835,9.359463,2.5745344,39365.69,1320,52.1,0.12931857,9.189081,,6.864398,217.1037,0.34681684,-1130.8013,338.96139216423035
[-0.527 -0.131 -0.343 -0.342  0.322  0.222  0.037 -0.657  0.343 -0.105
  0.56  -0.591],0.3898806,69.66512,-327.28244,20,-104.953125,0.11195622,3.0517579e-06,0.60559237,470.3823812935044,67,-964.30383,0.8817925,50897,1.5731606,9.35967,1.9286262,17901.559,1340,50.75,0.12931296,9.1775675,,2.0346725,139.89743,0.23020603,-1112.1309,344.9308636188507
[-0.534 -0.116 -0.341 -0.335  0.33   0.228  0.05  -0.665  0.343 -0.105
