MaxNormIw,Bound,ESSClassic,MaxVanillaIw,MinVanillaIw,AvgDiscRet,MinNormIw,AvgEpLen,ESSRenyi,VarVanillaIw,AvgVanillaIw,VarJ,VarRet,J,VanillaAvgRet,AvgNormIw,eRenyi2,AvgRet,VarNormIw,VarDiscRet,BatchSize
0.01,-219.4842,100.0,1.0,1.0,1.0913936421275138e-13,0.01,240.19,100.0,,1.0,1599.506,2584261.977798933,-7.6293945e-06,2392.1006608430052,0.009999998,1.0,1.0913936421275138e-13,3.5044917e-18,2584261.977798933,100
0.01,-255.15822,100.0,1.0,1.0,1.1368683772161603e-13,0.01,197.78,100.0,,1.0,1468.5258,2178351.227780585,7.6293945e-06,1968.0198540244662,0.009999998,1.0,1.1368683772161603e-13,3.5044917e-18,2178351.227780585,100
0.01,-252.91237,100.0,1.0,1.0,3.524291969370097e-14,0.01,200.48,100.0,,1.0,1444.2542,2106939.5516746524,-3.8146973e-06,1994.937765845402,0.009999998,1.0,3.524291969370097e-14,3.5044917e-18,2106939.5516746524,100
0.01,-243.15585,100.0,1.0,1.0,-4.0017766878008843e-13,0.01,212.06,100.0,,1.0,1481.2839,2216365.981660862,6.67572e-06,2110.80242578004,0.009999998,1.0,-4.0017766878008843e-13,3.5044917e-18,2216365.981660862,100
0.01,-255.50833,100.0,1.0,1.0,1.5347723092418165e-13,0.01,197.42,100.0,,1.0,1405.5106,1995414.490510725,-2.2888184e-05,1964.005556492583,0.009999998,1.0,1.5347723092418165e-13,3.5044917e-18,1995414.490510725,100
0.01,-267.14066,100.0,1.0,1.0,-2.3419488570652903e-13,0.01,183.58,100.0,,1.0,1356.1649,1857761.260719073,,1825.7153760729916,0.009999998,1.0,-2.3419488570652903e-13,3.5044917e-18,1857761.260719073,100
0.01,-245.1626,100.0,1.0,1.0,1.978150976356119e-13,0.01,209.65,100.0,,1.0,1428.3225,2060712.5812165998,-8.583069e-06,2087.0197128829527,0.009999998,1.0,1.978150976356119e-13,3.5044917e-18,2060712.5812165998,100
0.01,-256.30664,100.0,1.0,1.0,-9.094947017729283e-15,0.01,196.42,100.0,,1.0,1510.6697,2305174.676719977,3.33786e-06,1954.4521840461516,0.009999998,1.0,-9.094947017729283e-15,3.5044917e-18,2305174.676719977,100
0.01,-269.10214,100.0,1.0,1.0,3.0240698833949866e-13,0.01,181.24,100.0,,1.0,1352.9058,1848842.5199249734,-3.8146973e-06,1802.4528947023023,0.009999998,1.0,3.0240698833949866e-13,3.5044917e-18,1848842.5199249734,100
0.01,-259.846,100.0,1.0,1.0,-1.7053025658242404e-13,0.01,192.26,100.0,,1.0,1366.3793,1885851.1418569747,9.536743e-07,1912.5177502024737,0.009999998,1.0,-1.7053025658242404e-13,3.5044917e-18,1885851.1418569747,100
0.01,-245.6602,100.0,1.0,1.0,1.7053025658242404e-13,0.01,209.12,100.0,,1.0,1438.8513,2091204.8466804274,7.6293945e-06,2081.106802112551,0.009999998,1.0,1.7053025658242404e-13,3.5044917e-18,2091204.8466804274,100
0.01,-271.69568,100.0,1.0,1.0,2.1373125491663812e-13,0.01,178.18,100.0,,1.0,1392.7516,1959350.3871160739,3.8146973e-06,1771.7577712286106,0.009999998,1.0,2.1373125491663812e-13,3.5044917e-18,1959350.3871160739,100
0.01,-251.21404,100.0,1.0,1.0,2.2282620193436741e-13,0.01,202.49,100.0,,1.0,1443.9548,2106066.290411368,-1.5258789e-05,2015.0156924219693,0.009999998,1.0,2.2282620193436741e-13,3.5044917e-18,2106066.290411368,100
0.01,-259.67935,100.0,1.0,1.0,-4.774847184307873e-14,0.01,192.45,100.0,,1.0,1385.2524,1938307.2515430427,-2.861023e-06,1914.5067048736805,0.009999998,1.0,-4.774847184307873e-14,3.5044917e-18,1938307.2515430427,100
0.01,-265.99808,100.0,1.0,1.0,1.8189894035458566e-13,0.01,184.97,100.0,,1.0,1373.0215,1904230.3693938358,-7.6293945e-06,1839.415710599889,0.009999998,1.0,1.8189894035458566e-13,3.5044917e-18,1904230.3693938358,100
0.01,-254.23473,100.0,1.0,1.0,-4.160938260611147e-13,0.01,198.94,100.0,,1.0,1360.7045,1870219.0865744846,1.9073486e-06,1979.1944441914447,0.009999998,1.0,-4.160938260611147e-13,3.5044917e-18,1870219.0865744846,100
0.01,-272.378,100.0,1.0,1.0,3.240074875066057e-13,0.01,177.34,100.0,,1.0,1351.7704,1845740.7596412678,-1.5258789e-05,1763.5622943304604,0.009999998,1.0,3.240074875066057e-13,3.5044917e-18,1845740.7596412678,100
0.01,-237.98369,100.0,1.0,1.0,-2.2737367544323206e-13,0.01,218.2,100.0,,1.0,1513.1027,2312605.695378609,-2.4795532e-05,2172.3175581741607,0.009999998,1.0,-2.2737367544323206e-13,3.5044917e-18,2312605.695378609,100
0.01,-257.97748,100.0,1.0,1.0,-2.319211489520967e-13,0.01,194.46,100.0,,1.0,1532.3438,2371795.3343884037,-2.4795532e-05,1934.7552526219554,0.009999998,1.0,-2.319211489520967e-13,3.5044917e-18,2371795.3343884037,100
0.01,-258.22278,100.0,1.0,1.0,-6.366462912410498e-14,0.01,194.18,100.0,,1.0,1516.3754,2322620.5628336696,-7.6293945e-06,1931.8401356335235,0.009999998,1.0,-6.366462912410498e-14,3.5044917e-18,2322620.5628336696,100
0.01,-227.47954,100.0,1.0,1.0,4.092726157978177e-14,0.01,230.69,100.0,,1.0,1499.6423,2271643.670840478,-1.5258789e-05,2297.0806011385425,0.009999998,1.0,4.092726157978177e-14,3.5044917e-18,2271643.670840478,100
0.01,-233.38599,100.0,1.0,1.0,4.979483492206782e-13,0.01,223.68,100.0,,1.0,1513.0874,2312559.1957428535,-1.9073486e-06,2226.8906052254697,0.009999998,1.0,4.979483492206782e-13,3.5044917e-18,2312559.1957428535,100
0.01,-258.87323,100.0,1.0,1.0,1.8644641386345028e-13,0.01,193.42,100.0,,1.0,1338.202,1808873.4005787694,-3.8146973e-06,1924.1124638369133,0.009999998,1.0,1.8644641386345028e-13,3.5044917e-18,1808873.4005787694,100
0.01,-253.83522,100.0,1.0,1.0,-5.456968210637569e-14,0.01,199.39,100.0,,1.0,1378.6927,1919993.7235641994,-9.536743e-07,1983.9048118836363,0.009999998,1.0,-5.456968210637569e-14,3.5044917e-18,1919993.7235641994,100
0.01,-259.01062,100.0,1.0,1.0,5.593392415903509e-13,0.01,193.26,100.0,,1.0,1293.3308,1689600.4905040096,2.861023e-05,1922.177806897319,0.009999998,1.0,5.593392415903509e-13,3.5044917e-18,1689600.4905040096,100
0.01,-264.75848,100.0,1.0,1.0,-2.6375346351414917e-13,0.01,186.41,100.0,,1.0,1333.6877,1796690.0160237523,1.1444092e-05,1854.1102267287038,0.009999998,1.0,-2.6375346351414917e-13,3.5044917e-18,1796690.0160237523,100
0.01,-263.03842,100.0,1.0,1.0,-3.410605131648481e-14,0.01,188.44,100.0,,1.0,1411.4453,2012300.840385924,1.1444092e-05,1874.5363321898192,0.009999998,1.0,-3.410605131648481e-14,3.5044917e-18,2012300.840385924,100
0.01,-237.12764,100.0,1.0,1.0,-2.773958840407431e-13,0.01,219.24,100.0,,1.0,1463.6133,2163801.572989225,-9.536743e-06,2182.488875516762,0.009999998,1.0,-2.773958840407431e-13,3.5044917e-18,2163801.572989225,100
0.01,-262.97726,100.0,1.0,1.0,3.1832314562052486e-13,0.01,188.51,100.0,,1.0,1364.625,1881011.6285447394,7.6293945e-06,1875.3488006567507,0.009999998,1.0,3.1832314562052486e-13,3.5044917e-18,1881011.6285447394,100
0.01,-252.34836,100.0,1.0,1.0,1.2505552149377764e-13,0.01,201.15,100.0,,1.0,1481.5941,2217294.1399689517,7.6293945e-06,2001.6114191742945,0.009999998,1.0,1.2505552149377764e-13,3.5044917e-18,2217294.1399689517,100
0.01,-250.90779,100.0,1.0,1.0,-1.8644641386345028e-13,0.01,202.88,100.0,,1.0,1318.3423,1755582.4450839583,3.8146973e-06,2018.6910044127487,0.009999998,1.0,-1.8644641386345028e-13,3.5044917e-18,1755582.4450839583,100
0.01,-259.83484,100.0,1.0,1.0,-5.911715561524034e-14,0.01,192.28,100.0,,1.0,1337.6957,1807504.8646826784,5.722046e-06,1912.6081437105865,0.009999998,1.0,-5.911715561524034e-14,3.5044917e-18,1807504.8646826784,100
0.01,-243.78488,100.0,1.0,1.0,6.230038707144559e-13,0.01,211.36,100.0,,1.0,1365.4209,1883206.272572787,-3.8146973e-06,2103.389446345602,0.009999998,1.0,6.230038707144559e-13,3.5044917e-18,1883206.272572787,100
0.01,-254.04567,100.0,1.0,1.0,6.593836587853729e-14,0.01,199.12,100.0,,1.0,1461.9886,2159000.7824807307,3.8146973e-06,1981.3260912012117,0.009999998,1.0,6.593836587853729e-14,3.5044917e-18,2159000.7824807307,100
0.01,-251.91748,100.0,1.0,1.0,-6.821210263296962e-14,0.01,201.64,100.0,,1.0,1491.9718,2248464.76140165,3.8146973e-06,2006.6263253704506,0.009999998,1.0,-6.821210263296962e-14,3.5044917e-18,2248464.76140165,100
0.01,-265.37436,100.0,1.0,1.0,-8.640199666842818e-14,0.01,185.62,100.0,,1.0,1420.5383,2038312.4271933923,1.2397766e-05,1846.4238671074263,0.009999998,1.0,-8.640199666842818e-14,3.5044917e-18,2038312.4271933923,100
0.01,-258.00507,100.0,1.0,1.0,-2.1145751816220583e-13,0.01,194.42,100.0,,1.0,1425.0125,2051172.3075991157,-9.536743e-07,1934.2327283622435,0.009999998,1.0,-2.1145751816220583e-13,3.5044917e-18,2051172.3075991157,100
0.01,-276.6634,100.0,1.0,1.0,1.3187673175707459e-13,0.01,172.28,100.0,,1.0,1248.5791,1574696.878396176,4.7683716e-06,1712.7322851048013,0.009999998,1.0,1.3187673175707459e-13,3.5044917e-18,1574696.878396176,100
0.01,-243.31348,100.0,1.0,1.0,2.0691004465334118e-13,0.01,211.87,100.0,,1.0,1461.4928,2157536.815702737,1.8119812e-05,2108.789438933952,0.009999998,1.0,2.0691004465334118e-13,3.5044917e-18,2157536.815702737,100
0.01,-253.21582,100.0,1.0,1.0,1.568878360558301e-13,0.01,200.11,100.0,,1.0,1502.3395,2279822.3694699495,2.861023e-05,1991.3320331842924,0.009999998,1.0,1.568878360558301e-13,3.5044917e-18,2279822.3694699495,100
0.01,-246.48802,100.0,1.0,1.0,5.911715561524034e-14,0.01,208.12,100.0,,1.0,1257.7405,1597889.964913495,1.7166138e-05,2070.8506451379944,0.009999998,1.0,5.911715561524034e-14,3.5044917e-18,1597889.964913495,100
0.01,-249.41286,100.0,1.0,1.0,3.751665644813329e-13,0.01,204.64,100.0,,1.0,1479.8159,2211975.050347281,-5.2452087e-06,2036.5186621663493,0.009999998,1.0,3.751665644813329e-13,3.5044917e-18,2211975.050347281,100
0.01,-256.54196,100.0,1.0,1.0,5.911715561524034e-14,0.01,196.19,100.0,,1.0,1339.1093,1811326.6972239981,1.9073486e-06,1951.6903809352311,0.009999998,1.0,5.911715561524034e-14,3.5044917e-18,1811326.6972239981,100
0.01,-245.71597,100.0,1.0,1.0,-2.319211489520967e-13,0.01,209.04,100.0,,1.0,1371.7107,1900596.4538057032,-1.5735626e-05,2080.389912816068,0.009999998,1.0,-2.319211489520967e-13,3.5044917e-18,1900596.4538057032,100
0.01,-263.91354,100.0,1.0,1.0,-1.3642420526593923e-14,0.01,187.44,100.0,,1.0,1389.6533,1950642.8912451318,,1864.2234110190598,0.009999998,1.0,-1.3642420526593923e-14,3.5044917e-18,1950642.8912451318,100
0.01,-246.22641,100.0,1.0,1.0,-1.4097167877480388e-13,0.01,208.41,100.0,,1.0,1504.7767,2287225.1256221314,-7.6293945e-06,2074.2105716393053,0.009999998,1.0,-1.4097167877480388e-13,3.5044917e-18,2287225.1256221314,100
0.01,-264.26532,100.0,1.0,1.0,1.20508047984913e-13,0.01,187.0,100.0,,1.0,1349.0358,1838280.3442547435,2.002716e-05,1859.929451621496,0.009999998,1.0,1.20508047984913e-13,3.5044917e-18,1838280.3442547435,100
0.01,-246.665,100.0,1.0,1.0,3.0013325158506633e-13,0.01,207.9,100.0,,1.0,1492.8488,2251108.452136364,,2069.1223756745367,0.009999998,1.0,3.0013325158506633e-13,3.5044917e-18,2251108.452136364,100
0.01,-231.885,100.0,1.0,1.0,1.2732925824820997e-13,0.01,225.45,100.0,,1.0,1437.0808,2086062.0851972823,,2244.7819027295445,0.009999998,1.0,1.2732925824820997e-13,3.5044917e-18,2086062.0851972823,100
0.01,-252.3862,100.0,1.0,1.0,-2.0008883439004421e-13,0.01,201.1,100.0,,1.0,1351.2722,1844380.5565963828,,2000.9926774551298,0.009999998,1.0,-2.0008883439004421e-13,3.5044917e-18,1844380.5565963828,100
0.01,-264.31067,100.0,1.0,1.0,3.183231456205249e-14,0.01,186.93,100.0,,1.0,1417.027,2028248.3103590107,-2.2888184e-05,1859.4278670935307,0.009999998,1.0,3.183231456205249e-14,3.5044917e-18,2028248.3103590107,100
0.01,-248.64813,100.0,1.0,1.0,8.185452315956354e-14,0.01,205.55,100.0,,1.0,1418.1448,2031449.0604000874,,2045.3956494334975,0.009999998,1.0,8.185452315956354e-14,3.5044917e-18,2031449.0604000874,100
0.01,-253.13345,100.0,1.0,1.0,4.0245140553452075e-13,0.01,200.21,100.0,,1.0,1423.3477,2046382.5753237377,-1.9073486e-05,1992.3111900232436,0.009999998,1.0,4.0245140553452075e-13,3.5044917e-18,2046382.5753237377,100
0.01,-253.66046,100.0,1.0,1.0,-4.18367562815547e-13,0.01,199.58,100.0,,1.0,1408.7991,2004762.460099624,-7.6293945e-06,1985.9071494592768,0.009999998,1.0,-4.18367562815547e-13,3.5044917e-18,2004762.460099624,100
0.01,-275.83932,100.0,1.0,1.0,-1.1368683772161604e-14,0.01,173.25,100.0,,1.0,1302.3735,1713309.806078222,5.722046e-06,1722.3315493053053,0.009999998,1.0,-1.1368683772161604e-14,3.5044917e-18,1713309.806078222,100
0.01,-264.19778,100.0,1.0,1.0,8.86757334228605e-14,0.01,187.1,100.0,,1.0,1443.1707,2103779.4989427133,7.6293945e-06,1860.8468133698073,0.009999998,1.0,8.86757334228605e-14,3.5044917e-18,2103779.4989427133,100
