EpsThisIter,VarDiscRet,MinNormIw,VarRet,Bound,MinVanillaIw,J,eRenyi2,AvgEpLen,MaxNormIw,ESSRenyi,VarNormIw,AvgRet,MaxVanillaIw,AvgVanillaIw,IterType,VarJ,VarVanillaIw,VanillaAvgRet,ESSClassic,AvgNormIw,AvgDiscRet,Delta,BatchSize
100,58481.8713855,0.00144054,58481.8713855,-980.172,0.143621,-661.012,1.13735,500.0,0.0169247,87.9236205807,1.3375e-05,-708.54239727,1.68738,0.996996,1,133.395,0.132948,-708.54239727,88.3070476758,0.01,-708.54239727,0.3,100
100,18132.3070708,0.00194786,18132.3070708,-848.19,0.189803,-627.438,1.20923,500.0,0.0218885,82.6972410028,2.5929e-05,-668.770784829,2.13286,0.974419,1,100.667,0.246194,-668.770784829,79.5736792753,0.01,-668.770784829,0.3,100
100,28954.1572701,0.00313323,28954.1572701,-935.94,0.311823,-628.047,1.05684,500.0,0.0178609,94.6214727349,6.62469e-06,-645.443510747,1.77754,0.995212,1,134.698,0.0656141,-645.443510747,93.8451966945,0.01,-645.443510747,0.3,100
100,15798.9283115,0.00238831,15798.9283115,-819.776,0.247142,-614.924,1.17544,500.0,0.0200907,85.0743301846,2.1764e-05,-647.076420921,2.07897,1.0348,1,89.8354,0.23305,-647.076420921,82.2731240515,0.01,-647.076420921,0.3,100
100,3564.75885301,0.00198342,3564.75885301,-710.555,0.196089,-587.999,1.10474,500.0,0.0218276,90.5190146832,1.34536e-05,-599.245595583,2.15797,0.988641,1,61.4847,0.131497,-599.245595583,88.2464396952,0.01,-599.245595583,0.3,100
100,3540.95612558,0.00244929,3540.95612558,-694.687,0.249898,-577.729,1.11276,500.0,0.0196416,89.8665747354,1.07465e-05,-589.348630837,2.00401,1.02029,1,63.2009,0.11187,-589.348630837,90.3840128563,0.01,-589.348630837,0.3,100
100,3787.34511698,0.00317549,3787.34511698,-684.612,0.324791,-564.341,1.15349,500.0,0.0335222,86.693295605,2.21072e-05,-580.174685755,3.42868,1.02281,1,68.1621,0.231271,-580.174685755,82.0438140159,0.01,-580.174685755,0.3,100
100,4490.87663351,0.00434305,4490.87663351,-719.492,0.427544,-567.446,1.0399,500.0,0.014461,96.1632409753,4.94542e-06,-573.552586822,1.42359,0.984431,1,56.4757,0.0479263,-573.552586822,95.3325448672,0.01,-573.552586822,0.3,100
100,4538.00288778,0.00494425,4538.00288778,-713.053,0.508929,-559.423,1.03508,500.0,0.0166392,96.6105602845,4.35666e-06,-565.059102897,1.71272,1.02933,1,58.1136,0.04616,-565.059102897,95.8652507527,0.01,-565.059102897,0.3,100
100,22079.5320775,0.00263147,22079.5320775,-871.001,0.264758,-566.869,1.0323,500.0,0.0132096,96.87065114,3.20954e-06,-580.430173694,1.32904,1.00612,1,64.4641,0.0324895,-580.430173694,96.9204168776,0.01,-580.430173694,0.3,100
100,2955.63262505,0.0017163,2955.63262505,-670.034,0.169765,-553.378,1.12128,500.0,0.019614,89.1836607984,1.6002e-05,-566.479803673,1.94008,0.989132,1,54.8116,0.156561,-566.479803673,86.3244794908,0.01,-566.479803673,0.3,100
100,2683.35595997,0.00452741,2683.35595997,-673.21,0.456407,-551.641,1.03765,500.0,0.0164583,96.3719531529,4.13131e-06,-556.435660143,1.65915,1.0081,1,50.2584,0.0419848,-556.435660143,96.070717894,0.01,-556.435660143,0.3,100
100,2706.57593071,0.00381005,2706.57593071,-660.945,0.395961,-545.394,1.0603,500.0,0.0155476,94.3132490729,5.94183e-06,-552.21966019,1.6158,1.03926,1,48.3154,0.0641748,-552.21966019,94.444388643,0.01,-552.21966019,0.3,100
100,2347.34893658,0.00536569,2347.34893658,-646.449,0.55081,-539.098,1.04909,500.0,0.0176682,95.3208447987,5.80705e-06,-543.986922688,1.81371,1.02654,1,48.4417,0.0611938,-543.986922688,94.5635539412,0.01,-543.986922688,0.3,100
100,2542.46107114,0.00290399,2542.46107114,-642.146,0.284199,-531.734,1.09763,500.0,0.0203771,91.1050332969,1.31435e-05,-541.715188001,1.9942,0.97865,1,52.8634,0.125882,-541.715188001,88.4861610019,0.01,-541.715188001,0.3,100
100,2101.77015043,0.00381712,2101.77015043,-640.757,0.373191,-534.614,1.05287,500.0,0.0167121,94.9784734461,5.85161e-06,-540.306101444,1.63391,0.977677,1,43.2065,0.0559328,-540.306101444,94.5241299643,0.01,-540.306101444,0.3,100
100,2333.1699885,0.00396819,2333.1699885,-623.283,0.398503,-520.617,1.07313,500.0,0.0195448,93.1851676584,8.19533e-06,-527.606816407,1.96277,1.00424,1,50.1228,0.0826502,-527.606816407,92.4955143367,0.01,-527.606816407,0.3,100
100,2977.52575971,0.00242868,2977.52575971,-631.673,0.242194,-516.788,1.1014,500.0,0.0159573,90.7938386753,1.18314e-05,-527.62990594,1.59131,0.997228,1,50.3011,0.117659,-527.62990594,89.514996396,0.01,-527.62990594,0.3,100
100,2468.49706046,0.0037544,2468.49706046,-621.778,0.361542,-518.879,1.05064,500.0,0.0155043,95.180125089,5.78397e-06,-523.677100931,1.49303,0.96298,1,50.151,0.0536366,-523.677100931,94.5839931943,0.01,-523.677100931,0.3,100
100,2789.69565492,0.00271484,2789.69565492,-624.159,0.273243,-514.357,1.07302,500.0,0.0194924,93.1948680324,8.60996e-06,-521.905782222,1.96187,1.00648,1,51.3158,0.0872187,-521.905782222,92.1456496502,0.01,-521.905782222,0.3,100
100,2040.37266899,0.00451369,2040.37266899,-613.54,0.430971,-511.41,1.09417,500.0,0.0350449,91.3936477521,1.53868e-05,-519.720498502,3.34612,0.95481,1,55.6706,0.140276,-519.720498502,86.7807245949,0.01,-519.720498502,0.3,100
100,2009.83465789,0.00443505,2009.83465789,-600.951,0.451341,-505.195,1.08054,500.0,0.0324892,92.5466103013,1.73944e-05,-511.563459865,3.30633,1.01767,1,50.3535,0.180145,-511.563459865,85.3093265511,0.01,-511.563459865,0.3,100
100,2209.73250826,0.00526986,2209.73250826,-608.269,0.540638,-505.991,1.07857,500.0,0.0164925,92.7149747263,7.06851e-06,-513.051566371,1.69198,1.02591,1,50.1278,0.0743948,-513.051566371,93.4598348138,0.01,-513.051566371,0.3,100
100,2455.11254188,0.00256534,2455.11254188,-594.196,0.261864,-491.639,1.08416,500.0,0.0156827,92.2371179771,8.83476e-06,-499.600533123,1.60085,1.02077,1,47.8717,0.0920565,-499.600533123,91.9570143095,0.01,-499.600533123,0.3,100
100,2736.45361748,0.00467813,2736.45361748,-588.752,0.460246,-492.002,1.04207,500.0,0.013176,95.9629610733,2.98053e-06,-495.855150361,1.29629,0.983825,1,51.1418,0.0288489,-495.855150361,97.1338198991,0.01,-495.855150361,0.3,100
100,1800.96479922,0.00469571,1800.96479922,-585.262,0.491951,-488.925,1.06377,500.0,0.0168704,94.0051096165,7.39356e-06,-495.139522129,1.76744,1.04766,1,39.6545,0.0811512,-495.139522129,93.1796055727,0.01,-495.139522129,0.3,100
100,2545.95285532,0.00349303,2545.95285532,-593.254,0.343375,-491.495,1.05344,500.0,0.0279071,94.9275279497,1.05916e-05,-496.303043846,2.74334,0.983027,1,55.6689,0.102351,-496.303043846,90.5094499667,0.01,-496.303043846,0.3,100
100,2333.91531871,0.00551126,2333.91531871,-592.12,0.536666,-494.821,1.04928,500.0,0.0148621,95.3035717958,3.86096e-06,-499.225732907,1.44722,0.973763,1,48.1655,0.0366102,-499.225732907,96.3184024787,0.01,-499.225732907,0.3,100
100,1922.55958523,0.00339454,1922.55958523,-570.286,0.338105,-476.043,1.08492,500.0,0.0169876,92.1726298556,9.23529e-06,-483.319806354,1.69201,0.996027,1,46.5578,0.0916205,-483.319806354,91.6229883896,0.01,-483.319806354,0.3,100
100,1918.3016917,0.00172716,1918.3016917,-569.455,0.16167,-476.971,1.09945,500.0,0.0183706,90.9544603597,1.2389e-05,-485.175535846,1.71957,0.936045,1,49.5741,0.10855,-485.175535846,89.0748806305,0.01,-485.175535846,0.3,100
100,1738.48322793,0.00350755,1738.48322793,-559.439,0.350383,-470.317,1.04176,500.0,0.017441,95.9911055605,5.03364e-06,-473.861950637,1.74225,0.998938,1,43.9106,0.0502295,-473.861950637,95.2532509732,0.01,-473.861950637,0.3,100
100,2333.03375979,0.00404798,2333.03375979,-570.957,0.392984,-478.649,1.04742,500.0,0.0145985,95.4723896175,5.21542e-06,-482.866780672,1.41724,0.970814,1,51.3079,0.0491542,-482.866780672,95.090238368,0.01,-482.866780672,0.3,100
100,1644.25874522,0.00271055,1644.25874522,-552.118,0.285724,-463.018,1.08716,500.0,0.0282588,91.9828824236,1.17047e-05,-470.112244017,2.97881,1.05412,1,45.9606,0.130059,-470.112244017,89.615648376,0.01,-470.112244017,0.3,100
100,2305.0448088,0.0033206,2305.0448088,-553.974,0.350949,-463.268,1.08526,500.0,0.0183877,92.1440884976,9.17572e-06,-470.653184447,1.94336,1.05688,1,50.7696,0.102493,-470.653184447,91.6725213301,0.01,-470.653184447,0.3,100
100,2318.46285128,0.00175906,2318.46285128,-571.064,0.18072,-472.858,1.05954,500.0,0.016466,94.3801419132,7.31207e-06,-478.463710964,1.69166,1.02737,1,48.5775,0.0771776,-478.463710964,93.2497127745,0.01,-478.463710964,0.3,100
100,2626.21164273,0.00158983,2626.21164273,-551.563,0.164041,-453.859,1.14235,500.0,0.0191909,87.5386293079,1.79657e-05,-466.595548995,1.98015,1.03182,1,52.8156,0.191271,-466.595548995,84.8996758788,0.01,-466.595548995,0.3,100
100,2321.54564273,0.00237725,2321.54564273,-549.524,0.24369,-457.98,1.08167,500.0,0.0162338,92.4493488568,7.37977e-06,-464.447117137,1.66411,1.02509,1,49.728,0.0775478,-464.447117137,93.19143919,0.01,-464.447117137,0.3,100
100,2001.48705629,0.0040947,2001.48705629,-550.986,0.413972,-459.612,1.04137,500.0,0.016016,96.0273014632,4.60494e-06,-463.003189807,1.61921,1.011,1,44.8917,0.0470676,-463.003189807,95.6399169607,0.01,-463.003189807,0.3,100
100,1910.23783926,0.00296185,1910.23783926,-541.465,0.294021,-451.877,1.07292,500.0,0.0156019,93.2037419679,9.08073e-06,-458.4872153,1.54879,0.992693,1,43.9962,0.089485,-458.4872153,91.7515934048,0.01,-458.4872153,0.3,100
100,1655.64028184,0.0056201,1655.64028184,-540.653,0.556403,-451.726,1.0262,500.0,0.0128656,97.4469766792,2.62087e-06,-453.835242162,1.27373,0.990023,1,40.9277,0.0256884,-453.835242162,97.470983005,0.01,-453.835242162,0.3,100
100,2815.15870772,0.00196668,2815.15870772,-534.368,0.213725,-440.47,1.1561,500.0,0.0211496,86.4976071039,1.82104e-05,-452.642978195,2.29838,1.08673,1,57.5817,0.21506,-452.642978195,84.7254780686,0.01,-452.642978195,0.3,100
100,1642.88580751,0.00326159,1642.88580751,-535.865,0.322682,-449.836,1.06101,500.0,0.0165396,94.249828884,8.57767e-06,-454.727143969,1.63633,0.989341,1,42.2037,0.0839578,-454.727143969,92.1727996294,0.01,-454.727143969,0.3,100
100,1868.25894872,0.00258126,1868.25894872,-529.626,0.235457,-441.713,1.12898,500.0,0.0205554,88.5751791226,1.5892e-05,-450.387193575,1.87501,0.912178,1,45.6534,0.132232,-450.387193575,86.4056816253,0.01,-450.387193575,0.3,100
100,1790.25212709,0.00412531,1790.25212709,-514.556,0.404286,-430.198,1.06308,500.0,0.0164044,94.0663442612,7.14472e-06,-435.418595323,1.60766,0.980015,1,41.9867,0.06862,-435.418595323,93.393957752,0.01,-435.418595323,0.3,100
100,1277.89516678,0.00199742,1277.89516678,-524.46,0.189223,-441.735,1.06753,500.0,0.0180544,93.6742839065,9.08946e-06,-447.211748147,1.71037,0.947339,1,36.3284,0.0815735,-447.211748147,91.7442922774,0.01,-447.211748147,0.3,100
100,1893.5519414,0.00378672,1893.5519414,-514.759,0.375917,-428.644,1.08152,500.0,0.0159824,92.4626368018,7.6784e-06,-434.993894609,1.58661,0.992724,1,41.2477,0.0756708,-434.993894609,92.9353802313,0.01,-434.993894609,0.3,100
100,2291.93876395,0.00294554,2291.93876395,-515.623,0.291573,-426.11,1.07481,500.0,0.0187581,93.0401206994,7.76625e-06,-432.097709145,1.85683,0.98988,1,52.1294,0.0760985,-432.097709145,92.8603694906,0.01,-432.097709145,0.3,100
100,1711.38754533,0.00402747,1711.38754533,-521.283,0.393114,-428.33,1.03604,500.0,0.0135123,96.5212191491,4.94926e-06,-431.532890092,1.31891,0.976082,1,39.1423,0.0471534,-431.532890092,95.329102234,0.01,-431.532890092,0.3,100
100,1972.80702,0.0026338,1972.80702,-526.481,0.262126,-429.096,1.04429,500.0,0.0144938,95.7586272121,4.84422e-06,-433.018526882,1.44248,0.995237,1,44.6337,0.0479818,-433.018526882,95.4236736514,0.01,-433.018526882,0.3,100
100,2338.78352162,0.0025779,2338.78352162,-505.125,0.256214,-415.887,1.09593,500.0,0.0199213,91.2466160271,1.36437e-05,-423.891022084,1.97995,0.993888,1,47.9979,0.134775,-423.891022084,88.1000652494,0.01,-423.891022084,0.3,100
100,1724.70840881,0.0013789,1724.70840881,-498.365,0.136775,-417.051,1.0586,500.0,0.0155082,94.4645829659,6.25507e-06,-421.860959054,1.53829,0.991918,1,42.6176,0.0615438,-421.860959054,94.1685731636,0.01,-421.860959054,0.3,100
100,1775.6572462,0.00329642,1775.6572462,-500.687,0.337671,-408.592,1.065,500.0,0.0154161,93.896445816,7.28843e-06,-414.55436249,1.57916,1.02436,1,38.7489,0.0764782,-414.55436249,93.2700440237,0.01,-414.55436249,0.3,100
100,1634.75603949,0.00178613,1634.75603949,-490.963,0.174148,-407.581,1.10585,500.0,0.0194401,90.428256933,1.32773e-05,-415.624524755,1.89542,0.975003,1,44.2318,0.126218,-415.624524755,88.3825199451,0.01,-415.624524755,0.3,100
100,2086.13749654,0.00300172,2086.13749654,-490.239,0.295427,-407.649,1.08739,500.0,0.0166179,91.9634909039,1.05827e-05,-414.289776049,1.63552,0.984192,1,45.0166,0.102507,-414.289776049,90.516723936,0.01,-414.289776049,0.3,100
100,1739.67547214,0.00349964,1739.67547214,-489.433,0.352518,-406.877,1.06901,500.0,0.0172456,93.5442111002,7.09713e-06,-412.131822676,1.73715,1.0073,1,43.7319,0.0720111,-412.131822676,93.4351345698,0.01,-412.131822676,0.3,100
100,1930.88570216,0.00178501,1930.88570216,-479.15,0.173743,-398.928,1.06622,500.0,0.0152673,93.789312237,9.48046e-06,-404.224880791,1.48603,0.973345,1,43.3287,0.089818,-404.224880791,91.419664913,0.01,-404.224880791,0.3,100
100,2213.66510132,0.00333519,2213.66510132,-479.871,0.334847,-399.108,1.06346,500.0,0.0148183,94.0327391361,6.52898e-06,-404.157225037,1.48773,1.00398,1,46.9422,0.0658109,-404.157225037,93.9287360816,0.01,-404.157225037,0.3,100
100,2487.65026769,0.0025096,2487.65026769,-474.618,0.260265,-388.889,1.11868,500.0,0.016783,89.3912299578,1.27721e-05,-398.232824755,1.74053,1.03708,1,48.2809,0.137367,-398.232824755,88.7749913402,0.01,-398.232824755,0.3,100
100,2244.32962329,0.00188955,2244.32962329,-483.006,0.182165,-392.14,1.08549,500.0,0.0207843,92.1239308721,1.3585e-05,-398.49981223,2.00374,0.964066,1,50.1179,0.126262,-398.49981223,88.145211805,0.01,-398.49981223,0.3,100
100,1662.08339661,0.0024605,1662.08339661,-475.936,0.24803,-396.308,1.06588,500.0,0.0143814,93.8188820637,7.22922e-06,-401.316644891,1.44971,1.00805,1,39.8642,0.0734603,-401.316644891,93.3210719099,0.01,-401.316644891,0.3,100
100,1850.76247632,0.00259309,1850.76247632,-468.747,0.267808,-384.005,1.09696,500.0,0.0284129,91.1609518609,1.58269e-05,-390.93057603,2.93442,1.03278,1,45.5784,0.168814,-390.93057603,86.4538583957,0.01,-390.93057603,0.3,100
100,2155.97449887,0.0054556,2155.97449887,-481.04,0.538547,-400.584,1.05814,500.0,0.0222392,94.5051087417,6.56397e-06,-404.686037808,2.19533,0.987144,1,48.7456,0.0639628,-404.686037808,93.898168479,0.01,-404.686037808,0.3,100
100,1807.32079338,0.00249981,1807.32079338,-473.618,0.249691,-394.536,1.05101,500.0,0.0146326,95.146766407,4.81437e-06,-398.517434071,1.46157,0.998842,1,42.1936,0.0480323,-398.517434071,95.4506167067,0.01,-398.517434071,0.3,100
100,1392.83440917,0.00584156,1392.83440917,-459.91,0.570673,-385.953,1.04811,500.0,0.0173581,95.4094740837,5.62149e-06,-389.219687901,1.69575,0.976918,1,38.5326,0.0536498,-389.219687901,94.7281320992,0.01,-389.219687901,0.3,100
100,1598.41829053,0.0041462,1598.41829053,-472.895,0.417677,-390.166,1.04345,500.0,0.0179766,95.8354911321,5.77137e-06,-393.576120002,1.81092,1.00737,1,42.2137,0.058568,-393.576120002,94.5951296169,0.01,-393.576120002,0.3,100
100,2294.51077392,0.00644118,2294.51077392,-474.261,0.651472,-385.627,1.05352,500.0,0.0224632,94.9202237954,5.42345e-06,-389.741693824,2.27197,1.01142,1,48.2764,0.0554799,-389.741693824,94.9043737726,0.01,-389.741693824,0.3,100
100,1475.11235669,0.00278227,1475.11235669,-451.041,0.280412,-373.733,1.08493,500.0,0.0172229,92.172204491,1.07015e-05,-380.166322286,1.73582,1.00786,1,38.0383,0.108702,-380.166322286,90.4204885623,0.01,-380.166322286,0.3,100
100,1764.23629181,0.00385078,1764.23629181,-456.355,0.371583,-376.956,1.04364,500.0,0.0149484,95.8188957661,4.94841e-06,-380.259341964,1.44245,0.964953,1,40.192,0.0460764,-380.259341964,95.3298751358,0.01,-380.259341964,0.3,100
100,1507.59011069,0.00469236,1507.59011069,-451.961,0.477029,-378.361,1.02267,500.0,0.0155106,97.7832963078,3.48461e-06,-380.08916821,1.57682,1.01661,1,39.5014,0.0360132,-380.08916821,96.6652710378,0.01,-380.08916821,0.3,100
100,1787.15249644,0.0038842,1787.15249644,-451.173,0.384741,-374.308,1.05992,500.0,0.0143538,94.3468003592,6.85851e-06,-378.618457664,1.42179,0.990528,1,38.7365,0.0672919,-378.618457664,93.6418099384,0.01,-378.618457664,0.3,100
100,1492.49442472,0.00389013,1492.49442472,-450.343,0.380856,-376.625,1.04916,500.0,0.0148194,95.3144763424,5.67234e-06,-379.919120511,1.45087,0.979034,1,37.4595,0.0543697,-379.919120511,94.6829891359,0.01,-379.919120511,0.3,100
100,1215.85835559,0.00675854,1215.85835559,-444.058,0.676147,-372.304,1.03032,500.0,0.017386,97.0570856314,3.95043e-06,-374.269073573,1.73935,1.00043,1,35.9819,0.0395386,-374.269073573,96.2362489828,0.01,-374.269073573,0.3,100
100,1640.04804691,0.00563812,1640.04804691,-461.795,0.550259,-380.46,1.02904,500.0,0.0137415,97.1776615546,3.38683e-06,-382.7163085,1.34112,0.975962,1,40.0246,0.0322596,-382.7163085,96.7558308652,0.01,-382.7163085,0.3,100
100,1945.16115902,0.00446165,1945.16115902,-459.314,0.43824,-380.624,1.03775,500.0,0.0149113,96.3622000372,4.29195e-06,-383.225192678,1.46465,0.982238,1,44.284,0.0414084,-383.225192678,95.9241449693,0.01,-383.225192678,0.3,100
100,1851.97954738,0.00494787,1851.97954738,-466.58,0.487596,-379.95,1.03583,500.0,0.0174908,96.5406362543,4.86835e-06,-382.808551456,1.72366,0.985468,1,43.1351,0.0472788,-382.808551456,95.4019570611,0.01,-382.808551456,0.3,100
100,1794.0760146,0.00336273,1794.0760146,-447.82,0.333552,-371.616,1.04152,500.0,0.0171116,96.0135627069,5.01946e-06,-374.856839866,1.69732,0.991909,1,40.1324,0.0493857,-374.856839866,95.2659731009,0.01,-374.856839866,0.3,100
100,1682.42827993,0.00426721,1682.42827993,-462.056,0.41448,-378.907,1.04258,500.0,0.0140049,95.9161085306,4.9875e-06,-382.120631956,1.36031,0.971313,1,41.9175,0.0470546,-382.120631956,95.2947001945,0.01,-382.120631956,0.3,100
100,1400.69124422,0.00406931,1400.69124422,-451.969,0.399582,-376.851,1.04306,500.0,0.0172208,95.871942289,4.50196e-06,-380.185844276,1.69098,0.98194,1,36.1557,0.0434082,-380.185844276,95.7332306139,0.01,-380.185844276,0.3,100
100,2076.1838803,0.00603863,2076.1838803,-460.762,0.608625,-376.016,1.04429,500.0,0.0337995,95.7592612231,1.0003e-05,-379.341241943,3.40661,1.00789,1,46.1801,0.101614,-379.341241943,90.9893436943,0.01,-379.341241943,0.3,100
100,1771.93223222,0.0046059,1771.93223222,-452.772,0.457396,-377.797,1.03309,500.0,0.0139373,96.7967870596,3.16907e-06,-380.065074816,1.38407,0.993065,1,41.5308,0.0312527,-380.065074816,96.9580699575,0.01,-380.065074816,0.3,100
100,2368.52003655,0.00337105,2368.52003655,-464.489,0.332115,-382.949,1.03576,500.0,0.0154236,96.5473251896,4.12204e-06,-386.071845641,1.51953,0.985197,1,46.4043,0.0400091,-386.071845641,96.0791879325,0.01,-386.071845641,0.3,100
100,1491.81481182,0.00391943,1491.81481182,-443.753,0.387375,-368.291,1.02644,500.0,0.0131102,97.4237874968,2.56872e-06,-370.292374051,1.29574,0.988345,1,37.2765,0.0250919,-370.292374051,97.5200066726,0.01,-370.292374051,0.3,100
100,1634.17890751,0.00594934,1634.17890751,-453.538,0.610177,-375.385,1.03458,500.0,0.0159836,96.6578488712,3.67524e-06,-378.01460901,1.63931,1.02562,1,38.1499,0.0386598,-378.01460901,96.4892590689,0.01,-378.01460901,0.3,100
100,1466.95417339,5.51196e-14,1466.95417339,-436.989,1.51752e-12,-363.205,1.0,500.0,0.160968,99.9998331073,0.000780397,-377.4953599,4.43167,0.275314,1,103.849,0.591523,-377.4953599,11.4600930961,0.01,-377.4953599,0.3,100
100,1984.84688798,,1984.84688798,-431.863,,-354.423,1.0,500.0,0.295794,99.9998331073,0.00134877,-393.134911438,2.95528,0.0999101,1,110.905,0.134635,-393.134911438,6.96725702694,0.01,-393.134911438,0.3,100
100,1835.42206637,0.00463616,1835.42206637,-452.622,0.466438,-375.805,1.03473,500.0,0.0130907,96.643205391,3.98366e-06,-378.418888013,1.31703,1.00609,1,42.7001,0.0403231,-378.418888013,96.2057936367,0.01,-378.418888013,0.3,100
100,1487.74521308,0.00153293,1487.74521308,-446.146,0.151024,-372.549,1.09315,500.0,0.0201885,91.4788421982,1.31137e-05,-379.035085837,1.98896,0.985194,1,39.0457,0.127282,-379.035085837,88.5092400003,0.01,-379.035085837,0.3,100
100,1853.01051466,0.000891019,1853.01051466,-442.079,0.195546,-341.687,1.49112,500.0,0.559765,67.0635183314,0.00308957,-376.264896735,122.848,2.19463,1,136.772,148.806,-376.264896735,3.16588708879,0.01,-376.264896735,0.3,100
100,1933.46275486,0.00230541,1933.46275486,-454.558,0.232932,-372.782,1.05338,500.0,0.0170915,94.9322977394,6.38386e-06,-377.560338518,1.72688,1.01037,1,41.5973,0.0651701,-377.560338518,94.055647818,0.01,-377.560338518,0.3,100
100,1814.98973348,0.00297941,1814.98973348,-451.181,0.309499,-370.612,1.12578,500.0,0.0192465,88.8276040258,1.4918e-05,-379.557249289,1.99932,1.03879,1,46.2144,0.160979,-379.557249289,87.1316518477,0.01,-379.557249289,0.3,100
100,2186.44161273,0.00718638,2186.44161273,-461.866,0.72123,-374.344,1.01631,500.0,0.0128958,98.3951192614,1.38275e-06,-375.723231243,1.29423,1.00361,1,45.3968,0.0139275,-375.723231243,98.6495715284,0.01,-375.723231243,0.3,100
