eRenyi2,Delta,MaxNormIw,MinNormIw,VarRet,AvgVanillaIw,AvgEpLen,Bound,MaxVanillaIw,VarDiscRet,VarNormIw,J,AvgDiscRet,VanillaAvgRet,VarVanillaIw,VarJ,MinVanillaIw,EpsThisIter,ESSRenyi,IterType,BatchSize,AvgNormIw,AvgRet,ESSClassic
1.0,0.6,0.01,0.01,202.167806081,1.0,34.92,2.40155,1.0,202.167806081,3.50449e-18,4.41813,4.41813393413,4.41813393413,,14.1473,1.0,100,500.0,2,500,0.01,4.41813393413,100.0
1.0,0.6,0.005,0.005,1285.23343893,1.0,47.22,7.04381,1.0,1285.23343893,2.1793e-19,11.8176,19.2171527374,19.2171527374,,28.125,1.0,100,500.0,2,500,0.005,19.2171527374,200.000000102
1.0,0.6,0.00333333,0.00333333,1323.83876036,1.0,38.4,-3.06105,1.0,1323.83876036,5.43914e-20,1.47582,-19.2078213087,-19.2078213087,,34.3237,1.0,100,500.0,2,500,0.00333333,-19.2078213087,299.999969474
1.0,0.6,0.0025,0.0025,233.139073345,1.0,65.14,-2.37732,1.0,233.139073345,5.4346e-20,1.55173,1.77945879185,1.77945879185,,30.6807,1.0,100,500.0,2,500,0.0025,1.77945879185,400.0
1.11165,0.6,0.099992,1.42059e-08,1018.0119183,9821.82,32.56,78.9741,491052.0,1018.0119183,0.000196361,82.6793,-8.017671435,-8.017671435,4.73564e+09,0.0424344,0.0697638,100,449.780412829,1,500,0.002,-8.017671435,10.0015984984
1.0,0.6,0.01,0.01,613.294442276,1.0,32.8,-10.6722,1.0,613.294442276,3.50449e-18,-6.73687,-6.73687189532,-6.73687189532,,24.6406,1.0,100,500.0,2,500,0.01,-6.73687189532,100.0
1.0,0.6,0.005,0.005,2591.71285424,1.0,100.6,-10.1589,1.0,2591.71285424,2.1793e-19,-1.52301,3.6908575136,3.6908575136,,40.1704,1.0,100,500.0,2,500,0.005,3.6908575136,200.000000102
1.0,0.6,0.00333333,0.00333333,1089.24483795,1.0,33.64,-10.2789,1.0,1089.24483795,5.43914e-20,-3.22771,-6.63712127667,-6.63712127667,,37.961,1.0,100,500.0,2,500,0.00333333,-6.63712127667,299.999969474
1.0,0.6,0.0025,0.0025,113.216468218,1.0,55.1,-7.49274,1.0,113.216468218,5.4346e-20,-1.38627,4.13806866292,4.13806866292,,33.451,1.0,100,500.0,2,500,0.0025,4.13806866292,400.0
1.07906,0.6,0.099987,6.36164e-08,4941.18049612,5916.38,96.08,208.673,295781.0,4941.18049612,0.000196341,216.902,19.2743112782,19.2743112782,1.71816e+09,0.19356,0.188189,100,463.364642979,1,500,0.002,19.2743112782,10.0025920767
1.0,0.6,0.01,0.01,207.971615974,1.0,34.0,0.14175,1.0,207.971615974,3.50449e-18,2.49025,2.49024745713,2.49024745713,,14.3489,1.0,100,500.0,2,500,0.01,2.49024745713,100.0
1.0,0.6,0.005,0.005,399.934568713,1.0,42.62,-0.55966,1.0,399.934568713,2.1793e-19,2.10433,1.71842174776,1.71842174776,,17.3512,1.0,100,500.0,2,500,0.005,1.71842174776,200.000000102
1.0,0.6,0.00333333,0.00333333,390.305266779,1.0,43.9,-1.93283,1.0,390.305266779,5.43914e-20,0.24231,-3.48174008712,-3.48174008712,,18.3424,1.0,100,500.0,2,500,0.00333333,-3.48174008712,299.999969474
1.0,0.6,0.0025,0.0025,1036.81954831,1.0,49.52,0.039722,1.0,1036.81954831,5.4346e-20,3.44865,13.0676712826,13.0676712826,,23.2333,1.0,100,500.0,2,500,0.0025,13.0676712826,400.0
1.07513,0.6,0.0833144,2.32268e-07,386.018222151,3332.09,27.34,80.3223,138806.0,386.018222151,0.000162917,83.4838,6.70989565214,6.70989565214,4.5221e+08,0.114497,0.386969,100,465.057931219,1,500,0.002,6.70989565214,12.0054691256
1.0,0.6,0.01,0.01,200.961421091,1.0,29.34,1.39962,1.0,200.961421091,3.50449e-18,4.07892,4.07891905854,4.07891905854,,14.105,1.0,100,500.0,2,500,0.01,4.07891905854,100.0
1.0,0.6,0.005,0.005,1031.85502632,1.0,48.84,-5.64136,1.0,1031.85502632,2.1793e-19,-1.33642,-6.75176755791,-6.75176755791,,25.2897,1.0,100,500.0,2,500,0.005,-6.75176755791,200.000000102
1.0,0.6,0.00333333,0.00333333,2048.8467215,1.0,70.74,-14.4759,1.0,2048.8467215,5.43914e-20,-8.08676,-21.5874424951,-21.5874424951,,34.549,1.0,100,500.0,2,500,0.00333333,-21.5874424951,299.999969474
1.0,0.6,0.0025,0.0025,394.827651723,1.0,57.8,-10.0172,1.0,394.827651723,5.4346e-20,-4.48398,6.32435141793,6.32435141793,,32.123,1.0,100,500.0,2,500,0.0025,6.32435141793,400.0
1.10021,0.6,0.0999871,1.6238e-08,2250.71750774,5659.49,47.56,117.216,282938.0,2250.71750774,0.000196341,122.408,-1.95829490703,-1.95829490703,1.57219e+09,0.109177,0.0459493,100,454.459157496,1,500,0.002,-1.95829490703,10.0025853758
1.0,0.6,0.01,0.01,126.920688217,1.0,51.16,-4.4394,1.0,126.920688217,3.50449e-18,-2.97262,-2.97261800645,-2.97261800645,,11.2094,1.0,100,500.0,2,500,0.01,-2.97261800645,100.0
1.0,0.6,0.005,0.005,345.871145839,1.0,38.56,-1.78253,1.0,345.871145839,2.1793e-19,0.0195446,3.01170735977,3.01170735977,,15.588,1.0,100,500.0,2,500,0.005,3.01170735977,200.000000102
1.0,0.6,0.00333333,0.00333333,518.830004614,1.0,50.58,-2.91575,1.0,518.830004614,5.43914e-20,-0.605995,-1.85707631503,-1.85707631503,,18.2753,1.0,100,500.0,2,500,0.00333333,-1.85707631503,299.999969474
1.0,0.6,0.0025,0.0025,2969.48160939,1.0,42.84,-12.6343,1.0,2969.48160939,5.4346e-20,-6.4017,-23.7888035966,-23.7888035966,,32.9577,1.0,100,500.0,2,500,0.0025,-23.7888035966,400.0
1.07003,0.6,0.0832933,3.105e-08,382.367355397,1626.62,33.86,34.6165,67743.2,382.367355397,0.000162832,40.3831,7.24606258526,7.24606258526,1.07709e+08,0.108933,0.0252533,100,467.277462705,1,500,0.002,7.24606258526,12.0115458001
1.0,0.6,0.01,0.01,824.942133246,1.0,45.64,13.2699,1.0,824.942133246,3.50449e-18,19.7275,19.7274689376,19.7274689376,,28.5778,1.0,100,500.0,2,500,0.01,19.7274689376,100.0
1.0,0.6,0.005,0.005,1615.49373667,1.0,112.98,13.7665,1.0,1615.49373667,2.1793e-19,19.4645,19.2015611115,19.2015611115,,34.7575,1.0,100,500.0,2,500,0.005,19.2015611115,200.000000102
1.0,0.6,0.00333333,0.00333333,1811.66927807,1.0,66.82,16.2766,1.0,1811.66927807,5.43914e-20,20.9291,23.8581234141,23.8581234141,,37.5171,1.0,100,500.0,2,500,0.00333333,23.8581234141,299.999969474
1.0,0.6,0.0025,0.0025,12211.0830366,1.0,51.82,13.4038,1.0,12211.0830366,5.4346e-20,27.257,46.2407018381,46.2407018381,,64.7921,1.0,100,500.0,2,500,0.0025,46.2407018381,400.0
1.07975,0.6,0.0833094,2.48348e-07,219.343088992,2452.26,32.26,326.361,102148.0,219.343088992,0.000162897,339.236,-5.70373315245,-5.70373315245,2.44899e+08,0.617063,0.304508,100,463.071662709,1,500,0.002,-5.70373315245,12.0068968207
1.0,0.6,0.01,0.01,951.293703902,1.0,41.76,0.519992,1.0,951.293703902,3.50449e-18,5.56125,5.56125571878,5.56125571878,,30.6884,1.0,100,500.0,2,500,0.01,5.56125571878,100.0
1.0,0.6,0.005,0.005,3493.82156348,1.0,146.78,-5.60802,1.0,3493.82156348,2.1793e-19,1.89611,-1.76904630892,-1.76904630892,,47.0507,1.0,100,500.0,2,500,0.005,-1.76904630892,200.000000102
1.0,0.6,0.00333333,0.00333333,1138.90162889,1.0,42.2,2.11662,1.0,1138.90162889,5.43914e-20,8.24372,20.9389382635,20.9389382635,,43.9575,1.0,100,500.0,2,500,0.00333333,20.9389382635,299.999969474
1.0,0.6,0.0025,0.0025,342.026578226,1.0,39.7,0.0116997,1.0,342.026578226,5.4346e-20,5.31792,-3.4594760374,-3.4594760374,,39.4909,1.0,100,500.0,2,500,0.0025,-3.4594760374,400.0
1.09002,0.6,0.0999912,3.40102e-08,6377.64350733,9049.55,126.5,181.526,452438.0,6377.64350733,0.000196357,188.721,18.2005327408,18.2005327408,4.02015e+09,0.103848,0.153889,100,458.70780637,1,500,0.002,18.2005327408,10.0017653333
1.0,0.6,0.01,0.01,441.031395908,1.0,33.98,-4.39062,1.0,441.031395908,3.50449e-18,-0.785164,-0.785163158012,-0.785163158012,,20.8955,1.0,100,500.0,2,500,0.01,-0.785163158012,100.0
1.0,0.6,0.005,0.005,636.678735962,1.0,35.32,-5.86501,1.0,636.678735962,2.1793e-19,-3.30338,-5.82159107282,-5.82159107282,,23.2338,1.0,100,500.0,2,500,0.005,-5.82159107282,200.000000102
1.0,0.6,0.00333333,0.00333333,485.845555995,1.0,51.28,-7.61729,1.0,485.845555995,5.43914e-20,-4.27512,-6.2186152264,-6.2186152264,,22.8493,1.0,100,500.0,2,500,0.00333333,-6.2186152264,299.999969474
1.0,0.6,0.0025,0.0025,829.19369516,1.0,41.12,-5.31808,1.0,829.19369516,5.4346e-20,-2.41798,3.15342975245,3.15342975245,,24.6402,1.0,100,500.0,2,500,0.0025,3.15342975245,400.0
1.09956,0.6,0.0833268,3.90956e-08,1682.34072938,10224.7,51.82,87.6941,425997.0,1682.34072938,0.000162967,91.1857,11.015405401,11.015405401,4.25934e+09,0.0414612,0.199871,100,454.72837153,1,500,0.002,11.015405401,12.0018789871
1.0,0.6,0.01,0.01,579.396720575,1.0,35.62,4.6597,1.0,579.396720575,3.50449e-18,9.32663,9.32662704895,9.32662704895,,23.95,1.0,100,500.0,2,500,0.01,9.32662704895,100.0
1.0,0.6,0.005,0.005,5875.01518933,1.0,80.52,15.0205,1.0,5875.01518933,2.1793e-19,29.2165,49.1062743441,49.1062743441,,59.9211,1.0,100,500.0,2,500,0.005,49.1062743441,200.000000102
1.0,0.6,0.00333333,0.00333333,302.734752346,1.0,35.12,10.5311,1.0,302.734752346,5.43914e-20,22.122,7.93307479475,7.93307479475,,50.9339,1.0,100,500.0,2,500,0.00333333,7.93307479475,299.999969474
1.0,0.6,0.0025,0.0025,714.660109169,1.0,37.22,8.16912,1.0,714.660109169,5.4346e-20,18.2071,6.46261928325,6.46261928325,,46.5677,1.0,100,500.0,2,500,0.0025,6.46261928325,400.0
1.07745,0.6,0.0833096,3.14367e-07,501.426868239,2567.86,37.44,236.496,106964.0,501.426868239,0.000162898,245.815,9.36267355124,9.36267355124,2.68532e+08,0.427168,0.403624,100,464.060027357,1,500,0.002,9.36267355124,12.0068251451
1.0,0.6,0.01,0.01,11588.5965025,1.0,94.22,21.1494,1.0,11588.5965025,3.50449e-18,48.7355,48.7355513466,48.7355513466,,107.111,1.0,100,500.0,2,500,0.01,48.7355513466,100.0
1.0,0.6,0.005,0.005,519.809918014,1.0,49.58,13.9595,1.0,519.809918014,2.1793e-19,33.4659,18.1961891322,18.1961891322,,78.9102,1.0,100,500.0,2,500,0.005,18.1961891322,200.000000102
1.0,0.6,0.00333333,0.00333333,810.504871945,1.0,60.98,6.59025,1.0,810.504871945,5.43914e-20,22.5171,0.619648162873,0.619648162873,,68.2527,1.0,100,500.0,2,500,0.00333333,0.619648162873,299.999969474
1.0,0.6,0.0025,0.0025,1536.07670342,1.0,63.66,4.34574,1.0,1536.07670342,5.4346e-20,18.1388,5.00391542309,5.00391542309,,62.7018,1.0,100,500.0,2,500,0.0025,5.00391542309,400.0
1.06825,0.6,0.0833106,3.62511e-07,292.626495031,2939.5,34.3,325.02,122446.0,292.626495031,0.000162902,337.771,8.77700647447,8.77700647447,3.51894e+08,0.581071,0.5328,100,468.055308656,1,500,0.002,8.77700647447,12.0065465773
1.0,0.6,0.01,0.01,778.802613991,1.0,83.36,9.00041,1.0,778.802613991,3.50449e-18,15.7484,15.7484434648,15.7484434648,,27.7671,1.0,100,500.0,2,500,0.01,15.7484434648,100.0
1.0,0.6,0.005,0.005,1252.99024216,1.0,45.5,7.58902,1.0,1252.99024216,2.1793e-19,12.8905,10.0325583962,10.0325583962,,31.8419,1.0,100,500.0,2,500,0.005,10.0325583962,200.000000102
1.0,0.6,0.00333333,0.00333333,943.332724946,1.0,37.62,6.55876,1.0,943.332724946,5.43914e-20,10.8874,6.88117817465,6.88117817465,,31.5478,1.0,100,500.0,2,500,0.00333333,6.88117817465,299.999969474
1.0,0.6,0.0025,0.0025,1070.12385447,1.0,34.7,4.67693,1.0,1070.12385447,5.4346e-20,8.42564,1.04038739828,1.04038739828,,32.0855,1.0,100,500.0,2,500,0.0025,1.04038739828,400.0
1.0859,0.6,0.0833184,8.05876e-08,1261.77766507,4631.27,39.66,88.3173,192935.0,1261.77766507,0.000162933,91.8113,-7.20108978423,-7.20108978423,8.73673e+08,0.0852793,0.186611,100,460.44838538,1,500,0.002,-7.20108978423,12.0043059119
1.0,0.6,0.01,0.01,117.563932385,1.0,33.72,-6.10017,1.0,117.563932385,3.50449e-18,-4.33907,-4.33907284835,-4.33907284835,,10.7883,1.0,100,500.0,2,500,0.01,-4.33907284835,100.0
1.0,0.6,0.005,0.005,330.227443598,1.0,47.18,-12.5317,1.0,330.227443598,2.1793e-19,-10.1016,-15.8641741255,-15.8641741255,,15.9645,1.0,100,500.0,2,500,0.005,-15.8641741255,200.000000102
1.0,0.6,0.00333333,0.00333333,3130.23540005,1.0,48.86,-16.6544,1.0,3130.23540005,5.43914e-20,-9.90136,-9.50081650652,-9.50081650652,,34.6838,1.0,100,500.0,2,500,0.00333333,-9.50081650652,299.999969474
1.0,0.6,0.0025,0.0025,489.511662724,1.0,37.88,-8.12787,1.0,489.511662724,5.4346e-20,-2.27959,20.5856962605,20.5856962605,,34.6071,1.0,100,500.0,2,500,0.0025,20.5856962605,400.0
1.08982,0.6,0.083318,1.3555e-07,380.419115828,3520.48,35.56,71.1864,146660.0,380.419115828,0.000162931,76.6471,-11.285977537,-11.285977537,5.04833e+08,0.0933853,0.238601,100,458.790796497,1,500,0.002,-11.285977537,12.0044276656
1.0,0.6,0.01,0.01,1155.47204521,1.0,29.62,-14.0237,1.0,1155.47204521,3.50449e-18,-5.99309,-5.99309191059,-5.99309191059,,33.8218,1.0,100,500.0,2,500,0.01,-5.99309191059,100.0
1.0,0.6,0.005,0.005,896.11463912,1.0,56.08,-19.5655,1.0,896.11463912,2.1793e-19,-13.887,-21.780901153,-21.780901153,,32.8306,1.0,100,500.0,2,500,0.005,-21.780901153,200.000000102
1.0,0.6,0.00333333,0.00333333,3430.95667045,1.0,58.64,-15.3221,1.0,3430.95667045,5.43914e-20,-9.84258,-1.7537352575,-1.7537352575,,43.3993,1.0,100,500.0,2,500,0.00333333,-1.7537352575,299.999969474
1.0,0.6,0.0025,0.0025,658.716251141,1.0,55.44,-8.98135,1.0,658.716251141,5.4346e-20,-4.23598,12.5838220844,12.5838220844,,40.8651,1.0,100,500.0,2,500,0.0025,12.5838220844,400.0
1.11194,0.6,0.0833274,2.05842e-08,474.883097338,10173.2,49.8,107.707,423853.0,474.883097338,0.000162969,112.183,1.80425316208,1.80425316208,4.21657e+09,0.0478306,0.104704,100,449.664973487,1,500,0.002,1.80425316208,12.0016958723
1.0,0.6,0.01,0.01,102.456154294,1.0,37.0,-7.25713,1.0,102.456154294,3.50449e-18,-5.35471,-5.35471179055,-5.35471179055,,10.0713,1.0,100,500.0,2,500,0.01,-5.35471179055,100.0
1.0,0.6,0.005,0.005,642.198411256,1.0,48.2,-15.9944,1.0,642.198411256,2.1793e-19,-12.1016,-18.8485507203,-18.8485507203,,20.3501,1.0,100,500.0,2,500,0.005,-18.8485507203,200.000000102
1.0,0.6,0.00333333,0.00333333,821.936696533,1.0,46.08,-12.6476,1.0,821.936696533,5.43914e-20,-9.46923,-4.20441321424,-4.20441321424,,23.6893,1.0,100,500.0,2,500,0.00333333,-4.20441321424,299.999969474
1.0,0.6,0.0025,0.0025,518.944093619,1.0,42.5,-8.87534,1.0,518.944093619,5.4346e-20,-6.12276,3.91664848858,3.91664848858,,24.1438,1.0,100,500.0,2,500,0.0025,3.91664848858,400.0
1.05912,0.6,0.0998202,1.00096e-06,466.664953037,495.16,95.46,46.0478,24713.5,466.664953037,0.000195673,48.5815,-9.25365944429,-9.25365944429,1.19939e+07,0.608297,0.247817,100,472.089745027,1,500,0.002,-9.25365944429,10.0360630688
1.0,0.6,0.01,0.01,1495.98011922,1.0,96.46,1.64585,1.0,1495.98011922,3.50449e-18,10.3413,10.3413273437,10.3413273437,,38.484,1.0,100,500.0,2,500,0.01,10.3413273437,100.0
1.0,0.6,0.005,0.005,417.205380892,1.0,38.94,8.43949,1.0,417.205380892,2.1793e-19,14.5881,18.8349177751,18.8349177751,,31.0654,1.0,100,500.0,2,500,0.005,18.8349177751,200.000000102
1.0,0.6,0.00333333,0.00333333,583.898693269,1.0,42.9,6.83391,1.0,583.898693269,5.43914e-20,11.8543,6.38651408709,6.38651408709,,29.1721,1.0,100,500.0,2,500,0.00333333,6.38651408709,299.999969474
1.0,0.6,0.0025,0.0025,3167.6617197,1.0,54.42,-1.30543,1.0,3167.6617197,5.4346e-20,5.19432,-14.7854876897,-14.7854876897,,39.4375,1.0,100,500.0,2,500,0.0025,-14.7854876897,400.0
1.08104,0.6,0.0833207,1.75288e-08,447.738522566,5155.6,34.56,100.438,214784.0,447.738522566,0.000162942,106.483,-18.6738520589,-18.6738520589,1.08276e+09,0.0970824,0.0451856,100,462.516238999,1,500,0.002,-18.6738520589,12.0036425423
1.0,0.6,0.01,0.01,465.417999126,1.0,40.34,1.3841,1.0,465.417999126,3.50449e-18,6.05087,6.05087242635,6.05087242635,,21.4654,1.0,100,500.0,2,500,0.01,6.05087242635,100.0
1.0,0.6,0.005,0.005,1048.04639205,1.0,42.64,-1.57026,1.0,1048.04639205,2.1793e-19,2.10026,-1.8503580737,-1.8503580737,,27.6545,1.0,100,500.0,2,500,0.005,-1.8503580737,200.000000102
1.0,0.6,0.00333333,0.00333333,155.683303458,1.0,37.3,0.435073,1.0,155.683303458,5.43914e-20,3.43204,6.09560855049,6.09560855049,,23.7649,1.0,100,500.0,2,500,0.00333333,6.09560855049,299.999969474
1.0,0.6,0.0025,0.0025,3003.46546023,1.0,58.5,-7.23306,1.0,3003.46546023,5.4346e-20,-0.930382,-14.0176537316,-14.0176537316,,34.9861,1.0,100,500.0,2,500,0.0025,-14.0176537316,400.0
1.09243,0.6,0.0833193,9.59573e-09,1639.627178,4648.86,46.56,63.6884,193670.0,1639.627178,0.000162936,69.5805,-2.7363147147,-2.7363147147,8.80341e+08,0.0648782,0.0223046,100,457.695681277,1,500,0.002,-2.7363147147,12.0040533499
1.0,0.6,0.01,0.01,186.773133682,1.0,42.72,-10.515,1.0,186.773133682,3.50449e-18,-8.25457,-8.25457494851,-8.25457494851,,13.598,1.0,100,500.0,2,500,0.01,-8.25457494851,100.0
1.0,0.6,0.005,0.005,597.798503523,1.0,41.16,-13.4651,1.0,597.798503523,2.1793e-19,-9.73447,-11.2143604321,-11.2143604321,,19.7624,1.0,100,500.0,2,500,0.005,-11.2143604321,200.000000102
1.0,0.6,0.00333333,0.00333333,1235.8910887,1.0,61.48,-10.4745,1.0,1235.8910887,5.43914e-20,-7.39008,-2.70131653783,-2.70131653783,,26.0616,1.0,100,500.0,2,500,0.00333333,-2.70131653783,299.999969474
1.0,0.6,0.0025,0.0025,179.14007058,1.0,55.02,-9.51731,1.0,179.14007058,5.4346e-20,-6.84612,-5.21421028714,-5.21421028714,,23.5506,1.0,100,500.0,2,500,0.0025,-5.21421028714,400.0
1.08291,0.6,0.0833167,7.10141e-08,2274.2870156,4089.39,68.24,68.1982,170357.0,2274.2870156,0.000162926,72.0191,-4.28175826472,-4.28175826472,6.81158e+08,0.0931606,0.145202,100,461.71743796,1,500,0.002,-4.28175826472,12.0047832872
1.0,0.6,0.01,0.01,2808.31210931,1.0,78.28,-20.8087,1.0,2808.31210931,3.50449e-18,-13.4431,-13.4431429216,-13.4431429216,,52.7279,1.0,100,500.0,2,500,0.01,-13.4431429216,100.0
1.0,0.6,0.005,0.005,1483.57063284,1.0,96.86,-18.3322,1.0,1483.57063284,2.1793e-19,-13.1239,-12.8046998526,-12.8046998526,,46.0932,1.0,100,500.0,2,500,0.005,-12.8046998526,200.000000102
1.0,0.6,0.00333333,0.00333333,3821.78960556,1.0,54.5,-14.7668,1.0,3821.78960556,5.43914e-20,-8.76783,-0.0556640264212,-0.0556640264212,,52.1108,1.0,100,500.0,2,500,0.00333333,-0.0556640264212,299.999969474
1.0,0.6,0.0025,0.0025,254.560889521,1.0,46.4,-11.9389,1.0,254.560889521,5.4346e-20,-6.74365,-0.671110965997,-0.671110965997,,45.9559,1.0,100,500.0,2,500,0.0025,-0.671110965997,400.0
1.08874,0.6,0.083325,4.77354e-08,90.7283953689,7885.15,63.64,109.794,328515.0,90.7283953689,0.000162959,114.642,5.88056646541,5.88056646541,2.53302e+09,0.0706286,0.1882,100,459.244410468,1,500,0.002,5.88056646541,12.0024082379
1.0,0.6,0.01,0.01,407.687469228,1.0,36.38,-12.2971,1.0,407.687469228,3.50449e-18,-8.54075,-8.54075160123,-8.54075160123,,20.0901,1.0,100,500.0,2,500,0.01,-8.54075160123,100.0
1.0,0.6,0.005,0.005,178.707048852,1.0,28.18,-4.54767,1.0,178.707048852,2.1793e-19,-1.89155,4.75765358885,4.75765358885,,18.2887,1.0,100,500.0,2,500,0.005,4.75765358885,200.000000102
1.0,0.6,0.00333333,0.00333333,698.179169495,1.0,42.6,-4.3451,1.0,698.179169495,5.43914e-20,-1.94651,-2.0564296697,-2.0564296697,,21.293,1.0,100,500.0,2,500,0.00333333,-2.0564296697,299.999969474
1.0,0.6,0.0025,0.0025,3385.48811207,1.0,64.14,-15.5858,1.0,3385.48811207,5.4346e-20,-9.22721,-31.0693136981,-31.0693136981,,36.5647,1.0,100,500.0,2,500,0.0025,-31.0693136981,400.0
1.08114,0.6,0.0833161,2.2982e-07,7724.22337816,3393.09,105.1,231.98,141349.0,7724.22337816,0.000162923,241.137,46.5087818017,46.5087818017,4.68936e+08,0.331393,0.3899,100,462.475746317,1,500,0.002,46.5087818017,12.0049768187
1.0,0.6,0.01,0.01,637.95961855,1.0,39.06,-10.6021,1.0,637.95961855,3.50449e-18,-6.87002,-6.87001688581,-6.87001688581,,25.1313,1.0,100,500.0,2,500,0.01,-6.87001688581,100.0
1.0,0.6,0.005,0.005,126.801659496,1.0,31.86,-4.58868,1.0,126.801659496,2.1793e-19,-1.94973,2.9705646634,2.9705646634,,20.069,1.0,100,500.0,2,500,0.005,2.9705646634,200.000000102
1.0,0.6,0.00333333,0.00333333,348.723401893,1.0,40.68,2.13482,1.0,348.723401893,5.43914e-20,4.28951,16.7679857217,16.7679857217,,21.4813,1.0,100,500.0,2,500,0.00333333,16.7679857217,299.999969474
1.0,0.6,0.0025,0.0025,351.004867275,1.0,36.0,2.28717,1.0,351.004867275,5.4346e-20,4.15319,3.74422683142,3.74422683142,,20.809,1.0,100,500.0,2,500,0.0025,3.74422683142,400.0
1.13751,0.6,0.0999984,2.47843e-09,756.278580899,47734.6,58.7,54.3328,2.38669e+06,756.278580899,0.000196386,56.5345,13.9955693328,13.9955693328,1.11871e+11,0.0042591,0.0591534,100,439.554985454,1,500,0.002,13.9955693328,10.0003141489
1.0,0.6,0.01,0.01,169.858212739,1.0,44.44,-1.90238,1.0,169.858212739,3.50449e-18,0.0184482,0.0184482018288,0.0184482018288,,12.9676,1.0,100,500.0,2,500,0.01,0.0184482018288,100.0
1.0,0.6,0.005,0.005,1386.25695533,1.0,42.3,-6.09037,1.0,1386.25695533,2.1793e-19,-1.01131,-2.04107014677,-2.04107014677,,27.773,1.0,100,500.0,2,500,0.005,-2.04107014677,200.000000102
1.0,0.6,0.00333333,0.00333333,53.3422234934,1.0,28.48,-6.69991,1.0,53.3422234934,5.43914e-20,-2.55288,-5.63601252826,-5.63601252826,,23.1642,1.0,100,500.0,2,500,0.00333333,-5.63601252826,299.999969474
1.0,0.6,0.0025,0.0025,728.263492702,1.0,50.82,-2.8474,1.0,728.263492702,5.4346e-20,0.744033,10.6347635007,10.6347635007,,24.805,1.0,100,500.0,2,500,0.0025,10.6347635007,400.0
1.08919,0.6,0.0999703,3.26004e-07,2341.47114855,2296.06,48.94,69.2831,114769.0,2341.47114855,0.000196274,73.019,-14.3871477027,-14.3871477027,2.58684e+08,0.157315,0.374262,100,459.05547153,1,500,0.002,-14.3871477027,10.0059377748
1.0,0.6,0.01,0.01,180.967243778,1.0,44.52,3.53381,1.0,180.967243778,3.50449e-18,5.6009,5.60090165707,5.60090165707,,13.385,1.0,100,500.0,2,500,0.01,5.60090165707,100.0
1.0,0.6,0.005,0.005,112.433324871,1.0,39.18,-7.72109,1.0,112.433324871,2.1793e-19,-5.52446,-16.6498171901,-16.6498171901,,16.4014,1.0,100,500.0,2,500,0.005,-16.6498171901,200.000000102
1.0,0.6,0.00333333,0.00333333,1203.05352862,1.0,42.92,-10.4605,1.0,1203.05352862,5.43914e-20,-5.67336,-5.97116879939,-5.97116879939,,24.0081,1.0,100,500.0,2,500,0.00333333,-5.97116879939,299.999969474
1.0,0.6,0.0025,0.0025,723.144968534,1.0,45.22,-15.8303,1.0,723.144968534,5.4346e-20,-11.6846,-29.7181678319,-29.7181678319,,26.8267,1.0,100,500.0,2,500,0.0025,-29.7181678319,400.0
1.09247,0.6,0.0833141,2.13633e-07,5641.21790406,3188.83,64.98,166.968,132837.0,5641.21790406,0.000162915,173.595,9.92902448169,9.92902448169,4.14158e+08,0.273292,0.34062,100,457.676802771,1,500,0.002,9.92902448169,12.005550629
1.0,0.6,0.01,0.01,172.475254083,1.0,35.88,-6.21939,1.0,172.475254083,3.50449e-18,-3.61469,-3.61468912739,-3.61468912739,,13.0672,1.0,100,500.0,2,500,0.01,-3.61468912739,100.0
1.0,0.6,0.005,0.005,118.550868332,1.0,47.96,4.4318,1.0,118.550868332,2.1793e-19,6.42046,16.4556191889,16.4556191889,,15.6449,1.0,100,500.0,2,500,0.005,16.4556191889,200.000000102
1.0,0.6,0.00333333,0.00333333,242.82525803,1.0,44.0,3.49603,1.0,242.82525803,5.43914e-20,5.11978,2.51839542333,2.51839542333,,15.7064,1.0,100,500.0,2,500,0.00333333,2.51839542333,299.999969474
1.0,0.6,0.0025,0.0025,784.205955456,1.0,46.2,2.22698,1.0,784.205955456,5.4346e-20,4.66554,3.30283738032,3.30283738032,,19.4866,1.0,100,500.0,2,500,0.0025,3.30283738032,400.0
1.08898,0.6,0.0999765,1.04083e-07,2850.16288892,3105.7,42.48,117.798,155249.0,2850.16288892,0.000196299,122.466,6.45302507339,6.45302507339,4.73344e+08,0.191443,0.161625,100,459.147333028,1,500,0.002,6.45302507339,10.0046925123
1.0,0.6,0.01,0.01,146.854386502,1.0,45.84,7.2504,1.0,146.854386502,3.50449e-18,9.56869,9.56869062922,9.56869062922,,12.0576,1.0,100,500.0,2,500,0.01,9.56869062922,100.0
1.0,0.6,0.005,0.005,1309.71428745,1.0,48.68,-4.29214,1.0,1309.71428745,2.1793e-19,-0.393459,-10.3556074626,-10.3556074626,,28.6399,1.0,100,500.0,2,500,0.005,-10.3556074626,200.000000102
1.0,0.6,0.00333333,0.00333333,480.387321549,1.0,38.36,-2.86335,1.0,480.387321549,5.43914e-20,0.319902,1.74662365373,1.74662365373,,26.5777,1.0,100,500.0,2,500,0.00333333,1.74662365373,299.999969474
