MaxNormIw,VarJ,AvgVanillaIw,MaxVanillaIw,VanillaAvgRet,VarRet,AvgEpLen,J,ESSRenyi,VarDiscRet,EpsThisIter,AvgDiscRet,Bound,AvgNormIw,VarNormIw,Delta,ESSClassic,MinNormIw,AvgRet,MinVanillaIw,IterType,VarVanillaIw,BatchSize,eRenyi2
0.0025,0.5000927,1.0,1.0,4999.549360558101,0.3069045533896697,500.0,4999.5034,500.0,0.3069045533896697,100,4999.549360558101,4855.166,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.549360558101,1.0,2,,500,1.0
0.002006599,0.5028994,1.0000302,1.0033298,4999.498921649827,0.27028838030077457,500.0,4999.5034,499.9991059319271,0.27028838030077457,100,4999.498921649827,4870.404,0.002,8.514436e-12,0.75,499.99893852750034,0.0019900976,4999.498921649827,0.9950788,1,2.1287403e-06,500,1.0000018
0.01,0.40661,1.0,1.0,4999.550556000153,0.16697698097453012,500.0,4999.55,500.0,0.16697698097453012,100,4999.550556000153,4710.8745,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.550556000153,1.0,2,,500,1.0
0.005,0.50129396,1.0,1.0,4999.505651986368,0.3396802077678175,500.0,4999.528,500.0,0.3396802077678175,100,4999.505651986368,4795.404,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.505651986368,1.0,2,,500,1.0
0.0033333334,0.4814123,1.0,1.0,4999.522659658551,0.19459583049894394,500.0,4999.526,500.0,0.19459583049894394,100,4999.522659658551,4832.8594,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.522659658551,1.0,2,,500,1.0
0.0025,0.4669334,1.0,1.0,4999.562691952885,0.17761274034547495,500.0,4999.5356,500.0,0.17761274034547495,100,4999.562691952885,4855.198,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.562691952885,1.0,2,,500,1.0
0.002,0.47059906,1.0,1.0,4999.540828808208,0.23755323635227107,500.0,4999.537,500.0,0.23755323635227107,100,4999.540828808208,4870.4375,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.540828808208,1.0,1,,500,1.0
0.01,0.35287896,1.0,1.0,4999.666117249795,0.12577133671312118,500.0,4999.6655,500.0,0.12577133671312118,100,4999.666117249795,4710.99,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.666117249795,1.0,2,,500,1.0
0.005,0.3714198,1.0,1.0,4999.587689414301,0.14979449649906912,500.0,4999.627,500.0,0.14979449649906912,100,4999.587689414301,4795.503,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.587689414301,1.0,2,,500,1.0
0.0033333334,0.42282644,1.0,1.0,4999.476995423888,0.24792012692599621,500.0,4999.577,500.0,0.24792012692599621,100,4999.476995423888,4832.9106,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.476995423888,1.0,2,,500,1.0
0.0025,0.4342159,1.0,1.0,4999.552717569729,0.21956881927394795,500.0,4999.5703,500.0,0.21956881927394795,100,4999.552717569729,4855.233,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.552717569729,1.0,2,,500,1.0
0.0020116712,0.42403716,0.999948,1.0057833,4999.532305150868,0.14720386884209472,500.0,4999.564,499.9971389934216,0.14720386884209472,100,4999.532305150868,4870.4644,0.002,2.2227995e-11,0.75,499.99722220884337,0.00197086,4999.532305150868,0.9853787,1,5.5564187e-06,500,1.0000057
0.01,0.45233968,1.0,1.0,4999.53935058615,0.20667980562765514,500.0,4999.5396,500.0,0.20667980562765514,100,4999.53935058615,4710.8643,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.53935058615,1.0,2,,500,1.0
0.005,0.43846974,1.0,1.0,4999.556476415764,0.18156409680762586,500.0,4999.548,500.0,0.18156409680762586,100,4999.556476415764,4795.424,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.556476415764,1.0,2,,500,1.0
0.0033333334,24.808094,1.0,1.0,4995.259408092862,1852.202689276897,499.58,4998.1187,500.0,1852.202689276897,100,4995.259408092862,4831.452,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4995.259408092862,1.0,2,,500,1.0
0.0025,21.493856,1.0,1.0,4999.491631867336,0.20671699711693844,500.0,4998.462,500.0,0.20671699711693844,100,4999.491631867336,4854.1245,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.491631867336,1.0,2,,500,1.0
0.0020960334,15.959672,0.99925804,1.0472392,4999.566316284293,0.19236118186457057,500.0,4998.8296,499.49411130313496,0.19236118186457057,100,4999.566316284293,4869.665,0.002,4.582797e-09,0.75,499.42898315978977,0.0016546195,4999.566316284293,0.8266959,1,0.0011439997,500,1.0010128
0.01,0.3555144,1.0,1.0,4999.638545439744,0.1276416562063625,500.0,4999.638,500.0,0.1276416562063625,100,4999.638545439744,4710.963,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.638545439744,1.0,2,,500,1.0
0.005,0.43954346,1.0,1.0,4999.538302900724,0.25754347975804404,500.0,4999.5884,500.0,0.25754347975804404,100,4999.538302900724,4795.4644,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.538302900724,1.0,2,,500,1.0
0.0033333334,0.4382204,1.0,1.0,4999.478715399261,0.18350201572258482,500.0,4999.5522,500.0,0.18350201572258482,100,4999.478715399261,4832.8857,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.478715399261,1.0,2,,500,1.0
0.0025,0.4469926,1.0,1.0,4999.532904109071,0.22508271589673504,500.0,4999.547,500.0,0.22508271589673504,100,4999.532904109071,4855.2095,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.532904109071,1.0,2,,500,1.0
0.002,0.4479786,1.0,1.0,4999.492165550308,0.20384329706026988,500.0,4999.5366,500.0,0.20384329706026988,100,4999.492165550308,4870.437,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.492165550308,1.0,1,,500,1.0
0.01,0.40138948,1.0,1.0,4999.528533572409,0.16274616739373046,500.0,4999.5283,500.0,0.16274616739373046,100,4999.528533572409,4710.853,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.528533572409,1.0,2,,500,1.0
0.005,0.39361832,1.0,1.0,4999.644726608266,0.14344868962037685,500.0,4999.5864,500.0,0.14344868962037685,100,4999.644726608266,4795.4624,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.644726608266,1.0,2,,500,1.0
0.0033333334,0.40052587,1.0,1.0,4999.620828586434,0.17236023079567853,500.0,4999.5977,500.0,0.17236023079567853,100,4999.620828586434,4832.931,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.620828586434,1.0,2,,500,1.0
0.0025,0.4143207,1.0,1.0,4999.563913461058,0.20658962132979788,500.0,4999.5894,500.0,0.20658962132979788,100,4999.563913461058,4855.252,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.563913461058,1.0,2,,500,1.0
0.0020023948,0.41968364,1.0000206,1.0012181,4999.489846864176,0.1881519283471155,500.0,4999.5703,499.99994039536233,0.1881519283471155,100,4999.489846864176,4870.4707,0.002,3.9877078e-13,0.75,499.99990881587536,0.0019983472,4999.489846864176,0.9991942,1,9.969663e-08,500,1.0000001
0.01,0.45798922,1.0,1.0,4999.551972272802,0.21185306834261133,500.0,4999.552,500.0,0.21185306834261133,100,4999.551972272802,4710.8765,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.551972272802,1.0,2,,500,1.0
0.005,22.604511,1.0,1.0,4996.382960349397,1026.9674179117737,499.69,4997.9673,500.0,1026.9674179117737,100,4996.382960349397,4793.8433,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4996.382960349397,1.0,2,,500,1.0
0.0033333334,18.472685,1.0,1.0,4999.505906837747,0.2167567947602655,500.0,4998.48,500.0,0.2167567947602655,100,4999.505906837747,4831.8135,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.505906837747,1.0,2,,500,1.0
0.0025,16.006348,1.0,1.0,4999.606094320079,0.1436732615718771,500.0,4998.7617,500.0,0.1436732615718771,100,4999.606094320079,4854.4243,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.606094320079,1.0,2,,500,1.0
0.0020669245,12.859926,0.99843776,1.0318477,4999.560654510572,0.17941542435706226,500.0,4998.9873,499.7456771974616,0.17941542435706226,100,4999.560654510572,4869.855,0.002,2.2978608e-09,0.75,499.713502579458,0.0017197633,4999.560654510572,0.85853827,1,0.00057267165,500,1.0005089
0.01,0.45826596,1.0,1.0,4999.484080150691,0.2121260787534265,500.0,4999.4844,500.0,0.2121260787534265,100,4999.484080150691,4710.809,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.484080150691,1.0,2,,500,1.0
0.005,15.519572,1.0,1.0,4997.437185103959,484.25206744688666,499.79,4998.461,500.0,484.25206744688666,100,4997.437185103959,4794.337,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4997.437185103959,1.0,2,,500,1.0
0.0033333334,41.71392,1.0,1.0,4992.683486361002,4763.825648646659,499.32,4996.5347,500.0,4763.825648646659,100,4992.683486361002,4829.868,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4992.683486361002,1.0,2,,500,1.0
0.0025,36.148922,1.0,1.0,4999.496002693475,0.25184825066035577,500.0,4997.2754,500.0,0.25184825066035577,100,4999.496002693475,4852.938,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.496002693475,1.0,2,,500,1.0
0.0022827084,21.277618,0.98933274,1.1291791,4996.245023262445,1094.9136399138574,499.68,4998.0557,496.8808592359417,1094.9136399138574,100,4996.245023262445,4868.552,0.0019999999,3.0514805e-08,0.75,496.2220840950947,0.000984099,4996.245023262445,0.4868007,1,0.0074668154,500,1.0062774
0.01,0.4006315,1.0,1.0,4999.498146710031,0.1621276121672109,500.0,4999.4985,500.0,0.1621276121672109,100,4999.498146710031,4710.823,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.498146710031,1.0,2,,500,1.0
0.005,0.4460515,1.0,1.0,4999.478126372198,0.23963870777303595,500.0,4999.4883,500.0,0.23963870777303595,100,4999.478126372198,4795.3643,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.478126372198,1.0,2,,500,1.0
0.0033333334,0.46950972,1.0,1.0,4999.54154335095,0.2641415671827967,500.0,4999.506,500.0,0.2641415671827967,100,4999.54154335095,4832.8394,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.54154335095,1.0,2,,500,1.0
0.0025,0.45868126,1.0,1.0,4999.462415250286,0.18061764923496265,500.0,4999.495,500.0,0.18061764923496265,100,4999.462415250286,4855.1577,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.462415250286,1.0,2,,500,1.0
0.002,0.45298916,1.0,1.0,4999.584469218133,0.17985083302266788,500.0,4999.513,500.0,0.17985083302266788,100,4999.584469218133,4870.4136,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.584469218133,1.0,1,,500,1.0
0.01,0.48022026,1.0,1.0,4999.5342555201605,0.2329409742534198,500.0,4999.534,500.0,0.2329409742534198,100,4999.5342555201605,4710.8594,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.5342555201605,1.0,2,,500,1.0
0.005,0.4463616,1.0,1.0,4999.603687594914,0.16711064358134992,500.0,4999.569,500.0,0.16711064358134992,100,4999.603687594914,4795.445,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.603687594914,1.0,2,,500,1.0
0.0033333334,0.42505983,1.0,1.0,4999.61053587076,0.14385067074353777,500.0,4999.583,500.0,0.14385067074353777,100,4999.61053587076,4832.9165,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.61053587076,1.0,2,,500,1.0
0.0025,0.42922634,1.0,1.0,4999.633136209669,0.19498109201009092,500.0,4999.595,500.0,0.19498109201009092,100,4999.633136209669,4855.258,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.633136209669,1.0,2,,500,1.0
0.0020086374,0.43013406,1.000131,1.0044502,4999.563444790718,0.1917347582541982,500.0,4999.5903,499.99684097378594,0.1917347582541982,100,4999.563444790718,4870.49,0.002,2.084219e-11,0.75,499.997409852462,0.001978594,4999.563444790718,0.9894266,1,5.2119035e-06,500,1.0000063
0.01,0.39736107,1.0,1.0,4999.568512666658,0.15949822166860966,500.0,4999.5684,500.0,0.15949822166860966,100,4999.568512666658,4710.893,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.568512666658,1.0,2,,500,1.0
0.005,0.45827505,1.0,1.0,4999.480081353817,0.2608308039924452,500.0,4999.5244,500.0,0.2608308039924452,100,4999.480081353817,4795.4004,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.480081353817,1.0,2,,500,1.0
0.0033333334,0.444793,1.0,1.0,4999.532687587614,0.17519586680653432,500.0,4999.527,500.0,0.17519586680653432,100,4999.532687587614,4832.8604,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.532687587614,1.0,2,,500,1.0
0.0025,0.45148477,1.0,1.0,4999.505916160775,0.22372670668326586,500.0,4999.5215,500.0,0.22372670668326586,100,4999.505916160775,4855.184,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.505916160775,1.0,2,,500,1.0
0.0020008783,0.455957,0.9999944,1.0004336,4999.510701881546,0.22661372777247352,500.0,4999.52,500.0,0.22661372777247352,100,4999.510701881546,4870.4204,0.002,1.8793985e-13,0.75,499.9999358574308,0.0019984278,4999.510701881546,0.9992083,1,4.6984024e-08,500,1.0
0.01,19.143423,1.0,1.0,4997.333170155359,370.1714400180817,499.8,4997.333,500.0,370.1714400180817,100,4997.333170155359,4708.6577,0.009999998,3.5044917e-18,0.75,100.0,0.01,4997.333170155359,1.0,2,,500,1.0
0.005,13.584296,1.0,1.0,4999.485146276358,0.2829918644582111,500.0,4998.409,500.0,0.2829918644582111,100,4999.485146276358,4794.285,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.485146276358,1.0,2,,500,1.0
0.0033333334,11.107628,1.0,1.0,4999.527135299822,0.24119064841239374,500.0,4998.7817,500.0,0.24119064841239374,100,4999.527135299822,4832.115,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.527135299822,1.0,2,,500,1.0
0.0025,9.627627,1.0,1.0,4999.53096024763,0.20759687033607427,500.0,4998.9688,500.0,0.20759687033607427,100,4999.53096024763,4854.6313,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.53096024763,1.0,2,,500,1.0
0.0020679738,7.372268,0.9972532,1.0311468,4999.571428976383,0.17097572415037537,500.0,4999.149,499.7457962855398,0.17097572415037537,100,4999.571428976383,4870.0166,0.002,2.8471796e-09,0.75,499.6450372731185,0.0016974208,4999.571428976383,0.84637916,1,0.0007078899,500,1.0005087
0.01,0.43689135,1.0,1.0,4999.509786525819,0.19280086077150133,500.0,4999.51,500.0,0.19280086077150133,100,4999.509786525819,4710.835,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.509786525819,1.0,2,,500,1.0
0.005,0.46137944,1.0,1.0,4999.479317563105,0.23678482752614569,500.0,4999.4946,500.0,0.23678482752614569,100,4999.479317563105,4795.3706,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.479317563105,1.0,2,,500,1.0
0.0033333334,0.4827943,1.0,1.0,4999.4800541390905,0.2761392229757162,500.0,4999.49,500.0,0.2761392229757162,100,4999.4800541390905,4832.8237,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.4800541390905,1.0,2,,500,1.0
0.0025,0.47644907,1.0,1.0,4999.591157433055,0.20305267015444442,500.0,4999.5146,500.0,0.20305267015444442,100,4999.591157433055,4855.1772,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.591157433055,1.0,2,,500,1.0
0.0020013165,0.46710688,0.99999803,1.0006562,4999.4772342101005,0.18385969668898355,500.0,4999.5083,500.0,0.18385969668898355,100,4999.4772342101005,4870.4087,0.002,1.5696437e-13,0.75,499.9999301003988,0.001998844,4999.4772342101005,0.9994201,1,3.9240923e-08,500,1.0
0.01,0.3881524,1.0,1.0,4999.544463095555,0.1521884914355705,500.0,4999.5444,500.0,0.1521884914355705,100,4999.544463095555,4710.8696,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.544463095555,1.0,2,,500,1.0
0.005,0.42774314,1.0,1.0,4999.460490342303,0.21384875643019813,500.0,4999.502,500.0,0.21384875643019813,100,4999.460490342303,4795.378,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.460490342303,1.0,2,,500,1.0
0.0033333334,288.16602,1.0,1.0,4949.546625682044,249954.40734295003,495.01,4982.8506,500.0,249954.40734295003,100,4949.546625682044,4816.184,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4949.546625682044,1.0,2,,500,1.0
0.0025,249.66333,1.0,1.0,4999.503690236149,0.20764835064261103,500.0,4987.0137,500.0,0.20764835064261103,100,4999.503690236149,4842.6763,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.503690236149,1.0,2,,500,1.0
0.0028754412,177.00388,1.0010003,1.4391587,4998.34123751942,145.89880811945767,499.89,4991.4272,492.11274595787546,145.89880811945767,100,4998.34123751942,4861.2974,0.002,6.3078105e-08,0.75,492.2529128872632,0.000979903,4998.34123751942,0.4904416,1,0.015801089,500,1.0160273
0.01,0.4305708,1.0,1.0,4999.574759254687,0.18725378918636748,500.0,4999.5747,500.0,0.18725378918636748,100,4999.574759254687,4710.8994,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.574759254687,1.0,2,,500,1.0
0.005,0.41874203,1.0,1.0,4999.571076972238,0.16694601937061623,500.0,4999.5728,500.0,0.16694601937061623,100,4999.571076972238,4795.4487,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.571076972238,1.0,2,,500,1.0
0.0033333334,0.41055474,1.0,1.0,4999.57620928441,0.15652914231980636,500.0,4999.574,500.0,0.15652914231980636,100,4999.57620928441,4832.9077,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.57620928441,1.0,2,,500,1.0
0.0025,0.41700488,1.0,1.0,4999.5354983579045,0.19068835907369616,500.0,4999.5645,500.0,0.19068835907369616,100,4999.5354983579045,4855.227,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.5354983579045,1.0,2,,500,1.0
0.002000927,0.42068082,1.0000019,1.0004654,4999.579137502965,0.19114208545368302,500.0,4999.5684,500.0,0.19114208545368302,100,4999.579137502965,4870.4688,0.002,1.00517454e-13,0.75,499.99991258640637,0.0019978734,4999.579137502965,0.9989386,1,2.5129678e-08,500,1.0
0.01,0.45175248,1.0,1.0,4999.57825897972,0.20614303822443736,500.0,4999.578,500.0,0.20614303822443736,100,4999.57825897972,4710.903,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.57825897972,1.0,2,,500,1.0
0.005,0.49392685,1.0,1.0,4999.507891749931,0.28420647210030847,500.0,4999.543,500.0,0.28420647210030847,100,4999.507891749931,4795.419,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.507891749931,1.0,2,,500,1.0
0.0033333334,0.45477498,1.0,1.0,4999.606556769684,0.13114947092819695,500.0,4999.564,500.0,0.13114947092819695,100,4999.606556769684,4832.8975,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.606556769684,1.0,2,,500,1.0
0.0025,0.44907925,1.0,1.0,4999.517707395981,0.18646587311026935,500.0,4999.5522,500.0,0.18646587311026935,100,4999.517707395981,4855.215,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.517707395981,1.0,2,,500,1.0
0.0020042341,0.4615039,1.000011,1.002128,4999.496558479754,0.2590529027741308,500.0,4999.5425,499.99988079073887,0.2590529027741308,100,4999.496558479754,4870.443,0.002,1.2830367e-12,0.75,499.9998430382013,0.001995678,4999.496558479754,0.9978499,1,3.2076468e-07,500,1.0000002
0.01,0.43845668,1.0,1.0,4999.527830811228,0.19418680244133507,500.0,4999.5283,500.0,0.19418680244133507,100,4999.527830811228,4710.853,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.527830811228,1.0,2,,500,1.0
0.005,0.4475085,1.0,1.0,4999.532530060834,0.21037519621318473,500.0,4999.53,500.0,0.21037519621318473,100,4999.532530060834,4795.406,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.532530060834,1.0,2,,500,1.0
0.0033333334,0.4154992,1.0,1.0,4999.546350363755,0.11841145692805932,500.0,4999.536,500.0,0.11841145692805932,100,4999.546350363755,4832.8696,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.546350363755,1.0,2,,500,1.0
0.0025,0.41015932,1.0,1.0,4999.563665135212,0.15597748768153696,500.0,4999.5425,500.0,0.15597748768153696,100,4999.563665135212,4855.205,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.563665135212,1.0,2,,500,1.0
0.0020213737,4.2905726,0.99908423,1.0097613,4998.553287329613,101.42397357795669,499.91,4999.356,499.9633458307164,101.42397357795669,100,4998.553287329613,4870.252,0.002,3.3727657e-10,0.75,499.95791922717694,0.0019000384,4998.553287329613,0.94914925,1,8.416475e-05,500,1.0000733
0.01,0.4623456,1.0,1.0,4999.560688256644,0.21590500309164798,500.0,4999.5605,500.0,0.21590500309164798,100,4999.560688256644,4710.8853,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.560688256644,1.0,2,,500,1.0
0.005,0.46730876,1.0,1.0,4999.482115780744,0.22214001307965528,500.0,4999.5215,500.0,0.22214001307965528,100,4999.482115780744,4795.3975,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.482115780744,1.0,2,,500,1.0
0.0033333334,0.4573526,1.0,1.0,4999.543400545521,0.19234203486757387,500.0,4999.5283,500.0,0.19234203486757387,100,4999.543400545521,4832.862,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.543400545521,1.0,2,,500,1.0
0.0025,0.44775683,1.0,1.0,4999.55400767559,0.17572010438161692,500.0,4999.535,500.0,0.17572010438161692,100,4999.55400767559,4855.1978,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.55400767559,1.0,2,,500,1.0
0.0020005326,0.45731756,1.0000001,1.0002664,4999.502684849737,0.24541491834940216,500.0,4999.5293,499.9990463275026,0.24541491834940216,100,4999.502684849737,4870.4297,0.002,1.886467e-14,0.75,499.99995811447235,0.001999686,4999.502684849737,0.9998431,1,4.7166093e-09,500,1.0000019
0.01,0.40250954,1.0,1.0,4999.556075346931,0.1636558361508807,500.0,4999.556,500.0,0.1636558361508807,100,4999.556075346931,4710.881,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.556075346931,1.0,2,,500,1.0
0.005,0.46514848,1.0,1.0,4999.507344670701,0.2722311482019101,500.0,4999.5317,500.0,0.2722311482019101,100,4999.507344670701,4795.4077,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.507344670701,1.0,2,,500,1.0
0.0033333334,170.11157,1.0,1.0,4970.066073916787,87105.64622438062,497.06,4989.7104,500.0,87105.64622438062,100,4970.066073916787,4823.044,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4970.066073916787,1.0,2,,500,1.0
0.0025,147.38232,1.0,1.0,4999.513907528563,0.24944479340172757,500.0,4992.16,500.0,0.24944479340172757,100,4999.513907528563,4847.8228,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.513907528563,1.0,2,,500,1.0
0.0024215775,43.530003,0.99882066,1.2093608,4999.5442014034525,0.1725298267500335,500.0,4997.6035,490.1422980725622,0.1725298267500335,100,4999.5442014034525,4867.2124,0.002,8.520342e-08,0.75,489.59219147588203,0.0006593302,4999.5442014034525,0.32927632,1,0.021250643,500,1.0201119
0.01,0.41007876,1.0,1.0,4999.547317894474,0.16988341296763532,500.0,4999.547,500.0,0.16988341296763532,100,4999.547317894474,4710.872,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.547317894474,1.0,2,,500,1.0
0.005,0.44078925,1.0,1.0,4999.486942422804,0.22082475712764046,500.0,4999.5166,500.0,0.22082475712764046,100,4999.486942422804,4795.3926,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.486942422804,1.0,2,,500,1.0
0.0033333334,0.4579462,1.0,1.0,4999.503293252692,0.24285565417983035,500.0,4999.5127,500.0,0.24285565417983035,100,4999.503293252692,4832.846,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.503293252692,1.0,2,,500,1.0
0.0025,0.4533214,1.0,1.0,4999.573016612977,0.1920386487811752,500.0,4999.5273,500.0,0.1920386487811752,100,4999.573016612977,4855.19,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.573016612977,1.0,2,,500,1.0
0.002,0.44539133,1.0,1.0,4999.598367351536,0.16753192403319017,500.0,4999.5425,500.0,0.16753192403319017,100,4999.598367351536,4870.443,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.598367351536,1.0,1,,500,1.0
0.01,0.4609184,1.0,1.0,4999.5150649996995,0.21461053349123102,500.0,4999.5146,500.0,0.21461053349123102,100,4999.5150649996995,4710.8394,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.5150649996995,1.0,2,,500,1.0
0.005,0.44568357,1.0,1.0,4999.597729880194,0.1832343759977019,500.0,4999.556,500.0,0.1832343759977019,100,4999.597729880194,4795.432,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.597729880194,1.0,2,,500,1.0
0.0033333334,0.47020254,1.0,1.0,4999.535060180939,0.26836752792852564,500.0,4999.549,500.0,0.26836752792852564,100,4999.535060180939,4832.8823,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.535060180939,1.0,2,,500,1.0
0.0025,0.48478165,1.0,1.0,4999.511133246066,0.27850105598475944,500.0,4999.5396,500.0,0.27850105598475944,100,4999.511133246066,4855.202,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.511133246066,1.0,2,,500,1.0
0.002021048,0.47623438,1.000014,1.0105381,4999.536330351713,0.20227790809213347,500.0,4999.5405,499.9938011937947,0.20227790809213347,100,4999.536330351713,4870.4404,0.002,5.3293314e-11,0.75,499.9933657035877,0.0019728444,4999.536330351713,0.98643595,1,1.3323706e-05,500,1.0000124
0.01,0.4451067,1.0,1.0,4999.576492735399,0.20012584776429607,500.0,4999.576,500.0,0.20012584776429607,100,4999.576492735399,4710.9014,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.576492735399,1.0,2,,500,1.0
0.005,0.4275495,1.0,1.0,4999.568419754668,0.16914041126511978,500.0,4999.5723,500.0,0.16914041126511978,100,4999.568419754668,4795.448,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.568419754668,1.0,2,,500,1.0
0.0033333334,0.41514495,1.0,1.0,4999.5720302181535,0.15298514881596664,500.0,4999.5723,500.0,0.15298514881596664,100,4999.5720302181535,4832.906,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.5720302181535,1.0,2,,500,1.0
0.0025,0.41629195,1.0,1.0,4999.525520602695,0.17629211964897515,500.0,4999.5605,500.0,0.17629211964897515,100,4999.525520602695,4855.223,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.525520602695,1.0,2,,500,1.0
0.002000995,0.4201755,1.0000098,1.0005072,4999.582371916712,0.1912053340221163,500.0,4999.566,500.0,0.1912053340221163,100,4999.582371916712,4870.4663,0.002,1.2212623e-13,0.75,499.99996285720545,0.0019985742,4999.582371916712,0.9992969,1,3.0531716e-08,500,1.0
