VarNormIw,ESSRenyi,AvgVanillaIw,AvgDiscRet,MaxNormIw,AvgNormIw,VarVanillaIw,VarDiscRet,eRenyi2,ESSClassic,AvgRet,J,MaxVanillaIw,Bound,AvgEpLen,BatchSize,VarJ,VanillaAvgRet,MinVanillaIw,MinNormIw,VarRet
0.0071921367,5.365089221337151,2.6224046,79.74702847706696,0.84851557,0.010000003,494.60355,12414.200999294342,18.639019,1.385000363510113,79.74702847706696,887.60175,222.5151,513.4893,8.98,100,1253.3848,79.74702847706696,4.0848033e-07,1.5576557e-09,12414.200999294342
0.008738025,3.9266506146887954,0.61530167,157.31870971232868,0.9349449,0.01,33.081825,45535.12527020493,25.466997,1.1427731685190363,157.31870971232868,1338.6682,57.527317,735.7026,16.74,100,839.6893,157.31870971232868,,,45535.12527020493
0.0019974771,5.845087695045107,1.1928172,895.7090835472189,0.33102626,0.01,28.420368,1901535.6635271355,17.108383,4.813472248433416,895.7090835472189,4538.1797,39.485382,2797.6147,90.5,100,2485.633,895.7090835472189,,,1901535.6635271355
0.00010477833,49.30898942120215,1.1072893,3857.9058708140383,0.03815255,0.010000002,1.2846764,3313422.34235169,2.0280278,49.08443147425555,3857.9058708140383,4887.0986,4.2245913,4287.827,386.13,100,402.60263,3857.9058708140383,0.00037039557,3.3450658e-06,3313422.34235169
4.5660283e-05,71.42908962781398,0.94423765,4622.556902311916,0.02350758,0.01,0.40710005,1190933.5646203372,1.3999898,68.86878082218303,4622.556902311916,4958.0913,2.2196743,4460.1836,462.41,100,150.8744,4622.556902311916,0.008821986,9.342971e-05,1190933.5646203372
1.2832103e-05,89.15171931954579,1.0095078,4878.959503546849,0.02059122,0.009999999,0.13077272,393233.95406957506,1.1216834,88.72819495584844,4878.959503546849,4968.0244,2.0786996,4522.3457,487.96,100,167.372,4878.959503546849,0.14671528,0.0014533349,393233.95406957506
5.0897775e-06,95.83357514667598,0.98494947,4954.056841464648,0.013482073,0.01,0.049377214,126126.81668152807,1.0434756,95.20285292286259,4954.056841464648,4981.2964,1.3279161,4551.4355,495.44,100,131.41878,4954.056841464648,0.2764157,0.0028063948,126126.81668152807
5.692441e-11,99.99996423722592,1.0000244,4999.896611819189,0.0100112595,0.010000002,5.6927536e-07,0.030582114772294396,1.0000004,99.99993896636643,4999.896611819189,4999.897,1.0011505,4579.0864,500.0,100,0.17375013,4999.896611819189,0.9979403,0.009979159,0.030582114772294396
6.611552e-11,99.99977350286287,0.99995035,4999.87242626877,0.0100104,0.01,6.6108754e-07,0.13023053357246725,1.0000023,99.99992751719132,4999.87242626877,4999.873,1.0009903,4579.062,500.0,100,0.35823718,4999.87242626877,0.99744576,0.009974953,0.13023053357246725
2.051182e-06,97.8799694433136,1.009633,4979.1112469812815,0.011758329,0.01,0.020908905,43263.64684857703,1.0216595,98.00975911295059,4979.1112469812815,4991.228,1.1871597,4565.885,497.93,100,86.88083,4979.1112469812815,0.42133233,0.0041731237,43263.64684857703
1.1953331e-10,99.99990463265931,1.0000775,4999.926183461173,0.010022721,0.01,1.1955321e-06,0.004969462352402285,1.000001,99.99988175365546,4999.926183461173,4999.927,1.0023499,4579.116,500.0,100,0.07011907,4999.926183461173,0.9963486,0.009962714,0.004969462352402285
3.9259535e-06,97.3987999033978,0.97970563,4971.573966432739,0.012108664,0.01,0.03768221,80136.80014758254,1.0267067,96.25872909223584,4971.573966432739,4994.589,1.1862926,4568.1963,497.18,100,53.256645,4971.573966432739,0.18369967,0.0018750496,80136.80014758254
4.002589e-06,97.00984321810645,0.98472846,4966.275839410375,0.013330499,0.01,0.038812704,68545.39030710158,1.0308232,96.1884833157391,4966.275839410375,4987.598,1.3126922,4560.3516,496.66,100,87.07453,4966.275839410375,0.23659736,0.002402666,68545.39030710158
2.8924396e-11,99.99997615814777,1.0000176,4999.91042700689,0.0100154495,0.01,2.8925615e-07,0.011465206249964742,1.0000002,99.9999771122237,4999.91042700689,4999.9106,1.0015626,4579.1,500.0,100,0.10646592,4999.91042700689,0.9987455,0.009987279,0.011465206249964742
3.2308328e-10,99.9997019776643,0.9999707,4999.919788977769,0.01002006,0.010000002,3.2306523e-06,0.00948841167434467,1.000003,99.99967192723086,4999.919788977769,4999.921,1.0019767,4579.11,500.0,100,0.09670165,4999.919788977769,0.992127,0.009921561,0.00948841167434467
6.839107e-13,100.0,0.99999315,4999.902193357041,0.010001149,0.01,6.8395223e-09,0.012852207001476641,1.0,100.00001907362002,4999.902193357041,4999.903,1.000108,4579.0923,500.0,100,0.11280773,4999.902193357041,0.99967676,0.009996836,0.012852207001476641
6.3385575e-11,99.99995231630692,1.0000587,4999.914148453067,0.010013157,0.009999999,6.3393304e-07,0.008332136857389203,1.0000005,99.99995041185954,4999.914148453067,4999.9146,1.0013744,4579.104,500.0,100,0.090772234,4999.914148453067,0.9974337,0.009973753,0.008332136857389203
