ESSClassic,MinVanillaIw,VarRet,MaxNormIw,AvgVanillaIw,eRenyi2,MinNormIw,AvgRet,MaxVanillaIw,Bound,VarJ,VanillaAvgRet,VarVanillaIw,VarDiscRet,AvgNormIw,J,AvgDiscRet,AvgEpLen,VarNormIw,BatchSize,ESSRenyi
34.7183781651172,3.1851355e-19,5278687.530320235,0.042541225,0.9247226,2.8058906,3.4444225e-21,-2339.573492804427,3.9338832,-881.6695,183.21916,-2339.573492804427,1.6241245,5278687.530320235,0.01,-69.677345,-2339.573492804427,200.0,0.00018993122,100,35.639308752886244
88.615935217074,0.042302847,313211.75306821265,0.013630639,1.0210611,1.1420203,0.00041430283,-122.74223518980061,1.3917714,-275.7321,38.606236,-122.74223518980061,0.13528651,313211.75306821265,0.009999999,-15.747096,-122.74223518980061,200.0,1.2976307e-05,100,87.56411430067408
65.35638406342733,0.02390018,65.69990279502056,0.025846519,0.95643586,1.4713438,0.00024988793,-9.492004663615829,2.4720538,-11.490228,8.496325,-9.492004663615829,0.48979205,65.69990279502056,0.009999999,-8.601587,-9.492004663615829,200.0,5.354267e-05,100,67.96508267432452
477.17148359283124,0.028675832,53219.9295995248,0.0023772933,0.98391235,1.0382112,5.8289403e-05,-27.16897385564254,1.1695241,-133.36702,22.921593,-27.16897385564254,0.046407342,53219.9295995248,0.002,-10.711439,-27.16897385564254,200.0,1.9174934e-07,500,481.5975663288265
343.24742760773427,1.0541232e-06,59.294171329325664,0.003886943,1.0126512,1.483627,2.0819078e-09,-8.287018651360505,1.9680587,-9.333366,8.172008,-8.287018651360505,0.46924165,59.294171329325664,0.002,-7.5864043,-8.287018651360505,200.0,1.8303612e-06,500,337.01193959454633
444.3150219170525,0.15919536,55.69074854758439,0.0035798198,0.98829055,1.1204838,0.00032216308,-8.537624081752272,1.768951,-9.537273,7.609668,-8.537624081752272,0.122655116,55.69074854758439,0.002,-8.406362,-8.537624081752272,200.0,5.0231523e-07,500,446.23583099122607
299.6737733668555,0.37130746,49.38920859385625,0.017226622,1.0393156,1.6925178,0.0007145231,-8.061349000050564,8.951948,-8.855091,9.048744,-8.061349000050564,0.72352475,49.38920859385625,0.002,-7.482586,-8.061349000050564,200.0,2.6792825e-06,500,295.4178754162245
220.2993292437851,2.684977e-20,51.033245352031834,0.0060789203,1.0733237,2.3595762,5.0031076e-23,-7.787625658695708,3.2623248,-8.47785,9.700188,-7.787625658695708,1.465586,51.033245352031834,0.002,-6.862584,-7.787625658695708,200.0,5.088735e-06,500,211.9024571628348
328.5984787075516,2.6050866e-06,53.01574433260393,0.004264225,0.94472,1.4930673,5.515045e-09,-8.302861344773223,2.014249,-8.944073,8.483229,-8.302861344773223,0.4664709,53.01574433260393,0.002,-7.760453,-8.302861344773223,200.0,2.090636e-06,500,334.8810946895892
293.1913194246088,1.0109816e-07,47.228808317119565,0.0045060613,1.0157667,1.6792946,1.9905783e-10,-7.461586753921307,2.2885535,-7.9936,8.613396,-7.461586753921307,0.72924745,47.228808317119565,0.002,-6.8456125,-7.461586753921307,200.0,2.8271375e-06,500,297.74406713052883
450.7828506187067,0.8288797,49.27295535487838,0.010092118,1.0067861,1.1233075,0.0016465855,-7.854607324635548,5.0803022,-8.675401,7.2012095,-7.854607324635548,0.11089011,49.27295535487838,0.002,-7.740617,-7.854607324635548,200.0,4.376011e-07,500,445.1141071418338
157.43346997440827,1.6416688e-28,49.41971392398429,0.008732814,0.9422938,2.9491637,3.4844095e-31,-7.670800941231171,4.1144385,-8.208607,12.47397,-7.670800941231171,1.9359314,49.41971392398429,0.002,-6.6935315,-7.670800941231171,200.0,8.72122e-06,500,169.53958987974556
491.55830166622894,0.9078965,50.529860891921565,0.004621309,0.9852622,1.023531,0.0018429541,-8.474320000466454,2.2766006,-9.343424,7.1189017,-8.474320000466454,0.016704513,50.529860891921565,0.0019999999,-8.45596,-8.474320000466454,200.0,6.8831966e-08,500,488.5050081528069
444.17944387379225,0.7541844,41.71309347882364,0.009337206,0.9994015,1.107684,0.0015092721,-7.804103160204491,4.665809,-8.633943,6.6274276,-7.804103160204491,0.12577243,41.71309347882364,0.002,-7.712209,-7.804103160204491,200.0,5.036925e-07,500,451.39226771798786
126.5255127128938,,47.596044562110706,0.010860877,1.0301443,3.972614,,-7.3612569639326475,5.5941353,-7.7091584,12.4925375,-7.3612569639326475,3.1386902,47.596044562110706,0.002,-5.962096,-7.3612569639326475,200.0,1.1830749e-05,500,125.86171063135089
461.89952264953456,0.79849684,50.126675259756055,0.005799103,0.9862004,1.175507,0.0016193399,-7.815597692884024,2.8595388,-8.565338,7.192571,-7.815597692884024,0.08038632,50.126675259756055,0.002,-7.6157503,-7.815597692884024,200.0,3.306068e-07,500,425.3483998922204
499.52053937420425,0.97609705,45.60627300616146,0.002299759,0.9989132,1.0011752,0.001954318,-7.45246109831045,1.1486299,-8.326937,6.7447,-7.45246109831045,0.00095986185,45.60627300616146,0.0019999999,-7.451398,-7.45246109831045,200.0,3.8478056e-09,500,499.41310710789327
486.2115256837652,0.88412356,47.44278831445031,0.004319512,0.9941687,1.0412264,0.0017786188,-7.552978703988573,2.1471617,-8.402126,6.9664016,-7.552978703988573,0.028085431,47.44278831445031,0.002,-7.509517,-7.552978703988573,200.0,1.1366346e-07,500,480.2029666469745
496.36965078020614,0.791021,49.47283102939661,0.0026189808,0.99964625,1.0069816,0.0015826018,-7.561422658436486,1.3090272,-8.434622,7.068897,-7.561422658436486,0.0073232204,49.47283102939661,0.002,-7.5556254,-7.561422658436486,200.0,2.9313616e-08,500,496.53339684964465
391.36651036354027,0.0016222904,47.94848293639932,0.0033127118,0.9942451,1.2712322,3.263361e-06,-7.880542719894913,1.6468238,-8.674822,7.5625067,-7.880542719894913,0.2749389,47.94848293639932,0.0020000003,-7.686735,-7.880542719894913,200.0,1.1125238e-06,500,393.31916024099695
