MinVanillaIw,eRenyi2,VarNormIw,VanillaAvgRet,VarRet,ESSRenyi,J,Bound,BatchSize,Delta,AvgEpLen,AvgRet,MinNormIw,MaxVanillaIw,MaxNormIw,ESSClassic,AvgDiscRet,VarJ,VarVanillaIw,VarDiscRet,AvgNormIw,IterType,EpsThisIter,AvgVanillaIw
0.725261,1.0136,1.56255e-06,-106.603262726,13.3738859519,98.6584922951,-106.505,-114.086,100,0.7,18.1,-106.603262726,0.00727057,1.45817,0.0146178,98.4766221538,-106.603262726,4.01574,0.0155484,13.3738859519,0.01,1,100,0.99753
0.374362,1.02284,2.4881e-06,-107.003769591,8.07068580011,97.7674780499,-106.83,-114.363,100,0.7,16.75,-107.003769591,0.00377993,1.41797,0.0143173,97.5959748503,-107.003769591,3.25339,0.0244052,8.07068580011,0.01,1,100,0.990393
0.663038,1.00832,8.6164e-07,-107.113256298,7.89775246553,99.1747738848,-107.048,-115.03,100,0.7,17.65,-107.113256298,0.00666166,1.1786,0.0118416,99.1542305566,-107.113256298,2.72311,0.00853567,7.89775246553,0.01,1,100,0.995304
0.409586,1.01943,1.90057e-06,-107.627895291,9.76243488506,98.0939601396,-107.466,-115.494,100,0.7,17.22,-107.627895291,0.00412044,1.24649,0.0125398,98.1531865028,-107.627895291,2.80829,0.0187795,9.76243488506,0.01,1,100,0.994032
0.596673,1.00684,6.65448e-07,-107.140804789,6.46649658586,99.3207064993,-107.089,-114.847,100,0.7,16.08,-107.140804789,0.00593778,1.16315,0.011575,99.3455071706,-107.140804789,2.47357,0.00671954,6.46649658586,0.01,1,100,1.00488
0.566511,1.01481,1.66617e-06,-107.333891224,8.0029480017,98.5406283824,-107.22,-114.852,100,0.7,16.01,-107.333891224,0.00573389,1.18746,0.0120187,98.3772343663,-107.333891224,2.66139,0.0162644,8.0029480017,0.01,1,100,0.988005
0.160123,1.45157,0.000251217,-106.758194354,7.85525239928,68.8907932584,-104.627,-113.648,100,0.7,17.12,-106.758194354,0.00158046,16.4986,0.162846,28.6775189237,-106.758194354,18.3791,2.57864,7.85525239928,0.01,1,100,1.01314
0.589716,1.00996,1.41353e-06,-107.094754288,8.19333426808,99.0140506429,-107.02,-114.695,100,0.7,17.3,-107.094754288,0.00601445,1.15387,0.0117682,98.6199381821,-107.094754288,2.73668,0.0135893,8.19333426808,0.01,1,100,0.980498
0.146169,1.04678,4.12764e-06,-110.693390353,1456.20014291,95.5314279376,-107.399,-140.008,100,0.7,25.53,-110.693390353,0.00144718,1.26677,0.0125419,96.0740454919,-110.693390353,6.44422,0.0421083,1456.20014291,0.01,1,100,1.01003
0.77732,1.0139,2.69095e-06,-106.840155206,8.08171298468,98.6291332494,-106.74,-114.442,100,0.7,18.07,-106.840155206,0.00754808,1.6849,0.016361,97.4050629711,-106.840155206,3.03724,0.0285386,8.08171298468,0.01,1,100,1.02982
0.0892842,1.02983,4.68321e-06,-109.881507473,1157.15325698,97.1030252322,-106.883,-136.477,100,0.7,23.77,-109.881507473,0.000911611,1.23625,0.0126224,95.5690601077,-109.881507473,4.12137,0.0449235,1157.15325698,0.01,1,100,0.979411
0.586426,1.02017,1.93949e-06,-106.751888437,6.12877712433,98.0230070947,-106.611,-114.143,100,0.7,17.7,-106.751888437,0.00587745,1.45423,0.014575,98.1160698161,-106.751888437,2.60304,0.0193079,6.12877712433,0.01,1,100,0.997756
0.582586,1.0362,3.67617e-06,-106.423154918,15.9621358009,96.5066614452,-106.157,-113.905,100,0.7,20.16,-106.423154918,0.00570044,1.66332,0.0162752,96.4883693336,-106.423154918,4.33745,0.0383971,15.9621358009,0.01,1,100,1.022
0.499887,1.01863,2.47325e-06,-107.167704262,7.39019295712,98.1711506573,-107.024,-114.625,100,0.7,19.34,-107.167704262,0.00498917,1.43265,0.0142987,97.6100014784,-107.167704262,2.59643,0.0248287,7.39019295712,0.01,1,100,1.00194
0.828272,1.01048,5.59084e-07,-106.664619198,8.4754929214,98.9630980991,-106.582,-114.165,100,0.7,19.97,-106.664619198,0.00834247,1.25553,0.0126459,99.4495263785,-106.664619198,3.15892,0.00551104,8.4754929214,0.01,1,100,0.992837
0.607439,1.01394,1.08045e-06,-106.846004234,6.42897646397,98.6248659849,-106.743,-114.263,100,0.7,16.61,-106.846004234,0.00618236,1.30001,0.0132311,98.9416710306,-106.846004234,2.60967,0.0104304,6.42897646397,0.01,1,100,0.982535
0.481683,1.04369,4.66928e-06,-106.786150503,72.0992345221,95.8141240205,-106.213,-118.142,100,0.7,26.86,-106.786150503,0.00492189,1.57271,0.0160702,95.5816571551,-106.786150503,5.61411,0.0447207,72.0992345221,0.01,1,100,0.978654
0.623605,1.04646,6.71611e-06,-106.342275267,14.5065363902,95.5604519586,-106.022,-113.572,100,0.7,21.47,-106.342275267,0.00616199,2.60975,0.0257876,93.7655798096,-106.342275267,4.45156,0.0687851,14.5065363902,0.01,1,100,1.01202
7.53895e-06,4.97016,0.0006634,-105.129848717,56.6672094838,20.1200920296,-92.9531,-110.577,100,0.7,22.31,-105.129848717,6.82326e-08,21.8406,0.197672,13.2141252683,-105.129848717,50.6608,8.09866,56.6672094838,0.01,1,100,1.10489
0.0129159,2.19544,0.000211373,-104.136558435,68.1828755357,45.5488609158,-96.1431,-108.208,100,0.7,32.35,-104.136558435,0.000110566,13.2744,0.113636,32.3353743118,-104.136558435,47.7076,2.88437,68.1828755357,0.01,1,100,1.16816
0.16758,1.15575,1.67655e-05,-103.495418908,52.8202684142,86.5238727416,-102.362,-110.746,100,0.7,35.81,-103.495418908,0.0016833,2.1255,0.0213502,85.7649051058,-103.495418908,8.91217,0.166164,52.8202684142,0.01,1,100,0.995543
0.0271084,1.31166,3.61115e-05,-101.611781475,58.5517377729,76.2392663384,-99.7634,-108.473,100,0.7,37.43,-101.611781475,0.000252336,4.84348,0.045085,73.6646161991,-101.611781475,13.9047,0.41677,58.5517377729,0.01,1,100,1.0743
0.137527,1.05339,5.78924e-06,-103.225886801,302.728282102,94.9315027412,-101.903,-119.571,100,0.7,48.26,-103.225886801,0.00138175,1.34201,0.0134834,94.579356764,-103.225886801,8.08353,0.0573509,302.728282102,0.01,1,100,0.995312
0.310204,1.11097,1.00018e-05,-101.089581726,47.6824112554,90.0113332236,-100.313,-108.278,100,0.7,38.92,-101.089581726,0.00301815,1.61834,0.0157457,90.9903856997,-101.089581726,7.4581,0.105655,47.6824112554,0.01,1,100,1.02779
0.381392,1.26437,7.16304e-05,-101.470359513,53.3444374063,79.0906031843,-100.034,-108.748,100,0.7,41.31,-101.470359513,0.00354258,8.5045,0.0789945,58.5089182294,-101.470359513,15.0506,0.830235,53.3444374063,0.01,1,100,1.07659
0.308927,1.05327,5.85376e-06,-101.400823077,50.6666713994,94.9420429214,-100.936,-109.819,100,0.7,44.21,-101.400823077,0.00311277,1.34907,0.0135933,94.5222140981,-101.400823077,6.68262,0.0576571,50.6666713994,0.01,1,100,0.99245
0.329056,1.03974,3.94479e-06,-99.0995405201,52.5145227564,96.177629086,-98.7924,-106.241,100,0.7,45.8,-99.0995405201,0.00327268,1.4737,0.014657,96.2414319975,-99.0995405201,7.46477,0.0398802,52.5145227564,0.01,1,100,1.00546
0.0053853,2.12563,0.000125895,-98.9947274533,99.3047877159,47.0448466184,-94.1538,-104.913,100,0.7,46.97,-98.9947274533,4.90669e-05,7.40163,0.0674382,44.5164591421,-98.9947274533,47.7436,1.51653,99.3047877159,0.01,1,100,1.09754
0.234556,1.09065,5.80365e-06,-98.3226893894,117.602295362,91.688405744,-97.6635,-105.608,100,0.7,53.09,-98.3226893894,0.00231025,1.52464,0.0150169,94.566568135,-98.3226893894,12.9957,0.0598241,117.602295362,0.01,1,100,1.01528
1.47997e-19,21.131,0.00345491,-95.0347640204,1938.18662426,4.73237461515,98.5,7.91209,100,0.7,67.26,-95.0347640204,9.61593e-22,77.2046,0.501629,2.8406199809,-95.0347640204,385.698,81.8385,1938.18662426,0.01,1,100,1.53908
0.0129526,nan,0.00999138,-95.0347640204,1938.18662426,nan,-104.799,-inf,200,0.7,67.26,-95.0347640204,1.91612e-21,6.75691e+18,0.999573,1.00085448332,-97.3881383003,0.00598483,4.56554e+35,1083.10712571,0.01,,100,6.7598e+16
0.00143177,2.36587,3.79986e-05,-101.332150375,920.483880551,84.5353963796,-82.173,-103.606,200,0.7,76.98,-101.332150375,7.15412e-06,6.18464,0.0309028,79.6069602469,-101.332150375,156.544,1.52195,920.483880551,0.005,1,100,1.00066
1.0,1.0,3.50449e-18,-93.8558935156,538.433342161,200.0,-93.8559,-101.605,200,0.7,83.6,-93.8558935156,0.01,1.0,0.01,100.0,-93.8558935156,23.0879,,538.433342161,0.01,2,100,1.0
3.10715e-05,2.85924,5.19256e-05,-96.7123445686,1934.93711542,69.9487204973,-78.8417,-101.08,200,0.7,103.83,-96.7123445686,1.44822e-07,6.70008,0.0312285,65.2179730768,-96.7123445686,87.1033,2.39023,1934.93711542,0.005,1,100,1.07275
1.0,1.0,3.50449e-18,-91.0784137484,2601.2186046,200.0,-91.0784,-105.381,200,0.7,166.27,-91.0784137484,0.01,1.0,0.01,100.0,-91.0784137484,50.7465,,2601.2186046,0.01,2,100,1.0
,8.2519,0.000172068,-91.1324553157,3024.53983133,24.2368460499,-41.576,-81.1147,200,0.7,173.65,-91.1324553157,,16.7523,0.0799326,25.4832495645,-91.1324553157,220.772,7.55787,3024.53983133,0.005,1,100,1.0479
1.0,1.0,3.50449e-18,-51.8727257071,3716.67409128,200.0,-51.8727,-61.3943,200,0.7,272.2,-51.8727257071,0.01,1.0,0.01,100.0,-51.8727257071,60.6589,,3716.67409128,0.01,2,100,1.0
7.64241e-25,54.746,0.00375533,-61.7784688782,3351.00770109,3.65323377469,58.3984,4.71934,200,0.7,245.4,-61.7784688782,3.46242e-27,191.064,0.865619,1.32923786257,-61.7784688782,134.219,182.958,3351.00770109,0.005,1,100,1.10362
1.0,1.0,3.50449e-18,-30.6484626368,7301.04528453,200.0,-30.6485,-42.1892,200,0.7,231.01,-30.6484626368,0.01,1.0,0.01,100.0,-30.6484626368,85.0178,,7301.04528453,0.01,2,100,1.0
0.00523386,1.10187e-05,0.00497357,-61.7784688782,3351.00770109,27226383.381,-56.6783,-inf,300,0.7,245.4,-61.7784688782,3.98939e-27,1.30849e+24,0.997364,,-31.6723194808,2.10938,inf,7720.13063859,0.005,,100,6.55973e+21
,61.1511,0.00116486,-71.9014772793,2599.45238218,4.90588005437,46.3172,-2.54647,300,0.7,216.66,-71.9014772793,,182.886,0.474416,2.8439250218,-71.9014772793,149.316,173.107,2599.45238218,0.00333333,1,100,1.28499
1.0,1.0,3.50449e-18,-23.033146213,6245.60086005,300.0,-23.0331,-30.4986,300,0.7,274.92,-23.033146213,0.01,1.0,0.01,100.0,-23.033146213,78.633,,6245.60086005,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-22.1837549231,6924.50009976,300.0,-22.6084,-29.689,300,0.7,272.56,-22.1837549231,0.005,1.0,0.005,200.000000102,-22.1837549231,80.7427,,6924.50009976,0.005,2,100,1.0
0.0054679,3.06199e-05,nan,-71.9014772793,2599.45238218,13063417.0541,nan,nan,400,0.7,216.66,-71.9014772793,nan,inf,nan,nan,-26.587051008,nan,nan,6619.27764161,nan,,100,inf
1.92617e-32,54.3667,0.000573829,-65.3526930522,3248.6578942,7.35744449602,50.4029,10.5021,400,0.7,221.82,-65.3526930522,3.42519e-35,208.541,0.370836,4.32044697499,-65.3526930522,226.515,181.469,3248.6578942,0.0025,1,100,1.40588
1.0,1.0,3.50449e-18,-29.2876808828,6310.50875534,400.0,-29.2877,-39.8016,400,0.7,271.74,-29.2876808828,0.01,1.0,0.01,100.0,-29.2876808828,79.0405,,6310.50875534,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-37.0690047108,6257.79981029,400.0,-33.1783,-40.6128,400,0.7,255.51,-37.0690047108,0.005,1.0,0.005,200.000000102,-37.0690047108,78.9712,,6257.79981029,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-36.6745310709,6710.45097721,400.0,-34.3437,-41.155,400,0.7,229.27,-36.6745310709,0.00333333,1.0,0.00333333,299.999969474,-36.6745310709,79.8423,,6710.45097721,0.00333333,2,100,1.0
0.00479522,4.67729e-33,0.0024997,-65.3526930522,3248.6578942,1.06899470233e+35,-103.237,-inf,500,0.7,221.82,-65.3526930522,9.23584e-35,5.19166e+31,0.999941,,-46.6802733431,0.378474,inf,6083.25293334,0.0025,,100,1.29799e+29
,66.3232,0.000443802,-66.206326571,3188.90141615,7.53884571548,47.2327,-0.810413,500,0.7,234.49,-66.206326571,,236.706,0.364696,4.47512806612,-66.206326571,270.617,186.96,3188.90141615,0.002,1,100,1.2981
1.0,1.0,3.50449e-18,-44.1075170592,6219.10713242,500.0,-44.1075,-55.6166,500,0.7,221.55,-44.1075170592,0.01,1.0,0.01,100.0,-44.1075170592,78.466,,6219.10713242,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-20.9266884199,7947.06473619,500.0,-32.5171,-41.913,500,0.7,287.62,-20.9266884199,0.005,1.0,0.005,200.000000102,-20.9266884199,84.5375,,7947.06473619,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-42.6467874034,6098.44814008,500.0,-35.8937,-43.5654,500,0.7,217.33,-42.6467874034,0.00333333,1.0,0.00333333,299.999969474,-42.6467874034,82.4602,,6098.44814008,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-48.617699007,5451.87721394,500.0,-39.0747,-45.7186,500,0.7,224.76,-48.617699007,0.0025,1.0,0.0025,400.0,-48.617699007,80.4951,,5451.87721394,0.0025,2,100,1.0
1.12202e-32,26.0504,8.38441e-05,-22.9943126188,7129.45644236,19.1935999466,19.1448,-14.5577,500,0.7,289.75,-22.9943126188,1.42817e-35,96.7583,0.12316,22.8111487491,-22.9943126188,367.076,51.7498,7129.45644236,0.002,1,100,1.57126
1.0,1.0,3.50449e-18,-18.1539784057,6601.79434059,500.0,-18.154,-27.586,500,0.7,288.83,-18.1539784057,0.01,1.0,0.01,100.0,-18.1539784057,80.8441,,6601.79434059,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-19.5140538385,7215.77201087,500.0,-18.834,-26.3523,500,0.7,273.31,-19.5140538385,0.005,1.0,0.005,200.000000102,-19.5140538385,82.7052,,7215.77201087,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-9.12161010247,8086.10384868,500.0,-15.5965,-22.1831,500,0.7,287.05,-9.12161010247,0.00333333,1.0,0.00333333,299.999969474,-9.12161010247,85.1439,,8086.10384868,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-13.48922515,6735.77323249,500.0,-15.0697,-20.7738,500,0.7,291.91,-13.48922515,0.0025,1.0,0.0025,400.0,-13.48922515,84.2914,,6735.77323249,0.0025,2,100,1.0
,59.0064,0.000291573,-12.7953495262,7189.2121594,8.47365036857,70.5956,31.4049,500,0.7,296.83,-12.7953495262,,120.383,0.240739,6.77989870709,-12.7953495262,174.665,72.9094,7189.2121594,0.002,1,100,1.00011
1.0,1.0,3.50449e-18,-28.4461283638,8340.80154653,500.0,-28.4461,-36.5822,500,0.7,229.27,-28.4461283638,0.01,1.0,0.01,100.0,-28.4461283638,90.8702,,8340.80154653,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-7.5777228646,8595.67222273,500.0,-18.0119,-23.765,500,0.7,282.02,-7.5777228646,0.005,1.0,0.005,200.000000102,-7.5777228646,92.1544,,8595.67222273,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-12.2817969255,8077.40364204,500.0,-16.1019,-20.7992,500,0.7,273.37,-12.2817969255,0.00333333,1.0,0.00333333,299.999969474,-12.2817969255,91.2933,,8077.40364204,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-25.312380097,7903.13067488,500.0,-18.4045,-22.4725,500,0.7,237.88,-25.312380097,0.0025,1.0,0.0025,400.0,-25.312380097,90.6795,,7903.13067488,0.0025,2,100,1.0
1.58748e-18,49.8735,0.0002299,-1.18337171812,8000.55846308,10.0253655394,61.2503,35.5543,500,0.7,300.0,-1.18337171812,1.94464e-21,201.872,0.24729,8.56749120231,-1.18337171812,195.532,153.207,8000.55846308,0.002,1,100,1.63267
1.0,1.0,3.50449e-18,-9.47226685588,9182.92889367,500.0,-9.47227,-17.4819,500,0.7,269.69,-9.47226685588,0.01,1.0,0.01,100.0,-9.47226685588,95.3473,,9182.92889367,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-21.5271923857,8644.39533112,500.0,-15.4997,-21.1634,500,0.7,241.87,-21.5271923857,0.005,1.0,0.005,200.000000102,-21.5271923857,94.1321,,8644.39533112,0.005,2,100,1.0
1.0,1.0,5.43914e-20,6.29149052924,8526.57143039,500.0,-8.23599,-12.8604,500,0.7,308.46,6.29149052924,0.00333333,1.0,0.00333333,299.999969474,6.29149052924,93.9496,,8526.57143039,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-17.6764692943,8512.86664521,500.0,-10.5961,-14.6009,500,0.7,250.99,-17.6764692943,0.0025,1.0,0.0025,400.0,-17.6764692943,93.5069,,8512.86664521,0.0025,2,100,1.0
,74.2771,0.000706913,-1.39999166866,8961.09102829,6.73155332421,72.3375,41.1256,500,0.7,291.78,-1.39999166866,,635.933,0.585451,2.81888911197,-1.39999166866,318.33,834.08,8961.09102829,0.002,1,100,2.17246
1.0,1.0,3.50449e-18,-10.8221287364,8602.33377415,500.0,-10.8221,-18.7784,500,0.7,265.16,-10.8221287364,0.01,1.0,0.01,100.0,-10.8221287364,92.2839,,8602.33377415,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-4.40444353059,8699.78820396,500.0,-7.61329,-13.2392,500,0.7,282.57,-4.40444353059,0.005,1.0,0.005,200.000000102,-4.40444353059,92.6005,,8699.78820396,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-15.364137914,8931.30029449,500.0,-10.1969,-14.7904,500,0.7,255.73,-15.364137914,0.00333333,1.0,0.00333333,299.999969474,-15.364137914,93.1517,,8931.30029449,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-3.54109269621,8802.71405587,500.0,-8.53295,-12.5111,500,0.7,282.92,-3.54109269621,0.0025,1.0,0.0025,400.0,-3.54109269621,93.2465,,8802.71405587,0.0025,2,100,1.0
,52.0007,0.00023836,-8.55127293149,8730.88296925,9.61526188076,82.0988,56.4406,500,0.7,275.0,-8.55127293149,,141.377,0.273929,8.26845930934,-8.55127293149,64.5478,63.4912,8730.88296925,0.002,1,100,1.03222
1.0,1.0,3.50449e-18,-12.9350333204,9255.85596372,500.0,-12.935,-21.0189,500,0.7,260.85,-12.9350333204,0.01,1.0,0.01,100.0,-12.9350333204,95.7251,,9255.85596372,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-15.1367190624,8949.23048235,500.0,-14.0359,-19.752,500,0.7,257.41,-15.1367190624,0.005,1.0,0.005,200.000000102,-15.1367190624,94.9354,,8949.23048235,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-5.51279321646,8892.74117135,500.0,-11.1948,-15.8621,500,0.7,277.65,-5.51279321646,0.00333333,1.0,0.00333333,299.999969474,-5.51279321646,94.6532,,8892.74117135,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-21.1240549452,8627.1968744,500.0,-13.6772,-17.7191,500,0.7,238.58,-21.1240549452,0.0025,1.0,0.0025,400.0,-21.1240549452,94.1974,,8627.1968744,0.0025,2,100,1.0
,58.2412,0.000211974,-12.9393051881,8580.71858947,8.58499364437,87.473,59.8832,500,0.7,256.56,-12.9393051881,,123.222,0.194404,9.2785860216,-12.9393051881,69.2432,85.1632,8580.71858947,0.002,1,100,1.26769
1.0,1.0,3.50449e-18,-24.7607739363,8775.2357862,500.0,-24.7608,-33.2507,500,0.7,228.96,-24.7607739363,0.01,1.0,0.01,100.0,-24.7607739363,93.2067,,8775.2357862,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-10.6553013854,8729.43648395,500.0,-17.708,-23.7113,500,0.7,264.3,-10.6553013854,0.005,1.0,0.005,200.000000102,-10.6553013854,93.3518,,8729.43648395,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-12.3376048896,9181.88632435,500.0,-15.9179,-20.8195,500,0.7,264.26,-12.3376048896,0.00333333,1.0,0.00333333,299.999969474,-12.3376048896,94.0539,,9181.88632435,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-5.4842927635,9273.08239109,500.0,-13.3095,-17.5545,500,0.7,277.12,-5.4842927635,0.0025,1.0,0.0025,400.0,-5.4842927635,94.605,,9273.08239109,0.0025,2,100,1.0
,68.8488,0.000583477,-9.03649643623,9007.12275666,7.26229224077,77.1459,45.6419,500,0.7,265.96,-9.03649643623,,315.459,0.518183,3.41116324193,-9.03649643623,151.877,216.244,9007.12275666,0.002,1,100,1.21756
1.0,1.0,3.50449e-18,-25.7157078314,8660.94436532,500.0,-25.7157,-33.5945,500,0.7,229.65,-25.7157078314,0.01,1.0,0.01,100.0,-25.7157078314,92.5977,,8660.94436532,0.01,2,100,1.0
1.0,1.0,2.1793e-19,2.54046196926,9005.6651413,500.0,-11.5876,-17.2768,500,0.7,297.21,2.54046196926,0.005,1.0,0.005,200.000000102,2.54046196926,94.5758,,9005.6651413,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-2.19104169333,9069.98440974,500.0,-8.45543,-13.1006,500,0.7,292.19,-2.19104169333,0.00333333,1.0,0.00333333,299.999969474,-2.19104169333,94.7405,,9069.98440974,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-22.8140510601,8485.90653544,500.0,-12.0451,-16.1586,500,0.7,242.71,-22.8140510601,0.0025,1.0,0.0025,400.0,-22.8140510601,94.1846,,8485.90653544,0.0025,2,100,1.0
,60.1023,0.000460354,-22.7270677171,8740.78933479,8.31915516705,76.5609,48.0374,500,0.7,241.83,-22.7270677171,,208.098,0.371567,4.31561911909,-22.7270677171,139.932,144.396,8740.78933479,0.002,1,100,1.12011
1.0,1.0,3.50449e-18,-17.7462966874,8843.83606913,500.0,-17.7463,-25.1647,500,0.7,251.2,-17.7462966874,0.01,1.0,0.01,100.0,-17.7462966874,93.5703,,8843.83606913,0.01,2,100,1.0
1.0,1.0,2.1793e-19,0.467905424899,8610.8126534,500.0,-8.63919,-13.8848,500,0.7,291.44,0.467905424899,0.005,1.0,0.005,200.000000102,0.467905424899,93.3969,,8610.8126534,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-14.841046448,8905.96487557,500.0,-10.7065,-14.9895,500,0.7,260.15,-14.841046448,0.00333333,1.0,0.00333333,299.999969474,-14.841046448,93.6101,,8905.96487557,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-14.1440612194,9029.83559762,500.0,-11.5659,-15.5629,500,0.7,260.15,-14.1440612194,0.0025,1.0,0.0025,400.0,-14.1440612194,93.8575,,9029.83559762,0.0025,2,100,1.0
0.00239712,4.97335,1.7414e-05,-10.8610781845,8686.43537902,100.535816585,7.04463,-0.928041,500,0.7,269.66,-10.8610781845,4.60308e-06,40.9933,0.0787173,93.5489474478,-10.8610781845,201.385,4.72262,8686.43537902,0.002,1,100,1.04153
1.0,1.0,3.50449e-18,-19.7266063223,8461.51946764,500.0,-19.7266,-27.5756,500,0.7,243.34,-19.7266063223,0.01,1.0,0.01,100.0,-19.7266063223,91.5254,,8461.51946764,0.01,2,100,1.0
1.0,1.0,2.1793e-19,-2.13386732456,8758.50370133,500.0,-10.9302,-16.4803,500,0.7,288.26,-2.13386732456,0.005,1.0,0.005,200.000000102,-2.13386732456,92.7431,,8758.50370133,0.005,2,100,1.0
1.0,1.0,5.43914e-20,-14.1010854461,8794.6130781,500.0,-11.9872,-16.5519,500,0.7,257.08,-14.1010854461,0.00333333,1.0,0.00333333,299.999969474,-14.1010854461,92.9443,,8794.6130781,0.00333333,2,100,1.0
1.0,1.0,5.4346e-20,-33.4617810086,7912.25494222,500.0,-17.3558,-21.309,500,0.7,212.9,-33.4617810086,0.0025,1.0,0.0025,400.0,-33.4617810086,92.3241,,7912.25494222,0.0025,2,100,1.0
4.02648e-12,85.836,0.00115041,-11.2140600049,8478.42237839,5.82505977406,73.7187,40.4908,500,0.7,268.24,-11.2140600049,3.63281e-15,836.389,0.754615,1.73595405593,-11.2140600049,286.591,1413.24,8478.42237839,0.002,1,100,2.21673
1.0,1.0,3.50449e-18,-11.3115516572,8730.09643563,500.0,-11.3116,-18.8909,500,0.7,268.34,-11.3115516572,0.01,1.0,0.01,100.0,-11.3115516572,92.9666,,8730.09643563,0.01,2,100,1.0
