ESSClassic,AvgDiscRet,AvgVanillaIw,MaxNormIw,MinNormIw,VarRet,J,Bound,MinVanillaIw,AvgRet,VarJ,MaxVanillaIw,ESSRenyi,AvgEpLen,BatchSize,VanillaAvgRet,VarVanillaIw,VarNormIw,VarDiscRet,AvgNormIw,eRenyi2
100.0,-1.0913936421275138e-12,1.0,0.01,0.01,248990.89823722685,-1.7881393e-06,-4.2097993,1.0,-1.0913936421275138e-12,496.48865,1.0,nan,495.02,100,4949.97976348293,,3.5044917e-18,248990.89823722685,0.009999998,nan
100.0,-7.185008144006133e-13,1.0,0.01,0.01,248989.45393685007,-8.34465e-07,-4.21091,1.0,-7.185008144006133e-13,496.48718,1.0,nan,495.02,100,4949.965358087517,,3.5044917e-18,248989.45393685007,0.009999998,nan
100.0,-6.275513442233204e-13,1.0,0.01,0.01,0.01788583022567356,2.3283064e-09,-0.011748217,1.0,-6.275513442233204e-13,0.13306755,1.0,nan,500.0,100,4999.85989549511,,3.5044917e-18,0.01788583022567356,0.009999998,nan
100.0,8.822098607197404e-13,1.0,0.01,0.01,249988.42934423694,1.9073486e-06,-4.217731,1.0,8.822098607197404e-13,497.48218,1.0,nan,495.01,100,4949.885325228407,,3.5044917e-18,249988.42934423694,0.009999998,nan
100.0,-1.0550138540565967e-12,1.0,0.01,0.01,248990.26526861064,2.6226044e-06,-4.2102466,1.0,-1.0550138540565967e-12,496.48798,1.0,nan,495.02,100,4949.974515404027,,3.5044917e-18,248990.26526861064,0.009999998,nan
100.0,-5.184119800105691e-13,1.0,0.01,0.01,249986.23683682867,-2.861023e-06,-4.219546,1.0,-5.184119800105691e-13,497.48,1.0,nan,495.01,100,4949.863598994206,,3.5044917e-18,249986.23683682867,0.009999998,nan
100.0,-2.091837814077735e-13,1.0,0.01,0.01,0.015085061876102111,-9.313226e-10,-0.0115304515,1.0,-2.091837814077735e-13,0.122205615,1.0,nan,500.0,100,4999.862585976968,,3.5044917e-18,0.015085061876102111,0.009999998,nan
100.0,-4.82032191939652e-13,1.0,0.01,0.01,0.012828762962478913,-1.1641532e-09,-0.008842304,1.0,-4.82032191939652e-13,0.112696394,1.0,nan,500.0,100,4999.894588104062,,3.5044917e-18,0.012828762962478913,0.009999998,nan
100.0,5.547917680814862e-13,1.0,0.01,0.01,0.011268019753385428,,-0.009054,1.0,5.547917680814862e-13,0.105618834,1.0,nan,500.0,100,4999.892188332961,,3.5044917e-18,0.011268019753385428,0.009999998,nan
100.0,-2.9103830456733704e-13,1.0,0.01,0.01,249988.88285527495,2.3841858e-06,-4.2173395,1.0,-2.9103830456733704e-13,497.48264,1.0,nan,495.01,100,4949.889824897244,,3.5044917e-18,249988.88285527495,0.009999998,nan
100.0,-6.366462912410498e-14,1.0,0.01,0.01,0.013884802001837334,-2.3283064e-09,-0.011359005,1.0,-6.366462912410498e-14,0.11724314,1.0,nan,500.0,100,4999.8642958911005,,3.5044917e-18,0.013884802001837334,0.009999998,nan
100.0,-1.1823431123048067e-13,1.0,0.01,0.01,249987.60657267956,7.390976e-06,-4.2183294,1.0,-1.1823431123048067e-13,497.48135,1.0,nan,495.01,100,4949.877182754866,,3.5044917e-18,249987.60657267956,0.009999998,nan
100.0,6.45741238258779e-13,1.0,0.01,0.01,249987.6862318656,-1.9073486e-06,-4.218357,1.0,6.45741238258779e-13,497.4814,1.0,nan,495.01,100,4949.877956119726,,3.5044917e-18,249987.6862318656,0.009999998,nan
100.0,5.456968210637569e-14,1.0,0.01,0.01,248990.69697132485,4.887581e-06,-4.2099686,1.0,5.456968210637569e-14,496.48846,1.0,nan,495.02,100,4949.977862564713,,3.5044917e-18,248990.69697132485,0.009999998,nan
100.0,-1.1459633242338896e-12,1.0,0.01,0.01,248990.80303908626,4.7683716e-07,-4.2098675,1.0,-1.1459633242338896e-12,496.4886,1.0,nan,495.02,100,4949.978801041626,,3.5044917e-18,248990.80303908626,0.009999998,nan
100.0,-2.5465851649641993e-13,1.0,0.01,0.01,249986.26793294668,-3.33786e-06,-4.2195525,1.0,-2.5465851649641993e-13,497.48007,1.0,nan,495.01,100,4949.863913301402,,3.5044917e-18,249986.26793294668,0.009999998,nan
100.0,-2.6375346351414917e-13,1.0,0.01,0.01,0.009612602078976315,9.313226e-10,-0.0087828655,1.0,-2.6375346351414917e-13,0.09755243,1.0,nan,500.0,100,4999.89535266652,,3.5044917e-18,0.009612602078976315,0.009999998,nan
100.0,-4.638422979041934e-13,1.0,0.01,0.01,249987.63541431594,6.914139e-06,-4.218409,1.0,-4.638422979041934e-13,497.4814,1.0,nan,495.01,100,4949.8774403152165,,3.5044917e-18,249987.63541431594,0.009999998,nan
100.0,7.275957614183426e-14,1.0,0.01,0.01,249986.14640813394,-2.3841858e-07,-4.2196593,1.0,7.275957614183426e-14,497.47995,1.0,nan,495.01,100,4949.862712070208,,3.5044917e-18,249986.14640813394,0.009999998,nan
100.0,-1.0368239600211381e-12,1.0,0.01,0.01,248992.48739859607,,-4.2085013,1.0,-1.0368239600211381e-12,496.49023,1.0,nan,495.02,100,4949.995179540606,,3.5044917e-18,248992.48739859607,0.009999998,nan
100.0,7.548806024715304e-13,1.0,0.01,0.01,249989.92642831843,2.026558e-06,-4.2164893,1.0,7.548806024715304e-13,497.4837,1.0,nan,495.01,100,4949.900161483744,,3.5044917e-18,249989.92642831843,0.009999998,nan
100.0,2.7284841053187846e-14,1.0,0.01,0.01,0.013456840347814658,1.6298145e-09,-0.0101329945,1.0,2.7284841053187846e-14,0.115422145,1.0,nan,500.0,100,4999.879531742938,,3.5044917e-18,0.013456840347814658,0.009999998,nan
100.0,1.8189894035458566e-13,1.0,0.01,0.01,249988.1649289735,1.5497208e-06,-4.217967,1.0,1.8189894035458566e-13,497.4819,1.0,nan,495.01,100,4949.882701956886,,3.5044917e-18,249988.1649289735,0.009999998,nan
100.0,3.0013325158506633e-13,1.0,0.01,0.01,0.009559315375718231,-4.656613e-10,-0.008509115,1.0,3.0013325158506633e-13,0.097281665,1.0,nan,500.0,100,4999.898751620096,,3.5044917e-18,0.009559315375718231,0.009999998,nan
100.0,5.547917680814862e-13,1.0,0.01,0.01,249988.03622213195,9.536743e-07,-4.2180743,1.0,5.547917680814862e-13,497.48184,1.0,nan,495.01,100,4949.881407221723,,3.5044917e-18,249988.03622213195,0.009999998,nan
100.0,1.2369127944111825e-12,1.0,0.01,0.01,249987.5492230015,1.4305115e-06,-4.21843,1.0,1.2369127944111825e-12,497.48132,1.0,nan,495.01,100,4949.876581025372,,3.5044917e-18,249987.5492230015,0.009999998,nan
100.0,9.003997547551989e-13,1.0,0.01,0.01,249987.3677969316,-4.2915344e-06,-4.218633,1.0,9.003997547551989e-13,497.48117,1.0,nan,495.01,100,4949.874813387741,,3.5044917e-18,249987.3677969316,0.009999998,nan
100.0,3.54702933691442e-13,1.0,0.01,0.01,0.012776864663376828,8.1490725e-10,-0.009615663,1.0,3.54702933691442e-13,0.112468205,1.0,nan,500.0,100,4999.88567311246,,3.5044917e-18,0.012776864663376828,0.009999998,nan
100.0,5.275069270282983e-13,1.0,0.01,0.01,0.012296636339761104,4.656613e-10,-0.010358952,1.0,5.275069270282983e-13,0.11033436,1.0,nan,500.0,100,4999.876340463784,,3.5044917e-18,0.012296636339761104,0.009999998,nan
100.0,3.4560798667371273e-13,1.0,0.01,0.01,0.012112096086047549,-2.1536835e-09,-0.009468708,1.0,3.4560798667371273e-13,0.10950331,1.0,nan,500.0,100,4999.88651868371,,3.5044917e-18,0.012112096086047549,0.009999998,nan
100.0,7.548806024715304e-13,1.0,0.01,0.01,249989.6167362765,-6.67572e-06,-4.2167516,1.0,7.548806024715304e-13,497.48334,1.0,nan,495.01,100,4949.897084362744,,3.5044917e-18,249989.6167362765,0.009999998,nan
100.0,8.36735125631094e-13,1.0,0.01,0.01,0.016779640244011566,6.9849193e-10,-0.012274557,1.0,8.36735125631094e-13,0.12888694,1.0,nan,500.0,100,4999.853701687128,,3.5044917e-18,0.016779640244011566,0.009999998,nan
100.0,3.9108272176235914e-13,1.0,0.01,0.01,0.013861485104111403,1.1641532e-09,-0.009749283,1.0,3.9108272176235914e-13,0.11714465,1.0,nan,500.0,100,4999.883882265771,,3.5044917e-18,0.013861485104111403,0.009999998,nan
100.0,-1.6370904631912708e-13,1.0,0.01,0.01,249985.07860895773,3.5762787e-07,-4.2205315,1.0,-1.6370904631912708e-13,497.47885,1.0,nan,495.01,100,4949.8521178600595,,3.5044917e-18,249985.07860895773,0.009999998,nan
100.0,9.094947017729283e-15,1.0,0.01,0.01,0.013629018763474008,-6.9849193e-10,-0.0107801575,1.0,9.094947017729283e-15,0.116158195,1.0,nan,500.0,100,4999.871491896701,,3.5044917e-18,0.013629018763474008,0.009999998,nan
100.0,-9.094947017729283e-15,1.0,0.01,0.01,248988.7973038771,-3.0994415e-06,-4.2115164,1.0,-9.094947017729283e-15,496.48654,1.0,nan,495.02,100,4949.959173336391,,3.5044917e-18,248988.7973038771,0.009999998,nan
100.0,4.729372449219227e-13,1.0,0.01,0.01,0.013213822211721824,-6.9849193e-10,-0.009811172,1.0,4.729372449219227e-13,0.11437518,1.0,nan,500.0,100,4999.883368952849,,3.5044917e-18,0.013213822211721824,0.009999998,nan
100.0,1.1823431123048067e-13,1.0,0.01,0.01,0.012818467057725214,1.3969839e-09,-0.009075501,1.0,1.1823431123048067e-13,0.112651154,1.0,nan,500.0,100,4999.89194622744,,3.5044917e-18,0.012818467057725214,0.009999998,nan
100.0,8.003553375601769e-13,1.0,0.01,0.01,249988.1197103756,4.7683716e-07,-4.217989,1.0,8.003553375601769e-13,497.4819,1.0,nan,495.01,100,4949.882236058875,,3.5044917e-18,249988.1197103756,0.009999998,nan
100.0,-2.5465851649641993e-13,1.0,0.01,0.01,0.01384780312689551,-1.8626451e-09,-0.0099655725,1.0,-2.5465851649641993e-13,0.11708683,1.0,nan,500.0,100,4999.881163339838,,3.5044917e-18,0.01384780312689551,0.009999998,nan
100.0,2.9103830456733704e-13,1.0,0.01,0.01,248989.88391504652,-1.4305115e-06,-4.210539,1.0,2.9103830456733704e-13,496.48764,1.0,nan,495.02,100,4949.9704866411075,,3.5044917e-18,248989.88391504652,0.009999998,nan
100.0,-4.547473508864641e-13,1.0,0.01,0.01,248987.64419464616,-1.4305115e-06,-4.21253,1.0,-4.547473508864641e-13,496.48538,1.0,nan,495.02,100,4949.947032722891,,3.5044917e-18,248987.64419464616,0.009999998,nan
100.0,-8.913048077374697e-13,1.0,0.01,0.01,0.011998598285375226,,-0.009208445,1.0,-8.913048077374697e-13,0.108989045,1.0,nan,500.0,100,4999.890557459532,,3.5044917e-18,0.011998598285375226,0.009999998,nan
100.0,6.09361450187862e-13,1.0,0.01,0.01,248990.46805234713,-3.0994415e-06,-4.2101474,1.0,6.09361450187862e-13,496.48822,1.0,nan,495.02,100,4949.975563331219,,3.5044917e-18,248990.46805234713,0.009999998,nan
100.0,-2.6375346351414917e-13,1.0,0.01,0.01,249985.9710116921,4.529953e-06,-4.2198033,1.0,-2.6375346351414917e-13,497.47974,1.0,nan,495.01,100,4949.860958226122,,3.5044917e-18,249985.9710116921,0.009999998,nan
100.0,6.366462912410497e-13,1.0,0.01,0.01,249987.33522916742,1.1920929e-06,-4.2186465,1.0,6.366462912410497e-13,497.48117,1.0,nan,495.01,100,4949.874484733886,,3.5044917e-18,249987.33522916742,0.009999998,nan
100.0,2.8194335754960775e-13,1.0,0.01,0.01,493939.73445078067,1.1444092e-05,-8.41732,1.0,2.8194335754960775e-13,699.2856,1.0,nan,490.03,100,4899.986431659574,,3.5044917e-18,493939.73445078067,0.009999998,nan
100.0,-6.45741238258779e-13,1.0,0.01,0.01,249987.09113330068,-4.7683716e-07,-4.218836,1.0,-6.45741238258779e-13,497.48087,1.0,nan,495.01,100,4949.872046961206,,3.5044917e-18,249987.09113330068,0.009999998,nan
100.0,4.729372449219227e-13,1.0,0.01,0.01,0.010775655838832065,7.566996e-10,-0.009018457,1.0,4.729372449219227e-13,0.10328552,1.0,nan,500.0,100,4999.892752573081,,3.5044917e-18,0.010775655838832065,0.009999998,nan
100.0,-8.549250196665525e-13,1.0,0.01,0.01,0.016842783496551595,1.1641532e-10,-0.0101549495,1.0,-8.549250196665525e-13,0.12912923,1.0,nan,500.0,100,4999.877974165547,,3.5044917e-18,0.016842783496551595,0.009999998,nan
100.0,-1.9099388737231492e-13,1.0,0.01,0.01,249988.32798457623,-2.3841858e-07,-4.2177725,1.0,-1.9099388737231492e-13,497.48206,1.0,nan,495.01,100,4949.884315583159,,3.5044917e-18,249988.32798457623,0.009999998,nan
100.0,-6.275513442233204e-13,1.0,0.01,0.01,249988.23820783125,-3.5762787e-06,-4.2178755,1.0,-6.275513442233204e-13,497.482,1.0,nan,495.01,100,4949.883421079804,,3.5044917e-18,249988.23820783125,0.009999998,nan
100.0,-1.8189894035458565e-14,1.0,0.01,0.01,0.011503167164808373,-1.5133992e-09,-0.009798105,1.0,-1.8189894035458565e-14,0.1067152,1.0,nan,500.0,100,4999.882526624198,,3.5044917e-18,0.011503167164808373,0.009999998,nan
100.0,-1.8189894035458566e-13,1.0,0.01,0.01,0.009894465901894994,1.1641532e-10,-0.009276009,1.0,-1.8189894035458566e-13,0.09897232,1.0,nan,500.0,100,4999.889629003504,,3.5044917e-18,0.009894465901894994,0.009999998,nan
100.0,9.549694368615747e-13,1.0,0.01,0.01,0.01436652486027191,5.820766e-10,-0.011640541,1.0,9.549694368615747e-13,0.119259626,1.0,nan,500.0,100,4999.86144193634,,3.5044917e-18,0.01436652486027191,0.009999998,nan
100.0,-8.185452315956354e-14,1.0,0.01,0.01,0.013942345672749672,-5.820766e-10,-0.01118572,1.0,-8.185452315956354e-14,0.117485836,1.0,nan,500.0,100,4999.866696926196,,3.5044917e-18,0.013942345672749672,0.009999998,nan
100.0,-5.275069270282983e-13,1.0,0.01,0.01,0.010382906628400485,-4.0745363e-10,-0.0092910305,1.0,-5.275069270282983e-13,0.10138579,1.0,nan,500.0,100,4999.889587601898,,3.5044917e-18,0.010382906628400485,0.009999998,nan
100.0,9.094947017729283e-14,1.0,0.01,0.01,249986.6451081203,-6.198883e-06,-4.219228,1.0,9.094947017729283e-14,497.4804,1.0,nan,495.01,100,4949.867643537732,,3.5044917e-18,249986.6451081203,0.009999998,nan
100.0,-2.2737367544323206e-13,1.0,0.01,0.01,0.016483614105121214,1.6298145e-09,-0.011463283,1.0,-2.2737367544323206e-13,0.12774497,1.0,nan,500.0,100,4999.863590152726,,3.5044917e-18,0.016483614105121214,0.009999998,nan
100.0,-3.7289282772690056e-13,1.0,0.01,0.01,0.013378015536495522,3.4924597e-10,-0.01049615,1.0,-3.7289282772690056e-13,0.1150836,1.0,nan,500.0,100,4999.874747742225,,3.5044917e-18,0.013378015536495522,0.009999998,nan
100.0,2.2737367544323206e-13,1.0,0.01,0.01,0.014815534432200178,1.1641532e-10,-0.012251491,1.0,2.2737367544323206e-13,0.12110895,1.0,nan,500.0,100,4999.854350932994,,3.5044917e-18,0.014815534432200178,0.009999998,nan
100.0,6.548361852765083e-13,1.0,0.01,0.01,0.01608384075888222,2.910383e-10,-0.011576706,1.0,6.548361852765083e-13,0.12618637,1.0,nan,500.0,100,4999.862030162672,,3.5044917e-18,0.01608384075888222,0.009999998,nan
100.0,-3.3651303965598344e-13,1.0,0.01,0.01,0.013957870937064337,-6.9849193e-10,-0.010255916,1.0,-3.3651303965598344e-13,0.11755123,1.0,nan,500.0,100,4999.878033698149,,3.5044917e-18,0.013957870937064337,0.009999998,nan
100.0,7.639755494892597e-13,1.0,0.01,0.01,0.008528751110413334,-1.3969839e-09,-0.009024814,1.0,7.639755494892597e-13,0.09188832,1.0,nan,500.0,100,4999.892420697439,,3.5044917e-18,0.008528751110413334,0.009999998,nan
100.0,,1.0,0.01,0.01,0.014506995922112948,-3.4924597e-10,-0.009599412,1.0,,0.11984125,1.0,nan,500.0,100,4999.885828902878,,3.5044917e-18,0.014506995922112948,0.009999998,nan
100.0,3.4560798667371273e-13,1.0,0.01,0.01,248991.23829858322,9.536743e-07,-4.209542,1.0,3.4560798667371273e-13,496.489,1.0,nan,495.02,100,4949.982607292047,,3.5044917e-18,248991.23829858322,0.009999998,nan
100.0,1.8189894035458566e-13,1.0,0.01,0.01,0.014111383082802475,-2.3283064e-10,-0.009560073,1.0,1.8189894035458566e-13,0.11819589,1.0,nan,500.0,100,4999.88634075566,,3.5044917e-18,0.014111383082802475,0.009999998,nan
100.0,5.456968210637569e-14,1.0,0.01,0.01,0.009970453144333633,6.9849193e-10,-0.009322163,1.0,5.456968210637569e-14,0.09935164,1.0,nan,500.0,100,4999.889108015346,,3.5044917e-18,0.009970453144333633,0.009999998,nan
100.0,1.0186340659856797e-12,1.0,0.01,0.01,249988.71124475836,-5.4836273e-06,-4.2175126,1.0,1.0186340659856797e-12,497.48245,1.0,nan,495.01,100,4949.888128327538,,3.5044917e-18,249988.71124475836,0.009999998,nan
100.0,9.094947017729283e-15,1.0,0.01,0.01,248991.45716023524,5.6028366e-06,-4.209303,1.0,9.094947017729283e-15,496.48923,1.0,nan,495.02,100,4949.985333055584,,3.5044917e-18,248991.45716023524,0.009999998,nan
100.0,-1.0004441719502211e-13,1.0,0.01,0.01,0.010854974221107023,-1.8626451e-09,-0.010896076,1.0,-1.0004441719502211e-13,0.103664964,1.0,nan,500.0,100,4999.869916809011,,3.5044917e-18,0.010854974221107023,0.009999998,nan
100.0,4.729372449219227e-13,1.0,0.01,0.01,0.012364538105865599,1.9790605e-09,-0.010851081,1.0,4.729372449219227e-13,0.110638574,1.0,nan,500.0,100,4999.870950768314,,3.5044917e-18,0.012364538105865599,0.009999998,nan
100.0,2.2737367544323206e-13,1.0,0.01,0.01,248990.3489256519,-5.00679e-06,-4.2101603,1.0,2.2737367544323206e-13,496.48813,1.0,nan,495.02,100,4949.975110446643,,3.5044917e-18,248990.3489256519,0.009999998,nan
100.0,1.7280399333685637e-13,1.0,0.01,0.01,0.012912093115609046,2.3283064e-10,-0.008791996,1.0,1.7280399333685637e-13,0.1130618,1.0,nan,500.0,100,4999.8952549282985,,3.5044917e-18,0.012912093115609046,0.009999998,nan
100.0,9.094947017729283e-15,1.0,0.01,0.01,0.012559529933552888,9.313226e-10,-0.010613439,1.0,9.094947017729283e-15,0.11150756,1.0,nan,500.0,100,4999.87369251197,,3.5044917e-18,0.012559529933552888,0.009999998,nan
100.0,6.09361450187862e-13,1.0,0.01,0.01,248989.89143368258,3.695488e-06,-4.2106214,1.0,6.09361450187862e-13,496.4877,1.0,nan,495.02,100,4949.969781241718,,3.5044917e-18,248989.89143368258,0.009999998,nan
100.0,3.9108272176235914e-13,1.0,0.01,0.01,0.013456015313538298,4.656613e-10,-0.009565423,1.0,3.9108272176235914e-13,0.115418606,1.0,nan,500.0,100,4999.8862083042595,,3.5044917e-18,0.013456015313538298,0.009999998,nan
100.0,6.548361852765083e-13,1.0,0.01,0.01,0.013611737395591907,-2.3283064e-10,-0.010652662,1.0,6.548361852765083e-13,0.11608454,1.0,nan,500.0,100,4999.872972445936,,3.5044917e-18,0.013611737395591907,0.009999998,nan
100.0,-4.092726157978177e-13,1.0,0.01,0.01,0.012768388100438675,6.9849193e-10,-0.00919504,1.0,-4.092726157978177e-13,0.112430885,1.0,nan,500.0,100,4999.890396781288,,3.5044917e-18,0.012768388100438675,0.009999998,nan
100.0,-6.366462912410498e-14,1.0,0.01,0.01,0.014927813821822289,-9.895302e-10,-0.010231897,1.0,-6.366462912410498e-14,0.121566996,1.0,nan,500.0,100,4999.87829416216,,3.5044917e-18,0.014927813821822289,0.009999998,nan
100.0,-6.639311322942376e-13,1.0,0.01,0.01,0.009488919217916177,1.1641532e-10,-0.009364998,1.0,-6.639311322942376e-13,0.0969228,1.0,nan,500.0,100,4999.888594431024,,3.5044917e-18,0.009488919217916177,0.009999998,nan
100.0,-5.002220859751106e-13,1.0,0.01,0.01,0.013426155385970754,-2.3283064e-10,-0.010024403,1.0,-5.002220859751106e-13,0.11529048,1.0,nan,500.0,100,4999.880761146409,,3.5044917e-18,0.013426155385970754,0.009999998,nan
100.0,7.457856554538011e-13,1.0,0.01,0.01,0.015174451167217919,4.656613e-10,-0.011954807,1.0,7.457856554538011e-13,0.12256715,1.0,nan,500.0,100,4999.857778014264,,3.5044917e-18,0.015174451167217919,0.009999998,nan
100.0,5.820766091346741e-13,1.0,0.01,0.01,0.013936886814688063,-8.1490725e-10,-0.012459641,1.0,5.820766091346741e-13,0.117462836,1.0,nan,500.0,100,4999.851502492562,,3.5044917e-18,0.013936886814688063,0.009999998,nan
100.0,-1.8189894035458566e-13,1.0,0.01,0.01,248989.56416225957,3.8146973e-06,-4.210871,1.0,-1.8189894035458566e-13,496.4873,1.0,nan,495.02,100,4949.966178469357,,3.5044917e-18,248989.56416225957,0.009999998,nan
100.0,8.36735125631094e-13,1.0,0.01,0.01,0.011160964930487275,4.656613e-10,-0.009293802,1.0,8.36735125631094e-13,0.10511591,1.0,nan,500.0,100,4999.889562145492,,3.5044917e-18,0.011160964930487275,0.009999998,nan
100.0,-2.7284841053187846e-13,1.0,0.01,0.01,0.012695088737666524,-8.1490725e-10,-0.010452368,1.0,-2.7284841053187846e-13,0.1121077,1.0,nan,500.0,100,4999.87575597336,,3.5044917e-18,0.012695088737666524,0.009999998,nan
100.0,-4.82032191939652e-13,1.0,0.01,0.01,248990.30425567343,,-4.210221,1.0,-4.82032191939652e-13,496.48807,1.0,nan,495.02,100,4949.9742940767255,,3.5044917e-18,248990.30425567343,0.009999998,nan
100.0,6.275513442233204e-13,1.0,0.01,0.01,0.017546106928822178,-1.0477379e-09,-0.012423031,1.0,6.275513442233204e-13,0.13179775,1.0,nan,500.0,100,4999.852122386204,,3.5044917e-18,0.017546106928822178,0.009999998,nan
100.0,4.911271389573813e-13,1.0,0.01,0.01,249988.9259870206,-3.33786e-06,-4.21731,1.0,4.911271389573813e-13,497.48267,1.0,nan,495.01,100,4949.890249871939,,3.5044917e-18,249988.9259870206,0.009999998,nan
100.0,5.456968210637569e-13,1.0,0.01,0.01,0.015104827102527621,-4.3655746e-11,-0.011285993,1.0,5.456968210637569e-13,0.12228564,1.0,nan,500.0,100,4999.865742250877,,3.5044917e-18,0.015104827102527621,0.009999998,nan
100.0,-5.366018740460276e-13,1.0,0.01,0.01,0.011367662628477809,-2.910383e-10,-0.008514938,1.0,-5.366018740460276e-13,0.1060848,1.0,nan,500.0,100,4999.898398175892,,3.5044917e-18,0.011367662628477809,0.009999998,nan
100.0,7.912603905424476e-13,1.0,0.01,0.01,0.013406609004456426,-6.9849193e-10,-0.011067418,1.0,7.912603905424476e-13,0.115206525,1.0,nan,500.0,100,4999.867544164737,,3.5044917e-18,0.013406609004456426,0.009999998,nan
100.0,-6.912159733474255e-13,1.0,0.01,0.01,0.012929019088408066,-2.3283064e-10,-0.010114894,1.0,-6.912159733474255e-13,0.11313588,1.0,nan,500.0,100,4999.879691173849,,3.5044917e-18,0.012929019088408066,0.009999998,nan
100.0,-2.9103830456733704e-13,1.0,0.01,0.01,0.01762529849030196,-1.1641532e-09,-0.0122941015,1.0,-2.9103830456733704e-13,0.13209483,1.0,nan,500.0,100,4999.853834201117,,3.5044917e-18,0.01762529849030196,0.009999998,nan
100.0,-5.002220859751106e-13,1.0,0.01,0.01,0.013276939958198583,1.1641532e-09,-0.011475395,1.0,-5.002220859751106e-13,0.11464803,1.0,nan,500.0,100,4999.861721036616,,3.5044917e-18,0.013276939958198583,0.009999998,nan
100.0,5.184119800105691e-13,1.0,0.01,0.01,0.014321460175263265,-1.1641532e-09,-0.0094711995,1.0,5.184119800105691e-13,0.11907244,1.0,nan,500.0,100,4999.886525081127,,3.5044917e-18,0.014321460175263265,0.009999998,nan
100.0,7.73070496506989e-13,1.0,0.01,0.01,248991.57870011104,4.7683716e-06,-4.209207,1.0,7.73070496506989e-13,496.48932,1.0,nan,495.02,100,4949.986829892814,,3.5044917e-18,248991.57870011104,0.009999998,nan
100.0,1.3642420526593923e-13,1.0,0.01,0.01,0.015015263286668634,-1.6298145e-09,-0.01111996,1.0,1.3642420526593923e-13,0.12192256,1.0,nan,500.0,100,4999.867613156102,,3.5044917e-18,0.015015263286668634,0.009999998,nan
100.0,4.4565240386873483e-13,1.0,0.01,0.01,0.0109648547248614,2.3283064e-10,-0.010182687,1.0,4.4565240386873483e-13,0.104188316,1.0,nan,500.0,100,4999.878840260719,,3.5044917e-18,0.0109648547248614,0.009999998,nan
100.0,-2.6375346351414917e-13,1.0,0.01,0.01,0.014493302016422637,-4.656613e-10,-0.011239198,1.0,-2.6375346351414917e-13,0.11978467,1.0,nan,500.0,100,4999.8662468846405,,3.5044917e-18,0.014493302016422637,0.009999998,nan
100.0,1.0368239600211381e-12,1.0,0.01,0.01,493936.04290087265,-6.4373016e-06,-8.418874,1.0,1.0368239600211381e-12,699.28296,1.0,nan,490.03,100,4899.968154302811,,3.5044917e-18,493936.04290087265,0.009999998,nan
100.0,-9.549694368615747e-13,1.0,0.01,0.01,0.01654532873874422,-2.3283064e-10,-0.01133403,1.0,-9.549694368615747e-13,0.12798388,1.0,nan,500.0,100,4999.865128492713,,3.5044917e-18,0.01654532873874422,0.009999998,nan
100.0,-5.456968210637569e-14,1.0,0.01,0.01,248993.48726191826,3.2186508e-06,-4.207668,1.0,-5.456968210637569e-14,496.49124,1.0,nan,495.02,100,4950.005043941969,,3.5044917e-18,248993.48726191826,0.009999998,nan
100.0,-1.1823431123048067e-13,1.0,0.01,0.01,0.01625542237882725,4.656613e-10,-0.011270171,1.0,-1.1823431123048067e-13,0.12685767,1.0,nan,500.0,100,4999.866069626504,,3.5044917e-18,0.01625542237882725,0.009999998,nan
100.0,7.548806024715304e-13,1.0,0.01,0.01,0.014579533246570282,-6.4028427e-10,-0.00992727,1.0,7.548806024715304e-13,0.12014049,1.0,nan,500.0,100,4999.881945809551,,3.5044917e-18,0.014579533246570282,0.009999998,nan
100.0,6.639311322942376e-13,1.0,0.01,0.01,0.013088620228947636,5.820766e-10,-0.01080268,1.0,6.639311322942376e-13,0.11383204,1.0,nan,500.0,100,4999.87144066142,,3.5044917e-18,0.013088620228947636,0.009999998,nan
100.0,-1.8189894035458566e-13,1.0,0.01,0.01,0.01325970976518969,1.0477379e-09,-0.010742339,1.0,-1.8189894035458566e-13,0.11457362,1.0,nan,500.0,100,4999.871955202423,,3.5044917e-18,0.01325970976518969,0.009999998,nan
100.0,-1.064108801074326e-12,1.0,0.01,0.01,0.01188848362817045,1.6298145e-09,-0.010590179,1.0,-1.064108801074326e-12,0.10848778,1.0,nan,500.0,100,4999.87183618917,,3.5044917e-18,0.01188848362817045,0.009999998,nan
100.0,6.275513442233204e-13,1.0,0.01,0.01,0.015851772469637985,4.656613e-10,-0.012525612,1.0,6.275513442233204e-13,0.12527272,1.0,nan,500.0,100,4999.850714715943,,3.5044917e-18,0.015851772469637985,0.009999998,nan
100.0,1.7280399333685637e-13,1.0,0.01,0.01,249986.1762105404,2.3841858e-06,-4.2195945,1.0,1.7280399333685637e-13,497.47998,1.0,nan,495.01,100,4949.862986034852,,3.5044917e-18,249986.1762105404,0.009999998,nan
100.0,-1.0913936421275138e-12,1.0,0.01,0.01,0.011883987027161353,-9.313226e-10,-0.010598599,1.0,-1.0913936421275138e-12,0.10846726,1.0,nan,500.0,100,4999.873532466818,,3.5044917e-18,0.011883987027161353,0.009999998,nan
100.0,2.6375346351414917e-13,1.0,0.01,0.01,249988.01744764234,4.7683716e-07,-4.218088,1.0,2.6375346351414917e-13,497.4818,1.0,nan,495.01,100,4949.881247564831,,3.5044917e-18,249988.01744764234,0.009999998,nan
