IterType,Bound,VarVanillaIw,J,AvgRet,VarNormIw,ESSRenyi,VarDiscRet,MaxNormIw,Delta,AvgDiscRet,MaxVanillaIw,MinNormIw,MinVanillaIw,ESSClassic,VarJ,BatchSize,VarRet,AvgNormIw,EpsThisIter,AvgVanillaIw,eRenyi2,VanillaAvgRet,AvgEpLen
1,-1926.1448,1.1373243,-206.13138,-2281.75755841767,0.00013824266,44.81468430375273,5241326.926508991,0.034624074,0.2,-2281.75755841767,3.1405036,4.0837087e-11,3.7040417e-09,42.21898910611441,472.868,100,5241326.926508991,0.01,100,0.9070289,2.2314115,-2281.75755841767,200.0
1,-809.0958,0.18989521,-39.67305,-287.88088583054514,2.0191983e-05,85.92737941819662,757330.5288367092,0.0147605,0.2,-287.88088583054514,1.4314249,0.00052331743,0.050749607,83.34023978468211,102.06046,100,757330.5288367092,0.01,100,0.9697672,1.1637734,-287.88088583054514,200.0
1,-500.84305,0.023405256,-19.185497,-34.30136346709005,2.3283612e-06,97.61374499268358,56501.70320516254,0.011279438,0.2,-34.30136346709005,1.1308864,0.0040055797,0.40160298,97.74686680394656,95.750175,100,56501.70320516254,0.01,100,1.0026089,1.0244459,-34.30136346709005,200.0
1,-227.04057,0.017043194,-13.4086895,-20.568337888743102,1.6269896e-06,97.8569504604181,11039.461499288174,0.010968774,0.2,-20.568337888743102,1.1226417,0.0031035922,0.3176492,98.41481348961285,33.8798,100,11039.461499288174,0.01,100,1.0234888,1.0218998,-20.568337888743102,200.0
1,-15.739015,0.052727267,-9.827936,-10.127799009629415,5.1949855e-06,94.65548937222728,82.27432408087247,0.013895683,0.2,-10.127799009629415,1.3999269,0.0046395743,0.46741602,95.10854955707093,8.50314,100,82.27432408087247,0.009999999,100,1.0074545,1.0564628,-10.127799009629415,200.0
1,-16.424433,0.13059865,-7.389225,-8.684028771222788,1.37825655e-05,87.38005904080565,75.73327188638953,0.014395791,0.2,-8.684028771222788,1.4013281,0.0004919687,0.047889665,87.99351751262273,7.421191,100,75.73327188638953,0.01,100,0.973429,1.1444259,-8.684028771222788,200.0
1,-13.496279,0.13415499,-7.838952,-8.54472306988735,1.3383559e-05,89.65936293666358,60.199822331237236,0.014202044,0.2,-8.54472306988735,1.4218981,0.00049421,0.04947994,88.30045250116643,7.3066216,100,60.199822331237236,0.01,100,1.0011926,1.1153325,-8.54472306988735,200.0
1,-13.1966505,0.008330959,-8.116253,-8.15322407624176,8.464232e-07,99.31863686644706,61.13083046548,0.011203952,0.2,-8.15322407624176,1.1115398,0.0073983683,0.7339893,99.16899333621674,7.8368816,100,61.13083046548,0.01,100,0.9920962,1.0068604,-8.15322407624176,200.0
1,-12.52751,0.15234147,-6.4708652,-7.506986129076963,1.6516971e-05,86.79991854560866,62.11114840471334,0.015016339,0.2,-7.506986129076963,1.4421417,0.00043485625,0.0417628,85.94623943519821,7.591716,100,62.11114840471334,0.01,100,0.9603817,1.1520748,-7.506986129076963,200.0
1,-12.551344,0.14351965,-7.3583503,-7.872925469849771,1.5765465e-05,88.96805071532532,51.12365695509111,0.01526002,0.2,-7.872925469849771,1.4559866,0.0016997964,0.1621807,86.49935081645513,7.1107907,100,51.12365695509111,0.009999999,100,0.95411843,1.123999,-7.872925469849771,200.0
