ESSClassic,Delta,J,ESSRenyi,IterType,MaxVanillaIw,eRenyi2,EpsThisIter,VarRet,AvgNormIw,MaxNormIw,AvgDiscRet,VarDiscRet,AvgEpLen,VarVanillaIw,MinVanillaIw,BatchSize,Bound,MinNormIw,VarJ,VarNormIw,AvgRet,VanillaAvgRet,AvgVanillaIw
93.5457863378,0.4,-415.042,94.7076294518,1,1.56018,1.05588,100,2080.21172543,0.01,0.015947,-419.273670026,2080.21172543,500.0,0.0667073,0.293345,100,-487.252,0.00299836,44.2106,6.96922e-06,-419.273670026,-419.273670026,0.978351
95.0355614823,0.4,-413.356,96.4045258116,1,1.38097,1.0373,100,2209.99784862,0.01,0.0140163,-416.805599989,2209.99784862,500.0,0.0512212,0.314861,100,-495.086,0.00319571,42.9209,5.27651e-06,-416.805599989,-416.805599989,0.985261
90.6188140495,0.4,-417.066,92.0018886,1,1.69598,1.08693,100,1696.45241858,0.01,0.0173863,-421.779022214,1696.45241858,500.0,0.0995014,0.159066,100,-484.413,0.00163067,43.3773,1.04569e-05,-421.779022214,-421.779022214,0.975467
94.8769664225,0.4,-405.389,94.6582878112,1,1.63091,1.05643,100,1425.92251768,0.01,0.0162619,-409.128718051,1425.92251768,500.0,0.0548586,0.372756,100,-473.612,0.00371678,34.7939,5.45419e-06,-409.128718051,-409.128718051,1.0029
88.5388974858,0.4,-405.1,92.369599611,1,2.99785,1.08261,100,1315.22960411,0.01,0.0296583,-409.613689759,1315.22960411,500.0,0.133594,0.288369,100,-470.398,0.00285288,41.5934,1.30755e-05,-409.613689759,-409.613689759,1.0108
93.426967388,0.4,-406.627,92.7857659165,1,1.58241,1.07775,100,1406.17704947,0.01,0.0157501,-411.601405685,1406.17704947,500.0,0.0717351,0.557624,100,-471.956,0.00555014,35.9945,7.10651e-06,-411.601405685,-411.601405685,1.0047
96.7134129319,0.4,-411.204,96.2158087587,1,1.49811,1.03933,100,1700.66710277,0.01,0.0147971,-413.696416548,1700.66710277,500.0,0.0351853,0.500474,100,-477.549,0.00494325,38.538,3.4326e-06,-413.696416548,-413.696416548,1.01244
80.7204260091,0.4,-408.0,90.1083015118,1,3.82491,1.10978,100,1817.80694943,0.01,0.038088,-415.129822943,1817.80694943,500.0,0.243302,0.262456,100,-479.288,0.0026135,41.7534,2.41256e-05,-415.129822943,-415.129822943,1.00423
90.9033594276,0.4,-402.813,92.832629743,1,2.05802,1.07721,100,1570.76474502,0.01,0.0208764,-407.559125261,1570.76474502,500.0,0.0982327,0.513223,100,-468.18,0.00520609,39.3442,1.0108e-05,-407.559125261,-407.559125261,0.985813
88.05627224,0.4,-405.798,92.2876424164,1,2.5834,1.08357,100,1267.00100798,0.01,0.0246948,-410.640790418,1267.00100798,500.0,0.149941,0.338219,100,-471.27,0.00323304,36.9513,1.37008e-05,-410.640790418,-410.640790418,1.04613
93.2729501021,0.4,-403.901,94.4291726722,1,2.13953,1.05899,100,1370.72982595,0.01,0.0210031,-407.702022683,1370.72982595,500.0,0.0755966,0.501157,100,-470.777,0.00491971,36.7698,7.28506e-06,-407.702022683,-407.702022683,1.01867
96.0011457752,0.4,-413.691,96.1468404734,1,1.62401,1.04008,100,1625.49783085,0.01,0.0159202,-416.379456456,1625.49783085,500.0,0.0437832,0.610816,100,-483.809,0.00598782,39.9224,4.2075e-06,-416.379456456,-416.379456456,1.0201
3.38460102528,0.4,-372.838,58.7163360974,1,113.476,1.7031,100,1945.68739713,0.01,0.540501,-409.143869238,1945.68739713,500.0,127.093,0.191774,100,-460.717,0.000913443,148.316,0.00288339,-409.143869238,-409.143869238,2.09946
93.3044472204,0.4,-401.167,94.6590248322,1,2.11647,1.05642,100,1822.73505402,0.01,0.0210523,-405.044659077,1822.73505402,500.0,0.0732612,0.629803,100,-472.984,0.00626458,41.5107,7.24851e-06,-405.044659077,-405.044659077,1.00534
19.8383277695,0.4,-394.458,83.4305160104,1,24.5339,1.1986,100,1339.75190995,0.01,0.203591,-403.610200402,1339.75190995,500.0,5.92712,0.418335,100,-468.411,0.00347148,70.7105,0.000408156,-403.610200402,-403.610200402,1.20506
91.0878820897,0.4,-394.126,92.0626318544,1,1.89559,1.08622,100,1586.30033474,0.01,0.0193233,-399.145520515,1586.30033474,500.0,0.0951074,0.146013,100,-457.797,0.00148842,40.358,9.88295e-06,-399.145520515,-399.145520515,0.980989
93.9984306793,0.4,-402.347,94.104090337,1,1.60873,1.06265,100,1620.3542369,0.01,0.016552,-406.165808298,1620.3542369,500.0,0.0609219,0.392141,100,-470.207,0.00403469,40.9498,6.44927e-06,-406.165808298,-406.165808298,0.971922
96.2087300426,0.4,-404.511,95.7341367662,1,1.48773,1.04456,100,1540.45220984,0.01,0.0149035,-407.361294054,1540.45220984,500.0,0.0396643,0.482169,100,-473.647,0.00483021,38.6233,3.98044e-06,-407.361294054,-407.361294054,0.998238
98.0069165019,0.4,-398.568,97.944459662,1,1.48358,1.02099,100,1083.3328358,0.01,0.0146231,-399.904950375,1083.3328358,500.0,0.0211436,0.719362,100,-461.2,0.00709047,32.9866,2.05416e-06,-399.904950375,-399.904950375,1.01455
93.8534311338,0.4,-390.66,94.412253165,1,2.12676,1.05918,100,1351.15485752,0.01,0.0208352,-394.465246262,1351.15485752,500.0,0.0689274,0.420687,100,-455.767,0.00412133,34.1296,6.61528e-06,-394.465246262,-394.465246262,1.02076
94.0161172567,0.4,-390.301,94.7361977851,1,1.83085,1.05556,100,1528.68772411,0.01,0.018222,-393.8626243,1528.68772411,500.0,0.0649019,0.497554,100,-454.44,0.00495202,36.913,6.42898e-06,-393.8626243,-393.8626243,1.00475
95.9984445539,0.4,-399.882,96.2178614572,1,1.69245,1.03931,100,1225.79148704,0.01,0.0167067,-402.264585759,1225.79148704,500.0,0.0432097,0.533045,100,-460.492,0.00526184,35.6169,4.21046e-06,-402.264585759,-402.264585759,1.01304
91.0260396235,0.4,-388.55,91.9456998497,1,2.21397,1.0876,100,1326.1519002,0.01,0.0218506,-393.237687498,1326.1519002,500.0,0.102235,0.38084,100,-449.582,0.00375867,40.6758,9.95826e-06,-393.237687498,-393.237687498,1.01323
95.7028760412,0.4,-398.163,95.7126182487,1,1.53893,1.04479,100,1497.16934737,0.01,0.0155337,-401.046280373,1497.16934737,500.0,0.0445148,0.275114,100,-461.85,0.00277695,37.5584,4.5354e-06,-401.046280373,-401.046280373,0.990704
89.8504806711,0.4,-383.898,92.2429093953,1,2.56942,1.08409,100,1515.87564899,0.01,0.0255824,-388.811535961,1515.87564899,500.0,0.115101,0.261575,100,-446.835,0.00260437,38.1839,1.14102e-05,-388.811535961,-388.811535961,1.00437
94.0014136675,0.4,-391.1,93.9408405976,1,1.51229,1.0645,100,1740.39550869,0.01,0.0148756,-395.339782969,1740.39550869,500.0,0.0666194,0.409737,100,-460.54,0.00403036,38.1999,6.44583e-06,-395.339782969,-395.339782969,1.01663
95.8045192096,0.4,-388.326,96.4123150565,1,2.20413,1.03721,100,1395.85652547,0.01,0.0217082,-390.337783441,1395.85652547,500.0,0.0456023,0.583982,100,-447.173,0.00575158,37.3847,4.42345e-06,-390.337783441,-390.337783441,1.01534
93.0008385283,0.4,-388.914,92.6394623678,1,1.56174,1.07945,100,1909.63699808,0.01,0.0158816,-393.748176359,1909.63699808,500.0,0.0735103,0.29735,100,-456.642,0.00302381,42.342,7.60189e-06,-393.748176359,-393.748176359,0.983362
97.8984964465,0.4,-389.056,98.1640625274,1,1.43025,1.0187,100,1400.18336951,0.01,0.0144635,-390.124053665,1400.18336951,500.0,0.0212028,0.660887,100,-451.308,0.00668327,36.5081,2.16829e-06,-390.124053665,-390.124053665,0.988867
95.6030746972,0.4,-388.444,96.4279970835,1,1.90193,1.03704,100,985.134075669,0.01,0.0190148,-390.738572999,985.134075669,500.0,0.0464782,0.593437,100,-448.601,0.00593297,29.5504,4.64562e-06,-390.738572999,-390.738572999,1.00024
84.0176665062,0.4,-381.43,90.7360727844,1,4.45111,1.1021,100,1445.17118639,0.01,0.0431024,-386.926480151,1445.17118639,500.0,0.204913,0.55247,100,-446.981,0.00534985,43.9836,1.92148e-05,-386.926480151,-386.926480151,1.03268
97.1467364279,0.4,-388.665,96.70469325,1,1.80891,1.03408,100,1838.57266403,0.01,0.0176163,-390.651807743,1838.57266403,500.0,0.0312811,0.650814,100,-451.017,0.00633804,43.2418,2.96674e-06,-390.651807743,-390.651807743,1.02684
89.7825522251,0.4,-387.323,89.6282002791,1,1.78851,1.11572,100,1632.48867396,0.01,0.0174806,-393.606600633,1632.48867396,500.0,0.120334,0.260207,100,-450.745,0.00254321,42.4351,1.14952e-05,-393.606600633,-393.606600633,1.02314
95.9353489166,0.4,-389.815,95.5427329118,1,1.52051,1.04665,100,1653.15038505,0.01,0.0149353,-392.862870975,1653.15038505,500.0,0.0443565,0.464086,100,-455.66,0.00455852,38.8805,4.27964e-06,-392.862870975,-392.862870975,1.01806
90.1454046345,0.4,-384.324,91.8057186834,1,1.5934,1.08926,100,1640.10280404,0.01,0.016535,-389.470020403,1640.10280404,500.0,0.102543,0.167752,100,-446.147,0.00174079,40.1823,1.10423e-05,-389.470020403,-389.470020403,0.963656
98.047085431,0.4,-385.187,97.6812401218,1,1.59834,1.02374,100,1575.25498903,0.01,0.0156755,-386.762053579,1575.25498903,500.0,0.0209177,0.623483,100,-449.089,0.00611471,37.9533,2.01194e-06,-386.762053579,-386.762053579,1.01964
89.5912310738,0.4,-384.284,90.9910921318,1,2.48996,1.09901,100,2148.29640052,0.01,0.0246872,-391.363726035,2148.29640052,500.0,0.119382,0.347613,100,-453.875,0.00344648,41.8691,1.17354e-05,-391.363726035,-391.363726035,1.0086
95.3140261883,0.4,-385.752,95.2446632849,1,1.63563,1.04993,100,1779.51074096,0.01,0.0164081,-388.873089144,1779.51074096,500.0,0.0493467,0.450578,100,-449.921,0.00452006,42.1077,4.96602e-06,-388.873089144,-388.873089144,0.996839
80.282547059,0.4,-378.089,89.3971363232,1,4.90504,1.1186,100,1586.21574161,0.01,0.048221,-384.089611136,1586.21574161,500.0,0.256689,0.298095,100,-450.176,0.00293054,52.06,2.48082e-05,-384.089611136,-384.089611136,1.0172
95.8908478091,0.4,-378.956,95.690934751,1,1.59253,1.04503,100,1277.5660504,0.01,0.0158617,-381.666636099,1277.5660504,500.0,0.0436336,0.526638,100,-442.183,0.00524534,36.7524,4.32856e-06,-381.666636099,-381.666636099,1.00401
92.4573218734,0.4,-378.26,94.620811009,1,2.04368,1.05685,100,1395.16866215,0.01,0.019764,-381.301691383,1395.16866215,500.0,0.0881097,0.375518,100,-439.749,0.00363157,40.8668,8.24044e-06,-381.301691383,-381.301691383,1.03404
95.8152916578,0.4,-378.07,97.132314892,1,1.74064,1.02952,100,1214.00849718,0.01,0.0169285,-379.989072052,1214.00849718,500.0,0.0466418,0.570633,100,-441.357,0.00554966,33.7539,4.41159e-06,-379.989072052,-379.989072052,1.02823
88.8002178967,0.4,-373.933,93.153606248,1,3.67269,1.0735,100,2046.50229995,0.01,0.0348415,-379.081585693,2046.50229995,500.0,0.141558,0.464891,100,-443.893,0.00441026,42.1275,1.27397e-05,-379.081585693,-379.081585693,1.05411
5.07130229607,0.4,-357.517,99.999761582,1,10.736,1.0,100,1440.15767313,0.01,0.323243,-377.769169701,1440.15767313,500.0,2.0858,1.67475e-16,100,-417.474,5.04239e-18,78.6754,0.00189079,-377.769169701,-377.769169701,0.332135
91.8759703045,0.4,-388.257,92.5718566198,1,2.00395,1.08024,100,1590.76603336,0.01,0.0204377,-393.314892246,1590.76603336,500.0,0.0858701,0.278637,100,-451.055,0.00284174,39.6073,8.93169e-06,-393.314892246,-393.314892246,0.980515
91.9937963414,0.4,-382.827,91.9934236269,1,1.61152,1.08703,100,1678.99067762,0.01,0.0160754,-388.737212825,1678.99067762,500.0,0.088344,0.162625,100,-449.51,0.00162224,39.9987,8.79087e-06,-388.737212825,-388.737212825,1.00247
86.9430629259,0.4,-379.017,88.2251610482,1,2.22337,1.13346,100,1574.55605146,0.01,0.021186,-386.578394409,1574.55605146,500.0,0.16707,0.331085,100,-445.064,0.00315483,39.0991,1.51695e-05,-386.578394409,-386.578394409,1.04945
86.0927627676,0.4,-380.119,92.8574978711,1,4.15376,1.07692,100,1149.32040025,0.01,0.0397997,-383.880760099,1149.32040025,500.0,0.177731,0.520227,100,-440.758,0.00498461,35.6753,1.6317e-05,-383.880760099,-383.880760099,1.04367
91.7701603856,0.4,-371.293,91.8629234691,1,2.59734,1.08858,100,1581.52535849,0.01,0.0258483,-376.874621313,1581.52535849,500.0,0.0914634,0.314211,100,-434.887,0.00312698,38.6772,9.05844e-06,-376.874621313,-376.874621313,1.00484
93.0672256537,0.4,-380.417,94.6326487629,1,2.29834,1.05672,100,1291.04642866,0.01,0.0222589,-383.85000785,1291.04642866,500.0,0.0802225,0.58144,100,-442.553,0.00563112,35.8306,7.52447e-06,-383.85000785,-383.85000785,1.03255
45.588715828,0.4,-380.174,87.2727968831,1,12.4124,1.14583,100,1631.97826793,0.01,0.113154,-387.309198564,1631.97826793,500.0,1.45068,0.194044,100,-449.905,0.00176894,50.2003,0.000120558,-387.309198564,-387.309198564,1.09695
36.8340960885,0.4,-375.67,79.3627898559,1,15.0906,1.26004,100,1681.71005293,0.01,0.136383,-385.349846393,1681.71005293,500.0,2.12076,0.313675,100,-444.737,0.00283487,84.8319,0.00017322,-385.349846393,-385.349846393,1.10649
87.7355636391,0.4,-371.169,91.9125653602,1,3.46725,1.08799,100,1815.06819067,0.01,0.0342445,-376.34363482,1815.06819067,500.0,0.144752,0.590825,100,-442.013,0.00583532,45.7029,1.412e-05,-376.34363482,-376.34363482,1.0125
75.0823286378,0.4,-375.94,86.169042615,1,5.88403,1.16051,100,1482.46871631,0.01,0.0566249,-382.867428628,1482.46871631,500.0,0.361968,0.334316,100,-438.302,0.00321728,52.1412,3.35224e-05,-382.867428628,-382.867428628,1.03912
93.8720636099,0.4,-369.019,93.3903194167,1,1.82532,1.07077,100,2105.36907587,0.01,0.0183641,-373.984422823,2105.36907587,500.0,0.0651449,0.362233,100,-438.902,0.00364434,44.9223,6.59391e-06,-373.984422823,-373.984422823,0.99396
98.0516445527,0.4,-378.98,98.0996614708,1,1.3975,1.01937,100,1755.03351021,0.01,0.0139169,-380.281526296,1755.03351021,500.0,0.0202396,0.558787,100,-448.178,0.00556462,40.0147,2.00716e-06,-380.281526296,-380.281526296,1.00418
94.0022993718,0.4,-376.022,94.9882926469,1,1.46672,1.05276,100,1692.34200972,0.01,0.0147432,-379.117012463,1692.34200972,500.0,0.0637856,0.372319,100,-436.822,0.00374247,42.5638,6.44481e-06,-379.117012463,-379.117012463,0.994847
94.6231091484,0.4,-382.473,96.249181488,1,2.57868,1.03897,100,1930.95580804,0.01,0.0261863,-384.84504945,1930.95580804,500.0,0.05566,0.526057,100,-448.213,0.00534207,43.5334,5.73981e-06,-384.84504945,-384.84504945,0.984743
93.9291315284,0.4,-374.467,95.4122196133,1,2.07655,1.04808,100,1582.22511537,0.01,0.020407,-377.339894248,1582.22511537,500.0,0.0675995,0.453766,100,-435.083,0.00445932,39.7378,6.52855e-06,-377.339894248,-377.339894248,1.01757
86.3078414803,0.4,-378.192,90.5999532993,1,3.24823,1.10375,100,1851.82249119,0.01,0.0323626,-384.17827426,1851.82249119,500.0,0.161433,0.396846,100,-441.264,0.00395384,46.171,1.60246e-05,-384.17827426,-384.17827426,1.0037
91.484696888,0.4,-374.011,91.3899636951,1,1.98127,1.09421,100,2053.57547122,0.01,0.020139,-379.636336688,2053.57547122,500.0,0.0909979,0.378419,100,-443.006,0.0038465,46.763,9.40196e-06,-379.636336688,-379.636336688,0.983799
96.8202801594,0.4,-367.729,96.378906636,1,1.81831,1.03757,100,1117.76763334,0.01,0.0182559,-369.740200861,1117.76763334,500.0,0.0329092,0.370924,100,-429.633,0.00372409,32.9008,3.31732e-06,-369.740200861,-369.740200861,0.996012
95.8704149229,0.4,-375.21,96.3788291235,1,1.37149,1.03757,100,2135.79843566,0.01,0.0144282,-377.697210137,2135.79843566,500.0,0.0393137,0.448418,100,-441.394,0.00471741,46.853,4.35095e-06,-377.697210137,-377.697210137,0.95056
95.3441607879,0.4,-371.52,95.7670340058,1,1.64098,1.0442,100,1334.63707147,0.01,0.0164598,-374.048387458,1334.63707147,500.0,0.0490259,0.554204,100,-431.042,0.00555893,36.9676,4.9325e-06,-374.048387458,-374.048387458,0.996963
93.9197981583,0.4,-368.78,94.0683695605,1,2.45976,1.06306,100,1299.85531116,0.01,0.0243936,-372.172705899,1299.85531116,500.0,0.0664907,0.556644,100,-427.76,0.00552027,36.4485,6.53922e-06,-372.172705899,-372.172705899,1.00836
93.074975446,0.4,-369.498,93.8045720935,1,1.99481,1.06605,100,1454.76892069,0.01,0.0197292,-373.294427157,1454.76892069,500.0,0.0768307,0.577913,100,-429.367,0.00571573,39.3634,7.51542e-06,-373.294427157,-373.294427157,1.01109
96.5763212797,0.4,-379.105,96.9915938618,1,1.50222,1.03102,100,1431.82639014,0.01,0.0149735,-381.237195087,1431.82639014,500.0,0.036042,0.51216,100,-449.045,0.005105,37.2142,3.58088e-06,-381.237195087,-381.237195087,1.00325
93.1962593436,0.4,-373.82,94.0906536101,1,1.78829,1.0628,100,1330.8571993,0.01,0.0181606,-377.615974729,1330.8571993,500.0,0.0715045,0.345098,100,-432.659,0.00350457,36.3022,7.37422e-06,-377.615974729,-377.615974729,0.98471
91.8905405427,0.4,-368.306,93.8610295052,1,1.59738,1.0654,100,1604.38812475,0.01,0.0167931,-372.561376119,1604.38812475,500.0,0.0806571,0.219284,100,-434.744,0.0023053,37.755,8.91429e-06,-372.561376119,-372.561376119,0.951213
95.5100689574,0.4,-370.818,94.86688386,1,1.41332,1.05411,100,1562.76820276,0.01,0.014056,-374.135654569,1562.76820276,500.0,0.0480082,0.358962,100,-434.897,0.00357,38.3092,4.7485e-06,-374.135654569,-374.135654569,1.00549
93.2859879907,0.4,-368.361,94.1290951829,1,1.46013,1.06237,100,1124.72298844,0.01,0.0150735,-371.832409318,1124.72298844,500.0,0.0682158,0.256256,100,-426.465,0.00264543,32.1574,7.26993e-06,-371.832409318,-371.832409318,0.968674
94.3639721958,0.4,-369.857,95.2103840351,1,2.10634,1.05031,100,1263.10997005,0.01,0.0208238,-372.750612253,1263.10997005,500.0,0.0617263,0.567192,100,-431.847,0.0056074,37.157,6.033e-06,-372.750612253,-372.750612253,1.01151
93.0094881952,0.4,-355.931,94.1214803917,1,1.77615,1.06246,100,1288.54204196,0.01,0.0185187,-359.543047882,1288.54204196,500.0,0.0698372,0.205087,100,-413.402,0.0021383,35.1444,7.59181e-06,-359.543047882,-359.543047882,0.959115
95.4674633123,0.4,-371.976,96.2537647319,1,1.98068,1.03892,100,1353.86642661,0.01,0.0198125,-374.185272817,1353.86642661,500.0,0.0479294,0.635074,100,-433.042,0.00635255,37.0412,4.79567e-06,-374.185272817,-374.185272817,0.999715
94.0780145585,0.4,-367.882,94.2769455405,1,1.91672,1.0607,100,1058.20967415,0.01,0.0189201,-371.57565153,1058.20967415,500.0,0.0652551,0.283572,100,-426.981,0.00279916,31.0539,6.35833e-06,-371.57565153,-371.57565153,1.01306
98.3001351179,0.4,-380.195,97.7280458697,1,1.23712,1.02325,100,1774.78680359,0.01,0.0124147,-381.57986323,1774.78680359,500.0,0.0173453,0.651348,100,-443.834,0.00653638,41.9439,1.74675e-06,-381.57986323,-381.57986323,0.996497
97.1853275235,0.4,-370.399,96.879455722,1,1.87266,1.03221,100,1308.63831121,0.01,0.0189106,-372.39144534,1308.63831121,500.0,0.028688,0.541332,100,-436.847,0.00546649,35.2847,2.92543e-06,-372.39144534,-372.39144534,0.990273
92.5372199598,0.4,-361.245,94.2464827533,1,2.00385,1.06105,100,1217.26085118,0.01,0.0201081,-364.29466168,1217.26085118,500.0,0.0808978,0.458242,100,-416.967,0.00459835,38.2072,8.14613e-06,-364.29466168,-364.29466168,0.996535
95.656314448,0.4,-367.795,96.5787155616,1,1.79537,1.03542,100,1213.74260092,0.01,0.0181927,-369.925120813,1213.74260092,500.0,0.044671,0.381214,100,-427.703,0.00386289,34.7208,4.58682e-06,-369.925120813,-369.925120813,0.986864
97.2361291686,0.4,-364.546,96.8566588399,1,1.47599,1.03245,100,1394.94667845,0.01,0.0149917,-366.24608539,1394.94667845,500.0,0.0278302,0.576333,100,-421.021,0.00585384,37.7726,2.87112e-06,-366.24608539,-366.24608539,0.984538
94.1824610943,0.4,-370.591,94.3766060186,1,1.84647,1.05958,100,1569.28654661,0.01,0.0183714,-373.992870316,1569.28654661,500.0,0.0630284,0.483726,100,-430.347,0.0048128,39.6108,6.23927e-06,-373.992870316,-373.992870316,1.00508
96.046812504,0.4,-367.29,96.5486919797,1,1.71141,1.03575,100,1302.15744757,0.01,0.0169157,-369.375471585,1302.15744757,500.0,0.0425554,0.507754,100,-427.416,0.00501868,36.9745,4.15745e-06,-369.375471585,-369.375471585,1.01173
90.531785778,0.4,-367.562,93.5994886098,1,2.79339,1.06838,100,1417.84504582,0.01,0.027077,-371.352672723,1417.84504582,500.0,0.112432,0.587184,100,-432.371,0.00569173,40.551,1.0564e-05,-371.352672723,-371.352672723,1.03164
94.1984524102,0.4,-367.247,94.6582023602,1,2.21355,1.05643,100,1461.19134399,0.01,0.0219637,-370.382325609,1461.19134399,500.0,0.0631877,0.605275,100,-427.947,0.00600576,37.3505,6.22105e-06,-370.382325609,-370.382325609,1.00782
97.0531618883,0.4,-368.001,96.4691936206,1,1.73366,1.0366,100,1647.69861497,0.01,0.0170576,-370.046558536,1647.69861497,500.0,0.0316809,0.475796,100,-429.167,0.00468139,40.6324,3.06695e-06,-370.046558536,-370.046558536,1.01636
95.956068033,0.4,-363.776,96.1837494726,1,1.41027,1.03968,100,1229.02290387,0.01,0.0141965,-366.175948923,1229.02290387,500.0,0.0420079,0.405168,100,-420.108,0.00407864,32.4555,4.25687e-06,-366.175948923,-366.175948923,0.993391
93.680372267,0.4,-363.491,95.8252880233,1,2.21491,1.04357,100,1212.25907584,0.01,0.0210486,-366.302276602,1212.25907584,500.0,0.0754526,0.327415,100,-424.238,0.00311147,35.1169,6.81408e-06,-366.302276602,-366.302276602,1.05228
97.1344963169,0.4,-359.853,97.2326631705,1,1.44304,1.02846,100,1098.97492087,0.01,0.0140717,-361.407637567,1098.97492087,500.0,0.0313373,0.585425,100,-416.212,0.00570872,32.7489,2.97987e-06,-361.407637567,-361.407637567,1.02549
87.8796811532,0.4,-363.997,88.8050823145,1,1.834,1.12606,100,1771.45358088,0.01,0.0189083,-371.276035828,1771.45358088,500.0,0.131063,0.259866,100,-429.48,0.00267919,40.5,1.39312e-05,-371.276035828,-371.276035828,0.969942
95.3570221935,0.4,-367.182,96.2548139696,1,2.11057,1.03891,100,1231.65591144,0.01,0.0202282,-369.340294991,1231.65591144,500.0,0.0535416,0.56778,100,-425.784,0.00544174,34.816,4.9182e-06,-369.340294991,-369.340294991,1.04338
95.7941391975,0.4,-364.65,96.024861173,1,1.85401,1.0414,100,1196.19124293,0.01,0.0183461,-366.93557992,1196.19124293,500.0,0.0452917,0.560668,100,-419.914,0.00554801,34.9736,4.43487e-06,-366.93557992,-366.93557992,1.01058
98.3257995902,0.4,-371.108,98.3810869619,1,1.37797,1.01646,100,1274.68797554,0.01,0.0138476,-372.075175098,1274.68797554,500.0,0.0170305,0.694383,100,-428.792,0.00697806,35.5718,1.71988e-06,-372.075175098,-372.075175098,0.995094
87.8028612479,0.4,-357.042,90.9303151166,1,2.70761,1.09974,100,1159.93054721,0.01,0.0260371,-362.251890686,1159.93054721,500.0,0.15174,0.312634,100,-414.319,0.00300637,32.9772,1.40319e-05,-362.251890686,-362.251890686,1.0399
90.9813577125,0.4,-365.847,93.9630537347,1,1.95076,1.06425,100,1458.28909628,0.01,0.0200897,-369.259200016,1458.28909628,500.0,0.0944094,0.339181,100,-428.633,0.00349301,38.3994,1.00127e-05,-369.259200016,-369.259200016,0.971026
95.9446332044,0.4,-364.382,95.5387394151,1,1.67316,1.0467,100,1242.5704378,0.01,0.0163789,-367.30682286,1242.5704378,500.0,0.0445532,0.552688,100,-423.447,0.00541037,34.0494,4.26947e-06,-367.30682286,-367.30682286,1.02153
96.7135048837,0.4,-363.163,97.1991231393,1,1.39128,1.02882,100,1215.1342569,0.01,0.0140179,-365.121250119,1215.1342569,500.0,0.0338127,0.387139,100,-430.841,0.00390062,31.701,3.43251e-06,-365.121250119,-365.121250119,0.992508
98.2873498959,0.4,-364.512,98.5715099866,1,1.65692,1.01449,100,1428.24540747,0.01,0.0165309,-365.398605243,1428.24540747,500.0,0.0176825,0.850568,100,-425.381,0.00848602,37.1972,1.76009e-06,-365.398605243,-365.398605243,1.00232
97.9677058129,0.4,-369.955,97.7669311124,1,1.42602,1.02284,100,1091.97853294,0.01,0.0143445,-371.215557634,1091.97853294,500.0,0.0207086,0.655029,100,-427.043,0.00658901,32.7774,2.09541e-06,-371.215557634,-371.215557634,0.994124
94.8891667457,0.4,-359.471,95.2727342111,1,1.8506,1.04962,100,1274.20513191,0.01,0.0180761,-362.199216839,1274.20513191,500.0,0.0570239,0.465696,100,-417.849,0.00454877,34.4988,5.44053e-06,-362.199216839,-362.199216839,1.02378
96.3987544599,0.4,-364.313,96.991672363,1,2.20811,1.03102,100,1289.47559094,0.01,0.0219135,-366.161492916,1289.47559094,500.0,0.0383149,0.522441,100,-427.911,0.00518475,36.3366,3.77354e-06,-366.161492916,-366.161492916,1.00765
12.4984658193,0.4,-355.447,75.5220234546,1,37.4859,1.32412,100,1474.04757855,0.01,0.26856,-370.488255354,1474.04757855,500.0,13.7777,0.353978,100,-424.321,0.00253601,71.4865,0.00070717,-370.488255354,-370.488255354,1.39581
95.8278520968,0.4,-363.011,97.1844728356,1,2.29624,1.02897,100,1231.1275475,0.01,0.022553,-364.660979184,1231.1275475,500.0,0.0455888,0.702926,100,-422.526,0.00690394,34.2441,4.39778e-06,-364.660979184,-364.660979184,1.01815
94.8103765492,0.4,-360.73,95.2636242206,1,1.77312,1.04972,100,1377.19663385,0.01,0.0178735,-363.735253285,1377.19663385,500.0,0.0544127,0.22201,100,-419.977,0.00223792,35.0006,5.52895e-06,-363.735253285,-363.735253285,0.992039
94.7134431846,0.4,-356.195,95.4560501015,1,2.21024,1.0476,100,1250.72732123,0.01,0.0210557,-358.705153103,1250.72732123,500.0,0.0621252,0.509099,100,-411.479,0.00484989,34.4906,5.63802e-06,-358.705153103,-358.705153103,1.04971
98.0066045414,0.4,-360.346,97.1707386688,1,1.47448,1.02912,100,1265.63159788,0.01,0.0146351,-361.996914012,1265.63159788,500.0,0.0208541,0.644937,100,-417.393,0.0064014,35.0899,2.05451e-06,-361.996914012,-361.996914012,1.00749
92.63818666,0.4,-359.937,93.7286051864,1,2.2265,1.06691,100,1665.65681981,0.01,0.0216393,-363.939111765,1665.65681981,500.0,0.08498,0.536563,100,-421.821,0.00521485,42.188,8.02711e-06,-363.939111765,-363.939111765,1.02891
97.3449427507,0.4,-368.042,97.5434052972,1,1.66893,1.02518,100,1197.04842382,0.01,0.0164608,-369.433209877,1197.04842382,500.0,0.0283205,0.694789,100,-425.452,0.00685277,33.7793,2.75504e-06,-369.433209877,-369.433209877,1.01388
95.8046890266,0.4,-369.041,96.3677239773,1,1.80651,1.03769,100,1562.8206017,0.01,0.0178508,-371.143052664,1562.8206017,500.0,0.0453005,0.548081,100,-426.809,0.0054158,40.6088,4.42324e-06,-371.143052664,-371.143052664,1.012
2.35028141,0.4,-289.696,99.9990105727,1,1.40293,1.00001,100,1443.74032083,0.01,0.615124,-362.764351287,1443.74032083,500.0,0.0218305,,100,-348.126,,218.402,0.00419678,-362.764351287,-362.764351287,0.0228073
