BatchSize,AvgVanillaIw,ESSRenyi,VarDiscRet,MinVanillaIw,IterType,AvgEpLen,EpsThisIter,VanillaAvgRet,AvgRet,MaxNormIw,AvgDiscRet,VarNormIw,eRenyi2,ESSClassic,MinNormIw,AvgNormIw,Bound,MaxVanillaIw,VarRet,J,VarJ,VarVanillaIw
500,1.0,500.0,1417.9429252419145,1.0,2,101.39,100,19.029888636458494,19.029888636458494,0.0033333334,19.029888636458494,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,12.779439,1.0,1417.9429252419145,19.413908,36.57576,
500,1.0,500.0,1399.583523341919,1.0,2,108.71,100,24.704352912584305,24.704352912584305,0.0025,24.704352912584305,5.434597e-20,1.0,400.0,0.0025,0.0024999997,14.990898,1.0,1399.583523341919,20.736517,36.810112,
500,37159.01,410.46594686035394,1269.4627724775046,0.1553652,1,106.27,100,23.119888897699976,23.119888897699976,0.9999734,23.119888897699976,0.0019998937,1.2181278,1.0000531789922433,8.362181e-09,0.002,130.86234,18579012.0,1269.4627724775046,136.53423,0.060462963,690359240000.0
500,1.0,500.0,1069.7090316278286,1.0,2,98.84,100,29.28426233938449,29.28426233938449,0.01,29.28426233938449,3.5044917e-18,1.0,100.0,0.01,0.009999998,16.405422,1.0,1069.7090316278286,29.284262,32.54246,
500,1.0,500.0,1518.0976897888295,1.0,2,106.98,100,22.978060021405103,22.978060021405103,0.005,22.978060021405103,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,17.024446,1.0,1518.0976897888295,26.13116,35.929184,
500,1.0,500.0,1083.0061447179366,1.0,2,99.91,100,14.128591424702806,14.128591424702806,0.0033333334,14.128591424702806,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,14.694704,1.0,1083.0061447179366,22.130304,35.355484,
500,1.0,500.0,1727.3156752913053,1.0,2,115.08,100,32.551926226130675,32.551926226130675,0.0025,32.551926226130675,5.434597e-20,1.0,400.0,0.0025,0.0024999997,18.296291,1.0,1727.3156752913053,24.73571,37.220726,
500,1347.2279,437.21590583339673,1432.6975503857616,0.16087314,1,106.94,100,17.122492638965902,17.122492638965902,0.9992294,17.122492638965902,0.0019969125,1.1435997,1.0015430966876437,2.3882097e-07,0.0019999999,128.73254,673094.8,1432.6975503857616,134.8918,1.6452699,906110340.0
500,1.0,500.0,1259.3475253456306,1.0,2,102.71,100,22.012063693460245,22.012063693460245,0.01,22.012063693460245,3.5044917e-18,1.0,100.0,0.01,0.009999998,13.228983,1.0,1259.3475253456306,22.012064,35.309402,
500,1.0,500.0,1248.4045571768218,1.0,2,108.62,100,21.997440029168807,21.997440029168807,0.005,21.997440029168807,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,15.735666,1.0,1248.4045571768218,22.004751,35.23262,
500,1.0,500.0,1255.3348775437946,1.0,2,103.48,100,23.830045373468174,23.830045373468174,0.0033333334,23.830045373468174,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,16.818678,1.0,1255.3348775437946,22.613184,35.249954,
500,1.0,500.0,1151.8349689706708,1.0,2,98.29,100,23.16933031451723,23.16933031451723,0.0025,23.16933031451723,5.434597e-20,1.0,400.0,0.0025,0.0024999997,17.734032,1.0,1151.8349689706708,22.75222,34.886337,
500,3481.9512,444.7642141122555,1234.1927791394803,0.229254,1,109.36,100,20.138899441267323,20.138899441267323,0.9997128,20.138899441267323,0.001998849,1.1241912,1.00057463811876,1.3168135e-07,0.0019999999,103.478355,1740475.6,1234.1927791394803,108.23731,0.4907374,6058502000.0
500,1.0,500.0,1496.8289340401411,1.0,2,105.73,100,14.868046166681886,14.868046166681886,0.01,14.868046166681886,3.5044917e-18,1.0,100.0,0.01,0.009999998,4.199191,1.0,1496.8289340401411,14.868047,38.49494,
500,1.0,500.0,1291.605282567789,1.0,2,104.49,100,19.84262468404284,19.84262468404284,0.005,19.84262468404284,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,9.811316,1.0,1291.605282567789,17.355335,37.235218,
500,1.0,500.0,1111.3265140463343,1.0,2,103.61,100,22.71341090164519,22.71341090164519,0.0033333334,22.71341090164519,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,12.981695,1.0,1111.3265140463343,19.141361,36.01979,
500,1.0,500.0,1430.1526123110057,1.0,2,101.56,100,27.491984417699587,27.491984417699587,0.0025,27.491984417699587,5.434597e-20,1.0,400.0,0.0025,0.0024999997,15.462038,1.0,1430.1526123110057,21.229015,36.607464,
500,7878.1963,403.7683858213444,1336.8425867389353,0.063615486,1,102.44,100,23.769112562690385,23.769112562690385,0.9998512,23.769112562690385,0.0019994038,1.2383337,1.0002975964310554,1.6149759e-08,0.0020000003,131.29074,3938512.2,1336.8425867389353,137.03075,0.30743486,31023737000.0
500,1.0,500.0,1195.3441334223514,1.0,2,101.83,100,26.14770987452258,26.14770987452258,0.01,26.14770987452258,3.5044917e-18,1.0,100.0,0.01,0.009999998,15.946482,1.0,1195.3441334223514,26.147709,34.400448,
500,1.0,500.0,1384.1390298091435,1.0,2,105.93,100,17.148602975244,17.148602975244,0.005,17.148602975244,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,14.434799,1.0,1384.1390298091435,21.648155,36.015137,
500,1.0,500.0,1114.245492163966,1.0,2,103.61,100,22.449557216402255,22.449557216402255,0.0033333334,22.449557216402255,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,14.857063,1.0,1114.245492163966,21.91529,35.107983,
500,1.0,500.0,1275.4339281415162,1.0,2,103.53,100,21.255768091337362,21.255768091337362,0.0025,21.255768091337362,5.434597e-20,1.0,400.0,0.0025,0.0024999997,15.637804,1.0,1275.4339281415162,21.750408,35.21618,
500,43963.453,408.7981328811474,1358.275623176221,0.10944408,1,105.48,100,28.294101231218956,28.294101231218956,0.9999768,28.294101231218956,0.001999907,1.2230976,1.000046403794623,4.9788667e-09,0.0019999999,139.20891,21981216.0,1358.275623176221,145.25537,0.055340517,966347900000.0
500,1.0,500.0,1138.5240392494322,1.0,2,98.27,100,19.451427200170823,19.451427200170823,0.01,19.451427200170823,3.5044917e-18,1.0,100.0,0.01,0.009999998,8.92061,1.0,1138.5240392494322,19.451427,33.572887,
500,1.0,500.0,1310.7660900052567,1.0,2,107.28,100,27.72169258089596,27.72169258089596,0.005,27.72169258089596,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,16.140148,1.0,1310.7660900052567,23.58656,35.064198,
500,1.0,500.0,1645.9126056276934,1.0,2,107.02,100,22.80458256277667,22.80458256277667,0.0033333334,22.80458256277667,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,13.258953,1.0,1645.9126056276934,23.325901,36.918186,
500,1.0,500.0,1417.488789578894,1.0,2,107.73,100,19.76056623668519,19.76056623668519,0.0025,19.76056623668519,5.434597e-20,1.0,400.0,0.0025,0.0024999997,13.716333,1.0,1417.488789578894,22.434566,37.08674,
500,4398.517,443.09068956880174,714.9859842288189,0.26000777,1,101.78,100,18.202364786891447,18.202364786891447,0.99977905,18.202364786891447,0.0019991146,1.1284372,1.000442113689231,1.18225195e-07,0.0019999999,198.8543,2198772.5,714.9859842288189,207.13776,0.8810801,9669192000.0
500,1.0,500.0,1276.300187070743,1.0,2,102.96,100,26.019881254124098,26.019881254124098,0.01,26.019881254124098,3.5044917e-18,1.0,100.0,0.01,0.009999998,15.228378,1.0,1276.300187070743,26.019882,35.54627,
500,1.0,500.0,1162.0429559926124,1.0,2,104.48,100,22.69057597863847,22.69057597863847,0.005,22.69057597863847,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,16.672512,1.0,1162.0429559926124,24.355228,34.781475,
500,1.0,500.0,1755.6155074244095,1.0,2,103.86,100,20.569138818633363,20.569138818633363,0.0033333334,20.569138818633363,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,15.587456,1.0,1755.6155074244095,23.093199,37.269814,
500,1.0,500.0,1437.5118298498373,1.0,2,106.11,100,14.861616109204263,14.861616109204263,0.0025,14.861616109204263,5.434597e-20,1.0,400.0,0.0025,0.0024999997,14.535137,1.0,1437.5118298498373,21.035301,37.55354,
500,9482.332,441.28550596860094,1239.747868797675,0.29554975,1,106.37,100,26.383187809127886,26.383187809127886,0.9998961,26.383187809127886,0.0019995836,1.1330533,1.0002077871772723,6.233693e-08,0.0020000003,148.26616,4740673.5,1239.747868797675,154.45479,0.28861406,44947956000.0
500,1.0,500.0,1313.7371715081797,1.0,2,103.61,100,20.052458797041023,20.052458797041023,0.01,20.052458797041023,3.5044917e-18,1.0,100.0,0.01,0.009999998,7.1164265,1.0,1313.7371715081797,20.052456,36.063828,
500,1.0,500.0,1378.1051230674018,1.0,2,105.81,100,22.111431570464045,22.111431570464045,0.005,22.111431570464045,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,11.934792,1.0,1378.1051230674018,21.081945,36.517414,
500,1.0,500.0,1009.3298191366204,1.0,2,104.51,100,19.28576025345068,19.28576025345068,0.0033333334,19.28576025345068,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,13.014598,1.0,1009.3298191366204,20.483217,34.968704,
500,1.0,500.0,1667.1706721065784,1.0,2,106.68,100,21.885346844922587,21.885346844922587,0.0025,21.885346844922587,5.434597e-20,1.0,400.0,0.0025,0.0024999997,14.365735,1.0,1667.1706721065784,20.83375,36.470554,
500,18319.184,404.95543013210016,953.9060839382639,0.11003127,1,104.67,100,34.16601876115735,34.16601876115735,0.9999403,34.16601876115735,0.0019997607,1.2347038,1.0001194483342033,1.2012682e-08,0.0019999996,147.26875,9159045.0,953.9060839382639,153.69707,0.14826468,167776160000.0
500,1.0,500.0,1474.110797224849,1.0,2,105.25,100,24.128618550605214,24.128618550605214,0.01,24.128618550605214,3.5044917e-18,1.0,100.0,0.01,0.009999998,11.9793215,1.0,1474.110797224849,24.128616,38.201694,
500,1.0,500.0,1483.8538838316683,1.0,2,107.86,100,24.925655312862435,24.925655312862435,0.005,24.925655312862435,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,15.936289,1.0,1483.8538838316683,24.527138,38.26684,
500,1.0,500.0,1202.867185302605,1.0,2,103.72,100,20.95062315771238,20.95062315771238,0.0033333334,20.95062315771238,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,16.320568,1.0,1202.867185302605,23.334967,37.09478,
500,1.0,500.0,1367.1301037395854,1.0,2,106.55,100,19.330718954210816,19.330718954210816,0.0025,19.330718954210816,5.434597e-20,1.0,400.0,0.0025,0.0024999997,16.259256,1.0,1367.1301037395854,22.333904,37.059254,
500,1245.4543,454.8451431774541,1481.1390717290826,0.18987338,1,111.82,100,24.750694208954137,24.750694208954137,0.9992095,24.750694208954137,0.0019968331,1.0992752,1.00158282564924,3.049062e-07,0.0020000003,127.356346,622234.94,1481.1390717290826,133.053,1.9107829,774350140.0
500,1.0,500.0,1225.347371462912,1.0,2,106.18,100,21.336720968764865,21.336720968764865,0.01,21.336720968764865,3.5044917e-18,1.0,100.0,0.01,0.009999998,12.29144,1.0,1225.347371462912,21.33672,34.829494,
500,1.0,500.0,1059.787931765457,1.0,2,104.8,100,17.445071734441036,17.445071734441036,0.005,17.445071734441036,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,12.950988,1.0,1059.787931765457,19.390896,33.688694,
500,1.0,500.0,1149.3675742501496,1.0,2,107.72,100,20.435919207167537,20.435919207167537,0.0033333334,20.435919207167537,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,14.481076,1.0,1149.3675742501496,19.739239,33.706863,
500,1.0,500.0,1141.4358410383422,1.0,2,104.52,100,19.494110239120243,19.494110239120243,0.0025,19.494110239120243,5.434597e-20,1.0,400.0,0.0025,0.0024999997,15.124251,1.0,1141.4358410383422,19.677954,33.684288,
500,12756.046,406.13496279060536,1384.8367241018043,0.058852483,1,103.1,100,20.72892642349893,20.72892642349893,0.99990994,20.72892642349893,0.001999639,1.2311178,1.0001801742111616,9.227386e-09,0.0019999999,140.08754,6377448.5,1384.8367241018043,146.19327,0.2186266,81343680000.0
500,1.0,500.0,1258.86378062415,1.0,2,101.84,100,26.66759671542898,26.66759671542898,0.01,26.66759671542898,3.5044917e-18,1.0,100.0,0.01,0.009999998,15.606387,1.0,1258.86378062415,26.667597,35.302624,
500,1.0,500.0,1458.1240691853725,1.0,2,107.4,100,26.70435731602652,26.70435731602652,0.005,26.70435731602652,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,18.86452,1.0,1458.1240691853725,26.685976,36.673004,
500,1.0,500.0,1457.9547621350514,1.0,2,107.8,100,29.413920354611513,29.413920354611513,0.0033333334,29.413920354611513,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,21.209099,1.0,1457.9547621350514,27.595291,37.14007,
500,1.0,500.0,1535.662406708497,1.0,2,108.9,100,24.554260057367355,24.554260057367355,0.0025,24.554260057367355,5.434597e-20,1.0,400.0,0.0025,0.0024999997,21.304428,1.0,1535.662406708497,26.835033,37.634415,
500,1354.9521,420.647628041263,1343.691481973143,0.058310516,1,104.98,100,17.482358351704473,17.482358351704473,0.9991733,17.482358351704473,0.001996688,1.1886433,1.0016554319605189,8.607022e-08,0.0019999996,128.06227,676916.0,1343.691481973143,133.54533,1.6335584,916427600.0
500,1.0,500.0,1371.4434394769569,1.0,2,113.28,100,26.645459197221747,26.645459197221747,0.01,26.645459197221747,3.5044917e-18,1.0,100.0,0.01,0.009999998,11.738256,1.0,1371.4434394769569,26.645458,36.847374,
500,1.0,500.0,1462.4429875174046,1.0,2,115.1,100,23.438136977952407,23.438136977952407,0.005,23.438136977952407,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,14.500815,1.0,1462.4429875174046,25.0418,37.487938,
500,1.0,500.0,1308.6593027137492,1.0,2,110.07,100,15.300416849011729,15.300416849011729,0.0033333334,15.300416849011729,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,13.187995,1.0,1308.6593027137492,21.794672,37.28059,
500,1.0,500.0,1565.1326667699352,1.0,2,110.17,100,23.659906545505887,23.659906545505887,0.0025,23.659906545505887,5.434597e-20,1.0,400.0,0.0025,0.0024999997,14.80738,1.0,1565.1326667699352,22.26098,37.820686,
500,3986.0796,445.0946935590212,1405.1631355152754,0.22715043,1,109.26,100,19.524405124309393,19.524405124309393,0.9997619,19.524405124309393,0.0019990457,1.1233565,1.0004764527105328,1.1397185e-07,0.0020000003,170.02344,1992565.1,1405.1631355152754,177.08937,0.7936349,7940626400.0
500,1.0,500.0,906.427661921795,1.0,2,103.82,100,15.471438337848653,15.471438337848653,0.01,15.471438337848653,3.5044917e-18,1.0,100.0,0.01,0.009999998,6.198839,1.0,906.427661921795,15.471437,29.956024,
500,1.0,500.0,1062.6967138000775,1.0,2,101.44,100,18.90377328221114,18.90377328221114,0.005,18.90377328221114,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,9.85364,1.0,1062.6967138000775,17.187605,31.267584,
500,1.0,500.0,1335.9763894159062,1.0,2,106.95,100,22.286289128794756,22.286289128794756,0.0033333334,22.286289128794756,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,12.89901,1.0,1335.9763894159062,18.887167,33.14248,
500,1.0,500.0,1190.7817794243915,1.0,2,101.68,100,21.92453296362256,21.92453296362256,0.0025,21.92453296362256,5.434597e-20,1.0,400.0,0.0025,0.0024999997,13.425107,1.0,1190.7817794243915,19.64651,33.470375,
500,36712.426,409.0504981784236,1126.0627849513353,0.0013272853,1,101.43,100,19.53166845148141,19.53166845148141,0.99997383,19.53166845148141,0.001999895,1.222343,1.0000523004232105,7.2307146e-11,0.002,141.68758,18355732.0,1126.0627849513353,147.83977,0.078581855,673865700000.0
500,1.0,500.0,1107.198709994075,1.0,2,103.42,100,21.122116913454597,21.122116913454597,0.01,21.122116913454597,3.5044917e-18,1.0,100.0,0.01,0.009999998,12.123352,1.0,1107.198709994075,21.122114,33.107803,
500,1.0,500.0,1240.4890544903467,1.0,2,104.81,100,23.020947392248182,23.020947392248182,0.005,23.020947392248182,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,14.927256,1.0,1240.4890544903467,22.071531,34.102886,
500,1.0,500.0,1519.9252464449028,1.0,2,104.74,100,27.38585485360181,27.38585485360181,0.0033333334,27.38585485360181,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,18.004469,1.0,1519.9252464449028,23.842974,35.82163,
500,1.0,500.0,1288.0324873478062,1.0,2,102.75,100,15.318021460632906,15.318021460632906,0.0025,15.318021460632906,5.434597e-20,1.0,400.0,0.0025,0.0024999997,16.655441,1.0,1288.0324873478062,21.711735,35.98342,
500,6955.988,416.2157988987851,1237.382043524976,0.09376612,1,107.56,100,21.387674800386225,21.387674800386225,0.99984044,21.387674800386225,0.0019993605,1.2012999,1.0003192258952975,2.6959828e-08,0.0019999999,115.078835,3477439.0,1237.382043524976,120.03565,0.28622922,24185151000.0
500,1.0,500.0,1552.2966607891303,1.0,2,106.54,100,21.829796240456012,21.829796240456012,0.01,21.829796240456012,3.5044917e-18,1.0,100.0,0.01,0.009999998,11.857023,1.0,1552.2966607891303,21.829796,39.201706,
500,1.0,500.0,1330.5787067602234,1.0,2,104.68,100,20.085936182737502,20.085936182737502,0.005,20.085936182737502,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,9.144282,1.0,1330.5787067602234,20.957867,37.786022,
500,1.0,500.0,1475.5800450482727,1.0,2,107.48,100,27.67676555345767,27.67676555345767,0.0033333334,27.67676555345767,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,13.55175,1.0,1475.5800450482727,23.1975,38.063488,
500,1.0,500.0,1588.9973960187297,1.0,2,108.68,100,23.692224231997976,23.692224231997976,0.0025,23.692224231997976,5.434597e-20,1.0,400.0,0.0025,0.0024999997,14.967715,1.0,1588.9973960187297,23.32118,38.470047,
500,8278.028,418.67038764530747,1303.7191406612062,0.10526198,1,107.61,100,18.94423758327683,18.94423758327683,0.99987173,18.94423758327683,0.001999486,1.1942569,1.0002566322325082,2.5431657e-08,0.0019999999,190.32343,4138483.0,1303.7191406612062,198.48851,0.45669183,34254060000.0
500,1.0,500.0,1301.8299409296333,1.0,2,109.52,100,21.72228764883585,21.72228764883585,0.01,21.72228764883585,3.5044917e-18,1.0,100.0,0.01,0.009999998,9.230951,1.0,1301.8299409296333,21.722286,35.900024,
500,1.0,500.0,1285.6347752695306,1.0,2,106.42,100,19.810692482309253,19.810692482309253,0.005,19.810692482309253,2.179301e-19,1.0,200.00000010221265,0.005,0.0049999994,11.824168,1.0,1285.6347752695306,20.766487,35.800957,
500,1.0,500.0,1159.6078444757534,1.0,2,99.54,100,22.861445434435613,22.861445434435613,0.0033333334,22.861445434435613,5.4391416e-20,1.0,299.999969473632,0.0033333334,0.0033333336,14.163437,1.0,1159.6078444757534,21.46481,35.186905,
500,1.0,500.0,1182.8726246804536,1.0,2,102.53,100,19.202770662199793,19.202770662199793,0.0025,19.202770662199793,5.434597e-20,1.0,400.0,0.0025,0.0024999997,14.576125,1.0,1182.8726246804536,20.8993,34.961536,
