AvgEpLen,VanillaAvgRet,AvgVanillaIw,J,EpsThisIter,AvgDiscRet,AvgRet,MaxNormIw,MinNormIw,BatchSize,ESSRenyi,VarJ,MinVanillaIw,VarVanillaIw,VarNormIw,VarRet,VarDiscRet,ESSClassic,Bound,Delta,MaxVanillaIw,IterType,eRenyi2,AvgNormIw
64.29,-103.188000177,1.0,-102.837,100,-103.188000177,-103.188000177,0.00333333,0.00333333,500,500.0,7.2528,1.0,,5.43914e-20,39.7028217074,39.7028217074,299.999969474,-102.837,1.0,1.0,2,1.0,0.00333333
63.9,-103.041394375,1.0,-102.888,100,-103.041394375,-103.041394375,0.0025,0.0025,500,500.0,7.15454,1.0,,5.4346e-20,47.3826280997,47.3826280997,400.0,-102.888,1.0,1.0,2,1.0,0.0025
59.84,-103.177346107,1.0,-102.946,100,-103.177346107,-103.177346107,0.00200005,0.00199991,500,500.0,7.18781,0.999955,6.49629e-11,2.59815e-16,54.0467402977,54.0467402977,500.000384611,-102.946,1.0,1.00003,1,1.0,0.002
64.15,-102.439774658,1.0,-102.44,100,-102.439774658,-102.439774658,0.01,0.01,500,500.0,8.67345,1.0,,3.50449e-18,75.9885714133,75.9885714133,100.0,-102.44,1.0,1.0,2,1.0,0.01
59.52,-102.085932779,1.0,-102.263,100,-102.085932779,-102.085932779,0.005,0.005,500,500.0,8.64463,1.0,,2.1793e-19,74.9171128014,74.9171128014,200.000000102,-102.263,1.0,1.0,2,1.0,0.005
58.63,-103.406800012,1.0,-102.644,100,-103.406800012,-103.406800012,0.00333333,0.00333333,500,500.0,8.3471,1.0,,5.43914e-20,59.2834763089,59.2834763089,299.999969474,-102.644,1.0,1.0,2,1.0,0.00333333
64.95,-102.540000518,1.0,-102.618,100,-102.540000518,-102.540000518,0.0025,0.0025,500,500.0,8.27258,1.0,,5.4346e-20,65.3658084345,65.3658084345,400.0,-102.618,1.0,1.0,2,1.0,0.0025
61.28,-103.871961951,1.0,-102.869,100,-103.871961951,-103.871961951,0.002,0.002,500,500.0,8.18207,1.0,,5.43187e-20,60.3339509373,60.3339509373,500.000006643,-102.869,1.0,1.0,1,1.0,0.002
67.1,-103.754637839,1.0,-103.755,100,-103.754637839,-103.754637839,0.01,0.01,500,500.0,6.74591,1.0,,3.50449e-18,45.9669481614,45.9669481614,100.0,-103.755,1.0,1.0,2,1.0,0.01
60.23,-104.131714829,1.0,-103.943,100,-104.131714829,-104.131714829,0.005,0.005,500,500.0,7.71792,1.0,,2.1793e-19,74.2972972582,74.2972972582,200.000000102,-103.943,1.0,1.0,2,1.0,0.005
58.63,-102.346760863,1.0,-103.411,100,-102.346760863,-102.346760863,0.00333333,0.00333333,500,500.0,7.54329,1.0,,5.43914e-20,50.3759210741,50.3759210741,299.999969474,-103.411,1.0,1.0,2,1.0,0.00333333
63.93,-102.299584142,1.0,-103.133,100,-102.299584142,-102.299584142,0.0025,0.0025,500,500.0,7.64332,1.0,,5.4346e-20,62.6775454247,62.6775454247,400.0,-103.133,1.0,1.0,2,1.0,0.0025
61.43,-102.667146225,1.0,-103.04,100,-102.667146225,-102.667146225,0.002,0.002,500,500.0,7.96554,1.0,,5.43187e-20,84.2365683799,84.2365683799,500.000006643,-103.04,1.0,1.0,1,1.0,0.002
61.39,-101.52773678,1.0,-101.528,100,-101.52773678,-101.52773678,0.01,0.01,500,500.0,7.1593,1.0,,3.50449e-18,51.7732726285,51.7732726285,100.0,-101.528,1.0,1.0,2,1.0,0.01
61.95,-102.327045223,1.0,-101.927,100,-102.327045223,-102.327045223,0.005,0.005,500,500.0,7.58844,1.0,,2.1793e-19,64.2362228841,64.2362228841,200.000000102,-101.927,1.0,1.0,2,1.0,0.005
66.04,-100.207102216,1.0,-101.354,100,-100.207102216,-100.207102216,0.00333333,0.00333333,500,500.0,8.68096,1.0,,5.43914e-20,110.035930877,110.035930877,299.999969474,-101.354,1.0,1.0,2,1.0,0.00333333
59.82,-101.830542035,1.0,-101.473,100,-101.830542035,-101.830542035,0.0025,0.0025,500,500.0,8.45597,1.0,,5.4346e-20,60.3700198695,60.3700198695,400.0,-101.473,1.0,1.0,2,1.0,0.0025
63.5,-101.757693111,1.0,-101.53,100,-101.757693111,-101.757693111,0.002,0.002,500,500.0,8.34964,1.0,,5.43187e-20,63.1351135806,63.1351135806,500.000006643,-101.53,1.0,1.0,1,1.0,0.002
60.99,-101.700863764,1.0,-101.701,100,-101.700863764,-101.700863764,0.01,0.01,500,500.0,7.1884,1.0,,3.50449e-18,52.1950165572,52.1950165572,100.0,-101.701,1.0,1.0,2,1.0,0.01
63.57,-102.987321417,1.0,-102.344,100,-102.987321417,-102.987321417,0.005,0.005,500,500.0,8.47415,1.0,,2.1793e-19,92.042191188,92.042191188,200.000000102,-102.344,1.0,1.0,2,1.0,0.005
65.84,-103.086086347,1.0,-102.591,100,-103.086086347,-103.086086347,0.00333333,0.00333333,500,500.0,8.13434,1.0,,5.43914e-20,55.0636109636,55.0636109636,299.999969474,-102.591,1.0,1.0,2,1.0,0.00333333
61.58,-102.370287255,1.0,-102.536,100,-102.370287255,-102.370287255,0.0025,0.0025,500,500.0,8.06652,1.0,,5.4346e-20,62.3598647131,62.3598647131,400.0,-102.536,1.0,1.0,2,1.0,0.0025
61.81,-102.514240549,1.0,-102.532,100,-102.514240549,-102.514240549,0.002,0.002,500,500.0,7.92564,1.0,,5.43187e-20,54.3462823004,54.3462823004,500.000006643,-102.532,1.0,1.0,1,1.0,0.002
59.97,-102.35215024,1.0,-102.352,100,-102.35215024,-102.35215024,0.01,0.01,500,500.0,9.08351,1.0,,3.50449e-18,83.3435811757,83.3435811757,100.0,-102.352,1.0,1.0,2,1.0,0.01
62.02,-102.758001045,1.0,-102.555,100,-102.758001045,-102.758001045,0.005,0.005,500,500.0,7.86528,1.0,,2.1793e-19,41.5481138312,41.5481138312,200.000000102,-102.555,1.0,1.0,2,1.0,0.005
58.7,-103.52295044,1.0,-102.878,100,-103.52295044,-103.52295044,0.00333333,0.00333333,500,500.0,7.89267,1.0,,5.43914e-20,63.1645440705,63.1645440705,299.999969474,-102.878,1.0,1.0,2,1.0,0.00333333
59.01,-102.629469634,1.0,-102.816,100,-102.629469634,-102.629469634,0.0025,0.0025,500,500.0,7.71491,1.0,,5.4346e-20,51.6672465455,51.6672465455,400.0,-102.816,1.0,1.0,2,1.0,0.0025
59.4,-103.288838227,1.0,-102.91,100,-103.288838227,-103.288838227,0.00200003,0.00199998,500,500.0,7.80461,0.99999,8.26246e-12,3.31399e-17,66.9705281976,66.9705281976,499.99968896,-102.91,1.0,1.00001,1,1.0,0.002
61.94,-102.988860016,1.0,-102.989,100,-102.988860016,-102.988860016,0.01,0.01,500,500.0,8.26732,1.0,,3.50449e-18,69.0389393696,69.0389393696,100.0,-102.989,1.0,1.0,2,1.0,0.01
62.2,-100.703846556,1.0,-101.846,100,-100.703846556,-100.703846556,0.005,0.005,500,500.0,8.37493,1.0,,2.1793e-19,70.019906597,70.019906597,200.000000102,-101.846,1.0,1.0,2,1.0,0.005
66.82,-102.32702501,1.0,-102.007,100,-102.32702501,-102.32702501,0.00333333,0.00333333,500,500.0,7.99579,1.0,,5.43914e-20,51.8840912123,51.8840912123,299.999969474,-102.007,1.0,1.0,2,1.0,0.00333333
62.09,-103.136881875,1.0,-102.289,100,-103.136881875,-103.136881875,0.0025,0.0025,500,500.0,8.03325,1.0,,5.4346e-20,66.036450812,66.036450812,400.0,-102.289,1.0,1.0,2,1.0,0.0025
59.08,-103.947668825,1.0,-102.621,100,-103.947668825,-103.947668825,0.00200001,0.00199994,500,500.0,7.97388,0.999972,1.49892e-11,5.98383e-17,58.1620581133,58.1620581133,500.000640509,-102.621,1.0,1.0,1,1.0,0.002
62.4,-101.987784117,1.0,-101.988,100,-101.987784117,-101.987784117,0.01,0.01,500,500.0,7.69546,1.0,,3.50449e-18,59.8182780808,59.8182780808,100.0,-101.988,1.0,1.0,2,1.0,0.01
63.17,-104.041528318,1.0,-103.015,100,-104.041528318,-104.041528318,0.005,0.005,500,500.0,7.67575,1.0,,2.1793e-19,57.0760386975,57.0760386975,200.000000102,-103.015,1.0,1.0,2,1.0,0.005
61.66,-101.748254445,1.0,-102.593,100,-101.748254445,-101.748254445,0.00333333,0.00333333,500,500.0,7.67456,1.0,,5.43914e-20,58.376758211,58.376758211,299.999969474,-102.593,1.0,1.0,2,1.0,0.00333333
57.09,-101.651532791,1.0,-102.357,100,-101.651532791,-101.651532791,0.0025,0.0025,500,500.0,7.81789,1.0,,5.4346e-20,67.7949738316,67.7949738316,400.0,-102.357,1.0,1.0,2,1.0,0.0025
65.78,-103.064740896,1.0,-102.499,100,-103.064740896,-103.064740896,0.002,0.002,500,500.0,7.76696,1.0,,5.43187e-20,57.3237440018,57.3237440018,500.000006643,-102.499,1.0,1.0,1,1.0,0.002
64.36,-103.382997757,1.0,-103.383,100,-103.382997757,-103.382997757,0.01,0.01,500,500.0,8.46897,1.0,,3.50449e-18,72.4479925277,72.4479925277,100.0,-103.383,1.0,1.0,2,1.0,0.01
66.92,-102.280841221,1.0,-102.832,100,-102.280841221,-102.280841221,0.005,0.005,500,500.0,7.91324,1.0,,2.1793e-19,53.442221355,53.442221355,200.000000102,-102.832,1.0,1.0,2,1.0,0.005
60.62,-101.637431109,1.0,-102.434,100,-101.637431109,-101.637431109,0.00333333,0.00333333,500,500.0,8.90326,1.0,,5.43914e-20,112.741716818,112.741716818,299.999969474,-102.434,1.0,1.0,2,1.0,0.00333333
61.59,-101.662085445,1.0,-102.241,100,-101.662085445,-101.662085445,0.0025,0.0025,500,500.0,8.82731,1.0,,5.4346e-20,74.1764271415,74.1764271415,400.0,-102.241,1.0,1.0,2,1.0,0.0025
62.09,-103.20858101,0.999999,-102.434,100,-103.20858101,-103.20858101,0.00200006,0.00199987,500,500.0,8.65669,0.999936,1.25708e-10,5.0287e-16,62.8855042259,62.8855042259,499.99993235,-102.434,1.0,1.00003,1,1.0,0.002
60.79,-103.656606743,1.0,-103.657,100,-103.656606743,-103.656606743,0.01,0.01,500,500.0,7.61407,1.0,,3.50449e-18,58.5596932413,58.5596932413,100.0,-103.657,1.0,1.0,2,1.0,0.01
63.97,-102.694852349,1.0,-103.176,100,-102.694852349,-102.694852349,0.005,0.005,500,500.0,7.4177,1.0,,2.1793e-19,52.1293458195,52.1293458195,200.000000102,-103.176,1.0,1.0,2,1.0,0.005
60.95,-103.489981466,1.0,-103.28,100,-103.489981466,-103.489981466,0.00333333,0.00333333,500,500.0,7.32823,1.0,,5.43914e-20,51.5135308341,51.5135308341,299.999969474,-103.28,1.0,1.0,2,1.0,0.00333333
60.71,-101.856683095,1.0,-102.925,100,-101.856683095,-101.856683095,0.0025,0.0025,500,500.0,7.43795,1.0,,5.4346e-20,59.2555628736,59.2555628736,400.0,-102.925,1.0,1.0,2,1.0,0.0025
62.07,-102.648356151,1.0,-102.869,100,-102.648356151,-102.648356151,0.002,0.002,500,500.0,7.31983,1.0,,5.43187e-20,47.0165616797,47.0165616797,500.000006643,-102.869,1.0,1.0,1,1.0,0.002
60.25,-102.095030402,1.0,-102.095,100,-102.095030402,-102.095030402,0.01,0.01,500,500.0,7.37827,1.0,,3.50449e-18,54.9887839679,54.9887839679,100.0,-102.095,1.0,1.0,2,1.0,0.01
62.06,-103.611291814,1.0,-102.853,100,-103.611291814,-103.611291814,0.005,0.005,500,500.0,7.08146,1.0,,2.1793e-19,45.1573485811,45.1573485811,200.000000102,-102.853,1.0,1.0,2,1.0,0.005
59.7,-103.276217796,1.0,-102.994,100,-103.276217796,-103.276217796,0.00333333,0.00333333,500,500.0,6.96038,1.0,,5.43914e-20,45.3808486284,45.3808486284,299.999969474,-102.994,1.0,1.0,2,1.0,0.00333333
60.34,-102.389602941,1.0,-102.843,100,-102.389602941,-102.389602941,0.0025,0.0025,500,500.0,7.35949,1.0,,5.4346e-20,71.7514133707,71.7514133707,400.0,-102.843,1.0,1.0,2,1.0,0.0025
57.59,-104.188022805,1.0,-103.112,100,-104.188022805,-104.188022805,0.002,0.002,500,500.0,7.21291,1.0,,5.43187e-20,42.4588757427,42.4588757427,500.000006643,-103.112,1.0,1.0,1,1.0,0.002
63.55,-102.797194801,1.0,-102.797,100,-102.797194801,-102.797194801,0.01,0.01,500,500.0,7.47513,1.0,,3.50449e-18,56.4419900838,56.4419900838,100.0,-102.797,1.0,1.0,2,1.0,0.01
63.35,-103.157726224,1.0,-102.977,100,-103.157726224,-103.157726224,0.005,0.005,500,500.0,7.65882,1.0,,2.1793e-19,61.992561175,61.992561175,200.000000102,-102.977,1.0,1.0,2,1.0,0.005
59.34,-103.85046186,1.0,-103.268,100,-103.85046186,-103.85046186,0.00333333,0.00333333,500,500.0,7.47186,1.0,,5.43914e-20,50.1644143298,50.1644143298,299.999969474,-103.268,1.0,1.0,2,1.0,0.00333333
63.28,-103.02366252,1.0,-103.207,100,-103.02366252,-103.02366252,0.0025,0.0025,500,500.0,7.68165,1.0,,5.4346e-20,69.1917864697,69.1917864697,400.0,-103.207,1.0,1.0,2,1.0,0.0025
58.62,-102.519102949,1.0,-103.07,100,-102.519102949,-102.519102949,0.002,0.002,500,500.0,7.61459,1.0,,5.43187e-20,54.04047685,54.04047685,500.000006643,-103.07,1.0,1.0,1,1.0,0.002
64.6,-103.070802593,1.0,-103.071,100,-103.070802593,-103.070802593,0.01,0.01,500,500.0,7.74163,1.0,,3.50449e-18,60.5382412105,60.5382412105,100.0,-103.071,1.0,1.0,2,1.0,0.01
60.02,-102.744079659,1.0,-102.907,100,-102.744079659,-102.744079659,0.005,0.005,500,500.0,7.72379,1.0,,2.1793e-19,59.9268354692,59.9268354692,200.000000102,-102.907,1.0,1.0,2,1.0,0.005
65.69,-103.652402993,1.0,-103.156,100,-103.652402993,-103.652402993,0.00333333,0.00333333,500,500.0,7.92942,1.0,,5.43914e-20,69.6397437456,69.6397437456,299.999969474,-103.156,1.0,1.0,2,1.0,0.00333333
65.66,-102.000962347,1.0,-102.867,100,-102.000962347,-102.000962347,0.0025,0.0025,500,500.0,8.07851,1.0,,5.4346e-20,72.143377819,72.143377819,400.0,-102.867,1.0,1.0,2,1.0,0.0025
62.26,-101.176676837,1.0,-102.529,100,-101.176676837,-101.176676837,0.002,0.002,500,500.0,8.06827,1.0,,5.43187e-20,62.7775780622,62.7775780622,500.000006643,-102.529,1.0,1.0,1,1.0,0.002
60.92,-104.584206094,1.0,-104.584,100,-104.584206094,-104.584206094,0.01,0.01,500,500.0,7.24051,1.0,,3.50449e-18,52.9545929269,52.9545929269,100.0,-104.584,1.0,1.0,2,1.0,0.01
59.36,-103.792621597,1.0,-104.188,100,-103.792621597,-103.792621597,0.005,0.005,500,500.0,7.5594,1.0,,2.1793e-19,62.1723163531,62.1723163531,200.000000102,-104.188,1.0,1.0,2,1.0,0.005
57.68,-102.602614086,1.0,-103.66,100,-102.602614086,-102.602614086,0.00333333,0.00333333,500,500.0,7.9186,1.0,,5.43914e-20,72.8758573762,72.8758573762,299.999969474,-103.66,1.0,1.0,2,1.0,0.00333333
60.56,-102.69619073,1.0,-103.419,100,-102.69619073,-102.69619073,0.0025,0.0025,500,500.0,7.83673,1.0,,5.4346e-20,57.4226742092,57.4226742092,400.0,-103.419,1.0,1.0,2,1.0,0.0025
61.82,-102.752335803,1.0,-103.286,100,-102.752335803,-102.752335803,0.00200012,0.00199994,500,500.0,7.92561,0.999968,1.17991e-10,4.71901e-16,68.750676135,68.750676135,499.999847801,-103.286,1.0,1.00006,1,1.0,0.002
60.73,-102.668507795,1.0,-102.669,100,-102.668507795,-102.668507795,0.01,0.01,500,500.0,6.45562,1.0,,3.50449e-18,42.0959866027,42.0959866027,100.0,-102.669,1.0,1.0,2,1.0,0.01
64.94,-103.098636067,1.0,-102.884,100,-103.098636067,-103.098636067,0.005,0.005,500,500.0,6.88026,1.0,,2.1793e-19,53.4427590187,53.4427590187,200.000000102,-102.884,1.0,1.0,2,1.0,0.005
63.57,-102.461881295,1.0,-102.743,100,-102.461881295,-102.461881295,0.00333333,0.00333333,500,500.0,7.60148,1.0,,5.43914e-20,79.3467614098,79.3467614098,299.999969474,-102.743,1.0,1.0,2,1.0,0.00333333
62.89,-102.751128594,1.0,-102.745,100,-102.751128594,-102.751128594,0.0025,0.0025,500,500.0,7.5543,1.0,,5.4346e-20,55.4768584649,55.4768584649,400.0,-102.745,1.0,1.0,2,1.0,0.0025
60.63,-103.126098816,1.0,-102.821,100,-103.126098816,-103.126098816,0.00200003,0.00199998,500,499.996185332,7.44138,0.999992,5.79245e-12,2.31194e-17,48.9745752018,48.9745752018,499.999897079,-102.821,1.0,1.00001,1,1.00001,0.002
61.53,-102.569060173,1.0,-102.569,100,-102.569060173,-102.569060173,0.01,0.01,500,500.0,7.07739,1.0,,3.50449e-18,50.5953483931,50.5953483931,100.0,-102.569,1.0,1.0,2,1.0,0.01
66.3,-102.844117384,1.0,-102.707,100,-102.844117384,-102.844117384,0.005,0.005,500,500.0,7.51351,1.0,,2.1793e-19,63.4125235804,63.4125235804,200.000000102,-102.707,1.0,1.0,2,1.0,0.005
60.48,-103.869683001,1.0,-103.094,100,-103.869683001,-103.869683001,0.00333333,0.00333333,500,500.0,7.32567,1.0,,5.43914e-20,47.6654002232,47.6654002232,299.999969474,-103.094,1.0,1.0,2,1.0,0.00333333
60.27,-102.383284763,1.0,-102.917,100,-102.383284763,-102.383284763,0.0025,0.0025,500,500.0,7.63897,1.0,,5.4346e-20,72.7679212765,72.7679212765,400.0,-102.917,1.0,1.0,2,1.0,0.0025
62.65,-102.155123885,1.0,-102.764,100,-102.155123885,-102.155123885,0.002,0.002,500,500.0,7.83108,1.0,,5.43187e-20,73.4842999453,73.4842999453,500.000006643,-102.764,1.0,1.0,1,1.0,0.002
62.06,-103.177439776,1.0,-103.177,100,-103.177439776,-103.177439776,0.01,0.01,500,500.0,8.35765,1.0,,3.50449e-18,70.5558769028,70.5558769028,100.0,-103.177,1.0,1.0,2,1.0,0.01
62.05,-103.645953335,1.0,-103.412,100,-103.645953335,-103.645953335,0.005,0.005,500,500.0,8.20167,1.0,,2.1793e-19,65.2270392414,65.2270392414,200.000000102,-103.412,1.0,1.0,2,1.0,0.005
62.19,-103.334980724,1.0,-103.386,100,-103.334980724,-103.334980724,0.00333333,0.00333333,500,500.0,7.83425,1.0,,5.43914e-20,50.0884006431,50.0884006431,299.999969474,-103.386,1.0,1.0,2,1.0,0.00333333
61.55,-103.088027082,1.0,-103.312,100,-103.088027082,-103.088027082,0.0025,0.0025,500,500.0,7.84656,1.0,,5.4346e-20,62.7080034363,62.7080034363,400.0,-103.312,1.0,1.0,2,1.0,0.0025
64.53,-103.386433473,1.0,-103.327,100,-103.386433473,-103.386433473,0.002,0.002,500,500.0,7.67467,1.0,,5.43187e-20,48.7111969735,48.7111969735,500.000006643,-103.327,1.0,1.0,1,1.0,0.002
64.11,-101.538609985,1.0,-101.539,100,-101.538609985,-101.538609985,0.01,0.01,500,500.0,7.32517,1.0,,3.50449e-18,54.2001274591,54.2001274591,100.0,-101.539,1.0,1.0,2,1.0,0.01
60.15,-101.811983951,1.0,-101.675,100,-101.811983951,-101.811983951,0.005,0.005,500,500.0,7.80107,1.0,,2.1793e-19,68.7049198053,68.7049198053,200.000000102,-101.675,1.0,1.0,2,1.0,0.005
68.67,-102.89629404,1.0,-102.082,100,-102.89629404,-102.89629404,0.00333333,0.00333333,500,500.0,7.81978,1.0,,5.43914e-20,61.3530930208,61.3530930208,299.999969474,-102.082,1.0,1.0,2,1.0,0.00333333
64.82,-102.511634514,1.0,-102.19,100,-102.511634514,-102.511634514,0.0025,0.0025,500,500.0,8.10531,1.0,,5.4346e-20,79.999219113,79.999219113,400.0,-102.19,1.0,1.0,2,1.0,0.0025
65.05,-104.161614962,1.0,-102.584,100,-104.161614962,-104.161614962,0.002,0.002,500,500.0,7.8739,1.0,,5.43187e-20,44.54190364,44.54190364,500.000006643,-102.584,1.0,1.0,1,1.0,0.002
64.82,-102.556535653,1.0,-102.557,100,-102.556535653,-102.556535653,0.01,0.01,500,500.0,6.97032,1.0,,3.50449e-18,49.0761648358,49.0761648358,100.0,-102.557,1.0,1.0,2,1.0,0.01
58.46,-102.782599183,1.0,-102.67,100,-102.782599183,-102.782599183,0.005,0.005,500,500.0,7.94862,1.0,,2.1793e-19,78.5354263035,78.5354263035,200.000000102,-102.67,1.0,1.0,2,1.0,0.005
60.45,-101.317279637,1.0,-102.219,100,-101.317279637,-101.317279637,0.00333333,0.00333333,500,500.0,8.17283,1.0,,5.43914e-20,73.5409437332,73.5409437332,299.999969474,-102.219,1.0,1.0,2,1.0,0.00333333
61.94,-103.79192832,1.0,-102.612,100,-103.79192832,-103.79192832,0.0025,0.0025,500,500.0,8.19803,1.0,,5.4346e-20,67.2618156302,67.2618156302,400.0,-102.612,1.0,1.0,2,1.0,0.0025
59.88,-105.180911239,1.0,-103.126,100,-105.180911239,-105.180911239,0.002,0.002,500,500.0,8.17352,1.0,,5.43187e-20,60.5272014047,60.5272014047,500.000006643,-103.126,1.0,1.0,1,1.0,0.002
62.03,-101.908845392,1.0,-101.909,100,-101.908845392,-101.908845392,0.01,0.01,500,500.0,8.33868,1.0,,3.50449e-18,70.2359922317,70.2359922317,100.0,-101.909,1.0,1.0,2,1.0,0.01
67.89,-103.63290758,1.0,-102.771,100,-103.63290758,-103.63290758,0.005,0.005,500,500.0,8.44974,1.0,,2.1793e-19,72.501348761,72.501348761,200.000000102,-102.771,1.0,1.0,2,1.0,0.005
63.69,-102.364614846,1.0,-102.635,100,-102.364614846,-102.364614846,0.00333333,0.00333333,500,500.0,8.18729,1.0,,5.43914e-20,58.7766654432,58.7766654432,299.999969474,-102.635,1.0,1.0,2,1.0,0.00333333
65.1,-102.852267674,1.0,-102.69,100,-102.852267674,-102.852267674,0.0025,0.0025,500,500.0,8.17611,1.0,,5.4346e-20,66.9343530972,66.9343530972,400.0,-102.69,1.0,1.0,2,1.0,0.0025
59.68,-102.72612408,1.0,-102.697,100,-102.72612408,-102.72612408,0.00200003,0.00199996,500,500.0,7.95109,0.999978,1.41032e-11,5.66148e-17,49.1944146917,49.1944146917,500.000043414,-102.697,1.0,1.00002,1,1.0,0.002
61.11,-104.341012271,1.0,-104.341,100,-104.341012271,-104.341012271,0.01,0.01,500,500.0,6.93051,1.0,,3.50449e-18,48.5170909924,48.5170909924,100.0,-104.341,1.0,1.0,2,1.0,0.01
61.02,-103.190700292,1.0,-103.766,100,-103.190700292,-103.190700292,0.005,0.005,500,500.0,7.26197,1.0,,2.1793e-19,57.3522967407,57.3522967407,200.000000102,-103.766,1.0,1.0,2,1.0,0.005
64.15,-102.229286003,1.0,-103.254,100,-102.229286003,-102.229286003,0.00333333,0.00333333,500,500.0,7.22091,1.0,,5.43914e-20,49.8771843408,49.8771843408,299.999969474,-103.254,1.0,1.0,2,1.0,0.00333333
57.34,-104.233876836,1.0,-103.499,100,-104.233876836,-104.233876836,0.0025,0.0025,500,500.0,7.24782,1.0,,5.4346e-20,53.5134668891,53.5134668891,400.0,-103.499,1.0,1.0,2,1.0,0.0025
58.65,-103.753371424,1.0,-103.55,100,-103.753371424,-103.753371424,0.002,0.002,500,500.0,7.03233,1.0,,5.43187e-20,37.4674749762,37.4674749762,500.000006643,-103.55,1.0,1.0,1,1.0,0.002
60.27,-102.101356163,1.0,-102.101,100,-102.101356163,-102.101356163,0.01,0.01,500,500.0,8.66023,1.0,,3.50449e-18,75.757192324,75.757192324,100.0,-102.101,1.0,1.0,2,1.0,0.01
62.0,-102.504595443,1.0,-102.303,100,-102.504595443,-102.504595443,0.005,0.005,500,500.0,8.04983,1.0,,2.1793e-19,55.0692587452,55.0692587452,200.000000102,-102.303,1.0,1.0,2,1.0,0.005
65.3,-102.842569949,1.0,-102.483,100,-102.842569949,-102.842569949,0.00333333,0.00333333,500,500.0,8.08555,1.0,,5.43914e-20,67.0046542702,67.0046542702,299.999969474,-102.483,1.0,1.0,2,1.0,0.00333333
63.4,-102.853112505,1.0,-102.575,100,-102.853112505,-102.853112505,0.0025,0.0025,500,500.0,7.84933,1.0,,5.4346e-20,50.7239197169,50.7239197169,400.0,-102.575,1.0,1.0,2,1.0,0.0025
61.75,-102.893939445,1.0,-102.639,100,-102.893939445,-102.893939445,0.002,0.002,500,500.0,7.79819,1.0,,5.43187e-20,58.1110425579,58.1110425579,500.000006643,-102.639,1.0,1.0,1,1.0,0.002
56.62,-103.813449451,1.0,-103.813,100,-103.813449451,-103.813449451,0.01,0.01,500,500.0,7.25162,1.0,,3.50449e-18,53.1171763021,53.1171763021,100.0,-103.813,1.0,1.0,2,1.0,0.01
63.89,-102.998184109,1.0,-103.406,100,-102.998184109,-102.998184109,0.005,0.005,500,500.0,7.06167,1.0,,2.1793e-19,47.2888250681,47.2888250681,200.000000102,-103.406,1.0,1.0,2,1.0,0.005
62.21,-103.243498696,1.0,-103.352,100,-103.243498696,-103.243498696,0.00333333,0.00333333,500,500.0,7.25251,1.0,,5.43914e-20,58.6310922879,58.6310922879,299.999969474,-103.352,1.0,1.0,2,1.0,0.00333333
60.24,-103.253627801,1.0,-103.327,100,-103.253627801,-103.253627801,0.0025,0.0025,500,500.0,7.15709,1.0,,5.4346e-20,47.5674147505,47.5674147505,400.0,-103.327,1.0,1.0,2,1.0,0.0025
63.07,-103.83453096,1.0,-103.429,100,-103.83453096,-103.83453096,0.002,0.002,500,500.0,7.18917,1.0,,5.43187e-20,53.8579678406,53.8579678406,500.000006643,-103.429,1.0,1.0,1,1.0,0.002
61.75,-102.91595387,1.0,-102.916,100,-102.91595387,-102.91595387,0.01,0.01,500,500.0,7.39395,1.0,,3.50449e-18,55.2226761601,55.2226761601,100.0,-102.916,1.0,1.0,2,1.0,0.01
58.65,-103.119976669,1.0,-103.018,100,-103.119976669,-103.119976669,0.005,0.005,500,500.0,7.01575,1.0,,2.1793e-19,44.1922181727,44.1922181727,200.000000102,-103.018,1.0,1.0,2,1.0,0.005
60.92,-103.65870193,1.0,-103.232,100,-103.65870193,-103.65870193,0.00333333,0.00333333,500,500.0,6.98713,1.0,,5.43914e-20,48.2271149073,48.2271149073,299.999969474,-103.232,1.0,1.0,2,1.0,0.00333333
61.91,-101.988942665,1.0,-102.921,100,-101.988942665,-101.988942665,0.0025,0.0025,500,500.0,7.28592,1.0,,5.4346e-20,65.374314747,65.374314747,400.0,-102.921,1.0,1.0,2,1.0,0.0025
63.24,-102.668111681,1.0,-102.87,100,-102.668111681,-102.668111681,0.002,0.002,500,500.0,7.29732,1.0,,5.43187e-20,54.4086076863,54.4086076863,500.000006643,-102.87,1.0,1.0,1,1.0,0.002
60.76,-100.805143326,1.0,-100.805,100,-100.805143326,-100.805143326,0.01,0.01,500,500.0,8.64031,1.0,,3.50449e-18,75.4091307095,75.4091307095,100.0,-100.805,1.0,1.0,2,1.0,0.01
64.34,-102.952287235,1.0,-101.879,100,-102.952287235,-102.952287235,0.005,0.005,500,500.0,8.82269,1.0,,2.1793e-19,79.5148455787,79.5148455787,200.000000102,-101.879,1.0,1.0,2,1.0,0.005
59.78,-102.799114762,1.0,-102.186,100,-102.799114762,-102.799114762,0.00333333,0.00333333,500,500.0,8.34514,1.0,,5.43914e-20,53.2118313508,53.2118313508,299.999969474,-102.186,1.0,1.0,2,1.0,0.00333333
63.02,-102.027404972,1.0,-102.146,100,-102.027404972,-102.027404972,0.0025,0.0025,500,500.0,7.92946,1.0,,5.4346e-20,42.9919932239,42.9919932239,400.0,-102.146,1.0,1.0,2,1.0,0.0025
