MaxNormIw,VarJ,J,MaxVanillaIw,VarDiscRet,AvgNormIw,MinNormIw,Delta,VanillaAvgRet,ESSRenyi,AvgDiscRet,VarRet,AvgVanillaIw,Bound,ESSClassic,AvgEpLen,eRenyi2,MinVanillaIw,VarNormIw,AvgRet,EpsThisIter,VarVanillaIw,IterType,BatchSize
0.01,42.5301,-459.826,1.0,1827.07594908,0.01,0.01,0.8,-459.826209405,500.0,-459.826209405,1827.07594908,1.0,-487.042,100.0,500.0,1.0,1.0,3.50449e-18,-459.826209405,100,,2,500
0.005,41.9258,-456.6,1.0,1702.9545428,0.005,0.005,0.8,-453.37321326,500.0,-453.37321326,1702.9545428,1.0,-476.1,200.000000102,500.0,1.0,1.0,2.1793e-19,-453.37321326,100,,2,500
0.00333333,43.6068,-457.185,1.0,2209.15001117,0.00333333,0.00333333,0.8,-458.354413783,500.0,-458.354413783,2209.15001117,1.0,-474.598,299.999969474,500.0,1.0,1.0,5.43914e-20,-458.354413783,100,,2,500
0.0025,43.7467,-457.936,1.0,1963.31278213,0.0025,0.0025,0.8,-460.189340643,500.0,-460.189340643,1963.31278213,1.0,-473.017,400.0,500.0,1.0,1.0,5.4346e-20,-460.189340643,100,,2,500
0.0794695,75.0003,-446.921,42.7422,1689.36945026,0.002,1.55562e-05,0.8,-457.21826168,236.529296378,-457.21826168,1689.36945026,1.07569,-466.532,101.7196397,500.0,2.1139,0.00836679,1.56933e-05,-457.21826168,100,4.53969,1,500
0.01,49.0808,-456.019,1.0,2433.2605281,0.01,0.01,0.8,-456.018749517,500.0,-456.018749517,2433.2605281,1.0,-486.202,100.0,500.0,1.0,1.0,3.50449e-18,-456.018749517,100,,2,500
0.005,46.7376,-458.861,1.0,1963.34978124,0.005,0.005,0.8,-461.702798614,500.0,-461.702798614,1963.34978124,1.0,-480.203,200.000000102,500.0,1.0,1.0,2.1793e-19,-461.702798614,100,,2,500
0.00333333,45.4493,-457.424,1.0,1834.05839161,0.00333333,0.00333333,0.8,-454.548969761,500.0,-454.548969761,1834.05839161,1.0,-474.85,299.999969474,500.0,1.0,1.0,5.43914e-20,-454.548969761,100,,2,500
0.0025,46.9353,-457.318,1.0,2641.04249834,0.0025,0.0025,0.8,-456.999837335,500.0,-456.999837335,2641.04249834,1.0,-472.714,400.0,500.0,1.0,1.0,5.4346e-20,-456.999837335,100,,2,500
0.0365843,99.4415,-433.347,16.4734,2029.96320697,0.002,7.3147e-13,0.8,-462.453045966,117.009022042,-462.453045966,2029.96320697,0.900574,-461.815,108.880846355,500.0,4.27317,3.29371e-10,1.43975e-05,-462.453045966,100,2.91921,1,500
0.01,42.6916,-447.836,1.0,1840.98144738,0.01,0.01,0.8,-447.83577583,500.0,-447.83577583,1840.98144738,1.0,-475.353,100.0,500.0,1.0,1.0,3.50449e-18,-447.83577583,100,,2,500
0.005,42.4548,-448.674,1.0,1798.8269296,0.005,0.005,0.8,-449.5118319,500.0,-449.5118319,1798.8269296,1.0,-468.384,200.000000102,500.0,1.0,1.0,2.1793e-19,-449.5118319,100,,2,500
0.00333333,42.2035,-448.877,1.0,1755.89679539,0.00333333,0.00333333,0.8,-449.284637186,500.0,-449.284637186,1755.89679539,1.0,-465.764,299.999969474,500.0,1.0,1.0,5.43914e-20,-449.284637186,100,,2,500
0.0025,42.9898,-449.26,1.0,2068.00635182,0.0025,0.0025,0.8,-450.408311265,500.0,-450.408311265,2068.00635182,1.0,-463.884,400.0,500.0,1.0,1.0,5.4346e-20,-450.408311265,100,,2,500
0.244761,313.567,-428.711,156.44,1976.21497271,0.002,3.98017e-05,0.8,-451.261060172,142.546774826,-451.261060172,1976.21497271,1.27831,-453.505,15.8832700215,500.0,3.50762,0.0254395,0.000122163,-451.261060172,100,49.9062,1,500
0.01,48.2868,-442.401,1.0,2355.17109427,0.01,0.01,0.8,-442.40098125,500.0,-442.40098125,2355.17109427,1.0,-471.104,100.0,500.0,1.0,1.0,3.50449e-18,-442.40098125,100,,2,500
0.005,48.4103,-446.039,1.0,2352.55523149,0.005,0.005,0.8,-449.67658982,500.0,-449.67658982,2352.55523149,1.0,-466.335,200.000000102,500.0,1.0,1.0,2.1793e-19,-449.67658982,100,,2,500
0.00333333,49.2487,-446.208,1.0,2615.15999116,0.00333333,0.00333333,0.8,-446.545375266,500.0,-446.545375266,2615.15999116,1.0,-462.779,299.999969474,500.0,1.0,1.0,5.43914e-20,-446.545375266,100,,2,500
0.0025,50.2961,-447.943,1.0,2834.70374792,0.0025,0.0025,0.8,-453.147574691,500.0,-453.147574691,2834.70374792,1.0,-463.604,400.0,500.0,1.0,1.0,5.4346e-20,-453.147574691,100,,2,500
0.00813723,58.5046,-441.511,4.13918,2351.06105314,0.002,2.59082e-05,0.8,-448.192516057,310.724124387,-448.192516057,2351.06105314,1.01735,-459.28,314.612007281,500.0,1.60914,0.0131788,2.36176e-06,-448.192516057,100,0.6111,1,500
0.01,43.7027,-442.439,1.0,1929.21758355,0.01,0.01,0.8,-442.438966156,500.0,-442.438966156,1929.21758355,1.0,-470.66,100.0,500.0,1.0,1.0,3.50449e-18,-442.438966156,100,,2,500
0.005,44.0279,-442.733,1.0,1986.68832659,0.005,0.005,0.8,-443.026965614,500.0,-443.026965614,1986.68832659,1.0,-462.689,200.000000102,500.0,1.0,1.0,2.1793e-19,-443.026965614,100,,2,500
0.00333333,43.7726,-441.726,1.0,1883.94579491,0.00333333,0.00333333,0.8,-439.710648292,500.0,-439.710648292,1883.94579491,1.0,-458.019,299.999969474,500.0,1.0,1.0,5.43914e-20,-439.710648292,100,,2,500
0.0025,42.9851,-440.89,1.0,1650.8707597,0.0025,0.0025,0.8,-438.382124194,500.0,-438.382124194,1650.8707597,1.0,-455.0,400.0,500.0,1.0,1.0,5.4346e-20,-438.382124194,100,,2,500
0.0129337,55.7542,-431.799,6.37463,3055.02056132,0.002,2.09074e-10,0.8,-454.693329712,238.248048342,-454.693329712,3055.02056132,0.985736,-453.892,228.320218753,500.0,2.09865,1.03046e-07,4.76917e-06,-454.693329712,100,1.15852,1,500
0.01,46.8253,-442.147,1.0,2214.75330578,0.01,0.01,0.8,-442.147384194,500.0,-442.147384194,2214.75330578,1.0,-471.355,100.0,500.0,1.0,1.0,3.50449e-18,-442.147384194,100,,2,500
0.005,44.9887,-443.373,1.0,1871.06370447,0.005,0.005,0.8,-444.597895882,500.0,-444.597895882,1871.06370447,1.0,-464.026,200.000000102,500.0,1.0,1.0,2.1793e-19,-444.597895882,100,,2,500
0.00333333,44.4835,-442.364,1.0,1901.28991397,0.00333333,0.00333333,0.8,-440.347804167,500.0,-440.347804167,1901.28991397,1.0,-459.227,299.999969474,500.0,1.0,1.0,5.43914e-20,-440.347804167,100,,2,500
0.0025,44.3895,-441.299,1.0,1951.25781746,0.0025,0.0025,0.8,-438.102127279,500.0,-438.102127279,1951.25781746,1.0,-455.903,400.0,500.0,1.0,1.0,5.4346e-20,-438.102127279,100,,2,500
0.295819,316.658,-410.346,237.448,2108.69228437,0.002,5.18331e-07,0.8,-443.588539898,85.4151408523,-443.588539898,2108.69228437,1.60536,-441.949,10.7506697414,500.0,5.85376,0.000416054,0.0001824,-443.588539898,100,117.519,1,500
0.01,44.5892,-424.198,1.0,2008.27756896,0.01,0.01,0.8,-424.198230716,500.0,-424.198230716,2008.27756896,1.0,-451.399,100.0,500.0,1.0,1.0,3.50449e-18,-424.198230716,100,,2,500
0.005,43.7724,-429.398,1.0,1807.84834653,0.005,0.005,0.8,-434.597587424,500.0,-434.597587424,1807.84834653,1.0,-448.632,200.000000102,500.0,1.0,1.0,2.1793e-19,-434.597587424,100,,2,500
0.00333333,44.3964,-432.953,1.0,2025.50903818,0.00333333,0.00333333,0.8,-440.062159736,500.0,-440.062159736,2025.50903818,1.0,-449.893,299.999969474,500.0,1.0,1.0,5.43914e-20,-440.062159736,100,,2,500
0.0025,44.4338,-433.088,1.0,2004.16905948,0.0025,0.0025,0.8,-433.493745096,500.0,-433.493745096,2004.16905948,1.0,-447.759,400.0,500.0,1.0,1.0,5.4346e-20,-433.493745096,100,,2,500
0.0255659,74.8457,-424.221,13.0775,2031.56282626,0.002,0.000142335,0.8,-433.063064588,269.403878891,-433.063064588,2031.56282626,1.02304,-442.097,244.387160981,500.0,1.85595,0.0728074,4.19213e-06,-433.063064588,100,1.09688,1,500
0.01,43.7804,-429.702,1.0,1936.08381159,0.01,0.01,0.8,-429.702488985,500.0,-429.702488985,1936.08381159,1.0,-458.867,100.0,500.0,1.0,1.0,3.50449e-18,-429.702488985,100,,2,500
0.005,46.1788,-432.465,1.0,2356.5344311,0.005,0.005,0.8,-435.227964143,500.0,-435.227964143,2356.5344311,1.0,-453.088,200.000000102,500.0,1.0,1.0,2.1793e-19,-435.227964143,100,,2,500
0.00333333,46.719,-432.25,1.0,2305.82771226,0.00333333,0.00333333,0.8,-431.820590905,500.0,-431.820590905,2305.82771226,1.0,-449.088,299.999969474,500.0,1.0,1.0,5.43914e-20,-431.820590905,100,,2,500
0.0025,46.6177,-434.217,1.0,2119.63242011,0.0025,0.0025,0.8,-440.115641977,500.0,-440.115641977,2119.63242011,1.0,-449.789,400.0,500.0,1.0,1.0,5.4346e-20,-440.115641977,100,,2,500
0.00857118,49.813,-428.718,4.39503,2303.07218577,0.002,0.00010879,0.8,-427.02645906,377.661492161,-427.02645906,2303.07218577,1.02554,-444.744,391.098102386,500.0,1.32394,0.0557839,1.11604e-06,-427.02645906,100,0.293441,1,500
0.01,47.5641,-438.075,1.0,2285.19140471,0.01,0.01,0.8,-438.074828817,500.0,-438.074828817,2285.19140471,1.0,-466.597,100.0,500.0,1.0,1.0,3.50449e-18,-438.074828817,100,,2,500
0.005,46.367,-436.372,1.0,2052.17638715,0.005,0.005,0.8,-434.6701182,500.0,-434.6701182,2052.17638715,1.0,-456.54,200.000000102,500.0,1.0,1.0,2.1793e-19,-434.6701182,100,,2,500
0.00333333,46.6179,-432.85,1.0,2167.12187162,0.00333333,0.00333333,0.8,-425.806117217,500.0,-425.806117217,2167.12187162,1.0,-449.317,299.999969474,500.0,1.0,1.0,5.43914e-20,-425.806117217,100,,2,500
0.0025,46.9268,-430.302,1.0,2233.21036245,0.0025,0.0025,0.8,-422.655918315,500.0,-422.655918315,2233.21036245,1.0,-444.848,400.0,500.0,1.0,1.0,5.4346e-20,-422.655918315,100,,2,500
0.0457876,97.3374,-405.516,20.4055,2057.71283307,0.002,5.68899e-10,0.8,-425.45353108,98.3662350874,-425.45353108,2057.71283307,0.891312,-434.848,69.3523873602,500.0,5.08305,2.53533e-07,2.4888e-05,-425.45353108,100,4.94299,1,500
0.01,49.0981,-422.389,1.0,2434.97685743,0.01,0.01,0.8,-422.388782314,500.0,-422.388782314,2434.97685743,1.0,-449.144,100.0,500.0,1.0,1.0,3.50449e-18,-422.388782314,100,,2,500
0.005,47.7056,-420.727,1.0,2157.0703457,0.005,0.005,0.8,-419.065541949,500.0,-419.065541949,2157.0703457,1.0,-439.646,200.000000102,500.0,1.0,1.0,2.1793e-19,-419.065541949,100,,2,500
0.00333333,47.732,-420.237,1.0,2304.97930687,0.00333333,0.00333333,0.8,-419.256844359,500.0,-419.256844359,2304.97930687,1.0,-436.552,299.999969474,500.0,1.0,1.0,5.43914e-20,-419.256844359,100,,2,500
0.0025,47.3846,-419.807,1.0,2165.62551519,0.0025,0.0025,0.8,-418.517285853,500.0,-418.517285853,2165.62551519,1.0,-434.002,400.0,500.0,1.0,1.0,5.4346e-20,-418.517285853,100,,2,500
0.0270812,81.4313,-403.483,11.8958,2178.17431146,0.002,8.55768e-08,0.8,-418.297423499,167.132510456,-418.297423499,2178.17431146,0.878528,-425.444,153.804555181,500.0,2.99164,3.75908e-05,9.02156e-06,-418.297423499,100,1.74074,1,500
0.01,51.5764,-413.459,1.0,2686.99368608,0.01,0.01,0.8,-413.459212317,500.0,-413.459212317,2686.99368608,1.0,-442.728,100.0,500.0,1.0,1.0,3.50449e-18,-413.459212317,100,,2,500
0.005,48.5742,-410.729,1.0,2064.52388792,0.005,0.005,0.8,-407.998222107,500.0,-407.998222107,2064.52388792,1.0,-431.425,200.000000102,500.0,1.0,1.0,2.1793e-19,-407.998222107,100,,2,500
0.00333333,48.8675,-411.827,1.0,2462.55647576,0.00333333,0.00333333,0.8,-414.024484807,500.0,-414.024484807,2462.55647576,1.0,-428.726,299.999969474,500.0,1.0,1.0,5.43914e-20,-414.024484807,100,,2,500
0.0025,50.0384,-411.453,1.0,2878.3858096,0.0025,0.0025,0.8,-410.330948098,500.0,-410.330948098,2878.3858096,1.0,-426.088,400.0,500.0,1.0,1.0,5.4346e-20,-410.330948098,100,,2,500
0.078302,100.74,-401.428,34.6398,1664.89263379,0.002,1.2756e-05,0.8,-407.161563119,499.993026354,-407.161563119,1664.89263379,0.884775,-414.518,50.8198649377,500.0,1.00001,0.00564309,3.54255e-05,-407.161563119,100,6.93301,1,500
0.01,42.8926,-412.961,1.0,1858.36117195,0.01,0.01,0.8,-412.960695337,500.0,-412.960695337,1858.36117195,1.0,-438.462,100.0,500.0,1.0,1.0,3.50449e-18,-412.960695337,100,,2,500
0.005,45.406,-411.802,1.0,2303.99171936,0.005,0.005,0.8,-410.642968652,500.0,-410.642968652,2303.99171936,1.0,-432.951,200.000000102,500.0,1.0,1.0,2.1793e-19,-410.642968652,100,,2,500
0.00333333,44.0672,-409.181,1.0,1677.92555137,0.00333333,0.00333333,0.8,-403.939913992,500.0,-403.939913992,1677.92555137,1.0,-426.45,299.999969474,500.0,1.0,1.0,5.43914e-20,-403.939913992,100,,2,500
0.0025,46.06,-407.673,1.0,2659.61756225,0.0025,0.0025,0.8,-403.14738773,500.0,-403.14738773,2659.61756225,1.0,-422.628,400.0,500.0,1.0,1.0,5.4346e-20,-403.14738773,100,,2,500
0.0147161,59.3492,-400.417,7.36672,2126.7126118,0.002,2.86315e-05,0.8,-407.312329099,306.677300886,-407.312329099,2126.7126118,1.00118,-418.533,303.353240912,500.0,1.63038,0.0143327,2.59817e-06,-407.312329099,100,0.651078,1,500
0.01,50.5019,-402.994,1.0,2576.20301664,0.01,0.01,0.8,-402.99407922,500.0,-402.99407922,2576.20301664,1.0,-432.23,100.0,500.0,1.0,1.0,3.50449e-18,-402.99407922,100,,2,500
0.005,46.0846,-401.702,1.0,1710.90553384,0.005,0.005,0.8,-400.410439355,500.0,-400.410439355,1710.90553384,1.0,-422.375,200.000000102,500.0,1.0,1.0,2.1793e-19,-400.410439355,100,,2,500
0.00333333,48.4045,-406.751,1.0,2655.03998151,0.00333333,0.00333333,0.8,-416.847755527,500.0,-416.847755527,2655.03998151,1.0,-423.63,299.999969474,500.0,1.0,1.0,5.43914e-20,-416.847755527,100,,2,500
0.0025,47.1287,-406.016,1.0,1867.68633063,0.0025,0.0025,0.8,-403.812097609,500.0,-403.812097609,1867.68633063,1.0,-420.634,400.0,500.0,1.0,1.0,5.4346e-20,-403.812097609,100,,2,500
0.0108826,58.9574,-400.945,5.43788,2253.42300888,0.002,1.2441e-05,0.8,-408.770114862,309.060254497,-408.770114862,2253.42300888,0.999368,-417.576,294.700075679,500.0,1.61781,0.00621655,2.79214e-06,-408.770114862,100,0.697154,1,500
0.01,41.7811,-401.801,1.0,1763.28934342,0.01,0.01,0.8,-401.801260983,500.0,-401.801260983,1763.28934342,1.0,-428.372,100.0,500.0,1.0,1.0,3.50449e-18,-401.801260983,100,,2,500
0.005,44.5886,-397.533,1.0,2216.36841147,0.005,0.005,0.8,-393.265246772,500.0,-393.265246772,2216.36841147,1.0,-418.302,200.000000102,500.0,1.0,1.0,2.1793e-19,-393.265246772,100,,2,500
0.00333333,44.522,-399.98,1.0,1953.95104113,0.00333333,0.00333333,0.8,-404.873632914,500.0,-404.873632914,1953.95104113,1.0,-416.938,299.999969474,500.0,1.0,1.0,5.43914e-20,-404.873632914,100,,2,500
0.0025,44.5891,-401.411,1.0,2001.55742705,0.0025,0.0025,0.8,-405.705732769,500.0,-405.705732769,2001.55742705,1.0,-416.097,400.0,500.0,1.0,1.0,5.4346e-20,-405.705732769,100,,2,500
0.0153729,47.786,-394.212,7.81945,1596.28170928,0.002,4.65424e-06,0.8,-398.701436252,312.396280445,-398.701436252,1596.28170928,1.0173,-410.83,296.483487555,500.0,1.60053,0.00236738,2.75124e-06,-398.701436252,100,0.711815,1,500
0.01,37.9785,-393.661,1.0,1456.93249316,0.01,0.01,0.8,-393.661260105,500.0,-393.661260105,1456.93249316,1.0,-419.349,100.0,500.0,1.0,1.0,3.50449e-18,-393.661260105,100,,2,500
0.005,38.7934,-391.818,1.0,1576.46670737,0.005,0.005,0.8,-389.975024604,500.0,-389.975024604,1576.46670737,1.0,-409.982,200.000000102,500.0,1.0,1.0,2.1793e-19,-389.975024604,100,,2,500
0.00333333,42.4715,-395.48,1.0,2344.62859611,0.00333333,0.00333333,0.8,-402.802325725,500.0,-402.802325725,2344.62859611,1.0,-411.317,299.999969474,500.0,1.0,1.0,5.43914e-20,-402.802325725,100,,2,500
0.0025,43.1609,-397.54,1.0,2009.12609034,0.0025,0.0025,0.8,-403.720462573,500.0,-403.720462573,2009.12609034,1.0,-411.255,400.0,500.0,1.0,1.0,5.4346e-20,-403.720462573,100,,2,500
0.0180168,60.3276,-390.916,8.83768,2697.20357238,0.002,2.06366e-05,0.8,-405.34275101,263.157452243,-405.34275101,2697.20357238,0.981049,-409.297,249.988366945,500.0,1.9,0.0101227,4.00839e-06,-405.34275101,100,0.964478,1,500
0.01,50.8432,-397.442,1.0,2611.14310765,0.01,0.01,0.8,-397.441816165,500.0,-397.441816165,2611.14310765,1.0,-426.36,100.0,500.0,1.0,1.0,3.50449e-18,-397.441816165,100,,2,500
0.005,47.3398,-397.532,1.0,1916.22493469,0.005,0.005,0.8,-397.622520383,500.0,-397.622520383,1916.22493469,1.0,-417.98,200.000000102,500.0,1.0,1.0,2.1793e-19,-397.622520383,100,,2,500
0.00333333,44.693,-396.277,1.0,1515.98280115,0.00333333,0.00333333,0.8,-393.767691508,500.0,-393.767691508,1515.98280115,1.0,-412.973,299.999969474,500.0,1.0,1.0,5.43914e-20,-393.767691508,100,,2,500
0.0025,46.7871,-398.107,1.0,2751.06940608,0.0025,0.0025,0.8,-403.596301959,500.0,-403.596301959,2751.06940608,1.0,-413.184,400.0,500.0,1.0,1.0,5.4346e-20,-403.596301959,100,,2,500
0.00874641,52.2318,-392.474,4.37175,1814.03704659,0.002,5.10458e-05,0.8,-390.381515964,371.229711519,-390.381515964,1814.03704659,0.999667,-408.125,369.226803701,500.0,1.34687,0.0255144,1.41956e-06,-390.381515964,100,0.354655,1,500
0.01,47.4069,-393.452,1.0,2270.11071024,0.01,0.01,0.8,-393.451669117,500.0,-393.451669117,2270.11071024,1.0,-424.974,100.0,500.0,1.0,1.0,3.50449e-18,-393.451669117,100,,2,500
0.005,45.5739,-393.717,1.0,1925.66806261,0.005,0.005,0.8,-393.982382199,500.0,-393.982382199,1925.66806261,1.0,-416.006,200.000000102,500.0,1.0,1.0,2.1793e-19,-393.982382199,100,,2,500
0.00333333,44.3169,-394.802,1.0,1748.41794644,0.00333333,0.00333333,0.8,-396.971021967,500.0,-396.971021967,1748.41794644,1.0,-413.001,299.999969474,500.0,1.0,1.0,5.43914e-20,-396.971021967,100,,2,500
0.0025,44.2183,-396.426,1.0,1916.60224179,0.0025,0.0025,0.8,-401.297414989,500.0,-401.297414989,1916.60224179,1.0,-412.187,400.0,500.0,1.0,1.0,5.4346e-20,-401.297414989,100,,2,500
0.375602,275.061,-381.515,54.3514,1762.09718167,0.002,2.72374e-28,0.8,-395.018053845,143.107042929,-395.018053845,1762.09718167,0.28941,-407.865,5.68144892437,500.0,3.49389,3.94138e-26,0.00034872,-395.018053845,100,7.30203,1,500
0.01,43.9861,-397.17,1.0,1954.3164625,0.01,0.01,0.8,-397.170055442,500.0,-397.170055442,1954.3164625,1.0,-422.594,100.0,500.0,1.0,1.0,3.50449e-18,-397.170055442,100,,2,500
0.005,43.2216,-400.372,1.0,1798.92252826,0.005,0.005,0.8,-403.573637836,500.0,-403.573637836,1798.92252826,1.0,-419.421,200.000000102,500.0,1.0,1.0,2.1793e-19,-403.573637836,100,,2,500
0.00333333,44.1761,-401.44,1.0,2132.84317664,0.00333333,0.00333333,0.8,-403.576929065,500.0,-403.576929065,2132.84317664,1.0,-419.022,299.999969474,500.0,1.0,1.0,5.43914e-20,-403.576929065,100,,2,500
0.0025,44.4017,-401.068,1.0,2050.32372615,0.0025,0.0025,0.8,-399.952445898,500.0,-399.952445898,2050.32372615,1.0,-416.295,400.0,500.0,1.0,1.0,5.4346e-20,-399.952445898,100,,2,500
0.0213925,65.4819,-389.615,10.7008,2025.1213409,0.002,1.62236e-06,0.8,-404.504413447,223.849242645,-404.504413447,2025.1213409,1.00043,-409.969,208.485994928,500.0,2.23365,0.000811529,5.60418e-06,-404.504413447,100,1.40225,1,500
0.01,42.9559,-392.472,1.0,1863.84884228,0.01,0.01,0.8,-392.472469323,500.0,-392.472469323,1863.84884228,1.0,-419.406,100.0,500.0,1.0,1.0,3.50449e-18,-392.472469323,100,,2,500
0.005,44.1464,-392.666,1.0,2073.24771116,0.005,0.005,0.8,-392.860341331,500.0,-392.860341331,2073.24771116,1.0,-412.185,200.000000102,500.0,1.0,1.0,2.1793e-19,-392.860341331,100,,2,500
0.00333333,43.1941,-392.35,1.0,1715.96098211,0.00333333,0.00333333,0.8,-391.717217461,500.0,-391.717217461,1715.96098211,1.0,-408.287,299.999969474,500.0,1.0,1.0,5.43914e-20,-391.717217461,100,,2,500
0.0025,44.0135,-394.464,1.0,2119.13628674,0.0025,0.0025,0.8,-400.804802025,500.0,-400.804802025,2119.13628674,1.0,-408.266,400.0,500.0,1.0,1.0,5.4346e-20,-400.804802025,100,,2,500
0.075724,95.9526,-377.061,38.6078,2016.31489626,0.002,1.8865e-09,0.8,-392.202604839,166.31639921,-392.202604839,2016.31489626,1.0197,-399.46,91.7768401861,500.0,3.00632,9.6183e-07,1.78277e-05,-392.202604839,100,4.63423,1,500
0.01,41.5899,-394.586,1.0,1747.18944366,0.01,0.01,0.8,-394.585924042,500.0,-394.585924042,1747.18944366,1.0,-421.834,100.0,500.0,1.0,1.0,3.50449e-18,-394.585924042,100,,2,500
0.005,38.7967,-392.167,1.0,1281.76824641,0.005,0.005,0.8,-389.747083362,500.0,-389.747083362,1281.76824641,1.0,-411.434,200.000000102,500.0,1.0,1.0,2.1793e-19,-389.747083362,100,,2,500
0.00333333,40.1676,-395.147,1.0,1794.59592038,0.00333333,0.00333333,0.8,-401.106650115,500.0,-401.106650115,1794.59592038,1.0,-412.187,299.999969474,500.0,1.0,1.0,5.43914e-20,-401.106650115,100,,2,500
0.0025,40.0076,-394.421,1.0,1571.52201492,0.0025,0.0025,0.8,-392.245468464,500.0,-392.245468464,1571.52201492,1.0,-409.179,400.0,500.0,1.0,1.0,5.4346e-20,-392.245468464,100,,2,500
0.00959881,50.1146,-389.447,4.69639,2034.43227793,0.002,5.65395e-08,0.8,-401.520139182,293.959575568,-401.520139182,2034.43227793,0.978535,-406.661,305.734346732,500.0,1.70091,2.76629e-05,2.54672e-06,-401.520139182,100,0.609642,1,500
0.01,37.4248,-391.764,1.0,1414.76025941,0.01,0.01,0.8,-391.763588594,500.0,-391.763588594,1414.76025941,1.0,-415.502,100.0,500.0,1.0,1.0,3.50449e-18,-391.763588594,100,,2,500
0.005,40.3908,-388.76,1.0,1862.7938408,0.005,0.005,0.8,-385.75566089,500.0,-385.75566089,1862.7938408,1.0,-406.886,200.000000102,500.0,1.0,1.0,2.1793e-19,-385.75566089,100,,2,500
0.00333333,40.5654,-388.791,1.0,1690.73314357,0.00333333,0.00333333,0.8,-388.852458022,500.0,-388.852458022,1690.73314357,1.0,-404.187,299.999969474,500.0,1.0,1.0,5.43914e-20,-388.852458022,100,,2,500
0.0025,40.7508,-390.169,1.0,1700.03854188,0.0025,0.0025,0.8,-394.304192856,500.0,-394.304192856,1700.03854188,1.0,-403.502,400.0,500.0,1.0,1.0,5.4346e-20,-394.304192856,100,,2,500
0.0105055,49.2979,-386.742,5.37903,1991.92603034,0.002,0.000161734,0.8,-395.179384207,337.698485129,-395.179384207,1991.92603034,1.02404,-401.253,319.777822453,500.0,1.48061,0.0828112,2.25886e-06,-395.179384207,100,0.592196,1,500
0.01,39.4722,-390.872,1.0,1573.79243789,0.01,0.01,0.8,-390.871683964,500.0,-390.871683964,1573.79243789,1.0,-416.951,100.0,500.0,1.0,1.0,3.50449e-18,-390.871683964,100,,2,500
0.005,40.6429,-387.905,1.0,1745.47763679,0.005,0.005,0.8,-384.937513079,500.0,-384.937513079,1745.47763679,1.0,-407.234,200.000000102,500.0,1.0,1.0,2.1793e-19,-384.937513079,100,,2,500
0.00333333,40.0072,-388.717,1.0,1509.1697998,0.00333333,0.00333333,0.8,-390.341889912,500.0,-390.341889912,1509.1697998,1.0,-404.499,299.999969474,500.0,1.0,1.0,5.43914e-20,-390.341889912,100,,2,500
0.0025,39.3913,-387.201,1.0,1391.32579716,0.0025,0.0025,0.8,-382.654272505,500.0,-382.654272505,1391.32579716,1.0,-400.869,400.0,500.0,1.0,1.0,5.4346e-20,-382.654272505,100,,2,500
0.00626544,41.7878,-384.213,3.12292,1570.6938061,0.002,0.000118724,0.8,-385.985889497,407.891476445,-385.985889497,1570.6938061,0.996872,-397.748,404.546115319,500.0,1.22582,0.0591764,9.45704e-07,-385.985889497,100,0.234949,1,500
0.01,43.1243,-393.817,1.0,1878.49347964,0.01,0.01,0.8,-393.816999304,500.0,-393.816999304,1878.49347964,1.0,-420.809,100.0,500.0,1.0,1.0,3.50449e-18,-393.816999304,100,,2,500
0.005,46.1348,-393.258,1.0,2420.7138333,0.005,0.005,0.8,-392.699957754,500.0,-392.699957754,2420.7138333,1.0,-415.851,200.000000102,500.0,1.0,1.0,2.1793e-19,-392.699957754,100,,2,500
0.00333333,44.7058,-391.393,1.0,1735.47273877,0.00333333,0.00333333,0.8,-387.663076458,500.0,-387.663076458,1735.47273877,1.0,-409.84,299.999969474,500.0,1.0,1.0,5.43914e-20,-387.663076458,100,,2,500
0.0025,43.2379,-391.262,1.0,1496.99747873,0.0025,0.0025,0.8,-390.866471518,500.0,-390.866471518,1496.99747873,1.0,-407.237,400.0,500.0,1.0,1.0,5.4346e-20,-390.866471518,100,,2,500
0.0108752,47.0143,-384.038,5.53077,1432.03841719,0.002,6.49911e-05,0.8,-384.672493107,353.350797404,-384.672493107,1432.03841719,1.01713,-401.035,346.996681394,500.0,1.41502,0.0330523,1.76728e-06,-384.672493107,100,0.45709,1,500
0.01,42.7739,-388.911,1.0,1848.08838427,0.01,0.01,0.8,-388.910603579,500.0,-388.910603579,1848.08838427,1.0,-414.0,100.0,500.0,1.0,1.0,3.50449e-18,-388.910603579,100,,2,500
0.005,43.195,-390.593,1.0,1915.50456332,0.005,0.005,0.8,-392.275187019,500.0,-392.275187019,1915.50456332,1.0,-408.606,200.000000102,500.0,1.0,1.0,2.1793e-19,-392.275187019,100,,2,500
0.00333333,42.6413,-391.338,1.0,1737.26644529,0.00333333,0.00333333,0.8,-392.828707031,500.0,-392.828707031,1737.26644529,1.0,-408.003,299.999969474,500.0,1.0,1.0,5.43914e-20,-392.828707031,100,,2,500
0.0025,41.5267,-391.755,1.0,1455.51214582,0.0025,0.0025,0.8,-393.004788136,500.0,-393.004788136,1455.51214582,1.0,-406.187,400.0,500.0,1.0,1.0,5.4346e-20,-393.004788136,100,,2,500
0.0113568,44.3096,-385.794,5.6598,1092.21336778,0.002,0.00012806,0.8,-386.511872648,351.568237768,-386.511872648,1092.21336778,0.996725,-401.189,337.228716557,500.0,1.4222,0.0638202,1.93456e-06,-386.511872648,100,0.480477,1,500
