VarDiscRet,AvgVanillaIw,VarJ,AvgDiscRet,MinNormIw,MaxNormIw,ESSClassic,VarVanillaIw,AvgNormIw,AvgRet,J,MinVanillaIw,ESSRenyi,Bound,VarRet,AvgEpLen,eRenyi2,MaxVanillaIw,BatchSize,VarNormIw
4230828.776786032,0.98516625,96.72753,-1.0913936421275138e-13,8.668874e-14,0.028678173,46.468559010268976,1.1293631,0.010000002,-1608.5544895009277,1565.4669,8.540282e-12,48.45136674009701,1063.7932,4230828.776786032,200.0,2.0639253,2.8252769,100,0.0001163629
93558.01669167844,0.99401015,41.86898,-1.5631940186722204e-15,0.0013281391,0.0119521925,95.55513250571539,0.046424914,0.01,-41.96882415827853,26.774406,0.13201837,95.66647891333129,-233.66418,93558.01669167844,200.0,1.0452982,1.18806,100,4.6986106e-06
77.596313684257,0.95787644,10.998429,1.6342482922482305e-15,1.3061581e-11,0.041627817,34.53778872692903,1.7566286,0.010000002,-10.951275678016048,3.4125044,1.2511381e-09,35.761146497358354,0.7501447,77.59631368425701,200.0,2.796331,3.9874303,100,0.00019145248
59.44504913432144,0.9585236,7.724003,5.861977570020827e-16,0.005086689,0.021140378,91.64170451295688,0.08464377,0.01,-8.935946232093807,0.17668039,0.4875711,89.58400812818769,-1.6956587,59.445049134321444,200.0,1.1162707,2.026355,100,9.212751e-06
54.138895920693066,0.9542555,8.374931,6.394884621840901e-16,8.13585e-06,0.018373638,68.13745915192077,0.43011868,0.010000002,-8.017090236900485,0.79317915,0.000776368,73.80625625455647,-0.82791007,54.138895920693066,200.0,1.3548987,1.7533146,100,4.723446e-05
50.02609766396397,0.8983141,10.63931,2.042810365310288e-16,1.8531326e-20,0.032027528,44.54700709956495,1.0146767,0.010000002,-7.385178466003711,0.86732954,1.6646952e-18,47.66561663689013,-1.0379562,50.02609766396397,200.0,2.0979483,2.877078,100,0.00012573935
43.75447341860775,1.061029,6.5353403,1.1990408665951691e-16,0.007475288,0.04714014,75.00409043438782,0.37896848,0.010000002,-7.2718501732212415,0.44212568,0.79314965,80.89109528614019,-1.0236,43.75447341860775,200.0,1.23623,5.001705,100,3.3662673e-05
49.46521504460706,1.1880747,4.666442,1.687538997430238e-16,,0.24399573,4.841037020886976,28.026165,0.01,-7.625290170461068,6.595584,,5.336120705141286,1.0349302,49.46521504460706,200.0,18.740206,28.988516,100,0.0019855287
52.18045178043248,1.0161579,7.396642,-1.447730824111204e-15,0.003616107,0.018157605,91.52939747359866,0.096525125,0.01,-7.709117990477573,0.14989656,0.36745358,89.76045283584166,-1.1841025,52.18045178043248,200.0,1.1140764,1.8450993,100,9.347985e-06
55.86079055267216,0.91733724,5.5297885,-3.730349362740526e-16,,0.47413114,2.9520622987771246,27.943687,0.01,-8.279214021511471,7.3742046,,3.1735562803107893,0.31852627,55.86079055267216,200.0,31.510391,43.493816,100,0.0033206684
44.97207529493491,1.0238178,6.7922964,6.306066779870889e-16,0.00593315,0.011226706,98.22001765135005,0.019187799,0.009999999,-7.723131948719981,0.030267436,0.60744643,97.2942491180883,-1.2811878,44.97207529493491,200.0,1.02781,1.1494101,100,1.8305427e-06
48.489836047931924,1.0417733,7.070839,-2.2737367544323206e-15,0.0060219993,0.10068283,49.96897348305308,1.0976156,0.01,-7.654190073794406,0.6060289,0.6273558,66.77497842388404,-0.9605688,48.489836047931924,200.0,1.4975669,10.488869,100,0.000101135556
48.71264476937174,1.2428672,4.4903445,3.019806626980426e-16,,0.10841376,12.327875807688036,11.09654,0.010000002,-7.7065859442682925,5.407411,,10.476384683346874,1.5224254,48.71264476937174,200.0,9.545278,13.474392,100,0.0007183534
49.71598156087708,1.1212926,4.3412166,9.14823772291129e-16,,0.17580989,7.011837622862565,16.842192,0.01,-7.338047129920782,5.7826877,,7.157090818298901,0.8425789,49.71598156087708,200.0,13.9721575,19.713434,100,0.0013395551
49.85821097491226,0.98359543,11.306622,1.056932319443149e-15,,0.1210399,10.62522103608308,8.220056,0.010000002,-7.810497157798192,4.206906,,11.792026446411851,0.41226387,49.85821097491226,200.0,8.480307,11.905429,100,0.0008496535
44.07608670031074,1.368947,9.825645,,2.3946086e-28,0.039579004,34.68914548304652,3.5639353,0.01,-8.165418057724729,2.0377836,3.2780924e-26,25.578028248927282,-0.4657755,44.07608670031074,200.0,3.9096055,5.4181557,100,0.00019017639
42.60477377178872,1.1006703,12.044169,-2.6645352591003756e-16,,0.05222774,20.31969957834163,4.798584,0.01,-6.687855499825236,2.4575732,,24.281560469844823,-0.08821654,42.60477377178872,200.0,4.1183515,5.748553,100,0.00039609428
43.57975527667544,1.0236427,6.6751904,-2.6645352591003756e-16,0.008511331,0.019962648,87.08439392564163,0.15697666,0.010000003,-7.758255357889604,0.078109406,0.8712561,94.83027086617805,-1.26025,43.57975527667544,200.0,1.0545156,2.0434618,100,1.4980914e-05
52.03332633948528,1.0705731,8.029771,-9.85878045867139e-16,0.0012406663,0.012766106,80.49633676165452,0.28050283,0.010000002,-7.793100126736411,0.31038332,0.13282238,88.55048568870089,-1.0315149,52.033326339485285,200.0,1.1292993,1.366705,100,2.4473986e-05
51.72385834159652,1.4458704,8.697892,4.4408920985006264e-17,0.0052251816,0.045015346,37.426272805213216,3.5305219,0.010000003,-7.6148512013443375,1.418417,0.7554935,65.91442604898923,-0.1702758,51.72385834159652,200.0,1.5171186,6.5086355,100,0.00016888081
47.60467652475517,1.004839,7.3398733,-9.414691248821328e-16,0.0038134782,0.011744917,90.25679707873451,0.11009791,0.010000002,-8.191508173551862,0.063384324,0.38319314,95.94077996213656,-1.2141318,47.60467652475517,200.0,1.0423096,1.1801751,100,1.0904006e-05
49.781592950084395,0.9801853,7.661752,-1.3500311979441904e-15,0.0008996232,0.01319743,77.46063673311262,0.28238496,0.01,-7.484963630788695,0.30411088,0.08817974,91.54628896628508,-1.0462016,49.781592950084395,200.0,1.0923436,1.2935927,100,2.9391738e-05
48.201170640134755,1.7581443,12.5543165,1.7763568394002506e-16,0.0044419854,0.060022138,26.453359265542236,8.68072,0.01,-7.3334135403121365,0.68530965,0.7809651,76.8712198902786,-0.8310926,48.201170640134755,200.0,1.300877,10.552757,100,0.00028083214
32.630687829220015,1.1372125,6.1444216,-2.082778394196794e-15,0.007554733,0.021938665,77.40342531432195,0.38135567,0.010000002,-6.399200690830453,0.10141646,0.8591337,93.49407323082424,-1.137924,32.630687829220015,200.0,1.0695865,2.4948924,100,2.9488112e-05
