Delta,MaxNormIw,EpsThisIter,AvgRet,ESSRenyi,Bound,ESSClassic,VarRet,VarNormIw,J,AvgVanillaIw,MinVanillaIw,MinNormIw,eRenyi2,VarVanillaIw,AvgEpLen,AvgNormIw,MaxVanillaIw,VanillaAvgRet,AvgDiscRet,IterType,VarJ,VarDiscRet,BatchSize
0.2,0.011975393,100,4957.798123582637,98.26863864456274,3980.7898,97.66106415085169,177247.0113302772,2.4191577e-06,4989.5605,0.99649787,0.24473934,0.0024559945,1.0176187,0.024022423,495.8,0.01,1.1933453,4957.798123582637,4957.798123582637,1,103.67428,177247.0113302772,100
0.2,0.01000747,100,4999.916957909222,99.99998807907247,3999.9175,99.9999694824242,0.007211935522101758,1.627108e-11,4999.9175,0.9999998,0.9988384,0.009988386,1.0000001,1.6271419e-07,500.0,0.010000002,1.0007468,4999.916957909222,4999.916957909222,1,0.08447789,0.007211935522101758,100
0.2,0.01,100,4999.916300032328,100.0,3999.916,100.0,0.009371236518940167,3.5044917e-18,4999.916,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.916300032328,4999.916300032328,1,0.09633909,0.009371236518940167,100
0.2,0.01177167,100,4949.908956622813,98.86262014567626,3955.9092,98.60909173995297,249990.81767831396,1.4247767e-06,4961.645,0.9911511,0.5068043,0.0051132897,1.0115047,0.01399673,495.01,0.01,1.1667503,4949.908956622813,4949.908956622813,1,381.62393,249990.81767831396,100
0.2,0.01001816,100,4999.909156192342,99.99997615814777,3999.9097,99.99995040491667,0.00964853299500992,3.510397e-11,4999.9097,0.9999186,0.9988235,0.009989048,1.0000002,3.5098054e-07,500.0,0.01,1.0017344,4999.909156192342,4999.909156192342,1,0.09770187,0.00964853299500992,100
0.2,0.010006038,100,4999.928005579333,100.0,3999.9287,99.99998855591618,0.005774626563701263,6.220336e-12,4999.9287,1.0000006,0.9990041,0.009990036,1.0,6.2203284e-08,500.0,0.01,1.0006044,4999.928005579333,4999.928005579333,1,0.075603426,0.005774626563701263,100
0.2,0.011121735,100,4981.397871118316,99.30299981521132,3987.1724,99.14397022866159,34221.83874705317,8.721389e-07,4990.676,0.9981973,0.49788463,0.0049878377,1.0070189,0.0086899735,498.16,0.01,1.1101686,4981.397871118316,4981.397871118316,1,92.276535,34221.83874705317,100
0.2,0.010008872,100,4999.917056086747,99.99997615814777,3999.9175,99.9999465981465,0.0061818301604697045,5.100556e-11,4999.9175,1.0000728,0.996371,0.009962984,1.0000002,5.1012717e-07,500.0,0.01,1.00096,4999.917056086747,4999.917056086747,1,0.078164,0.0061818301604697045,100
0.2,0.010009237,100,4999.9013121570515,99.99998807907247,3999.9023,99.99995040671406,0.04678946702490928,4.5909693e-11,4999.9023,0.9999548,0.9960948,0.009961398,1.0000001,4.5905662e-07,500.0,0.01,1.0008785,4999.9013121570515,4999.9013121570515,1,0.21451326,0.04678946702490928,100
0.2,0.01001064,100,4999.906831636595,99.99996423722592,3999.9072,99.99994277993665,0.010676421526753686,3.8848574e-11,4999.907,1.0000064,0.99757874,0.009975723,1.0000004,3.8849132e-07,500.0,0.01,1.0010705,4999.906831636595,4999.906831636595,1,0.1027399,0.010676421526753686,100
0.2,0.011333982,100,4959.612000983191,98.42047063116293,3982.3318,98.31359918518508,162463.57090717775,1.7326549e-06,4990.324,1.0109144,0.24068862,0.0023809,1.0160488,0.017706836,495.98,0.01,1.1457686,4959.612000983191,4959.612000983191,1,96.22576,162463.57090717775,100
0.2,0.010005812,100,4999.917693166197,99.99998807907247,3999.918,99.99998855571971,0.0061224985049109365,1.3774967e-11,4999.918,0.99998343,0.9987107,0.009987272,1.0000001,1.3774387e-07,500.0,0.01,1.0005647,4999.917693166197,4999.917693166197,1,0.07782956,0.0061224985049109365,100
0.2,0.01,100,4999.897812435269,100.0,3999.898,100.0,0.010888493943216976,3.5044917e-18,4999.898,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.897812435269,4999.897812435269,1,0.103828445,0.010888493943216976,100
0.2,0.01,100,4999.9156591401625,100.0,3999.916,100.0,0.008265152670172637,3.5044917e-18,4999.916,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.9156591401625,4999.9156591401625,1,0.09045321,0.008265152670172637,100
0.2,0.01000143,100,4999.91077696702,100.0,3999.9116,99.99999237064782,0.007600980162614789,1.2139957e-13,4999.9116,1.0000055,0.9999641,0.009999586,1.0,1.2142407e-09,500.0,0.010000002,1.0001485,4999.91077696702,4999.91077696702,1,0.08675937,0.007600980162614789,100
0.2,0.010281397,100,4995.703700514578,99.93420402898168,3996.0684,99.92354874555413,1763.71084701247,7.730987e-08,4996.3975,1.0011601,0.8361059,0.00835137,1.0006584,0.0007748933,499.59,0.009999999,1.0293325,4995.703700514578,4995.703700514578,1,34.955387,1763.71084701247,100
0.2,0.010032775,100,4999.92278760342,99.99995231630692,3999.9233,99.99988554966252,0.006234326261080417,1.0821459e-10,4999.9233,0.99991685,0.9955524,0.009956352,1.0000005,1.0819674e-06,500.0,0.01,1.0031941,4999.92278760342,4999.92278760342,1,0.07849712,0.006234326261080417,100
0.2,0.011896647,100,4952.606408174041,98.03570003203343,3973.3257,98.14598207274754,223743.93302765823,1.9081115e-06,4983.2944,1.0056586,0.35325664,0.0035126896,1.0200366,0.019297669,495.28,0.010000002,1.1963965,4952.606408174041,4952.606408174041,1,166.41853,223743.93302765823,100
0.2,0.010000839,100,4999.900694552037,100.0,3999.9014,100.00000762945143,0.01009169418479615,3.5705653e-13,4999.9014,0.9999926,0.9998262,0.0099983355,1.0,3.5700412e-09,500.0,0.01,1.0000765,4999.900694552037,4999.900694552037,1,0.09994817,0.01009169418479615,100
0.2,0.010014682,100,4999.907688961706,99.99997615814777,3999.9087,99.99996948141136,0.00994197369730152,3.8426932e-11,4999.9087,0.9999667,0.9975329,0.0099756615,1.0000002,3.84245e-07,500.0,0.010000002,1.0014348,4999.907688961706,4999.907688961706,1,0.09917721,0.00994197369730152,100
0.2,0.010001275,100,4999.87261670625,100.0,3999.873,99.99999237052849,0.026435080533930427,1.1469687e-12,4999.873,0.99998987,0.9995044,0.009995146,1.0,1.1469493e-08,500.0,0.01,1.0001173,4999.87261670625,4999.87261670625,1,0.1617388,0.026435080533930427,100
0.2,0.010006128,100,4999.891686236907,100.0,3999.8926,100.00000762953292,0.016096883243480922,6.1386274e-12,4999.8926,0.99998194,0.99882555,0.0099884365,1.0,6.138582e-08,500.0,0.009999999,1.0005947,4999.891686236907,4999.891686236907,1,0.12620546,0.016096883243480922,100
0.2,0.01,100,4999.910226021774,100.0,3999.9102,100.0,0.00879999675171939,3.5044917e-18,4999.91,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.910226021774,4999.910226021774,1,0.09335894,0.00879999675171939,100
0.2,0.0100042,100,4999.913797887829,100.0,3999.914,100.00001144404301,0.008171298511107828,1.1489907e-12,4999.914,1.0000043,0.99963814,0.009996338,1.0,1.1489495e-08,500.0,0.009999998,1.0004244,4999.913797887829,4999.913797887829,1,0.08992027,0.008171298511107828,100
0.2,0.01,100,4999.921912543908,100.0,3999.9224,100.0,0.007089842556020544,3.5044917e-18,4999.9224,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.921912543908,4999.921912543908,1,0.083756804,0.007089842556020544,100
0.2,0.01,100,4999.9164133445975,100.0,3999.9167,100.0,0.006425366650289164,3.5044917e-18,4999.9165,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.9164133445975,4999.9164133445975,1,0.0797338,0.006425366650289164,100
0.2,0.010001291,100,4999.933340709446,100.0,3999.934,99.99999618529877,0.0063066963551695766,1.1639455e-13,4999.934,0.9999989,0.9999411,0.009999421,1.0,1.1639845e-09,500.0,0.01,1.000128,4999.933340709446,4999.933340709446,1,0.07904802,0.0063066963551695766,100
0.2,0.01,100,4999.910034430421,100.0,3999.9102,100.0,0.0073985007905414,3.5044917e-18,4999.91,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.910034430421,4999.910034430421,1,0.08557514,0.0073985007905414,100
0.2,0.010013073,100,4999.88730959589,99.99997615814777,3999.8877,99.99986646927647,0.026983793461572918,1.2541918e-10,4999.8877,0.9998768,0.9929518,0.009930742,1.0000002,1.2538893e-06,500.0,0.01,1.0011839,4999.88730959589,4999.88730959589,1,0.16276462,0.026983793461572918,100
0.2,0.01,100,4999.918067137661,100.0,3999.918,100.0,0.00714427036064408,3.5044917e-18,4999.918,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.918067137661,4999.918067137661,1,0.084096245,0.00714427036064408,100
0.2,0.010000162,100,4999.907649862467,100.0,3999.9082,99.99999618530605,0.017628339955077087,4.478568e-14,4999.908,1.0000008,0.9998493,0.0099984845,1.0,4.4773824e-10,500.0,0.01,1.000017,4999.907649862467,4999.907649862467,1,0.13211036,0.017628339955077087,100
0.2,0.010024091,100,4999.901154870771,99.99997615814777,3999.9019,99.99998092725852,0.007700013774967993,3.0844e-11,4999.902,1.0000389,0.9988942,0.009988554,1.0000002,3.0846675e-07,500.0,0.01,1.0024481,4999.901154870771,4999.901154870771,1,0.08734262,0.007700013774967993,100
0.2,0.010001946,100,4999.909571846942,100.0,3999.9102,99.99998855597292,0.010041560525879121,7.249464e-13,4999.91,1.0000056,0.9997967,0.009997911,1.0,7.248653e-09,500.0,0.01,1.0002002,4999.909571846942,4999.909571846942,1,0.0996917,0.010041560525879121,100
0.2,0.01,100,4999.91732659556,100.0,3999.9175,100.0,0.010841355043698335,3.5044917e-18,4999.9175,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.91732659556,4999.91732659556,1,0.10358656,0.010841355043698335,100
0.2,0.010000935,100,4999.902999693061,100.0,3999.9038,99.99999618529004,0.01599338064602694,3.3803003e-13,4999.904,0.99999666,0.9996761,0.009996795,1.0,3.3806498e-09,500.0,0.01,1.0000901,4999.902999693061,4999.902999693061,1,0.12583804,0.01599338064602694,100
0.2,0.012763596,100,4949.904126959161,98.95438932002335,3955.9153,98.73960296320281,249990.32907428453,1.2893646e-06,4961.1846,1.002791,0.71907085,0.007170695,1.0105666,0.012965724,495.01,0.01,1.279922,4949.904126959161,4949.904126959161,1,386.12982,249990.32907428453,100
0.2,0.01002916,100,4999.907806518963,99.99995231630692,3999.9084,99.99991990366394,0.00966079755598497,8.854996e-11,4999.9087,1.0001531,0.9980546,0.009979019,1.0000005,8.857676e-07,500.0,0.01,1.0030695,4999.907806518963,4999.907806518963,1,0.097909816,0.00966079755598497,100
0.2,0.01,100,4999.919564765127,100.0,3999.92,100.0,0.008358574122047388,3.5044917e-18,4999.92,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.919564765127,4999.919564765127,1,0.090981245,0.008358574122047388,100
0.2,0.01,100,4999.914781053503,100.0,3999.9146,100.0,0.008913939118654669,3.5044917e-18,4999.9146,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.914781053503,4999.914781053503,1,0.09394304,0.008913939118654669,100
0.2,0.01,100,4999.920865394076,100.0,3999.921,100.0,0.0071877998157748365,3.5044917e-18,4999.921,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.920865394076,4999.920865394076,1,0.0843649,0.0071877998157748365,100
0.2,0.01,100,4999.925697592777,100.0,3999.9258,100.0,0.0057627401752270175,3.5044917e-18,4999.926,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.925697592777,4999.925697592777,1,0.07553272,0.0057627401752270175,100
0.2,0.01,100,4999.910406465367,100.0,3999.9106,100.0,0.010508365375347356,3.5044917e-18,4999.9106,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.910406465367,4999.910406465367,1,0.102007695,0.010508365375347356,100
0.2,0.010007509,100,4999.909361754853,99.99998807907247,3999.9097,99.99994659413336,0.011295364804770478,3.070697e-11,4999.9097,0.9999976,0.9977631,0.009977655,1.0000001,3.070731e-07,500.0,0.01,1.0007485,4999.909361754853,4999.909361754853,1,0.105635196,0.011295364804770478,100
0.2,0.010022585,100,4999.895932927055,99.99984502816375,3999.896,99.99993514244393,0.01179028456222677,6.282899e-11,4999.8965,0.99988073,0.9977278,0.009978468,1.0000015,6.281393e-07,500.0,0.010000002,1.002139,4999.895932927055,4999.895932927055,1,0.107974194,0.01179028456222677,100
0.2,0.01002594,100,4999.932265160858,99.99997615814777,3999.9326,99.99995422632709,0.004820361401464813,5.358953e-11,4999.9326,1.0000585,0.998337,0.009982785,1.0000002,5.3595636e-07,500.0,0.01,1.0026526,4999.932265160858,4999.932265160858,1,0.06905171,0.004820361401464813,100
0.2,0.010003623,100,4999.922952667421,100.0,3999.9233,99.99996948278509,0.006886100102884821,1.2591021e-12,4999.9233,1.0000117,0.9996987,0.0099968705,1.0,1.259175e-08,500.0,0.01,1.000374,4999.922952667421,4999.922952667421,1,0.082569316,0.006886100102884821,100
0.2,0.010002053,100,4999.917278058938,100.0,3999.918,99.99997711104498,0.006593944132578966,1.9786139e-12,4999.918,0.99996614,0.9995223,0.009995562,1.0,1.9784421e-08,500.0,0.010000002,1.0001714,4999.917278058938,4999.917278058938,1,0.08081183,0.006593944132578966,100
0.2,0.01,100,4999.927730931104,100.0,3999.9277,100.0,0.005321101309380985,3.5044917e-18,4999.9277,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.927730931104,4999.927730931104,1,0.07257663,0.005321101309380985,100
0.2,0.01000851,100,4999.920717615214,99.99989271175451,3999.921,99.99999237074968,0.00758614738865339,8.4278695e-12,4999.9214,1.0000188,0.9993015,0.009992827,1.0000011,8.428105e-08,500.0,0.01,1.0008699,4999.920717615214,4999.920717615214,1,0.086632565,0.00758614738865339,100
0.2,0.01,100,4999.913669093279,100.0,3999.914,100.0,0.009141184481466533,3.5044917e-18,4999.914,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.913669093279,4999.913669093279,1,0.09514873,0.009141184481466533,100
0.2,0.010018972,100,4999.91243356698,99.99988079085256,3999.9126,99.99985505391432,0.010487222418424333,1.300362e-10,4999.913,1.0000845,0.9966297,0.009965455,1.0000012,1.3005871e-06,500.0,0.010000002,1.0019819,4999.91243356698,4999.91243356698,1,0.10172213,0.010487222418424333,100
0.2,0.010001781,100,4999.931987655979,100.0,3999.9321,100.00001144399499,0.005868900212254548,8.0446684e-13,4999.932,1.0000086,0.99959934,0.009995908,1.0,8.044722e-09,500.0,0.01,1.0001867,4999.931987655979,4999.931987655979,1,0.076230444,0.005868900212254548,100
0.2,0.010015012,100,4999.90507542455,99.99997615814777,3999.9058,99.99998092640726,0.006427900728293252,2.2676604e-11,4999.906,0.9999943,0.9990331,0.0099903885,1.0000002,2.2677044e-07,500.0,0.009999999,1.0014955,4999.90507542455,4999.90507542455,1,0.0797665,0.006427900728293252,100
0.2,0.01,100,4999.89974789771,100.0,3999.9,100.0,0.007648311952101075,3.5044917e-18,4999.9,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.89974789771,4999.89974789771,1,0.08700042,0.007648311952101075,100
0.2,0.010001985,100,4999.915552665458,100.0,3999.916,100.0000076294165,0.008044222817158173,1.05907e-12,4999.916,0.9999972,0.999729,0.009997318,1.0,1.0589898e-08,500.0,0.01,1.0001957,4999.915552665458,4999.915552665458,1,0.089253776,0.008044222817158173,100
0.2,0.010010663,100,4999.925645265767,99.99998807907247,3999.9263,100.00000762916622,0.0037430219390886385,1.2325636e-11,4999.9263,1.00003,0.99944955,0.009994196,1.0000001,1.2326261e-07,500.0,0.009999999,1.0010964,4999.925645265767,4999.925645265767,1,0.060865756,0.0037430219390886385,100
0.2,0.01,100,4999.924959559687,100.0,3999.9253,100.0,0.0071003698647797335,3.5044917e-18,4999.9253,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.924959559687,4999.924959559687,1,0.08382744,0.0071003698647797335,100
0.2,0.01000067,100,4999.893683226636,100.0,3999.894,100.0,0.012253390979517078,3.1484635e-13,4999.894,0.99999505,0.9997079,0.0099971285,1.0,3.1484602e-09,500.0,0.010000002,1.0000621,4999.893683226636,4999.893683226636,1,0.11011692,0.012253390979517078,100
0.2,0.010018966,100,4999.908500663687,99.99980926550052,3999.9082,99.99986650961205,0.010380516502624487,1.3118158e-10,4999.909,1.0001789,0.99547577,0.009952977,1.0000019,1.3122948e-06,500.0,0.01,1.0020759,4999.908500663687,4999.908500663687,1,0.1012502,0.010380516502624487,100
0.2,0.010012802,100,4999.903287989231,99.99997615814777,3999.9038,99.99987029462024,0.009945026024022445,1.5248756e-10,4999.904,0.9999553,0.9944766,0.009945211,1.0000002,1.5247562e-06,500.0,0.009999999,1.0012354,4999.903287989231,4999.903287989231,1,0.09908042,0.009945026024022445,100
0.2,0.010010327,100,4999.89056280199,99.99997615814777,3999.8906,99.99993896510918,0.01686908957714913,5.5188503e-11,4999.8906,1.0000039,0.9965137,0.009965098,1.0000002,5.5189344e-07,500.0,0.01,1.0010366,4999.89056280199,4999.89056280199,1,0.12905987,0.01686908957714913,100
0.2,0.010002876,100,4999.9150460848705,100.0,3999.9155,99.99997711213639,0.006385911803387209,1.267287e-12,4999.9155,1.0000138,0.9996527,0.009996389,1.0,1.2672252e-08,500.0,0.010000002,1.0003014,4999.9150460848705,4999.9150460848705,1,0.0794983,0.006385911803387209,100
0.2,0.010009562,100,4999.923949051909,99.99998807907247,3999.9243,99.9999809270257,0.009773016862255122,1.6150256e-11,4999.9243,1.0000267,0.99900436,0.009989777,1.0000001,1.6151147e-07,500.0,0.01,1.0009829,4999.923949051909,4999.923949051909,1,0.09830283,0.009773016862255122,100
0.2,0.01,100,4999.9026959616585,100.0,3999.9028,100.0,0.01160361171452877,3.5044917e-18,4999.903,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.9026959616585,4999.9026959616585,1,0.10717544,0.01160361171452877,100
0.2,0.01,100,4999.900438556797,100.0,3999.9004,100.0,0.00945368707604504,3.5044917e-18,4999.9004,1.0,1.0,0.01,1.0,,500.0,0.009999998,1.0,4999.900438556797,4999.900438556797,1,0.09674378,0.00945368707604504,100
0.2,0.010001699,100,4999.915351976083,100.0,3999.9155,100.00001907348178,0.007197053863055043,1.083955e-12,4999.9155,1.0000004,0.9996112,0.009996108,1.0,1.0839341e-08,500.0,0.01,1.0001704,4999.915351976083,4999.915351976083,1,0.08440782,0.007197053863055043,100
0.2,0.010000977,100,4999.897133816183,100.0,3999.898,100.0,0.026439472407066324,8.286869e-13,4999.898,0.9999958,0.9995054,0.009995096,1.0,8.2868e-09,500.0,0.01,1.0000935,4999.897133816183,4999.897133816183,1,0.1617244,0.026439472407066324,100
