Delta,VarRet,MaxVanillaIw,eRenyi2,AvgRet,VanillaAvgRet,AvgVanillaIw,BatchSize,AvgNormIw,ESSRenyi,IterType,VarDiscRet,J,VarJ,Bound,VarVanillaIw,MaxNormIw,AvgEpLen,VarNormIw,EpsThisIter,MinNormIw,AvgDiscRet,MinVanillaIw,ESSClassic
0.3,10041.270214612372,19.582178,5.8580613,107.9389303763378,107.9389303763378,1.0059448,100,0.010000002,17.070493913633793,1,10041.270214612372,284.59967,340.2396,96.09253,8.040344,0.19466452,11.8,0.00079455925,100,5.1602226e-11,107.9389303763378,5.1908997e-09,11.278868857853965
0.3,115359.759969763,51.969765,10.44318,304.1803488444534,304.1803488444534,0.9586577,100,0.01,9.575627269994305,1,115359.759969763,1477.9159,3358.0784,456.51013,28.941786,0.5421097,31.43,0.0031491849,100,5.7546433e-11,304.1803488444534,5.516733e-09,3.107816688274253
0.3,733134.5112767605,10.492566,3.638698,884.7545687697088,884.7545687697088,1.1896046,100,0.01,27.48235693731135,1,733134.5112767605,2028.8633,3684.4004,571.9928,4.149427,0.08820213,89.48,0.00029321274,100,2.7635845e-09,884.7545687697088,3.287573e-07,25.622591368094636
0.3,2365300.236770125,12.7309,5.905593,1773.0550902255925,1773.0550902255925,1.1178099,100,0.010000002,16.933100771050228,1,2365300.236770125,4165.4224,2407.7932,2309.371,6.3153534,0.11389146,178.21,0.0005054309,100,3.0502167e-16,1773.0550902255925,3.4095624e-14,16.65621196248686
0.3,2444995.4940583003,4.7386045,2.115457,3739.659179665522,3739.659179665522,0.9919087,100,0.01,47.2711084463088,1,2444995.4940583003,4700.746,812.37933,3589.8835,1.4057192,0.047772586,374.5,0.00014287465,100,1.2769897e-08,3739.659179665522,1.2666573e-06,41.41714708271655
0.3,1826037.390489462,2.7529173,1.5736563,4270.872565806805,4270.872565806805,0.9442286,100,0.01,63.54627671412899,1,1826037.390489462,4807.8745,489.29984,3849.769,0.6429373,0.0291552,427.44,7.211313e-05,100,3.2764747e-05,4270.872565806805,0.0030937411,58.345784460427836
0.3,176830.6631977481,1.2767973,1.0348922,4936.212959534151,4936.212959534151,1.0106182,100,0.01,96.62842164858854,1,176830.6631977481,4970.751,177.22577,4193.778,0.036006097,0.012633825,493.73,3.525346e-06,100,0.004031011,4936.212959534151,0.4073813,96.62759540315294
0.3,580117.9218842481,1.6457852,1.1168771,4807.038227606566,4807.038227606566,0.9854264,100,0.01,89.53536774936696,1,580117.9218842481,4934.1045,250.83414,4126.942,0.115046605,0.01670125,480.84,1.1847465e-05,100,0.0021377995,4807.038227606566,0.2106644,89.50227872112261
0.3,8465.514144075018,1.0995362,1.0020372,4990.3973761680945,4990.3973761680945,1.0031753,100,0.01,99.79669740653273,1,8465.514144075018,4992.029,75.46847,4227.489,0.0018588761,0.010960559,499.09,1.8471268e-07,100,0.00822883,4990.3973761680945,0.82549584,99.81746578068969
0.3,211334.57850683568,1.3250681,1.0459871,4904.584143615797,4904.584143615797,0.98168176,100,0.01,95.60347083370942,1,211334.57850683568,4940.999,281.00912,4159.8726,0.052179653,0.01349794,490.56,5.414518e-06,100,0.0027628317,4904.584143615797,0.27122214,94.91235709468356
0.3,17765.868126459947,1.1026808,1.0047897,4981.870198978397,4981.870198978397,1.0049105,100,0.01,99.52331219189665,1,17765.868126459947,4985.829,99.70511,4220.2397,0.00465001,0.010972925,498.24,4.6046753e-07,100,0.0069690305,4981.870198978397,0.7003252,99.5462019693641
0.3,259717.45973270608,1.5610752,1.0129731,4938.324389973074,4938.324389973074,0.99268615,100,0.009999999,98.71930749918151,1,259717.45973270608,4948.4053,410.70245,4179.7046,0.021314483,0.015725767,493.89,2.1629724e-06,100,0.006307469,4938.324389973074,0.62613374,97.90355704484355
0.3,0.10420680022868578,1.0000966,1.0,4999.724940290883,4999.724940290883,0.99999624,100,0.01,100.0,1,0.10420680022868578,4999.7256,0.32116842,4235.963,1.0913858e-09,0.010001003,500.0,1.0911669e-13,100,0.009999379,4999.724940290883,0.9999341,99.99997711173476
0.3,57709.66207686689,1.1544576,1.015514,4972.4150392591655,4972.4150392591655,0.9968512,100,0.010000002,98.47229916035793,1,57709.66207686689,4990.624,80.14199,4220.96,0.019795924,0.011581042,497.29,1.9921179e-06,100,0.0033223575,4972.4150392591655,0.3311896,98.06593667218316
0.3,54807.20933344951,1.1357806,1.0117031,4976.29826147325,4976.29826147325,1.0010043,100,0.01,98.84322453943373,1,54807.20933344951,4987.1123,126.00951,4218.8936,0.014722453,0.01134641,497.67,1.4692924e-06,100,0.0050534443,4976.29826147325,0.505852,98.56627609904533
0.3,64537.356882003114,1.143606,1.0077629,4965.247164029107,4965.247164029107,0.999805,100,0.010000002,99.22968896089394,1,64537.356882003114,4971.3477,204.83748,4204.6265,0.008236099,0.01143829,496.58,8.2393103e-07,100,0.0067506526,4965.247164029107,0.6749336,99.19090345516173
0.3,25.336313815370232,1.0072167,1.0000085,4999.198360389783,4999.198360389783,1.0000418,100,0.01,99.99915362120782,1,25.336313815370232,4999.203,4.963884,4235.4375,1.0232758e-05,0.010071745,499.96,1.0231919e-09,100,0.009909905,4999.198360389783,0.991032,99.99899296970793
0.3,51599.95852904896,1.182827,1.0135691,4960.106987167597,4960.106987167597,1.0135431,100,0.010000002,98.66125394210646,1,51599.95852904896,4971.141,165.04108,4202.2144,0.01190107,0.011670218,496.07,1.1585146e-06,100,0.006103733,4960.106987167597,0.6186397,98.8660602452636
0.3,366.760183294944,1.0190483,1.0002077,4997.746439464836,4997.746439464836,0.9993532,100,0.010000002,99.97923805323974,1,366.760183294944,4997.9106,17.44962,4234.069,0.0002029249,0.010197079,499.82,2.031877e-08,100,0.009149112,4997.746439464836,0.9143194,99.97987893628172
0.3,0.19963706820181634,1.0003463,1.0,4999.619887401141,4999.619887401141,1.0000255,100,0.01,100.0,1,0.19963706820181634,4999.62,0.44436824,4235.8574,5.5792576e-08,0.010003208,500.0,5.578771e-12,100,0.009990206,4999.619887401141,0.9990461,100.00000381460018
0.3,0.13755355745995254,1.0000203,1.0000019,4999.7150467271995,4999.7150467271995,1.0000012,100,0.010000002,99.99980926550052,1,0.13755355745995254,4999.716,0.36901614,4235.9526,1.1756195e-10,0.010000191,500.0,1.1762686e-14,100,0.009999548,4999.7150467271995,0.999956,99.99997711184828
0.3,1763.1212053740317,1.0413675,1.0006202,4995.478877552495,4995.478877552495,0.9996307,100,0.01,99.93801385330215,1,1763.1212053740317,4995.96,37.04367,4231.9604,0.00066330313,0.010417523,499.59,6.637934e-08,100,0.008856203,4995.478877552495,0.88529325,99.93432282758626
0.3,196.7425277257379,1.0123463,1.0000426,4998.281101798962,4998.281101798962,0.9995126,100,0.010000002,99.99574440947126,1,196.7425277257379,4998.3096,13.685154,4234.531,4.844448e-05,0.010128399,499.87,4.8491704e-09,100,0.009803719,4998.281101798962,0.9798941,99.99518367864016
0.3,0.13914343985326022,1.0004338,1.0,4999.663155547705,4999.663155547705,0.999999,100,0.01,100.0,1,0.13914343985326022,4999.6636,0.37110293,4235.9014,2.7552458e-08,0.010004348,500.0,2.7551217e-12,100,0.009994127,4999.663155547705,0.9994117,100.00001144410413
