VarVanillaIw,VarRet,AvgRet,BatchSize,AvgVanillaIw,AvgNormIw,VarJ,eRenyi2,J,VarNormIw,EpsThisIter,ESSRenyi,MinNormIw,MaxNormIw,Bound,VarDiscRet,MinVanillaIw,MaxVanillaIw,ESSClassic,VanillaAvgRet,IterType,Delta,AvgDiscRet,AvgEpLen
0.00664841,37.788795625,-109.047004383,100,1.00538,0.01,5.44503,1.0078,-108.825,6.57741e-07,100,99.2264963331,0.00731352,0.0111805,-137.848,37.788795625,0.735289,1.12407,99.3530115448,-109.047004383,1,0.2,-109.047004383,18.07
0.0196339,28.3862482981,-108.714419321,100,0.996877,0.01,4.40019,1.01582,-108.316,1.97572e-06,100,98.4422536854,0.0061054,0.0131858,-135.669,28.3862482981,0.608633,1.31446,98.081531713,-108.714419321,1,0.2,-108.714419321,17.61
0.0100908,37.3765821142,-108.353138794,100,1.00699,0.01,4.69416,1.0099,-108.022,9.95118e-07,100,99.0195321584,0.00589462,0.0115975,-138.479,37.3765821142,0.593584,1.16786,99.0244483826,-108.353138794,1,0.2,-108.353138794,19.52
0.0145031,34.2698014377,-108.861608306,100,0.99015,0.01,4.92097,1.00981,-108.552,1.4793e-06,100,99.0284160734,0.00506128,0.0120209,-137.66,34.2698014377,0.501143,1.19025,98.5566148296,-108.861608306,1,0.2,-108.861608306,17.69
0.0103294,296.1404956,-109.962345882,100,0.979769,0.01,13.1289,1.00823,-109.476,1.07603e-06,100,99.1833573214,0.00726551,0.0120326,-164.901,296.1404956,0.711852,1.17892,98.9459192426,-109.962345882,1,0.2,-109.962345882,22.22
0.0109901,190.442491904,-107.880867339,100,0.998616,0.01,14.4916,1.01134,-107.503,1.10206e-06,100,98.8783169367,0.00727129,0.0126081,-140.436,190.442491904,0.726122,1.25906,98.9207381762,-107.880867339,1,0.2,-107.880867339,30.48
0.000739391,8.47257581741,-107.576923875,100,1.00162,0.01,2.84861,1.00073,-107.559,7.36997e-08,100,99.926620962,0.00920958,0.0107005,-131.737,8.47257581741,0.922452,1.07178,99.9270915531,-107.576923875,1,0.2,-107.576923875,17.48
0.00547328,39.8125213617,-108.102552425,100,1.00236,0.01,4.99221,1.00554,-107.91,5.44753e-07,100,99.4491098835,0.00736276,0.0116056,-140.867,39.8125213617,0.738014,1.1633,99.4635605456,-108.102552425,1,0.2,-108.102552425,17.4
0.00398492,8.37027743722,-107.576350414,100,0.991915,0.01,2.7813,1.0026,-107.511,4.05014e-07,100,99.7405720304,0.007637,0.0110621,-131.975,8.37027743722,0.757526,1.09727,99.600626723,-107.576350414,1,0.2,-107.576350414,19.46
0.000964748,11.6815253017,-107.023923887,100,1.00019,0.01,3.43339,1.00124,-106.996,9.64374e-08,100,99.8761282875,0.00905187,0.0108025,-130.747,11.6815253017,0.905362,1.08046,99.9046353791,-107.023923887,1,0.2,-107.023923887,19.39
0.00602073,12.269813596,-107.204282483,100,1.00152,0.01,3.70337,1.00406,-107.11,6.00246e-07,100,99.5959461641,0.00808858,0.013577,-130.242,12.269813596,0.810088,1.35977,99.4092675693,-107.204282483,1,0.2,-107.204282483,16.5
0.00477794,7.92576255649,-107.755333617,100,0.996102,0.01,2.70661,1.00351,-107.671,4.81541e-07,100,99.6500503025,0.00694506,0.011209,-131.048,7.92576255649,0.691798,1.11653,99.5254889959,-107.755333617,1,0.2,-107.755333617,16.39
0.0190201,91.9037570543,-108.631056797,100,0.974322,0.01,6.21732,1.01554,-107.994,2.00359e-06,100,98.4694324931,0.00440684,0.0120273,-142.982,91.9037570543,0.429368,1.17184,98.0550266772,-108.631056797,1,0.2,-108.631056797,18.99
0.00314191,8.01431695158,-107.213818648,100,0.996634,0.01,2.75894,1.00219,-107.162,3.16317e-07,100,99.7812180586,0.00825249,0.0112001,-130.201,8.01431695158,0.822472,1.11624,99.6878434066,-107.213818648,1,0.2,-107.213818648,17.79
0.00281684,7.76596704251,-107.045315566,100,0.998693,0.01,2.78257,1.00223,-106.995,2.82422e-07,100,99.7777050103,0.00852203,0.0123484,-129.89,7.76596704251,0.851089,1.23323,99.7211969675,-107.045315566,1,0.2,-107.045315566,16.53
0.000941909,7.39247340401,-107.462057703,100,0.999347,0.01,2.67418,1.00074,-107.445,9.4314e-08,100,99.9262400534,0.00907062,0.010662,-130.433,7.39247340401,0.90647,1.06551,99.9066778464,-107.462057703,1,0.2,-107.462057703,16.44
0.000419444,7.38573895197,-107.372396667,100,1.00411,0.01,2.71237,1.0005,-107.36,4.1602e-08,100,99.949599885,0.00942115,0.0105006,-130.526,7.38573895197,0.945984,1.05438,99.9588608938,-107.372396667,1,0.2,-107.372396667,18.53
0.00246635,14.5555962176,-107.152611478,100,1.00235,0.01,4.13147,1.00274,-107.089,2.45479e-07,100,99.7265920444,0.00909643,0.0117425,-130.6,14.5555962176,0.911784,1.17701,99.7575933696,-107.152611478,1,0.2,-107.152611478,18.09
0.00121104,6.82441431824,-107.239454413,100,1.00239,0.01,2.57085,1.00137,-107.208,1.20527e-07,100,99.8627760149,0.00876609,0.0110668,-130.13,6.82441431824,0.878704,1.10933,99.8808277032,-107.239454413,1,0.2,-107.239454413,16.98
0.00899462,17.9272213236,-107.651692561,100,1.00368,0.01,3.27419,1.00697,-107.439,8.92875e-07,100,99.3075493365,0.00538485,0.0110157,-135.686,17.9272213236,0.540468,1.10563,99.1237979386,-107.651692561,1,0.2,-107.651692561,17.18
0.00380161,9.64679628064,-107.106009549,100,1.00524,0.01,2.94464,1.00294,-107.029,3.76211e-07,100,99.7072470789,0.00831081,0.0111454,-131.75,9.64679628064,0.835434,1.12038,99.6289419951,-107.106009549,1,0.2,-107.106009549,17.53
0.00175708,6.88435756596,-107.309888142,100,0.999373,0.01,2.59382,1.00145,-107.273,1.75929e-07,100,99.8552513294,0.00852141,0.010718,-130.486,6.88435756596,0.851606,1.07113,99.8261218819,-107.309888142,1,0.2,-107.309888142,17.19
0.0116518,1513.38072259,-111.009440985,100,0.987858,0.01,26.5989,1.01117,-109.796,1.194e-06,100,98.8950213715,0.00603516,0.0117364,-209.428,1513.38072259,0.596188,1.15939,98.8317650922,-111.009440985,1,0.2,-111.009440985,21.83
0.0045533,5.8779169428,-107.138715125,100,0.998581,0.01,2.36022,1.00326,-107.063,4.56625e-07,100,99.6748444892,0.00652574,0.0111069,-130.302,5.8779169428,0.651648,1.10912,99.5499980309,-107.138715125,1,0.2,-107.138715125,16.69
0.00319768,8.47001266589,-107.518843052,100,1.00231,0.01,2.79373,1.00275,-107.452,3.18296e-07,100,99.7259281222,0.00808269,0.011102,-131.047,8.47001266589,0.810136,1.11277,99.6858567608,-107.518843052,1,0.2,-107.518843052,16.27
0.000573424,6.75798842483,-107.363599035,100,1.00215,0.01,2.54757,1.0007,-107.346,5.70964e-08,100,99.9299659407,0.00917161,0.0105836,-131.04,6.75798842483,0.919134,1.06064,99.9435125779,-107.363599035,1,0.2,-107.363599035,16.87
0.00125031,6.50479065214,-106.938483904,100,0.999823,0.01,2.48989,1.00158,-106.903,1.25075e-07,100,99.8418808714,0.00874585,0.0105826,-129.803,6.50479065214,0.874431,1.05807,99.8763517571,-106.938483904,1,0.2,-106.938483904,15.84
0.00125973,5.17063312464,-106.915889085,100,0.994574,0.01,2.23408,1.00074,-106.9,1.27351e-07,100,99.9257639216,0.00860321,0.0105039,-129.873,5.17063312464,0.855653,1.04469,99.8740803969,-106.915889085,1,0.2,-106.915889085,16.21
0.00227972,6.89220753286,-107.603024561,100,0.999817,0.01,2.56305,1.00186,-107.558,2.28055e-07,100,99.8146518669,0.0082411,0.011176,-130.633,6.89220753286,0.82396,1.11739,99.7747160607,-107.603024561,1,0.2,-107.603024561,16.16
0.00212151,9.36964459644,-107.486827719,100,1.00765,0.01,3.00168,1.00161,-107.449,2.08941e-07,100,99.8388388494,0.00899618,0.012309,-130.328,9.36964459644,0.906501,1.24032,99.7935700103,-107.486827719,1,0.2,-107.486827719,16.5
0.000455485,5.18155364569,-106.72890522,100,1.00546,0.01,2.25562,1.00058,-106.715,4.50548e-08,100,99.9418596893,0.00905899,0.0103081,-129.732,5.18155364569,0.910849,1.03644,99.955397898,-106.72890522,1,0.2,-106.72890522,16.26
0.00123798,6.54149911561,-106.709866969,100,1.0065,0.01,2.57909,1.00154,-106.676,1.22204e-07,100,99.8464561362,0.00927948,0.0110681,-129.202,6.54149911561,0.933981,1.114,99.8791537624,-106.709866969,1,0.2,-106.709866969,17.28
0.00373349,6.49168382122,-107.624109183,100,1.0041,0.01,2.48699,1.00246,-107.565,3.7031e-07,100,99.7543542747,0.00809781,0.0126465,-130.982,6.49168382122,0.813098,1.26983,99.6347291057,-107.624109183,1,0.2,-107.624109183,16.41
0.00184218,7.13751177529,-106.829594907,100,1.0006,0.01,2.75309,1.00191,-106.787,1.83996e-07,100,99.8089632138,0.00942888,0.0121458,-130.144,7.13751177529,0.943456,1.21531,99.8181986628,-106.829594907,1,0.2,-106.829594907,16.47
0.000810166,7.55663143551,-107.152610511,100,1.00347,0.01,2.72994,1.00108,-107.127,8.04575e-08,100,99.8920296392,0.00884979,0.0104572,-129.954,7.55663143551,0.888048,1.04935,99.9204210853,-107.152610511,1,0.2,-107.152610511,17.38
0.00100964,11.9543766539,-106.753762548,100,0.999827,0.01,3.50342,1.00135,-106.722,1.00999e-07,100,99.865593606,0.00924644,0.0107708,-129.759,11.9543766539,0.924484,1.0769,99.9001125512,-106.753762548,1,0.2,-106.753762548,16.97
0.00553794,6.72466053556,-106.806661835,100,1.00329,0.01,2.26702,1.0034,-106.717,5.5017e-07,100,99.6613328511,0.00627002,0.0107309,-131.053,6.72466053556,0.629064,1.07662,99.4582653332,-106.806661835,1,0.2,-106.806661835,16.2
0.00174459,11.9792734979,-107.091092226,100,1.01039,0.01,3.59657,1.00187,-107.047,1.7089e-07,100,99.8132147973,0.00889274,0.0109198,-130.341,11.9792734979,0.898512,1.10333,99.831114307,-107.091092226,1,0.2,-107.091092226,18.15
0.00356806,9.48458593881,-107.56024863,100,0.993331,0.01,2.95809,1.0027,-107.496,3.61613e-07,100,99.7304334821,0.00745291,0.0113212,-131.285,9.48458593881,0.740321,1.12457,99.6433090634,-107.56024863,1,0.2,-107.56024863,17.46
0.0098843,8.12504896246,-106.928198483,100,1.00565,0.01,3.49982,1.00589,-106.806,9.77352e-07,100,99.4144123858,0.00888378,0.0162706,-130.556,8.12504896246,0.893398,1.63626,99.04170632,-106.928198483,1,0.2,-106.928198483,17.45
0.00227329,5.94352596728,-107.037585941,100,0.995121,0.01,2.40158,1.00181,-106.994,2.29564e-07,100,99.8192008807,0.00848316,0.0125017,-129.799,5.94352596728,0.844176,1.24407,99.7732419614,-107.037585941,1,0.2,-107.037585941,16.83
0.00211874,9.51272789749,-107.261111673,100,0.996683,0.01,2.99631,1.00172,-107.218,2.13287e-07,100,99.8278011938,0.00809714,0.0105473,-131.066,9.51272789749,0.807028,1.05123,99.789310159,-107.261111673,1,0.2,-107.261111673,17.77
0.00501876,6.15002362347,-106.673953904,100,0.993081,0.01,2.30069,1.00324,-106.588,5.08894e-07,100,99.6772724723,0.00656048,0.0113774,-130.359,6.15002362347,0.651509,1.12987,99.4987621387,-106.673953904,1,0.2,-106.673953904,17.52
0.00231162,7.15258291005,-107.506117686,100,0.997418,0.01,2.62173,1.0016,-107.469,2.3236e-07,100,99.8405974958,0.00823627,0.0106828,-130.609,7.15258291005,0.821501,1.06552,99.7704893193,-107.506117686,1,0.2,-107.506117686,16.95
0.00150196,5.64128682082,-106.775156844,100,0.998559,0.01,2.38547,1.00156,-106.74,1.5063e-07,100,99.8444001861,0.00911164,0.0111085,-129.485,5.64128682082,0.909851,1.10925,99.8510945675,-106.775156844,1,0.2,-106.775156844,17.14
0.00162036,7.04720114202,-107.060723569,100,0.999525,0.01,2.56806,1.00161,-107.022,1.6219e-07,100,99.8395874548,0.00877895,0.0106604,-130.498,7.04720114202,0.877478,1.06554,99.8397277554,-107.060723569,1,0.2,-107.060723569,18.33
0.00299923,7.28295052257,-106.868782238,100,1.00759,0.01,2.80644,1.00248,-106.814,2.95424e-07,100,99.7524919073,0.00788017,0.0122521,-129.59,7.28295052257,0.793995,1.2345,99.7083883521,-106.868782238,1,0.2,-106.868782238,17.9
0.000739403,6.13036174573,-107.049696079,100,0.997454,0.01,2.44809,1.00062,-107.035,7.43182e-08,100,99.9382400708,0.00922831,0.0103483,-129.934,6.13036174573,0.920482,1.03219,99.9264967076,-107.049696079,1,0.2,-107.049696079,17.83
0.00152401,6.28443205051,-107.023398452,100,1.00184,0.01,2.48055,1.00143,-106.99,1.51842e-07,100,99.8568916855,0.00870825,0.0115424,-129.741,6.28443205051,0.872426,1.15636,99.8499439726,-107.023398452,1,0.2,-107.023398452,16.1
0.00302654,8.36066682857,-107.459606748,100,1.00058,0.01,2.81634,1.00234,-107.406,3.02304e-07,100,99.7666571363,0.00799742,0.0118694,-130.89,8.36066682857,0.800205,1.18762,99.7016328142,-107.459606748,1,0.2,-107.459606748,16.61
0.00725603,16.4159037861,-106.257054772,100,0.998371,0.01,4.98108,1.00694,-106.107,7.27972e-07,100,99.3107001536,0.00850744,0.0138214,-129.183,16.4159037861,0.849359,1.37988,99.284471452,-106.257054772,1,0.2,-106.257054772,18.33
0.000910068,9.61970174887,-106.382172787,100,0.996851,0.01,3.16799,1.00083,-106.363,9.15827e-08,100,99.9170039078,0.00912238,0.0107896,-129.021,9.61970174887,0.909365,1.07557,99.9093791737,-106.382172787,1,0.2,-106.382172787,15.85
0.000997408,6.07272527719,-107.160953712,100,0.997642,0.01,2.4284,1.00099,-107.139,1.00213e-07,100,99.9011302967,0.00892464,0.0104915,-130.07,6.07272527719,0.890359,1.04667,99.9008713025,-107.160953712,1,0.2,-107.160953712,17.52
0.000808641,5.48266947277,-107.235605562,100,1.00437,0.01,2.29621,1.00058,-107.224,8.01622e-08,100,99.9419906673,0.00940924,0.0114668,-130.122,5.48266947277,0.945035,1.15169,99.9207351085,-107.235605562,1,0.2,-107.235605562,16.4
0.00321675,7.0290798808,-107.031174146,100,1.00973,0.01,2.61438,1.00212,-106.983,3.15503e-07,100,99.788767202,0.00886928,0.0129446,-130.034,7.0290798808,0.895561,1.30706,99.6885858459,-107.031174146,1,0.2,-107.031174146,16.93
0.000695081,5.7191854516,-107.019285509,100,0.995703,0.01,2.37193,1.00086,-106.999,7.01093e-08,100,99.9140168086,0.00925622,0.0106714,-130.002,5.7191854516,0.921645,1.06255,99.9306652586,-107.019285509,1,0.2,-107.019285509,16.21
0.00107644,6.66372169217,-107.257698647,100,0.998512,0.01,2.53329,1.00108,-107.233,1.07966e-07,100,99.8924578682,0.00869653,0.0105302,-130.087,6.66372169217,0.868359,1.05146,99.8932408976,-107.257698647,1,0.2,-107.257698647,17.28
0.00549574,7.36669967446,-107.213231521,100,0.984999,0.01,2.59606,1.00272,-107.147,5.66441e-07,100,99.7287617089,0.00648717,0.0113514,-131.037,7.36669967446,0.638985,1.11812,99.4423602584,-107.213231521,1,0.2,-107.213231521,16.56
0.00241378,8.19883254721,-106.885758386,100,0.993172,0.01,2.77158,1.00154,-106.848,2.44708e-07,100,99.8460639542,0.00767411,0.0104475,-129.845,8.19883254721,0.762171,1.03762,99.7583454962,-106.885758386,1,0.2,-106.885758386,16.68
0.00434679,8.8526997132,-106.607646562,100,0.989097,0.01,3.04941,1.0038,-106.52,4.44315e-07,100,99.6210565218,0.00700863,0.0114418,-129.478,8.8526997132,0.693222,1.1317,99.5620483019,-106.607646562,1,0.2,-106.607646562,17.13
0.000870553,13.6918303063,-106.803223502,100,0.995281,0.01,3.78667,1.00121,-106.776,8.78828e-08,100,99.8794461022,0.00916008,0.010679,-129.592,13.6918303063,0.911686,1.06286,99.9130908363,-106.803223502,1,0.2,-106.803223502,18.18
0.00145492,4.94447030055,-106.742361049,100,1.00206,0.01,2.25528,1.0014,-106.711,1.44894e-07,100,99.8599585828,0.00914445,0.0111349,-129.076,4.94447030055,0.916331,1.11579,99.8567881597,-106.742361049,1,0.2,-106.742361049,17.71
0.0016585,7.63271782832,-107.021134716,100,0.997343,0.01,2.71975,1.0018,-106.979,1.66735e-07,100,99.8207450267,0.00853367,0.0106093,-130.84,7.63271782832,0.851099,1.05811,99.8352300132,-107.021134716,1,0.2,-107.021134716,17.4
0.000541825,6.23624284597,-107.32214984,100,1.00131,0.01,2.47584,1.00059,-107.308,5.40405e-08,100,99.9409785738,0.00922127,0.0105257,-130.412,6.23624284597,0.923337,1.05396,99.9465295081,-107.32214984,1,0.2,-107.32214984,17.65
0.00100517,6.01044166883,-106.782168892,100,0.998939,0.01,2.46842,1.00079,-106.764,1.00731e-07,100,99.921109973,0.00923035,0.0110684,-129.436,6.01044166883,0.922056,1.10567,99.9003974719,-106.782168892,1,0.2,-106.782168892,16.28
0.00294,5.34759598531,-106.613258659,100,1.00072,0.01,2.3139,1.00207,-106.567,2.93574e-07,100,99.7935275478,0.00822615,0.0113647,-128.962,5.34759598531,0.823211,1.13729,99.7102304194,-106.613258659,1,0.2,-106.613258659,17.03
0.0245098,1381.63805731,-109.952111907,100,0.978985,0.01,15.6518,1.01745,-107.757,2.55733e-06,100,98.2852528559,0.00415058,0.0117036,-203.954,1381.63805731,0.406335,1.14576,97.5307477424,-109.952111907,1,0.2,-109.952111907,23.65
0.0014603,8.16299005067,-107.22400442,100,1.00574,0.01,2.79434,1.00157,-107.186,1.44368e-07,100,99.8436515085,0.00854856,0.0110539,-130.308,8.16299005067,0.859761,1.11173,99.8572730638,-107.22400442,1,0.2,-107.22400442,19.76
0.00243679,6.3445317827,-106.899737798,100,0.984246,0.01,2.48208,1.00171,-106.862,2.51543e-07,100,99.8289179177,0.00859355,0.0109842,-129.466,6.3445317827,0.845816,1.08111,99.7516051979,-106.899737798,1,0.2,-106.899737798,18.39
0.000489418,6.82794189628,-106.712154216,100,0.998822,0.01,2.63025,1.00078,-106.695,4.90574e-08,100,99.9216812784,0.0092912,0.0107595,-129.376,6.82794189628,0.928025,1.07468,99.9514718518,-106.712154216,1,0.2,-106.712154216,16.6
0.00104956,6.44068859166,-106.607348256,100,1.00016,0.01,2.5757,1.00113,-106.581,1.04922e-07,100,99.8876167147,0.00957456,0.0111801,-129.225,6.44068859166,0.957609,1.11819,99.8962309152,-106.607348256,1,0.2,-106.607348256,17.58
0.00221487,6.28364419315,-106.842835206,100,1.00318,0.01,2.50879,1.00155,-106.807,2.20086e-07,100,99.845564818,0.00918587,0.0127528,-130.434,6.28364419315,0.921506,1.27933,99.7825869471,-106.842835206,1,0.2,-106.842835206,18.3
0.00340404,10.756142312,-106.328373773,100,0.991961,0.01,3.44914,1.00291,-106.264,3.45944e-07,100,99.7096647892,0.00750506,0.0121738,-128.845,10.756142312,0.744472,1.20759,99.6586935675,-106.328373773,1,0.2,-106.328373773,17.06
0.00440453,17.5363372618,-106.390100893,100,1.00579,0.01,4.55559,1.00425,-106.29,4.35394e-07,100,99.5765809248,0.00840611,0.0127021,-130.771,17.5363372618,0.845481,1.27757,99.5708019555,-106.390100893,1,0.2,-106.390100893,18.0
0.000219203,4.7806581791,-106.833448343,100,0.999232,0.01,2.1769,1.00029,-106.827,2.1954e-08,100,99.9707545958,0.00972975,0.0105307,-129.575,4.7806581791,0.972227,1.05226,99.9782888599,-106.833448343,1,0.2,-106.833448343,17.69
0.000770002,5.1672238383,-106.617803262,100,0.999466,0.01,2.27534,1.00086,-106.598,7.70826e-08,100,99.9140168086,0.00964562,0.011146,-129.809,5.1672238383,0.964047,1.114,99.9237813795,-106.617803262,1,0.2,-106.617803262,17.18
0.00352027,6.16941988203,-106.60488025,100,0.999198,0.01,2.43423,1.00304,-106.535,3.52592e-07,100,99.6971271529,0.00840355,0.0107965,-129.464,6.16941988203,0.839682,1.07879,99.6521465386,-106.60488025,1,0.2,-106.60488025,18.68
0.000569194,4.72553394255,-106.988953405,100,0.997028,0.01,2.1558,1.00056,-106.976,5.72593e-08,100,99.9441697145,0.00922169,0.0110319,-129.868,4.72553394255,0.919428,1.09991,99.9433447026,-106.988953405,1,0.2,-106.988953405,17.96
0.000875387,4.65066884736,-106.550926923,100,0.994311,0.01,2.13551,1.00065,-106.536,8.85433e-08,100,99.9345849983,0.00861155,0.0105221,-129.821,4.65066884736,0.856256,1.04622,99.9123854112,-106.550926923,1,0.2,-106.550926923,17.84
0.00361533,9.77871712502,-106.408544196,100,1.00061,0.01,3.24385,1.00386,-106.323,3.61093e-07,100,99.6155910138,0.00837759,0.0122751,-129.035,9.77871712502,0.83827,1.22825,99.6437998018,-106.408544196,1,0.2,-106.408544196,19.21
0.00161595,7.18579226841,-107.033306,100,0.995556,0.01,2.69872,1.00142,-107.0,1.63041e-07,100,99.8578783024,0.00879295,0.0109799,-130.278,7.18579226841,0.875387,1.09311,99.8388869197,-107.033306,1,0.2,-107.033306,18.79
0.00676941,23.3507417814,-106.265490196,100,0.996971,0.01,5.40599,1.00601,-106.132,6.81061e-07,100,99.4022315771,0.00753465,0.0132035,-129.862,23.3507417814,0.751183,1.31635,99.3302474577,-106.265490196,1,0.2,-106.265490196,21.21
0.00327371,13.1716554502,-106.652898903,100,1.00041,0.01,3.84959,1.00221,-106.603,3.27104e-07,100,99.7792834778,0.00852678,0.0124493,-129.988,13.1716554502,0.853027,1.24543,99.6772460825,-106.652898903,1,0.2,-106.652898903,19.25
0.000776128,6.51153004385,-107.048113256,100,1.00294,0.01,2.55111,1.00067,-107.031,7.71591e-08,100,99.9328349443,0.00935573,0.0108646,-130.038,6.51153004385,0.93832,1.08965,99.9236954375,-107.048113256,1,0.2,-107.048113256,17.32
0.00173169,12.805050935,-106.664513803,100,0.995244,0.01,3.64761,1.00139,-106.632,1.74828e-07,100,99.8615990935,0.0081092,0.0109614,-129.528,12.805050935,0.807063,1.09093,99.8272288429,-106.664513803,1,0.2,-106.664513803,20.97
0.00141631,13.6293375552,-106.319474895,100,1.00077,0.01,3.77148,1.00155,-106.286,1.41415e-07,100,99.8454222085,0.0092054,0.0111009,-128.931,13.6293375552,0.921245,1.11094,99.8602238988,-106.319474895,1,0.2,-106.319474895,18.48
0.00707811,14.2648834932,-106.372135523,100,1.00261,0.01,4.18156,1.0059,-106.243,7.04128e-07,100,99.4130457248,0.00733972,0.012679,-128.865,14.2648834932,0.735889,1.27121,99.3077437717,-106.372135523,1,0.2,-106.372135523,18.2
0.000605786,7.64689957313,-106.439564518,100,0.99746,0.01,2.76411,1.00061,-106.426,6.08875e-08,100,99.9390139803,0.00914132,0.0105125,-129.536,7.64689957313,0.911811,1.04858,99.9397316029,-106.439564518,1,0.2,-106.439564518,17.45
0.00556328,13.7071243339,-106.666792748,100,0.997706,0.01,4.31301,1.00529,-106.554,5.58889e-07,100,99.4736036373,0.0086163,0.0140264,-130.327,13.7071243339,0.859654,1.39943,99.4497255186,-106.666792748,1,0.2,-106.666792748,18.47
0.00301326,10.0760382965,-106.937301776,100,0.994597,0.01,2.95961,1.00224,-106.878,3.04609e-07,100,99.7768030513,0.0078846,0.0107865,-131.132,10.0760382965,0.7842,1.07282,99.6993459048,-106.937301776,1,0.2,-106.937301776,18.38
0.00519009,16.4570320399,-106.400975051,100,0.992957,0.01,4.32322,1.00496,-106.287,5.26397e-07,100,99.505958122,0.0082698,0.0119075,-129.602,16.4570320399,0.821156,1.18236,99.4815554674,-106.400975051,1,0.2,-106.400975051,21.56
0.00713105,34.1843262176,-106.547790129,100,0.995565,0.01,4.54217,1.00501,-106.369,7.19472e-07,100,99.5015674394,0.00653365,0.011144,-137.142,34.1843262176,0.650467,1.10946,99.2927840376,-106.547790129,1,0.2,-106.547790129,20.4
0.00797946,19.5547272888,-106.024441296,100,1.00795,0.01,4.88973,1.00773,-105.851,7.85405e-07,100,99.2326352813,0.00738492,0.0137458,-128.752,19.5547272888,0.744364,1.38551,99.2284421684,-106.024441296,1,0.2,-106.024441296,20.22
0.00762165,11.7714406102,-106.1881494,100,1.01495,0.01,3.70161,1.00602,-106.051,7.39873e-07,100,99.4019488859,0.00801941,0.0133038,-128.769,11.7714406102,0.813933,1.35027,99.272845977,-106.1881494,1,0.2,-106.1881494,19.77
0.014328,207.702327553,-108.220455785,100,0.991262,0.01,8.70896,1.01183,-107.542,1.45817e-06,100,98.8304963057,0.00419621,0.0115681,-157.322,207.702327553,0.415954,1.1467,98.5769320519,-108.220455785,1,0.2,-108.220455785,26.21
0.0116884,17.9848193151,-106.166036679,100,0.997723,0.01,4.78014,1.00955,-105.954,1.17418e-06,100,99.0535685335,0.00769282,0.0137725,-128.876,17.9848193151,0.76753,1.37411,98.8509713545,-106.166036679,1,0.2,-106.166036679,22.93
0.0151008,16.235321643,-106.026626208,100,1.01255,0.01,4.53239,1.01058,-105.788,1.47289e-06,100,98.9530469502,0.00788446,0.0162301,-129.236,16.235321643,0.79834,1.64338,98.5628142167,-106.026626208,1,0.2,-106.026626208,23.18
