VarVanillaIw,VarNormIw,eRenyi2,VarDiscRet,Bound,AvgVanillaIw,MinVanillaIw,MaxNormIw,VarJ,AvgDiscRet,MaxVanillaIw,J,IterType,AvgNormIw,AvgEpLen,ESSClassic,Delta,EpsThisIter,BatchSize,ESSRenyi,MinNormIw,VarRet,VanillaAvgRet,AvgRet
1.8657299,0.00018889259,2.694452,5627599.829885766,-675.63306,0.993841,4.0478382e-13,0.038003527,166.44577,-2380.1889555037224,3.7769463,-56.726856,1,0.01,200.0,34.84275482689602,0.7,100,100,37.11329733940659,4.072923e-15,5627599.829885766,-2380.1889555037224,-2380.1889555037224
0.75337815,6.6465895e-05,1.7389193,73.084282640751,-9.673257,1.0646505,2.0744174e-05,0.022142205,6.759132,-9.670771290439683,2.357371,-7.193914,1,0.01,200.0,60.31318493981871,0.7,100,100,57.50698287639116,1.948449e-07,73.084282640751,-9.670771290439683,-9.670771290439683
0.48340926,5.118578e-05,1.5462048,86.35992597874856,-11.546015,0.97181326,0.00014751004,0.021347038,7.9811316,-8.965362806543391,2.0745335,-7.1258273,1,0.009999999,200.0,66.36848326182249,0.7,100,100,64.67448532848294,1.5178846e-06,86.35992597874856,-8.965362806543391,-8.965362806543391
0.31730354,2.7207596e-05,1.2823412,57.16636649697523,-9.866617,1.0799221,0.21940412,0.029714718,7.7435584,-8.421993020646303,3.208958,-7.9706607,1,0.01,200.0,78.78015723947189,0.7,100,100,77.98236283563777,0.0020316662,57.16636649697523,-8.421993020646303,-8.421993020646303
0.1450237,1.4453274e-05,1.2109166,41.338377804128655,-8.177964,1.0016971,0.79984665,0.04133939,6.5368476,-6.931048112911495,4.1409545,-6.5229354,1,0.01,200.0,87.48237340615202,0.7,100,100,82.58206785749621,0.007984916,41.338377804128655,-6.931048112911495,-6.931048112911495
0.038943015,3.4624538e-06,1.0721269,50.20566159070275,-10.110077,1.0605296,0.24149022,0.011788823,7.2341247,-8.27431661675155,1.2502396,-8.436499,,0.01,200.0,96.68578462239938,0.7,100,200,186.54508757955057,0.0022770718,41.338377804128655,-6.931048112911495,-6.931048112911495
0.27928653,7.3705314e-06,1.2910568,47.9701397839244,-8.231539,0.9732975,0.70756406,0.031108294,7.2274365,-7.472718033011953,6.055525,-6.950886,1,0.005,200.0,154.6375190364837,0.7,100,200,154.91185779280084,0.0036348808,47.9701397839244,-7.472718033011953,-7.472718033011953
,3.5044917e-18,1.0,51.785443826542156,-10.023339,1.0,1.0,0.01,7.160139,-8.489131895713717,1.0,-8.489131,2,0.009999998,200.0,100.0,0.7,100,200,200.0,0.01,51.785443826542156,-8.489131895713717,-8.489131895713717
0.07666799,1.4553304e-06,1.1187441,51.972320341236255,-9.924496,1.1476151,0.16513845,0.0061575505,7.149083,-8.601008704444709,1.4132996,-8.696266,,0.005,200.0,189.04982955728576,0.7,100,300,268.15783041045717,0.0007194854,47.9701397839244,-7.472718033011953,-7.472718033011953
0.16573255,1.8287675e-06,1.1772832,44.292473926435655,-8.144129,1.0034676,0.7944854,0.016691763,7.248538,-7.4643252284652775,5.0248933,-7.145616,1,0.0033333334,200.0,257.7229644329023,0.7,100,300,254.82399493629202,0.0026391333,44.292473926435655,-7.4643252284652775,-7.4643252284652775
,3.5044917e-18,1.0,49.234883605648946,-9.046083,1.0,1.0,0.01,6.981585,-7.490587273715885,1.0,-7.4905868,2,0.009999998,200.0,100.0,0.7,100,300,300.0,0.01,49.234883605648946,-7.490587273715885,-7.490587273715885
,2.179301e-19,1.0,46.58290614460604,-8.198958,1.0,1.0,0.005,6.8986845,-6.685490015333245,1.0,-7.0880384,2,0.0049999994,200.0,200.00000010221265,0.7,100,300,300.0,0.005,46.58290614460604,-6.685490015333245,-6.685490015333245
4.7587633,6.813523e-05,6.103726,57.74913313222538,-7.564407,0.880927,,0.032558233,13.399967,-8.685184796219332,8.604428,-5.183946,1,0.0033333334,200.0,42.1838257781927,0.7,100,300,49.15030661834229,,57.74913313222538,-8.685184796219332,-8.685184796219332
,3.5044917e-18,1.0,45.58824960971482,-10.478465,1.0,1.0,0.01,6.718063,-8.967787506857817,1.0,-8.967787,2,0.009999998,200.0,100.0,0.7,100,300,300.0,0.01,45.58824960971482,-8.967787506857817,-8.967787506857817
,2.179301e-19,1.0,48.58573750108068,-9.300661,1.0,1.0,0.005,6.867084,-7.497112715989752,1.0,-8.23245,2,0.0049999994,200.0,200.00000010221265,0.7,100,300,300.0,0.005,48.58573750108068,-7.497112715989752,-7.497112715989752
nan,nan,nan,52.38692706252688,nan,inf,0.11621922,nan,nan,-8.4399548203206,inf,nan,,nan,200.0,nan,0.7,100,400,nan,nan,57.74913313222538,-8.685184796219332,-8.685184796219332
1.813025,1.0413984e-05,1.7848125,59.047431198329896,-8.573897,1.043118,0.52496123,0.05062829,11.061891,-8.742339694740144,21.124512,-7.459114,1,0.0024999997,200.0,150.2589091291111,0.7,100,400,224.11318338145398,0.001258154,59.047431198329896,-8.742339694740144,-8.742339694740144
,3.5044917e-18,1.0,52.08334255571675,-9.483504,1.0,1.0,0.01,7.1807036,-7.621965814332379,1.0,-7.6219654,2,0.009999998,200.0,100.0,0.7,100,400,400.0,0.01,52.08334255571675,-7.621965814332379,-7.621965814332379
,2.179301e-19,1.0,53.134317204395614,-9.011635,1.0,1.0,0.005,7.2172103,-7.768690371619974,1.0,-7.6953278,2,0.0049999994,200.0,200.00000010221265,0.7,100,400,400.0,0.005,53.134317204395614,-7.768690371619974,-7.768690371619974
,5.4391416e-20,1.0,49.05680632462417,-8.957883,1.0,1.0,0.0033333334,7.140357,-8.25871090494384,1.0,-7.883123,2,0.0033333336,200.0,299.999969473632,0.7,100,400,400.0,0.0033333334,49.05680632462417,-8.25871090494384,-8.25871090494384
3.6747336,2.3533368e-05,4.68166,59.238411010420705,-8.64933,0.9878952,,0.016662579,14.129551,-8.056377923881593,6.5843525,-6.6354113,1,0.0025,200.0,84.10560952627712,0.7,100,400,85.43977670749274,,59.238411010420705,-8.056377923881593,-8.056377923881593
,3.5044917e-18,1.0,53.14886725316971,-9.381541,1.0,1.0,0.01,7.2537837,-7.831943162453485,1.0,-7.8319426,2,0.009999998,200.0,100.0,0.7,100,400,400.0,0.01,53.14886725316971,-7.831943162453485,-7.831943162453485
,2.179301e-19,1.0,52.72956860450146,-8.918449,1.0,1.0,0.005,7.239469,-7.813494586749402,1.0,-7.822718,2,0.0049999994,200.0,200.00000010221265,0.7,100,400,400.0,0.005,52.72956860450146,-7.813494586749402,-7.813494586749402
,5.4391416e-20,1.0,49.046685992906966,-8.917772,1.0,1.0,0.0033333334,7.155813,-8.423899551228354,1.0,-8.023111,2,0.0033333336,200.0,299.999969473632,0.7,100,400,400.0,0.0033333334,49.046685992906966,-8.423899551228354,-8.423899551228354
0.005670841,3.5680863e-08,1.0066929,51.82689263815345,-8.776936,0.9966578,0.94371784,0.0036493249,7.1917477,-7.968919087599093,1.4548513,-7.999548,1,0.0025,200.0,397.7350182217414,0.7,100,400,397.3406442249577,0.0023672064,51.82689263815345,-7.968919087599093,-7.968919087599093
,3.5044917e-18,1.0,56.696856579815076,-10.735474,1.0,1.0,0.01,7.4919877,-9.212628941468948,1.0,-9.212628,2,0.009999998,200.0,100.0,0.7,100,400,400.0,0.01,56.696856579815076,-9.212628941468948,-9.212628941468948
,2.179301e-19,1.0,50.531640603274546,-9.734875,1.0,1.0,0.005,7.3065486,-8.103492941216695,1.0,-8.658061,2,0.0049999994,200.0,200.00000010221265,0.7,100,400,400.0,0.005,50.531640603274546,-8.103492941216695,-8.103492941216695
,5.4391416e-20,1.0,50.88245778618664,-9.637385,1.0,1.0,0.0033333334,7.2389016,-8.958388981284244,1.0,-8.75817,2,0.0033333336,200.0,299.999969473632,0.7,100,400,400.0,0.0033333334,50.88245778618664,-8.958388981284244,-8.958388981284244
1.9309422,1.0613854e-05,2.76608,49.40786698127821,-8.641963,1.0663213,6.218644e-32,0.009014467,11.401012,-7.927893701680837,3.8449268,-7.369958,1,0.0025,200.0,148.47969588450036,0.7,100,400,144.60898241476738,1.4579668e-34,49.40786698127821,-7.927893701680837,-7.927893701680837
