eRenyi2,ESSRenyi,VarJ,MinVanillaIw,AvgEpLen,VarNormIw,MinNormIw,VarVanillaIw,ESSClassic,VanillaAvgRet,MaxNormIw,AvgDiscRet,J,AvgNormIw,MaxVanillaIw,BatchSize,Bound,AvgVanillaIw,AvgRet,VarDiscRet,VarRet
28.828009,3.4688486883740097,468.47766,2.2018854e-23,11.71,0.007480178,2.3361544e-25,66.45047,1.33237846840356,107.04028778741838,0.8655332,107.04028778741838,508.11783,0.01,81.57872,100,255.1029,0.9425256,107.04028778741838,12437.688407561976,12437.688407561976
8.62336,11.596408326778915,853.48926,1.8654973e-11,15.57,0.0018516305,1.8540062e-13,18.746546,5.173001264857005,145.61620996198593,0.37793002,145.61620996198593,328.96927,0.01,38.027245,100,111.50252,1.006198,145.61620996198593,15715.809925684684,15715.809925684684
36.045296,2.774287129997509,983.27844,,17.63,0.0073511656,,91.46219,1.3554448212556227,166.20108527595121,0.8577436,166.20108527595121,850.5006,0.01,95.6754,100,365.54715,1.1154312,166.20108527595121,22528.14133224411,22528.14133224411
24.061604,4.155998988522585,437.63614,,19.04,0.0025872774,,82.92431,3.757413894389388,180.28632735510314,0.35983488,180.28632735510314,569.0775,0.01,64.42029,100,288.40005,1.7902735,180.28632735510314,23931.904758320186,23931.904758320186
24.370611,4.1033029174814954,1074.5485,1.2563264e-14,18.38,0.0061513265,7.933258e-17,154.26613,1.6155576559135665,173.6848790283322,0.78364897,173.6848790283322,671.4784,0.009999999,124.1002,100,339.1274,1.5836197,173.6848790283322,32084.660823942068,32084.660823942068
10.547195,9.481193424389595,796.9276,1.1457581e-11,22.19,0.0065928735,4.2012248e-14,490.35294,1.5089911653735502,211.77859174045932,0.81260467,211.77859174045932,585.29395,0.01,221.61357,100,374.85373,2.7272003,211.77859174045932,42258.34726660122,42258.34726660122
35.300198,2.8328453321820866,883.62164,,16.66,0.007116603,,282.73013,1.3994948679166246,156.4788178994784,0.8434202,156.4788178994784,701.7645,0.009999998,168.11008,100,301.77844,1.9931947,156.4788178994784,20119.538173894005,20119.538173894005
10.943801,9.137593115433727,1191.3514,1.4552954e-13,21.51,0.0034023921,6.4499764e-16,173.20898,2.883200056616475,204.97514800430648,0.57574946,204.97514800430648,474.04266,0.01,129.90521,100,279.1875,2.2562802,204.97514800430648,36071.12916519409,36071.12916519409
13.908898,7.189642016061257,737.0196,2.7275798e-14,20.86,0.0038416376,3.069032e-16,30.34369,2.5619871077364866,198.47858267880127,0.58976054,198.47858267880127,640.93744,0.010000002,52.414536,100,349.07968,0.8887427,198.47858267880127,41077.16563085684,41077.16563085684
33.172585,3.014537498530933,885.96875,,24.76,0.008233571,,15.720476,1.2119401989798793,237.47314112656,0.90742105,237.47314112656,970.8633,0.01,39.650406,100,457.07892,0.4369571,237.47314112656,53281.45254734111,53281.45254734111
23.410685,4.271553855440563,628.8566,,21.31,0.0032407648,,76.992195,3.0226481664550424,202.96970732020924,0.47831804,202.96970732020924,690.55133,0.01,73.72526,100,360.7426,1.5413438,202.96970732020924,34592.77159223993,34592.77159223993
22.023912,4.540519325015526,557.9989,,21.88,0.008664214,,37.389393,1.1523962238290906,208.66747675463014,0.93061733,208.66747675463014,779.66797,0.009999999,61.133705,100,451.88794,0.6569156,208.66747675463014,35190.66382030477,35190.66382030477
15.440814,6.476342496050397,932.3354,3.392949e-21,20.84,0.005211663,2.0177033e-23,147.37247,1.9013050384209078,198.27596814134478,0.72118586,198.27596814134478,517.6483,0.010000002,121.273865,100,216.7453,1.6815896,198.27596814134478,37701.7452814055,37701.7452814055
17.153168,5.82982698038518,574.583,,26.65,0.0064505846,,13.217549,1.5417641039267764,256.3567364587504,0.8025644,256.3567364587504,683.6551,0.009999999,36.3292,100,342.09512,0.452664,256.3567364587504,53383.27938955429,53383.27938955429
12.060557,8.291490763664093,844.65784,6.2939072e-12,19.35,0.005712799,3.1552807e-14,227.3074,1.7374171248401002,183.3852944825142,0.75591767,183.3852944825142,502.5343,0.01,150.78455,100,265.80707,1.9947219,183.3852944825142,35071.655300401,35071.655300401
8.147729,12.273358745986576,597.4083,5.6548765e-28,20.39,0.0007035573,5.639553e-30,7.07386,12.554584791720838,193.77664000068413,0.19513224,193.77664000068413,379.86746,0.01,19.566246,100,214.12434,1.0027173,193.77664000068413,29380.706478591008,29380.706478591008
1.0,100.0,215.0033,1.0,21.36,3.5044917e-18,0.01,,100.0,203.47836702813095,0.01,203.47836702813095,203.47836,0.009999998,1.0,100,79.76856,1.0,203.47836702813095,46693.35308102551,46693.35308102551
1.3279402,75.30459434251053,267.79053,0.06715232,20.37,3.4154647e-05,0.0007709973,0.2590993,74.73109672949845,193.58069952288287,0.029874463,193.58069952288287,211.6102,0.01,2.602006,100,129.18088,0.87098,193.58069952288287,36229.56623988954,36229.56623988954
1.0,100.0,191.5422,1.0,20.34,3.5044917e-18,0.01,,100.0,193.27964343253578,0.01,193.27964343253578,193.27965,0.009999998,1.0,100,113.33253,1.0,193.27964343253578,37059.007139780944,37059.007139780944
1.2587972,79.44091588699374,213.78882,0.2779459,18.05,2.5431538e-05,0.002573671,0.29661095,79.8867472466733,170.3826236681104,0.03171695,170.3826236681104,187.21075,0.01,3.4253006,100,118.28706,1.0799589,170.3826236681104,25102.682753109955,25102.682753109955
1.6910788,59.13385056898812,260.77676,0.0042810477,22.21,6.837092e-05,4.6262026e-05,0.58549386,59.63484560043575,211.97084665029294,0.032795917,211.97084665029294,240.21219,0.01,3.0349057,100,166.89754,0.9253913,211.97084665029294,33539.43594368302,33539.43594368302
1.0,100.0,210.74075,1.0,22.76,3.5044917e-18,0.01,,100.0,217.47221617064227,0.01,217.47221617064227,217.4722,0.009999998,1.0,100,144.25801,1.0,217.47221617064227,44860.26921269937,44860.26921269937
1.0,100.0,172.19955,1.0,20.24,3.5044917e-18,0.01,,100.0,192.27256400986278,0.01,192.27256400986278,192.27255,0.009999998,1.0,100,130.0001,1.0,192.27256400986278,29952.2078436419,29952.2078436419
1.0,100.0,181.29544,1.0,21.81,3.5044917e-18,0.01,,100.0,207.96894853440642,0.01,207.96894853440642,207.96893,0.009999998,1.0,100,138.96715,1.0,207.96894853440642,33200.033458377366,33200.033458377366
1.0,100.0,191.24277,1.0,20.48,3.5044917e-18,0.01,,100.0,194.67220694781085,0.01,194.67220694781085,194.6722,0.009999998,1.0,100,120.61589,1.0,194.67220694781085,36943.23039595228,36943.23039595228
1.0,100.0,216.13672,1.0,23.22,3.5044917e-18,0.01,,100.0,222.07270134633313,0.01,222.07270134633313,222.07268,0.009999998,1.0,100,134.55194,1.0,222.07270134633313,47186.953620895016,47186.953620895016
1.0,100.0,199.07549,1.0,22.21,3.5044917e-18,0.01,,100.0,211.980578225878,0.01,211.980578225878,211.98056,0.009999998,1.0,100,146.34607,1.0,211.980578225878,40031.36281028384,40031.36281028384
1.0,100.0,187.16977,1.0,21.85,3.5044917e-18,0.01,,100.0,208.37126748483587,0.01,208.37126748483587,208.37126,0.009999998,1.0,100,140.20934,1.0,208.37126748483587,35386.38933022668,35386.38933022668
1.0,100.0,155.79375,1.0,18.03,3.5044917e-18,0.01,,100.0,170.17961993237995,0.01,170.17961993237995,170.17963,0.009999998,1.0,100,93.59913,1.0,170.17961993237995,24516.859909697017,24516.859909697017
1.0,100.0,170.31764,1.0,18.86,3.5044917e-18,0.01,,100.0,178.47902129040548,0.01,178.47902129040548,178.47902,0.009999998,1.0,100,102.744995,1.0,178.47902129040548,29301.106574688703,29301.106574688703
1.0,100.0,217.29626,1.0,24.76,3.5044917e-18,0.01,,100.0,237.46564664005527,0.01,237.46564664005527,237.46565,0.009999998,1.0,100,157.5409,1.0,237.46564664005527,47694.61206842615,47694.61206842615
1.0,100.0,183.34537,1.0,21.76,3.5044917e-18,0.01,,100.0,207.470353328978,0.01,207.470353328978,207.47035,0.009999998,1.0,100,141.83713,1.0,207.470353328978,33955.0750026518,33955.0750026518
1.0,100.0,174.08736,1.0,19.81,3.5044917e-18,0.01,,100.0,187.97602981119712,0.01,187.97602981119712,187.97603,0.009999998,1.0,100,114.76316,1.0,187.97602981119712,30612.529090661927,30612.529090661927
1.0,100.0,187.27777,1.0,19.94,3.5044917e-18,0.01,,100.0,189.28149084556063,0.01,189.28149084556063,189.2815,0.009999998,1.0,100,125.32427,1.0,189.28149084556063,35427.24175272356,35427.24175272356
1.0,100.0,195.32205,1.0,21.53,3.5044917e-18,0.01,,100.0,205.170876538253,0.01,205.170876538253,205.17087,0.009999998,1.0,100,132.79794,1.0,205.170876538253,38536.06387476368,38536.06387476368
1.0,100.0,182.42105,1.0,21.41,3.5044917e-18,0.01,,100.0,203.9710028869272,0.01,203.9710028869272,203.97101,0.009999998,1.0,100,141.70598,1.0,203.9710028869272,33613.57327462366,33613.57327462366
1.0,100.0,193.84949,1.0,20.44,3.5044917e-18,0.01,,100.0,194.2774189295149,0.01,194.2774189295149,194.2774,0.009999998,1.0,100,102.54881,1.0,194.2774189295149,37957.19075816849,37957.19075816849
1.0,100.0,193.42532,1.0,22.4,3.5044917e-18,0.01,,100.0,213.86508532905992,0.01,213.86508532905992,213.86508,0.009999998,1.0,100,144.86203,1.0,213.86508532905992,37791.269650975824,37791.269650975824
1.0,100.0,203.98312,1.0,21.03,3.5044917e-18,0.01,,100.0,200.18275809064838,0.01,200.18275809064838,200.18277,0.009999998,1.0,100,120.23581,1.0,200.18275809064838,42029.40974560745,42029.40974560745
1.0,100.0,191.52719,1.0,21.31,3.5044917e-18,0.01,,100.0,202.96835823923357,0.01,202.96835823923357,202.96835,0.009999998,1.0,100,128.91292,1.0,202.96835823923357,37053.19719659891,37053.19719659891
1.0,100.0,208.11559,1.0,23.89,3.5044917e-18,0.01,,100.0,228.7591110470785,0.01,228.7591110470785,228.7591,0.009999998,1.0,100,152.2062,1.0,228.7591110470785,43749.59059403606,43749.59059403606
1.0,100.0,172.56459,1.0,21.5,3.5044917e-18,0.01,,100.0,204.86367007742086,0.01,204.86367007742086,204.86368,0.009999998,1.0,100,145.12251,1.0,204.86367007742086,30079.329542702813,30079.329542702813
1.0,100.0,174.52553,1.0,20.87,3.5044917e-18,0.01,,100.0,198.56906226817358,0.01,198.56906226817358,198.56906,0.009999998,1.0,100,127.9007,1.0,198.56906226817358,30766.826637592574,30766.826637592574
1.0,100.0,143.3678,1.0,18.06,3.5044917e-18,0.01,,100.0,170.4740794930874,0.01,170.4740794930874,170.47408,0.009999998,1.0,100,101.46926,1.0,170.4740794930874,20761.947592191682,20761.947592191682
1.0,100.0,166.60394,1.0,18.82,3.5044917e-18,0.01,,100.0,178.0798589021285,0.01,178.0798589021285,178.07985,0.009999998,1.0,100,120.032036,1.0,178.0798589021285,28037.245828022067,28037.245828022067
1.0,100.0,191.75969,1.0,20.23,3.5044917e-18,0.01,,100.0,192.1819215981155,0.01,192.1819215981155,192.18193,0.009999998,1.0,100,119.80967,1.0,192.1819215981155,37143.213146143855,37143.213146143855
1.0,100.0,213.63249,1.0,22.87,3.5044917e-18,0.01,,100.0,218.5748624273647,0.01,218.5748624273647,218.57484,0.009999998,1.0,100,143.68756,1.0,218.5748624273647,46099.83887230635,46099.83887230635
1.0,100.0,187.09366,1.0,19.75,3.5044917e-18,0.01,,100.0,187.3849245841564,0.01,187.3849245841564,187.38492,0.009999998,1.0,100,117.53683,1.0,187.3849245841564,35357.61495582455,35357.61495582455
1.0,100.0,172.13101,1.0,20.04,3.5044917e-18,0.01,,100.0,190.26953513169627,0.01,190.26953513169627,190.26953,0.009999998,1.0,100,128.83852,1.0,190.26953513169627,29928.370094335773,29928.370094335773
1.0,100.0,171.50562,1.0,19.51,3.5044917e-18,0.01,,100.0,184.97929084370887,0.01,184.97929084370887,184.97928,0.009999998,1.0,100,125.23036,1.0,184.97929084370887,29711.293393775417,29711.293393775417
1.0,100.0,188.06143,1.0,20.31,3.5044917e-18,0.01,,100.0,192.9832255389891,0.01,192.9832255389891,192.98322,0.009999998,1.0,100,122.29398,1.0,192.9832255389891,35724.34534615228,35724.34534615228
1.0,100.0,172.34831,1.0,20.2,3.5044917e-18,0.01,,100.0,191.87213476084457,0.01,191.87213476084457,191.87213,0.009999998,1.0,100,130.44614,1.0,191.87213476084457,30003.980965394392,30003.980965394392
