IterType,AvgRet,J,EpsThisIter,BatchSize,ESSRenyi,ESSClassic,MaxNormIw,MinNormIw,MinVanillaIw,VarDiscRet,VanillaAvgRet,VarVanillaIw,AvgNormIw,AvgEpLen,VarRet,Bound,AvgVanillaIw,VarJ,eRenyi2,VarNormIw,Delta,MaxVanillaIw,AvgDiscRet
1,320.241551418,2656.93,100,300,31.7966295286,2.3878528501,0.645666,1.4127e-06,0.00114816,70924.0022217,320.241551418,917.808,0.00333333,34.63,70924.0022217,553.735,2.70913,14606.6,9.43496,0.00138947,0.1,524.757,320.241551418
2,358.556160686,358.556,100,300,300.0,100.0,0.01,0.01,1.0,154604.819029,358.556160686,,0.01,38.82,154604.819029,-732.156,1.0,391.227,1.0,3.50449e-18,0.1,1.0,358.556160686
2,354.152025152,356.354,100,300,300.0,200.000000102,0.005,0.005,1.0,72643.2984796,354.152025152,,0.005,38.29,72643.2984796,-414.896,1.0,335.399,1.0,2.1793e-19,0.1,1.0,354.152025152
,320.241551418,320.259,100,400,7.43415629895,17.9020287811,0.171035,3.74221e-07,0.00190564,167185.111896,320.241551418,4555.45,0.00333333,34.63,70924.0022217,-4298.91,16.9743,452.035,53.8057,0.000175673,0.1,870.96,384.647504796
1,282.892948243,452.392,100,400,268.770516076,190.090544288,0.0443919,0.000408897,0.170688,26344.648254,282.892948243,1.20563,0.0025,30.61,26344.648254,-271.01,1.04358,3121.51,1.48826,6.91892e-06,0.1,18.5307,282.892948243
2,318.718637934,318.719,100,400,400.0,100.0,0.01,0.01,1.0,32610.5135898,318.718637934,,0.01,34.46,32610.5135898,4.16998,1.0,179.679,1.0,3.50449e-18,0.1,1.0,318.718637934
2,310.915206562,314.817,100,400,400.0,200.000000102,0.005,0.005,1.0,37939.7493904,310.915206562,,0.005,33.62,37939.7493904,79.7321,1.0,186.916,1.0,2.1793e-19,0.1,1.0,310.915206562
2,291.626419686,307.087,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,32660.5781589,291.626419686,,0.00333333,31.59,32660.5781589,78.242,1.0,184.903,1.0,5.43914e-20,0.1,1.0,291.626419686
1,322.32770294,389.338,100,400,299.835742098,287.466204572,0.0101376,4.09425e-05,0.0162296,73954.7082872,322.32770294,0.385417,0.0025,34.93,73954.7082872,33.3987,0.991,439.844,1.33406,2.45281e-06,0.1,4.01856,322.32770294
2,368.53256105,368.533,100,400,400.0,100.0,0.01,0.01,1.0,117076.704969,368.53256105,,0.01,39.84,117076.704969,-406.278,1.0,340.45,1.0,3.50449e-18,0.1,1.0,368.53256105
2,380.902525168,374.718,100,400,400.0,200.000000102,0.005,0.005,1.0,64175.5823477,380.902525168,,0.005,41.15,64175.5823477,-173.156,1.0,299.597,1.0,2.1793e-19,0.1,1.0,380.902525168
2,370.071878823,373.169,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,78369.9004307,370.071878823,,0.00333333,40.05,78369.9004307,-74.1681,1.0,292.755,1.0,5.43914e-20,0.1,1.0,370.071878823
1,342.678147524,675.135,100,400,183.549526663,47.3368697524,0.132015,5.01673e-05,0.0226039,76353.9165773,342.678147524,9.47657,0.0025,37.04,76353.9165773,103.237,1.12642,4808.23,2.17925,4.66797e-05,0.1,59.4818,342.678147524
2,406.397696465,406.398,100,400,400.0,100.0,0.01,0.01,1.0,127504.153973,406.397696465,,0.01,43.96,127504.153973,-486.663,1.0,355.287,1.0,3.50449e-18,0.1,1.0,406.397696465
2,409.37234887,407.885,100,400,400.0,200.000000102,0.005,0.005,1.0,127651.115718,409.37234887,,0.005,44.35,127651.115718,-223.604,1.0,355.393,1.0,2.1793e-19,0.1,1.0,409.37234887
2,402.169773282,405.98,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,98395.4553454,402.169773282,,0.00333333,43.56,98395.4553454,-109.629,1.0,341.585,1.0,5.43914e-20,0.1,1.0,402.169773282
1,448.595198178,530.326,100,400,294.819903329,288.506413174,0.00896742,0.000199054,0.0816473,108731.013344,448.595198178,0.407381,0.0025,48.52,108731.013344,10.2074,1.02544,677.986,1.35676,2.42137e-06,0.1,3.67822,448.595198178
2,464.18520369,464.185,100,400,400.0,100.0,0.01,0.01,1.0,109861.885771,464.18520369,,0.01,50.23,109861.885771,-169.333,1.0,329.793,1.0,3.50449e-18,0.1,1.0,464.18520369
2,464.5126327,464.349,100,400,400.0,200.000000102,0.005,0.005,1.0,89614.7533679,464.5126327,,0.005,50.24,89614.7533679,16.3841,1.0,314.231,1.0,2.1793e-19,0.1,1.0,464.5126327
2,445.825232258,458.174,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,140728.494982,445.825232258,,0.00333333,48.21,140728.494982,67.0681,1.0,335.178,1.0,5.43914e-20,0.1,1.0,445.825232258
1,467.176281552,560.941,100,400,292.145111904,288.8771045,0.00819147,6.43297e-05,0.0262734,116968.998601,467.176281552,0.402038,0.0025,50.49,116968.998601,164.611,1.02105,466.393,1.36918,2.41022e-06,0.1,3.34554,467.176281552
2,554.80579823,554.806,100,400,400.0,100.0,0.01,0.01,1.0,311326.595568,554.80579823,,0.01,59.96,311326.595568,-838.742,1.0,555.17,1.0,3.50449e-18,0.1,1.0,554.80579823
2,472.618948336,513.712,100,400,400.0,200.000000102,0.005,0.005,1.0,93673.2632877,472.618948336,,0.005,51.08,93673.2632877,-471.674,1.0,449.626,1.0,2.1793e-19,0.1,1.0,472.618948336
2,565.663582,531.029,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,204477.411369,565.663582,,0.00333333,61.23,204477.411369,-273.536,1.0,450.392,1.0,5.43914e-20,0.1,1.0,565.663582
1,629.471301848,677.432,100,400,328.888504665,322.567420199,0.00735913,0.000146741,0.0562469,220065.638646,629.471301848,0.220987,0.0025,68.16,220065.638646,-90.9854,0.958271,737.781,1.21622,1.50408e-06,0.1,2.82081,629.471301848
2,544.88486328,544.885,100,400,400.0,100.0,0.01,0.01,1.0,161316.740562,544.88486328,,0.01,58.93,161316.740562,-143.592,1.0,399.629,1.0,3.50449e-18,0.1,1.0,544.88486328
2,645.372498554,595.129,100,400,400.0,200.000000102,0.005,0.005,1.0,303933.815663,645.372498554,,0.005,70.03,303933.815663,-243.263,1.0,482.518,1.0,2.1793e-19,0.1,1.0,645.372498554
2,666.321037498,618.859,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,276922.905308,666.321037498,,0.00333333,72.22,276922.905308,-65.6841,1.0,497.721,1.0,5.43914e-20,0.1,1.0,666.321037498
1,720.704085752,925.947,100,400,229.990186097,212.259684952,0.0137011,1.36528e-05,0.00578399,381080.123291,720.704085752,0.994645,0.0025,77.92,381080.123291,144.126,1.05912,1305.83,1.7392,5.54188e-06,0.1,5.80444,720.704085752
2,901.474612733,901.475,100,400,400.0,100.0,0.01,0.01,1.0,601026.406001,901.474612733,,0.01,97.81,601026.406001,-395.927,1.0,771.373,1.0,3.50449e-18,0.1,1.0,901.474612733
2,787.245961434,844.36,100,400,400.0,200.000000102,0.005,0.005,1.0,267490.68332,787.245961434,,0.005,85.4,267490.68332,-73.0413,1.0,658.163,1.0,2.1793e-19,0.1,1.0,787.245961434
2,784.101925789,824.274,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,569335.27103,784.101925789,,0.00333333,84.83,569335.27103,15.5302,1.0,690.994,1.0,5.43914e-20,0.1,1.0,784.101925789
1,701.007047234,1301.78,100,400,176.485087586,152.828518991,0.0270236,2.03111e-06,0.000805605,234969.883304,701.007047234,1.59418,0.0025,75.81,234969.883304,247.347,0.991582,2366.51,2.26648,1.01335e-05,0.1,10.7185,701.007047234
2,1008.73074249,1008.73,100,400,400.0,100.0,0.01,0.01,1.0,544074.828576,1008.73074249,,0.01,109.66,544074.828576,-84.8064,1.0,733.917,1.0,3.50449e-18,0.1,1.0,1008.73074249
2,1351.72092188,1180.23,100,400,400.0,200.000000102,0.005,0.005,1.0,1323166.96669,1351.72092188,,0.005,146.63,1323166.96669,188.668,1.0,976.573,1.0,2.1793e-19,0.1,1.0,1351.72092188
2,1194.06118733,1184.84,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,886115.371004,1194.06118733,,0.00333333,129.47,886115.371004,375.234,1.0,963.461,1.0,5.43914e-20,0.1,1.0,1194.06118733
1,1292.36113894,2349.79,100,400,107.566432012,91.7066567319,0.0330833,1.05387e-07,4.18437e-05,1162284.63115,1292.36113894,3.3206,0.0025,140.04,1162284.63115,997.731,0.992621,3377.04,3.71863,2.10635e-05,0.1,13.1357,1292.36113894
2,2256.65966456,2256.66,100,400,400.0,100.0,0.01,0.01,1.0,2097355.34146,2256.65966456,,0.01,245.24,2097355.34146,855.592,1.0,1440.97,1.0,3.50449e-18,0.1,1.0,2256.65966456
2,2246.56904207,2251.61,100,400,400.0,200.000000102,0.005,0.005,1.0,1858823.32698,2246.56904207,,0.005,243.9,1858823.32698,1260.66,1.0,1399.4,1.0,2.1793e-19,0.1,1.0,2246.56904207
2,2358.26132887,2287.16,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,2054064.45801,2358.26132887,,0.00333333,256.28,2054064.45801,1477.18,1.0,1409.23,1.0,5.43914e-20,0.1,1.0,2358.26132887
1,2214.03082694,3449.79,100,400,130.356394316,128.056859635,0.0204053,5.69167e-08,2.5391e-05,2021317.46421,2214.03082694,2.64802,0.0025,240.74,2021317.46421,2221.0,1.11527,2042.09,3.06851,1.33058e-05,0.1,9.10295,2214.03082694
2,3184.06678247,3184.07,100,400,400.0,100.0,0.01,0.01,1.0,1876931.91341,3184.06678247,,0.01,345.71,1876931.91341,1781.14,1.0,1363.14,1.0,3.50449e-18,0.1,1.0,3184.06678247
2,3339.32090264,3261.69,100,400,400.0,200.000000102,0.005,0.005,1.0,1812152.85262,3339.32090264,,0.005,362.54,1812152.85262,2269.29,1.0,1353.56,1.0,2.1793e-19,0.1,1.0,3339.32090264
2,3115.96241148,3213.12,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,2158174.17581,3115.96241148,,0.00333333,337.66,2158174.17581,2402.58,1.0,1392.24,1.0,5.43914e-20,0.1,1.0,3115.96241148
1,3111.90676885,3963.72,100,400,183.788098129,186.158909708,0.0160396,3.35762e-07,0.000144895,1766977.65235,3111.90676885,1.34035,0.0025,338.75,1766977.65235,2928.16,1.07885,1216.41,2.17642,7.19737e-06,0.1,6.92174,3111.90676885
2,4119.16029036,4119.16,100,400,400.0,100.0,0.01,0.01,1.0,903273.1852,4119.16029036,,0.01,445.89,903273.1852,2715.51,1.0,945.643,1.0,3.50449e-18,0.1,1.0,4119.16029036
2,3775.19758611,3947.18,100,400,400.0,200.000000102,0.005,0.005,1.0,1466413.81139,3775.19758611,,0.005,409.11,1466413.81139,2954.46,1.0,1096.62,1.0,2.1793e-19,0.1,1.0,3775.19758611
2,3862.0201738,3918.79,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,1412352.71461,3862.0201738,,0.00333333,417.79,1412352.71461,3108.24,1.0,1126.68,1.0,5.43914e-20,0.1,1.0,3862.0201738
1,3785.50522955,4304.35,100,400,263.095356921,257.841531696,0.0100576,2.6837e-05,0.0107647,1485012.81019,3785.50522955,0.555806,0.0025,410.47,1485012.81019,3438.81,1.00279,697.757,1.52036,3.45451e-06,0.1,4.03426,3785.50522955
2,4331.8911458,4331.89,100,400,400.0,100.0,0.01,0.01,1.0,514834.454407,4331.8911458,,0.01,467.51,514834.454407,2928.01,1.0,713.923,1.0,3.50449e-18,0.1,1.0,4331.8911458
2,4167.24256794,4249.57,100,400,400.0,200.000000102,0.005,0.005,1.0,647794.564768,4167.24256794,,0.005,451.78,647794.564768,3256.87,1.0,763.072,1.0,2.1793e-19,0.1,1.0,4167.24256794
2,4192.47348293,4230.54,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,824977.147623,4192.47348293,,0.00333333,453.44,824977.147623,3420.0,1.0,813.113,1.0,5.43914e-20,0.1,1.0,4192.47348293
1,4251.94178642,4418.3,100,400,321.193275953,316.79675524,0.00604168,4.84003e-05,0.0192827,568824.017123,4251.94178642,0.261195,0.0025,460.05,568824.017123,3634.97,0.996001,528.1,1.24536,1.64561e-06,0.1,2.40701,4251.94178642
2,4315.91156598,4315.91,100,400,400.0,100.0,0.01,0.01,1.0,607801.35772,4315.91156598,,0.01,466.58,607801.35772,2912.35,1.0,775.708,1.0,3.50449e-18,0.1,1.0,4315.91156598
2,4434.66031903,4375.29,100,400,400.0,200.000000102,0.005,0.005,1.0,302589.955704,4434.66031903,,0.005,479.24,302589.955704,3382.57,1.0,673.921,1.0,2.1793e-19,0.1,1.0,4434.66031903
2,4398.67926864,4383.08,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,503377.383402,4398.67926864,,0.00333333,475.41,503377.383402,3572.54,1.0,684.847,1.0,5.43914e-20,0.1,1.0,4398.67926864
1,4457.85450702,4515.66,100,400,348.429269219,344.475105199,0.0048984,0.000277313,0.111869,382971.982327,4457.85450702,0.164354,0.0025,480.94,382971.982327,3763.55,1.00851,392.916,1.14801,1.00995e-06,0.1,1.97604,4457.85450702
2,4457.86278332,4457.86,100,400,400.0,100.0,0.01,0.01,1.0,393471.845372,4457.86278332,,0.01,480.3,393471.845372,3054.05,1.0,624.129,1.0,3.50449e-18,0.1,1.0,4457.86278332
2,4435.8398697,4446.85,100,400,400.0,200.000000102,0.005,0.005,1.0,393408.730973,4435.8398697,,0.005,479.54,393408.730973,3454.08,1.0,624.201,1.0,2.1793e-19,0.1,1.0,4435.8398697
2,4499.75285122,4464.49,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,229843.094934,4499.75285122,,0.00333333,484.75,229843.094934,3653.89,1.0,579.846,1.0,5.43914e-20,0.1,1.0,4499.75285122
1,4394.50676737,4538.47,100,400,362.183104657,359.480321643,0.0050537,0.000292079,0.115451,369970.791964,4394.50676737,0.110345,0.0025,474.81,369970.791964,3800.73,0.988183,333.61,1.10441,7.06249e-07,0.1,1.99759,4394.50676737
2,4552.33906812,4552.34,100,400,400.0,100.0,0.01,0.01,1.0,171231.077317,4552.33906812,,0.01,490.23,171231.077317,3148.48,1.0,411.727,1.0,3.50449e-18,0.1,1.0,4552.33906812
2,4530.80190053,4541.57,100,400,400.0,200.000000102,0.005,0.005,1.0,238845.566151,4530.80190053,,0.005,488.02,238845.566151,3548.89,1.0,450.67,1.0,2.1793e-19,0.1,1.0,4530.80190053
2,4542.76640564,4541.97,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,142156.132358,4542.76640564,,0.00333333,489.55,142156.132358,3731.45,1.0,426.983,1.0,5.43914e-20,0.1,1.0,4542.76640564
1,4522.04456326,4577.41,100,400,381.01529492,379.955423026,0.00370056,0.000760814,0.304286,215672.522169,4522.04456326,0.0528732,0.0025,487.34,215672.522169,3858.2,0.999869,281.446,1.04983,3.30544e-07,0.1,1.48003,4522.04456326
2,4631.57218406,4631.57,100,400,400.0,100.0,0.01,0.01,1.0,6473.73467477,4631.57218406,,0.01,498.96,6473.73467477,3227.76,1.0,80.0562,1.0,3.50449e-18,0.1,1.0,4631.57218406
2,4576.8679343,4604.22,100,400,400.0,200.000000102,0.005,0.005,1.0,57576.9782292,4576.8679343,,0.005,493.57,57576.9782292,3611.58,1.0,180.148,1.0,2.1793e-19,0.1,1.0,4576.8679343
2,4591.24055516,4599.89,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,88713.2024375,4591.24055516,,0.00333333,494.51,88713.2024375,3789.4,1.0,225.717,1.0,5.43914e-20,0.1,1.0,4591.24055516
1,4500.07633336,4598.51,100,400,388.493722227,387.727846577,0.00347114,0.00118236,0.468774,285343.400112,4500.07633336,0.0311734,0.0025,485.87,285343.400112,3886.23,0.991181,217.865,1.02962,1.98316e-07,0.1,1.37621,4500.07633336
2,4596.77656278,4596.78,100,400,400.0,100.0,0.01,0.01,1.0,63870.336898,4596.77656278,,0.01,494.93,63870.336898,3193.19,1.0,251.459,1.0,3.50449e-18,0.1,1.0,4596.77656278
2,4563.13471451,4579.96,100,400,400.0,200.000000102,0.005,0.005,1.0,119702.366855,4563.13471451,,0.005,491.98,119702.366855,3587.19,1.0,301.913,1.0,2.1793e-19,0.1,1.0,4563.13471451
2,4560.21150121,4573.37,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,161765.609411,4560.21150121,,0.00333333,491.13,161765.609411,3762.78,1.0,337.99,1.0,5.43914e-20,0.1,1.0,4560.21150121
1,4597.55659911,4603.31,100,400,388.051938199,387.177949234,0.00344473,0.00122193,0.489394,63132.5862426,4597.55659911,0.0332842,0.0025,495.42,63132.5862426,3890.59,1.00127,209.706,1.03079,2.07497e-07,0.1,1.37965,4597.55659911
2,4609.27968692,4609.28,100,400,400.0,100.0,0.01,0.01,1.0,72272.3215606,4609.27968692,,0.01,496.01,72272.3215606,3205.59,1.0,267.488,1.0,3.50449e-18,0.1,1.0,4609.27968692
2,4644.1998819,4626.74,100,400,400.0,200.000000102,0.005,0.005,1.0,800.6260866,4644.1998819,,0.005,500.0,800.6260866,3634.05,1.0,190.987,1.0,2.1793e-19,0.1,1.0,4644.1998819
2,4591.91839841,4615.13,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,102775.082951,4591.91839841,,0.00333333,494.35,102775.082951,3804.54,1.0,241.873,1.0,5.43914e-20,0.1,1.0,4591.91839841
1,4631.46610885,4628.64,100,400,395.448523174,394.972321302,0.00301202,0.00127506,0.508683,31955.9271631,4631.46610885,0.0126943,0.0025,498.15,31955.9271631,3922.61,0.99737,154.04,1.01151,7.97584e-08,0.1,1.20164,4631.46610885
2,4545.40887503,4545.41,100,400,400.0,100.0,0.01,0.01,1.0,188103.803687,4545.40887503,,0.01,489.28,188103.803687,3141.83,1.0,431.535,1.0,3.50449e-18,0.1,1.0,4545.40887503
2,4634.05427801,4589.73,100,400,400.0,200.000000102,0.005,0.005,1.0,11783.9747616,4634.05427801,,0.005,498.92,11783.9747616,3597.02,1.0,317.662,1.0,2.1793e-19,0.1,1.0,4634.05427801
2,4609.35998359,4596.27,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,83795.466029,4609.35998359,,0.00333333,496.17,83795.466029,3785.73,1.0,308.238,1.0,5.43914e-20,0.1,1.0,4609.35998359
1,4597.1117861,4615.22,100,400,391.478767095,390.536577044,0.00324487,0.000913014,0.363917,70459.2364435,4597.1117861,0.0241214,0.0025,495.23,70459.2364435,3905.66,0.996471,184.674,1.02177,1.51828e-07,0.1,1.29337,4597.1117861
2,4597.31661078,4597.32,100,400,400.0,100.0,0.01,0.01,1.0,150766.341909,4597.31661078,,0.01,494.49,150766.341909,3193.98,1.0,386.34,1.0,3.50449e-18,0.1,1.0,4597.31661078
2,4643.24528264,4620.28,100,400,400.0,200.000000102,0.005,0.005,1.0,1987.8705403,4643.24528264,,0.005,499.76,1987.8705403,3627.58,1.0,275.936,1.0,2.1793e-19,0.1,1.0,4643.24528264
2,4644.27178927,4628.28,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,2029.39148807,4644.27178927,,0.00333333,499.81,2029.39148807,3817.74,1.0,227.064,1.0,5.43914e-20,0.1,1.0,4644.27178927
1,4619.82368285,4633.98,100,400,396.888239442,395.920320257,0.00295869,0.000873567,0.346827,38619.8390955,4619.82368285,0.0101764,0.0025,496.91,38619.8390955,3929.26,0.99256,137.501,1.00784,6.45597e-08,0.1,1.17467,4619.82368285
2,4619.8668301,4619.87,100,400,400.0,100.0,0.01,0.01,1.0,30876.8516695,4619.8668301,,0.01,497.57,30876.8516695,3215.92,1.0,174.837,1.0,3.50449e-18,0.1,1.0,4619.8668301
2,4603.15035961,4611.51,100,400,400.0,200.000000102,0.005,0.005,1.0,52892.9051694,4603.15035961,,0.005,495.4,52892.9051694,3618.77,1.0,203.804,1.0,2.1793e-19,0.1,1.0,4603.15035961
2,4629.04170003,4617.35,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,40092.7546125,4629.04170003,,0.00333333,497.88,40092.7546125,3806.78,1.0,202.459,1.0,5.43914e-20,0.1,1.0,4629.04170003
1,4629.47865336,4628.94,100,400,395.538770528,395.04180602,0.00300377,0.00129267,0.515018,11116.2168465,4629.47865336,0.012483,0.0025,498.43,11116.2168465,3923.02,0.996032,130.199,1.01128,7.86418e-08,0.1,1.19674,4629.47865336
2,4611.11444784,4611.11,100,400,400.0,100.0,0.01,0.01,1.0,54139.6430192,4611.11444784,,0.01,496.47,54139.6430192,3207.22,1.0,231.513,1.0,3.50449e-18,0.1,1.0,4611.11444784
2,4610.27244932,4610.69,100,400,400.0,200.000000102,0.005,0.005,1.0,68253.4674678,4610.27244932,,0.005,496.23,68253.4674678,3617.99,1.0,246.14,1.0,2.1793e-19,0.1,1.0,4610.27244932
2,4631.0038796,4617.46,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,26588.0158796,4631.0038796,,0.00333333,498.39,26588.0158796,3806.93,1.0,221.936,1.0,5.43914e-20,0.1,1.0,4631.0038796
1,4614.94890249,4626.46,100,400,395.067896196,394.594568572,0.00310804,0.0015343,0.612909,39057.2076497,4614.94890249,0.0136969,0.0025,497.13,39057.2076497,3920.14,0.998679,157.574,1.01248,8.58321e-08,0.1,1.24157,4614.94890249
2,4645.04364242,4645.04,100,400,400.0,100.0,0.01,0.01,1.0,7050.01941183,4645.04364242,,0.01,499.23,7050.01941183,3241.06,1.0,83.5435,1.0,3.50449e-18,0.1,1.0,4645.04364242
2,4652.48051527,4648.76,100,400,400.0,200.000000102,0.005,0.005,1.0,483.240024634,4652.48051527,,0.005,500.0,483.240024634,3656.0,1.0,61.1783,1.0,2.1793e-19,0.1,1.0,4652.48051527
2,4650.52425082,4649.35,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,747.955206448,4650.52425082,,0.00333333,500.0,747.955206448,3838.76,1.0,52.3709,1.0,5.43914e-20,0.1,1.0,4650.52425082
1,4626.6594302,4646.85,100,400,398.364865892,398.337043704,0.00283278,0.0015883,0.638997,34315.7933775,4626.6594302,0.00423418,0.0025,497.43,34315.7933775,3943.42,1.00579,73.5795,1.0041,2.616e-08,0.1,1.13967,4626.6594302
2,4654.89621168,4654.9,100,400,400.0,100.0,0.01,0.01,1.0,692.465858116,4654.89621168,,0.01,500.0,692.465858116,3250.91,1.0,26.1829,1.0,3.50449e-18,0.1,1.0,4654.89621168
2,4648.08871882,4651.49,100,400,400.0,200.000000102,0.005,0.005,1.0,1863.32869991,4648.08871882,,0.005,499.78,1863.32869991,3658.72,1.0,35.731,1.0,2.1793e-19,0.1,1.0,4648.08871882
2,4644.79364466,4649.26,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,9941.50615267,4644.79364466,,0.00333333,498.98,9941.50615267,3838.66,1.0,64.3569,1.0,5.43914e-20,0.1,1.0,4644.79364466
1,4641.3135478,4648.84,100,400,399.163615838,399.17260395,0.0026767,0.00195785,0.78593,8926.00010051,4641.3135478,0.00209295,0.0025,498.86,8926.00010051,3946.11,1.00356,59.8292,1.0021,1.29882e-08,0.1,1.0745,4641.3135478
2,4608.62426783,4608.62,100,400,400.0,100.0,0.01,0.01,1.0,68880.6952095,4608.62426783,,0.01,495.95,68880.6952095,3205.22,1.0,261.136,1.0,3.50449e-18,0.1,1.0,4608.62426783
2,4632.91313661,4620.77,100,400,400.0,200.000000102,0.005,0.005,1.0,47466.9421782,4632.91313661,,0.005,497.7,47466.9421782,3628.18,1.0,240.291,1.0,2.1793e-19,0.1,1.0,4632.91313661
2,4653.85985252,4631.8,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,577.990482468,4653.85985252,,0.00333333,500.0,577.990482468,3821.3,1.0,197.3,1.0,5.43914e-20,0.1,1.0,4653.85985252
1,4608.89023579,4638.45,100,400,394.665532501,393.627050717,0.00314162,0.000638538,0.254216,79855.3015775,4608.89023579,0.0160789,0.0025,495.3,79855.3015775,3931.73,0.995305,129.68,1.01352,1.01443e-07,0.1,1.25075,4608.89023579
2,4620.54382392,4620.54,100,400,400.0,100.0,0.01,0.01,1.0,53922.5306636,4620.54382392,,0.01,496.53,53922.5306636,3217.17,1.0,231.048,1.0,3.50449e-18,0.1,1.0,4620.54382392
2,4651.6377925,4636.09,100,400,400.0,200.000000102,0.005,0.005,1.0,525.041535558,4651.6377925,,0.005,500.0,525.041535558,3643.33,1.0,164.904,1.0,2.1793e-19,0.1,1.0,4651.6377925
2,4653.40405006,4641.86,100,400,400.0,299.999969474,0.00333333,0.00333333,1.0,1466.52793685,4653.40405006,,0.00333333,499.78,1466.52793685,3831.28,1.0,136.673,1.0,5.43914e-20,0.1,1.0,4653.40405006
1,4649.6925092,4647.71,100,400,398.121022059,397.999638204,0.00278744,0.00137191,0.548567,3628.5764626,4649.6925092,0.00503511,0.0025,499.45,3628.5764626,3944.07,0.999639,77.312,1.00472,3.14922e-08,0.1,1.11457,4649.6925092
2,4631.17486431,4631.17,100,400,400.0,100.0,0.01,0.01,1.0,32755.2357827,4631.17486431,,0.01,497.96,32755.2357827,3227.43,1.0,180.077,1.0,3.50449e-18,0.1,1.0,4631.17486431
