ESSClassic,BatchSize,MaxVanillaIw,J,MinNormIw,AvgVanillaIw,Bound,AvgRet,AvgNormIw,VarJ,VarVanillaIw,VarDiscRet,MinVanillaIw,AvgDiscRet,eRenyi2,VarNormIw,VarRet,ESSRenyi,MaxNormIw,AvgEpLen
100.0,100,1.0,,0.01,1.0,-0.5963334,-7.79382602424591,0.009999998,7.0549703,,50.27535907655779,1.0,3.1974423109204507e-16,1.0,3.5044917e-18,50.27535907655779,100.0,0.01,200.0
100.0,100,1.0,-5.401671e-08,0.01,1.0,-0.5976882,-7.847051737478848,0.009999998,7.0709963,,50.50403147416282,1.0,1.3411494137471891e-15,1.0,3.5044917e-18,50.504031474162815,100.0,0.01,200.0
100.0,100,1.0,2.2351742e-08,0.01,1.0,-0.6038338,-7.4720218090308865,0.009999998,7.143704,,51.54798461128055,1.0,3.8635761256955447e-16,1.0,3.5044917e-18,51.54798461128055,100.0,0.01,200.0
100.0,100,1.0,6.7055225e-08,0.01,1.0,-0.604697,-7.953102546158835,0.009999998,7.1539154,,51.69546884474659,1.0,-1.0036416142611414e-15,1.0,3.5044917e-18,51.69546884474661,100.0,0.01,200.0
100.0,100,1.0,-7.450581e-09,0.01,1.0,-0.5685529,-8.314502653835321,0.009999998,6.726311,,45.70026644644061,1.0,-8.881784197001253e-17,1.0,3.5044917e-18,45.70026644644061,100.0,0.01,200.0
100.0,100,1.0,-4.4703484e-08,0.01,1.0,-0.5589829,-6.809962591649281,0.009999998,6.613092,,44.1747351177558,1.0,5.329070518200751e-17,1.0,3.5044917e-18,44.1747351177558,100.0,0.01,200.0
100.0,100,1.0,-2.9802322e-08,0.01,1.0,-0.56534266,-7.899905868906145,0.009999998,6.6883326,,45.18564437484372,1.0,-1.483257960899209e-15,1.0,3.5044917e-18,45.18564437484371,100.0,0.01,200.0
100.0,100,1.0,-7.4505806e-08,0.01,1.0,-0.6177463,-7.935386834312928,0.009999998,7.3082976,,53.95072471749346,1.0,8.704148513061227e-16,1.0,3.5044917e-18,53.95072471749346,100.0,0.01,200.0
100.0,100,1.0,-5.2154064e-08,0.01,1.0,-0.6159067,-7.753883434872251,0.009999998,7.2865324,,53.629853032234124,1.0,-7.815970093361102e-16,1.0,3.5044917e-18,53.62985303223412,100.0,0.01,200.0
100.0,100,1.0,2.9802322e-08,0.01,1.0,-0.590873,-8.34106902940511,0.009999998,6.9903717,,49.35888169445244,1.0,1.4210854715202004e-16,1.0,3.5044917e-18,49.35888169445244,100.0,0.01,200.0
100.0,100,1.0,7.450581e-09,0.01,1.0,-0.6042321,-7.621624370988143,0.009999998,7.148416,,51.6160162367295,1.0,5.684341886080802e-16,1.0,3.5044917e-18,51.61601623672951,100.0,0.01,200.0
100.0,100,1.0,-7.450581e-09,0.01,1.0,-0.59456336,-7.467307273952077,0.009999998,7.0340304,,49.97735626930419,1.0,-1.3855583347321954e-15,1.0,3.5044917e-18,49.97735626930419,100.0,0.01,200.0
100.0,100,1.0,9.49949e-08,0.01,1.0,-0.48919547,-6.516037531367704,0.009999998,5.7874675,,33.83311003975195,1.0,-9.37028232783632e-16,1.0,3.5044917e-18,33.83311003975195,100.0,0.01,200.0
100.0,100,1.0,7.450581e-09,0.01,1.0,-0.5914806,-7.536844697993375,0.009999998,6.9975586,,49.46042958298444,1.0,1.9539925233402755e-16,1.0,3.5044917e-18,49.46042958298444,100.0,0.01,200.0
100.0,100,1.0,2.9802322e-08,0.01,1.0,-0.60517865,-7.580896021261085,0.009999998,7.1596165,,51.777886690612945,1.0,3.1974423109204507e-16,1.0,3.5044917e-18,51.777886690612945,100.0,0.01,200.0
100.0,100,1.0,-8.940697e-08,0.01,1.0,-0.63953364,-8.328945271429932,0.009999998,7.566054,,57.82340969025067,1.0,-7.993605777301127e-16,1.0,3.5044917e-18,57.82340969025067,100.0,0.01,200.0
100.0,100,1.0,5.5879354e-08,0.01,1.0,-0.55762655,-7.660247096747486,0.009999998,6.5970454,,43.960618046725,1.0,-9.14823772291129e-16,1.0,3.5044917e-18,43.960618046725,100.0,0.01,200.0
100.0,100,1.0,-5.9604645e-08,0.01,1.0,-0.58846825,-8.118690666568861,0.009999998,6.9619217,,48.95793134409879,1.0,-1.9984014443252818e-15,1.0,3.5044917e-18,48.95793134409879,100.0,0.01,200.0
100.0,100,1.0,1.7881393e-07,0.01,1.0,-0.70624596,-9.21814715867248,0.009999998,8.3553,,70.51620463037779,1.0,-2.1316282072803005e-16,1.0,3.5044917e-18,70.51620463037779,100.0,0.01,200.0
100.0,100,1.0,-2.9802322e-08,0.01,1.0,-0.52939874,-6.586146230331228,0.009999998,6.263092,,39.62255115533332,1.0,-6.483702463810914e-16,1.0,3.5044917e-18,39.62255115533332,100.0,0.01,200.0
100.0,100,1.0,1.4901161e-08,0.01,1.0,-0.6001279,-7.962497321838992,0.009999998,7.099861,,50.91720259838091,1.0,-1.3145040611561853e-15,1.0,3.5044917e-18,50.91720259838092,100.0,0.01,200.0
100.0,100,1.0,8.940697e-08,0.01,1.0,-0.63638234,-9.273674252111464,0.009999998,7.5287733,,57.25497939832891,1.0,1.1368683772161603e-15,1.0,3.5044917e-18,57.25497939832891,100.0,0.01,200.0
100.0,100,1.0,1.4901161e-08,0.01,1.0,-0.6569649,-8.198597312485255,0.009999998,7.772276,,61.018464771605224,1.0,2.042810365310288e-15,1.0,3.5044917e-18,61.018464771605224,100.0,0.01,200.0
100.0,100,1.0,8.940697e-08,0.01,1.0,-0.5500529,-7.950271807785239,0.009999998,6.507445,,42.77458233604872,1.0,2.9309887850104134e-16,1.0,3.5044917e-18,42.77458233604872,100.0,0.01,200.0
100.0,100,1.0,-1.1175871e-07,0.01,1.0,-0.5973259,-7.496986719350627,0.009999998,7.0667114,,50.442842258384324,1.0,9.059419880941278e-16,1.0,3.5044917e-18,50.442842258384324,100.0,0.01,200.0
100.0,100,1.0,2.9802322e-08,0.01,1.0,-0.63208413,-8.212306994357691,0.009999998,7.4779224,,56.48416878777143,1.0,-4.263256414560601e-16,1.0,3.5044917e-18,56.48416878777143,100.0,0.01,200.0
100.0,100,1.0,1.8626451e-08,0.01,1.0,-0.557793,-6.926790719984653,0.009999998,6.599015,,43.986869207877795,1.0,3.907985046680551e-16,1.0,3.5044917e-18,43.986869207877795,100.0,0.01,200.0
100.0,100,1.0,6.7055225e-08,0.01,1.0,-0.61085933,-8.458217857535251,0.009999998,7.2268205,,52.75448500932527,1.0,1.723066134218243e-15,1.0,3.5044917e-18,52.75448500932527,100.0,0.01,200.0
100.0,100,1.0,-9.685755e-08,0.01,1.0,-0.57970005,-7.381486317132912,0.009999998,6.858189,,47.509862850321475,1.0,-8.704148513061227e-16,1.0,3.5044917e-18,47.509862850321475,100.0,0.01,200.0
100.0,100,1.0,-7.4505806e-08,0.01,1.0,-0.5795263,-7.62683109592168,0.009999998,6.8561306,,47.481343196314185,1.0,4.440892098500626e-16,1.0,3.5044917e-18,47.481343196314185,100.0,0.01,200.0
100.0,100,1.0,2.2351742e-08,0.01,1.0,-0.6196563,-7.820822199167284,0.009999998,7.3308935,,54.28484921520784,1.0,1.1546319456101628e-15,1.0,3.5044917e-18,54.28484921520782,100.0,0.01,200.0
100.0,100,1.0,-2.2351742e-08,0.01,1.0,-0.61879843,-7.83591735242043,0.009999998,7.3207455,,54.134664600532176,1.0,-3.4638958368304885e-16,1.0,3.5044917e-18,54.134664600532176,100.0,0.01,200.0
100.0,100,1.0,-4.4703484e-08,0.01,1.0,-0.6263673,-7.938650840489506,0.009999998,7.410287,,55.467020271343905,1.0,-4.440892098500626e-16,1.0,3.5044917e-18,55.467020271343905,100.0,0.01,200.0
100.0,100,1.0,4.4703484e-08,0.01,1.0,-0.612303,-7.685125389490667,0.009999998,7.2439,,53.004125473139815,1.0,5.861977570020827e-16,1.0,3.5044917e-18,53.00412547313982,100.0,0.01,200.0
100.0,100,1.0,,0.01,1.0,-0.59843284,-7.58380685974011,0.009999998,7.0798087,,50.629992411732616,1.0,1.0125233984581427e-15,1.0,3.5044917e-18,50.629992411732616,100.0,0.01,200.0
100.0,100,1.0,-2.2351742e-08,0.01,1.0,-0.59202915,-7.803517010406198,0.009999998,7.0040483,,49.55221471246235,1.0,-5.151434834260726e-16,1.0,3.5044917e-18,49.55221471246234,100.0,0.01,200.0
100.0,100,1.0,-7.450581e-09,0.01,1.0,-0.66534895,-8.966429465116025,0.009999998,7.8714633,,62.5857949157392,1.0,-1.5454304502782179e-15,1.0,3.5044917e-18,62.58579491573919,100.0,0.01,200.0
100.0,100,1.0,4.4703484e-08,0.01,1.0,-0.5830285,-7.389694083164286,0.009999998,6.8975663,,48.056991415554364,1.0,-7.460698725481052e-16,1.0,3.5044917e-18,48.05699141555435,100.0,0.01,200.0
100.0,100,1.0,-2.9802322e-08,0.01,1.0,-0.590499,-7.312876315413678,0.009999998,6.9859457,,49.296406308265496,1.0,4.796163466380677e-16,1.0,3.5044917e-18,49.296406308265496,100.0,0.01,200.0
100.0,100,1.0,-1.1175871e-08,0.01,1.0,-0.59463954,-8.386784372239015,0.009999998,7.03493,,49.990149735676574,1.0,7.283063041541026e-16,1.0,3.5044917e-18,49.990149735676574,100.0,0.01,200.0
100.0,100,1.0,8.940697e-08,0.01,1.0,-0.5676361,-8.183316569446475,0.009999998,6.715464,,45.55299136085715,1.0,-3.8191672047105384e-16,1.0,3.5044917e-18,45.55299136085715,100.0,0.01,200.0
100.0,100,1.0,4.4703484e-08,0.01,1.0,-0.57830226,-7.349701477980145,0.009999998,6.841651,,47.280998715575585,1.0,-3.1974423109204507e-16,1.0,3.5044917e-18,47.280998715575585,100.0,0.01,200.0
100.0,100,1.0,-2.9802322e-08,0.01,1.0,-0.58075464,-7.472472156449038,0.009999998,6.870664,,47.68286144957074,1.0,1.1191048088221578e-15,1.0,3.5044917e-18,47.682861449570716,100.0,0.01,200.0
100.0,100,1.0,1.4901161e-08,0.01,1.0,-0.59328806,-8.324194033959023,0.009999998,7.018943,,49.76318689713661,1.0,5.329070518200751e-17,1.0,3.5044917e-18,49.76318689713661,100.0,0.01,200.0
100.0,100,1.0,-4.4703484e-08,0.01,1.0,-0.59233713,-7.957859375728621,0.009999998,7.0076914,,49.603780928552176,1.0,-1.1901590823981679e-15,1.0,3.5044917e-18,49.603780928552176,100.0,0.01,200.0
100.0,100,1.0,-2.9802322e-08,0.01,1.0,-0.61887264,-8.543135655996453,0.009999998,7.321623,,54.1476380032278,1.0,2.3980817331903383e-15,1.0,3.5044917e-18,54.14763800322781,100.0,0.01,200.0
100.0,100,1.0,2.9802322e-08,0.01,1.0,-0.6282582,-9.553196189846645,0.009999998,7.4326587,,55.80244173540061,1.0,-1.900701818158268e-15,1.0,3.5044917e-18,55.802441735400606,100.0,0.01,200.0
100.0,100,1.0,1.4901161e-08,0.01,1.0,-0.61451685,-8.325509566319427,0.009999998,7.2700915,,53.38811584346418,1.0,-9.769962616701378e-16,1.0,3.5044917e-18,53.38811584346418,100.0,0.01,200.0
100.0,100,1.0,2.9802322e-08,0.01,1.0,-0.5876495,-7.863858289682675,0.009999998,6.9522357,,48.821800444045095,1.0,-2.753353101070388e-16,1.0,3.5044917e-18,48.821800444045095,100.0,0.01,200.0
100.0,100,1.0,-3.3527613e-08,0.01,1.0,-0.5856002,-7.1014259596496085,0.009999998,6.927991,,48.481876267775725,1.0,-1.1102230246251565e-15,1.0,3.5044917e-18,48.481876267775725,100.0,0.01,200.0
100.0,100,1.0,-1.4901161e-08,0.01,1.0,-0.48197737,-6.74963682912527,0.009999998,5.7020726,,32.84205669285133,1.0,4.884981308350689e-16,1.0,3.5044917e-18,32.84205669285133,100.0,0.01,200.0
100.0,100,1.0,-5.9604645e-08,0.01,1.0,-0.54855657,-6.741199321871222,0.009999998,6.489743,,42.54218999038131,1.0,1.7763568394002505e-17,1.0,3.5044917e-18,42.54218999038131,100.0,0.01,200.0
100.0,100,1.0,-8.940697e-08,0.01,1.0,-0.60145694,-7.691470605298771,0.009999998,7.115583,,51.14295695578275,1.0,1.4921397450962103e-15,1.0,3.5044917e-18,51.142956955782765,100.0,0.01,200.0
100.0,100,1.0,1.5646219e-07,0.01,1.0,-0.5894422,-7.835557581647187,0.009999998,6.9734445,,49.12013705989443,1.0,7.638334409421077e-16,1.0,3.5044917e-18,49.12013705989443,100.0,0.01,200.0
100.0,100,1.0,2.2351742e-08,0.01,1.0,-0.64903957,-7.297499763051794,0.009999998,7.678516,,59.555162851024974,1.0,5.506706202140776e-16,1.0,3.5044917e-18,59.555162851024974,100.0,0.01,200.0
100.0,100,1.0,2.9802322e-08,0.01,1.0,-0.6382286,-9.254628690708742,0.009999998,7.550615,,57.587664394368744,1.0,-1.2789769243681803e-15,1.0,3.5044917e-18,57.58766439436875,100.0,0.01,200.0
100.0,100,1.0,-7.450581e-09,0.01,1.0,-0.5970073,-9.168825480240322,0.009999998,7.0629425,,50.38904797863844,1.0,4.263256414560601e-16,1.0,3.5044917e-18,50.38904797863844,100.0,0.01,200.0
100.0,100,1.0,4.4703484e-08,0.01,1.0,-0.6224841,-7.430632372454005,0.009999998,7.364348,,54.78144145292787,1.0,1.9539925233402755e-16,1.0,3.5044917e-18,54.78144145292787,100.0,0.01,200.0
100.0,100,1.0,1.4901161e-08,0.01,1.0,-0.59925205,-8.159498262278808,0.009999998,7.0894995,,50.76869320714938,1.0,7.194245199571015e-16,1.0,3.5044917e-18,50.76869320714939,100.0,0.01,200.0
100.0,100,1.0,-7.450581e-09,0.01,1.0,-0.57810396,-8.17167958461991,0.009999998,6.839306,,47.24859601589234,1.0,1.0302869668521452e-15,1.0,3.5044917e-18,47.24859601589233,100.0,0.01,200.0
100.0,100,1.0,1.4901161e-08,0.01,1.0,-0.6731156,-8.994957940838495,0.009999998,7.963349,,64.05548265337856,1.0,8.437694987151189e-16,1.0,3.5044917e-18,64.05548265337858,100.0,0.01,200.0
100.0,100,1.0,-1.4901161e-08,0.01,1.0,-0.6164218,-7.989914232284559,0.009999998,7.2926273,,53.71961533985535,1.0,8.526512829121202e-16,1.0,3.5044917e-18,53.71961533985535,100.0,0.01,200.0
100.0,100,1.0,-1.937151e-07,0.01,1.0,-0.58981323,-8.668908354342392,0.009999998,6.977832,,49.18195277504254,1.0,1.1546319456101628e-16,1.0,3.5044917e-18,49.18195277504254,100.0,0.01,200.0
100.0,100,1.0,8.754432e-08,0.01,1.0,-0.5996805,-7.499861649270513,0.009999998,7.094568,,50.84130802532361,1.0,3.108624468950438e-16,1.0,3.5044917e-18,50.84130802532361,100.0,0.01,200.0
100.0,100,1.0,,0.01,1.0,-0.5994847,-7.520464412016506,0.009999998,7.092252,,50.80811750258036,1.0,9.681144774731366e-16,1.0,3.5044917e-18,50.80811750258036,100.0,0.01,200.0
100.0,100,1.0,1.4901161e-08,0.01,1.0,-0.549419,-7.0122934201527265,0.009999998,6.499945,,42.67605106199056,1.0,-1.4921397450962103e-15,1.0,3.5044917e-18,42.67605106199058,100.0,0.01,200.0
100.0,100,1.0,2.6077032e-08,0.01,1.0,-0.6124739,-8.598978610700255,0.009999998,7.245921,,53.03371075290548,1.0,-7.815970093361102e-16,1.0,3.5044917e-18,53.033710752905456,100.0,0.01,200.0
100.0,100,1.0,-4.4703484e-08,0.01,1.0,-0.5666854,-6.942700468831931,0.009999998,6.704216,,45.40051559273014,1.0,7.105427357601002e-16,1.0,3.5044917e-18,45.40051559273014,100.0,0.01,200.0
100.0,100,1.0,8.940697e-08,0.01,1.0,-0.57528764,-7.808155717493662,0.009999998,6.8059864,,46.78934621771512,1.0,1.4122036873231992e-15,1.0,3.5044917e-18,46.78934621771512,100.0,0.01,200.0
100.0,100,1.0,1.937151e-07,0.01,1.0,-0.6077799,-7.6319391399197825,0.009999998,7.1903877,,52.223921354465055,1.0,1.483257960899209e-15,1.0,3.5044917e-18,52.22392135446504,100.0,0.01,200.0
100.0,100,1.0,2.9802322e-08,0.01,1.0,-0.6064636,-8.36675293306802,0.009999998,7.174817,,51.997979342455835,1.0,7.993605777301127e-16,1.0,3.5044917e-18,51.997979342455835,100.0,0.01,200.0
100.0,100,1.0,-4.4703484e-08,0.01,1.0,-0.5799806,-8.082547323307821,0.009999998,6.861508,,47.55584715287591,1.0,1.5099033134902129e-15,1.0,3.5044917e-18,47.555847152875906,100.0,0.01,200.0
100.0,100,1.0,,0.01,1.0,-0.5917624,-7.247824315043597,0.009999998,7.0008926,,49.507579058381694,1.0,1.2967404927621828e-15,1.0,3.5044917e-18,49.507579058381694,100.0,0.01,200.0
100.0,100,1.0,4.4703484e-08,0.01,1.0,-0.63094604,-8.65333690881911,0.009999998,7.464457,,56.280932110549905,1.0,3.1974423109204507e-16,1.0,3.5044917e-18,56.280932110549905,100.0,0.01,200.0
100.0,100,1.0,-5.2154064e-08,0.01,1.0,-0.5970614,-8.271177042595575,0.009999998,7.063583,,50.39818457455016,1.0,1.4210854715202004e-16,1.0,3.5044917e-18,50.39818457455016,100.0,0.01,200.0
100.0,100,1.0,-7.4505806e-08,0.01,1.0,-0.62771624,-8.58799618144355,0.009999998,7.4262457,,55.7061891997392,1.0,1.305622276959184e-15,1.0,3.5044917e-18,55.7061891997392,100.0,0.01,200.0
100.0,100,1.0,-1.4901161e-08,0.01,1.0,-0.55969685,-7.68734274439162,0.009999998,6.6215386,,44.2876504331965,1.0,7.105427357601002e-16,1.0,3.5044917e-18,44.2876504331965,100.0,0.01,200.0
100.0,100,1.0,-1.0430813e-07,0.01,1.0,-0.60610557,-7.966132947356925,0.009999998,7.1705804,,51.93658905854148,1.0,-5.062616992290713e-16,1.0,3.5044917e-18,51.93658905854148,100.0,0.01,200.0
100.0,100,1.0,-2.4214387e-08,0.01,1.0,-0.5956407,-7.603452209525455,0.009999998,7.0467763,,50.15864284815349,1.0,-3.019806626980426e-16,1.0,3.5044917e-18,50.15864284815349,100.0,0.01,200.0
100.0,100,1.0,-2.9802322e-08,0.01,1.0,-0.5844437,-8.01409944237214,0.009999998,6.914308,,48.290569243443386,1.0,-1.2256862191861727e-15,1.0,3.5044917e-18,48.290569243443386,100.0,0.01,200.0
100.0,100,1.0,,0.01,1.0,-0.6628844,-9.17765128661255,0.009999998,7.842306,,62.122999890521406,1.0,9.769962616701378e-17,1.0,3.5044917e-18,62.122999890521406,100.0,0.01,200.0
100.0,100,1.0,,0.01,1.0,-0.6219502,-8.724039387019822,0.009999998,7.3580317,,54.6875033837988,1.0,4.4408920985006264e-17,1.0,3.5044917e-18,54.6875033837988,100.0,0.01,200.0
100.0,100,1.0,-2.9802322e-08,0.01,1.0,-0.585442,-7.648892405199016,0.009999998,6.9261193,,48.45569002483788,1.0,7.371880883511039e-16,1.0,3.5044917e-18,48.45569002483789,100.0,0.01,200.0
100.0,100,1.0,,0.01,1.0,-0.6298718,-7.623677506522088,0.009999998,7.451748,,56.08943643440614,1.0,4.618527782440651e-16,1.0,3.5044917e-18,56.089436434406146,100.0,0.01,200.0
100.0,100,1.0,-4.4703484e-08,0.01,1.0,-0.60817784,-9.181635598486213,0.009999998,7.1950965,,52.292341166235396,1.0,8.526512829121202e-16,1.0,3.5044917e-18,52.292341166235396,100.0,0.01,200.0
100.0,100,1.0,8.940697e-08,0.01,1.0,-0.57980245,-8.58074105110198,0.009999998,6.859399,,47.52661472878245,1.0,9.414691248821328e-16,1.0,3.5044917e-18,47.52661472878245,100.0,0.01,200.0
100.0,100,1.0,7.450581e-09,0.01,1.0,-0.6198369,-7.815817762909599,0.009999998,7.3330307,,54.316507441014465,1.0,5.950795411990839e-16,1.0,3.5044917e-18,54.31650744101448,100.0,0.01,200.0
100.0,100,1.0,-1.0430813e-07,0.01,1.0,-0.6137462,-7.7355523151626695,0.009999998,7.260974,,53.254290681192124,1.0,-1.687538997430238e-16,1.0,3.5044917e-18,53.254290681192124,100.0,0.01,200.0
100.0,100,1.0,,0.01,1.0,-0.62275755,-7.2384433829022905,0.009999998,7.367582,,54.82956754583584,1.0,-8.881784197001253e-17,1.0,3.5044917e-18,54.82956754583584,100.0,0.01,200.0
